sku_id,product_name,seller_id,platform_id,category_id,category,brand,base_price,product_demand_weight,active_flag
SKU00267,Mother Baby SKU 00267,S0028,P01,C08,Mother Baby,Local Brand,41.2,1.083369557811585,1
SKU00268,FMCG SKU 00268,S0029,P01,C05,FMCG,Local Brand,11.64,2.2469093882028095,1
SKU00269,Fashion SKU 00269,S0029,P01,C02,Fashion,Local Brand,14.6,1.0839276287536705,1
SKU00270,Fashion SKU 00270,S0029,P01,C02,Fashion,Private Label,28.95,1.120754830706882,1
SKU00271,Beauty SKU 00271,S0029,P01,C03,Beauty,Imported,9.01,0.7446611946566093,1
SKU00272,Electronics SKU 00272,S0029,P01,C01,Electronics,Local Brand,53.21,1.323009476403199,1
SKU00273,Mother Baby SKU 00273,S0029,P01,C08,Mother Baby,Private Label,30.21,1.5948112135699202,1
SKU00274,FMCG SKU 00274,S0029,P01,C05,FMCG,Local Brand,5.7,1.5669784187533984,1
SKU00275,FMCG SKU 00275,S0029,P01,C05,FMCG,Imported,13.54,3.876575477751345,1
SKU00276,Beauty SKU 00276,S0029,P01,C03,Beauty,Private Label,17.51,0.5482476141097172,1
SKU00277,Fashion SKU 00277,S0029,P01,C02,Fashion,Imported,25.74,0.7894461236182924,1
SKU00278,Sports SKU 00278,S0030,P01,C06,Sports,Private Label,29.59,0.5902499116630243,1
SKU00279,Mother Baby SKU 00279,S0030,P01,C08,Mother Baby,Marketplace Choice,29.08,0.9285498163338184,1
SKU00280,Home SKU 00280,S0030,P01,C04,Home,Marketplace Choice,60.47,0.3222272889943246,1
SKU00281,FMCG SKU 00281,S0030,P01,C05,FMCG,Official Brand,8.45,1.0575614452249846,1
SKU00282,Fashion SKU 00282,S0030,P01,C02,Fashion,Imported,36.15,1.645813684725266,1
SKU00283,FMCG SKU 00283,S0030,P01,C05,FMCG,Imported,8.87,0.8787182445403704,0
SKU00284,Books SKU 00284,S0030,P01,C07,Books,Private Label,9.47,0.22317350092646066,1
SKU00285,Beauty SKU 00285,S0030,P01,C03,Beauty,Marketplace Choice,17.28,1.8967321773789116,1
SKU00286,Mother Baby SKU 00286,S0030,P01,C08,Mother Baby,Local Brand,30.95,2.713998304284666,1
SKU00287,Beauty SKU 00287,S0031,P01,C03,Beauty,Private Label,21.02,0.48998540063277174,1
SKU00288,Home SKU 00288,S0031,P01,C04,Home,Marketplace Choice,35.41,0.44237112002361684,1
SKU00289,Fashion SKU 00289,S0031,P01,C02,Fashion,Private Label,20.22,1.928977101771527,1
SKU00290,Mother Baby SKU 00290,S0031,P01,C08,Mother Baby,Imported,25.52,0.7169273065105236,1
SKU00291,Books SKU 00291,S0031,P01,C07,Books,Marketplace Choice,14.58,3.1996011572691803,1
SKU00292,FMCG SKU 00292,S0031,P01,C05,FMCG,Official Brand,8.31,0.6687341483811772,1
SKU00293,Sports SKU 00293,S0031,P01,C06,Sports,Marketplace Choice,29.82,0.5367400320451978,1
SKU00294,FMCG SKU 00294,S0031,P01,C05,FMCG,Marketplace Choice,8.36,2.046087003253133,1
SKU00295,Electronics SKU 00295,S0031,P01,C01,Electronics,Private Label,68.2,0.991174467106482,1
SKU00296,Electronics SKU 00296,S0031,P01,C01,Electronics,Imported,75.59,2.2210003098138404,1
SKU00297,Beauty SKU 00297,S0031,P01,C03,Beauty,Marketplace Choice,9.64,0.619586769270447,1
SKU00298,Beauty SKU 00298,S0031,P01,C03,Beauty,Local Brand,12.21,2.90494257650865,1
SKU00299,Beauty SKU 00299,S0031,P01,C03,Beauty,Local Brand,23.21,0.5358537836002909,0
SKU00300,Fashion SKU 00300,S0031,P01,C02,Fashion,Official Brand,15.04,3.5804256601713527,1
SKU00301,Mother Baby SKU 00301,S0031,P01,C08,Mother Baby,Official Brand,17.31,1.7511082044764794,1
SKU00302,Home SKU 00302,S0031,P01,C04,Home,Private Label,53.49,2.1266599057142654,1
SKU00303,Books SKU 00303,S0031,P01,C07,Books,Local Brand,14.17,0.7436201837485957,1
SKU00304,Fashion SKU 00304,S0031,P01,C02,Fashion,Local Brand,37.11,1.0588247115152765,1
SKU00305,Mother Baby SKU 00305,S0031,P01,C08,Mother Baby,Local Brand,29.97,2.3043361185936173,1
SKU00306,FMCG SKU 00306,S0031,P01,C05,FMCG,Imported,5.65,1.9917614720159247,1
SKU00307,Fashion SKU 00307,S0031,P01,C02,Fashion,Local Brand,37.0,0.6190337006888285,1
SKU00308,Mother Baby SKU 00308,S0032,P01,C08,Mother Baby,Private Label,20.34,1.2986614380382218,1
SKU00309,Mother Baby SKU 00309,S0032,P01,C08,Mother Baby,Private Label,46.48,1.6953230000960953,1
SKU00310,Sports SKU 00310,S0032,P01,C06,Sports,Official Brand,32.76,2.170449942111197,1
SKU00311,Books SKU 00311,S0032,P01,C07,Books,Official Brand,15.24,0.6319741858018179,0
SKU00312,Fashion SKU 00312,S0032,P01,C02,Fashion,Private Label,16.09,1.2926922958221954,1
SKU00313,Beauty SKU 00313,S0033,P01,C03,Beauty,Private Label,13.01,0.6803684757734589,1
SKU00314,FMCG SKU 00314,S0033,P01,C05,FMCG,Marketplace Choice,13.76,1.0561932795186986,1
SKU00315,FMCG SKU 00315,S0033,P01,C05,FMCG,Imported,6.46,1.3375544783207567,1
SKU00316,Beauty SKU 00316,S0033,P01,C03,Beauty,Private Label,17.38,1.2634280001120521,1
SKU00317,Books SKU 00317,S0033,P01,C07,Books,Local Brand,20.68,1.2551158863949847,1
SKU00318,FMCG SKU 00318,S0033,P01,C05,FMCG,Marketplace Choice,5.85,2.6609432591194593,0
SKU00319,Electronics SKU 00319,S0033,P01,C01,Electronics,Marketplace Choice,106.66,1.3963127115841352,1
SKU00320,Electronics SKU 00320,S0033,P01,C01,Electronics,Imported,77.63,1.5141457537917693,1
SKU00321,Home SKU 00321,S0033,P01,C04,Home,Private Label,88.74,1.022081408472038,1
SKU00322,FMCG SKU 00322,S0033,P01,C05,FMCG,Marketplace Choice,11.38,1.793837775802884,1
SKU00323,Home SKU 00323,S0033,P01,C04,Home,Private Label,26.7,0.5272866270047342,1
SKU00324,Mother Baby SKU 00324,S0033,P01,C08,Mother Baby,Marketplace Choice,55.23,0.8317413793302587,1
SKU00325,Books SKU 00325,S0033,P01,C07,Books,Local Brand,15.51,0.6050249129436372,1
SKU00326,Books SKU 00326,S0033,P01,C07,Books,Official Brand,23.92,0.5153896693681597,0
SKU00327,Home SKU 00327,S0034,P01,C04,Home,Marketplace Choice,38.67,1.4472773331680888,1
SKU00328,Books SKU 00328,S0034,P01,C07,Books,Private Label,13.86,0.5255043814003887,1
SKU00329,Home SKU 00329,S0034,P01,C04,Home,Marketplace Choice,30.85,0.9282965151006269,1
SKU00330,Beauty SKU 00330,S0034,P01,C03,Beauty,Official Brand,11.68,1.0911255086148643,1
SKU00331,Beauty SKU 00331,S0035,P01,C03,Beauty,Marketplace Choice,12.95,1.8768049611945306,1
SKU00332,Beauty SKU 00332,S0035,P01,C03,Beauty,Imported,16.81,1.7150013035690668,1
SKU00333,FMCG SKU 00333,S0035,P01,C05,FMCG,Local Brand,9.54,0.6507258671876105,1
SKU00334,Home SKU 00334,S0035,P01,C04,Home,Official Brand,23.97,0.6577560110156412,1
SKU00335,Sports SKU 00335,S0035,P01,C06,Sports,Private Label,38.14,0.4894316097584204,1
SKU00336,Beauty SKU 00336,S0035,P01,C03,Beauty,Marketplace Choice,22.89,0.5569110603358097,1
SKU00337,Home SKU 00337,S0035,P01,C04,Home,Imported,70.55,2.1167464842080843,1
SKU00338,Fashion SKU 00338,S0035,P01,C02,Fashion,Imported,14.41,0.5253996016490005,1
SKU00339,Electronics SKU 00339,S0035,P01,C01,Electronics,Imported,112.14,0.6341272502420872,1
SKU00340,Beauty SKU 00340,S0035,P01,C03,Beauty,Local Brand,17.51,1.2927845517014607,1
SKU00341,Electronics SKU 00341,S0035,P01,C01,Electronics,Marketplace Choice,102.64,1.7968499171459404,0
SKU00342,Mother Baby SKU 00342,S0035,P01,C08,Mother Baby,Official Brand,40.81,2.9439771895898112,1
SKU00343,Home SKU 00343,S0035,P01,C04,Home,Local Brand,42.13,1.0935980509478103,1
SKU00344,Books SKU 00344,S0035,P01,C07,Books,Official Brand,20.02,1.4528873070384878,1
SKU00345,Home SKU 00345,S0035,P01,C04,Home,Private Label,21.92,1.6700793576033781,1
SKU00346,Fashion SKU 00346,S0035,P01,C02,Fashion,Official Brand,35.97,2.2297728155578613,1
SKU00347,Electronics SKU 00347,S0035,P01,C01,Electronics,Official Brand,56.6,1.521006376571326,1
SKU00348,Sports SKU 00348,S0035,P01,C06,Sports,Marketplace Choice,47.74,0.9337244241049882,1
SKU00349,Fashion SKU 00349,S0035,P01,C02,Fashion,Official Brand,24.39,2.2938828650115135,1
SKU00350,Electronics SKU 00350,S0035,P01,C01,Electronics,Private Label,73.81,1.313303867234591,1
SKU00351,Home SKU 00351,S0035,P01,C04,Home,Marketplace Choice,71.73,3.5035624404351164,1
SKU00352,Beauty SKU 00352,S0035,P01,C03,Beauty,Private Label,33.66,3.3405183236164198,1
SKU00353,Electronics SKU 00353,S0036,P01,C01,Electronics,Marketplace Choice,40.76,1.0386111154305229,1
SKU00354,FMCG SKU 00354,S0036,P01,C05,FMCG,Local Brand,5.73,1.2161239543645965,1
SKU00355,Electronics SKU 00355,S0036,P01,C01,Electronics,Marketplace Choice,193.93,2.173545533454007,1
SKU00356,Electronics SKU 00356,S0036,P01,C01,Electronics,Imported,105.77,0.7596483911390172,1
SKU00357,Fashion SKU 00357,S0036,P01,C02,Fashion,Official Brand,24.81,0.7860140738684869,1
SKU00358,Electronics SKU 00358,S0036,P01,C01,Electronics,Local Brand,54.03,0.8959734675257391,1
SKU00359,Fashion SKU 00359,S0036,P01,C02,Fashion,Official Brand,20.9,1.7365651475522044,1
SKU00360,Electronics SKU 00360,S0037,P01,C01,Electronics,Imported,95.96,0.9397769746424375,1
SKU00361,Beauty SKU 00361,S0037,P01,C03,Beauty,Local Brand,25.58,1.1432626544196616,1
SKU00362,FMCG SKU 00362,S0037,P01,C05,FMCG,Imported,15.42,2.072621941622099,1
SKU00363,Electronics SKU 00363,S0037,P01,C01,Electronics,Imported,92.44,0.8163074608143425,1
SKU00364,Fashion SKU 00364,S0037,P01,C02,Fashion,Local Brand,16.95,1.3178736415414696,1
SKU00365,Home SKU 00365,S0038,P01,C04,Home,Official Brand,32.01,1.4173685011668722,1
SKU00366,Sports SKU 00366,S0038,P01,C06,Sports,Local Brand,33.24,0.984780516045617,1
SKU00367,Electronics SKU 00367,S0038,P01,C01,Electronics,Imported,55.02,1.079268792388285,1
SKU00368,Books SKU 00368,S0038,P01,C07,Books,Official Brand,10.62,0.4549902517800526,1
SKU00369,Home SKU 00369,S0038,P01,C04,Home,Private Label,43.57,0.7163339063008666,1
SKU00370,Mother Baby SKU 00370,S0038,P01,C08,Mother Baby,Official Brand,65.43,1.0479694510502684,1
SKU00371,Beauty SKU 00371,S0038,P01,C03,Beauty,Local Brand,12.51,0.8219545710469912,1
SKU00372,Fashion SKU 00372,S0039,P01,C02,Fashion,Private Label,32.41,1.955803726950417,1
SKU00373,Beauty SKU 00373,S0039,P01,C03,Beauty,Imported,18.25,1.097078653329323,1
SKU00374,Books SKU 00374,S0039,P01,C07,Books,Marketplace Choice,21.49,0.939950346753012,1
SKU00375,Beauty SKU 00375,S0039,P01,C03,Beauty,Imported,10.41,1.5453546547441648,1
SKU00376,Mother Baby SKU 00376,S0039,P01,C08,Mother Baby,Marketplace Choice,28.62,2.7213306745034296,1
SKU00377,Beauty SKU 00377,S0039,P01,C03,Beauty,Private Label,17.22,2.4719421176072673,1
SKU00378,Fashion SKU 00378,S0039,P01,C02,Fashion,Private Label,29.71,2.283281422459096,1
SKU00379,FMCG SKU 00379,S0039,P01,C05,FMCG,Local Brand,7.49,0.5407333097817845,1
SKU00380,Fashion SKU 00380,S0039,P01,C02,Fashion,Local Brand,31.21,1.1634179808465444,1
SKU00381,Electronics SKU 00381,S0039,P01,C01,Electronics,Marketplace Choice,111.52,1.154582516042155,1
SKU00382,Sports SKU 00382,S0039,P01,C06,Sports,Marketplace Choice,36.77,0.46747980980420917,1
SKU00383,Electronics SKU 00383,S0039,P01,C01,Electronics,Local Brand,91.91,1.0413759701547092,1
SKU00384,Sports SKU 00384,S0039,P01,C06,Sports,Private Label,25.35,0.8875158859262667,1
SKU00385,FMCG SKU 00385,S0039,P01,C05,FMCG,Local Brand,8.25,1.6537649977918703,1
SKU00386,Beauty SKU 00386,S0039,P01,C03,Beauty,Marketplace Choice,22.2,0.39916272198600494,1
SKU00387,Beauty SKU 00387,S0039,P01,C03,Beauty,Official Brand,13.42,2.9455962689171136,1
SKU00388,Fashion SKU 00388,S0039,P01,C02,Fashion,Private Label,29.71,2.141788428806548,1
SKU00389,Fashion SKU 00389,S0039,P01,C02,Fashion,Imported,21.88,0.8634423009983917,1
SKU00390,Sports SKU 00390,S0039,P01,C06,Sports,Private Label,25.82,1.6001043135143127,1
SKU00391,Books SKU 00391,S0039,P01,C07,Books,Official Brand,23.88,2.3840730951727727,1
SKU00392,Sports SKU 00392,S0039,P01,C06,Sports,Official Brand,42.28,0.9712855269323002,1
SKU00393,Sports SKU 00393,S0039,P01,C06,Sports,Local Brand,47.16,2.2358791488313576,1
SKU00394,Electronics SKU 00394,S0039,P01,C01,Electronics,Local Brand,191.98,4.590622526232603,1
SKU00395,FMCG SKU 00395,S0039,P01,C05,FMCG,Local Brand,9.47,0.9548645265323327,1
SKU00396,Mother Baby SKU 00396,S0040,P01,C08,Mother Baby,Local Brand,24.14,3.4758412035815693,1
SKU00397,Mother Baby SKU 00397,S0040,P01,C08,Mother Baby,Private Label,15.03,0.5576285621873515,1
SKU00398,FMCG SKU 00398,S0040,P01,C05,FMCG,Marketplace Choice,13.41,3.5321265574810363,1
SKU00399,Sports SKU 00399,S0040,P01,C06,Sports,Private Label,12.28,0.8399900795233293,1
SKU00400,Sports SKU 00400,S0040,P01,C06,Sports,Private Label,39.09,0.8395315535821473,1
SKU00401,Books SKU 00401,S0040,P01,C07,Books,Marketplace Choice,13.03,0.8571498021552013,1
SKU00402,Mother Baby SKU 00402,S0040,P01,C08,Mother Baby,Private Label,18.5,1.483146764995609,1
SKU00403,FMCG SKU 00403,S0040,P01,C05,FMCG,Imported,5.62,0.4841523902926274,1
SKU00404,Mother Baby SKU 00404,S0040,P01,C08,Mother Baby,Private Label,19.18,0.9567259417372832,1
SKU00405,Beauty SKU 00405,S0040,P01,C03,Beauty,Local Brand,24.19,0.9143664388548635,1
SKU00406,Fashion SKU 00406,S0041,P01,C02,Fashion,Imported,37.42,2.894802516825655,1
SKU00407,FMCG SKU 00407,S0041,P01,C05,FMCG,Local Brand,10.45,1.2520461345639662,1
SKU00408,Sports SKU 00408,S0041,P01,C06,Sports,Marketplace Choice,28.96,0.44954366826413517,1
SKU00409,Sports SKU 00409,S0041,P01,C06,Sports,Imported,34.46,2.2374135905518475,0
SKU00410,Beauty SKU 00410,S0041,P01,C03,Beauty,Private Label,12.19,1.072704919423108,1
SKU00411,Electronics SKU 00411,S0041,P01,C01,Electronics,Private Label,70.74,1.0841541757438964,1
SKU00412,Sports SKU 00412,S0041,P01,C06,Sports,Private Label,13.83,1.2660866185772433,0
SKU00413,Beauty SKU 00413,S0041,P01,C03,Beauty,Official Brand,20.76,1.4047348409451348,1
SKU00414,Sports SKU 00414,S0041,P01,C06,Sports,Marketplace Choice,17.97,0.37016341814337994,1
SKU00415,Books SKU 00415,S0041,P01,C07,Books,Local Brand,7.29,1.0611673839905051,1
SKU00416,Beauty SKU 00416,S0042,P01,C03,Beauty,Imported,18.33,1.7045943280288967,1
SKU00417,Sports SKU 00417,S0042,P01,C06,Sports,Marketplace Choice,29.37,0.7856250032682238,1
SKU00418,Books SKU 00418,S0042,P01,C07,Books,Local Brand,14.9,0.873369644257463,1
SKU00419,Beauty SKU 00419,S0042,P01,C03,Beauty,Official Brand,7.71,1.434234756351733,1
SKU00420,FMCG SKU 00420,S0042,P01,C05,FMCG,Private Label,10.25,3.820221834432519,1
SKU00421,Mother Baby SKU 00421,S0042,P01,C08,Mother Baby,Marketplace Choice,14.32,0.25130508070460433,1
SKU00422,Home SKU 00422,S0042,P01,C04,Home,Local Brand,57.81,0.8713924656563476,1
SKU00423,Mother Baby SKU 00423,S0042,P01,C08,Mother Baby,Private Label,55.19,1.1895758865008392,1
SKU00424,Home SKU 00424,S0042,P01,C04,Home,Imported,48.63,1.3559255627895679,1
SKU00425,Books SKU 00425,S0042,P01,C07,Books,Private Label,9.07,1.1099878708900428,1
SKU00426,Beauty SKU 00426,S0042,P01,C03,Beauty,Local Brand,16.55,0.853259080787768,0
SKU00427,Books SKU 00427,S0042,P01,C07,Books,Imported,14.85,1.2055672285437182,1
SKU00428,Sports SKU 00428,S0042,P01,C06,Sports,Official Brand,31.78,1.5271495314249892,1
SKU00429,FMCG SKU 00429,S0042,P01,C05,FMCG,Official Brand,7.32,0.9555495362339519,1
SKU00430,FMCG SKU 00430,S0042,P01,C05,FMCG,Private Label,7.05,3.0437884609313786,1
SKU00431,FMCG SKU 00431,S0042,P01,C05,FMCG,Imported,12.05,3.382761441122924,1
SKU00432,FMCG SKU 00432,S0043,P01,C05,FMCG,Local Brand,8.05,2.537710084503592,1
SKU00433,Electronics SKU 00433,S0043,P01,C01,Electronics,Private Label,25.34,0.8350904862819156,1
SKU00434,Fashion SKU 00434,S0043,P01,C02,Fashion,Private Label,13.83,2.284067514009815,1
SKU00435,FMCG SKU 00435,S0043,P01,C05,FMCG,Local Brand,10.6,5.700370919913871,1
SKU00436,FMCG SKU 00436,S0043,P01,C05,FMCG,Official Brand,12.15,1.8012609327781164,1
SKU00437,Mother Baby SKU 00437,S0043,P01,C08,Mother Baby,Marketplace Choice,20.58,1.002910888243463,1
SKU00438,Home SKU 00438,S0043,P01,C04,Home,Official Brand,47.7,0.7813383655542092,1
SKU00439,FMCG SKU 00439,S0043,P01,C05,FMCG,Private Label,8.56,0.969379629541885,1
SKU00440,Fashion SKU 00440,S0043,P01,C02,Fashion,Official Brand,23.81,2.2156216143015643,1
SKU00441,Fashion SKU 00441,S0043,P01,C02,Fashion,Private Label,30.15,1.6744388738155995,1
SKU00442,FMCG SKU 00442,S0043,P01,C05,FMCG,Local Brand,6.18,3.58843159207775,1
SKU00443,Sports SKU 00443,S0043,P01,C06,Sports,Imported,48.01,0.7298888548569461,1
SKU00444,FMCG SKU 00444,S0044,P01,C05,FMCG,Local Brand,10.05,2.5482485446518437,1
SKU00445,Electronics SKU 00445,S0044,P01,C01,Electronics,Local Brand,67.21,1.1865562933452012,1
SKU00446,Fashion SKU 00446,S0044,P01,C02,Fashion,Local Brand,41.5,0.949758291769977,1
SKU00447,FMCG SKU 00447,S0044,P01,C05,FMCG,Marketplace Choice,7.06,1.0469575176761003,1
SKU00448,FMCG SKU 00448,S0044,P01,C05,FMCG,Official Brand,9.53,2.600100272856445,1
SKU00449,Books SKU 00449,S0044,P01,C07,Books,Local Brand,12.31,0.5159856926397662,1
SKU00450,Books SKU 00450,S0044,P01,C07,Books,Private Label,18.9,2.0960722107443512,1
SKU00451,Home SKU 00451,S0045,P01,C04,Home,Local Brand,46.78,1.255142124406043,1
SKU00452,Electronics SKU 00452,S0045,P01,C01,Electronics,Imported,77.13,2.2067347022249213,1
SKU00453,FMCG SKU 00453,S0045,P01,C05,FMCG,Imported,7.87,1.0741195562472254,1
SKU00454,Beauty SKU 00454,S0045,P01,C03,Beauty,Private Label,16.47,4.553475384119819,1
SKU00455,Fashion SKU 00455,S0045,P01,C02,Fashion,Private Label,24.04,2.6133844424004407,1
SKU00456,Mother Baby SKU 00456,S0045,P01,C08,Mother Baby,Official Brand,16.98,1.8985598555624124,1
SKU00457,Mother Baby SKU 00457,S0045,P01,C08,Mother Baby,Private Label,23.82,1.4024882697429872,1
SKU00458,Mother Baby SKU 00458,S0046,P01,C08,Mother Baby,Local Brand,45.14,1.0088079967116492,1
SKU00459,Mother Baby SKU 00459,S0046,P01,C08,Mother Baby,Marketplace Choice,30.2,0.8050969373371157,1
SKU00460,Home SKU 00460,S0046,P01,C04,Home,Marketplace Choice,26.31,0.48093108403948465,1
SKU00461,Sports SKU 00461,S0046,P01,C06,Sports,Official Brand,26.43,1.47897479180683,1
SKU00462,Fashion SKU 00462,S0046,P01,C02,Fashion,Marketplace Choice,34.26,0.4696678044015192,1
SKU00463,Mother Baby SKU 00463,S0046,P01,C08,Mother Baby,Local Brand,55.62,1.919691871147681,1
SKU00464,Sports SKU 00464,S0046,P01,C06,Sports,Imported,28.62,0.6582360305482718,1
SKU00465,Fashion SKU 00465,S0046,P01,C02,Fashion,Imported,18.77,2.441501706540029,1
SKU00466,Beauty SKU 00466,S0046,P01,C03,Beauty,Marketplace Choice,17.66,0.930699303341249,1
SKU00467,Home SKU 00467,S0046,P01,C04,Home,Marketplace Choice,52.01,1.0643885936896407,1
SKU00468,Electronics SKU 00468,S0046,P01,C01,Electronics,Local Brand,118.35,1.1826436999564474,1
SKU00469,Books SKU 00469,S0046,P01,C07,Books,Local Brand,14.17,0.297696308357103,1
SKU00470,Sports SKU 00470,S0046,P01,C06,Sports,Private Label,15.62,0.7925232854448586,1
SKU00471,FMCG SKU 00471,S0046,P01,C05,FMCG,Private Label,7.17,0.6762522655369082,1
SKU00472,Sports SKU 00472,S0047,P01,C06,Sports,Private Label,27.76,1.3952544942637988,1
SKU00473,Electronics SKU 00473,S0047,P01,C01,Electronics,Local Brand,57.75,1.0412629203188455,1
SKU00474,Sports SKU 00474,S0047,P01,C06,Sports,Imported,23.36,1.4098542256076152,1
SKU00475,Mother Baby SKU 00475,S0047,P01,C08,Mother Baby,Imported,16.16,3.0674773760574148,1
SKU00476,Home SKU 00476,S0047,P01,C04,Home,Marketplace Choice,58.82,1.2200414208290793,1
SKU00477,Sports SKU 00477,S0047,P01,C06,Sports,Private Label,43.35,0.4307580341656007,1
SKU00478,Electronics SKU 00478,S0047,P01,C01,Electronics,Imported,49.51,0.6431255219443847,1
SKU00479,Sports SKU 00479,S0047,P01,C06,Sports,Local Brand,28.75,0.811621310180497,1
SKU00480,Home SKU 00480,S0047,P01,C04,Home,Imported,58.01,2.0394363938918643,1
SKU00481,Fashion SKU 00481,S0047,P01,C02,Fashion,Marketplace Choice,39.81,0.8681473561445071,1
SKU00482,Fashion SKU 00482,S0048,P01,C02,Fashion,Marketplace Choice,27.49,3.7200769593062697,1
SKU00483,Sports SKU 00483,S0048,P01,C06,Sports,Marketplace Choice,40.41,0.9731173530553363,1
SKU00484,Beauty SKU 00484,S0048,P01,C03,Beauty,Private Label,18.22,0.3800139983443821,1
SKU00485,Books SKU 00485,S0048,P01,C07,Books,Imported,7.26,0.19603855843398743,1
SKU00486,Mother Baby SKU 00486,S0048,P01,C08,Mother Baby,Local Brand,44.34,1.0322705644347168,1
SKU00487,Sports SKU 00487,S0048,P01,C06,Sports,Private Label,22.69,0.6050867001515227,1
SKU00488,Sports SKU 00488,S0048,P01,C06,Sports,Private Label,46.14,1.152431659058405,1
SKU00489,Home SKU 00489,S0048,P01,C04,Home,Imported,42.52,0.711026047384058,1
SKU00490,FMCG SKU 00490,S0048,P01,C05,FMCG,Imported,9.51,2.5973883817678765,1
SKU00491,FMCG SKU 00491,S0048,P01,C05,FMCG,Official Brand,12.04,1.9184899984295753,1
SKU00492,Fashion SKU 00492,S0048,P01,C02,Fashion,Private Label,12.09,1.7238332893807224,1
SKU00493,FMCG SKU 00493,S0048,P01,C05,FMCG,Private Label,14.14,0.5339526012119566,1
SKU00494,FMCG SKU 00494,S0049,P01,C05,FMCG,Private Label,7.76,1.1813058237239644,1
SKU00495,Mother Baby SKU 00495,S0049,P01,C08,Mother Baby,Imported,17.32,1.373748848394633,1
SKU00496,Books SKU 00496,S0049,P01,C07,Books,Imported,12.85,0.5481983189268109,1
SKU00497,Mother Baby SKU 00497,S0049,P01,C08,Mother Baby,Local Brand,43.05,1.8492645921429876,1
SKU00498,Mother Baby SKU 00498,S0049,P01,C08,Mother Baby,Marketplace Choice,16.43,2.3857809608613274,1
SKU00499,Electronics SKU 00499,S0049,P01,C01,Electronics,Marketplace Choice,42.32,1.726222928235264,1
SKU00500,FMCG SKU 00500,S0049,P01,C05,FMCG,Marketplace Choice,10.63,1.0970683479629273,1
SKU00501,Home SKU 00501,S0049,P01,C04,Home,Imported,37.9,1.064033108839373,1
SKU00502,Books SKU 00502,S0049,P01,C07,Books,Marketplace Choice,6.24,0.5950158830444537,1
SKU00503,Electronics SKU 00503,S0049,P01,C01,Electronics,Marketplace Choice,79.72,1.1993299631332444,1
SKU00504,Mother Baby SKU 00504,S0049,P01,C08,Mother Baby,Marketplace Choice,37.29,1.7168269103480194,1
SKU00505,Fashion SKU 00505,S0049,P01,C02,Fashion,Imported,25.55,1.3790618329603415,1
SKU00506,FMCG SKU 00506,S0049,P01,C05,FMCG,Private Label,6.28,1.2429209944312465,1
SKU00507,Home SKU 00507,S0049,P01,C04,Home,Marketplace Choice,49.49,1.4234389588991259,1
SKU00508,Electronics SKU 00508,S0049,P01,C01,Electronics,Marketplace Choice,89.67,0.3397099242210089,1
SKU00509,Books SKU 00509,S0049,P01,C07,Books,Imported,5.88,1.1301487408661794,1
SKU00510,Fashion SKU 00510,S0049,P01,C02,Fashion,Marketplace Choice,23.48,0.6200709060258149,1
SKU00511,Sports SKU 00511,S0049,P01,C06,Sports,Local Brand,43.62,0.5455537348186891,1
SKU00512,Electronics SKU 00512,S0049,P01,C01,Electronics,Official Brand,70.69,0.6669811692819528,1
SKU00513,FMCG SKU 00513,S0049,P01,C05,FMCG,Marketplace Choice,12.21,1.5875954763458564,1
SKU00514,Beauty SKU 00514,S0049,P01,C03,Beauty,Official Brand,21.45,1.2743046289491744,1
SKU00515,FMCG SKU 00515,S0050,P01,C05,FMCG,Local Brand,9.09,1.8493639319555297,1
SKU00516,Mother Baby SKU 00516,S0050,P01,C08,Mother Baby,Official Brand,37.39,0.7980692447913494,1
SKU00517,FMCG SKU 00517,S0050,P01,C05,FMCG,Local Brand,4.14,1.397818577189455,1
SKU00518,Fashion SKU 00518,S0050,P01,C02,Fashion,Local Brand,39.74,2.1557814354087257,0
SKU00519,Fashion SKU 00519,S0050,P01,C02,Fashion,Private Label,24.23,2.7696153300632114,1
SKU00520,FMCG SKU 00520,S0050,P01,C05,FMCG,Private Label,8.69,1.6155728248836823,1
SKU00521,Mother Baby SKU 00521,S0050,P01,C08,Mother Baby,Local Brand,20.93,1.2159366382835333,1
SKU00522,Beauty SKU 00522,S0050,P01,C03,Beauty,Private Label,10.81,2.6470199801320202,1
SKU00523,Fashion SKU 00523,S0050,P01,C02,Fashion,Local Brand,10.41,0.811368117930484,1
SKU00524,Sports SKU 00524,S0050,P01,C06,Sports,Private Label,33.37,1.421168307435147,1
SKU00525,FMCG SKU 00525,S0050,P01,C05,FMCG,Imported,13.05,1.3730966964564275,1
SKU00526,FMCG SKU 00526,S0050,P01,C05,FMCG,Official Brand,8.06,0.728878149849042,1
SKU00527,Mother Baby SKU 00527,S0050,P01,C08,Mother Baby,Marketplace Choice,29.89,0.4989945417576107,1
SKU00528,Books SKU 00528,S0050,P01,C07,Books,Imported,8.36,0.8152385191557708,1
SKU00529,Electronics SKU 00529,S0051,P02,C01,Electronics,Official Brand,125.56,0.8104251499221294,1
SKU00530,FMCG SKU 00530,S0051,P02,C05,FMCG,Imported,5.66,2.2716089674271904,1
SKU00531,FMCG SKU 00531,S0051,P02,C05,FMCG,Private Label,9.86,4.082041122994526,1
SKU00532,Sports SKU 00532,S0051,P02,C06,Sports,Official Brand,37.27,0.5968961593560116,1
