review_id,order_item_id,review_date,platform_id,seller_id,sku_id,category_id,rating,verified_purchase_flag,review_weight
REV0001381,OI0004451,2025-08-18,P01,S0018,SKU00138,C07,4,1,1.0
REV0001382,OI0004453,2025-10-17,P01,S0026,SKU00246,C06,4,1,1.0
REV0001383,OI0004455,2025-07-04,P02,S0051,SKU00542,C03,4,1,1.0
REV0001384,OI0004458,2026-03-16,P01,S0011,SKU00076,C04,3,1,1.0
REV0001385,OI0004462,2025-03-11,P01,S0001,SKU00005,C04,5,1,1.0
REV0001386,OI0004473,2025-11-13,P01,S0040,SKU00400,C06,4,0,1.0
REV0001387,OI0004474,2025-09-18,P03,S0112,SKU01189,C06,5,1,1.0
REV0001388,OI0004475,2025-10-01,P01,S0027,SKU00259,C06,4,1,1.0
REV0001389,OI0004476,2026-06-07,P03,S0108,SKU01150,C03,4,1,1.0
REV0001390,OI0004480,2025-09-11,P02,S0056,SKU00622,C01,4,1,1.0
REV0001391,OI0004485,2025-02-23,P03,S0093,SKU00987,C03,4,1,1.0
REV0001392,OI0004486,2026-03-09,P03,S0108,SKU01153,C05,4,1,1.0
REV0001393,OI0004487,2025-08-09,P03,S0096,SKU01008,C05,5,1,1.0
REV0001394,OI0004490,2025-11-30,P03,S0099,SKU01062,C05,4,1,1.0
REV0001395,OI0004491,2026-04-06,P03,S0096,SKU01032,C08,5,1,1.0
REV0001396,OI0004494,2025-08-08,P01,S0039,SKU00377,C03,4,1,1.0
REV0001397,OI0004497,2025-03-02,P03,S0108,SKU01137,C08,5,1,1.0
REV0001398,OI0004509,2026-04-23,P01,S0031,SKU00294,C05,4,1,1.0
REV0001399,OI0004515,2026-06-17,P03,S0112,SKU01196,C05,4,1,1.0
REV0001400,OI0004521,2025-07-16,P01,S0033,SKU00316,C03,4,1,1.0
REV0001401,OI0004523,2025-05-17,P01,S0031,SKU00295,C01,4,1,1.0
REV0001402,OI0004527,2025-12-18,P02,S0090,SKU00948,C08,4,1,1.0
REV0001403,OI0004532,2026-05-03,P02,S0077,SKU00816,C08,5,1,1.0
REV0001404,OI0004540,2025-12-24,P03,S0112,SKU01192,C05,4,1,1.0
REV0001405,OI0004544,2025-10-01,P02,S0081,SKU00864,C06,4,1,1.0
REV0001406,OI0004545,2025-08-18,P01,S0019,SKU00155,C08,4,1,1.0
REV0001407,OI0004555,2026-04-19,P03,S0116,SKU01229,C03,5,1,1.0
REV0001408,OI0004560,2025-08-13,P02,S0055,SKU00594,C03,5,1,1.0
REV0001409,OI0004561,2025-10-03,P03,S0096,SKU01008,C05,4,1,1.0
REV0001410,OI0004564,2025-10-23,P02,S0060,SKU00648,C02,4,1,1.0
REV0001411,OI0004568,2025-08-08,P01,S0049,SKU00509,C07,4,1,1.0
REV0001412,OI0004571,2026-02-09,P03,S0096,SKU01020,C04,5,1,1.0
REV0001413,OI0004574,2025-11-02,P01,S0011,SKU00095,C02,5,1,1.0
REV0001414,OI0004577,2026-03-07,P02,S0075,SKU00799,C04,4,1,1.0
REV0001415,OI0004578,2025-03-17,P02,S0077,SKU00817,C02,5,1,1.0
REV0001416,OI0004580,2026-05-01,P01,S0013,SKU00105,C02,3,1,1.0
REV0001417,OI0004583,2026-05-15,P02,S0068,SKU00716,C02,5,1,1.0
REV0001418,OI0004584,2025-08-11,P01,S0039,SKU00388,C02,4,1,1.0
REV0001419,OI0004586,2026-01-09,P03,S0093,SKU00979,C02,4,1,1.0
REV0001420,OI0004588,2025-08-02,P03,S0108,SKU01143,C05,4,1,1.0
REV0001421,OI0004590,2025-04-16,P03,S0096,SKU01032,C08,4,1,1.0
REV0001422,OI0004591,2025-09-23,P03,S0120,SKU01272,C03,4,1,1.0
REV0001423,OI0004599,2026-05-22,P03,S0098,SKU01043,C02,5,1,1.0
REV0001424,OI0004604,2025-02-28,P02,S0078,SKU00821,C04,4,1,1.0
REV0001425,OI0004606,2025-07-01,P01,S0031,SKU00298,C03,4,1,1.0
REV0001426,OI0004609,2026-05-22,P01,S0048,SKU00493,C05,4,1,1.0
REV0001427,OI0004619,2025-06-01,P02,S0052,SKU00564,C05,4,1,1.0
REV0001428,OI0004620,2025-01-29,P03,S0097,SKU01037,C05,4,1,1.0
REV0001429,OI0004621,2026-01-24,P03,S0096,SKU01015,C05,4,1,1.0
REV0001430,OI0004622,2026-02-28,P01,S0039,SKU00382,C06,4,1,1.0
REV0001431,OI0004623,2025-07-18,P03,S0112,SKU01191,C02,4,1,1.0
REV0001432,OI0004626,2025-09-28,P02,S0081,SKU00871,C05,4,1,1.0
REV0001433,OI0004627,2026-02-14,P02,S0075,SKU00797,C08,4,1,1.0
REV0001434,OI0004632,2025-04-11,P02,S0052,SKU00555,C01,4,1,1.0
REV0001435,OI0004635,2026-06-04,P03,S0096,SKU01021,C01,4,1,1.0
REV0001436,OI0004637,2025-10-22,P03,S0108,SKU01144,C05,4,1,1.0
REV0001437,OI0004640,2025-06-11,P03,S0096,SKU01011,C05,4,1,1.0
REV0001438,OI0004646,2025-11-21,P03,S0095,SKU00995,C01,4,1,1.0
REV0001439,OI0004652,2025-12-27,P01,S0024,SKU00238,C06,5,1,1.0
REV0001440,OI0004653,2025-09-28,P03,S0096,SKU01011,C05,4,1,1.0
REV0001441,OI0004656,2026-04-30,P02,S0081,SKU00873,C05,4,1,1.0
REV0001442,OI0004659,2025-03-27,P01,S0024,SKU00231,C01,4,1,1.0
REV0001443,OI0004669,2025-09-12,P02,S0075,SKU00806,C03,4,1,1.0
REV0001444,OI0004672,2026-05-28,P02,S0062,SKU00671,C05,4,1,1.0
REV0001445,OI0004676,2025-09-16,P01,S0017,SKU00131,C01,5,1,1.0
REV0001446,OI0004680,2026-01-03,P01,S0040,SKU00401,C07,4,1,1.0
REV0001447,OI0004684,2025-05-20,P02,S0079,SKU00851,C08,4,1,1.0
REV0001448,OI0004697,2026-04-14,P02,S0068,SKU00725,C06,4,1,1.0
REV0001449,OI0004702,2025-02-28,P01,S0039,SKU00394,C01,4,1,1.0
REV0001450,OI0004707,2026-02-16,P03,S0108,SKU01147,C01,4,1,1.0
REV0001451,OI0004710,2026-04-26,P01,S0048,SKU00488,C06,4,1,1.0
REV0001452,OI0004715,2026-06-19,P03,S0108,SKU01153,C05,4,1,1.0
REV0001453,OI0004717,2025-08-09,P01,S0047,SKU00480,C04,4,1,1.0
REV0001454,OI0004721,2025-01-22,P01,S0009,SKU00064,C08,4,1,1.0
REV0001455,OI0004725,2025-02-28,P01,S0033,SKU00318,C05,5,1,1.0
REV0001456,OI0004728,2025-09-26,P01,S0014,SKU00114,C08,4,1,1.0
REV0001457,OI0004731,2025-04-27,P01,S0049,SKU00501,C04,4,1,1.0
REV0001458,OI0004732,2025-06-17,P03,S0108,SKU01146,C03,4,1,1.0
REV0001459,OI0004736,2025-08-11,P01,S0017,SKU00134,C03,5,1,1.0
REV0001460,OI0004739,2025-05-27,P02,S0078,SKU00827,C07,4,1,1.0
REV0001461,OI0004745,2026-02-19,P03,S0112,SKU01189,C06,4,1,1.0
REV0001462,OI0004750,2025-07-05,P01,S0035,SKU00337,C04,4,1,1.0
REV0001463,OI0004753,2025-04-30,P03,S0102,SKU01086,C03,4,1,1.0
REV0001464,OI0004754,2025-07-02,P03,S0098,SKU01046,C06,5,1,1.0
REV0001465,OI0004757,2025-03-28,P01,S0049,SKU00494,C05,4,1,1.0
REV0001466,OI0004759,2025-03-16,P02,S0078,SKU00831,C03,4,1,1.0
REV0001467,OI0004760,2025-01-21,P01,S0019,SKU00162,C03,4,1,1.0
REV0001468,OI0004761,2025-05-02,P03,S0104,SKU01102,C01,3,1,0.35
REV0001469,OI0004762,2026-01-06,P02,S0071,SKU00753,C06,5,1,1.0
REV0001470,OI0004773,2026-05-24,P03,S0096,SKU01026,C02,5,1,1.0
REV0001471,OI0004779,2025-12-21,P03,S0108,SKU01151,C03,4,1,1.0
REV0001472,OI0004781,2025-11-10,P02,S0060,SKU00654,C08,5,1,0.35
REV0001473,OI0004795,2025-01-28,P01,S0049,SKU00505,C02,5,1,1.0
REV0001474,OI0004800,2026-05-31,P01,S0049,SKU00509,C07,4,1,1.0
REV0001475,OI0004806,2025-10-30,P02,S0075,SKU00795,C07,4,1,1.0
REV0001476,OI0004807,2025-09-27,P03,S0102,SKU01076,C03,4,1,1.0
REV0001477,OI0004809,2025-05-12,P03,S0106,SKU01124,C02,4,1,1.0
REV0001478,OI0004811,2026-03-10,P01,S0050,SKU00520,C05,5,1,1.0
REV0001479,OI0004813,2026-06-11,P03,S0096,SKU01025,C01,4,1,1.0
REV0001480,OI0004814,2025-07-03,P03,S0111,SKU01183,C05,4,1,1.0
REV0001481,OI0004819,2025-03-18,P02,S0092,SKU00968,C01,4,1,1.0
REV0001482,OI0004820,2025-12-13,P03,S0102,SKU01083,C04,4,1,1.0
REV0001483,OI0004828,2025-07-13,P01,S0048,SKU00482,C02,4,1,1.0
REV0001484,OI0004830,2026-05-25,P01,S0011,SKU00084,C07,4,1,1.0
REV0001485,OI0004831,2025-01-17,P03,S0112,SKU01191,C02,4,1,1.0
REV0001486,OI0004832,2025-05-09,P01,S0021,SKU00196,C08,4,1,1.0
REV0001487,OI0004834,2025-12-01,P03,S0108,SKU01147,C01,5,1,1.0
REV0001488,OI0004836,2026-04-09,P01,S0039,SKU00394,C01,4,1,1.0
REV0001489,OI0004849,2025-08-27,P02,S0059,SKU00643,C05,4,1,1.0
REV0001490,OI0004853,2025-04-24,P01,S0049,SKU00497,C08,4,1,1.0
REV0001491,OI0004854,2025-11-13,P01,S0040,SKU00398,C05,4,1,1.0
REV0001492,OI0004858,2026-01-12,P01,S0035,SKU00352,C03,4,1,1.0
REV0001493,OI0004859,2025-10-12,P02,S0085,SKU00912,C03,4,1,1.0
REV0001494,OI0004862,2026-06-05,P02,S0059,SKU00643,C05,4,1,1.0
REV0001495,OI0004863,2026-05-09,P03,S0112,SKU01193,C03,4,1,1.0
REV0001496,OI0004866,2026-03-10,P03,S0108,SKU01143,C05,4,1,1.0
REV0001497,OI0004867,2026-03-16,P01,S0011,SKU00094,C01,4,1,1.0
REV0001498,OI0004869,2025-03-13,P01,S0039,SKU00385,C05,5,1,1.0
REV0001499,OI0004870,2025-12-12,P02,S0079,SKU00848,C05,5,1,1.0
REV0001500,OI0004871,2025-05-06,P01,S0031,SKU00293,C06,4,1,1.0
REV0001501,OI0004874,2026-01-19,P03,S0098,SKU01051,C04,5,1,1.0
REV0001502,OI0004875,2026-01-26,P01,S0011,SKU00082,C02,4,1,1.0
REV0001503,OI0004885,2026-05-23,P03,S0105,SKU01112,C02,5,1,1.0
REV0001504,OI0004887,2026-02-09,P01,S0019,SKU00159,C06,5,1,1.0
REV0001505,OI0004888,2025-09-25,P01,S0026,SKU00246,C06,4,1,1.0
REV0001506,OI0004889,2025-09-11,P01,S0027,SKU00251,C02,4,1,1.0
REV0001507,OI0004890,2026-04-25,P01,S0017,SKU00134,C03,5,1,1.0
REV0001508,OI0004897,2025-11-30,P02,S0084,SKU00900,C01,4,1,1.0
REV0001509,OI0004901,2025-02-06,P03,S0108,SKU01140,C05,4,1,1.0
REV0001510,OI0004903,2026-04-29,P03,S0095,SKU00995,C01,4,1,1.0
REV0001511,OI0004909,2025-08-29,P02,S0064,SKU00690,C06,5,1,1.0
REV0001512,OI0004911,2025-09-20,P01,S0049,SKU00497,C08,5,1,1.0
REV0001513,OI0004912,2025-10-15,P02,S0054,SKU00590,C04,4,1,1.0
REV0001514,OI0004913,2025-10-17,P03,S0096,SKU01025,C01,4,1,1.0
REV0001515,OI0004918,2025-10-26,P01,S0035,SKU00331,C03,4,0,1.0
REV0001516,OI0004920,2025-12-22,P03,S0108,SKU01138,C06,4,1,1.0
REV0001517,OI0004924,2025-11-03,P01,S0039,SKU00382,C06,4,1,1.0
REV0001518,OI0004934,2026-06-04,P02,S0090,SKU00950,C08,4,1,1.0
REV0001519,OI0004936,2025-12-16,P02,S0088,SKU00929,C03,4,1,1.0
REV0001520,OI0004945,2025-07-24,P02,S0070,SKU00735,C06,4,1,1.0
REV0001521,OI0004949,2026-05-10,P01,S0039,SKU00385,C05,5,1,1.0
REV0001522,OI0004951,2026-04-22,P02,S0080,SKU00861,C05,4,0,1.0
REV0001523,OI0004958,2025-10-19,P02,S0083,SKU00898,C01,4,1,1.0
REV0001524,OI0004959,2025-02-09,P02,S0052,SKU00564,C05,5,1,1.0
REV0001525,OI0004960,2025-10-11,P01,S0012,SKU00097,C03,4,1,1.0
REV0001526,OI0004964,2025-05-03,P01,S0021,SKU00204,C02,4,1,1.0
REV0001527,OI0004966,2026-05-09,P02,S0084,SKU00900,C01,5,1,1.0
REV0001528,OI0004971,2026-01-04,P01,S0048,SKU00482,C02,4,1,1.0
REV0001529,OI0004972,2025-12-01,P01,S0039,SKU00387,C03,4,1,1.0
REV0001530,OI0004973,2025-09-11,P03,S0119,SKU01259,C05,4,1,1.0
REV0001531,OI0004977,2026-02-22,P02,S0076,SKU00812,C02,4,1,1.0
REV0001532,OI0004979,2025-11-25,P01,S0031,SKU00294,C05,4,1,1.0
REV0001533,OI0004983,2025-05-05,P01,S0039,SKU00376,C08,4,0,1.0
REV0001534,OI0004984,2025-06-12,P03,S0112,SKU01187,C04,5,1,1.0
REV0001535,OI0004993,2025-03-10,P02,S0090,SKU00948,C08,4,1,1.0
REV0001536,OI0005000,2025-02-07,P01,S0046,SKU00459,C08,4,1,1.0
REV0001537,OI0005003,2025-05-10,P03,S0106,SKU01127,C08,4,1,1.0
REV0001538,OI0005006,2025-11-12,P01,S0020,SKU00187,C05,5,1,1.0
REV0001539,OI0005008,2025-05-13,P03,S0112,SKU01196,C05,4,1,0.35
REV0001540,OI0005009,2025-04-25,P01,S0042,SKU00428,C06,4,1,1.0
REV0001541,OI0005011,2025-09-11,P03,S0112,SKU01193,C03,4,1,1.0
REV0001542,OI0005015,2025-11-18,P02,S0084,SKU00900,C01,4,1,1.0
REV0001543,OI0005017,2025-07-13,P01,S0039,SKU00372,C02,5,1,1.0
REV0001544,OI0005020,2025-07-25,P02,S0075,SKU00798,C04,4,1,1.0
REV0001545,OI0005027,2025-02-08,P01,S0039,SKU00395,C05,4,1,1.0
REV0001546,OI0005028,2025-04-19,P01,S0048,SKU00490,C05,4,1,1.0
REV0001547,OI0005033,2025-11-28,P03,S0096,SKU01017,C08,5,1,1.0
REV0001548,OI0005038,2025-02-14,P01,S0001,SKU00006,C03,3,1,1.0
REV0001549,OI0005039,2025-05-10,P03,S0098,SKU01048,C06,4,1,1.0
REV0001550,OI0005042,2025-12-02,P03,S0102,SKU01093,C03,4,1,1.0
REV0001551,OI0005043,2025-12-07,P01,S0011,SKU00089,C06,4,1,1.0
REV0001552,OI0005046,2025-08-17,P02,S0060,SKU00654,C08,4,1,1.0
REV0001553,OI0005049,2025-03-07,P03,S0096,SKU01029,C03,5,1,1.0
REV0001554,OI0005050,2025-04-18,P02,S0062,SKU00675,C06,4,1,1.0
REV0001555,OI0005056,2026-05-30,P03,S0108,SKU01154,C01,4,1,1.0
REV0001556,OI0005058,2025-02-01,P01,S0039,SKU00376,C08,4,1,1.0
REV0001557,OI0005059,2026-01-07,P01,S0049,SKU00511,C06,4,1,1.0
REV0001558,OI0005060,2025-08-18,P02,S0081,SKU00866,C01,4,1,1.0
REV0001559,OI0005061,2025-09-26,P02,S0088,SKU00929,C03,5,1,0.35
REV0001560,OI0005063,2025-05-19,P02,S0078,SKU00833,C04,4,1,1.0
REV0001561,OI0005072,2026-01-16,P01,S0015,SKU00117,C01,5,1,1.0
REV0001562,OI0005073,2026-05-13,P02,S0052,SKU00558,C05,5,1,1.0
REV0001563,OI0005074,2026-04-10,P01,S0048,SKU00492,C02,4,1,1.0
REV0001564,OI0005075,2025-10-22,P01,S0040,SKU00402,C08,3,1,0.35
REV0001565,OI0005076,2026-04-16,P03,S0096,SKU01015,C05,4,1,1.0
REV0001566,OI0005080,2026-05-13,P02,S0061,SKU00664,C02,5,1,0.35
REV0001567,OI0005086,2025-06-26,P03,S0112,SKU01199,C05,4,1,1.0
REV0001568,OI0005096,2025-08-05,P03,S0096,SKU01008,C05,5,1,1.0
REV0001569,OI0005097,2025-11-26,P03,S0096,SKU01028,C02,4,1,1.0
REV0001570,OI0005099,2025-03-06,P03,S0102,SKU01079,C06,4,1,1.0
REV0001571,OI0005102,2025-07-25,P01,S0046,SKU00458,C08,5,1,1.0
REV0001572,OI0005103,2025-11-18,P02,S0052,SKU00561,C03,5,1,1.0
REV0001573,OI0005105,2025-03-07,P02,S0088,SKU00929,C03,4,1,1.0
REV0001574,OI0005106,2026-03-01,P02,S0084,SKU00900,C01,4,1,1.0
REV0001575,OI0005116,2025-03-27,P02,S0088,SKU00935,C05,4,1,0.35
REV0001576,OI0005119,2026-02-05,P03,S0096,SKU01032,C08,5,1,1.0
REV0001577,OI0005120,2025-02-13,P01,S0048,SKU00492,C02,4,1,1.0
REV0001578,OI0005123,2025-12-25,P03,S0093,SKU00972,C02,4,1,1.0
REV0001579,OI0005127,2025-04-29,P02,S0052,SKU00558,C05,5,1,1.0
REV0001580,OI0005132,2026-05-28,P01,S0035,SKU00350,C01,4,1,1.0
REV0001581,OI0005140,2026-04-24,P02,S0051,SKU00530,C05,4,1,1.0
REV0001582,OI0005145,2025-02-10,P01,S0046,SKU00461,C06,4,1,1.0
REV0001583,OI0005147,2025-08-09,P02,S0068,SKU00724,C02,5,1,1.0
REV0001584,OI0005150,2025-10-18,P02,S0090,SKU00955,C05,4,1,1.0
REV0001585,OI0005152,2026-04-18,P01,S0039,SKU00391,C07,4,0,1.0
REV0001586,OI0005153,2026-06-05,P01,S0049,SKU00509,C07,4,1,1.0
REV0001587,OI0005156,2025-05-12,P01,S0027,SKU00254,C01,4,1,1.0
REV0001588,OI0005157,2025-03-24,P01,S0049,SKU00504,C08,4,1,1.0
REV0001589,OI0005159,2025-09-04,P03,S0105,SKU01120,C03,4,1,1.0
REV0001590,OI0005164,2025-11-22,P01,S0019,SKU00166,C05,4,1,1.0
REV0001591,OI0005168,2025-07-30,P01,S0039,SKU00375,C03,5,1,1.0
REV0001592,OI0005176,2025-07-26,P03,S0107,SKU01130,C01,4,1,1.0
REV0001593,OI0005187,2025-05-15,P03,S0096,SKU01010,C05,4,1,1.0
REV0001594,OI0005198,2025-02-22,P01,S0001,SKU00008,C08,5,1,1.0
REV0001595,OI0005199,2025-09-29,P03,S0098,SKU01059,C03,4,1,1.0
REV0001596,OI0005200,2026-03-10,P01,S0049,SKU00494,C05,3,1,1.0
REV0001597,OI0005203,2025-12-02,P02,S0078,SKU00826,C01,4,1,1.0
REV0001598,OI0005204,2026-06-04,P03,S0120,SKU01261,C04,4,1,1.0
REV0001599,OI0005212,2026-03-14,P01,S0012,SKU00098,C03,4,1,1.0
REV0001600,OI0005213,2026-05-31,P03,S0112,SKU01196,C05,5,1,1.0
REV0001601,OI0005215,2025-09-21,P03,S0113,SKU01202,C02,3,0,1.0
REV0001602,OI0005216,2026-04-04,P01,S0048,SKU00488,C06,4,1,1.0
REV0001603,OI0005219,2025-02-01,P03,S0096,SKU01015,C05,4,1,1.0
REV0001604,OI0005222,2026-04-02,P02,S0081,SKU00871,C05,3,1,1.0
REV0001605,OI0005223,2025-12-15,P03,S0096,SKU01030,C05,4,1,1.0
REV0001606,OI0005227,2025-08-07,P03,S0108,SKU01153,C05,4,1,1.0
REV0001607,OI0005232,2026-04-01,P01,S0050,SKU00522,C03,5,1,1.0
REV0001608,OI0005234,2025-09-10,P03,S0108,SKU01151,C03,4,1,1.0
REV0001609,OI0005235,2025-11-12,P01,S0011,SKU00095,C02,5,0,1.0
REV0001610,OI0005236,2025-06-25,P03,S0096,SKU01019,C07,4,1,1.0
REV0001611,OI0005250,2026-05-12,P01,S0050,SKU00524,C06,5,1,1.0
REV0001612,OI0005258,2026-04-28,P02,S0056,SKU00620,C08,5,1,1.0
REV0001613,OI0005260,2025-11-21,P03,S0098,SKU01046,C06,4,1,1.0
REV0001614,OI0005261,2026-01-01,P03,S0108,SKU01147,C01,4,1,1.0
REV0001615,OI0005267,2025-10-22,P03,S0096,SKU01028,C02,4,1,1.0
REV0001616,OI0005268,2025-09-18,P01,S0035,SKU00342,C08,3,1,1.0
REV0001617,OI0005271,2026-04-19,P03,S0096,SKU01029,C03,4,1,1.0
REV0001618,OI0005273,2025-01-21,P01,S0019,SKU00161,C07,5,1,1.0
REV0001619,OI0005274,2025-12-24,P03,S0096,SKU01029,C03,4,1,1.0
REV0001620,OI0005275,2026-01-17,P03,S0096,SKU01008,C05,4,1,1.0
REV0001621,OI0005277,2026-06-08,P03,S0096,SKU01007,C02,4,1,1.0
REV0001622,OI0005280,2026-01-14,P02,S0071,SKU00755,C02,4,1,1.0
REV0001623,OI0005287,2026-06-05,P01,S0031,SKU00300,C02,4,1,1.0
REV0001624,OI0005289,2026-05-29,P02,S0081,SKU00869,C04,4,1,1.0
REV0001625,OI0005291,2026-02-28,P01,S0024,SKU00239,C02,5,1,1.0
REV0001626,OI0005299,2025-10-04,P02,S0079,SKU00845,C03,4,1,1.0
REV0001627,OI0005300,2025-07-31,P03,S0099,SKU01063,C07,4,1,1.0
REV0001628,OI0005305,2026-03-08,P02,S0070,SKU00736,C05,4,1,1.0
REV0001629,OI0005306,2025-12-28,P03,S0104,SKU01101,C01,5,1,1.0
REV0001630,OI0005308,2026-04-02,P03,S0096,SKU01010,C05,4,1,1.0
REV0001631,OI0005310,2026-04-16,P02,S0061,SKU00664,C02,4,1,1.0
REV0001632,OI0005311,2025-03-25,P03,S0108,SKU01144,C05,4,1,1.0
REV0001633,OI0005319,2025-05-11,P02,S0078,SKU00827,C07,4,1,1.0
REV0001634,OI0005320,2025-02-03,P02,S0068,SKU00724,C02,4,1,1.0
REV0001635,OI0005321,2025-08-12,P01,S0044,SKU00450,C07,4,1,1.0
REV0001636,OI0005332,2025-07-26,P02,S0081,SKU00872,C02,4,1,1.0
REV0001637,OI0005334,2025-11-25,P01,S0031,SKU00301,C08,4,1,1.0
REV0001638,OI0005335,2025-09-19,P02,S0078,SKU00834,C03,4,1,1.0
REV0001639,OI0005338,2025-04-26,P01,S0039,SKU00394,C01,4,1,1.0
REV0001640,OI0005342,2025-05-03,P02,S0090,SKU00948,C08,4,1,1.0
REV0001641,OI0005345,2025-08-31,P03,S0098,SKU01052,C05,4,1,1.0
REV0001642,OI0005346,2026-01-22,P02,S0086,SKU00922,C05,3,1,1.0
REV0001643,OI0005349,2025-02-09,P01,S0038,SKU00371,C03,4,1,1.0
REV0001644,OI0005361,2025-12-13,P02,S0055,SKU00606,C04,4,1,1.0
REV0001645,OI0005363,2026-01-14,P01,S0036,SKU00353,C01,3,1,1.0
REV0001646,OI0005365,2025-08-06,P01,S0033,SKU00317,C07,4,1,1.0
REV0001647,OI0005367,2025-10-04,P02,S0081,SKU00866,C01,4,1,1.0
REV0001648,OI0005371,2025-11-28,P03,S0096,SKU01007,C02,4,1,1.0
REV0001649,OI0005383,2026-05-22,P01,S0031,SKU00290,C08,4,1,1.0
REV0001650,OI0005385,2025-12-03,P01,S0019,SKU00162,C03,4,1,1.0
REV0001651,OI0005386,2026-03-10,P03,S0118,SKU01248,C05,5,0,1.0
REV0001652,OI0005390,2026-01-20,P01,S0046,SKU00465,C02,4,1,1.0
REV0001653,OI0005396,2025-03-21,P02,S0078,SKU00839,C05,4,1,1.0
REV0001654,OI0005398,2025-10-05,P01,S0044,SKU00446,C02,3,1,1.0
REV0001655,OI0005407,2025-05-11,P01,S0001,SKU00005,C04,4,1,1.0
REV0001656,OI0005411,2025-11-13,P02,S0078,SKU00825,C06,4,1,1.0
REV0001657,OI0005419,2025-12-05,P01,S0006,SKU00033,C05,4,1,1.0
REV0001658,OI0005424,2025-08-13,P01,S0049,SKU00503,C01,5,1,1.0
REV0001659,OI0005427,2025-12-04,P03,S0102,SKU01087,C03,4,1,1.0
REV0001660,OI0005429,2025-10-02,P01,S0011,SKU00094,C01,4,1,1.0
REV0001661,OI0005434,2025-03-10,P01,S0050,SKU00516,C08,4,1,1.0
REV0001662,OI0005435,2025-11-15,P02,S0078,SKU00833,C04,5,1,1.0
REV0001663,OI0005438,2025-05-24,P03,S0109,SKU01167,C05,4,1,1.0
REV0001664,OI0005444,2026-05-13,P01,S0031,SKU00289,C02,3,1,1.0
REV0001665,OI0005446,2025-04-14,P03,S0093,SKU00981,C05,4,1,1.0
REV0001666,OI0005447,2025-07-07,P02,S0081,SKU00862,C01,3,1,1.0
REV0001667,OI0005454,2026-04-15,P03,S0096,SKU01020,C04,5,0,1.0
REV0001668,OI0005455,2025-06-27,P02,S0067,SKU00706,C02,4,1,1.0
REV0001669,OI0005456,2025-07-07,P03,S0108,SKU01141,C05,5,1,1.0
REV0001670,OI0005458,2025-11-19,P03,S0096,SKU01027,C04,5,1,1.0
REV0001671,OI0005470,2025-02-20,P02,S0090,SKU00951,C03,4,1,1.0
REV0001672,OI0005471,2026-04-08,P01,S0031,SKU00294,C05,3,1,1.0
REV0001673,OI0005475,2026-03-29,P01,S0019,SKU00159,C06,5,1,1.0
REV0001674,OI0005476,2025-09-28,P01,S0005,SKU00029,C03,4,1,1.0
REV0001675,OI0005486,2025-07-04,P01,S0039,SKU00388,C02,4,1,1.0
REV0001676,OI0005489,2025-09-03,P01,S0039,SKU00374,C07,4,1,1.0
REV0001677,OI0005490,2025-09-07,P03,S0096,SKU01013,C07,4,0,1.0
REV0001678,OI0005491,2026-05-06,P03,S0112,SKU01188,C02,4,1,1.0
REV0001679,OI0005492,2026-05-24,P02,S0081,SKU00869,C04,4,1,1.0
REV0001680,OI0005494,2026-06-17,P02,S0079,SKU00851,C08,5,1,1.0
REV0001681,OI0005496,2025-04-12,P03,S0108,SKU01143,C05,4,1,1.0
REV0001682,OI0005500,2026-02-10,P03,S0112,SKU01193,C03,4,1,1.0
REV0001683,OI0005507,2025-07-13,P02,S0078,SKU00833,C04,4,1,1.0
REV0001684,OI0005511,2025-11-29,P01,S0050,SKU00515,C05,4,1,1.0
REV0001685,OI0005514,2025-10-17,P02,S0068,SKU00723,C03,5,1,1.0
REV0001686,OI0005522,2025-10-10,P03,S0108,SKU01142,C01,4,1,1.0
REV0001687,OI0005523,2026-03-29,P02,S0060,SKU00653,C02,4,1,1.0
REV0001688,OI0005529,2026-02-28,P01,S0033,SKU00322,C05,4,1,1.0
REV0001689,OI0005530,2025-07-26,P01,S0033,SKU00316,C03,4,1,1.0
REV0001690,OI0005534,2026-02-07,P02,S0079,SKU00851,C08,4,1,1.0
REV0001691,OI0005543,2025-03-26,P01,S0039,SKU00373,C03,5,1,1.0
REV0001692,OI0005546,2025-10-11,P03,S0112,SKU01191,C02,4,1,1.0
REV0001693,OI0005547,2025-09-17,P03,S0102,SKU01096,C07,4,1,1.0
REV0001694,OI0005551,2026-02-04,P02,S0078,SKU00835,C04,4,1,1.0
REV0001695,OI0005553,2025-09-10,P03,S0102,SKU01097,C08,3,1,1.0
REV0001696,OI0005555,2025-11-30,P01,S0046,SKU00461,C06,5,1,1.0
REV0001697,OI0005568,2026-05-12,P03,S0108,SKU01139,C02,4,0,1.0
REV0001698,OI0005574,2025-04-14,P02,S0056,SKU00616,C05,5,1,1.0
REV0001699,OI0005575,2026-05-21,P01,S0032,SKU00312,C02,4,1,1.0
REV0001700,OI0005577,2026-02-12,P03,S0102,SKU01082,C02,4,1,1.0
REV0001701,OI0005582,2025-09-22,P01,S0024,SKU00231,C01,4,1,1.0
REV0001702,OI0005583,2025-10-08,P02,S0082,SKU00874,C05,4,1,1.0
REV0001703,OI0005586,2025-10-29,P01,S0031,SKU00300,C02,3,1,1.0
REV0001704,OI0005588,2025-06-20,P01,S0024,SKU00229,C08,5,1,1.0
