order_date,platform_id,seller_id,gross_gmv,seller_gmv_net,commission_revenue,order_items,orders,cancelled_items,returned_items,eligible_items,fulfilled_items,late_items,sku_day_count,in_stock_sku_days,low_stock_sku_days,rating_weighted_sum,rating_weight,rating_count,fulfillment_rate,cancellation_rate,stock_availability_rate
2025-06-07,P02,S0081,140.04,127.90000000000002,10.629999999999999,4,4,0,0,4,4,0,12,10,2,0.0,0.0,0.0,1.0,0.0,0.8333333333333334
2025-06-07,P02,S0082,8.69,7.83,0.65,1,1,0,0,1,1,0,13,11,2,0.0,0.0,0.0,1.0,0.0,0.8461538461538461
2025-06-07,P02,S0083,175.22,162.79,13.51,1,1,0,0,1,1,0,13,13,4,4.0,1.0,1.0,1.0,0.0,1.0
2025-06-07,P02,S0084,156.08999999999997,143.76,11.93,2,2,0,0,2,2,0,11,9,0,4.0,1.0,1.0,1.0,0.0,0.8181818181818182
2025-06-07,P02,S0088,157.35,135.82999999999998,11.27,4,4,1,1,3,2,0,10,6,1,0.0,0.0,0.0,0.6666666666666666,0.25,0.6
2025-06-07,P02,S0090,86.72,78.36,6.51,4,4,0,0,4,4,1,12,9,2,8.0,2.0,2.0,1.0,0.0,0.75
2025-06-07,P03,S0093,16.14,15.35,1.04,1,1,0,0,1,1,0,18,17,2,0.0,0.0,0.0,1.0,0.0,0.9444444444444444
2025-06-07,P03,S0094,28.13,25.73,1.75,1,1,0,0,1,1,0,6,6,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-07,P03,S0095,31.07,26.9,1.83,1,1,0,0,1,1,1,8,8,1,5.0,1.0,1.0,1.0,0.0,1.0
2025-06-07,P03,S0096,609.37,323.1,21.96,21,21,8,1,13,13,0,34,33,3,4.0,1.0,1.0,1.0,0.38095238095238093,0.9705882352941176
2025-06-07,P03,S0098,126.19999999999999,118.04,8.02,8,8,0,0,8,8,0,19,18,1,5.0,1.0,1.0,1.0,0.0,0.9473684210526315
2025-06-07,P03,S0101,30.35,27.34,1.86,1,1,0,1,1,1,1,5,5,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-07,P03,S0107,6.14,5.62,0.38,1,1,0,0,1,1,1,8,7,0,0.0,0.0,0.0,1.0,0.0,0.875
2025-06-07,P03,S0108,783.73,717.0899999999999,48.75,15,15,0,0,15,15,1,25,25,4,17.0,4.0,4.0,1.0,0.0,1.0
2025-06-07,P03,S0109,163.61,70.49,4.79,2,2,1,0,1,1,1,9,8,0,0.0,0.0,0.0,1.0,0.5,0.8888888888888888
2025-06-07,P03,S0112,237.91,200.21,13.61,11,11,1,0,10,9,3,14,13,2,4.0,1.0,1.0,0.9,0.09090909090909091,0.9285714285714286
2025-06-07,P03,S0116,68.31,62.22,4.23,2,2,0,0,2,2,1,8,8,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-07,P03,S0120,50.22,0.0,0.0,2,2,2,0,0,0,0,15,15,1,4.0,1.0,1.0,,1.0,1.0
2025-06-08,P01,S0001,93.03,89.75,7.0,1,1,0,0,1,1,0,8,8,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-08,P01,S0006,11.58,10.72,0.84,1,1,0,1,1,1,0,8,4,1,0.0,0.0,0.0,1.0,0.0,0.5
2025-06-08,P01,S0008,327.39,302.52,23.6,1,1,0,0,1,1,0,5,4,1,0.0,0.0,0.0,1.0,0.0,0.8
2025-06-08,P01,S0011,321.37,160.8,12.54,8,8,2,0,6,6,0,21,21,5,4.0,1.0,1.0,1.0,0.25,1.0
2025-06-08,P01,S0013,95.84000000000002,89.07,6.949999999999999,3,3,0,1,3,3,0,13,13,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-08,P01,S0015,50.11,46.91,3.66,1,1,0,0,1,1,0,8,8,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-08,P01,S0018,39.05,35.91,2.8,2,2,0,0,2,2,0,13,9,1,8.0,2.0,2.0,1.0,0.0,0.6923076923076923
2025-06-08,P01,S0019,25.56,23.96,1.87,1,1,0,0,1,1,0,21,18,2,4.0,1.0,1.0,1.0,0.0,0.8571428571428571
2025-06-08,P01,S0020,30.53,27.32,2.13,2,2,0,0,2,2,0,22,16,0,12.0,3.0,3.0,1.0,0.0,0.7272727272727273
2025-06-08,P01,S0024,18.54,16.74,1.31,1,1,0,0,1,1,0,21,18,4,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-06-08,P01,S0026,32.02,28.42,2.22,1,1,0,0,1,1,0,6,6,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-08,P01,S0027,19.25,16.88,1.32,1,1,0,0,1,1,0,10,7,1,0.0,0.0,0.0,1.0,0.0,0.7
2025-06-08,P01,S0031,258.90999999999997,152.78,11.91,9,9,3,0,6,6,2,21,15,3,4.0,1.0,1.0,1.0,0.3333333333333333,0.7142857142857143
2025-06-08,P01,S0033,85.1,80.48,6.28,1,1,0,0,1,1,0,14,12,1,4.0,1.0,1.0,1.0,0.0,0.8571428571428571
2025-06-08,P01,S0034,22.93,21.18,1.65,1,1,0,0,1,1,1,4,3,0,0.0,0.0,0.0,1.0,0.0,0.75
2025-06-08,P01,S0035,101.98,90.22,7.03,4,4,0,0,4,3,0,22,21,2,17.0,4.0,4.0,0.75,0.0,0.9545454545454546
2025-06-08,P01,S0037,16.01,14.33,1.12,1,1,0,1,1,1,0,5,5,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-08,P01,S0038,12.46,11.06,0.86,1,1,0,0,1,1,0,7,6,1,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-06-08,P01,S0039,1177.21,1065.9299999999998,83.15,5,5,0,0,5,5,0,24,23,3,6.8,1.7,3.0,1.0,0.0,0.9583333333333334
2025-06-08,P01,S0041,71.81,65.8,5.13,1,1,0,0,1,1,1,10,8,3,0.0,0.0,0.0,1.0,0.0,0.8
2025-06-08,P01,S0042,19.08,17.07,1.3399999999999999,2,2,0,0,2,2,0,16,15,2,8.0,2.0,2.0,1.0,0.0,0.9375
2025-06-08,P01,S0044,55.91,48.33,3.77,1,1,0,0,1,0,1,7,5,0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
2025-06-08,P01,S0046,276.56,146.59,11.43,4,4,1,0,3,3,0,14,13,2,0.0,0.0,0.0,1.0,0.25,0.9285714285714286
2025-06-08,P01,S0048,172.03,161.59,12.6,6,6,0,0,6,6,1,12,11,2,8.0,2.0,2.0,1.0,0.0,0.9166666666666666
2025-06-08,P01,S0049,266.86,186.60999999999999,14.559999999999999,11,11,3,0,8,8,1,21,21,3,12.0,3.0,3.0,1.0,0.2727272727272727,1.0
2025-06-08,P02,S0051,153.52,145.9,12.11,4,4,0,0,4,4,0,23,21,5,0.0,0.0,0.0,1.0,0.0,0.9130434782608695
2025-06-08,P02,S0053,15.44,14.06,1.17,1,1,0,0,1,1,0,15,11,3,4.0,1.0,1.0,1.0,0.0,0.7333333333333333
2025-06-08,P02,S0055,19.88,18.11,1.5,1,1,0,0,1,1,0,17,14,0,0.0,0.0,0.0,1.0,0.0,0.8235294117647058
2025-06-08,P02,S0059,19.66,17.85,1.48,1,1,0,0,1,1,0,10,9,1,0.0,0.0,0.0,1.0,0.0,0.9
2025-06-08,P02,S0060,11.31,10.39,0.86,1,1,0,0,1,1,0,13,12,3,12.0,3.0,3.0,1.0,0.0,0.9230769230769231
2025-06-08,P02,S0061,14.7,12.86,1.07,1,1,0,0,1,1,0,9,7,0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778
2025-06-08,P02,S0062,97.78,92.91,7.71,1,1,0,0,1,1,0,8,7,1,0.0,0.0,0.0,1.0,0.0,0.875
2025-06-08,P02,S0064,144.16,132.29,10.98,1,1,0,0,1,1,0,7,6,2,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-06-08,P02,S0067,20.65,18.45,1.53,1,1,0,0,1,1,1,10,8,1,0.0,0.0,0.0,1.0,0.0,0.8
2025-06-08,P02,S0072,191.55,168.33,13.97,1,1,0,0,1,1,0,11,9,1,0.0,0.0,0.0,1.0,0.0,0.8181818181818182
2025-06-08,P02,S0074,201.81,185.48,15.4,2,2,0,1,2,2,0,14,11,1,4.0,1.0,1.0,1.0,0.0,0.7857142857142857
2025-06-08,P02,S0075,62.93000000000001,56.989999999999995,4.7299999999999995,2,2,0,0,2,2,0,19,18,1,9.0,2.0,2.0,1.0,0.0,0.9473684210526315
2025-06-08,P02,S0077,33.42,30.25,2.51,1,1,0,0,1,1,0,7,6,1,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-06-08,P02,S0078,135.83,125.66,10.43,6,6,0,0,6,6,1,23,20,4,8.0,2.0,2.0,1.0,0.0,0.8695652173913043
2025-06-08,P02,S0079,29.38,0.0,0.0,1,1,1,0,0,0,0,12,12,2,0.0,0.0,0.0,,1.0,1.0
2025-06-08,P02,S0080,51.6,48.08,3.99,1,1,0,0,1,1,0,7,6,0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-06-08,P02,S0081,120.72,110.22,9.14,4,4,0,0,4,4,1,12,10,1,0.0,0.0,0.0,1.0,0.0,0.8333333333333334
2025-06-08,P02,S0083,197.83,183.75,15.25,1,1,0,1,1,1,0,13,13,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-08,P02,S0086,31.61,0.0,0.0,1,1,1,0,0,0,0,5,3,0,0.0,0.0,0.0,,1.0,0.6
2025-06-08,P02,S0090,18.53,17.95,1.49,1,1,0,0,1,1,0,12,11,2,0.0,0.0,0.0,1.0,0.0,0.9166666666666666
2025-06-08,P03,S0093,27.39,25.18,1.71,2,2,0,0,2,2,1,18,16,4,5.0,1.0,1.0,1.0,0.0,0.8888888888888888
2025-06-08,P03,S0095,92.74,88.53,6.02,1,1,0,0,1,0,0,8,6,1,0.0,0.0,0.0,0.0,0.0,0.75
2025-06-08,P03,S0096,545.45,446.3,30.35,19,19,3,0,16,16,2,34,33,4,17.0,4.0,4.0,1.0,0.15789473684210525,0.9705882352941176
2025-06-08,P03,S0098,416.28999999999996,337.24,22.93,7,7,1,0,6,6,0,19,17,2,8.0,2.0,2.0,1.0,0.14285714285714285,0.8947368421052632
2025-06-08,P03,S0102,32.33,29.33,1.9900000000000002,2,2,0,0,2,2,0,24,21,6,4.0,1.0,1.0,1.0,0.0,0.875
2025-06-08,P03,S0108,177.13,148.13,10.09,9,9,1,0,8,8,2,25,23,4,18.0,4.0,4.0,1.0,0.1111111111111111,0.92
2025-06-08,P03,S0110,21.87,20.19,1.37,1,1,0,0,1,1,0,7,6,3,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-06-08,P03,S0112,259.4,212.61,14.46,7,7,1,0,6,5,2,14,13,0,4.0,1.0,1.0,0.8333333333333334,0.14285714285714285,0.9285714285714286
2025-06-08,P03,S0115,3.77,3.44,0.23,1,1,0,0,1,1,0,5,3,0,0.0,0.0,0.0,1.0,0.0,0.6
2025-06-08,P03,S0116,26.6,23.87,1.62,1,1,0,0,1,1,0,8,8,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-08,P03,S0118,121.60000000000001,112.30999999999999,7.63,3,3,0,0,3,3,0,13,12,2,0.0,0.0,0.0,1.0,0.0,0.9230769230769231
2025-06-08,P03,S0120,109.49000000000001,70.12,4.76,5,5,1,1,4,4,3,15,15,2,0.0,0.0,0.0,1.0,0.2,1.0
2025-06-08,P03,S0122,22.92,0.0,0.0,1,1,1,0,0,0,0,4,4,0,0.0,0.0,0.0,,1.0,1.0
2025-06-09,P01,S0002,15.1,13.77,1.07,1,1,0,0,1,1,0,7,5,2,0.0,0.0,0.0,1.0,0.0,0.7142857142857143
2025-06-09,P01,S0005,11.12,10.25,0.8,1,1,0,0,1,1,0,5,5,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-09,P01,S0009,57.13,50.85,3.9699999999999998,2,2,0,0,2,2,0,18,18,5,4.0,1.0,1.0,1.0,0.0,1.0
2025-06-09,P01,S0011,696.66,624.54,48.71,8,8,1,0,7,7,1,21,21,6,4.0,1.0,1.0,1.0,0.125,1.0
2025-06-09,P01,S0013,20.43,19.22,1.5,1,1,0,0,1,1,1,13,12,1,0.0,0.0,0.0,1.0,0.0,0.9230769230769231
2025-06-09,P01,S0018,20.79,19.8,1.54,1,1,0,0,1,1,0,13,11,3,4.0,1.0,1.0,1.0,0.0,0.8461538461538461
2025-06-09,P01,S0019,67.96,34.1,2.66,2,2,1,0,1,1,0,21,20,3,0.0,0.0,0.0,1.0,0.5,0.9523809523809523
2025-06-09,P01,S0020,8.28,7.22,0.56,1,1,0,0,1,1,0,22,15,1,0.0,0.0,0.0,1.0,0.0,0.6818181818181818
2025-06-09,P01,S0021,79.86,73.54,5.75,4,4,0,0,4,4,0,14,12,2,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-06-09,P01,S0024,89.5,80.79,6.3,1,1,0,0,1,1,1,21,18,4,4.0,1.0,1.0,1.0,0.0,0.8571428571428571
2025-06-09,P01,S0026,57.03,53.02,4.14,1,1,0,0,1,1,1,6,6,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-09,P01,S0031,184.28,84.25,6.57,6,6,1,0,5,5,1,21,20,4,16.0,4.0,4.0,1.0,0.16666666666666666,0.9523809523809523
2025-06-09,P01,S0033,18.9,16.86,1.32,3,3,0,0,3,3,0,14,13,1,4.0,1.0,1.0,1.0,0.0,0.9285714285714286
2025-06-09,P01,S0035,145.89,128.26999999999998,10.0,2,2,0,0,2,2,0,22,21,3,0.0,0.0,0.0,1.0,0.0,0.9545454545454546
2025-06-09,P01,S0036,38.85,35.39,2.76,2,2,0,0,2,2,0,7,7,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-09,P01,S0039,626.2800000000001,570.86,44.53,9,9,1,0,8,8,1,24,23,1,9.0,2.0,2.0,1.0,0.1111111111111111,0.9583333333333334
2025-06-09,P01,S0043,26.14,0.0,0.0,1,1,1,0,0,0,0,12,11,2,0.0,0.0,0.0,,1.0,0.9166666666666666
2025-06-09,P01,S0046,70.15,65.96,5.14,1,1,0,0,1,1,0,14,14,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-09,P01,S0048,102.64,93.98,7.33,3,3,0,0,3,2,1,12,11,4,5.0,1.0,1.0,0.6666666666666666,0.0,0.9166666666666666
2025-06-09,P01,S0049,173.07,153.3,11.96,5,5,0,0,5,5,1,21,20,1,4.0,1.0,1.0,1.0,0.0,0.9523809523809523
2025-06-09,P01,S0050,4.33,3.84,0.3,1,1,0,0,1,1,0,14,13,1,5.0,1.0,1.0,1.0,0.0,0.9285714285714286
2025-06-09,P02,S0051,180.03,163.29000000000002,13.55,4,4,0,0,4,4,0,23,20,4,5.0,1.0,1.0,1.0,0.0,0.8695652173913043
2025-06-09,P02,S0052,34.620000000000005,32.36,2.69,2,2,0,0,2,2,1,14,13,3,0.0,0.0,0.0,1.0,0.0,0.9285714285714286
2025-06-09,P02,S0054,27.27,24.81,2.06,1,1,0,0,1,0,0,10,8,2,0.0,0.0,0.0,0.0,0.0,0.8
2025-06-09,P02,S0055,13.56,12.67,1.05,1,1,0,0,1,1,0,17,14,1,0.0,0.0,0.0,1.0,0.0,0.8235294117647058
2025-06-09,P02,S0061,41.07,38.339999999999996,3.19,2,2,0,0,2,2,0,9,8,0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888
2025-06-09,P02,S0062,77.71,72.44,6.01,2,2,0,0,2,1,1,8,7,1,0.0,0.0,0.0,0.5,0.0,0.875
2025-06-09,P02,S0068,76.89,70.66,5.86,3,3,0,0,3,3,0,15,13,2,0.0,0.0,0.0,1.0,0.0,0.8666666666666667
2025-06-09,P02,S0071,150.62,140.18,11.63,2,2,0,0,2,2,1,16,13,3,0.0,0.0,0.0,1.0,0.0,0.8125
2025-06-09,P02,S0074,212.24,199.07,16.52,2,2,0,0,2,2,0,14,11,1,0.0,0.0,0.0,1.0,0.0,0.7857142857142857
2025-06-09,P02,S0075,56.67,51.55,4.279999999999999,3,3,0,0,3,3,1,19,18,1,9.4,2.35,3.0,1.0,0.0,0.9473684210526315
2025-06-09,P02,S0076,15.56,13.68,1.14,1,1,0,0,1,1,0,4,4,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-09,P02,S0077,94.05,83.48,6.93,1,1,0,0,1,1,0,7,5,1,0.0,0.0,0.0,1.0,0.0,0.7142857142857143
2025-06-09,P02,S0078,146.33,133.75,11.11,4,4,0,0,4,4,0,23,19,3,4.0,1.0,1.0,1.0,0.0,0.8260869565217391
2025-06-09,P02,S0079,37.86,33.92,2.82,1,1,0,0,1,1,0,12,11,1,8.0,2.0,2.0,1.0,0.0,0.9166666666666666
2025-06-09,P02,S0081,133.15,119.74,9.93,4,4,0,0,4,4,0,12,12,1,8.0,2.0,2.0,1.0,0.0,1.0
2025-06-09,P02,S0082,9.7,9.21,0.76,1,1,0,0,1,1,0,13,9,0,0.0,0.0,0.0,1.0,0.0,0.6923076923076923
2025-06-09,P02,S0084,19.55,18.48,1.53,1,1,0,0,1,1,1,11,8,3,4.0,1.0,1.0,1.0,0.0,0.7272727272727273
2025-06-09,P02,S0088,14.14,13.22,1.1,1,1,0,0,1,1,0,10,7,2,4.0,1.0,1.0,1.0,0.0,0.7
2025-06-09,P02,S0090,326.34000000000003,273.41999999999996,22.7,8,8,1,0,7,6,1,12,10,1,4.0,1.0,1.0,0.8571428571428571,0.125,0.8333333333333334
2025-06-09,P03,S0093,509.98,382.82,26.029999999999998,8,8,1,0,7,7,1,18,16,3,0.0,0.0,0.0,1.0,0.125,0.8888888888888888
2025-06-09,P03,S0096,363.58,335.71999999999997,22.85,12,12,0,1,12,12,1,34,34,6,22.0,5.0,5.0,1.0,0.0,1.0
2025-06-09,P03,S0098,91.01,62.78,4.27,5,5,1,0,4,4,0,19,14,2,8.0,2.0,2.0,1.0,0.2,0.7368421052631579
2025-06-09,P03,S0102,23.69,21.61,1.47,1,1,0,0,1,1,0,24,18,3,0.0,0.0,0.0,1.0,0.0,0.75
2025-06-09,P03,S0105,27.92,25.43,1.73,1,1,0,0,1,1,0,11,11,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-09,P03,S0108,472.64,428.41,29.12,13,13,0,2,13,13,4,25,22,1,4.0,1.0,1.0,1.0,0.0,0.88
2025-06-09,P03,S0112,192.89000000000001,179.33,12.2,6,6,0,0,6,6,1,14,12,1,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-06-09,P03,S0114,169.5,89.30000000000001,6.08,3,3,1,1,2,2,1,10,8,0,4.0,1.0,1.0,1.0,0.3333333333333333,0.8
2025-06-09,P03,S0120,44.7,40.16,2.73,2,2,0,0,2,2,0,15,15,1,4.0,1.0,1.0,1.0,0.0,1.0
2025-06-09,P03,S0121,20.37,18.12,1.23,1,1,0,1,1,1,1,15,14,1,4.0,1.0,1.0,1.0,0.0,0.9333333333333333
2025-06-10,P01,S0002,6.6,6.26,0.49,1,1,0,0,1,1,0,7,6,2,4.0,1.0,1.0,1.0,0.0,0.8571428571428571
2025-06-10,P01,S0011,264.87,246.39000000000001,19.22,4,4,0,0,4,4,0,21,21,4,5.4,1.35,2.0,1.0,0.0,1.0
2025-06-10,P01,S0013,259.53000000000003,246.75,19.25,4,4,0,0,4,4,3,13,13,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-10,P01,S0017,38.61,36.29,2.83,1,1,0,0,1,1,0,9,7,0,5.0,1.0,1.0,1.0,0.0,0.7777777777777778
2025-06-10,P01,S0019,196.69,190.96,14.9,4,4,0,0,4,4,0,21,21,2,9.0,2.0,2.0,1.0,0.0,1.0
2025-06-10,P01,S0020,20.79,20.560000000000002,1.6,2,2,0,0,2,2,0,22,21,4,0.0,0.0,0.0,1.0,0.0,0.9545454545454546
2025-06-10,P01,S0028,5.42,5.16,0.4,1,1,0,0,1,1,0,7,7,2,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-10,P01,S0031,289.35,257.93,20.119999999999997,10,10,1,0,9,9,2,21,20,5,8.0,2.0,2.0,1.0,0.1,0.9523809523809523
2025-06-10,P01,S0033,91.84,6.14,0.48,2,2,1,0,1,1,0,14,14,3,4.0,1.0,1.0,1.0,0.5,1.0
2025-06-10,P01,S0035,350.23,304.18,23.73,6,6,1,0,5,5,0,22,21,2,8.0,2.0,2.0,1.0,0.16666666666666666,0.9545454545454546
2025-06-10,P01,S0038,12.8,12.29,0.96,1,1,0,0,1,1,0,7,7,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-10,P01,S0039,436.78,421.37,32.87,9,9,0,0,9,9,2,24,24,3,18.75,4.35,5.0,1.0,0.0,1.0
2025-06-10,P01,S0043,36.410000000000004,35.44,2.77,2,2,0,0,2,2,1,12,10,2,0.0,0.0,0.0,1.0,0.0,0.8333333333333334
2025-06-10,P01,S0046,122.81,113.89,8.89,4,4,0,0,4,4,1,14,14,3,5.0,1.0,1.0,1.0,0.0,1.0
2025-06-10,P01,S0047,238.37,226.34,17.65,1,1,0,0,1,1,0,10,9,3,0.0,0.0,0.0,1.0,0.0,0.9
2025-06-10,P01,S0048,132.96,125.12,9.76,2,2,0,0,2,2,0,12,11,2,0.0,0.0,0.0,1.0,0.0,0.9166666666666666
2025-06-10,P01,S0049,325.71000000000004,312.92,24.41,9,9,0,0,9,9,0,21,20,4,9.0,2.0,2.0,1.0,0.0,0.9523809523809523
2025-06-10,P01,S0050,22.79,22.03,1.72,1,1,0,0,1,1,1,14,14,3,8.0,2.0,2.0,1.0,0.0,1.0
2025-06-10,P02,S0051,263.37,244.63,20.310000000000002,5,5,0,0,5,5,1,23,22,3,4.0,1.0,1.0,1.0,0.0,0.9565217391304348
2025-06-10,P02,S0052,14.82,14.22,1.18,1,1,0,0,1,1,0,14,12,0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-06-10,P02,S0055,90.64,87.6,7.27,2,2,0,0,2,2,1,17,16,1,0.0,0.0,0.0,1.0,0.0,0.9411764705882353
2025-06-10,P02,S0060,26.740000000000002,25.439999999999998,2.11,2,2,0,0,2,2,0,13,12,2,4.0,1.0,1.0,1.0,0.0,0.9230769230769231
2025-06-10,P02,S0061,8.01,7.84,0.65,1,1,0,0,1,1,1,9,7,2,0.0,0.0,0.0,1.0,0.0,0.7777777777777778
2025-06-10,P02,S0062,159.7,151.61,12.58,3,3,0,0,3,3,2,8,6,2,0.0,0.0,0.0,1.0,0.0,0.75
2025-06-10,P02,S0066,29.55,29.03,2.41,1,1,0,0,1,1,0,4,4,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-10,P02,S0068,175.74,173.64000000000001,14.4,4,4,0,0,4,4,0,15,13,0,0.0,0.0,0.0,1.0,0.0,0.8666666666666667
2025-06-10,P02,S0071,234.06,225.39,18.71,2,2,0,0,2,2,0,16,15,1,0.0,0.0,0.0,1.0,0.0,0.9375
2025-06-10,P02,S0074,36.28,34.28,2.85,1,1,0,0,1,1,0,14,12,1,0.0,0.0,0.0,1.0,0.0,0.8571428571428571
2025-06-10,P02,S0075,155.09,145.55,12.08,2,2,0,0,2,2,0,19,18,1,0.0,0.0,0.0,1.0,0.0,0.9473684210526315
2025-06-10,P02,S0076,48.94,46.26,3.84,1,1,0,0,1,1,1,4,4,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-10,P02,S0077,32.56,31.73,2.63,1,1,0,0,1,1,0,7,7,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-10,P02,S0078,298.68,288.05,23.9,7,7,0,0,7,7,1,23,22,2,4.0,1.0,1.0,1.0,0.0,0.9565217391304348
2025-06-10,P02,S0079,22.81,21.88,1.82,1,1,0,0,1,1,1,12,11,1,0.0,0.0,0.0,1.0,0.0,0.9166666666666666
2025-06-10,P02,S0081,36.91,34.59,2.87,2,2,0,0,2,2,1,12,11,1,3.0,1.0,1.0,1.0,0.0,0.9166666666666666
2025-06-10,P02,S0082,59.89,56.62,4.7,2,2,0,0,2,2,0,13,12,3,0.0,0.0,0.0,1.0,0.0,0.9230769230769231
2025-06-10,P02,S0083,125.12,118.64,9.85,1,1,0,0,1,1,0,13,13,3,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-10,P02,S0084,104.49000000000001,99.03,8.219999999999999,2,2,0,0,2,2,0,11,9,0,0.0,0.0,0.0,1.0,0.0,0.8181818181818182
2025-06-10,P02,S0085,7.86,7.35,0.61,1,1,0,0,1,1,0,9,9,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-10,P02,S0086,120.34,54.26,4.5,2,2,1,0,1,1,1,5,4,0,4.0,1.0,1.0,1.0,0.5,0.8
2025-06-10,P02,S0088,157.17000000000002,144.13,11.97,4,4,0,0,4,4,1,10,9,0,0.0,0.0,0.0,1.0,0.0,0.9
2025-06-10,P02,S0089,18.03,0.0,0.0,1,1,1,0,0,0,0,8,6,0,0.0,0.0,0.0,,1.0,0.75
2025-06-10,P02,S0090,4.75,4.36,0.36,1,1,0,0,1,1,0,12,12,2,9.0,2.0,2.0,1.0,0.0,1.0
2025-06-10,P03,S0093,69.06,66.5,4.529999999999999,4,4,0,0,4,4,2,18,17,2,0.0,0.0,0.0,1.0,0.0,0.9444444444444444
2025-06-10,P03,S0094,34.31,32.72,2.22,1,1,0,0,1,1,1,6,6,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-10,P03,S0095,91.34,87.47,5.95,1,1,0,0,1,1,0,8,6,0,0.0,0.0,0.0,1.0,0.0,0.75
2025-06-10,P03,S0096,727.8,704.14,47.88,16,16,1,1,15,15,2,34,34,5,9.0,2.0,2.0,1.0,0.0625,1.0
2025-06-10,P03,S0098,319.48,299.34,20.369999999999997,5,5,0,0,5,5,2,19,18,2,13.0,3.0,3.0,1.0,0.0,0.9473684210526315
2025-06-10,P03,S0099,13.32,12.34,0.84,1,1,0,0,1,1,0,4,4,0,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-10,P03,S0108,144.43,137.81,9.37,7,7,0,1,7,7,1,25,24,6,28.0,6.0,6.0,1.0,0.0,0.96
2025-06-10,P03,S0111,14.34,13.96,0.95,1,1,0,0,1,1,0,10,8,3,0.0,0.0,0.0,1.0,0.0,0.8
2025-06-10,P03,S0112,51.3,49.22,3.34,2,2,0,0,2,2,0,14,13,0,0.0,0.0,0.0,1.0,0.0,0.9285714285714286
2025-06-10,P03,S0120,133.88,121.68,8.28,4,4,1,0,3,3,1,15,15,3,4.0,1.0,1.0,1.0,0.25,1.0
2025-06-11,P01,S0005,10.07,9.58,0.75,1,1,0,0,1,1,0,5,5,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-11,P01,S0009,30.2,28.590000000000003,2.23,2,2,0,0,2,2,0,18,18,3,7.0,2.0,2.0,1.0,0.0,1.0
2025-06-11,P01,S0011,545.41,503.14,39.230000000000004,10,10,1,2,9,9,0,21,19,2,4.0,1.0,1.0,1.0,0.1,0.9047619047619048
2025-06-11,P01,S0014,37.19,36.02,2.81,1,1,0,0,1,1,0,4,4,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-11,P01,S0017,16.1,15.8,1.23,1,1,0,0,1,1,1,9,9,1,0.0,0.0,0.0,1.0,0.0,1.0
2025-06-11,P01,S0018,30.13,28.42,2.22,1,1,0,0,1,1,0,13,12,2,8.0,2.0,2.0,1.0,0.0,0.9230769230769231
2025-06-11,P01,S0019,22.279999999999998,20.59,1.6,2,2,0,0,2,2,0,21,21,3,8.0,2.0,2.0,1.0,0.0,1.0
2025-06-11,P01,S0020,80.52,75.97999999999999,5.92,3,3,0,0,3,3,1,22,20,1,4.0,1.0,1.0,1.0,0.0,0.9090909090909091
