year_month,platform_id,seller_id,ads_spend,voucher_cost
2025-06,P03,S0100,1.5,0.99
2025-06,P03,S0101,11.08,11.88
2025-06,P03,S0102,129.11,28.08
2025-06,P03,S0104,51.39,40.12
2025-06,P03,S0105,86.61,22.44
2025-06,P03,S0106,11.23,6.76
2025-06,P03,S0107,33.23,19.07
2025-06,P03,S0108,629.23,356.93
2025-06,P03,S0109,22.2,11.59
2025-06,P03,S0110,1.9,4.87
2025-06,P03,S0111,16.32,16.71
2025-06,P03,S0112,228.43,95.78
2025-06,P03,S0113,17.88,11.58
2025-06,P03,S0114,6.12,8.78
2025-06,P03,S0115,11.32,6.46
2025-06,P03,S0116,17.13,34.46
2025-06,P03,S0117,18.73,13.43
2025-06,P03,S0118,11.45,14.31
2025-06,P03,S0119,5.33,1.86
2025-06,P03,S0120,87.06,72.4
2025-06,P03,S0121,65.0,28.19
2025-06,P03,S0122,2.98,2.31
2025-07,P01,S0001,74.92,11.07
2025-07,P01,S0002,1.69,2.51
2025-07,P01,S0003,4.3,3.52
2025-07,P01,S0004,2.25,4.56
2025-07,P01,S0005,26.77,22.86
2025-07,P01,S0006,4.68,3.12
2025-07,P01,S0007,11.57,24.59
2025-07,P01,S0008,1.37,2.3
2025-07,P01,S0009,96.06,47.05
2025-07,P01,S0010,1.9,1.3
2025-07,P01,S0011,292.34,354.13
2025-07,P01,S0012,11.25,11.28
2025-07,P01,S0013,88.18,57.96
2025-07,P01,S0014,2.61,2.88
2025-07,P01,S0015,9.09,7.34
2025-07,P01,S0016,3.12,3.43
2025-07,P01,S0017,117.76,54.45
2025-07,P01,S0018,27.76,12.56
2025-07,P01,S0019,180.94,130.67
2025-07,P01,S0020,48.03,20.73
2025-07,P01,S0021,36.78,19.22
2025-07,P01,S0022,1.87,1.48
2025-07,P01,S0023,61.68,44.54
2025-07,P01,S0024,135.82,77.88
2025-07,P01,S0025,3.94,1.85
2025-07,P01,S0026,25.25,21.12
2025-07,P01,S0027,30.89,61.43
2025-07,P01,S0028,1.33,0.9
2025-07,P01,S0029,10.91,4.06
2025-07,P01,S0030,10.12,6.08
2025-07,P01,S0031,360.47,99.89
2025-07,P01,S0032,0.0,0.0
2025-07,P01,S0033,62.22,149.49
2025-07,P01,S0034,0.33,0.13
2025-07,P01,S0035,319.97,204.42
2025-07,P01,S0036,103.07,68.96
2025-07,P01,S0037,19.45,14.69
2025-07,P01,S0038,20.76,22.89
2025-07,P01,S0039,633.61,487.02
2025-07,P01,S0040,23.62,27.77
2025-07,P01,S0041,14.07,10.51
2025-07,P01,S0042,31.06,23.49
2025-07,P01,S0043,19.87,18.6
2025-07,P01,S0044,11.09,7.45
2025-07,P01,S0045,13.73,6.42
2025-07,P01,S0046,97.3,67.57
2025-07,P01,S0047,8.82,9.84
2025-07,P01,S0048,124.6,46.19
2025-07,P01,S0049,695.53,137.4
2025-07,P01,S0050,69.16,20.78
2025-07,P02,S0051,186.25,63.88
2025-07,P02,S0052,172.91,34.28
2025-07,P02,S0053,28.39,9.16
2025-07,P02,S0054,15.08,4.86
2025-07,P02,S0055,100.49,27.47
2025-07,P02,S0056,14.98,24.28
2025-07,P02,S0057,81.23,66.85
2025-07,P02,S0058,1.18,1.22
2025-07,P02,S0059,32.92,12.92
2025-07,P02,S0060,44.96,38.25
2025-07,P02,S0061,14.74,5.3
2025-07,P02,S0062,65.35,25.27
2025-07,P02,S0063,5.21,3.39
2025-07,P02,S0064,0.83,1.7
2025-07,P02,S0065,13.41,9.33
2025-07,P02,S0066,2.44,3.09
2025-07,P02,S0067,6.0,9.63
2025-07,P02,S0068,42.8,71.06
2025-07,P02,S0069,2.5,2.42
2025-07,P02,S0070,33.59,34.12
2025-07,P02,S0071,26.88,42.27
2025-07,P02,S0072,17.44,18.54
2025-07,P02,S0073,15.34,14.3
2025-07,P02,S0074,36.66,48.61
2025-07,P02,S0075,195.45,195.8
2025-07,P02,S0076,2.44,4.79
2025-07,P02,S0077,29.53,20.68
2025-07,P02,S0078,194.59,213.34
2025-07,P02,S0079,37.95,20.69
2025-07,P02,S0080,22.31,17.26
2025-07,P02,S0081,292.51,165.65
2025-07,P02,S0082,31.06,15.62
2025-07,P02,S0083,23.34,19.17
2025-07,P02,S0084,90.9,44.17
2025-07,P02,S0085,44.08,21.22
2025-07,P02,S0086,34.5,16.58
2025-07,P02,S0087,6.38,6.51
2025-07,P02,S0088,13.89,26.06
2025-07,P02,S0089,8.21,1.82
2025-07,P02,S0090,158.24,135.11
2025-07,P02,S0091,1.5,2.91
2025-07,P02,S0092,4.42,3.99
2025-07,P03,S0093,112.44,143.36
2025-07,P03,S0094,0.0,0.0
2025-07,P03,S0095,44.93,62.5
2025-07,P03,S0096,1202.68,220.01
2025-07,P03,S0097,3.88,3.36
2025-07,P03,S0098,415.12,262.57
2025-07,P03,S0099,10.85,4.98
2025-07,P03,S0100,0.54,0.87
2025-07,P03,S0101,11.08,12.99
2025-07,P03,S0102,134.92,83.49
2025-07,P03,S0103,0.77,0.89
2025-07,P03,S0104,55.0,22.95
2025-07,P03,S0105,27.96,21.59
2025-07,P03,S0106,4.45,0.8
2025-07,P03,S0107,11.15,21.09
2025-07,P03,S0108,558.97,152.49
2025-07,P03,S0109,6.54,16.87
2025-07,P03,S0110,4.52,2.97
2025-07,P03,S0111,19.7,18.06
2025-07,P03,S0112,171.84,84.25
2025-07,P03,S0113,13.11,8.35
2025-07,P03,S0114,20.79,22.75
2025-07,P03,S0115,1.54,1.83
2025-07,P03,S0116,60.3,15.97
2025-07,P03,S0117,9.43,10.22
2025-07,P03,S0118,67.44,49.41
2025-07,P03,S0119,1.17,0.53
2025-07,P03,S0120,33.97,66.61
2025-07,P03,S0121,26.99,25.39
2025-07,P03,S0122,3.11,2.32
2025-08,P01,S0001,40.58,20.86
2025-08,P01,S0002,1.92,1.74
2025-08,P01,S0003,6.75,5.07
2025-08,P01,S0004,9.56,3.15
2025-08,P01,S0005,17.33,9.7
2025-08,P01,S0006,16.9,26.42
2025-08,P01,S0007,7.22,15.63
2025-08,P01,S0008,13.15,8.31
2025-08,P01,S0009,70.13,118.38
2025-08,P01,S0010,1.93,0.41
2025-08,P01,S0011,562.02,115.73
2025-08,P01,S0012,7.98,2.53
2025-08,P01,S0013,94.66,88.59
2025-08,P01,S0014,6.61,6.5
2025-08,P01,S0015,13.19,8.12
2025-08,P01,S0016,2.18,1.85
2025-08,P01,S0017,43.03,71.12
2025-08,P01,S0018,22.95,5.09
2025-08,P01,S0019,306.39,49.83
2025-08,P01,S0020,49.23,28.6
2025-08,P01,S0021,34.22,23.56
2025-08,P01,S0022,0.85,1.71
2025-08,P01,S0023,70.68,41.54
2025-08,P01,S0024,142.41,139.13
2025-08,P01,S0025,1.61,4.47
2025-08,P01,S0026,35.59,18.25
2025-08,P01,S0027,44.99,39.66
2025-08,P01,S0028,4.28,8.99
2025-08,P01,S0029,5.47,4.03
2025-08,P01,S0030,8.13,7.98
2025-08,P01,S0031,185.31,167.29
2025-08,P01,S0032,8.87,3.31
2025-08,P01,S0033,195.38,222.83
2025-08,P01,S0034,1.24,1.4
2025-08,P01,S0035,382.67,285.98
2025-08,P01,S0036,24.95,40.6
2025-08,P01,S0037,52.74,25.94
2025-08,P01,S0038,20.36,15.75
2025-08,P01,S0039,912.94,717.44
2025-08,P01,S0040,53.9,9.28
2025-08,P01,S0041,18.96,9.83
2025-08,P01,S0042,56.04,21.67
2025-08,P01,S0043,27.92,17.96
2025-08,P01,S0044,6.92,3.05
2025-08,P01,S0045,22.77,12.28
2025-08,P01,S0046,125.07,77.05
2025-08,P01,S0047,19.22,8.77
2025-08,P01,S0048,125.36,91.41
2025-08,P01,S0049,510.23,341.41
2025-08,P01,S0050,25.4,18.75
2025-08,P02,S0051,150.62,92.34
2025-08,P02,S0052,92.8,26.55
2025-08,P02,S0053,25.43,10.64
2025-08,P02,S0054,7.33,4.14
2025-08,P02,S0055,48.43,15.02
2025-08,P02,S0056,36.64,17.53
2025-08,P02,S0057,17.67,30.1
2025-08,P02,S0059,27.32,46.06
2025-08,P02,S0060,24.32,34.66
2025-08,P02,S0061,33.36,20.91
2025-08,P02,S0062,45.57,87.01
2025-08,P02,S0063,4.16,3.24
2025-08,P02,S0064,9.41,1.98
2025-08,P02,S0065,10.76,9.0
2025-08,P02,S0066,2.71,3.75
2025-08,P02,S0067,7.68,2.49
2025-08,P02,S0068,71.16,39.3
2025-08,P02,S0069,4.81,1.81
2025-08,P02,S0070,34.16,31.94
2025-08,P02,S0071,62.08,26.72
2025-08,P02,S0072,11.24,3.34
2025-08,P02,S0073,0.87,0.51
2025-08,P02,S0074,23.9,7.93
2025-08,P02,S0075,262.32,50.46
2025-08,P02,S0076,14.31,4.21
2025-08,P02,S0077,38.13,11.58
2025-08,P02,S0078,354.99,261.28
2025-08,P02,S0079,49.83,20.89
2025-08,P02,S0081,82.78,112.44
2025-08,P02,S0082,27.1,24.22
2025-08,P02,S0083,43.29,24.01
2025-08,P02,S0084,39.17,47.84
2025-08,P02,S0085,21.12,16.75
2025-08,P02,S0086,28.35,12.71
2025-08,P02,S0087,6.76,4.03
2025-08,P02,S0088,21.17,11.96
2025-08,P02,S0089,5.91,4.08
2025-08,P02,S0090,106.02,59.36
2025-08,P02,S0091,13.58,4.59
2025-08,P02,S0092,8.62,3.29
2025-08,P03,S0093,96.82,79.91
2025-08,P03,S0094,4.78,3.2
2025-08,P03,S0095,130.51,126.8
2025-08,P03,S0096,361.42,196.49
2025-08,P03,S0097,16.18,12.03
2025-08,P03,S0098,267.45,96.5
2025-08,P03,S0099,5.63,4.4
2025-08,P03,S0101,8.31,15.67
2025-08,P03,S0102,106.24,87.54
2025-08,P03,S0103,0.5,0.19
2025-08,P03,S0104,97.77,59.84
2025-08,P03,S0105,29.98,43.51
2025-08,P03,S0106,4.48,1.62
2025-08,P03,S0107,24.55,7.27
2025-08,P03,S0108,472.1,343.86
2025-08,P03,S0109,31.53,27.31
2025-08,P03,S0110,4.87,2.29
2025-08,P03,S0111,40.54,12.5
2025-08,P03,S0112,86.17,34.75
2025-08,P03,S0113,11.9,2.6
2025-08,P03,S0114,4.9,5.06
2025-08,P03,S0115,10.99,5.44
2025-08,P03,S0116,28.46,20.8
2025-08,P03,S0117,13.07,6.21
2025-08,P03,S0118,62.19,55.3
2025-08,P03,S0119,1.41,1.6
2025-08,P03,S0120,39.83,43.96
2025-08,P03,S0121,13.44,15.32
2025-08,P03,S0122,5.65,2.81
2025-09,P01,S0001,22.29,27.02
2025-09,P01,S0002,1.17,0.85
2025-09,P01,S0003,15.74,14.17
2025-09,P01,S0004,3.57,1.97
2025-09,P01,S0005,6.76,2.07
2025-09,P01,S0006,21.03,7.05
2025-09,P01,S0007,25.45,17.72
2025-09,P01,S0008,1.24,0.75
2025-09,P01,S0009,47.79,66.82
2025-09,P01,S0010,1.71,2.39
2025-09,P01,S0011,263.28,286.46
2025-09,P01,S0012,18.22,9.09
2025-09,P01,S0013,97.37,42.75
2025-09,P01,S0014,5.17,2.08
2025-09,P01,S0015,8.48,2.64
2025-09,P01,S0017,116.34,24.92
2025-09,P01,S0018,25.12,29.5
2025-09,P01,S0019,170.41,44.86
2025-09,P01,S0020,19.08,26.49
2025-09,P01,S0021,13.64,5.38
2025-09,P01,S0022,4.5,2.24
2025-09,P01,S0023,27.98,20.45
2025-09,P01,S0024,89.26,49.26
2025-09,P01,S0025,8.07,12.03
2025-09,P01,S0026,18.46,49.52
2025-09,P01,S0027,84.37,61.23
2025-09,P01,S0028,0.85,0.86
2025-09,P01,S0029,7.68,8.15
2025-09,P01,S0030,23.05,8.1
2025-09,P01,S0031,319.08,208.93
2025-09,P01,S0032,3.8,0.87
2025-09,P01,S0033,220.48,70.24
2025-09,P01,S0035,289.63,234.89
2025-09,P01,S0036,90.69,53.2
2025-09,P01,S0037,27.35,28.19
2025-09,P01,S0038,69.04,21.94
2025-09,P01,S0039,1006.19,865.51
2025-09,P01,S0040,24.97,30.13
2025-09,P01,S0041,20.92,10.2
2025-09,P01,S0042,69.64,27.99
2025-09,P01,S0043,10.56,14.96
2025-09,P01,S0044,23.37,9.53
2025-09,P01,S0045,19.05,9.45
2025-09,P01,S0046,159.07,31.63
2025-09,P01,S0047,27.67,21.32
2025-09,P01,S0048,76.39,49.49
2025-09,P01,S0049,483.47,360.95
2025-09,P01,S0050,33.31,38.32
2025-09,P02,S0051,53.09,53.0
2025-09,P02,S0052,55.62,78.73
2025-09,P02,S0053,23.89,18.68
2025-09,P02,S0054,8.03,5.73
2025-09,P02,S0055,101.75,31.99
2025-09,P02,S0056,24.63,32.07
2025-09,P02,S0057,23.82,38.33
2025-09,P02,S0058,7.26,6.75
2025-09,P02,S0059,33.04,32.51
2025-09,P02,S0060,57.48,29.63
2025-09,P02,S0061,7.7,19.14
2025-09,P02,S0062,34.53,20.7
2025-09,P02,S0063,4.02,5.49
2025-09,P02,S0064,39.04,22.57
2025-09,P02,S0065,12.95,12.34
2025-09,P02,S0066,4.77,4.14
2025-09,P02,S0067,7.8,2.49
2025-09,P02,S0068,31.96,37.33
2025-09,P02,S0069,3.22,0.77
2025-09,P02,S0070,36.21,19.4
2025-09,P02,S0071,43.79,29.08
2025-09,P02,S0072,13.14,42.31
2025-09,P02,S0073,0.61,0.77
2025-09,P02,S0074,24.33,27.69
2025-09,P02,S0075,218.44,117.63
2025-09,P02,S0076,3.68,4.31
2025-09,P02,S0077,19.78,13.52
2025-09,P02,S0078,286.35,80.27
2025-09,P02,S0079,68.59,16.73
2025-09,P02,S0080,22.43,9.85
2025-09,P02,S0081,166.68,76.89
2025-09,P02,S0082,39.33,20.07
2025-09,P02,S0083,17.74,23.83
2025-09,P02,S0084,75.77,27.12
2025-09,P02,S0085,46.44,11.41
2025-09,P02,S0086,11.42,12.69
2025-09,P02,S0087,6.87,9.81
2025-09,P02,S0088,23.19,14.73
2025-09,P02,S0089,7.33,6.39
2025-09,P02,S0090,84.97,31.51
2025-09,P02,S0091,1.39,2.32
2025-09,P02,S0092,8.85,4.44
2025-09,P03,S0093,197.04,75.9
2025-09,P03,S0094,8.35,5.95
2025-09,P03,S0095,48.56,21.59
2025-09,P03,S0096,579.98,396.15
2025-09,P03,S0097,9.22,7.92
2025-09,P03,S0098,93.24,138.67
2025-09,P03,S0099,2.76,2.6
2025-09,P03,S0101,5.02,4.53
2025-09,P03,S0102,155.73,104.26
2025-09,P03,S0103,2.71,0.76
2025-09,P03,S0104,65.97,53.86
2025-09,P03,S0105,60.47,51.55
2025-09,P03,S0106,3.2,5.02
2025-09,P03,S0107,18.4,21.89
2025-09,P03,S0108,472.05,217.94
2025-09,P03,S0109,24.1,8.78
2025-09,P03,S0110,9.17,5.84
2025-09,P03,S0111,20.72,7.76
2025-09,P03,S0112,85.04,45.58
2025-09,P03,S0113,11.66,7.15
2025-09,P03,S0114,3.63,3.52
2025-09,P03,S0115,1.99,2.26
2025-09,P03,S0116,30.66,60.67
2025-09,P03,S0117,6.14,1.43
2025-09,P03,S0118,38.93,16.51
2025-09,P03,S0119,3.78,2.2
2025-09,P03,S0120,41.37,21.99
2025-09,P03,S0121,13.42,20.46
2025-09,P03,S0122,4.16,4.01
2025-10,P01,S0001,29.31,44.86
2025-10,P01,S0002,0.64,0.2
2025-10,P01,S0003,3.78,7.11
2025-10,P01,S0004,7.61,1.21
2025-10,P01,S0005,18.17,7.7
2025-10,P01,S0006,9.5,4.43
2025-10,P01,S0007,20.02,16.78
2025-10,P01,S0008,6.74,1.37
2025-10,P01,S0009,161.43,49.58
2025-10,P01,S0010,6.67,3.73
2025-10,P01,S0011,560.21,423.95
2025-10,P01,S0012,31.72,22.06
2025-10,P01,S0013,46.18,40.75
2025-10,P01,S0014,12.42,14.12
2025-10,P01,S0015,29.26,13.3
2025-10,P01,S0017,89.04,53.92
2025-10,P01,S0018,51.72,32.72
2025-10,P01,S0019,323.81,148.03
2025-10,P01,S0020,37.64,68.0
2025-10,P01,S0021,53.09,32.75
2025-10,P01,S0022,5.24,3.22
2025-10,P01,S0023,64.32,20.62
2025-10,P01,S0024,114.08,36.14
2025-10,P01,S0025,0.0,0.0
2025-10,P01,S0026,27.85,10.39
2025-10,P01,S0027,65.46,48.17
2025-10,P01,S0028,4.63,7.75
2025-10,P01,S0029,8.62,3.47
2025-10,P01,S0030,8.17,9.1
2025-10,P01,S0031,342.45,334.66
2025-10,P01,S0032,22.59,15.44
2025-10,P01,S0033,284.46,242.98
2025-10,P01,S0034,2.91,1.65
2025-10,P01,S0035,300.6,127.86
2025-10,P01,S0036,33.14,6.73
2025-10,P01,S0037,40.59,19.15
2025-10,P01,S0038,49.83,30.84
2025-10,P01,S0039,833.92,469.03
2025-10,P01,S0040,19.39,10.0
2025-10,P01,S0041,6.83,4.44
2025-10,P01,S0042,19.46,35.25
2025-10,P01,S0043,9.83,7.24
2025-10,P01,S0044,24.88,9.29
2025-10,P01,S0045,39.44,17.95
2025-10,P01,S0046,97.28,102.57
2025-10,P01,S0047,41.63,32.73
2025-10,P01,S0048,208.16,148.7
2025-10,P01,S0049,243.57,163.6
2025-10,P01,S0050,64.1,26.72
2025-10,P02,S0051,161.29,33.59
2025-10,P02,S0052,127.41,140.24
2025-10,P02,S0053,33.09,6.11
2025-10,P02,S0054,17.5,6.42
2025-10,P02,S0055,97.07,58.95
2025-10,P02,S0056,23.89,12.44
2025-10,P02,S0057,42.65,51.81
2025-10,P02,S0058,4.18,6.1
2025-10,P02,S0059,9.44,17.96
2025-10,P02,S0060,69.35,16.93
2025-10,P02,S0061,20.07,17.47
2025-10,P02,S0062,23.4,30.28
2025-10,P02,S0063,7.3,8.94
2025-10,P02,S0064,8.54,10.19
2025-10,P02,S0065,16.68,7.57
2025-10,P02,S0066,3.65,1.48
2025-10,P02,S0067,6.1,3.19
2025-10,P02,S0068,105.92,65.1
2025-10,P02,S0069,5.96,5.02
2025-10,P02,S0070,90.01,58.42
2025-10,P02,S0071,66.8,44.45
2025-10,P02,S0072,61.09,33.76
2025-10,P02,S0073,0.59,0.57
2025-10,P02,S0074,29.58,32.62
2025-10,P02,S0075,108.37,125.47
2025-10,P02,S0076,9.44,11.22
2025-10,P02,S0077,16.48,7.62
2025-10,P02,S0078,313.55,244.97
2025-10,P02,S0079,73.58,48.17
2025-10,P02,S0080,5.52,7.87
2025-10,P02,S0081,187.88,56.86
2025-10,P02,S0082,61.27,46.69
2025-10,P02,S0083,49.39,51.24
2025-10,P02,S0084,84.43,50.44
2025-10,P02,S0085,52.11,21.07
2025-10,P02,S0086,50.86,24.69
2025-10,P02,S0087,6.31,1.34
2025-10,P02,S0088,44.41,24.39
2025-10,P02,S0089,10.67,2.72
2025-10,P02,S0090,74.67,95.01
2025-10,P02,S0091,3.95,3.5
2025-10,P02,S0092,5.8,6.86
2025-10,P03,S0093,171.17,68.43
2025-10,P03,S0094,3.86,4.72
2025-10,P03,S0095,64.93,54.31
2025-10,P03,S0096,890.59,590.32
2025-10,P03,S0097,8.81,9.93
2025-10,P03,S0098,87.39,160.48
2025-10,P03,S0099,6.29,5.9
2025-10,P03,S0101,15.95,5.73
2025-10,P03,S0102,59.11,69.57
2025-10,P03,S0104,75.05,48.11
2025-10,P03,S0105,42.61,23.62
2025-10,P03,S0106,1.47,0.97
2025-10,P03,S0107,42.33,26.15
2025-10,P03,S0108,632.5,263.49
2025-10,P03,S0109,22.3,30.09
2025-10,P03,S0110,9.1,4.84
2025-10,P03,S0111,19.08,4.65
2025-10,P03,S0112,149.82,145.69
2025-10,P03,S0113,11.55,3.37
2025-10,P03,S0114,10.26,10.85
2025-10,P03,S0115,8.59,4.19
2025-10,P03,S0116,36.5,26.73
2025-10,P03,S0117,3.01,1.71
2025-10,P03,S0118,71.89,11.25
2025-10,P03,S0119,2.56,1.83
2025-10,P03,S0120,17.1,41.96
2025-10,P03,S0121,29.96,7.01
2025-10,P03,S0122,1.64,2.78
2025-11,P01,S0001,15.47,39.8
2025-11,P01,S0002,3.79,6.7
2025-11,P01,S0003,11.5,3.64
2025-11,P01,S0004,3.84,2.15
2025-11,P01,S0005,15.7,11.35
2025-11,P01,S0006,10.51,11.6
2025-11,P01,S0007,37.41,8.11
2025-11,P01,S0008,5.61,5.78
2025-11,P01,S0009,100.14,51.9
2025-11,P01,S0011,581.9,218.11
2025-11,P01,S0012,23.46,16.27
2025-11,P01,S0013,128.59,46.84
2025-11,P01,S0014,13.89,3.44
2025-11,P01,S0015,17.94,8.3
2025-11,P01,S0016,1.38,2.07
2025-11,P01,S0017,37.64,14.35
2025-11,P01,S0018,9.11,23.59
2025-11,P01,S0019,336.63,310.3
2025-11,P01,S0020,19.14,28.31
2025-11,P01,S0021,8.53,12.49
2025-11,P01,S0022,9.05,19.93
2025-11,P01,S0023,89.07,13.75
2025-11,P01,S0024,68.97,30.82
2025-11,P01,S0025,0.76,0.5
2025-11,P01,S0026,19.19,8.14
2025-11,P01,S0027,129.43,50.19
2025-11,P01,S0028,0.61,0.51
2025-11,P01,S0029,8.1,4.55
2025-11,P01,S0030,7.42,10.25
2025-11,P01,S0031,202.15,166.85
2025-11,P01,S0032,1.73,1.03
2025-11,P01,S0033,137.45,81.09
2025-11,P01,S0034,3.94,3.52
2025-11,P01,S0035,213.8,413.14
2025-11,P01,S0036,144.44,148.23
2025-11,P01,S0037,21.52,45.54
2025-11,P01,S0038,68.85,53.55
2025-11,P01,S0039,1055.86,451.77
2025-11,P01,S0040,24.79,33.51
2025-11,P01,S0041,25.06,29.75
2025-11,P01,S0042,38.64,36.12
2025-11,P01,S0043,8.5,18.84
2025-11,P01,S0044,18.56,11.63
2025-11,P01,S0045,20.68,11.24
2025-11,P01,S0046,122.41,94.58
2025-11,P01,S0047,29.67,7.14
2025-11,P01,S0048,53.59,108.06
2025-11,P01,S0049,156.06,329.83
2025-11,P01,S0050,16.76,37.03
2025-11,P02,S0051,148.92,100.74
2025-11,P02,S0052,103.73,57.97
2025-11,P02,S0053,14.56,14.74
2025-11,P02,S0054,2.32,2.48
2025-11,P02,S0055,33.11,63.07
2025-11,P02,S0056,15.6,20.6
2025-11,P02,S0057,46.69,28.28
2025-11,P02,S0058,6.93,1.89
2025-11,P02,S0059,41.35,18.31
2025-11,P02,S0060,72.83,42.35
2025-11,P02,S0061,15.26,23.17
2025-11,P02,S0062,10.57,18.46
2025-11,P02,S0063,10.87,3.12
2025-11,P02,S0064,7.92,11.46
2025-11,P02,S0065,4.29,6.49
2025-11,P02,S0066,5.27,1.8
2025-11,P02,S0067,8.82,6.64
2025-11,P02,S0068,96.45,29.45
2025-11,P02,S0069,5.05,4.29
2025-11,P02,S0070,57.1,42.41
2025-11,P02,S0071,58.75,24.27
2025-11,P02,S0072,12.16,19.55
2025-11,P02,S0073,16.68,8.31
2025-11,P02,S0074,23.2,10.77
2025-11,P02,S0075,246.54,67.65
2025-11,P02,S0076,3.23,1.85
2025-11,P02,S0077,3.76,7.75
2025-11,P02,S0078,233.62,96.62
2025-11,P02,S0079,57.81,14.24
2025-11,P02,S0080,4.96,3.51
2025-11,P02,S0081,278.44,55.62
2025-11,P02,S0082,20.58,13.51
2025-11,P02,S0083,29.13,24.58
2025-11,P02,S0084,53.69,72.78
2025-11,P02,S0085,41.16,8.86
2025-11,P02,S0086,11.76,9.78
2025-11,P02,S0087,0.64,0.42
2025-11,P02,S0088,26.72,45.34
2025-11,P02,S0089,2.27,2.01
2025-11,P02,S0090,150.9,118.01
2025-11,P02,S0091,2.72,3.61
2025-11,P02,S0092,5.63,7.45
2025-11,P03,S0093,95.2,115.38
2025-11,P03,S0094,6.93,7.26
2025-11,P03,S0095,94.17,58.53
2025-11,P03,S0096,459.67,453.51
2025-11,P03,S0097,8.16,9.54
2025-11,P03,S0098,372.36,231.48
2025-11,P03,S0099,5.63,2.11
2025-11,P03,S0100,3.06,2.1
2025-11,P03,S0101,11.09,19.64
2025-11,P03,S0102,86.8,29.8
2025-11,P03,S0103,1.68,1.7
2025-11,P03,S0104,83.93,36.3
2025-11,P03,S0105,63.67,31.61
2025-11,P03,S0106,5.63,3.41
2025-11,P03,S0107,16.72,10.15
2025-11,P03,S0108,275.47,456.66
2025-11,P03,S0109,23.91,24.28
2025-11,P03,S0110,6.36,6.11
2025-11,P03,S0111,24.84,7.21
2025-11,P03,S0112,73.82,61.46
2025-11,P03,S0113,2.4,2.13
2025-11,P03,S0114,21.09,24.02
2025-11,P03,S0115,2.67,1.38
2025-11,P03,S0116,50.46,39.97
2025-11,P03,S0117,8.93,4.21
2025-11,P03,S0118,64.18,38.31
2025-11,P03,S0119,7.71,8.84
2025-11,P03,S0120,92.98,59.07
2025-11,P03,S0121,18.79,11.19
2025-11,P03,S0122,1.55,1.01
2025-12,P01,S0001,57.19,73.46
2025-12,P01,S0002,3.08,3.47
2025-12,P01,S0003,11.43,9.77
2025-12,P01,S0004,8.73,14.63
2025-12,P01,S0005,10.65,7.05
2025-12,P01,S0006,12.55,3.0
2025-12,P01,S0007,31.53,34.38
2025-12,P01,S0008,7.35,12.11
2025-12,P01,S0009,162.74,85.23
2025-12,P01,S0010,8.59,2.89
2025-12,P01,S0011,586.48,458.07
2025-12,P01,S0012,4.01,3.27
2025-12,P01,S0013,48.15,48.25
2025-12,P01,S0014,4.61,5.83
2025-12,P01,S0015,25.98,21.51
2025-12,P01,S0017,74.42,73.31
2025-12,P01,S0018,21.27,32.0
2025-12,P01,S0019,268.45,124.67
2025-12,P01,S0020,22.35,35.91
2025-12,P01,S0021,12.22,23.39
2025-12,P01,S0022,19.24,25.0
2025-12,P01,S0023,20.18,38.36
2025-12,P01,S0024,80.69,60.54
2025-12,P01,S0025,0.66,0.47
2025-12,P01,S0026,30.22,11.88
2025-12,P01,S0027,37.82,51.41
2025-12,P01,S0028,9.05,5.36
2025-12,P01,S0029,18.31,5.13
2025-12,P01,S0030,2.57,2.17
2025-12,P01,S0031,196.59,236.43
2025-12,P01,S0032,5.52,2.84
2025-12,P01,S0033,141.34,161.14
2025-12,P01,S0034,3.46,4.35
2025-12,P01,S0035,281.84,84.0
2025-12,P01,S0036,58.77,96.85
2025-12,P01,S0037,31.97,41.13
2025-12,P01,S0038,74.34,25.99
2025-12,P01,S0039,313.83,352.42
2025-12,P01,S0040,25.46,5.33
2025-12,P01,S0041,41.97,30.22
2025-12,P01,S0042,56.4,53.34
2025-12,P01,S0043,15.44,17.01
2025-12,P01,S0044,15.07,9.82
2025-12,P01,S0045,45.11,34.11
2025-12,P01,S0046,53.11,113.28
2025-12,P01,S0047,5.35,2.26
2025-12,P01,S0048,220.8,132.59
2025-12,P01,S0049,333.73,391.61
2025-12,P01,S0050,94.96,37.64
2025-12,P02,S0051,82.62,49.19
2025-12,P02,S0052,103.52,35.32
2025-12,P02,S0053,8.3,3.15
2025-12,P02,S0054,38.99,28.74
2025-12,P02,S0055,159.16,84.69
2025-12,P02,S0056,33.94,20.98
2025-12,P02,S0057,48.81,47.53
2025-12,P02,S0058,19.23,10.21
2025-12,P02,S0059,33.36,29.12
2025-12,P02,S0060,29.44,38.95
2025-12,P02,S0061,18.32,25.08
2025-12,P02,S0062,55.01,35.15
2025-12,P02,S0064,7.26,10.63
2025-12,P02,S0065,4.75,8.49
2025-12,P02,S0066,2.48,2.08
2025-12,P02,S0067,12.61,10.34
2025-12,P02,S0068,43.38,39.58
2025-12,P02,S0069,0.19,0.05
2025-12,P02,S0070,46.49,12.63
2025-12,P02,S0071,52.88,38.99
2025-12,P02,S0072,46.77,14.39
2025-12,P02,S0073,8.84,7.05
2025-12,P02,S0074,43.39,34.39
2025-12,P02,S0075,159.79,81.41
2025-12,P02,S0076,5.03,8.67
2025-12,P02,S0077,25.41,15.6
2025-12,P02,S0078,351.8,247.38
