year_month,platform_id,seller_id,gross_gmv,seller_gmv_net,commission_revenue,order_items,orders,cancelled_items,returned_items,eligible_items,fulfilled_items,late_items,sku_day_count,in_stock_sku_days,low_stock_sku_days,rating_weighted_sum,rating_weight,rating_count,fulfillment_rate,cancellation_rate,stock_availability_rate,avg_rating
2025-04,P02,S0061,546.88,415.28,34.45,18,18,2,1,16,15,3,117,93,20,17.0,4.0,4.0,0.9375,0.1111111111111111,0.7948717948717948,4.25
2025-04,P02,S0062,1584.8600000000001,1208.75,100.33,35,35,8,1,27,27,7,192,171,24,21.0,5.0,5.0,1.0,0.22857142857142856,0.890625,4.2
2025-04,P02,S0064,437.19,418.76,34.769999999999996,11,11,0,0,11,11,3,63,52,2,9.0,2.0,2.0,1.0,0.0,0.8253968253968254,4.5
2025-04,P02,S0065,275.15,252.78,20.98,5,5,0,0,5,5,0,35,30,2,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,
2025-04,P02,S0066,81.28999999999999,67.19999999999999,5.57,5,5,1,0,4,4,0,12,8,0,0.0,0.0,0.0,1.0,0.2,0.6666666666666666,
2025-04,P02,S0067,142.14,83.31,6.92,6,6,2,0,4,4,1,60,47,9,0.0,0.0,0.0,1.0,0.3333333333333333,0.7833333333333333,
2025-04,P02,S0068,1298.08,1207.34,100.21000000000001,48,48,2,0,46,45,3,390,333,47,88.0,19.0,19.0,0.9782608695652174,0.041666666666666664,0.8538461538461538,4.631578947368421
2025-04,P02,S0069,560.4300000000001,520.24,43.17,6,6,0,0,6,5,2,48,42,4,3.0,1.0,1.0,0.8333333333333334,0.0,0.875,3.0
2025-04,P02,S0070,1008.31,902.2,74.88,17,17,1,0,16,16,6,112,90,25,4.0,1.0,1.0,1.0,0.058823529411764705,0.8035714285714286,4.0
2025-04,P02,S0071,1508.59,1322.45,109.75999999999999,22,22,3,0,19,17,3,256,238,33,0.0,0.0,0.0,0.8947368421052632,0.13636363636363635,0.9296875,
2025-04,P02,S0072,936.9300000000001,846.95,70.28,12,12,1,0,11,10,1,99,87,13,4.0,1.0,1.0,0.9090909090909091,0.08333333333333333,0.8787878787878788,4.0
2025-04,P02,S0073,315.94,288.51,23.94,4,4,0,1,4,4,1,24,22,3,0.0,0.0,0.0,1.0,0.0,0.9166666666666666,
2025-04,P02,S0074,507.07,481.25,39.94,20,20,0,0,20,20,2,224,196,32,16.0,4.0,4.0,1.0,0.0,0.875,4.0
2025-04,P02,S0075,3899.64,3456.02,286.85,107,107,7,4,100,97,10,551,520,51,116.0,27.0,27.0,0.97,0.06542056074766354,0.9437386569872959,4.296296296296297
2025-04,P02,S0076,265.42,250.28,20.77,13,13,0,0,13,13,1,52,49,9,0.0,0.0,0.0,1.0,0.0,0.9423076923076923,
2025-04,P02,S0077,634.86,605.67,50.269999999999996,13,13,0,0,13,13,1,84,76,10,4.0,1.0,1.0,1.0,0.0,0.9047619047619048,4.0
2025-04,P02,S0078,6156.32,5670.29,470.61,179,179,6,7,173,168,19,690,604,86,182.4,45.35,46.0,0.9710982658959537,0.0335195530726257,0.8753623188405797,4.022050716648291
2025-04,P02,S0079,656.97,538.5,44.7,20,20,2,0,18,17,5,192,160,29,8.0,2.0,2.0,0.9444444444444444,0.1,0.8333333333333334,4.0
2025-04,P02,S0080,191.97,179.1,14.87,5,5,0,0,5,4,0,35,27,1,4.0,1.0,1.0,0.8,0.0,0.7714285714285715,4.0
2025-04,P02,S0081,5890.1,5387.08,447.18,118,118,4,3,114,111,12,348,322,63,141.0,36.0,36.0,0.9736842105263158,0.03389830508474576,0.9252873563218391,3.9166666666666665
2025-04,P02,S0082,914.87,838.81,69.65,34,34,1,1,33,32,11,312,277,48,19.0,6.0,6.0,0.9696969696969697,0.029411764705882353,0.8878205128205128,3.1666666666666665
2025-04,P02,S0083,622.06,600.5600000000001,49.87,18,18,0,0,18,17,6,169,163,23,8.0,2.0,2.0,0.9444444444444444,0.0,0.9644970414201184,4.0
2025-04,P02,S0084,2035.8799999999999,1898.74,157.59,38,38,1,0,37,37,8,253,225,30,50.0,13.0,13.0,1.0,0.02631578947368421,0.8893280632411067,3.8461538461538463
2025-04,P02,S0085,421.61,380.81,31.61,19,19,1,0,18,17,3,135,127,4,17.0,4.0,4.0,0.9444444444444444,0.05263157894736842,0.9407407407407408,4.25
2025-04,P02,S0086,952.41,799.14,66.32000000000001,15,15,1,0,14,13,8,60,54,9,8.0,2.0,2.0,0.9285714285714286,0.06666666666666667,0.9,4.0
2025-04,P02,S0087,111.78,102.1,8.47,2,2,0,0,2,2,1,8,7,1,0.0,0.0,0.0,1.0,0.0,0.875,
2025-04,P02,S0088,1053.57,995.72,82.61999999999999,44,44,0,1,44,44,7,230,203,35,28.75,6.35,7.0,1.0,0.0,0.8826086956521739,4.52755905511811
2025-04,P02,S0089,200.62,160.26999999999998,13.3,11,11,2,0,9,8,4,64,62,8,0.0,0.0,0.0,0.8888888888888888,0.18181818181818182,0.96875,
2025-04,P02,S0090,2355.13,2014.58,167.20999999999998,77,77,3,3,74,72,6,348,301,46,68.0,17.0,17.0,0.972972972972973,0.03896103896103896,0.8649425287356322,4.0
2025-04,P02,S0091,80.53,77.87,6.46,2,2,0,0,2,2,0,14,13,1,0.0,0.0,0.0,1.0,0.0,0.9285714285714286,
2025-04,P02,S0092,123.51,119.05,9.88,2,2,0,0,2,2,0,10,8,2,0.0,0.0,0.0,1.0,0.0,0.8,
2025-04,P03,S0093,3130.96,2961.63,201.39,80,80,0,1,80,78,16,504,457,67,111.4,26.35,27.0,0.975,0.0,0.9067460317460317,4.227703984819734
2025-04,P03,S0094,197.82,189.36,12.870000000000001,4,4,0,0,4,4,2,24,24,6,0.0,0.0,0.0,1.0,0.0,1.0,
2025-04,P03,S0095,2994.86,2636.55,179.28,31,31,3,1,28,27,9,168,152,9,14.0,4.0,4.0,0.9642857142857143,0.0967741935483871,0.9047619047619048,3.5
2025-04,P03,S0096,20049.54,16134.24,1097.1,545,545,70,17,475,465,40,1020,975,102,586.55,143.05,145.0,0.9789473684210527,0.12844036697247707,0.9558823529411765,4.100314575323313
2025-04,P03,S0097,268.55999999999995,223.06000000000003,15.17,5,5,2,0,3,3,0,20,17,3,0.0,0.0,0.0,1.0,0.4,0.85,
2025-04,P03,S0098,5658.03,5052.04,343.55,158,157,9,4,149,147,30,570,528,68,265.95,59.4,62.0,0.9865771812080537,0.056962025316455694,0.9263157894736842,4.4772727272727275
2025-04,P03,S0099,10.55,10.49,0.71,1,1,0,0,1,1,1,4,4,0,0.0,0.0,0.0,1.0,0.0,1.0,
2025-04,P03,S0100,58.14,57.81,3.93,1,1,0,1,1,1,0,4,3,0,0.0,0.0,0.0,1.0,0.0,0.75,
2025-04,P03,S0101,237.01,143.25,9.75,7,7,1,0,6,6,2,25,22,1,0.0,0.0,0.0,1.0,0.14285714285714285,0.88,
2025-04,P03,S0102,2559.6,2412.59,164.04999999999998,53,53,1,2,52,50,13,600,506,87,41.0,10.0,10.0,0.9615384615384616,0.018867924528301886,0.8433333333333334,4.1
2025-04,P03,S0103,113.31,107.46,7.3100000000000005,2,2,0,0,2,2,0,6,6,0,0.0,0.0,0.0,1.0,0.0,1.0,
2025-04,P03,S0104,2025.6399999999999,1716.1,116.7,33,33,4,1,29,29,6,189,164,23,30.8,8.7,10.0,1.0,0.12121212121212122,0.8677248677248677,3.540229885057472
2025-04,P03,S0105,1307.82,1008.36,68.56,32,32,6,0,26,25,6,209,204,14,14.0,3.0,3.0,0.9615384615384616,0.1875,0.9760765550239234,4.666666666666667
2025-04,P03,S0106,144.01999999999998,101.8,6.92,2,2,1,0,1,1,0,14,11,1,0.0,0.0,0.0,1.0,0.5,0.7857142857142857,
2025-04,P03,S0107,1174.0500000000002,926.06,62.96,27,27,5,1,22,21,11,128,116,14,0.0,0.0,0.0,0.9545454545454546,0.18518518518518517,0.90625,
2025-04,P03,S0108,11134.26,10135.2,689.21,304,304,11,3,293,284,42,750,697,108,414.5,93.7,95.0,0.9692832764505119,0.03618421052631579,0.9293333333333333,4.4236926360725715
2025-04,P03,S0109,745.08,643.31,43.75,19,19,2,0,17,17,1,108,102,11,8.0,2.0,2.0,1.0,0.10526315789473684,0.9444444444444444,4.0
2025-04,P03,S0110,259.05,203.72000000000003,13.849999999999998,9,9,1,0,8,8,2,49,35,11,4.0,1.0,1.0,1.0,0.1111111111111111,0.7142857142857143,4.0
2025-04,P03,S0111,601.76,474.56,32.26,14,14,1,0,13,13,4,120,102,12,16.0,4.0,4.0,1.0,0.07142857142857142,0.85,4.0
2025-04,P03,S0112,4472.42,3745.02,254.63,126,126,10,3,116,114,25,420,398,24,128.25,31.4,34.0,0.9827586206896551,0.07936507936507936,0.9476190476190476,4.084394904458599
2025-04,P03,S0113,81.53999999999999,51.53,3.5100000000000002,4,4,1,0,3,3,1,36,30,1,0.0,0.0,0.0,1.0,0.25,0.8333333333333334,
2025-04,P03,S0114,915.87,853.3,58.03,14,14,0,0,14,14,7,110,106,6,4.0,1.0,1.0,1.0,0.0,0.9636363636363636,4.0
2025-04,P03,S0115,70.53,30.959999999999997,2.11,9,9,3,0,6,6,2,35,33,0,0.0,0.0,0.0,1.0,0.3333333333333333,0.9428571428571428,
2025-04,P03,S0116,833.74,772.5,52.519999999999996,18,18,0,1,18,18,4,120,117,22,17.0,4.0,4.0,1.0,0.0,0.975,4.25
2025-04,P03,S0117,644.11,594.92,40.459999999999994,6,6,1,0,5,4,3,54,52,13,4.0,1.0,1.0,0.8,0.16666666666666666,0.9629629629629629,4.0
2025-04,P03,S0118,1478.64,1143.8600000000001,77.77,29,29,4,0,25,24,6,247,217,32,10.0,2.0,2.0,0.96,0.13793103448275862,0.8785425101214575,5.0
2025-04,P03,S0119,81.57,77.8,5.29,2,2,0,0,2,2,0,12,12,3,4.0,1.0,1.0,1.0,0.0,1.0,4.0
2025-04,P03,S0120,1778.58,1086.27,73.88,42,42,7,1,35,35,7,375,365,49,42.0,10.0,10.0,1.0,0.16666666666666666,0.9733333333333334,4.2
2025-04,P03,S0121,678.2900000000001,637.4000000000001,43.34,14,14,0,0,14,14,3,165,147,24,11.0,3.0,3.0,1.0,0.0,0.8909090909090909,3.6666666666666665
2025-04,P03,S0122,75.28,50.949999999999996,3.46,4,4,2,0,2,2,0,16,12,1,0.0,0.0,0.0,1.0,0.5,0.75,
2025-05,P01,S0001,1383.75,1251.52,97.64,27,27,1,0,26,26,3,136,125,13,16.4,3.35,4.0,1.0,0.037037037037037035,0.9191176470588235,4.8955223880597005
2025-05,P01,S0002,145.18,137.32999999999998,10.71,6,6,0,0,6,6,1,42,38,2,0.0,0.0,0.0,1.0,0.0,0.9047619047619048,
2025-05,P01,S0003,307.57,253.4,19.77,7,7,1,0,6,6,1,35,28,3,0.0,0.0,0.0,1.0,0.14285714285714285,0.8,
2025-05,P01,S0004,64.67,60.120000000000005,4.6899999999999995,2,2,0,0,2,2,0,12,11,1,0.0,0.0,0.0,1.0,0.0,0.9166666666666666,
2025-05,P01,S0005,481.18,421.79999999999995,32.900000000000006,9,9,1,0,8,8,5,45,38,6,0.0,0.0,0.0,1.0,0.1111111111111111,0.8444444444444444,
2025-05,P01,S0006,318.33,300.78000000000003,23.47,10,10,0,1,10,10,1,64,56,6,5.0,1.0,1.0,1.0,0.0,0.875,5.0
2025-05,P01,S0007,641.8000000000001,571.16,44.55,11,11,1,0,10,9,4,88,81,13,8.0,2.0,2.0,0.9,0.09090909090909091,0.9204545454545454,4.0
2025-05,P01,S0009,2918.62,2366.0,184.58,51,51,5,0,46,45,9,540,482,58,47.0,11.0,11.0,0.9782608695652174,0.09803921568627451,0.8925925925925926,4.2727272727272725
2025-05,P01,S0010,65.73,60.63,4.73,1,1,0,0,1,1,0,4,4,0,0.0,0.0,0.0,1.0,0.0,1.0,
2025-05,P01,S0011,7636.0199999999995,7106.5,554.33,166,166,4,4,162,159,18,651,630,123,183.0,47.0,47.0,0.9814814814814815,0.024096385542168676,0.967741935483871,3.893617021276596
2025-05,P01,S0012,232.29,156.43,12.2,5,5,1,1,4,4,2,20,19,4,0.0,0.0,0.0,1.0,0.2,0.95,
2025-05,P01,S0013,1876.16,1771.76,138.2,44,44,1,2,43,43,12,247,240,32,15.0,4.0,4.0,1.0,0.022727272727272728,0.97165991902834,3.75
2025-05,P01,S0014,170.41,143.12,11.16,7,7,1,0,6,6,1,24,20,3,0.0,0.0,0.0,1.0,0.14285714285714285,0.8333333333333334,
2025-05,P01,S0015,718.58,675.7900000000001,52.72,8,8,1,1,7,7,1,64,57,5,0.0,0.0,0.0,1.0,0.125,0.890625,
2025-05,P01,S0016,13.120000000000001,0.0,0.0,2,2,2,0,0,0,0,6,5,2,0.0,0.0,0.0,,1.0,0.8333333333333334,
2025-05,P01,S0017,1462.87,1193.1100000000001,93.06,23,23,2,1,21,21,5,135,121,17,5.0,1.0,1.0,1.0,0.08695652173913043,0.8962962962962963,5.0
2025-05,P01,S0018,1359.18,1226.36,95.64,39,39,1,3,38,37,9,312,264,57,27.4,6.35,7.0,0.9736842105263158,0.02564102564102564,0.8461538461538461,4.31496062992126
2025-05,P01,S0019,6456.83,5558.5199999999995,433.51,159,159,20,5,139,137,22,651,631,93,165.4,39.35,40.0,0.9856115107913669,0.12578616352201258,0.9692780337941628,4.203303684879288
2025-05,P01,S0020,1359.6200000000001,1256.38,98.0,45,45,2,0,43,42,8,572,512,41,30.45,7.7,9.0,0.9767441860465116,0.044444444444444446,0.8951048951048951,3.954545454545454
2025-05,P01,S0021,914.95,762.61,59.49,22,22,3,0,19,19,10,224,202,37,12.0,3.0,3.0,1.0,0.13636363636363635,0.9017857142857143,4.0
2025-05,P01,S0022,51.83,49.94,3.8899999999999997,5,5,0,0,5,5,2,20,18,0,0.0,0.0,0.0,1.0,0.0,0.9,
2025-05,P01,S0023,1007.15,896.55,69.92,20,20,1,0,19,18,3,126,118,8,9.4,2.35,3.0,0.9473684210526315,0.05,0.9365079365079365,4.0
2025-05,P01,S0024,3789.86,2707.5299999999997,211.16,60,60,11,0,49,47,8,525,462,92,36.0,9.0,9.0,0.9591836734693877,0.18333333333333332,0.88,4.0
2025-05,P01,S0025,65.19999999999999,62.769999999999996,4.9,4,4,0,0,4,4,0,16,14,4,0.0,0.0,0.0,1.0,0.0,0.875,
2025-05,P01,S0026,722.81,610.63,47.620000000000005,17,17,3,1,14,14,7,78,74,15,0.0,0.0,0.0,1.0,0.17647058823529413,0.9487179487179487,
2025-05,P01,S0027,2100.8,1976.1599999999999,154.14,38,38,0,3,38,38,11,210,183,30,35.0,10.0,10.0,1.0,0.0,0.8714285714285714,3.5
2025-05,P01,S0028,238.81,227.22,17.72,5,5,0,0,5,5,1,28,24,3,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,
2025-05,P01,S0029,270.58,242.85,18.94,12,12,1,0,11,11,2,100,84,12,8.0,2.0,2.0,1.0,0.08333333333333333,0.84,4.0
2025-05,P01,S0030,174.20999999999998,167.10999999999999,13.04,8,8,0,0,8,8,0,54,48,14,9.0,2.0,2.0,1.0,0.0,0.8888888888888888,4.5
2025-05,P01,S0031,9270.99,8142.72,635.11,254,254,20,5,234,228,31,651,582,90,356.8,91.7,93.0,0.9743589743589743,0.07874015748031496,0.8940092165898618,3.890948745910578
2025-05,P01,S0032,427.48,365.75,28.53,9,9,1,1,8,7,1,40,34,6,0.0,0.0,0.0,0.875,0.1111111111111111,0.85,
2025-05,P01,S0033,4865.88,4526.3,353.0,91,91,2,2,89,89,13,420,400,70,107.4,26.35,27.0,1.0,0.02197802197802198,0.9523809523809523,4.075901328273245
2025-05,P01,S0034,41.0,39.04,3.04,2,2,0,0,2,1,0,8,6,0,0.0,0.0,0.0,0.5,0.0,0.75,
2025-05,P01,S0035,5897.95,5495.01,428.64,113,113,2,3,111,109,17,594,560,63,76.0,20.0,20.0,0.9819819819819819,0.017699115044247787,0.9427609427609428,3.8
2025-05,P01,S0036,1153.31,957.53,74.69,15,15,3,0,12,12,4,84,74,5,7.0,2.0,2.0,1.0,0.2,0.8809523809523809,3.5
2025-05,P01,S0037,934.29,872.25,68.04,21,21,1,0,20,20,3,85,79,3,13.0,3.0,3.0,1.0,0.047619047619047616,0.9294117647058824,4.333333333333333
2025-05,P01,S0038,998.55,947.53,73.9,17,17,0,0,17,16,7,98,87,18,12.0,3.0,3.0,0.9411764705882353,0.0,0.8877551020408163,4.0
2025-05,P01,S0039,20962.04,19811.81,1545.41,312,312,1,6,311,304,32,744,692,68,383.95,89.4,92.0,0.977491961414791,0.003205128205128205,0.9301075268817204,4.2947427293064875
2025-05,P01,S0040,739.99,668.56,52.16,28,28,2,0,26,26,7,170,168,31,16.0,4.0,4.0,1.0,0.07142857142857142,0.9882352941176471,4.0
2025-05,P01,S0041,400.5,376.70000000000005,29.39,8,8,0,0,8,8,2,80,73,16,8.0,2.0,2.0,1.0,0.0,0.9125,4.0
2025-05,P01,S0042,1454.66,1377.66,107.42999999999999,41,41,1,1,40,39,5,368,359,40,35.4,10.35,11.0,0.975,0.024390243902439025,0.9755434782608695,3.420289855072464
2025-05,P01,S0043,331.58,272.05,21.21,16,16,1,1,15,15,4,144,138,5,1.4,0.35,1.0,1.0,0.0625,0.9583333333333334,4.0
2025-05,P01,S0044,205.32999999999998,194.76,15.2,11,11,0,0,11,11,4,70,64,8,4.0,1.0,1.0,1.0,0.0,0.9142857142857143,4.0
2025-05,P01,S0045,621.3,394.0,30.74,15,15,4,1,11,11,1,84,83,1,0.0,0.0,0.0,1.0,0.26666666666666666,0.9880952380952381,
2025-05,P01,S0046,2637.27,2459.18,191.82999999999998,50,50,1,0,49,47,7,364,353,80,40.0,9.0,9.0,0.9591836734693877,0.02,0.9697802197802198,4.444444444444445
2025-05,P01,S0047,453.95,435.69,33.98,9,9,0,1,9,9,2,90,83,12,4.0,1.0,1.0,1.0,0.0,0.9222222222222223,4.0
2025-05,P01,S0048,4669.28,3317.76,258.79,140,140,31,4,109,107,40,372,339,72,142.0,36.0,36.0,0.981651376146789,0.22142857142857142,0.9112903225806451,3.9444444444444446
2025-05,P01,S0049,11719.83,10283.4,802.14,268,268,16,4,252,247,28,651,632,88,258.4,62.35,63.0,0.9801587301587301,0.05970149253731343,0.9708141321044547,4.144346431435444
2025-05,P01,S0050,1270.03,1036.68,80.84,48,48,2,1,46,46,15,364,336,30,33.75,8.35,9.0,1.0,0.041666666666666664,0.9230769230769231,4.041916167664671
2025-05,P02,S0051,2513.98,2270.44,188.42000000000002,81,81,3,4,78,74,19,713,637,95,107.4,25.35,26.0,0.9487179487179487,0.037037037037037035,0.8934081346423562,4.236686390532545
2025-05,P02,S0052,2106.87,1975.92,164.01,55,55,0,2,55,54,10,350,311,41,37.0,9.0,9.0,0.9818181818181818,0.0,0.8885714285714286,4.111111111111111
2025-05,P02,S0053,773.66,735.62,61.05,19,19,0,0,19,17,1,255,219,44,16.0,4.0,4.0,0.8947368421052632,0.0,0.8588235294117647,4.0
2025-05,P02,S0054,468.26,368.73,30.59,7,7,1,0,6,6,3,60,49,10,0.0,0.0,0.0,1.0,0.14285714285714285,0.8166666666666667,
2025-05,P02,S0055,2843.6,2352.05,195.22,50,50,8,1,42,41,4,442,427,42,55.4,11.35,12.0,0.9761904761904762,0.16,0.9660633484162896,4.881057268722467
2025-05,P02,S0056,769.79,649.45,53.89,24,24,3,0,21,19,8,256,230,30,13.0,3.0,3.0,0.9047619047619048,0.125,0.8984375,4.333333333333333
2025-05,P02,S0057,1046.99,990.02,82.18,15,15,0,0,15,13,3,98,90,14,16.0,4.0,4.0,0.8666666666666667,0.0,0.9183673469387755,4.0
2025-05,P02,S0058,91.52,86.46000000000001,7.18,2,2,0,0,2,2,2,14,10,3,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,
2025-05,P02,S0059,449.45,424.26,35.22,14,14,0,0,14,13,4,100,94,18,3.0,1.0,1.0,0.9285714285714286,0.0,0.94,3.0
2025-05,P02,S0060,1770.73,1642.0,136.26,42,42,1,2,41,40,14,312,277,36,43.0,11.0,11.0,0.975609756097561,0.023809523809523808,0.8878205128205128,3.909090909090909
2025-05,P02,S0061,447.97,394.34,32.72,20,20,3,0,17,17,2,135,119,21,0.0,0.0,0.0,1.0,0.15,0.8814814814814815,
2025-05,P02,S0062,1386.1299999999999,1139.29,94.56,24,24,3,3,21,21,5,136,119,17,11.0,3.0,3.0,1.0,0.125,0.875,3.6666666666666665
2025-05,P02,S0063,49.03,22.22,1.84,2,2,1,0,1,1,0,12,12,1,0.0,0.0,0.0,1.0,0.5,1.0,
2025-05,P02,S0064,305.53999999999996,286.36,23.78,5,5,0,0,5,5,1,35,32,2,0.0,0.0,0.0,1.0,0.0,0.9142857142857143,
2025-05,P02,S0065,136.29999999999998,111.61,9.27,4,4,1,0,3,3,2,28,26,1,0.0,0.0,0.0,1.0,0.25,0.9285714285714286,
2025-05,P02,S0066,68.97999999999999,62.66,5.1899999999999995,3,3,0,0,3,3,0,12,12,1,0.0,0.0,0.0,1.0,0.0,1.0,
2025-05,P02,S0067,59.71,56.7,4.71,3,3,0,0,3,3,0,30,21,1,0.0,0.0,0.0,1.0,0.0,0.7,
2025-05,P02,S0068,1279.6200000000001,1006.07,83.5,43,43,7,0,36,35,3,330,278,39,32.0,7.0,7.0,0.9722222222222222,0.16279069767441862,0.8424242424242424,4.571428571428571
2025-05,P02,S0069,93.33,87.24,7.25,4,4,0,0,4,4,0,32,28,4,0.0,0.0,0.0,1.0,0.0,0.875,
2025-05,P02,S0070,1039.82,982.0,81.49,15,15,0,0,15,14,2,104,95,28,8.0,2.0,2.0,0.9333333333333333,0.0,0.9134615384615384,4.0
2025-05,P02,S0071,1022.77,872.6500000000001,72.45,21,21,3,0,18,16,4,256,236,37,22.0,5.0,5.0,0.8888888888888888,0.14285714285714285,0.921875,4.4
2025-05,P02,S0072,950.66,804.38,66.78,18,18,2,2,16,16,4,154,143,21,4.0,1.0,1.0,1.0,0.1111111111111111,0.9285714285714286,4.0
2025-05,P02,S0073,398.12,189.45,15.72,8,8,3,0,5,5,0,42,39,8,8.0,2.0,2.0,1.0,0.375,0.9285714285714286,4.0
2025-05,P02,S0074,718.73,651.89,54.1,19,19,1,3,18,17,1,210,183,18,4.0,1.0,1.0,0.9444444444444444,0.05263157894736842,0.8714285714285714,4.0
2025-05,P02,S0075,4772.19,4183.89,347.28000000000003,114,114,7,3,107,102,13,513,491,49,113.0,26.0,26.0,0.9532710280373832,0.06140350877192982,0.9571150097465887,4.346153846153846
2025-05,P02,S0076,220.83,128.41,10.65,8,8,3,0,5,5,1,28,25,4,0.0,0.0,0.0,1.0,0.375,0.8928571428571429,
2025-05,P02,S0077,313.43,298.21,24.75,6,6,0,0,6,6,0,42,41,9,9.0,2.0,2.0,1.0,0.0,0.9761904761904762,4.5
2025-05,P02,S0078,7057.26,6423.92,533.13,189,189,4,7,185,180,17,713,617,75,283.2,72.05,74.0,0.972972972972973,0.021164021164021163,0.8653576437587658,3.9306037473976407
2025-05,P02,S0079,1377.02,1268.97,105.33,34,34,1,0,33,32,6,252,205,33,23.0,5.0,5.0,0.9696969696969697,0.029411764705882353,0.8134920634920635,4.6
2025-05,P02,S0080,309.44,295.77,24.549999999999997,3,3,0,0,3,3,2,21,16,0,0.0,0.0,0.0,1.0,0.0,0.7619047619047619,
2025-05,P02,S0081,4695.4,4230.8,351.15,112,112,5,4,107,103,21,348,332,64,135.0,36.0,36.0,0.9626168224299065,0.044642857142857144,0.9540229885057471,3.75
2025-05,P02,S0082,598.45,567.05,47.04,33,33,0,1,33,33,15,234,210,37,20.05,5.35,6.0,1.0,0.0,0.8974358974358975,3.7476635514018697
2025-05,P02,S0083,1527.24,1247.92,103.57000000000001,29,29,3,0,26,26,7,221,218,39,28.0,7.0,7.0,1.0,0.10344827586206896,0.9864253393665159,4.0
2025-05,P02,S0084,1972.48,1652.95,137.22,42,42,3,1,39,38,12,275,237,36,29.0,7.0,7.0,0.9743589743589743,0.07142857142857142,0.8618181818181818,4.142857142857143
2025-05,P02,S0085,702.1,650.56,54.01,18,18,0,1,18,17,3,117,110,5,8.0,2.0,2.0,0.9444444444444444,0.0,0.9401709401709402,4.0
2025-05,P02,S0086,779.61,633.14,52.56,16,16,2,0,14,14,5,75,69,6,0.0,0.0,0.0,1.0,0.125,0.92,
2025-05,P02,S0087,81.47,79.38,6.59,1,1,0,0,1,1,0,4,4,3,0.0,0.0,0.0,1.0,0.0,1.0,
2025-05,P02,S0088,1378.4,1302.64,108.11,47,47,0,0,47,46,5,230,199,25,33.75,7.35,8.0,0.9787234042553191,0.0,0.8652173913043478,4.591836734693878
2025-05,P02,S0089,195.56,183.27,15.219999999999999,7,7,0,0,7,7,2,56,54,8,0.0,0.0,0.0,1.0,0.0,0.9642857142857143,
2025-05,P02,S0090,2894.11,2549.5299999999997,211.53,94,94,5,2,89,88,10,372,338,60,98.8,24.7,26.0,0.9887640449438202,0.05319148936170213,0.9086021505376344,4.0
2025-05,P02,S0091,202.46,192.18999999999997,15.95,7,7,0,0,7,7,0,42,38,11,0.0,0.0,0.0,1.0,0.0,0.9047619047619048,
2025-05,P02,S0092,8.13,8.08,0.67,1,1,0,0,1,1,0,5,4,0,0.0,0.0,0.0,1.0,0.0,0.8,
2025-05,P03,S0093,3086.85,2748.37,186.89,84,84,5,5,79,79,10,522,475,68,100.15,24.7,26.0,1.0,0.05952380952380952,0.9099616858237548,4.054655870445345
2025-05,P03,S0094,80.39,76.3,5.19,3,3,0,0,3,3,2,18,18,2,0.0,0.0,0.0,1.0,0.0,1.0,
2025-05,P03,S0095,2674.55,2532.49,172.2,30,30,1,0,29,26,4,152,133,13,4.0,1.0,1.0,0.896551724137931,0.03333333333333333,0.875,4.0
2025-05,P03,S0096,21403.58,18014.91,1225.03,600,600,67,12,533,516,50,1054,1019,104,625.45,151.45,156.0,0.9681050656660413,0.11166666666666666,0.9667931688804554,4.129745790689998
2025-05,P03,S0097,229.45999999999998,219.57,14.93,4,4,0,0,4,4,1,20,17,0,0.0,0.0,0.0,1.0,0.0,0.85,
2025-05,P03,S0098,6345.75,5601.81,380.93,183,183,15,5,168,163,27,589,549,83,268.0,61.0,61.0,0.9702380952380952,0.08196721311475409,0.9320882852292021,4.39344262295082
2025-05,P03,S0099,57.7,53.93,3.67,5,5,0,0,5,5,1,20,18,0,0.0,0.0,0.0,1.0,0.0,0.9,
2025-05,P03,S0101,207.84,159.25,10.83,6,6,1,0,5,5,3,30,29,2,4.0,1.0,1.0,1.0,0.16666666666666666,0.9666666666666667,4.0
2025-05,P03,S0102,2712.0299999999997,2525.65,171.73,60,60,1,0,59,56,10,648,531,95,48.0,12.0,12.0,0.9491525423728814,0.016666666666666666,0.8194444444444444,4.0
2025-05,P03,S0104,1952.82,1778.8600000000001,120.95,37,37,3,1,34,32,8,216,185,20,25.05,6.35,7.0,0.9411764705882353,0.08108108108108109,0.8564814814814815,3.94488188976378
2025-05,P03,S0105,782.49,736.64,50.09,21,21,2,0,19,19,3,187,182,14,34.0,8.0,8.0,1.0,0.09523809523809523,0.9732620320855615,4.25
2025-05,P03,S0106,409.64,230.60999999999999,15.68,5,5,1,0,4,4,2,28,25,7,0.0,0.0,0.0,1.0,0.2,0.8928571428571429,
2025-05,P03,S0107,607.62,515.7,35.1,23,23,2,0,21,20,5,152,143,17,28.0,7.0,7.0,0.9523809523809523,0.08695652173913043,0.9407894736842105,4.0
2025-05,P03,S0108,10805.63,9847.93,669.58,309,309,9,7,300,290,54,775,722,93,384.9,87.05,89.0,0.9666666666666667,0.02912621359223301,0.9316129032258065,4.421596783457783
2025-05,P03,S0109,401.89,339.89,23.1,11,11,2,0,9,9,4,72,64,6,1.4,0.35,1.0,1.0,0.18181818181818182,0.8888888888888888,4.0
