date,campaign_key,channel_key,paid_organic,spend,impressions,clicks,leads,conversions,new_customers,revenue,gross_profit,month_key,year,month,week_start
2025-06-06,CP006,CH02,Paid,783.61,8232,521,51,6,4,979.89,657.48,2025-06,2025,6,2025-06-02
2025-06-06,CP007,CH03,Paid,361.6,9373,439,24,2,2,259.58,175.49,2025-06,2025,6,2025-06-02
2025-06-06,CP008,CH03,Paid,516.74,12215,512,27,1,0,126.69,75.93,2025-06,2025,6,2025-06-02
2025-06-06,CP009,CH04,Paid,276.77,800,56,2,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-06,CP010,CH04,Paid,309.25,1841,59,4,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-06,CP011,CH05,Paid,336.35,9090,469,23,2,2,295.09,179.22,2025-06,2025,6,2025-06-02
2025-06-06,CP012,CH05,Paid,250.68,5167,360,18,2,2,279.18,156.78,2025-06,2025,6,2025-06-02
2025-06-06,CP013,CH06,Paid,182.69,4630,187,20,7,5,1151.36,776.5,2025-06,2025,6,2025-06-02
2025-06-06,CP014,CH06,Paid,146.49,4096,160,17,2,2,331.66,190.63,2025-06,2025,6,2025-06-02
2025-06-06,CP015,CH07,Organic,75.54,2585,204,40,11,6,2531.92,1594.85,2025-06,2025,6,2025-06-02
2025-06-06,CP016,CH07,Organic,65.04,2930,188,22,11,5,2372.43,1320.24,2025-06,2025,6,2025-06-02
2025-06-06,CP017,CH08,Organic,28.57,5711,165,38,11,4,1618.09,882.2,2025-06,2025,6,2025-06-02
2025-06-06,CP018,CH08,Organic,40.34,5498,193,54,21,7,2788.39,1778.19,2025-06,2025,6,2025-06-02
2025-06-06,CP019,CH09,Organic,60.16,9504,313,50,12,4,2134.53,1232.31,2025-06,2025,6,2025-06-02
2025-06-06,CP020,CH09,Organic,51.17,3088,239,39,13,3,2454.52,1473.29,2025-06,2025,6,2025-06-02
2025-06-06,CP021,CH10,Organic,121.87,4130,244,39,12,6,3088.21,1932.68,2025-06,2025,6,2025-06-02
2025-06-06,CP022,CH10,Organic,101.24,3338,211,28,10,7,2176.26,1248.88,2025-06,2025,6,2025-06-02
2025-06-06,CP023,CH10,Organic,111.92,4560,214,37,11,7,3473.05,1926.08,2025-06,2025,6,2025-06-02
2025-06-07,CP001,CH01,Paid,675.16,6607,339,35,4,3,845.3,478.5,2025-06,2025,6,2025-06-02
2025-06-07,CP002,CH01,Paid,702.04,8143,453,65,10,8,2447.89,1557.88,2025-06,2025,6,2025-06-02
2025-06-07,CP003,CH01,Paid,591.22,5156,294,35,6,4,1375.5,756.64,2025-06,2025,6,2025-06-02
2025-06-07,CP004,CH02,Paid,581.19,8208,353,18,1,1,169.08,94.92,2025-06,2025,6,2025-06-02
2025-06-07,CP005,CH02,Paid,329.39,3854,198,17,3,1,537.96,332.08,2025-06,2025,6,2025-06-02
2025-06-07,CP006,CH02,Paid,457.97,6345,316,29,1,1,159.54,88.44,2025-06,2025,6,2025-06-02
2025-06-07,CP007,CH03,Paid,234.51,4072,250,20,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-07,CP008,CH03,Paid,294.19,3825,295,15,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-07,CP009,CH04,Paid,202.19,641,44,4,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-07,CP010,CH04,Paid,134.65,973,27,0,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-07,CP011,CH05,Paid,186.54,8794,262,6,1,1,127.53,77.42,2025-06,2025,6,2025-06-02
2025-06-07,CP012,CH05,Paid,199.86,7187,268,7,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-07,CP013,CH06,Paid,112.11,4093,109,9,1,1,186.68,108.85,2025-06,2025,6,2025-06-02
2025-06-07,CP014,CH06,Paid,108.16,1338,110,16,3,2,508.27,314.98,2025-06,2025,6,2025-06-02
2025-06-07,CP015,CH07,Organic,42.47,4948,127,19,7,5,1548.21,842.29,2025-06,2025,6,2025-06-02
2025-06-07,CP016,CH07,Organic,72.75,5737,201,15,3,1,744.7,452.49,2025-06,2025,6,2025-06-02
2025-06-07,CP017,CH08,Organic,21.74,1814,105,26,8,3,1261.17,729.6,2025-06,2025,6,2025-06-02
2025-06-07,CP018,CH08,Organic,36.14,4271,194,45,6,5,961.5,645.33,2025-06,2025,6,2025-06-02
2025-06-07,CP019,CH09,Organic,61.94,8189,359,73,18,4,3395.86,2301.21,2025-06,2025,6,2025-06-02
2025-06-07,CP020,CH09,Organic,40.24,4670,232,43,12,7,2187.17,1325.16,2025-06,2025,6,2025-06-02
2025-06-07,CP021,CH10,Organic,69.18,2033,142,23,10,5,2451.26,1591.97,2025-06,2025,6,2025-06-02
2025-06-07,CP022,CH10,Organic,58.55,3051,109,24,6,1,1387.73,941.39,2025-06,2025,6,2025-06-02
2025-06-07,CP023,CH10,Organic,58.11,1952,105,23,5,3,1440.8,801.97,2025-06,2025,6,2025-06-02
2025-06-08,CP001,CH01,Paid,658.98,5763,382,34,6,5,1478.38,867.59,2025-06,2025,6,2025-06-02
2025-06-08,CP002,CH01,Paid,703.63,4409,370,53,8,1,1831.26,1123.24,2025-06,2025,6,2025-06-02
2025-06-08,CP003,CH01,Paid,507.65,7041,307,33,6,1,1231.76,736.36,2025-06,2025,6,2025-06-02
2025-06-08,CP004,CH02,Paid,587.42,5874,441,32,2,1,306.25,195.3,2025-06,2025,6,2025-06-02
2025-06-08,CP005,CH02,Paid,395.8,11342,330,23,1,1,154.46,94.03,2025-06,2025,6,2025-06-02
2025-06-08,CP006,CH02,Paid,468.89,4772,295,16,1,1,172.14,114.62,2025-06,2025,6,2025-06-02
2025-06-08,CP007,CH03,Paid,251.49,3379,247,12,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-08,CP008,CH03,Paid,341.48,6521,289,20,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-08,CP009,CH04,Paid,191.87,445,29,0,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-08,CP010,CH04,Paid,223.57,1500,43,2,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-08,CP011,CH05,Paid,232.44,4380,344,24,1,1,143.7,88.59,2025-06,2025,6,2025-06-02
2025-06-08,CP012,CH05,Paid,134.56,5675,197,6,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-08,CP013,CH06,Paid,124.27,2169,94,13,3,3,550.79,347.47,2025-06,2025,6,2025-06-02
2025-06-08,CP014,CH06,Paid,108.21,1401,95,5,0,0,0.0,0.0,2025-06,2025,6,2025-06-02
2025-06-08,CP015,CH07,Organic,57.5,3084,183,30,10,4,1897.84,1269.64,2025-06,2025,6,2025-06-02
2025-06-08,CP016,CH07,Organic,62.76,4003,201,32,10,6,2137.06,1419.68,2025-06,2025,6,2025-06-02
2025-06-08,CP017,CH08,Organic,27.72,1784,139,31,4,3,598.99,336.65,2025-06,2025,6,2025-06-02
2025-06-08,CP018,CH08,Organic,37.6,7112,184,44,21,5,3160.08,2148.6,2025-06,2025,6,2025-06-02
2025-06-08,CP019,CH09,Organic,49.28,6680,296,56,16,7,3358.22,1873.12,2025-06,2025,6,2025-06-02
2025-06-08,CP020,CH09,Organic,52.34,4346,294,53,11,4,2205.63,1399.75,2025-06,2025,6,2025-06-02
2025-06-08,CP021,CH10,Organic,71.47,3119,152,18,5,3,1501.67,998.92,2025-06,2025,6,2025-06-02
2025-06-08,CP022,CH10,Organic,66.84,2022,127,18,4,2,928.61,619.26,2025-06,2025,6,2025-06-02
2025-06-08,CP023,CH10,Organic,115.32,7224,250,47,14,9,3705.51,2354.37,2025-06,2025,6,2025-06-02
2025-06-09,CP001,CH01,Paid,893.76,12322,565,87,16,9,3358.2,1968.07,2025-06,2025,6,2025-06-09
2025-06-09,CP002,CH01,Paid,1241.42,10682,626,89,20,16,4296.38,2352.35,2025-06,2025,6,2025-06-09
2025-06-09,CP003,CH01,Paid,1037.53,7020,516,68,8,1,1753.0,1150.22,2025-06,2025,6,2025-06-09
2025-06-09,CP004,CH02,Paid,747.12,19755,576,41,1,0,183.73,100.6,2025-06,2025,6,2025-06-09
2025-06-09,CP005,CH02,Paid,532.02,10508,355,24,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-09,CP006,CH02,Paid,753.44,19433,586,50,5,5,856.65,568.37,2025-06,2025,6,2025-06-09
2025-06-09,CP007,CH03,Paid,334.01,4463,293,15,1,1,124.79,81.74,2025-06,2025,6,2025-06-09
2025-06-09,CP008,CH03,Paid,416.13,4791,396,36,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-09,CP009,CH04,Paid,279.88,719,48,2,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-09,CP010,CH04,Paid,339.64,947,67,9,1,1,462.85,272.03,2025-06,2025,6,2025-06-09
2025-06-09,CP011,CH05,Paid,224.48,3282,261,19,2,1,296.92,191.58,2025-06,2025,6,2025-06-09
2025-06-09,CP012,CH05,Paid,304.14,11985,427,23,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-09,CP013,CH06,Paid,157.96,2069,124,11,2,1,394.15,262.0,2025-06,2025,6,2025-06-09
2025-06-09,CP014,CH06,Paid,145.86,5429,153,14,4,2,738.0,499.38,2025-06,2025,6,2025-06-09
2025-06-09,CP015,CH07,Organic,70.56,6957,187,28,9,4,1905.25,1241.19,2025-06,2025,6,2025-06-09
2025-06-09,CP016,CH07,Organic,78.79,2776,224,27,7,6,1255.73,800.51,2025-06,2025,6,2025-06-09
2025-06-09,CP017,CH08,Organic,45.35,7928,231,48,20,5,3234.13,2099.76,2025-06,2025,6,2025-06-09
2025-06-09,CP018,CH08,Organic,56.0,3840,279,62,14,8,2148.23,1354.59,2025-06,2025,6,2025-06-09
2025-06-09,CP019,CH09,Organic,50.66,5776,244,58,12,2,2533.99,1615.54,2025-06,2025,6,2025-06-09
2025-06-09,CP020,CH09,Organic,49.32,3275,235,52,17,3,3441.62,2101.89,2025-06,2025,6,2025-06-09
2025-06-09,CP021,CH10,Organic,127.13,3532,237,52,14,6,3514.45,2369.07,2025-06,2025,6,2025-06-09
2025-06-09,CP022,CH10,Organic,86.6,5740,165,20,5,4,1361.57,759.44,2025-06,2025,6,2025-06-09
2025-06-09,CP023,CH10,Organic,79.29,2151,152,25,6,2,1750.81,982.11,2025-06,2025,6,2025-06-09
2025-06-10,CP001,CH01,Paid,1439.61,20583,814,123,14,7,3453.24,2054.26,2025-06,2025,6,2025-06-09
2025-06-10,CP002,CH01,Paid,965.83,7588,500,67,14,10,3056.99,1785.86,2025-06,2025,6,2025-06-09
2025-06-10,CP003,CH01,Paid,767.2,4853,383,46,7,5,1593.34,914.54,2025-06,2025,6,2025-06-09
2025-06-10,CP004,CH02,Paid,722.32,8672,496,44,3,3,511.92,283.61,2025-06,2025,6,2025-06-09
2025-06-10,CP005,CH02,Paid,472.88,8181,336,15,3,1,470.28,262.17,2025-06,2025,6,2025-06-09
2025-06-10,CP006,CH02,Paid,788.02,10053,536,47,2,1,309.59,186.59,2025-06,2025,6,2025-06-09
2025-06-10,CP007,CH03,Paid,330.1,7607,302,21,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-10,CP008,CH03,Paid,458.73,5405,413,28,3,3,365.11,199.66,2025-06,2025,6,2025-06-09
2025-06-10,CP009,CH04,Paid,256.21,1246,42,7,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-10,CP010,CH04,Paid,307.07,2313,67,13,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-10,CP011,CH05,Paid,270.68,7245,397,22,1,1,146.07,91.32,2025-06,2025,6,2025-06-09
2025-06-10,CP012,CH05,Paid,199.74,4902,278,14,1,1,163.3,92.45,2025-06,2025,6,2025-06-09
2025-06-10,CP013,CH06,Paid,202.2,2350,181,23,1,0,186.87,115.1,2025-06,2025,6,2025-06-09
2025-06-10,CP014,CH06,Paid,152.14,1852,131,14,3,1,471.77,293.55,2025-06,2025,6,2025-06-09
2025-06-10,CP015,CH07,Organic,58.27,2919,143,10,1,1,203.83,117.61,2025-06,2025,6,2025-06-09
2025-06-10,CP016,CH07,Organic,89.55,9004,287,44,14,10,3009.46,1790.91,2025-06,2025,6,2025-06-09
2025-06-10,CP017,CH08,Organic,35.29,3115,159,31,9,5,1398.71,923.85,2025-06,2025,6,2025-06-09
2025-06-10,CP018,CH08,Organic,40.53,3181,200,30,8,3,1205.5,689.88,2025-06,2025,6,2025-06-09
2025-06-10,CP019,CH09,Organic,66.35,7201,381,64,14,6,2715.2,1582.28,2025-06,2025,6,2025-06-09
2025-06-10,CP020,CH09,Organic,57.67,5408,341,57,20,6,3554.96,2198.04,2025-06,2025,6,2025-06-09
2025-06-10,CP021,CH10,Organic,100.75,4367,204,38,14,8,3407.71,2131.58,2025-06,2025,6,2025-06-09
2025-06-10,CP022,CH10,Organic,56.23,2404,122,24,4,2,966.96,654.73,2025-06,2025,6,2025-06-09
2025-06-10,CP023,CH10,Organic,113.83,3098,217,36,9,4,2292.91,1494.49,2025-06,2025,6,2025-06-09
2025-06-11,CP001,CH01,Paid,849.31,5159,410,56,6,1,1132.24,707.7,2025-06,2025,6,2025-06-09
2025-06-11,CP002,CH01,Paid,1360.64,8952,716,112,24,14,4672.87,2557.33,2025-06,2025,6,2025-06-09
2025-06-11,CP003,CH01,Paid,873.43,6125,471,68,8,3,1814.71,1076.58,2025-06,2025,6,2025-06-09
2025-06-11,CP004,CH02,Paid,660.64,7458,494,43,1,0,155.31,96.76,2025-06,2025,6,2025-06-09
2025-06-11,CP005,CH02,Paid,451.95,7689,295,23,2,2,358.28,231.52,2025-06,2025,6,2025-06-09
2025-06-11,CP006,CH02,Paid,742.67,11266,523,35,2,2,318.93,193.62,2025-06,2025,6,2025-06-09
2025-06-11,CP007,CH03,Paid,389.62,11166,360,18,1,1,130.38,77.25,2025-06,2025,6,2025-06-09
2025-06-11,CP008,CH03,Paid,457.09,15116,430,32,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-11,CP009,CH04,Paid,205.99,788,43,6,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-11,CP010,CH04,Paid,365.47,2592,68,9,1,1,509.4,319.02,2025-06,2025,6,2025-06-09
2025-06-11,CP011,CH05,Paid,321.48,6531,464,20,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-11,CP012,CH05,Paid,209.12,5412,290,13,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-11,CP013,CH06,Paid,238.03,4623,207,18,4,3,723.64,420.58,2025-06,2025,6,2025-06-09
2025-06-11,CP014,CH06,Paid,147.45,2019,130,15,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-11,CP015,CH07,Organic,97.58,7410,270,41,3,2,583.22,361.0,2025-06,2025,6,2025-06-09
2025-06-11,CP016,CH07,Organic,99.42,10447,298,45,14,10,3035.89,1974.24,2025-06,2025,6,2025-06-09
2025-06-11,CP017,CH08,Organic,36.26,2598,164,27,13,4,1951.16,1145.54,2025-06,2025,6,2025-06-09
2025-06-11,CP018,CH08,Organic,62.85,3779,302,51,16,5,2485.77,1663.34,2025-06,2025,6,2025-06-09
2025-06-11,CP019,CH09,Organic,81.83,6163,452,52,11,6,1953.44,1176.15,2025-06,2025,6,2025-06-09
2025-06-11,CP020,CH09,Organic,59.01,10089,314,51,10,5,2208.6,1483.38,2025-06,2025,6,2025-06-09
2025-06-11,CP021,CH10,Organic,70.98,1638,135,22,9,5,2316.28,1384.67,2025-06,2025,6,2025-06-09
2025-06-11,CP022,CH10,Organic,85.97,2821,151,18,4,1,992.61,621.0,2025-06,2025,6,2025-06-09
2025-06-11,CP023,CH10,Organic,105.23,7429,212,37,8,5,1934.06,1083.1,2025-06,2025,6,2025-06-09
2025-06-12,CP001,CH01,Paid,1173.49,9448,709,89,22,15,4995.51,3080.68,2025-06,2025,6,2025-06-09
2025-06-12,CP002,CH01,Paid,1222.19,22521,653,80,9,4,2223.74,1313.32,2025-06,2025,6,2025-06-09
2025-06-12,CP003,CH01,Paid,846.35,5512,403,49,10,6,2159.59,1315.89,2025-06,2025,6,2025-06-09
2025-06-12,CP004,CH02,Paid,801.54,7915,591,62,3,3,484.31,305.24,2025-06,2025,6,2025-06-09
2025-06-12,CP005,CH02,Paid,615.55,9075,453,37,5,4,849.83,529.85,2025-06,2025,6,2025-06-09
2025-06-12,CP006,CH02,Paid,676.48,8754,458,29,2,2,298.56,173.3,2025-06,2025,6,2025-06-09
2025-06-12,CP007,CH03,Paid,360.88,11547,356,30,1,1,124.62,71.7,2025-06,2025,6,2025-06-09
2025-06-12,CP008,CH03,Paid,427.26,8394,359,18,1,1,125.5,70.04,2025-06,2025,6,2025-06-09
2025-06-12,CP009,CH04,Paid,322.79,939,57,4,1,1,414.84,266.26,2025-06,2025,6,2025-06-09
2025-06-12,CP010,CH04,Paid,254.84,936,50,10,2,1,780.09,469.16,2025-06,2025,6,2025-06-09
2025-06-12,CP011,CH05,Paid,277.83,5781,437,17,1,1,127.48,72.54,2025-06,2025,6,2025-06-09
2025-06-12,CP012,CH05,Paid,221.54,11658,305,10,1,0,147.91,88.61,2025-06,2025,6,2025-06-09
2025-06-12,CP013,CH06,Paid,249.5,3582,237,24,1,1,149.63,86.11,2025-06,2025,6,2025-06-09
2025-06-12,CP014,CH06,Paid,143.69,2858,137,13,1,0,179.6,113.91,2025-06,2025,6,2025-06-09
2025-06-12,CP015,CH07,Organic,61.12,2972,193,19,8,6,1644.99,1105.07,2025-06,2025,6,2025-06-09
2025-06-12,CP016,CH07,Organic,92.04,5237,256,40,13,5,2954.38,1931.68,2025-06,2025,6,2025-06-09
2025-06-12,CP017,CH08,Organic,43.84,2238,173,44,10,6,1495.69,913.02,2025-06,2025,6,2025-06-09
2025-06-12,CP018,CH08,Organic,41.53,3996,224,39,12,2,1663.09,927.42,2025-06,2025,6,2025-06-09
2025-06-12,CP019,CH09,Organic,70.76,4712,344,63,21,10,4957.11,2814.96,2025-06,2025,6,2025-06-09
2025-06-12,CP020,CH09,Organic,56.05,12732,357,65,21,8,4302.52,2768.28,2025-06,2025,6,2025-06-09
2025-06-12,CP021,CH10,Organic,120.69,3589,272,38,10,5,2094.61,1418.98,2025-06,2025,6,2025-06-09
2025-06-12,CP022,CH10,Organic,69.13,5192,155,32,9,6,2489.59,1350.09,2025-06,2025,6,2025-06-09
2025-06-12,CP023,CH10,Organic,108.55,9030,228,43,11,4,2904.89,1886.32,2025-06,2025,6,2025-06-09
2025-06-13,CP001,CH01,Paid,893.14,7458,531,75,9,7,2187.48,1405.08,2025-06,2025,6,2025-06-09
2025-06-13,CP002,CH01,Paid,1017.47,6382,473,61,11,8,1925.79,1192.79,2025-06,2025,6,2025-06-09
2025-06-13,CP003,CH01,Paid,915.62,15309,433,50,14,5,3426.86,1962.92,2025-06,2025,6,2025-06-09
2025-06-13,CP004,CH02,Paid,726.0,20302,521,45,5,2,784.68,518.84,2025-06,2025,6,2025-06-09
2025-06-13,CP005,CH02,Paid,587.35,15941,413,39,3,2,594.01,337.4,2025-06,2025,6,2025-06-09
2025-06-13,CP006,CH02,Paid,822.49,8901,637,54,2,2,349.02,221.19,2025-06,2025,6,2025-06-09
2025-06-13,CP007,CH03,Paid,259.75,3002,208,14,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-13,CP008,CH03,Paid,522.42,14348,495,34,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-13,CP009,CH04,Paid,293.3,1536,56,4,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-13,CP010,CH04,Paid,331.83,650,55,2,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-13,CP011,CH05,Paid,241.53,4289,357,12,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-13,CP012,CH05,Paid,197.22,9268,276,19,1,1,124.95,77.48,2025-06,2025,6,2025-06-09
2025-06-13,CP013,CH06,Paid,156.71,3875,175,14,2,2,314.15,176.32,2025-06,2025,6,2025-06-09
2025-06-13,CP014,CH06,Paid,159.8,3094,151,10,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-13,CP015,CH07,Organic,86.93,3139,230,40,13,6,2539.94,1679.33,2025-06,2025,6,2025-06-09
2025-06-13,CP016,CH07,Organic,124.38,4581,353,67,15,4,3031.4,1948.24,2025-06,2025,6,2025-06-09
2025-06-13,CP017,CH08,Organic,39.01,8087,212,41,20,12,2933.69,1610.29,2025-06,2025,6,2025-06-09
2025-06-13,CP018,CH08,Organic,59.67,4092,301,53,13,4,1968.5,1228.36,2025-06,2025,6,2025-06-09
2025-06-13,CP019,CH09,Organic,55.09,7877,301,58,16,7,3389.96,1914.67,2025-06,2025,6,2025-06-09
2025-06-13,CP020,CH09,Organic,58.27,4945,340,59,13,4,2976.47,1639.49,2025-06,2025,6,2025-06-09
2025-06-13,CP021,CH10,Organic,119.9,4831,247,43,12,4,2998.11,1685.93,2025-06,2025,6,2025-06-09
2025-06-13,CP022,CH10,Organic,76.04,5741,152,23,9,3,2242.35,1329.0,2025-06,2025,6,2025-06-09
2025-06-13,CP023,CH10,Organic,126.25,6804,290,54,16,5,3633.36,2462.98,2025-06,2025,6,2025-06-09
2025-06-14,CP001,CH01,Paid,733.45,5847,404,53,11,7,2284.25,1345.45,2025-06,2025,6,2025-06-09
2025-06-14,CP002,CH01,Paid,735.7,6522,335,43,6,5,1429.16,900.21,2025-06,2025,6,2025-06-09
2025-06-14,CP003,CH01,Paid,540.71,4641,266,34,6,5,1220.32,709.12,2025-06,2025,6,2025-06-09
2025-06-14,CP004,CH02,Paid,525.37,10846,359,31,1,1,165.54,109.67,2025-06,2025,6,2025-06-09
2025-06-14,CP005,CH02,Paid,444.51,4319,290,20,1,1,152.05,95.17,2025-06,2025,6,2025-06-09
2025-06-14,CP006,CH02,Paid,449.48,7066,299,27,3,1,476.47,260.68,2025-06,2025,6,2025-06-09
2025-06-14,CP007,CH03,Paid,259.33,2734,231,20,2,2,231.99,150.02,2025-06,2025,6,2025-06-09
2025-06-14,CP008,CH03,Paid,370.65,6756,309,23,1,1,140.23,86.14,2025-06,2025,6,2025-06-09
2025-06-14,CP009,CH04,Paid,208.15,520,41,2,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-14,CP010,CH04,Paid,225.19,639,47,7,1,1,462.06,271.68,2025-06,2025,6,2025-06-09
2025-06-14,CP011,CH05,Paid,189.61,5410,242,20,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-14,CP012,CH05,Paid,158.0,8272,214,13,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-14,CP013,CH06,Paid,143.54,1606,128,15,2,1,396.08,249.2,2025-06,2025,6,2025-06-09
2025-06-14,CP014,CH06,Paid,82.89,1061,84,6,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-14,CP015,CH07,Organic,49.75,2705,126,15,3,2,587.04,362.06,2025-06,2025,6,2025-06-09
2025-06-14,CP016,CH07,Organic,60.52,2466,153,24,6,4,1191.48,717.8,2025-06,2025,6,2025-06-09
2025-06-14,CP017,CH08,Organic,22.63,1511,112,25,11,3,1678.24,993.39,2025-06,2025,6,2025-06-09
2025-06-14,CP018,CH08,Organic,37.47,2784,179,56,14,5,2215.95,1489.69,2025-06,2025,6,2025-06-09
2025-06-14,CP019,CH09,Organic,58.32,4251,317,53,19,6,3868.58,2135.94,2025-06,2025,6,2025-06-09
2025-06-14,CP020,CH09,Organic,47.34,3831,280,49,15,5,3023.05,1637.29,2025-06,2025,6,2025-06-09
2025-06-14,CP021,CH10,Organic,82.24,3294,151,22,8,4,2094.91,1164.71,2025-06,2025,6,2025-06-09
2025-06-14,CP022,CH10,Organic,61.7,2666,134,20,7,3,1626.87,1010.85,2025-06,2025,6,2025-06-09
2025-06-14,CP023,CH10,Organic,84.93,2820,193,37,11,6,2940.29,1937.73,2025-06,2025,6,2025-06-09
2025-06-15,CP001,CH01,Paid,723.7,6816,360,50,17,8,3785.48,2535.1,2025-06,2025,6,2025-06-09
2025-06-15,CP002,CH01,Paid,473.14,3921,264,27,10,9,2120.26,1262.28,2025-06,2025,6,2025-06-09
2025-06-15,CP003,CH01,Paid,431.81,4747,217,28,4,3,863.3,493.32,2025-06,2025,6,2025-06-09
2025-06-15,CP004,CH02,Paid,446.12,4647,338,22,2,2,297.07,180.73,2025-06,2025,6,2025-06-09
2025-06-15,CP005,CH02,Paid,405.98,4090,341,35,1,1,156.61,92.04,2025-06,2025,6,2025-06-09
2025-06-15,CP006,CH02,Paid,425.82,9259,305,22,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-15,CP007,CH03,Paid,283.82,8887,236,27,1,0,157.79,86.3,2025-06,2025,6,2025-06-09
2025-06-15,CP008,CH03,Paid,273.23,3623,262,22,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-15,CP009,CH04,Paid,201.71,468,39,3,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-15,CP010,CH04,Paid,152.42,557,28,3,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-15,CP011,CH05,Paid,166.46,8052,222,11,1,0,120.29,79.6,2025-06,2025,6,2025-06-09
2025-06-15,CP012,CH05,Paid,146.35,3842,215,11,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-15,CP013,CH06,Paid,146.42,5800,153,12,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-15,CP014,CH06,Paid,98.31,2967,92,7,0,0,0.0,0.0,2025-06,2025,6,2025-06-09
2025-06-15,CP015,CH07,Organic,49.11,5602,144,21,8,4,1597.22,918.02,2025-06,2025,6,2025-06-09
2025-06-15,CP016,CH07,Organic,65.36,2417,197,27,8,4,1624.53,890.37,2025-06,2025,6,2025-06-09
2025-06-15,CP017,CH08,Organic,31.6,3684,137,39,9,4,1282.59,758.09,2025-06,2025,6,2025-06-09
2025-06-15,CP018,CH08,Organic,33.93,2999,178,31,10,2,1505.48,858.57,2025-06,2025,6,2025-06-09
2025-06-15,CP019,CH09,Organic,37.32,4171,216,33,3,2,598.25,397.16,2025-06,2025,6,2025-06-09
2025-06-15,CP020,CH09,Organic,49.44,4441,267,58,20,12,3908.75,2428.82,2025-06,2025,6,2025-06-09
2025-06-15,CP021,CH10,Organic,84.31,2344,170,27,8,2,2248.3,1309.32,2025-06,2025,6,2025-06-09
2025-06-15,CP022,CH10,Organic,51.99,1566,110,23,6,4,1525.24,939.3,2025-06,2025,6,2025-06-09
2025-06-15,CP023,CH10,Organic,72.29,2198,145,27,7,5,1990.7,1157.08,2025-06,2025,6,2025-06-09
2025-06-16,CP001,CH01,Paid,1020.6,15152,493,68,17,14,3942.7,2638.56,2025-06,2025,6,2025-06-16
2025-06-16,CP002,CH01,Paid,913.88,7741,454,58,9,5,1820.28,1103.07,2025-06,2025,6,2025-06-16
2025-06-16,CP003,CH01,Paid,829.49,12286,421,56,7,4,1317.32,721.9,2025-06,2025,6,2025-06-16
2025-06-16,CP004,CH02,Paid,648.34,8965,527,46,3,3,445.48,295.57,2025-06,2025,6,2025-06-16
2025-06-16,CP005,CH02,Paid,581.5,4817,405,30,2,2,342.57,191.4,2025-06,2025,6,2025-06-16
2025-06-16,CP006,CH02,Paid,921.24,22814,690,56,3,1,474.55,289.48,2025-06,2025,6,2025-06-16
2025-06-16,CP007,CH03,Paid,348.31,6439,316,22,1,1,139.75,76.43,2025-06,2025,6,2025-06-16
2025-06-16,CP008,CH03,Paid,389.91,6619,391,24,0,0,0.0,0.0,2025-06,2025,6,2025-06-16
