MonthStart,PlanID,ChannelID,RegionID,NewCustomers,NewARRBooked,SalesMarketingSpend,SalesPipelineARR
2026-02-01,starter,outbound,na,1,6779.52,1862.71,18825.56
2026-02-01,starter,partner,apac,2,13872.24,2978.52,34436.45
2026-02-01,starter,plg,apac,1,6786.36,895.82,21389.35
2026-02-01,starter,plg,na,1,8850.72,916.64,28762.69
2026-03-01,business,plg,na,1,80176.92,6192.52,205347.24
2026-03-01,growth,expansion,apac,1,20650.2,1282.71,63854.32
2026-03-01,growth,expansion,na,1,16667.4,1360.81,50394.63
2026-03-01,growth,partner,emea,1,11021.88,2696.61,38944.24
2026-03-01,growth,plg,latam,1,11577.12,1760.6,28659.07
2026-03-01,scale,partner,apac,1,65423.52,15475.38,196053.66
2026-03-01,starter,inbound,latam,1,5214.84,1621.74,18459.78
2026-03-01,starter,partner,apac,1,7165.68,1679.94,24552.05
2026-03-01,starter,partner,na,1,7524.12,1559.55,23554.61
2026-03-01,starter,plg,na,1,5846.28,1178.33,16097.68
2026-04-01,business,outbound,apac,1,48778.92,9604.93,111383.72
2026-04-01,business,outbound,na,1,59223.12,9056.3,184304.74
2026-04-01,business,plg,apac,1,29889.24,5506.09,103355.91
2026-04-01,enterprise,expansion,latam,1,141391.2,12224.44,498942.84
2026-04-01,enterprise,plg,na,1,404884.56,28217.7,1393354.29
2026-04-01,growth,outbound,latam,1,7054.8,4262.69,20499.93
2026-04-01,growth,outbound,na,1,16149.0,4030.23,38666.22
2026-04-01,growth,plg,apac,1,20694.36,2043.49,54638.64
2026-04-01,scale,inbound,emea,1,85765.2,17317.37,204990.76
2026-04-01,starter,partner,na,1,13988.76,1562.07,47768.93
2026-05-01,business,outbound,na,1,70034.4,10159.99,158842.87
2026-05-01,growth,plg,na,1,15813.24,1900.12,36076.91
2026-05-01,starter,partner,na,1,12737.64,1483.62,36278.7
2026-05-01,starter,plg,na,1,10010.04,931.72,28554.51
