CustomerID,AccountName,PlanID,PlanName,Segment,ChannelID,ChannelName,Motion,RegionID,Region,Industry,AcquisitionMonth
C0232,Retail Cloud 232,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Retail,2024-02-01
C0233,Software Cloud 233,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,na,North America,Software,2025-01-01
C0234,Manufacturing Cloud 234,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Manufacturing,2026-01-01
C0235,Financial Cloud 235,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,na,North America,Financial Services,2024-05-01
C0236,Financial Cloud 236,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Financial Services,2024-05-01
C0237,Manufacturing Cloud 237,enterprise,Enterprise,Enterprise,plg,Product-Led,PLG,na,North America,Manufacturing,2024-01-01
C0238,Logistics Cloud 238,growth,Growth,SMB,partner,Partner Ecosystem,Partner,latam,LATAM,Logistics,2024-06-01
C0239,Software Cloud 239,business,Business,Mid-Market,expansion,Customer Success,Expansion,na,North America,Software,2024-02-01
C0240,Logistics Cloud 240,enterprise,Enterprise,Enterprise,inbound,Inbound Demand,Inbound,na,North America,Logistics,2025-11-01
C0241,Financial Cloud 241,growth,Growth,SMB,expansion,Customer Success,Expansion,na,North America,Financial Services,2026-03-01
C0242,Retail Cloud 242,scale,Scale,Mid-Market,expansion,Customer Success,Expansion,emea,EMEA,Retail,2025-05-01
C0243,Education Cloud 243,starter,Starter,SMB,outbound,Outbound Sales,Outbound,apac,APAC,Education,2024-06-01
C0244,Logistics Cloud 244,scale,Scale,Mid-Market,expansion,Customer Success,Expansion,emea,EMEA,Logistics,2024-11-01
C0245,Software Cloud 245,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Software,2025-01-01
C0246,Software Cloud 246,starter,Starter,SMB,partner,Partner Ecosystem,Partner,emea,EMEA,Software,2024-09-01
C0247,Healthcare Cloud 247,enterprise,Enterprise,Enterprise,partner,Partner Ecosystem,Partner,na,North America,Healthcare,2025-05-01
C0248,Software Cloud 248,starter,Starter,SMB,plg,Product-Led,PLG,na,North America,Software,2024-11-01
C0249,Healthcare Cloud 249,growth,Growth,SMB,plg,Product-Led,PLG,latam,LATAM,Healthcare,2026-03-01
C0250,Financial Cloud 250,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Financial Services,2024-02-01
C0251,Software Cloud 251,scale,Scale,Mid-Market,partner,Partner Ecosystem,Partner,latam,LATAM,Software,2025-03-01
C0252,Manufacturing Cloud 252,starter,Starter,SMB,outbound,Outbound Sales,Outbound,na,North America,Manufacturing,2024-04-01
C0253,Retail Cloud 253,starter,Starter,SMB,outbound,Outbound Sales,Outbound,na,North America,Retail,2024-10-01
C0254,Retail Cloud 254,growth,Growth,SMB,expansion,Customer Success,Expansion,apac,APAC,Retail,2025-12-01
C0255,Retail Cloud 255,growth,Growth,SMB,outbound,Outbound Sales,Outbound,na,North America,Retail,2024-03-01
C0256,Financial Cloud 256,starter,Starter,SMB,expansion,Customer Success,Expansion,emea,EMEA,Financial Services,2025-04-01
C0257,Retail Cloud 257,growth,Growth,SMB,plg,Product-Led,PLG,emea,EMEA,Retail,2026-01-01
C0258,Financial Cloud 258,growth,Growth,SMB,expansion,Customer Success,Expansion,emea,EMEA,Financial Services,2025-12-01
C0259,Software Cloud 259,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Software,2024-10-01
C0260,Manufacturing Cloud 260,scale,Scale,Mid-Market,inbound,Inbound Demand,Inbound,emea,EMEA,Manufacturing,2024-02-01
C0261,Financial Cloud 261,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Financial Services,2024-11-01
C0262,Manufacturing Cloud 262,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Manufacturing,2025-12-01
C0263,Retail Cloud 263,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Retail,2025-11-01
C0264,Education Cloud 264,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,emea,EMEA,Education,2025-02-01
C0265,Manufacturing Cloud 265,growth,Growth,SMB,expansion,Customer Success,Expansion,na,North America,Manufacturing,2024-08-01
C0266,Healthcare Cloud 266,starter,Starter,SMB,outbound,Outbound Sales,Outbound,latam,LATAM,Healthcare,2025-10-01
C0267,Retail Cloud 267,growth,Growth,SMB,partner,Partner Ecosystem,Partner,na,North America,Retail,2025-11-01
C0268,Software Cloud 268,growth,Growth,SMB,partner,Partner Ecosystem,Partner,apac,APAC,Software,2025-01-01
C0269,Retail Cloud 269,starter,Starter,SMB,outbound,Outbound Sales,Outbound,na,North America,Retail,2024-09-01
C0270,Logistics Cloud 270,business,Business,Mid-Market,plg,Product-Led,PLG,na,North America,Logistics,2025-09-01
C0271,Healthcare Cloud 271,scale,Scale,Mid-Market,expansion,Customer Success,Expansion,apac,APAC,Healthcare,2025-04-01
C0272,Financial Cloud 272,growth,Growth,SMB,partner,Partner Ecosystem,Partner,emea,EMEA,Financial Services,2024-03-01
C0273,Financial Cloud 273,scale,Scale,Mid-Market,outbound,Outbound Sales,Outbound,na,North America,Financial Services,2024-05-01
C0274,Financial Cloud 274,starter,Starter,SMB,plg,Product-Led,PLG,apac,APAC,Financial Services,2025-12-01
C0275,Logistics Cloud 275,starter,Starter,SMB,outbound,Outbound Sales,Outbound,na,North America,Logistics,2025-03-01
C0276,Retail Cloud 276,starter,Starter,SMB,outbound,Outbound Sales,Outbound,emea,EMEA,Retail,2024-10-01
C0277,Education Cloud 277,scale,Scale,Mid-Market,partner,Partner Ecosystem,Partner,latam,LATAM,Education,2024-08-01
C0278,Software Cloud 278,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Software,2024-08-01
C0279,Education Cloud 279,scale,Scale,Mid-Market,partner,Partner Ecosystem,Partner,na,North America,Education,2026-02-01
C0280,Software Cloud 280,business,Business,Mid-Market,partner,Partner Ecosystem,Partner,apac,APAC,Software,2026-01-01
C0281,Software Cloud 281,growth,Growth,SMB,outbound,Outbound Sales,Outbound,apac,APAC,Software,2024-06-01
C0282,Healthcare Cloud 282,scale,Scale,Mid-Market,plg,Product-Led,PLG,na,North America,Healthcare,2025-05-01
C0283,Education Cloud 283,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Education,2024-09-01
C0284,Logistics Cloud 284,growth,Growth,SMB,plg,Product-Led,PLG,apac,APAC,Logistics,2024-07-01
C0285,Retail Cloud 285,starter,Starter,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Retail,2025-02-01
C0286,Healthcare Cloud 286,starter,Starter,SMB,plg,Product-Led,PLG,na,North America,Healthcare,2024-10-01
C0287,Logistics Cloud 287,growth,Growth,SMB,partner,Partner Ecosystem,Partner,emea,EMEA,Logistics,2026-03-01
C0288,Healthcare Cloud 288,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,emea,EMEA,Healthcare,2024-12-01
C0289,Manufacturing Cloud 289,enterprise,Enterprise,Enterprise,plg,Product-Led,PLG,apac,APAC,Manufacturing,2024-02-01
C0290,Software Cloud 290,growth,Growth,SMB,plg,Product-Led,PLG,latam,LATAM,Software,2024-10-01
C0291,Education Cloud 291,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Education,2025-05-01
C0292,Manufacturing Cloud 292,business,Business,Mid-Market,outbound,Outbound Sales,Outbound,na,North America,Manufacturing,2024-04-01
C0293,Manufacturing Cloud 293,starter,Starter,SMB,partner,Partner Ecosystem,Partner,latam,LATAM,Manufacturing,2024-01-01
C0294,Logistics Cloud 294,enterprise,Enterprise,Enterprise,outbound,Outbound Sales,Outbound,apac,APAC,Logistics,2025-09-01
C0295,Manufacturing Cloud 295,starter,Starter,SMB,plg,Product-Led,PLG,emea,EMEA,Manufacturing,2025-08-01
C0296,Healthcare Cloud 296,starter,Starter,SMB,plg,Product-Led,PLG,na,North America,Healthcare,2025-01-01
C0297,Financial Cloud 297,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Financial Services,2025-05-01
C0298,Software Cloud 298,growth,Growth,SMB,plg,Product-Led,PLG,apac,APAC,Software,2025-04-01
C0299,Retail Cloud 299,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Retail,2025-03-01
C0300,Manufacturing Cloud 300,business,Business,Mid-Market,plg,Product-Led,PLG,na,North America,Manufacturing,2026-03-01
C0301,Logistics Cloud 301,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Logistics,2024-09-01
C0302,Financial Cloud 302,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Financial Services,2026-05-01
C0303,Retail Cloud 303,starter,Starter,SMB,partner,Partner Ecosystem,Partner,apac,APAC,Retail,2026-03-01
C0304,Financial Cloud 304,growth,Growth,SMB,partner,Partner Ecosystem,Partner,emea,EMEA,Financial Services,2025-12-01
C0305,Retail Cloud 305,enterprise,Enterprise,Enterprise,plg,Product-Led,PLG,emea,EMEA,Retail,2025-05-01
C0306,Software Cloud 306,growth,Growth,SMB,inbound,Inbound Demand,Inbound,apac,APAC,Software,2024-07-01
C0307,Healthcare Cloud 307,starter,Starter,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Healthcare,2025-07-01
C0308,Software Cloud 308,business,Business,Mid-Market,plg,Product-Led,PLG,na,North America,Software,2025-12-01
C0309,Retail Cloud 309,business,Business,Mid-Market,partner,Partner Ecosystem,Partner,apac,APAC,Retail,2025-02-01
C0310,Education Cloud 310,enterprise,Enterprise,Enterprise,outbound,Outbound Sales,Outbound,emea,EMEA,Education,2025-05-01
C0311,Retail Cloud 311,growth,Growth,SMB,outbound,Outbound Sales,Outbound,apac,APAC,Retail,2025-09-01
C0312,Software Cloud 312,starter,Starter,SMB,inbound,Inbound Demand,Inbound,latam,LATAM,Software,2024-06-01
C0313,Financial Cloud 313,starter,Starter,SMB,partner,Partner Ecosystem,Partner,apac,APAC,Financial Services,2024-08-01
C0314,Financial Cloud 314,starter,Starter,SMB,expansion,Customer Success,Expansion,emea,EMEA,Financial Services,2025-09-01
C0315,Retail Cloud 315,growth,Growth,SMB,expansion,Customer Success,Expansion,apac,APAC,Retail,2024-09-01
C0316,Manufacturing Cloud 316,enterprise,Enterprise,Enterprise,partner,Partner Ecosystem,Partner,emea,EMEA,Manufacturing,2024-07-01
C0317,Financial Cloud 317,business,Business,Mid-Market,outbound,Outbound Sales,Outbound,na,North America,Financial Services,2026-04-01
C0318,Healthcare Cloud 318,scale,Scale,Mid-Market,plg,Product-Led,PLG,emea,EMEA,Healthcare,2025-04-01
C0319,Logistics Cloud 319,business,Business,Mid-Market,expansion,Customer Success,Expansion,emea,EMEA,Logistics,2025-01-01
C0320,Education Cloud 320,growth,Growth,SMB,outbound,Outbound Sales,Outbound,na,North America,Education,2026-04-01
C0321,Software Cloud 321,growth,Growth,SMB,outbound,Outbound Sales,Outbound,na,North America,Software,2024-10-01
C0322,Manufacturing Cloud 322,enterprise,Enterprise,Enterprise,inbound,Inbound Demand,Inbound,na,North America,Manufacturing,2025-05-01
C0323,Healthcare Cloud 323,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Healthcare,2024-03-01
C0324,Retail Cloud 324,growth,Growth,SMB,partner,Partner Ecosystem,Partner,apac,APAC,Retail,2024-04-01
C0325,Financial Cloud 325,starter,Starter,SMB,inbound,Inbound Demand,Inbound,apac,APAC,Financial Services,2024-08-01
C0326,Financial Cloud 326,business,Business,Mid-Market,outbound,Outbound Sales,Outbound,emea,EMEA,Financial Services,2025-02-01
C0327,Software Cloud 327,growth,Growth,SMB,expansion,Customer Success,Expansion,na,North America,Software,2024-12-01
C0328,Logistics Cloud 328,growth,Growth,SMB,expansion,Customer Success,Expansion,emea,EMEA,Logistics,2024-05-01
C0329,Manufacturing Cloud 329,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Manufacturing,2025-03-01
C0330,Retail Cloud 330,starter,Starter,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Retail,2024-06-01
C0331,Logistics Cloud 331,growth,Growth,SMB,outbound,Outbound Sales,Outbound,emea,EMEA,Logistics,2025-03-01
C0332,Healthcare Cloud 332,business,Business,Mid-Market,partner,Partner Ecosystem,Partner,emea,EMEA,Healthcare,2025-03-01
C0333,Logistics Cloud 333,starter,Starter,SMB,plg,Product-Led,PLG,latam,LATAM,Logistics,2025-05-01
C0334,Software Cloud 334,growth,Growth,SMB,outbound,Outbound Sales,Outbound,apac,APAC,Software,2025-05-01
C0335,Logistics Cloud 335,starter,Starter,SMB,inbound,Inbound Demand,Inbound,apac,APAC,Logistics,2024-03-01
C0336,Software Cloud 336,starter,Starter,SMB,plg,Product-Led,PLG,apac,APAC,Software,2024-06-01
C0337,Financial Cloud 337,starter,Starter,SMB,partner,Partner Ecosystem,Partner,apac,APAC,Financial Services,2026-02-01
C0338,Manufacturing Cloud 338,starter,Starter,SMB,plg,Product-Led,PLG,latam,LATAM,Manufacturing,2025-02-01
C0339,Education Cloud 339,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Education,2024-12-01
C0340,Logistics Cloud 340,scale,Scale,Mid-Market,expansion,Customer Success,Expansion,na,North America,Logistics,2024-01-01
C0341,Logistics Cloud 341,starter,Starter,SMB,expansion,Customer Success,Expansion,emea,EMEA,Logistics,2024-08-01
C0342,Software Cloud 342,enterprise,Enterprise,Enterprise,plg,Product-Led,PLG,na,North America,Software,2025-05-01
C0343,Financial Cloud 343,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Financial Services,2024-05-01
C0344,Retail Cloud 344,business,Business,Mid-Market,outbound,Outbound Sales,Outbound,apac,APAC,Retail,2025-11-01
C0345,Healthcare Cloud 345,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,na,North America,Healthcare,2025-05-01
C0346,Logistics Cloud 346,enterprise,Enterprise,Enterprise,plg,Product-Led,PLG,apac,APAC,Logistics,2024-12-01
C0347,Healthcare Cloud 347,scale,Scale,Mid-Market,partner,Partner Ecosystem,Partner,latam,LATAM,Healthcare,2024-03-01
C0348,Manufacturing Cloud 348,business,Business,Mid-Market,partner,Partner Ecosystem,Partner,emea,EMEA,Manufacturing,2025-04-01
C0349,Manufacturing Cloud 349,enterprise,Enterprise,Enterprise,outbound,Outbound Sales,Outbound,na,North America,Manufacturing,2024-08-01
C0350,Retail Cloud 350,starter,Starter,SMB,plg,Product-Led,PLG,emea,EMEA,Retail,2024-02-01
C0351,Manufacturing Cloud 351,growth,Growth,SMB,expansion,Customer Success,Expansion,na,North America,Manufacturing,2026-01-01
C0352,Software Cloud 352,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,apac,APAC,Software,2025-09-01
C0353,Software Cloud 353,starter,Starter,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Software,2024-07-01
C0354,Manufacturing Cloud 354,growth,Growth,SMB,plg,Product-Led,PLG,apac,APAC,Manufacturing,2026-04-01
C0355,Financial Cloud 355,scale,Scale,Mid-Market,plg,Product-Led,PLG,na,North America,Financial Services,2026-02-01
C0356,Software Cloud 356,growth,Growth,SMB,plg,Product-Led,PLG,apac,APAC,Software,2025-09-01
C0357,Manufacturing Cloud 357,starter,Starter,SMB,partner,Partner Ecosystem,Partner,apac,APAC,Manufacturing,2024-04-01
C0358,Software Cloud 358,scale,Scale,Mid-Market,plg,Product-Led,PLG,na,North America,Software,2025-10-01
C0359,Retail Cloud 359,scale,Scale,Mid-Market,plg,Product-Led,PLG,apac,APAC,Retail,2024-02-01
C0360,Manufacturing Cloud 360,scale,Scale,Mid-Market,outbound,Outbound Sales,Outbound,emea,EMEA,Manufacturing,2025-03-01
C0361,Software Cloud 361,growth,Growth,SMB,partner,Partner Ecosystem,Partner,na,North America,Software,2024-01-01
C0362,Financial Cloud 362,starter,Starter,SMB,partner,Partner Ecosystem,Partner,emea,EMEA,Financial Services,2025-09-01
C0363,Healthcare Cloud 363,growth,Growth,SMB,partner,Partner Ecosystem,Partner,na,North America,Healthcare,2025-07-01
C0364,Education Cloud 364,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,apac,APAC,Education,2024-07-01
C0365,Manufacturing Cloud 365,scale,Scale,Mid-Market,inbound,Inbound Demand,Inbound,na,North America,Manufacturing,2024-07-01
C0366,Financial Cloud 366,growth,Growth,SMB,expansion,Customer Success,Expansion,na,North America,Financial Services,2026-02-01
C0367,Logistics Cloud 367,starter,Starter,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Logistics,2025-06-01
C0368,Logistics Cloud 368,growth,Growth,SMB,expansion,Customer Success,Expansion,emea,EMEA,Logistics,2024-07-01
C0369,Software Cloud 369,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Software,2025-12-01
C0370,Software Cloud 370,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Software,2024-12-01
C0371,Education Cloud 371,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Education,2024-06-01
C0372,Education Cloud 372,business,Business,Mid-Market,plg,Product-Led,PLG,latam,LATAM,Education,2024-12-01
C0373,Software Cloud 373,business,Business,Mid-Market,plg,Product-Led,PLG,emea,EMEA,Software,2024-01-01
C0374,Education Cloud 374,starter,Starter,SMB,partner,Partner Ecosystem,Partner,apac,APAC,Education,2024-01-01
C0375,Manufacturing Cloud 375,growth,Growth,SMB,inbound,Inbound Demand,Inbound,latam,LATAM,Manufacturing,2024-09-01
C0376,Logistics Cloud 376,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Logistics,2024-11-01
C0377,Education Cloud 377,growth,Growth,SMB,plg,Product-Led,PLG,apac,APAC,Education,2025-12-01
C0378,Retail Cloud 378,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Retail,2024-12-01
C0379,Retail Cloud 379,enterprise,Enterprise,Enterprise,outbound,Outbound Sales,Outbound,latam,LATAM,Retail,2024-02-01
C0380,Retail Cloud 380,starter,Starter,SMB,inbound,Inbound Demand,Inbound,latam,LATAM,Retail,2025-08-01
C0381,Education Cloud 381,growth,Growth,SMB,outbound,Outbound Sales,Outbound,na,North America,Education,2025-11-01
C0382,Manufacturing Cloud 382,starter,Starter,SMB,expansion,Customer Success,Expansion,na,North America,Manufacturing,2025-10-01
C0383,Software Cloud 383,business,Business,Mid-Market,plg,Product-Led,PLG,na,North America,Software,2024-08-01
C0384,Healthcare Cloud 384,business,Business,Mid-Market,partner,Partner Ecosystem,Partner,emea,EMEA,Healthcare,2024-05-01
C0385,Education Cloud 385,enterprise,Enterprise,Enterprise,plg,Product-Led,PLG,apac,APAC,Education,2025-04-01
C0386,Healthcare Cloud 386,scale,Scale,Mid-Market,expansion,Customer Success,Expansion,emea,EMEA,Healthcare,2024-07-01
C0387,Manufacturing Cloud 387,scale,Scale,Mid-Market,expansion,Customer Success,Expansion,na,North America,Manufacturing,2024-12-01
C0388,Education Cloud 388,scale,Scale,Mid-Market,expansion,Customer Success,Expansion,na,North America,Education,2025-05-01
C0389,Retail Cloud 389,starter,Starter,SMB,outbound,Outbound Sales,Outbound,na,North America,Retail,2026-02-01
C0390,Manufacturing Cloud 390,growth,Growth,SMB,expansion,Customer Success,Expansion,emea,EMEA,Manufacturing,2024-05-01
C0391,Financial Cloud 391,scale,Scale,Mid-Market,plg,Product-Led,PLG,na,North America,Financial Services,2025-03-01
C0392,Manufacturing Cloud 392,growth,Growth,SMB,plg,Product-Led,PLG,apac,APAC,Manufacturing,2024-08-01
C0393,Logistics Cloud 393,growth,Growth,SMB,partner,Partner Ecosystem,Partner,emea,EMEA,Logistics,2024-04-01
C0394,Manufacturing Cloud 394,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Manufacturing,2025-07-01
C0395,Logistics Cloud 395,scale,Scale,Mid-Market,partner,Partner Ecosystem,Partner,apac,APAC,Logistics,2024-07-01
C0396,Education Cloud 396,growth,Growth,SMB,outbound,Outbound Sales,Outbound,latam,LATAM,Education,2025-02-01
C0397,Logistics Cloud 397,starter,Starter,SMB,outbound,Outbound Sales,Outbound,emea,EMEA,Logistics,2025-06-01
C0398,Education Cloud 398,growth,Growth,SMB,outbound,Outbound Sales,Outbound,na,North America,Education,2025-12-01
C0399,Education Cloud 399,enterprise,Enterprise,Enterprise,partner,Partner Ecosystem,Partner,apac,APAC,Education,2024-10-01
C0400,Education Cloud 400,starter,Starter,SMB,plg,Product-Led,PLG,na,North America,Education,2025-10-01
C0401,Logistics Cloud 401,growth,Growth,SMB,expansion,Customer Success,Expansion,na,North America,Logistics,2025-03-01
C0402,Retail Cloud 402,growth,Growth,SMB,partner,Partner Ecosystem,Partner,apac,APAC,Retail,2025-06-01
C0403,Retail Cloud 403,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Retail,2025-10-01
C0404,Education Cloud 404,starter,Starter,SMB,plg,Product-Led,PLG,emea,EMEA,Education,2024-04-01
C0405,Education Cloud 405,starter,Starter,SMB,inbound,Inbound Demand,Inbound,apac,APAC,Education,2025-06-01
C0406,Healthcare Cloud 406,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Healthcare,2025-06-01
C0407,Retail Cloud 407,enterprise,Enterprise,Enterprise,outbound,Outbound Sales,Outbound,emea,EMEA,Retail,2025-02-01
C0408,Education Cloud 408,starter,Starter,SMB,inbound,Inbound Demand,Inbound,latam,LATAM,Education,2026-03-01
C0409,Education Cloud 409,growth,Growth,SMB,expansion,Customer Success,Expansion,latam,LATAM,Education,2025-11-01
C0410,Healthcare Cloud 410,growth,Growth,SMB,expansion,Customer Success,Expansion,na,North America,Healthcare,2026-01-01
C0411,Healthcare Cloud 411,growth,Growth,SMB,outbound,Outbound Sales,Outbound,latam,LATAM,Healthcare,2024-02-01
C0412,Software Cloud 412,growth,Growth,SMB,plg,Product-Led,PLG,apac,APAC,Software,2025-08-01
C0413,Financial Cloud 413,scale,Scale,Mid-Market,partner,Partner Ecosystem,Partner,latam,LATAM,Financial Services,2025-08-01
C0414,Manufacturing Cloud 414,starter,Starter,SMB,outbound,Outbound Sales,Outbound,na,North America,Manufacturing,2025-06-01
C0415,Software Cloud 415,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,na,North America,Software,2026-02-01
C0416,Logistics Cloud 416,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Logistics,2025-09-01
C0417,Education Cloud 417,growth,Growth,SMB,outbound,Outbound Sales,Outbound,na,North America,Education,2024-06-01
C0418,Logistics Cloud 418,growth,Growth,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Logistics,2025-03-01
C0419,Retail Cloud 419,starter,Starter,SMB,plg,Product-Led,PLG,na,North America,Retail,2024-08-01
C0420,Manufacturing Cloud 420,starter,Starter,SMB,plg,Product-Led,PLG,na,North America,Manufacturing,2024-02-01
C0421,Financial Cloud 421,growth,Growth,SMB,outbound,Outbound Sales,Outbound,apac,APAC,Financial Services,2024-03-01
C0422,Logistics Cloud 422,starter,Starter,SMB,inbound,Inbound Demand,Inbound,latam,LATAM,Logistics,2024-06-01
C0423,Retail Cloud 423,growth,Growth,SMB,outbound,Outbound Sales,Outbound,apac,APAC,Retail,2025-06-01
C0424,Manufacturing Cloud 424,business,Business,Mid-Market,partner,Partner Ecosystem,Partner,na,North America,Manufacturing,2025-10-01
C0425,Software Cloud 425,starter,Starter,SMB,outbound,Outbound Sales,Outbound,apac,APAC,Software,2025-01-01
C0426,Manufacturing Cloud 426,business,Business,Mid-Market,partner,Partner Ecosystem,Partner,na,North America,Manufacturing,2024-01-01
C0427,Financial Cloud 427,scale,Scale,Mid-Market,plg,Product-Led,PLG,na,North America,Financial Services,2024-04-01
C0428,Software Cloud 428,business,Business,Mid-Market,plg,Product-Led,PLG,apac,APAC,Software,2025-11-01
C0429,Software Cloud 429,enterprise,Enterprise,Enterprise,outbound,Outbound Sales,Outbound,na,North America,Software,2025-07-01
C0430,Healthcare Cloud 430,starter,Starter,SMB,inbound,Inbound Demand,Inbound,apac,APAC,Healthcare,2025-06-01
C0431,Manufacturing Cloud 431,scale,Scale,Mid-Market,inbound,Inbound Demand,Inbound,emea,EMEA,Manufacturing,2025-05-01
C0432,Software Cloud 432,scale,Scale,Mid-Market,inbound,Inbound Demand,Inbound,emea,EMEA,Software,2024-09-01
C0433,Financial Cloud 433,growth,Growth,SMB,expansion,Customer Success,Expansion,apac,APAC,Financial Services,2025-05-01
C0434,Manufacturing Cloud 434,growth,Growth,SMB,inbound,Inbound Demand,Inbound,apac,APAC,Manufacturing,2025-04-01
C0435,Software Cloud 435,starter,Starter,SMB,inbound,Inbound Demand,Inbound,latam,LATAM,Software,2025-06-01
C0436,Retail Cloud 436,enterprise,Enterprise,Enterprise,partner,Partner Ecosystem,Partner,emea,EMEA,Retail,2025-04-01
C0437,Logistics Cloud 437,starter,Starter,SMB,partner,Partner Ecosystem,Partner,na,North America,Logistics,2025-08-01
C0438,Retail Cloud 438,growth,Growth,SMB,partner,Partner Ecosystem,Partner,emea,EMEA,Retail,2024-05-01
C0439,Healthcare Cloud 439,starter,Starter,SMB,partner,Partner Ecosystem,Partner,na,North America,Healthcare,2024-03-01
C0440,Education Cloud 440,growth,Growth,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Education,2024-01-01
C0441,Manufacturing Cloud 441,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,na,North America,Manufacturing,2024-01-01
C0442,Healthcare Cloud 442,growth,Growth,SMB,plg,Product-Led,PLG,emea,EMEA,Healthcare,2024-01-01
C0443,Healthcare Cloud 443,scale,Scale,Mid-Market,outbound,Outbound Sales,Outbound,na,North America,Healthcare,2025-09-01
C0444,Education Cloud 444,scale,Scale,Mid-Market,outbound,Outbound Sales,Outbound,emea,EMEA,Education,2024-08-01
C0445,Retail Cloud 445,growth,Growth,SMB,outbound,Outbound Sales,Outbound,apac,APAC,Retail,2024-02-01
C0446,Retail Cloud 446,starter,Starter,SMB,outbound,Outbound Sales,Outbound,latam,LATAM,Retail,2024-12-01
C0447,Software Cloud 447,growth,Growth,SMB,expansion,Customer Success,Expansion,emea,EMEA,Software,2025-04-01
C0448,Logistics Cloud 448,growth,Growth,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Logistics,2025-06-01
C0449,Financial Cloud 449,scale,Scale,Mid-Market,outbound,Outbound Sales,Outbound,latam,LATAM,Financial Services,2024-04-01
C0450,Education Cloud 450,starter,Starter,SMB,plg,Product-Led,PLG,apac,APAC,Education,2025-05-01
C0451,Logistics Cloud 451,starter,Starter,SMB,plg,Product-Led,PLG,latam,LATAM,Logistics,2024-06-01
C0452,Retail Cloud 452,scale,Scale,Mid-Market,expansion,Customer Success,Expansion,na,North America,Retail,2025-01-01
C0453,Manufacturing Cloud 453,growth,Growth,SMB,partner,Partner Ecosystem,Partner,na,North America,Manufacturing,2025-05-01
C0454,Logistics Cloud 454,business,Business,Mid-Market,partner,Partner Ecosystem,Partner,apac,APAC,Logistics,2024-09-01
C0455,Logistics Cloud 455,starter,Starter,SMB,partner,Partner Ecosystem,Partner,apac,APAC,Logistics,2026-02-01
C0456,Healthcare Cloud 456,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Healthcare,2024-11-01
C0457,Software Cloud 457,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,na,North America,Software,2024-04-01
C0458,Retail Cloud 458,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Retail,2024-04-01
C0459,Financial Cloud 459,business,Business,Mid-Market,outbound,Outbound Sales,Outbound,apac,APAC,Financial Services,2024-06-01
C0460,Financial Cloud 460,starter,Starter,SMB,plg,Product-Led,PLG,na,North America,Financial Services,2025-02-01
C0461,Manufacturing Cloud 461,growth,Growth,SMB,partner,Partner Ecosystem,Partner,latam,LATAM,Manufacturing,2024-06-01
