TransactionKey,DateKey,CustomerKey,CorridorKey,ChannelKey,ProductKey,AmountUSD,RiskScore,IsFlagged,PrimaryRuleKey,RoundDollarFlag,TransactionType
T0011270,20260207,C0018,COR011,CH007,PR001,1380.97,93,N,,N,Transfer
T0011271,20260125,C0038,COR009,CH004,PR004,10904.67,66,N,,N,Transfer
T0011272,20250228,C0173,COR009,CH008,PR002,78222.85,72,N,,N,Credit
T0011273,20250616,C0022,COR006,CH003,PR006,1711.21,69,N,,N,Transfer
T0011274,20251125,C0113,COR008,CH008,PR002,2744.21,73,N,,N,Credit
T0011275,20250606,C0112,COR011,CH007,PR007,6309.94,92,Y,R003,N,Debit
T0011276,20260416,C0056,COR012,CH007,PR006,36733.66,53,N,,N,Credit
T0011277,20250914,C0035,COR011,CH004,PR005,24754.55,86,Y,R001,N,Debit
T0011278,20260409,C0139,COR005,CH001,PR003,1866.11,92,N,,N,Debit
T0011279,20251215,C0158,COR002,CH007,PR005,8970.48,61,N,,N,Debit
T0011280,20250314,C0059,COR004,CH004,PR004,141000.0,69,Y,R002,Y,Debit
T0011281,20250416,C0015,COR001,CH008,PR002,37900.72,73,N,,N,Transfer
T0011282,20250415,C0004,COR008,CH008,PR007,21565.68,78,Y,R009,N,Debit
T0011283,20260302,C0011,COR002,CH001,PR002,15620.44,72,N,,N,Credit
T0011284,20251109,C0165,COR007,CH005,PR005,10878.13,95,N,,N,Transfer
T0011285,20250114,C0058,COR003,CH008,PR008,24743.63,72,N,,N,Credit
T0011286,20250911,C0148,COR008,CH007,PR004,62000.0,75,Y,R010,Y,Debit
T0011287,20260528,C0075,COR001,CH005,PR005,9504.89,68,Y,R007,N,Credit
T0011288,20251204,C0043,COR008,CH004,PR006,11091.45,76,N,,N,Transfer
T0011289,20250627,C0081,COR001,CH008,PR008,138855.63,87,N,,N,Transfer
T0011290,20250326,C0003,COR006,CH008,PR004,181175.72,99,Y,R006,N,Debit
T0011291,20250405,C0096,COR001,CH005,PR008,30051.15,92,N,,N,Credit
T0011292,20250813,C0150,COR010,CH006,PR008,56361.71,79,N,,N,Credit
T0011293,20260513,C0156,COR010,CH008,PR002,6629.45,80,N,,N,Transfer
T0011294,20260224,C0025,COR002,CH001,PR004,3467.37,68,Y,R009,N,Credit
T0011295,20250829,C0033,COR008,CH002,PR003,83000.0,90,Y,R001,Y,Credit
T0011296,20250906,C0061,COR005,CH005,PR001,10891.46,60,N,,N,Credit
T0011297,20250704,C0161,COR002,CH003,PR004,197610.13,63,N,,N,Transfer
T0011298,20250129,C0144,COR009,CH004,PR002,2577.14,88,N,,N,Credit
T0011299,20260411,C0056,COR007,CH003,PR005,37553.3,94,Y,R008,N,Transfer
T0011300,20260502,C0131,COR003,CH004,PR006,53712.95,89,N,,N,Transfer
T0011301,20260310,C0060,COR010,CH002,PR004,19844.4,73,N,,N,Transfer
T0011302,20250331,C0103,COR007,CH005,PR002,3629.44,83,Y,R008,N,Debit
T0011303,20250913,C0038,COR010,CH002,PR003,148947.74,79,N,,N,Transfer
T0011304,20251028,C0055,COR009,CH002,PR006,1354137.37,92,N,,N,Transfer
T0011305,20251012,C0075,COR012,CH006,PR003,9318.84,91,N,,N,Transfer
T0011306,20250207,C0059,COR003,CH004,PR001,56870.94,79,N,,N,Withdrawal
T0011307,20251105,C0030,COR001,CH002,PR003,5166.52,69,N,,N,Transfer
T0011308,20250525,C0170,COR011,CH004,PR006,61165.68,99,N,,N,Withdrawal
T0011309,20250616,C0006,COR001,CH005,PR003,27000.0,69,N,,Y,Credit
T0011310,20260115,C0167,COR002,CH008,PR004,107946.89,99,Y,R006,N,Transfer
T0011311,20251209,C0154,COR005,CH004,PR005,53018.42,84,Y,R001,N,Transfer
T0011312,20250606,C0081,COR010,CH003,PR002,148786.64,78,Y,R004,N,Credit
T0011313,20250831,C0127,COR002,CH005,PR002,2557.29,86,Y,R002,N,Transfer
T0011314,20250527,C0028,COR001,CH001,PR001,6185.08,45,N,,N,Withdrawal
T0011315,20260226,C0177,COR010,CH005,PR008,48224.19,77,N,,N,Transfer
T0011316,20250401,C0102,COR006,CH005,PR001,17362.74,74,N,,N,Debit
T0011317,20250429,C0038,COR012,CH006,PR004,130921.32,91,N,,N,Debit
T0011318,20251019,C0044,COR001,CH007,PR003,46827.73,76,N,,N,Transfer
T0011319,20251130,C0157,COR004,CH005,PR006,9993.56,70,N,,N,Transfer
T0011320,20251009,C0057,COR002,CH004,PR006,3991.21,83,Y,R001,N,Transfer
T0011321,20251105,C0095,COR007,CH005,PR003,86266.75,79,N,,N,Withdrawal
T0011322,20250314,C0171,COR005,CH008,PR006,4856.8,58,N,,N,Debit
T0011323,20250816,C0015,COR010,CH005,PR007,9429.18,69,N,,N,Credit
T0011324,20260520,C0125,COR005,CH002,PR003,79733.49,79,N,,N,Debit
T0011325,20251120,C0042,COR005,CH006,PR001,32887.35,77,N,,N,Debit
T0011326,20260221,C0153,COR005,CH006,PR004,135000.0,78,N,,Y,Transfer
T0011327,20250211,C0001,COR007,CH003,PR008,16704.79,99,N,,N,Transfer
T0011328,20250130,C0009,COR008,CH004,PR006,3843.11,59,Y,R001,N,Transfer
T0011329,20251003,C0176,COR006,CH007,PR002,3873.57,64,N,,N,Transfer
T0011330,20250412,C0080,COR005,CH006,PR002,12671.69,64,N,,N,Credit
T0011331,20250615,C0006,COR003,CH003,PR006,22775.87,81,N,,N,Transfer
T0011332,20260211,C0020,COR004,CH001,PR001,29000.0,80,N,,Y,Debit
T0011333,20260519,C0049,COR004,CH005,PR006,37380.78,86,N,,N,Transfer
T0011334,20260225,C0030,COR006,CH002,PR008,58737.19,87,N,,N,Withdrawal
T0011335,20250126,C0066,COR012,CH002,PR001,21367.03,79,Y,R001,N,Transfer
T0011336,20250924,C0007,COR007,CH003,PR005,7894.48,79,N,,N,Credit
T0011337,20250111,C0088,COR009,CH005,PR006,33027.92,89,N,,N,Credit
T0011338,20250117,C0023,COR004,CH008,PR001,170948.6,85,N,,N,Credit
T0011339,20260506,C0163,COR012,CH001,PR007,90188.19,78,Y,R003,N,Credit
T0011340,20251009,C0043,COR003,CH002,PR002,21000.0,67,N,,Y,Transfer
T0011341,20260311,C0129,COR004,CH005,PR002,4641.31,70,N,,N,Transfer
T0011342,20250528,C0005,COR009,CH008,PR007,97134.33,80,N,,N,Credit
T0011343,20260510,C0164,COR004,CH003,PR004,23000.0,78,N,,Y,Credit
T0011344,20260304,C0102,COR006,CH006,PR005,1968.35,62,N,,N,Debit
T0011345,20260212,C0042,COR003,CH004,PR005,4457.05,84,N,,N,Transfer
T0011346,20250723,C0036,COR011,CH007,PR004,52861.64,72,N,,N,Transfer
T0011347,20251129,C0028,COR004,CH008,PR002,220370.77,84,N,,N,Debit
T0011348,20260511,C0092,COR004,CH005,PR002,4266.56,69,N,,N,Transfer
T0011349,20260306,C0089,COR009,CH004,PR006,76437.67,77,N,,N,Credit
T0011350,20250508,C0125,COR008,CH002,PR008,1031662.22,89,N,,N,Credit
T0011351,20250925,C0139,COR006,CH007,PR007,38036.56,99,Y,R001,N,Debit
T0011352,20260402,C0101,COR003,CH006,PR007,50377.41,85,Y,R005,N,Withdrawal
T0011353,20260320,C0129,COR009,CH008,PR007,18007.53,80,N,,N,Transfer
T0011354,20250708,C0071,COR008,CH006,PR007,7745.69,67,N,,N,Transfer
T0011355,20250320,C0017,COR011,CH007,PR004,45894.78,87,N,,N,Transfer
T0011356,20260516,C0011,COR003,CH007,PR004,9643.75,62,N,,N,Transfer
T0011357,20251209,C0085,COR005,CH007,PR006,15949.72,64,N,,N,Credit
T0011358,20260328,C0176,COR011,CH008,PR008,11913.27,89,N,,N,Transfer
T0011359,20250902,C0130,COR010,CH007,PR005,9000.0,66,Y,R002,Y,Transfer
T0011360,20250917,C0139,COR008,CH006,PR008,58487.76,92,N,,N,Transfer
T0011361,20251107,C0048,COR006,CH008,PR001,33326.22,97,N,,N,Debit
T0011362,20251222,C0104,COR010,CH007,PR002,179000.0,72,N,,Y,Transfer
T0011363,20250218,C0134,COR003,CH001,PR006,12207.47,58,N,,N,Credit
T0011364,20251126,C0024,COR005,CH005,PR003,9000.0,76,N,,Y,Withdrawal
T0011365,20250226,C0095,COR010,CH002,PR004,655130.57,84,N,,N,Transfer
T0011366,20260330,C0042,COR002,CH007,PR007,19775.69,83,N,,N,Transfer
T0011367,20260518,C0032,COR005,CH004,PR005,23666.26,81,N,,N,Transfer
T0011368,20250422,C0144,COR001,CH001,PR002,970.93,63,N,,N,Transfer
T0011369,20260221,C0066,COR012,CH003,PR005,9000.0,75,N,,Y,Debit
T0011370,20250504,C0054,COR006,CH006,PR007,51000.0,84,Y,R003,Y,Transfer
T0011371,20250104,C0164,COR006,CH008,PR004,11501.39,99,Y,R009,N,Transfer
T0011372,20260514,C0131,COR009,CH006,PR008,810123.74,93,N,,N,Transfer
T0011373,20260317,C0156,COR011,CH007,PR005,74000.0,87,N,,Y,Transfer
T0011374,20260303,C0060,COR009,CH002,PR001,10474.65,78,Y,R004,N,Transfer
T0011375,20260212,C0161,COR010,CH006,PR006,17000.0,92,N,,Y,Credit
T0011376,20260402,C0030,COR011,CH007,PR005,718.73,71,N,,N,Transfer
T0011377,20260113,C0146,COR003,CH007,PR005,103521.81,81,N,,N,Debit
T0011378,20260322,C0010,COR011,CH007,PR004,4232.03,73,N,,N,Credit
T0011379,20250423,C0021,COR012,CH005,PR001,7687.55,64,N,,N,Debit
T0011380,20260414,C0175,COR004,CH006,PR005,54000.0,78,Y,R002,Y,Credit
T0011381,20250704,C0110,COR002,CH007,PR005,52280.2,78,Y,R008,N,Credit
T0011382,20260123,C0092,COR002,CH002,PR007,24080.84,75,N,,N,Credit
T0011383,20260413,C0116,COR003,CH006,PR007,21000.0,84,N,,Y,Credit
T0011384,20250518,C0114,COR002,CH005,PR002,36000.0,69,N,,Y,Debit
T0011385,20260104,C0128,COR004,CH008,PR005,450437.83,99,N,,N,Credit
T0011386,20251111,C0078,COR003,CH002,PR007,15000.0,93,N,,Y,Credit
T0011387,20251030,C0085,COR010,CH001,PR005,1079.64,52,N,,N,Credit
T0011388,20251224,C0078,COR007,CH005,PR004,7069.74,86,N,,N,Transfer
T0011389,20260524,C0039,COR006,CH004,PR003,7678.89,67,Y,R003,N,Credit
T0011390,20260213,C0081,COR012,CH003,PR005,16000.0,72,Y,R002,Y,Transfer
T0011391,20250524,C0161,COR004,CH004,PR007,22000.0,76,N,,Y,Debit
T0011392,20250325,C0003,COR004,CH005,PR005,20451.42,92,N,,N,Debit
T0011393,20250602,C0169,COR001,CH006,PR003,104288.61,84,Y,R003,N,Credit
T0011394,20260219,C0092,COR012,CH007,PR006,18000.29,70,N,,N,Transfer
T0011395,20260530,C0144,COR012,CH003,PR006,14583.83,70,N,,N,Withdrawal
T0011396,20260220,C0122,COR011,CH005,PR008,24000.0,85,N,,Y,Transfer
T0011397,20260304,C0096,COR005,CH002,PR002,67994.19,76,N,,N,Credit
T0011398,20251220,C0076,COR011,CH001,PR003,44000.0,97,N,,Y,Transfer
T0011399,20250919,C0054,COR005,CH006,PR008,361000.0,92,N,,Y,Transfer
T0011400,20250611,C0161,COR009,CH002,PR006,14938.83,86,N,,N,Transfer
T0011401,20250209,C0050,COR012,CH008,PR006,96504.47,91,N,,N,Transfer
T0011402,20260508,C0155,COR009,CH001,PR005,10751.02,62,N,,N,Credit
T0011403,20260214,C0146,COR010,CH008,PR008,21147.96,93,N,,N,Debit
T0011404,20250109,C0040,COR007,CH007,PR006,2581.58,84,N,,N,Debit
T0011405,20250215,C0174,COR010,CH002,PR008,308250.02,82,N,,N,Debit
T0011406,20260428,C0065,COR002,CH005,PR002,13934.54,81,Y,R008,N,Debit
T0011407,20260327,C0142,COR002,CH008,PR002,141352.58,78,N,,N,Transfer
T0011408,20260202,C0029,COR009,CH008,PR006,7814.05,86,Y,R009,N,Transfer
T0011409,20250921,C0127,COR010,CH004,PR006,35259.74,66,N,,N,Debit
T0011410,20251022,C0124,COR010,CH003,PR003,3832.19,76,N,,N,Transfer
T0011411,20251222,C0138,COR006,CH008,PR001,128205.48,77,N,,N,Withdrawal
T0011412,20250502,C0048,COR001,CH002,PR006,15348.69,81,N,,N,Debit
T0011413,20250112,C0090,COR001,CH008,PR007,27608.12,53,N,,N,Transfer
T0011414,20260326,C0104,COR010,CH005,PR004,101483.0,87,N,,N,Transfer
T0011415,20260422,C0093,COR008,CH006,PR004,12771.17,68,N,,N,Credit
T0011416,20260311,C0149,COR011,CH008,PR007,36000.0,92,N,,Y,Debit
T0011417,20251231,C0066,COR004,CH001,PR005,4657.83,65,Y,R003,N,Debit
T0011418,20260213,C0016,COR001,CH001,PR008,12000.0,70,N,,Y,Transfer
T0011419,20251220,C0074,COR001,CH008,PR008,6409.15,67,N,,N,Credit
T0011420,20250310,C0079,COR010,CH004,PR007,8346.61,76,N,,N,Debit
T0011421,20251227,C0116,COR005,CH001,PR008,12341.19,82,N,,N,Credit
T0011422,20251217,C0015,COR004,CH007,PR001,14083.2,80,N,,N,Debit
T0011423,20260312,C0084,COR004,CH008,PR002,2814.95,68,N,,N,Debit
T0011424,20250108,C0136,COR006,CH008,PR006,19282.81,80,N,,N,Transfer
T0011425,20260129,C0064,COR007,CH003,PR007,41888.27,85,N,,N,Transfer
T0011426,20250226,C0049,COR012,CH002,PR008,28086.34,80,Y,R003,N,Debit
T0011427,20260119,C0050,COR003,CH002,PR005,567727.01,99,N,,N,Transfer
T0011428,20250527,C0077,COR012,CH005,PR008,19324.23,83,Y,R001,N,Transfer
T0011429,20250504,C0074,COR007,CH006,PR002,7512.86,83,N,,N,Credit
T0011430,20251216,C0115,COR002,CH006,PR003,114528.15,72,N,,N,Withdrawal
T0011431,20250728,C0027,COR001,CH003,PR007,21508.65,65,N,,N,Withdrawal
T0011432,20250729,C0091,COR004,CH006,PR008,13593.78,53,N,,N,Withdrawal
T0011433,20260408,C0002,COR005,CH006,PR007,12508.45,67,N,,N,Debit
T0011434,20260429,C0054,COR005,CH002,PR001,108000.0,77,Y,R008,Y,Credit
T0011435,20260217,C0125,COR005,CH004,PR008,58000.0,79,N,,Y,Debit
T0011436,20250916,C0107,COR003,CH008,PR002,11000.0,76,N,,Y,Withdrawal
T0011437,20260107,C0177,COR008,CH004,PR005,33191.73,81,N,,N,Debit
T0011438,20260417,C0122,COR003,CH006,PR004,19398.02,64,Y,R007,N,Transfer
T0011439,20260113,C0075,COR010,CH006,PR003,26734.71,84,N,,N,Transfer
T0011440,20251121,C0076,COR006,CH007,PR006,1048.7,75,N,,N,Credit
T0011441,20260307,C0116,COR005,CH004,PR004,64163.83,67,N,,N,Credit
T0011442,20251121,C0064,COR012,CH007,PR006,70477.18,93,N,,N,Transfer
T0011443,20250624,C0022,COR006,CH007,PR003,4958.44,84,Y,R010,N,Transfer
T0011444,20251216,C0148,COR007,CH003,PR007,10799.07,73,N,,N,Credit
T0011445,20260317,C0024,COR012,CH003,PR003,66470.46,80,N,,N,Credit
T0011446,20260509,C0149,COR005,CH001,PR001,6092.95,60,Y,R002,N,Transfer
T0011447,20260416,C0111,COR010,CH006,PR008,122756.84,83,N,,N,Debit
T0011448,20250712,C0151,COR007,CH008,PR002,6306.77,77,N,,N,Debit
T0011449,20260422,C0092,COR003,CH008,PR002,19864.07,68,Y,R009,N,Transfer
T0011450,20250509,C0105,COR011,CH004,PR008,27865.31,90,N,,N,Transfer
T0011451,20260309,C0143,COR001,CH004,PR002,9304.98,58,N,,N,Debit
T0011452,20250519,C0103,COR011,CH008,PR008,32509.79,93,Y,R003,N,Debit
T0011453,20250304,C0103,COR002,CH004,PR008,15711.28,85,N,,N,Debit
T0011454,20250927,C0158,COR008,CH007,PR004,16422.11,75,N,,N,Transfer
T0011455,20260429,C0088,COR004,CH003,PR008,4945.66,69,Y,R008,N,Transfer
T0011456,20260214,C0094,COR004,CH006,PR002,9978.39,65,N,,N,Debit
T0011457,20250911,C0015,COR011,CH003,PR007,5648.96,72,N,,N,Credit
T0011458,20250208,C0115,COR005,CH003,PR002,2017.82,67,N,,N,Credit
T0011459,20260518,C0128,COR011,CH004,PR008,7336.06,87,N,,N,Debit
T0011460,20260123,C0070,COR006,CH005,PR001,28148.24,96,Y,R007,N,Debit
T0011461,20251115,C0027,COR008,CH008,PR003,3435.48,67,N,,N,Credit
T0011462,20250310,C0087,COR006,CH008,PR006,112554.75,93,N,,N,Debit
T0011463,20250421,C0060,COR012,CH006,PR008,8307.17,82,N,,N,Withdrawal
T0011464,20250710,C0169,COR009,CH005,PR004,53000.0,96,N,,Y,Credit
T0011465,20260513,C0135,COR004,CH007,PR008,62074.41,74,N,,N,Transfer
T0011466,20250909,C0035,COR005,CH004,PR008,92244.85,85,N,,N,Credit
T0011467,20251025,C0044,COR006,CH002,PR002,252090.73,84,N,,N,Withdrawal
T0011468,20260131,C0051,COR006,CH002,PR006,58000.0,97,N,,Y,Transfer
T0011469,20260329,C0138,COR005,CH006,PR001,32220.17,73,N,,N,Transfer
T0011470,20250914,C0145,COR005,CH003,PR006,13519.41,93,N,,N,Debit
T0011471,20260311,C0178,COR006,CH007,PR008,9812.94,89,N,,N,Debit
T0011472,20251030,C0164,COR009,CH006,PR008,125222.2,87,Y,R005,N,Transfer
T0011473,20250723,C0060,COR004,CH005,PR004,12382.46,92,N,,N,Credit
T0011474,20260510,C0003,COR002,CH008,PR005,193822.02,87,N,,N,Debit
T0011475,20250901,C0078,COR012,CH005,PR003,9264.29,82,Y,R005,N,Credit
T0011476,20250519,C0070,COR002,CH003,PR004,8473.68,75,N,,N,Withdrawal
T0011477,20250404,C0013,COR008,CH007,PR003,9177.32,67,N,,N,Debit
T0011478,20250924,C0072,COR002,CH006,PR004,26565.39,97,N,,N,Transfer
T0011479,20260322,C0114,COR010,CH005,PR007,635.31,62,N,,N,Transfer
T0011480,20250417,C0092,COR011,CH008,PR004,34685.82,81,N,,N,Credit
T0011481,20251011,C0068,COR006,CH007,PR003,413.24,73,N,,N,Withdrawal
T0011482,20250727,C0122,COR011,CH006,PR004,20000.0,91,N,,Y,Withdrawal
T0011483,20260414,C0169,COR008,CH005,PR002,34079.33,84,N,,N,Debit
T0011484,20251018,C0045,COR003,CH006,PR006,393000.0,80,N,,Y,Transfer
T0011485,20250926,C0156,COR008,CH005,PR003,12764.03,84,N,,N,Debit
T0011486,20250521,C0054,COR006,CH008,PR004,667910.8,99,N,,N,Transfer
T0011487,20250913,C0134,COR009,CH005,PR007,50000.0,92,N,,Y,Transfer
T0011488,20250902,C0011,COR002,CH004,PR001,3937.82,57,N,,N,Transfer
T0011489,20260322,C0158,COR011,CH006,PR004,14951.17,69,N,,N,Transfer
T0011490,20251226,C0042,COR010,CH003,PR004,3260.47,67,N,,N,Transfer
T0011491,20250221,C0158,COR011,CH007,PR003,13070.18,83,N,,N,Transfer
T0011492,20251210,C0136,COR010,CH006,PR004,18301.86,90,N,,N,Credit
T0011493,20250329,C0048,COR012,CH007,PR005,13000.0,50,N,,Y,Debit
T0011494,20250715,C0065,COR011,CH004,PR004,5891.86,74,Y,R001,N,Withdrawal
T0011495,20260411,C0068,COR003,CH003,PR006,20007.76,80,N,,N,Transfer
T0011496,20251114,C0128,COR012,CH007,PR002,42827.27,79,N,,N,Debit
T0011497,20250322,C0119,COR003,CH002,PR003,15254.67,93,N,,N,Transfer
T0011498,20250914,C0042,COR003,CH005,PR008,10616.27,79,N,,N,Credit
T0011499,20260425,C0155,COR010,CH007,PR007,43224.23,78,N,,N,Credit
T0011500,20251229,C0014,COR009,CH003,PR005,11988.67,70,N,,N,Withdrawal
T0011501,20250605,C0023,COR001,CH007,PR005,6915.51,60,N,,N,Transfer
T0011502,20251209,C0119,COR006,CH008,PR007,64219.37,99,N,,N,Transfer
T0011503,20260414,C0077,COR009,CH007,PR005,83000.0,90,N,,Y,Transfer
T0011504,20260103,C0026,COR001,CH001,PR007,1243.63,73,N,,N,Transfer
T0011505,20251004,C0045,COR002,CH002,PR008,139007.66,68,N,,N,Transfer
T0011506,20251017,C0079,COR002,CH003,PR002,9193.4,72,N,,N,Transfer
T0011507,20250606,C0105,COR002,CH007,PR002,18244.65,73,Y,R005,N,Credit
T0011508,20250101,C0025,COR010,CH005,PR002,792.78,64,N,,N,Transfer
T0011509,20260221,C0057,COR011,CH002,PR002,17976.5,76,Y,R007,N,Credit
T0011510,20251209,C0128,COR012,CH002,PR002,372912.9,99,N,,N,Transfer
T0011511,20250917,C0102,COR007,CH002,PR008,27064.92,96,N,,N,Transfer
T0011512,20250607,C0004,COR006,CH004,PR008,42510.41,83,Y,R009,N,Transfer
T0011513,20260228,C0079,COR010,CH001,PR001,19287.43,52,N,,N,Transfer
T0011514,20260410,C0011,COR012,CH008,PR006,95265.28,82,N,,N,Credit
T0011515,20260203,C0090,COR009,CH005,PR005,3983.48,56,Y,R006,N,Transfer
T0011516,20251210,C0139,COR002,CH005,PR007,4537.59,88,N,,N,Transfer
T0011517,20250402,C0012,COR006,CH002,PR004,38361.46,74,N,,N,Transfer
T0011518,20250408,C0072,COR010,CH008,PR007,30000.0,87,N,,Y,Transfer
T0011519,20260331,C0083,COR012,CH002,PR005,23706.39,99,N,,N,Debit
T0011520,20260502,C0145,COR003,CH005,PR001,36126.61,70,N,,N,Debit
T0011521,20260126,C0141,COR003,CH007,PR006,14451.98,77,Y,R005,N,Withdrawal
T0011522,20260301,C0108,COR007,CH002,PR001,42000.0,67,N,,Y,Credit
T0011523,20250708,C0147,COR006,CH002,PR008,49330.85,87,N,,N,Transfer
T0011524,20260321,C0098,COR002,CH005,PR004,19946.58,66,N,,N,Transfer
T0011525,20250107,C0071,COR005,CH008,PR003,14000.0,90,N,,Y,Transfer
T0011526,20260401,C0011,COR007,CH003,PR005,1466.19,64,Y,R005,N,Transfer
T0011527,20260221,C0094,COR007,CH005,PR005,11091.46,80,N,,N,Credit
T0011528,20260308,C0178,COR007,CH007,PR003,26157.73,99,N,,N,Transfer
T0011529,20250426,C0170,COR011,CH007,PR001,12098.8,68,N,,N,Transfer
T0011530,20260108,C0145,COR005,CH001,PR002,9797.68,61,N,,N,Withdrawal
T0011531,20250914,C0058,COR005,CH007,PR007,20583.95,68,N,,N,Debit
T0011532,20260503,C0174,COR005,CH007,PR005,38403.09,68,Y,R006,N,Credit
T0011533,20251224,C0134,COR007,CH007,PR008,5492.68,87,N,,N,Transfer
T0011534,20250327,C0165,COR002,CH002,PR002,147040.31,91,N,,N,Transfer
T0011535,20250317,C0082,COR011,CH007,PR005,55484.04,76,N,,N,Debit
T0011536,20260524,C0025,COR004,CH006,PR007,53922.66,86,N,,N,Transfer
T0011537,20260508,C0040,COR007,CH004,PR003,1874.98,69,N,,N,Debit
T0011538,20260427,C0083,COR011,CH005,PR007,18959.67,95,N,,N,Debit
T0011539,20260221,C0127,COR011,CH007,PR006,18791.57,94,N,,N,Withdrawal
T0011540,20250711,C0166,COR001,CH005,PR007,86440.59,76,N,,N,Debit
T0011541,20260419,C0010,COR005,CH007,PR008,58181.97,55,N,,N,Debit
T0011542,20250614,C0105,COR007,CH006,PR002,46000.0,76,N,,Y,Debit
T0011543,20250902,C0095,COR002,CH005,PR005,14379.45,84,N,,N,Transfer
T0011544,20260218,C0090,COR008,CH004,PR007,57885.56,88,N,,N,Credit
T0011545,20260505,C0133,COR010,CH002,PR005,205330.65,69,N,,N,Transfer
T0011546,20251028,C0004,COR011,CH003,PR003,10198.65,77,N,,N,Credit
T0011547,20250506,C0112,COR007,CH004,PR005,12349.69,94,N,,N,Debit
T0011548,20260113,C0123,COR008,CH002,PR006,53957.27,68,N,,N,Debit
T0011549,20251204,C0050,COR007,CH008,PR001,153000.0,91,N,,Y,Withdrawal
T0011550,20251026,C0151,COR010,CH001,PR006,9245.09,70,N,,N,Transfer
T0011551,20260124,C0149,COR006,CH007,PR003,7591.46,84,N,,N,Debit
T0011552,20260324,C0034,COR010,CH002,PR003,61799.4,68,N,,N,Withdrawal
T0011553,20250904,C0131,COR010,CH006,PR007,123122.14,97,N,,N,Credit
T0011554,20250204,C0031,COR008,CH004,PR004,19575.31,85,N,,N,Debit
T0011555,20250520,C0092,COR010,CH005,PR007,24751.76,70,N,,N,Transfer
T0011556,20251204,C0071,COR008,CH008,PR002,61668.4,74,N,,N,Withdrawal
T0011557,20250114,C0108,COR012,CH008,PR007,76153.67,99,Y,R007,N,Debit
T0011558,20260206,C0123,COR011,CH006,PR006,25720.9,78,N,,N,Debit
T0011559,20260111,C0094,COR011,CH004,PR008,204980.54,98,Y,R010,N,Transfer
T0011560,20260315,C0024,COR007,CH005,PR007,17098.28,83,N,,N,Credit
T0011561,20251228,C0088,COR008,CH001,PR008,7880.95,69,N,,N,Debit
T0011562,20250707,C0094,COR005,CH007,PR004,17000.0,65,N,,Y,Transfer
T0011563,20250228,C0075,COR012,CH004,PR005,23563.27,77,Y,R001,N,Transfer
T0011564,20250502,C0005,COR006,CH006,PR004,124000.0,99,N,,Y,Credit
T0011565,20250730,C0165,COR005,CH006,PR008,52390.66,78,Y,R009,N,Credit
T0011566,20250721,C0019,COR007,CH002,PR003,48000.0,91,N,,Y,Debit
T0011567,20250703,C0095,COR010,CH002,PR007,100000.0,92,Y,R006,Y,Debit
T0011568,20260209,C0036,COR010,CH008,PR006,2956.0,81,N,,N,Transfer
T0011569,20250125,C0026,COR011,CH008,PR002,25000.0,99,N,,Y,Transfer
T0011570,20250422,C0180,COR012,CH007,PR008,807.79,66,Y,R003,N,Debit
T0011571,20251211,C0097,COR010,CH005,PR001,17699.1,80,Y,R006,N,Transfer
T0011572,20250305,C0132,COR010,CH007,PR007,16018.22,84,N,,N,Transfer
T0011573,20250519,C0055,COR009,CH006,PR002,33117.78,75,Y,R001,N,Withdrawal
T0011574,20250731,C0064,COR001,CH006,PR005,213000.0,93,Y,R002,Y,Transfer
T0011575,20260227,C0111,COR001,CH007,PR001,2004.11,60,N,,N,Transfer
T0011576,20250906,C0139,COR002,CH007,PR004,6300.14,88,N,,N,Debit
T0011577,20250216,C0173,COR009,CH001,PR005,66543.43,88,N,,N,Transfer
T0011578,20250716,C0115,COR012,CH007,PR007,4436.87,77,N,,N,Transfer
T0011579,20250112,C0062,COR012,CH005,PR004,25020.68,65,N,,N,Transfer
T0011580,20251223,C0034,COR008,CH008,PR007,1397811.47,87,N,,N,Withdrawal
T0011581,20260119,C0072,COR002,CH001,PR005,8333.85,69,N,,N,Transfer
T0011582,20260410,C0098,COR007,CH005,PR003,25000.0,79,Y,R002,Y,Transfer
T0011583,20250514,C0002,COR003,CH006,PR002,10000.0,73,Y,R002,Y,Debit
T0011584,20251208,C0065,COR011,CH006,PR002,67513.16,84,N,,N,Credit
T0011585,20260108,C0064,COR001,CH007,PR004,6925.01,69,N,,N,Credit
T0011586,20260309,C0057,COR007,CH002,PR003,3799.8,64,N,,N,Credit
T0011587,20250616,C0169,COR003,CH002,PR005,35083.53,86,N,,N,Transfer
T0011588,20260218,C0013,COR011,CH005,PR006,7952.83,69,N,,N,Debit
T0011589,20260329,C0116,COR004,CH004,PR003,79601.59,88,Y,R004,N,Debit
T0011590,20250405,C0174,COR012,CH005,PR003,45275.2,78,N,,N,Credit
T0011591,20250712,C0051,COR001,CH005,PR008,35000.0,85,N,,Y,Debit
T0011592,20251123,C0017,COR007,CH004,PR002,12367.18,75,Y,R001,N,Debit
T0011593,20250720,C0089,COR003,CH004,PR008,2277.39,79,N,,N,Transfer
T0011594,20250103,C0138,COR009,CH002,PR005,72004.39,85,N,,N,Transfer
T0011595,20250521,C0025,COR010,CH003,PR004,849.13,64,N,,N,Transfer
T0011596,20260216,C0128,COR008,CH004,PR007,127294.99,91,N,,N,Transfer
