FactCashKey,DateKey,ScenarioKey,BusinessUnitKey,RegionKey,CashBalance,ARBalance,DSO,Capex
CSH0000339,20260501,S002,B001,R003,3600063.7,24185863.7,44.1,306868.73
CSH0000340,20260501,S002,B001,R004,8567509.98,37033584.17,43.4,317590.55
CSH0000341,20260501,S002,B002,R001,2128909.33,10757568.35,43.5,167625.49
CSH0000342,20260501,S002,B002,R002,3171360.01,15869847.39,44.1,235630.92
CSH0000343,20260501,S002,B002,R003,2440934.58,13022872.49,43.1,186923.1
CSH0000344,20260501,S002,B002,R004,4214102.34,21532981.15,45.7,343474.29
CSH0000345,20260501,S002,B003,R001,2755410.11,19993797.28,45.8,191068.79
CSH0000346,20260501,S002,B003,R002,4280307.14,28317807.14,44.1,254429.84
CSH0000347,20260501,S002,B003,R003,1462325.81,24301358.55,44.6,210349.71
CSH0000348,20260501,S002,B003,R004,5602982.23,36482590.68,43.3,560188.88
CSH0000349,20260501,S002,B004,R001,5499294.96,41690440.25,43.0,557028.67
CSH0000350,20260501,S002,B004,R002,10043999.49,63541213.39,44.0,996064.69
CSH0000351,20260501,S002,B004,R003,7203418.48,52989702.61,43.8,584239.27
CSH0000352,20260501,S002,B004,R004,11456226.61,80184064.64,42.7,1143645.69
CSH0000353,20260601,S002,B001,R001,3875533.26,18469006.44,40.9,165930.54
CSH0000354,20260601,S002,B001,R002,6485458.35,28671701.62,42.2,508463.6
CSH0000355,20260601,S002,B001,R003,3823830.31,22843053.87,41.2,388225.88
CSH0000356,20260601,S002,B001,R004,8921967.37,35542026.39,40.8,359606.83
CSH0000357,20260601,S002,B002,R001,2255438.31,10290078.77,42.0,123615.11
CSH0000358,20260601,S002,B002,R002,3384420.93,16191698.9,44.4,218747.01
CSH0000359,20260601,S002,B002,R003,2624129.42,12670701.01,41.3,145455.66
CSH0000360,20260601,S002,B002,R004,4477361.43,20941418.06,44.1,206491.28
CSH0000361,20260601,S002,B003,R001,2863795.94,17804745.44,40.2,192489.02
CSH0000362,20260601,S002,B003,R002,4443575.45,26147274.16,40.0,479635.4
CSH0000363,20260601,S002,B003,R003,1597200.98,23701641.18,43.0,355204.42
CSH0000364,20260601,S002,B003,R004,5822566.69,34510933.58,41.0,633784.46
CSH0000365,20260601,S002,B004,R001,5811134.84,41269719.56,41.7,440667.7
CSH0000366,20260601,S002,B004,R002,10497478.14,60959292.0,41.4,827081.12
CSH0000367,20260601,S002,B004,R003,7598906.01,51315813.08,41.7,587622.0
CSH0000368,20260601,S002,B004,R004,12055466.69,83079953.73,43.5,1253480.59
CSH0000369,20260701,S002,B001,R001,4016719.37,18317114.51,39.0,286853.43
CSH0000370,20260701,S002,B001,R002,6650326.62,26293025.32,38.6,262496.79
CSH0000371,20260701,S002,B001,R003,4020101.28,23803384.34,40.9,311533.77
CSH0000372,20260701,S002,B001,R004,9173224.7,33693429.15,37.8,569610.71
CSH0000373,20260701,S002,B002,R001,2396451.63,9924069.28,38.7,184266.17
CSH0000374,20260701,S002,B002,R002,3564879.98,15443156.53,41.0,261273.45
CSH0000375,20260701,S002,B002,R003,2780631.71,12534365.06,39.3,115509.14
CSH0000376,20260701,S002,B002,R004,4747708.83,18612988.18,37.3,298157.45
CSH0000377,20260701,S002,B003,R001,2931175.65,19050971.71,41.5,246081.51
CSH0000378,20260701,S002,B003,R002,4538123.39,25887119.48,38.5,262656.79
CSH0000379,20260701,S002,B003,R003,1670622.25,21838688.03,38.3,318098.32
CSH0000380,20260701,S002,B003,R004,5925049.71,33271383.38,38.0,524981.53
CSH0000381,20260701,S002,B004,R001,5988734.26,39291594.43,38.5,376853.02
CSH0000382,20260701,S002,B004,R002,10849868.52,63220990.91,41.1,636724.19
CSH0000383,20260701,S002,B004,R003,7849959.24,51499465.03,40.3,693910.19
CSH0000384,20260701,S002,B004,R004,12451062.79,78280366.67,39.4,769095.76
CSH0000385,20260801,S002,B001,R001,4121297.59,18462426.52,40.0,281958.34
CSH0000386,20260801,S002,B001,R002,6827813.67,27043994.84,39.7,349390.05
CSH0000387,20260801,S002,B001,R003,4146198.3,20559833.38,35.4,277218.18
CSH0000388,20260801,S002,B001,R004,9436158.26,34877427.48,38.8,688028.57
CSH0000389,20260801,S002,B002,R001,2490690.49,9287662.58,36.5,176494.03
CSH0000390,20260801,S002,B002,R002,3739026.2,13584231.97,35.8,167783.34
CSH0000391,20260801,S002,B002,R003,2915066.16,12479654.27,39.2,119307.69
CSH0000392,20260801,S002,B002,R004,4941143.44,17350832.95,35.3,363055.61
CSH0000393,20260801,S002,B003,R001,2975975.96,16221127.15,35.4,324245.62
CSH0000394,20260801,S002,B003,R002,4604221.17,26070247.79,38.7,507896.19
CSH0000395,20260801,S002,B003,R003,1738351.31,20547931.41,36.7,214346.74
CSH0000396,20260801,S002,B003,R004,6027717.37,33701844.15,38.6,576615.68
CSH0000397,20260801,S002,B004,R001,6185447.93,38332817.67,37.4,660871.49
CSH0000398,20260801,S002,B004,R002,11007395.85,56899673.51,37.6,922370.8
CSH0000399,20260801,S002,B004,R003,8061532.58,47645257.91,37.5,561084.51
CSH0000400,20260801,S002,B004,R004,12820502.12,70761435.68,35.7,1041602.83
CSH0000401,20260901,S002,B001,R001,4284015.57,18281224.77,37.6,298348.61
CSH0000402,20260901,S002,B001,R002,7106115.44,25325580.82,35.2,259312.46
CSH0000403,20260901,S002,B001,R003,4345440.57,22346998.61,37.2,375977.93
CSH0000404,20260901,S002,B001,R004,9756041.22,34632633.91,36.7,584769.04
CSH0000405,20260901,S002,B002,R001,2640419.53,9923772.12,37.5,132808.84
CSH0000406,20260901,S002,B002,R002,3960023.48,14776025.15,37.1,222389.73
CSH0000407,20260901,S002,B002,R003,3102555.03,11804986.34,35.5,201165.32
CSH0000408,20260901,S002,B002,R004,5216482.99,18884873.29,36.9,191102.13
CSH0000409,20260901,S002,B003,R001,3066229.4,18299050.28,38.4,201925.65
CSH0000410,20260901,S002,B003,R002,4744824.84,25868396.82,36.5,362050.7
CSH0000411,20260901,S002,B003,R003,1829951.33,21430764.19,36.5,296965.84
CSH0000412,20260901,S002,B003,R004,6171440.82,33853993.8,36.7,393594.3
CSH0000413,20260901,S002,B004,R001,6392607.22,40890265.61,38.5,804647.61
CSH0000414,20260901,S002,B004,R002,11432888.86,60568750.92,37.8,737108.92
CSH0000415,20260901,S002,B004,R003,8319338.17,48351658.59,36.4,884580.1
CSH0000416,20260901,S002,B004,R004,13223958.6,80999200.49,39.1,1457780.44
CSH0000417,20261001,S002,B001,R001,4489565.49,20062387.52,38.8,374794.39
CSH0000418,20261001,S002,B001,R002,7383506.43,29072879.97,37.8,401868.67
CSH0000419,20261001,S002,B001,R003,4584674.39,22634497.84,35.3,301795.83
CSH0000420,20261001,S002,B001,R004,10125316.11,35369681.35,35.3,484761.49
CSH0000421,20261001,S002,B002,R001,2817741.59,10471944.71,37.2,196297.01
CSH0000422,20261001,S002,B002,R002,4194970.8,15472049.15,37.3,222254.68
CSH0000423,20261001,S002,B002,R003,3316348.63,12834881.63,36.2,225390.91
CSH0000424,20261001,S002,B002,R004,5573847.35,20730679.76,38.0,389185.39
CSH0000425,20261001,S002,B003,R001,3135259.71,17919843.92,35.8,258133.24
CSH0000426,20261001,S002,B003,R002,4844412.86,28819347.07,38.3,469971.83
CSH0000427,20261001,S002,B003,R003,1943397.42,24407163.81,39.1,469835.91
CSH0000428,20261001,S002,B003,R004,6334555.12,36392505.59,37.3,492012.07
CSH0000429,20261001,S002,B004,R001,6693664.84,40403105.3,35.7,564727.64
CSH0000430,20261001,S002,B004,R002,11796328.63,62196915.67,36.8,1029308.76
CSH0000431,20261001,S002,B004,R003,8697502.63,53177077.27,37.8,933254.47
CSH0000432,20261001,S002,B004,R004,13800395.86,78256950.43,35.7,1394630.34
CSH0000433,20261101,S002,B001,R001,4667098.27,20145975.58,37.7,193794.86
CSH0000434,20261101,S002,B001,R002,7677632.71,33306969.4,41.6,390928.85
CSH0000435,20261101,S002,B001,R003,4836448.54,25756723.3,38.5,451750.83
CSH0000436,20261101,S002,B001,R004,10536138.0,43337459.55,41.3,485030.09
CSH0000437,20261101,S002,B002,R001,2984195.14,11602485.24,39.6,150455.44
CSH0000438,20261101,S002,B002,R002,4470010.76,17974644.02,41.2,209829.09
CSH0000439,20261101,S002,B002,R003,3521122.06,14852898.16,40.6,209608.66
CSH0000440,20261101,S002,B002,R004,5887415.17,21520039.22,38.0,396236.85
CSH0000441,20261101,S002,B003,R001,3177757.99,21222040.49,40.6,344418.15
CSH0000442,20261101,S002,B003,R002,4960164.18,30792452.08,39.5,460904.35
CSH0000443,20261101,S002,B003,R003,2046817.36,27318857.0,41.5,390937.48
CSH0000444,20261101,S002,B003,R004,6494116.63,42182994.87,40.9,770160.69
CSH0000445,20261101,S002,B004,R001,6995637.16,47268218.17,39.7,494655.34
CSH0000446,20261101,S002,B004,R002,12215459.47,71386224.36,40.8,1181735.46
CSH0000447,20261101,S002,B004,R003,9000085.75,58366312.32,39.6,963228.86
CSH0000448,20261101,S002,B004,R004,14366169.9,89017577.39,38.7,1119357.64
CSH0000449,20261201,S002,B001,R001,4872225.11,23418931.22,42.1,317841.74
CSH0000450,20261201,S002,B001,R002,7972333.14,36263373.38,43.2,531976.4
CSH0000451,20261201,S002,B001,R003,5070541.54,27467425.42,39.8,405727.6
CSH0000452,20261201,S002,B001,R004,10853953.7,46779275.43,43.2,503113.98
CSH0000453,20261201,S002,B002,R001,3168498.3,13364772.84,43.5,126038.18
CSH0000454,20261201,S002,B002,R002,4714262.77,19012927.18,42.1,216319.33
CSH0000455,20261201,S002,B002,R003,3769539.71,16105880.3,41.9,273225.63
CSH0000456,20261201,S002,B002,R004,6243819.97,24965064.86,42.0,461706.87
CSH0000457,20261201,S002,B003,R001,3333031.09,23697147.17,43.2,282834.16
CSH0000458,20261201,S002,B003,R002,5080009.63,35021412.69,43.6,305105.78
CSH0000459,20261201,S002,B003,R003,2142883.52,29812454.5,44.1,513925.1
CSH0000460,20261201,S002,B003,R004,6649485.17,42453732.46,40.0,578453.45
CSH0000461,20261201,S002,B004,R001,7246667.83,49585766.3,40.0,833270.93
CSH0000462,20261201,S002,B004,R002,12562971.06,77395163.88,42.3,1020713.85
CSH0000463,20261201,S002,B004,R003,9379774.24,65163347.74,42.7,929318.31
CSH0000464,20261201,S002,B004,R004,14901392.46,95758977.6,40.4,1459585.65
CSH0000465,20260101,S003,B001,R001,3228397.11,17552602.21,46.8,292687.45
CSH0000466,20260101,S003,B001,R002,5504971.22,24914896.8,43.8,403677.62
CSH0000467,20260101,S003,B001,R003,3047649.14,21257166.76,45.0,218858.5
CSH0000468,20260101,S003,B001,R004,7673509.84,32955771.72,45.2,333403.92
CSH0000469,20260101,S003,B002,R001,1704272.76,8970014.38,43.5,138681.32
CSH0000470,20260101,S003,B002,R002,2555604.62,13720152.52,44.1,129789.11
CSH0000471,20260101,S003,B002,R003,1927094.83,11554922.67,44.6,181738.09
CSH0000472,20260101,S003,B002,R004,3402443.01,18752416.78,46.5,219064.05
CSH0000473,20260101,S003,B003,R001,2567687.49,16687660.89,44.7,170895.63
CSH0000474,20260101,S003,B003,R002,4001771.57,23961448.17,43.9,370380.82
CSH0000475,20260101,S003,B003,R003,1255840.15,21381535.02,45.9,202385.65
CSH0000476,20260101,S003,B003,R004,5231680.15,29690943.87,42.1,446622.16
CSH0000477,20260101,S003,B004,R001,4883370.95,36682532.22,43.3,322351.0
CSH0000478,20260101,S003,B004,R002,9096258.45,54118654.81,43.6,959550.54
CSH0000479,20260101,S003,B004,R003,6430523.78,45461338.07,43.6,468239.47
CSH0000480,20260101,S003,B004,R004,10260329.15,73644963.31,46.1,904469.56
CSH0000481,20260201,S003,B001,R001,3301744.85,16668508.02,47.7,187284.96
CSH0000482,20260201,S003,B001,R002,5612041.13,25478719.77,48.6,376462.94
CSH0000483,20260201,S003,B001,R003,3136342.02,20448789.64,47.0,316093.34
CSH0000484,20260201,S003,B001,R004,7801781.93,30959080.3,46.5,440225.27
CSH0000485,20260201,S003,B002,R001,1773833.07,8933162.36,46.2,142800.99
CSH0000486,20260201,S003,B002,R002,2657674.18,12952188.3,45.2,210914.72
CSH0000487,20260201,S003,B002,R003,2009429.66,11290645.31,47.5,122576.76
CSH0000488,20260201,S003,B002,R004,3531925.77,16834052.08,45.8,239985.94
CSH0000489,20260201,S003,B003,R001,2593427.71,16212419.09,46.8,225413.43
CSH0000490,20260201,S003,B003,R002,4042467.95,23458257.17,46.1,184911.16
CSH0000491,20260201,S003,B003,R003,1289146.92,19528631.88,45.4,258307.93
CSH0000492,20260201,S003,B003,R004,5287218.43,31825591.82,47.6,420684.26
CSH0000493,20260201,S003,B004,R001,4974761.42,36405832.87,47.0,602928.44
CSH0000494,20260201,S003,B004,R002,9239360.6,54921289.07,47.4,856343.94
CSH0000495,20260201,S003,B004,R003,6548153.14,42951932.84,44.7,509176.42
CSH0000496,20260201,S003,B004,R004,10450441.99,71778939.5,47.5,639187.88
CSH0000497,20260301,S003,B001,R001,3405086.6,20564566.74,49.2,187077.74
CSH0000498,20260301,S003,B001,R002,5767558.23,28545520.88,45.4,357243.3
CSH0000499,20260301,S003,B001,R003,3263860.71,22956465.96,44.6,312956.19
CSH0000500,20260301,S003,B001,R004,8004300.68,38114984.97,47.2,515741.41
CSH0000501,20260301,S003,B002,R001,1876857.18,11126500.29,48.9,118967.24
CSH0000502,20260301,S003,B002,R002,2819793.22,16568277.25,48.4,200706.5
CSH0000503,20260301,S003,B002,R003,2146085.67,13672653.52,47.8,131937.67
CSH0000504,20260301,S003,B002,R004,3741531.3,20828510.21,46.8,295806.59
CSH0000505,20260301,S003,B003,R001,2622742.51,19079893.55,45.9,223744.05
CSH0000506,20260301,S003,B003,R002,4078366.35,27928008.9,45.7,448118.3
CSH0000507,20260301,S003,B003,R003,1313585.02,23713883.99,47.1,352322.82
CSH0000508,20260301,S003,B003,R004,5329216.54,38506182.12,49.2,426269.19
CSH0000509,20260301,S003,B004,R001,5089673.61,44520134.74,48.2,444434.75
CSH0000510,20260301,S003,B004,R002,9424524.25,65227591.55,47.8,816342.33
CSH0000511,20260301,S003,B004,R003,6692348.15,52164849.11,45.5,869803.15
CSH0000512,20260301,S003,B004,R004,10686518.76,86676681.12,48.7,1265605.92
CSH0000513,20260401,S003,B001,R001,3464669.62,18605772.18,45.1,239012.73
CSH0000514,20260401,S003,B001,R002,5850642.53,29144093.04,47.5,379320.57
CSH0000515,20260401,S003,B001,R003,3345533.45,24686385.0,48.0,266074.82
CSH0000516,20260401,S003,B001,R004,8125198.14,36779573.79,46.0,464250.7
CSH0000517,20260401,S003,B002,R001,1952679.3,10761404.47,47.1,164085.03
CSH0000518,20260401,S003,B002,R002,2918492.25,15367309.34,45.5,256567.02
CSH0000519,20260401,S003,B002,R003,2235259.76,12992206.88,45.4,169781.43
CSH0000520,20260401,S003,B002,R004,3877623.1,20093574.43,45.7,316539.75
CSH0000521,20260401,S003,B003,R001,2619951.6,18580319.52,46.2,229375.36
CSH0000522,20260401,S003,B003,R002,4096318.88,27501319.79,45.2,263415.18
CSH0000523,20260401,S003,B003,R003,1321890.65,24425327.46,48.5,189658.64
CSH0000524,20260401,S003,B003,R004,5336847.97,36440028.49,46.8,522779.56
CSH0000525,20260401,S003,B004,R001,5151981.57,42682038.27,46.7,346404.51
CSH0000526,20260401,S003,B004,R002,9508962.84,65135986.6,48.0,975266.4
CSH0000527,20260401,S003,B004,R003,6786490.87,53362406.05,46.8,624842.88
CSH0000528,20260401,S003,B004,R004,10780018.04,79631825.75,44.8,1127575.13
CSH0000529,20260501,S003,B001,R001,3553989.69,18617108.75,43.7,159192.87
CSH0000530,20260501,S003,B001,R002,5999522.89,28973699.79,45.7,436395.27
CSH0000531,20260501,S003,B001,R003,3456956.41,24101842.91,44.9,254092.1
CSH0000532,20260501,S003,B001,R004,8298015.31,34522176.86,42.3,389141.97
CSH0000533,20260501,S003,B002,R001,2043272.92,10165270.86,43.0,97524.6
CSH0000534,20260501,S003,B002,R002,3063599.35,15735996.37,44.8,207374.8
CSH0000535,20260501,S003,B002,R003,2352386.92,12445772.97,42.3,141505.64
CSH0000536,20260501,S003,B002,R004,4061429.18,20725439.42,45.7,188243.72
CSH0000537,20260501,S003,B003,R001,2652358.02,19180772.49,45.5,199416.36
CSH0000538,20260501,S003,B003,R002,4114464.86,28165615.76,45.1,486569.16
CSH0000539,20260501,S003,B003,R003,1358386.66,22338764.47,42.6,328812.1
CSH0000540,20260501,S003,B003,R004,5373754.12,38006840.06,46.9,458148.99
CSH0000541,20260501,S003,B004,R001,5273350.32,41075953.91,43.1,682668.71
CSH0000542,20260501,S003,B004,R002,9688537.25,63151531.22,45.2,678718.9
CSH0000543,20260501,S003,B004,R003,6903415.31,51132888.04,43.5,891894.36
CSH0000544,20260501,S003,B004,R004,11003542.51,80061143.83,44.4,928872.52
CSH0000545,20260601,S003,B001,R001,3704332.66,18216498.02,41.6,183710.23
CSH0000546,20260601,S003,B001,R002,6219908.11,27963166.76,43.1,313442.71
CSH0000547,20260601,S003,B001,R003,3636894.59,22116654.26,41.1,330888.04
CSH0000548,20260601,S003,B001,R004,8595141.08,36716768.06,44.0,320897.02
CSH0000549,20260601,S003,B002,R001,2168053.46,9689226.35,40.6,108139.8
CSH0000550,20260601,S003,B002,R002,3249637.93,15211662.75,42.5,215081.66
CSH0000551,20260601,S003,B002,R003,2504894.32,12887305.59,43.4,111306.08
CSH0000552,20260601,S003,B002,R004,4312937.47,19948100.09,43.1,270024.4
CSH0000553,20260601,S003,B003,R001,2725564.97,17652856.18,40.9,307886.91
CSH0000554,20260601,S003,B003,R002,4246302.96,25936189.58,41.1,415019.77
CSH0000555,20260601,S003,B003,R003,1457289.68,23017008.17,43.1,315204.67
CSH0000556,20260601,S003,B003,R004,5539343.34,32920565.27,39.9,632125.28
CSH0000557,20260601,S003,B004,R001,5507638.73,41872337.08,43.4,670981.63
CSH0000558,20260601,S003,B004,R002,10014919.1,60249081.03,42.3,636477.46
CSH0000559,20260601,S003,B004,R003,7187675.32,47715341.58,40.0,877062.71
CSH0000560,20260601,S003,B004,R004,11422411.94,79331067.96,42.9,1201469.59
CSH0000561,20260701,S003,B001,R001,3793867.62,18044561.81,41.0,205653.48
CSH0000562,20260701,S003,B001,R002,6331026.69,24566925.46,37.6,508911.91
CSH0000563,20260701,S003,B001,R003,3746450.86,21547077.66,39.4,308407.44
CSH0000564,20260701,S003,B001,R004,8744498.72,32979637.86,38.8,417558.09
CSH0000565,20260701,S003,B002,R001,2248802.34,9333503.0,39.0,150916.85
CSH0000566,20260701,S003,B002,R002,3377539.11,15037378.75,41.4,261251.0
CSH0000567,20260701,S003,B002,R003,2610158.61,11911061.33,39.6,186548.0
CSH0000568,20260701,S003,B002,R004,4474395.79,19579539.99,41.5,301419.04
CSH0000569,20260701,S003,B003,R001,2739612.82,16532039.28,38.0,211253.23
CSH0000570,20260701,S003,B003,R002,4255873.15,25286214.52,39.8,426766.04
CSH0000571,20260701,S003,B003,R003,1470926.0,22097318.84,41.4,329154.35
CSH0000572,20260701,S003,B003,R004,5569180.79,32741909.84,39.3,613510.53
CSH0000573,20260701,S003,B004,R001,5578526.02,39369289.44,40.9,678793.09
CSH0000574,20260701,S003,B004,R002,10164760.46,58433791.07,40.3,571412.89
CSH0000575,20260701,S003,B004,R003,7309842.72,44414757.37,37.3,897062.53
CSH0000576,20260701,S003,B004,R004,11618461.32,77659721.64,41.4,773399.26
CSH0000577,20260801,S003,B001,R001,3864418.43,16606929.27,38.1,276410.55
CSH0000578,20260801,S003,B001,R002,6449510.94,25617490.02,39.3,337235.12
CSH0000579,20260801,S003,B001,R003,3847319.28,20527950.75,37.5,246635.7
CSH0000580,20260801,S003,B001,R004,8916699.58,32274999.74,38.1,341845.94
CSH0000581,20260801,S003,B002,R001,2337437.99,8575079.24,35.8,153031.22
CSH0000582,20260801,S003,B002,R002,3498688.22,13506732.45,37.5,219525.09
CSH0000583,20260801,S003,B002,R003,2718188.1,11530578.26,38.4,178622.93
CSH0000584,20260801,S003,B002,R004,4626753.91,17276496.65,37.2,181651.84
CSH0000585,20260801,S003,B003,R001,2776800.31,16368432.24,37.9,192999.84
CSH0000586,20260801,S003,B003,R002,4290814.98,23723587.11,37.0,283779.89
CSH0000587,20260801,S003,B003,R003,1489936.59,19076193.84,35.9,239062.86
CSH0000588,20260801,S003,B003,R004,5624972.04,32616219.13,39.6,423737.0
CSH0000589,20260801,S003,B004,R001,5706078.25,37127873.48,38.2,399751.16
CSH0000590,20260801,S003,B004,R002,10307401.11,52452163.06,36.3,714431.57
CSH0000591,20260801,S003,B004,R003,7439232.03,43555719.48,36.4,530699.68
CSH0000592,20260801,S003,B004,R004,11843046.02,74016738.24,39.4,1164571.96
CSH0000593,20260901,S003,B001,R001,4003695.07,15929064.16,34.8,319846.51
CSH0000594,20260901,S003,B001,R002,6660898.66,25544697.76,37.5,389536.48
CSH0000595,20260901,S003,B001,R003,3987542.94,21349228.27,37.9,414877.36
CSH0000596,20260901,S003,B001,R004,9167249.25,31026655.54,35.2,415747.09
CSH0000597,20260901,S003,B002,R001,2466544.86,9327435.37,37.0,130989.84
CSH0000598,20260901,S003,B002,R002,3685149.0,14490140.9,38.8,259228.06
CSH0000599,20260901,S003,B002,R003,2886353.46,11030660.1,35.2,216860.48
CSH0000600,20260901,S003,B002,R004,4903983.81,18328805.57,37.3,258275.39
CSH0000601,20260901,S003,B003,R001,2801499.4,15878408.86,35.3,230662.64
CSH0000602,20260901,S003,B003,R002,4358165.72,25917482.95,39.2,350205.92
CSH0000603,20260901,S003,B003,R003,1556205.77,20941853.92,37.0,214954.89
CSH0000604,20260901,S003,B003,R004,5723771.72,31408917.7,36.1,527788.62
CSH0000605,20260901,S003,B004,R001,5866956.88,37924944.71,37.8,486391.1
CSH0000606,20260901,S003,B004,R002,10600825.57,55566769.58,37.0,700728.92
CSH0000607,20260901,S003,B004,R003,7635735.71,45759729.82,36.4,469118.24
CSH0000608,20260901,S003,B004,R004,12156678.38,73680062.44,37.8,1266083.52
CSH0000609,20261001,S003,B001,R001,4160171.93,18135129.76,37.5,234181.72
CSH0000610,20261001,S003,B001,R002,6910838.25,25636571.23,35.3,338985.61
CSH0000611,20261001,S003,B001,R003,4202897.57,22343528.29,36.9,243126.24
CSH0000612,20261001,S003,B001,R004,9460604.56,34911278.68,37.1,505442.61
CSH0000613,20261001,S003,B002,R001,2623980.27,10323246.02,38.4,189468.87
CSH0000614,20261001,S003,B002,R002,3912304.1,14952275.8,37.7,162294.6
CSH0000615,20261001,S003,B002,R003,3077723.28,12894934.03,38.5,173050.17
CSH0000616,20261001,S003,B002,R004,5189269.14,19845351.12,38.1,290954.02
CSH0000617,20261001,S003,B003,R001,2863377.03,17128758.13,35.9,270111.96
CSH0000618,20261001,S003,B003,R002,4416421.38,27612872.96,39.2,489994.71
CSH0000619,20261001,S003,B003,R003,1624248.56,22995870.98,38.3,350159.3
CSH0000620,20261001,S003,B003,R004,5839439.25,34581733.03,37.2,723112.98
CSH0000621,20261001,S003,B004,R001,6058861.21,40912009.02,38.3,691961.25
CSH0000622,20261001,S003,B004,R002,10786978.02,61158810.1,38.5,917788.43
CSH0000623,20261001,S003,B004,R003,7920777.73,47689872.99,35.6,770843.41
CSH0000624,20261001,S003,B004,R004,12537843.33,76771034.38,37.0,854264.72
CSH0000625,20261101,S003,B001,R001,4306810.66,18998537.08,37.2,198764.79
CSH0000626,20261101,S003,B001,R002,7121714.34,30229183.57,39.7,572118.04
CSH0000627,20261101,S003,B001,R003,4403289.48,23599522.82,37.1,426700.36
CSH0000628,20261101,S003,B001,R004,9721086.86,38551981.97,39.6,696361.24
CSH0000629,20261101,S003,B002,R001,2756193.76,11220730.78,40.5,153887.36
CSH0000630,20261101,S003,B002,R002,4109724.11,16986792.78,41.5,149662.84
CSH0000631,20261101,S003,B002,R003,3249888.13,12990059.13,37.7,146221.83
CSH0000632,20261101,S003,B002,R004,5456543.87,21836153.34,40.2,415247.54
CSH0000633,20261101,S003,B003,R001,2917549.6,19964366.35,40.2,308228.31
CSH0000634,20261101,S003,B003,R002,4508568.88,28592339.17,38.8,336334.13
CSH0000635,20261101,S003,B003,R003,1662961.96,24290111.85,39.0,371816.34
CSH0000636,20261101,S003,B003,R004,5924294.09,39277287.41,40.6,560690.52
CSH0000637,20261101,S003,B004,R001,6254353.31,45334439.54,40.2,675072.55
CSH0000638,20261101,S003,B004,R002,11129351.13,68484145.01,41.2,692864.72
CSH0000639,20261101,S003,B004,R003,8110315.66,55910619.05,40.4,840359.52
CSH0000640,20261101,S003,B004,R004,12987225.78,84099093.21,38.8,1057736.37
CSH0000641,20261201,S003,B001,R001,4469957.71,22076991.78,41.7,240047.35
CSH0000642,20261201,S003,B001,R002,7312350.31,32582193.46,41.5,593916.39
CSH0000643,20261201,S003,B001,R003,4570968.41,26669674.54,40.7,390286.34
CSH0000644,20261201,S003,B001,R004,10021498.83,44951289.54,44.4,582899.92
CSH0000645,20261201,S003,B002,R001,2931249.02,12865118.78,44.2,177519.73
CSH0000646,20261201,S003,B002,R002,4361643.38,17973272.5,41.5,299691.3
CSH0000647,20261201,S003,B002,R003,3429941.14,15648888.83,43.3,244297.61
CSH0000648,20261201,S003,B002,R004,5789483.34,24525032.55,43.2,255993.99
CSH0000649,20261201,S003,B003,R001,2938085.99,22750931.97,44.2,369636.23
CSH0000650,20261201,S003,B003,R002,4612652.82,32569929.58,42.0,467806.37
CSH0000651,20261201,S003,B003,R003,1734743.42,26691149.12,41.2,462669.91
CSH0000652,20261201,S003,B003,R004,5977664.36,44254320.83,44.3,489373.5
CSH0000653,20261201,S003,B004,R001,6439599.19,51317179.45,43.9,672309.34
CSH0000654,20261201,S003,B004,R002,11465313.04,76414094.94,43.8,670855.27
CSH0000655,20261201,S003,B004,R003,8435858.04,63411559.24,43.7,590776.26
CSH0000656,20261201,S003,B004,R004,13232635.17,93124674.1,41.7,1558039.25
