FactOpexKey,DateKey,ScenarioKey,BusinessUnitKey,RegionKey,DepartmentKey,Opex,FTE
OPX0000433,20250601,S001,B001,R004,D001,514366.2,11.9
OPX0000434,20250601,S001,B001,R004,D003,601639.89,15.0
OPX0000435,20250601,S001,B001,R004,D005,446079.68,11.0
OPX0000436,20250601,S001,B001,R003,D004,602370.4,15.0
OPX0000437,20250601,S001,B001,R003,D002,1173375.48,29.4
OPX0000438,20250601,S001,B001,R003,D001,326517.65,8.3
OPX0000439,20250601,S001,B001,R003,D003,379389.77,8.9
OPX0000440,20250601,S001,B001,R003,D005,284459.36,6.6
OPX0000441,20250601,S001,B002,R002,D004,350727.62,8.6
OPX0000442,20250601,S001,B002,R002,D002,691497.26,15.6
OPX0000443,20250601,S001,B002,R002,D001,200937.59,5.0
OPX0000444,20250601,S001,B002,R002,D003,236894.92,5.8
OPX0000445,20250601,S001,B002,R002,D005,162708.22,3.9
OPX0000446,20250601,S001,B002,R001,D004,240808.09,5.5
OPX0000447,20250601,S001,B002,R001,D002,470422.93,10.8
OPX0000448,20250601,S001,B002,R001,D001,132424.5,3.1
OPX0000449,20250601,S001,B002,R001,D003,155728.89,3.5
OPX0000450,20250601,S001,B002,R001,D005,111860.33,2.6
OPX0000451,20250601,S001,B002,R004,D004,463676.64,10.8
OPX0000452,20250601,S001,B002,R004,D002,898299.25,21.7
OPX0000453,20250601,S001,B002,R004,D001,264864.65,6.0
OPX0000454,20250601,S001,B002,R004,D003,304867.06,7.1
OPX0000455,20250601,S001,B002,R004,D005,223367.46,5.6
OPX0000456,20250601,S001,B002,R003,D004,295834.92,7.4
OPX0000457,20250601,S001,B002,R003,D002,593211.7,14.1
OPX0000458,20250601,S001,B002,R003,D001,163323.8,3.8
OPX0000459,20250601,S001,B002,R003,D003,196735.8,4.7
OPX0000460,20250601,S001,B002,R003,D005,138244.6,3.5
OPX0000461,20250601,S001,B003,R002,D004,771672.36,17.3
OPX0000462,20250601,S001,B003,R002,D002,1485697.96,37.1
OPX0000463,20250601,S001,B003,R002,D001,424942.77,10.2
OPX0000464,20250601,S001,B003,R002,D003,506267.52,11.5
OPX0000465,20250601,S001,B003,R002,D005,358695.49,9.0
OPX0000466,20250601,S001,B003,R001,D004,511233.7,11.5
OPX0000467,20250601,S001,B003,R001,D002,1024955.53,23.1
OPX0000468,20250601,S001,B003,R001,D001,276266.67,6.6
OPX0000469,20250601,S001,B003,R001,D003,332317.66,7.5
OPX0000470,20250601,S001,B003,R001,D005,237568.63,5.9
OPX0000471,20250601,S001,B003,R004,D004,1010967.75,23.9
OPX0000472,20250601,S001,B003,R004,D002,1980941.62,44.7
OPX0000473,20250601,S001,B003,R004,D001,567325.78,14.6
OPX0000474,20250601,S001,B003,R004,D003,656798.65,16.0
OPX0000475,20250601,S001,B003,R004,D005,453934.47,10.9
OPX0000476,20250601,S001,B003,R003,D004,642012.12,14.6
OPX0000477,20250601,S001,B003,R003,D002,1290534.67,31.9
OPX0000478,20250601,S001,B003,R003,D001,354643.96,8.0
OPX0000479,20250601,S001,B003,R003,D003,402016.05,9.6
OPX0000480,20250601,S001,B003,R003,D005,294403.56,6.9
OPX0000481,20250701,S001,B004,R002,D004,1225611.23,30.8
OPX0000482,20250701,S001,B004,R002,D002,2248158.65,51.0
OPX0000483,20250701,S001,B004,R002,D001,649830.72,14.7
OPX0000484,20250701,S001,B004,R002,D003,771951.91,19.3
OPX0000485,20250701,S001,B004,R002,D005,536891.49,13.8
OPX0000486,20250701,S001,B004,R001,D004,819670.39,20.3
OPX0000487,20250701,S001,B004,R001,D002,1571072.99,37.8
OPX0000488,20250701,S001,B004,R001,D001,432010.84,10.7
OPX0000489,20250701,S001,B004,R001,D003,527158.02,12.7
OPX0000490,20250701,S001,B004,R001,D005,367985.78,8.5
OPX0000491,20250701,S001,B004,R004,D004,1563136.8,39.8
OPX0000492,20250701,S001,B004,R004,D002,2974759.95,73.0
OPX0000493,20250701,S001,B004,R004,D001,885160.85,22.4
OPX0000494,20250701,S001,B004,R004,D003,1027619.49,24.7
OPX0000495,20250701,S001,B004,R004,D005,695737.38,16.6
OPX0000496,20250701,S001,B004,R003,D004,1019066.24,23.6
OPX0000497,20250701,S001,B004,R003,D002,1896249.51,44.0
OPX0000498,20250701,S001,B004,R003,D001,545530.97,13.9
OPX0000499,20250701,S001,B004,R003,D003,638983.83,15.6
OPX0000500,20250701,S001,B004,R003,D005,460232.06,11.2
OPX0000501,20250701,S001,B001,R002,D004,766979.68,18.1
OPX0000502,20250701,S001,B001,R002,D002,1441891.0,35.1
OPX0000503,20250701,S001,B001,R002,D001,418074.71,10.5
OPX0000504,20250701,S001,B001,R002,D003,486543.68,11.5
OPX0000505,20250701,S001,B001,R002,D005,356157.68,8.1
OPX0000506,20250701,S001,B001,R001,D004,533532.1,12.4
OPX0000507,20250701,S001,B001,R001,D002,1025342.44,23.2
OPX0000508,20250701,S001,B001,R001,D001,285804.63,7.2
OPX0000509,20250701,S001,B001,R001,D003,338228.92,8.7
OPX0000510,20250701,S001,B001,R001,D005,241706.69,5.7
OPX0000511,20250701,S001,B001,R004,D004,983829.23,23.4
OPX0000512,20250701,S001,B001,R004,D002,1958808.97,49.8
OPX0000513,20250701,S001,B001,R004,D001,560788.2,13.7
OPX0000514,20250701,S001,B001,R004,D003,646983.07,15.1
OPX0000515,20250701,S001,B001,R004,D005,440266.17,10.0
OPX0000516,20250701,S001,B001,R003,D004,641822.88,16.2
OPX0000517,20250701,S001,B001,R003,D002,1205444.51,30.8
OPX0000518,20250701,S001,B001,R003,D001,340575.25,8.7
OPX0000519,20250701,S001,B001,R003,D003,396529.84,9.4
OPX0000520,20250701,S001,B001,R003,D005,281792.62,7.1
OPX0000521,20250701,S001,B002,R002,D004,379966.4,9.3
OPX0000522,20250701,S001,B002,R002,D002,741763.49,17.6
OPX0000523,20250701,S001,B002,R002,D001,207717.3,5.2
OPX0000524,20250701,S001,B002,R002,D003,241143.45,6.0
OPX0000525,20250701,S001,B002,R002,D005,174237.83,4.2
OPX0000526,20250701,S001,B002,R001,D004,249981.51,6.4
OPX0000527,20250701,S001,B002,R001,D002,476444.77,12.1
OPX0000528,20250701,S001,B002,R001,D001,135449.25,3.4
OPX0000529,20250701,S001,B002,R001,D003,165880.84,4.1
OPX0000530,20250701,S001,B002,R001,D005,112476.51,2.6
OPX0000531,20250701,S001,B002,R004,D004,474145.18,11.2
OPX0000532,20250701,S001,B002,R004,D002,927220.57,22.3
OPX0000533,20250701,S001,B002,R004,D001,261245.17,6.0
OPX0000534,20250701,S001,B002,R004,D003,313459.7,7.5
OPX0000535,20250701,S001,B002,R004,D005,226209.5,5.5
OPX0000536,20250701,S001,B002,R003,D004,320401.99,7.6
OPX0000537,20250701,S001,B002,R003,D002,610093.39,14.2
OPX0000538,20250701,S001,B002,R003,D001,175715.68,4.5
OPX0000539,20250701,S001,B002,R003,D003,199099.4,4.9
OPX0000540,20250701,S001,B002,R003,D005,145796.67,3.5
OPX0000541,20250701,S001,B003,R002,D004,813700.44,20.4
OPX0000542,20250701,S001,B003,R002,D002,1571293.98,35.3
OPX0000543,20250701,S001,B003,R002,D001,430567.93,10.3
OPX0000544,20250701,S001,B003,R002,D003,500680.42,12.1
OPX0000545,20250701,S001,B003,R002,D005,369145.45,9.1
OPX0000546,20250701,S001,B003,R001,D004,561257.68,14.0
OPX0000547,20250701,S001,B003,R001,D002,1021585.03,25.1
OPX0000548,20250701,S001,B003,R001,D001,291436.18,6.6
OPX0000549,20250701,S001,B003,R001,D003,357797.75,9.2
OPX0000550,20250701,S001,B003,R001,D005,251638.97,6.2
OPX0000551,20250701,S001,B003,R004,D004,1033329.48,26.2
OPX0000552,20250701,S001,B003,R004,D002,2066527.36,46.4
OPX0000553,20250701,S001,B003,R004,D001,582570.76,14.2
OPX0000554,20250701,S001,B003,R004,D003,668874.28,16.5
OPX0000555,20250701,S001,B003,R004,D005,479689.88,10.9
OPX0000556,20250701,S001,B003,R003,D004,689213.17,17.5
OPX0000557,20250701,S001,B003,R003,D002,1266079.74,29.1
OPX0000558,20250701,S001,B003,R003,D001,357868.8,8.9
OPX0000559,20250701,S001,B003,R003,D003,437519.54,10.5
OPX0000560,20250701,S001,B003,R003,D005,296634.34,7.4
OPX0000561,20250801,S001,B004,R002,D004,1192417.66,30.3
OPX0000562,20250801,S001,B004,R002,D002,2234114.72,53.5
OPX0000563,20250801,S001,B004,R002,D001,683118.43,17.1
OPX0000564,20250801,S001,B004,R002,D003,757000.71,17.4
OPX0000565,20250801,S001,B004,R002,D005,538846.31,12.9
OPX0000566,20250801,S001,B004,R001,D004,791235.62,18.4
OPX0000567,20250801,S001,B004,R001,D002,1596766.05,40.6
OPX0000568,20250801,S001,B004,R001,D001,440758.79,10.6
OPX0000569,20250801,S001,B004,R001,D003,520825.25,13.1
OPX0000570,20250801,S001,B004,R001,D005,364049.22,9.3
OPX0000571,20250801,S001,B004,R004,D004,1592545.14,39.5
OPX0000572,20250801,S001,B004,R004,D002,2921711.59,66.8
OPX0000573,20250801,S001,B004,R004,D001,845694.73,20.7
OPX0000574,20250801,S001,B004,R004,D003,971100.32,21.9
OPX0000575,20250801,S001,B004,R004,D005,726200.5,18.0
OPX0000576,20250801,S001,B004,R003,D004,1002740.58,24.9
OPX0000577,20250801,S001,B004,R003,D002,2003514.77,48.8
OPX0000578,20250801,S001,B004,R003,D001,570723.7,14.4
OPX0000579,20250801,S001,B004,R003,D003,647423.12,15.0
OPX0000580,20250801,S001,B004,R003,D005,445332.23,10.3
OPX0000581,20250801,S001,B001,R002,D004,784358.92,19.1
OPX0000582,20250801,S001,B001,R002,D002,1438829.81,33.2
OPX0000583,20250801,S001,B001,R002,D001,428890.13,10.7
OPX0000584,20250801,S001,B001,R002,D003,484626.67,12.1
OPX0000585,20250801,S001,B001,R002,D005,343623.21,8.1
OPX0000586,20250801,S001,B001,R001,D004,494146.14,11.4
OPX0000587,20250801,S001,B001,R001,D002,956120.16,23.2
OPX0000588,20250801,S001,B001,R001,D001,280890.84,6.4
OPX0000589,20250801,S001,B001,R001,D003,326006.96,8.2
OPX0000590,20250801,S001,B001,R001,D005,226109.29,5.6
OPX0000591,20250801,S001,B001,R004,D004,966188.24,23.0
OPX0000592,20250801,S001,B001,R004,D002,1874248.57,43.8
OPX0000593,20250801,S001,B001,R004,D001,541703.33,12.1
OPX0000594,20250801,S001,B001,R004,D003,650952.5,15.2
OPX0000595,20250801,S001,B001,R004,D005,452242.74,10.4
OPX0000596,20250801,S001,B001,R003,D004,626219.9,14.1
OPX0000597,20250801,S001,B001,R003,D002,1208049.45,30.9
OPX0000598,20250801,S001,B001,R003,D001,338846.72,7.9
OPX0000599,20250801,S001,B001,R003,D003,392969.36,9.7
OPX0000600,20250801,S001,B001,R003,D005,296069.78,7.3
OPX0000601,20250801,S001,B002,R002,D004,390849.32,9.8
OPX0000602,20250801,S001,B002,R002,D002,726692.91,16.6
OPX0000603,20250801,S001,B002,R002,D001,210322.0,5.1
OPX0000604,20250801,S001,B002,R002,D003,243688.22,6.1
OPX0000605,20250801,S001,B002,R002,D005,171130.88,3.9
OPX0000606,20250801,S001,B002,R001,D004,248845.06,6.0
OPX0000607,20250801,S001,B002,R001,D002,495852.6,12.7
OPX0000608,20250801,S001,B002,R001,D001,142781.09,3.6
OPX0000609,20250801,S001,B002,R001,D003,159536.19,3.8
OPX0000610,20250801,S001,B002,R001,D005,116984.81,2.9
OPX0000611,20250801,S001,B002,R004,D004,498179.44,11.8
OPX0000612,20250801,S001,B002,R004,D002,912133.01,22.0
OPX0000613,20250801,S001,B002,R004,D001,260619.32,5.9
OPX0000614,20250801,S001,B002,R004,D003,315665.8,7.8
OPX0000615,20250801,S001,B002,R004,D005,217538.15,5.6
OPX0000616,20250801,S001,B002,R003,D004,321784.43,8.1
OPX0000617,20250801,S001,B002,R003,D002,580611.63,13.4
OPX0000618,20250801,S001,B002,R003,D001,165959.42,4.2
OPX0000619,20250801,S001,B002,R003,D003,200585.68,5.1
OPX0000620,20250801,S001,B002,R003,D005,147684.64,3.8
OPX0000621,20250801,S001,B003,R002,D004,836690.04,19.5
OPX0000622,20250801,S001,B003,R002,D002,1614640.54,39.3
OPX0000623,20250801,S001,B003,R002,D001,461653.29,11.1
OPX0000624,20250801,S001,B003,R002,D003,516465.44,12.3
OPX0000625,20250801,S001,B003,R002,D005,369406.24,9.2
OPX0000626,20250801,S001,B003,R001,D004,538777.09,12.5
OPX0000627,20250801,S001,B003,R001,D002,1066641.04,24.7
OPX0000628,20250801,S001,B003,R001,D001,289003.63,7.0
OPX0000629,20250801,S001,B003,R001,D003,336016.55,8.4
OPX0000630,20250801,S001,B003,R001,D005,248050.44,5.6
OPX0000631,20250801,S001,B003,R004,D004,1024385.18,24.0
OPX0000632,20250801,S001,B003,R004,D002,2034075.38,51.0
OPX0000633,20250801,S001,B003,R004,D001,575839.16,13.6
OPX0000634,20250801,S001,B003,R004,D003,691917.69,15.9
OPX0000635,20250801,S001,B003,R004,D005,462581.23,11.5
OPX0000636,20250801,S001,B003,R003,D004,697239.14,17.4
OPX0000637,20250801,S001,B003,R003,D002,1292938.53,30.2
OPX0000638,20250801,S001,B003,R003,D001,366235.91,9.0
OPX0000639,20250801,S001,B003,R003,D003,443300.98,10.6
OPX0000640,20250801,S001,B003,R003,D005,318415.29,7.7
OPX0000641,20250901,S001,B004,R002,D004,1257470.27,32.2
OPX0000642,20250901,S001,B004,R002,D002,2427668.2,58.2
OPX0000643,20250901,S001,B004,R002,D001,700191.53,16.5
OPX0000644,20250901,S001,B004,R002,D003,820262.96,19.9
OPX0000645,20250901,S001,B004,R002,D005,592155.18,13.5
OPX0000646,20250901,S001,B004,R001,D004,866359.2,20.8
OPX0000647,20250901,S001,B004,R001,D002,1631691.96,41.9
OPX0000648,20250901,S001,B004,R001,D001,450244.1,10.9
OPX0000649,20250901,S001,B004,R001,D003,532368.45,13.0
OPX0000650,20250901,S001,B004,R001,D005,374896.75,8.6
OPX0000651,20250901,S001,B004,R004,D004,1606136.9,41.0
OPX0000652,20250901,S001,B004,R004,D002,3231089.17,72.4
OPX0000653,20250901,S001,B004,R004,D001,880498.27,22.1
OPX0000654,20250901,S001,B004,R004,D003,1021232.26,25.7
OPX0000655,20250901,S001,B004,R004,D005,722909.23,16.9
OPX0000656,20250901,S001,B004,R003,D004,1093846.86,24.8
OPX0000657,20250901,S001,B004,R003,D002,2082732.42,51.5
OPX0000658,20250901,S001,B004,R003,D001,591020.21,15.2
OPX0000659,20250901,S001,B004,R003,D003,673477.57,15.9
OPX0000660,20250901,S001,B004,R003,D005,480770.63,11.9
OPX0000661,20250901,S001,B001,R002,D004,784379.4,18.4
OPX0000662,20250901,S001,B001,R002,D002,1554429.82,34.9
OPX0000663,20250901,S001,B001,R002,D001,452702.69,11.2
OPX0000664,20250901,S001,B001,R002,D003,519796.03,12.8
OPX0000665,20250901,S001,B001,R002,D005,367317.48,8.7
OPX0000666,20250901,S001,B001,R001,D004,533646.87,12.1
OPX0000667,20250901,S001,B001,R001,D002,1050118.92,25.1
OPX0000668,20250901,S001,B001,R001,D001,298737.73,7.3
OPX0000669,20250901,S001,B001,R001,D003,338560.17,7.7
OPX0000670,20250901,S001,B001,R001,D005,241942.19,5.8
OPX0000671,20250901,S001,B001,R004,D004,1027841.38,25.3
OPX0000672,20250901,S001,B001,R004,D002,1915825.94,44.8
OPX0000673,20250901,S001,B001,R004,D001,576960.36,13.6
OPX0000674,20250901,S001,B001,R004,D003,666784.31,16.5
OPX0000675,20250901,S001,B001,R004,D005,469972.77,11.5
OPX0000676,20250901,S001,B001,R003,D004,661222.65,16.7
OPX0000677,20250901,S001,B001,R003,D002,1323526.2,31.9
OPX0000678,20250901,S001,B001,R003,D001,359526.93,8.9
OPX0000679,20250901,S001,B001,R003,D003,415056.59,9.5
OPX0000680,20250901,S001,B001,R003,D005,310882.42,7.0
OPX0000681,20250901,S001,B002,R002,D004,381012.85,9.5
OPX0000682,20250901,S001,B002,R002,D002,772478.79,19.2
OPX0000683,20250901,S001,B002,R002,D001,207952.31,4.7
OPX0000684,20250901,S001,B002,R002,D003,254848.84,6.0
OPX0000685,20250901,S001,B002,R002,D005,179189.64,4.5
OPX0000686,20250901,S001,B002,R001,D004,257172.65,6.2
OPX0000687,20250901,S001,B002,R001,D002,512879.47,12.8
OPX0000688,20250901,S001,B002,R001,D001,146206.04,3.7
OPX0000689,20250901,S001,B002,R001,D003,167104.48,3.9
OPX0000690,20250901,S001,B002,R001,D005,116954.32,2.9
OPX0000691,20250901,S001,B002,R004,D004,520071.08,12.6
OPX0000692,20250901,S001,B002,R004,D002,981250.4,24.4
OPX0000693,20250901,S001,B002,R004,D001,269922.3,6.4
OPX0000694,20250901,S001,B002,R004,D003,318878.69,7.8
OPX0000695,20250901,S001,B002,R004,D005,230793.3,5.4
OPX0000696,20250901,S001,B002,R003,D004,323378.78,7.3
OPX0000697,20250901,S001,B002,R003,D002,613094.96,14.4
OPX0000698,20250901,S001,B002,R003,D001,180765.92,4.4
OPX0000699,20250901,S001,B002,R003,D003,212616.31,5.1
OPX0000700,20250901,S001,B002,R003,D005,146483.64,3.7
OPX0000701,20250901,S001,B003,R002,D004,858896.29,22.1
OPX0000702,20250901,S001,B003,R002,D002,1604238.91,36.2
OPX0000703,20250901,S001,B003,R002,D001,477379.72,11.8
OPX0000704,20250901,S001,B003,R002,D003,528158.67,12.4
OPX0000705,20250901,S001,B003,R002,D005,373262.81,9.6
OPX0000706,20250901,S001,B003,R001,D004,562242.17,14.3
OPX0000707,20250901,S001,B003,R001,D002,1069947.48,26.5
OPX0000708,20250901,S001,B003,R001,D001,314874.62,7.3
OPX0000709,20250901,S001,B003,R001,D003,354838.84,8.1
OPX0000710,20250901,S001,B003,R001,D005,258730.27,5.8
OPX0000711,20250901,S001,B003,R004,D004,1074781.02,26.5
OPX0000712,20250901,S001,B003,R004,D002,2026760.01,48.1
OPX0000713,20250901,S001,B003,R004,D001,604147.74,14.2
OPX0000714,20250901,S001,B003,R004,D003,716227.3,17.5
OPX0000715,20250901,S001,B003,R004,D005,495140.19,12.1
OPX0000716,20250901,S001,B003,R003,D004,683716.79,16.9
OPX0000717,20250901,S001,B003,R003,D002,1328923.58,31.5
OPX0000718,20250901,S001,B003,R003,D001,387626.99,9.9
OPX0000719,20250901,S001,B003,R003,D003,458852.56,10.4
OPX0000720,20250901,S001,B003,R003,D005,317817.57,7.8
OPX0000721,20251001,S001,B004,R002,D004,1375095.46,32.8
OPX0000722,20251001,S001,B004,R002,D002,2564475.84,57.5
OPX0000723,20251001,S001,B004,R002,D001,729053.72,16.5
OPX0000724,20251001,S001,B004,R002,D003,853835.67,21.1
OPX0000725,20251001,S001,B004,R002,D005,626711.03,14.3
OPX0000726,20251001,S001,B004,R001,D004,917370.75,22.9
OPX0000727,20251001,S001,B004,R001,D002,1760174.35,42.4
OPX0000728,20251001,S001,B004,R001,D001,478500.25,10.7
OPX0000729,20251001,S001,B004,R001,D003,559139.44,13.1
OPX0000730,20251001,S001,B004,R001,D005,401359.96,10.1
OPX0000731,20251001,S001,B004,R004,D004,1703833.09,40.5
OPX0000732,20251001,S001,B004,R004,D002,3257438.16,78.0
OPX0000733,20251001,S001,B004,R004,D001,982965.27,23.9
OPX0000734,20251001,S001,B004,R004,D003,1098613.33,26.2
OPX0000735,20251001,S001,B004,R004,D005,807575.31,20.7
OPX0000736,20251001,S001,B004,R003,D004,1143842.41,25.6
OPX0000737,20251001,S001,B004,R003,D002,2156424.96,52.1
OPX0000738,20251001,S001,B004,R003,D001,614475.13,14.1
OPX0000739,20251001,S001,B004,R003,D003,741601.61,18.0
OPX0000740,20251001,S001,B004,R003,D005,495433.06,12.3
OPX0000741,20251001,S001,B001,R002,D004,846415.7,20.9
OPX0000742,20251001,S001,B001,R002,D002,1584210.06,35.9
OPX0000743,20251001,S001,B001,R002,D001,464774.76,10.7
OPX0000744,20251001,S001,B001,R002,D003,561034.69,13.1
OPX0000745,20251001,S001,B001,R002,D005,390400.58,8.8
OPX0000746,20251001,S001,B001,R001,D004,558006.01,14.2
OPX0000747,20251001,S001,B001,R001,D002,1101796.01,25.2
OPX0000748,20251001,S001,B001,R001,D001,321255.17,8.1
OPX0000749,20251001,S001,B001,R001,D003,372013.69,9.1
OPX0000750,20251001,S001,B001,R001,D005,252325.95,6.5
OPX0000751,20251001,S001,B001,R004,D004,1101884.81,25.7
OPX0000752,20251001,S001,B001,R004,D002,2024570.6,51.6
OPX0000753,20251001,S001,B001,R004,D001,586329.84,13.8
OPX0000754,20251001,S001,B001,R004,D003,681529.34,16.1
OPX0000755,20251001,S001,B001,R004,D005,506924.18,12.5
OPX0000756,20251001,S001,B001,R003,D004,700957.11,16.2
OPX0000757,20251001,S001,B001,R003,D002,1382859.75,31.3
OPX0000758,20251001,S001,B001,R003,D001,396622.58,9.0
OPX0000759,20251001,S001,B001,R003,D003,462498.04,11.0
OPX0000760,20251001,S001,B001,R003,D005,324277.84,8.0
OPX0000761,20251001,S001,B002,R002,D004,429061.55,10.9
OPX0000762,20251001,S001,B002,R002,D002,814121.93,18.3
OPX0000763,20251001,S001,B002,R002,D001,222656.92,5.2
OPX0000764,20251001,S001,B002,R002,D003,261129.41,6.6
OPX0000765,20251001,S001,B002,R002,D005,188520.37,4.7
OPX0000766,20251001,S001,B002,R001,D004,286614.7,7.2
OPX0000767,20251001,S001,B002,R001,D002,527545.38,12.4
OPX0000768,20251001,S001,B002,R001,D001,154149.1,3.9
OPX0000769,20251001,S001,B002,R001,D003,176007.39,4.3
OPX0000770,20251001,S001,B002,R001,D005,132756.46,3.0
OPX0000771,20251001,S001,B002,R004,D004,550618.12,13.8
OPX0000772,20251001,S001,B002,R004,D002,1086186.15,27.2
OPX0000773,20251001,S001,B002,R004,D001,296458.32,6.6
OPX0000774,20251001,S001,B002,R004,D003,345014.51,7.9
OPX0000775,20251001,S001,B002,R004,D005,250009.93,6.3
OPX0000776,20251001,S001,B002,R003,D004,343989.38,8.2
OPX0000777,20251001,S001,B002,R003,D002,678227.83,16.7
OPX0000778,20251001,S001,B002,R003,D001,187796.91,4.6
OPX0000779,20251001,S001,B002,R003,D003,215135.48,5.3
OPX0000780,20251001,S001,B002,R003,D005,153667.17,3.9
OPX0000781,20251001,S001,B003,R002,D004,861109.47,19.4
OPX0000782,20251001,S001,B003,R002,D002,1630847.82,41.9
OPX0000783,20251001,S001,B003,R002,D001,489749.86,11.0
OPX0000784,20251001,S001,B003,R002,D003,570090.67,13.0
OPX0000785,20251001,S001,B003,R002,D005,403784.17,9.5
OPX0000786,20251001,S001,B003,R001,D004,622747.64,15.1
OPX0000787,20251001,S001,B003,R001,D002,1140009.66,26.8
OPX0000788,20251001,S001,B003,R001,D001,322452.83,7.4
OPX0000789,20251001,S001,B003,R001,D003,375272.76,9.0
OPX0000790,20251001,S001,B003,R001,D005,275292.52,6.6
OPX0000791,20251001,S001,B003,R004,D004,1131114.87,28.6
OPX0000792,20251001,S001,B003,R004,D002,2228488.15,52.1
OPX0000793,20251001,S001,B003,R004,D001,640119.9,15.6
OPX0000794,20251001,S001,B003,R004,D003,762674.59,18.0
OPX0000795,20251001,S001,B003,R004,D005,536038.17,12.1
OPX0000796,20251001,S001,B003,R003,D004,759104.26,17.8
OPX0000797,20251001,S001,B003,R003,D002,1463957.27,36.4
OPX0000798,20251001,S001,B003,R003,D001,410031.01,9.5
OPX0000799,20251001,S001,B003,R003,D003,478854.07,11.0
OPX0000800,20251001,S001,B003,R003,D005,338060.48,8.2
OPX0000801,20251101,S001,B004,R002,D004,1402651.21,34.7
OPX0000802,20251101,S001,B004,R002,D002,2745133.58,67.6
OPX0000803,20251101,S001,B004,R002,D001,780678.85,18.9
OPX0000804,20251101,S001,B004,R002,D003,923395.31,22.0
OPX0000805,20251101,S001,B004,R002,D005,665476.62,16.8
OPX0000806,20251101,S001,B004,R001,D004,971719.5,22.9
OPX0000807,20251101,S001,B004,R001,D002,1753942.41,39.9
OPX0000808,20251101,S001,B004,R001,D001,514981.29,12.4
OPX0000809,20251101,S001,B004,R001,D003,609268.94,15.5
OPX0000810,20251101,S001,B004,R001,D005,430048.15,10.6
OPX0000811,20251101,S001,B004,R004,D004,1851369.75,43.9
OPX0000812,20251101,S001,B004,R004,D002,3563720.48,84.1
OPX0000813,20251101,S001,B004,R004,D001,997612.56,24.9
OPX0000814,20251101,S001,B004,R004,D003,1142665.03,25.9
OPX0000815,20251101,S001,B004,R004,D005,855534.76,19.2
OPX0000816,20251101,S001,B004,R003,D004,1160913.0,27.3
OPX0000817,20251101,S001,B004,R003,D002,2278339.99,56.9
OPX0000818,20251101,S001,B004,R003,D001,659363.26,16.1
OPX0000819,20251101,S001,B004,R003,D003,738098.09,18.3
OPX0000820,20251101,S001,B004,R003,D005,539276.32,12.7
OPX0000821,20251101,S001,B001,R002,D004,865402.99,19.8
OPX0000822,20251101,S001,B001,R002,D002,1664692.62,38.5
OPX0000823,20251101,S001,B001,R002,D001,486102.55,11.2
OPX0000824,20251101,S001,B001,R002,D003,547390.66,13.6
OPX0000825,20251101,S001,B001,R002,D005,407646.13,9.8
OPX0000826,20251101,S001,B001,R001,D004,583462.72,14.1
OPX0000827,20251101,S001,B001,R001,D002,1145951.84,28.3
OPX0000828,20251101,S001,B001,R001,D001,324636.57,7.5
OPX0000829,20251101,S001,B001,R001,D003,389893.1,9.0
OPX0000830,20251101,S001,B001,R001,D005,275862.03,6.6
OPX0000831,20251101,S001,B001,R004,D004,1146247.1,28.7
OPX0000832,20251101,S001,B001,R004,D002,2255312.44,51.7
OPX0000833,20251101,S001,B001,R004,D001,623777.15,14.8
OPX0000834,20251101,S001,B001,R004,D003,714866.27,17.5
OPX0000835,20251101,S001,B001,R004,D005,540253.87,13.6
OPX0000836,20251101,S001,B001,R003,D004,720899.9,16.7
OPX0000837,20251101,S001,B001,R003,D002,1407036.26,32.6
OPX0000838,20251101,S001,B001,R003,D001,410744.39,10.1
OPX0000839,20251101,S001,B001,R003,D003,466657.17,10.5
OPX0000840,20251101,S001,B001,R003,D005,346131.66,7.8
OPX0000841,20251101,S001,B002,R002,D004,460952.05,11.3
OPX0000842,20251101,S001,B002,R002,D002,873602.86,22.2
OPX0000843,20251101,S001,B002,R002,D001,235197.05,5.9
OPX0000844,20251101,S001,B002,R002,D003,285692.15,6.9
OPX0000845,20251101,S001,B002,R002,D005,207473.3,5.1
OPX0000846,20251101,S001,B002,R001,D004,285708.12,6.7
OPX0000847,20251101,S001,B002,R001,D002,573776.76,14.1
OPX0000848,20251101,S001,B002,R001,D001,157101.24,3.8
OPX0000849,20251101,S001,B002,R001,D003,188083.09,4.7
OPX0000850,20251101,S001,B002,R001,D005,135446.64,3.4
OPX0000851,20251101,S001,B002,R004,D004,555806.39,12.8
OPX0000852,20251101,S001,B002,R004,D002,1086431.32,25.2
OPX0000853,20251101,S001,B002,R004,D001,319703.82,7.5
OPX0000854,20251101,S001,B002,R004,D003,361288.57,9.2
OPX0000855,20251101,S001,B002,R004,D005,264491.99,6.6
OPX0000856,20251101,S001,B002,R003,D004,367918.73,9.3
OPX0000857,20251101,S001,B002,R003,D002,712662.16,17.2
OPX0000858,20251101,S001,B002,R003,D001,192874.81,4.9
OPX0000859,20251101,S001,B002,R003,D003,224942.2,5.6
OPX0000860,20251101,S001,B002,R003,D005,165951.11,4.1
OPX0000861,20251101,S001,B003,R002,D004,906332.88,22.8
OPX0000862,20251101,S001,B003,R002,D002,1790631.25,44.9
OPX0000863,20251101,S001,B003,R002,D001,494536.5,11.5
OPX0000864,20251101,S001,B003,R002,D003,607711.78,14.7
OPX0000865,20251101,S001,B003,R002,D005,426227.47,10.3
