FactFinanceKey,DateKey,ScenarioKey,BusinessUnitKey,ProductKey,RegionKey,CustomerKey,Revenue,COGS,GrossMargin,AllocatedOpex,EBITDA,Orders,CashImpact
FIN0001272,20250301,S001,B003,P006,R001,C012,600227.98,453172.13,147055.86,134451.07,12604.79,27,-3897.13
FIN0001273,20250301,S001,B003,P006,R004,C001,1068895.02,807015.74,261879.28,239432.48,22446.8,49,-7205.8
FIN0001274,20250301,S001,B003,P006,R004,C002,1004482.38,758384.19,246098.18,225004.05,21094.13,58,-14176.54
FIN0001275,20250301,S001,B003,P006,R004,C003,942985.27,711953.88,231031.39,211228.7,19802.69,46,-5749.5
FIN0001276,20250301,S001,B003,P006,R004,C004,860570.31,649730.59,210839.73,192767.75,18071.98,41,-1701.83
FIN0001277,20250301,S001,B003,P006,R004,C005,762444.44,575645.56,186798.89,170787.56,16011.33,33,-1362.55
FIN0001278,20250301,S001,B003,P006,R004,C006,683343.98,515924.7,167419.28,153069.05,14350.22,31,-4176.56
FIN0001279,20250301,S001,B003,P006,R004,C007,671965.81,507334.18,164631.62,150520.34,14111.28,36,-8474.44
FIN0001280,20250301,S001,B003,P006,R004,C008,615597.0,464775.73,150821.26,137893.73,12927.54,38,-5216.62
FIN0001281,20250301,S001,B003,P006,R004,C009,604652.93,456512.96,148139.97,135442.26,12697.71,32,-8401.6
FIN0001282,20250301,S001,B003,P006,R004,C010,442299.35,333936.01,108363.34,99075.05,9288.29,23,-198.95
FIN0001283,20250301,S001,B003,P006,R004,C011,442906.32,334394.27,108512.05,99211.02,9301.03,26,-1415.86
FIN0001284,20250301,S001,B003,P006,R004,C012,1137376.78,858719.47,278657.31,254772.4,23884.91,57,-1042.0
FIN0001285,20250301,S001,B003,P006,R003,C001,739097.33,558018.49,181078.85,165557.8,15521.04,37,-10268.82
FIN0001286,20250301,S001,B003,P006,R003,C002,628119.12,474229.94,153889.19,140698.68,13190.5,30,-2459.67
FIN0001287,20250301,S001,B003,P006,R003,C003,573259.65,432811.04,140448.62,128410.16,12038.45,27,-4690.2
FIN0001288,20250301,S001,B003,P006,R003,C004,544347.34,410982.24,133365.1,121933.8,11431.29,25,-6847.48
FIN0001289,20250301,S001,B003,P006,R003,C005,516212.44,389740.39,126472.05,115631.59,10840.46,27,427.64
FIN0001290,20250301,S001,B003,P006,R003,C006,472985.85,357104.32,115881.53,105948.83,9932.7,25,-3062.2
FIN0001291,20250301,S001,B003,P006,R003,C007,427075.98,322442.37,104633.62,95665.02,8968.6,22,-2732.87
FIN0001292,20250301,S001,B003,P006,R003,C008,401931.31,303458.14,98473.17,90032.61,8440.56,22,1013.8
FIN0001293,20250301,S001,B003,P006,R003,C009,357568.87,269964.5,87604.37,80095.43,7508.95,16,582.18
FIN0001294,20250301,S001,B003,P006,R003,C010,305027.13,230295.48,74731.65,68326.08,6405.57,13,399.51
FIN0001295,20250301,S001,B003,P006,R003,C011,283172.34,213795.12,69377.22,63430.6,5946.62,15,-220.61
FIN0001296,20250301,S001,B003,P006,R003,C012,775718.23,585667.26,190050.97,173760.88,16290.08,39,-10559.89
FIN0001297,20250401,S001,B004,P007,R002,C001,1443936.05,1104611.08,339324.97,205038.92,134286.05,76,85761.07
FIN0001298,20250401,S001,B004,P007,R002,C002,1361443.76,1041504.48,319939.28,193325.01,126614.27,78,99691.15
FIN0001299,20250401,S001,B004,P007,R002,C003,1273397.65,974149.2,299248.45,180822.47,118425.98,78,92337.59
FIN0001300,20250401,S001,B004,P007,R002,C004,1193452.58,912991.22,280461.36,169470.27,110991.09,69,85352.48
FIN0001301,20250401,S001,B004,P007,R002,C005,1034020.5,791025.68,242994.82,146830.91,96163.91,48,76271.41
FIN0001302,20250401,S001,B004,P007,R002,C006,960299.42,734629.05,225670.36,136362.52,89307.85,51,58833.89
FIN0001303,20250401,S001,B004,P007,R002,C007,939403.86,718643.95,220759.91,133395.35,87364.56,45,64220.35
FIN0001304,20250401,S001,B004,P007,R002,C008,885524.28,677426.08,208098.21,125744.45,82353.76,53,64635.24
FIN0001305,20250401,S001,B004,P007,R002,C009,790888.13,605029.42,185858.71,112306.11,73552.6,40,51115.81
FIN0001306,20250401,S001,B004,P007,R002,C010,618186.58,472912.74,145273.85,87782.49,57491.35,30,37863.71
FIN0001307,20250401,S001,B004,P007,R002,C011,586216.21,448455.4,137760.81,83242.7,54518.11,33,40259.63
FIN0001308,20250401,S001,B004,P007,R002,C012,1633061.13,1249291.76,383769.36,231894.68,151874.68,79,111010.36
FIN0001309,20250401,S001,B004,P007,R001,C001,1069606.48,818248.95,251357.52,151884.12,99473.4,53,75145.24
FIN0001310,20250401,S001,B004,P007,R001,C002,992214.43,759044.04,233170.39,140894.45,92275.94,49,62561.24
FIN0001311,20250401,S001,B004,P007,R001,C003,804380.21,615350.86,189029.35,114221.99,74807.36,37,55811.27
FIN0001312,20250401,S001,B004,P007,R001,C004,798872.18,611137.22,187734.96,113439.85,74295.11,46,51666.15
FIN0001313,20250401,S001,B004,P007,R001,C005,767152.93,586871.99,180280.94,108935.72,71345.22,43,52210.75
FIN0001314,20250401,S001,B004,P007,R001,C006,702851.02,537681.03,165169.99,99804.84,65365.14,38,43232.36
FIN0001315,20250401,S001,B004,P007,R001,C007,630530.72,482356.0,148174.72,89535.36,58639.36,33,43312.2
FIN0001316,20250401,S001,B004,P007,R001,C008,591736.36,452678.31,139058.04,84026.56,55031.48,34,38549.95
FIN0001317,20250401,S001,B004,P007,R001,C009,538772.58,412161.03,126611.56,76505.71,50105.85,26,34079.81
FIN0001318,20250401,S001,B004,P007,R001,C010,443098.65,338970.46,104128.18,62920.01,41208.17,25,28939.02
FIN0001319,20250401,S001,B004,P007,R001,C011,399472.7,305596.62,93876.09,56725.12,37150.96,18,28744.93
FIN0001320,20250401,S001,B004,P007,R001,C012,1053835.81,806184.4,247651.42,149644.69,98006.73,57,66445.86
FIN0001321,20250401,S001,B004,P007,R004,C001,1873013.49,1432855.32,440158.17,265967.92,174190.25,91,139010.03
FIN0001322,20250401,S001,B004,P007,R004,C002,1768687.44,1353045.89,415641.55,251153.62,164487.93,94,104140.3
FIN0001323,20250401,S001,B004,P007,R004,C003,1615071.33,1235529.56,379541.76,229340.13,150201.63,90,95069.76
FIN0001324,20250401,S001,B004,P007,R004,C004,1447568.13,1107389.62,340178.51,205554.67,134623.84,76,98452.71
FIN0001325,20250401,S001,B004,P007,R004,C005,1475328.09,1128625.99,346702.1,209496.59,137205.51,90,96507.51
FIN0001326,20250401,S001,B004,P007,R004,C006,1284281.65,982475.46,301806.19,182367.99,119438.19,61,85082.9
FIN0001327,20250401,S001,B004,P007,R004,C007,1183652.23,905493.95,278158.27,168078.62,110079.66,58,84591.73
FIN0001328,20250401,S001,B004,P007,R004,C008,1097743.53,839773.8,257969.73,155879.58,102090.15,60,70930.84
FIN0001329,20250401,S001,B004,P007,R004,C009,1013442.77,775283.72,238159.05,143908.87,94250.18,62,60729.6
FIN0001330,20250401,S001,B004,P007,R004,C010,819085.37,626600.31,192485.06,116310.12,76174.94,51,56889.81
FIN0001331,20250401,S001,B004,P007,R004,C011,754398.7,577115.01,177283.69,107124.62,70159.08,42,49324.15
FIN0001332,20250401,S001,B004,P007,R004,C012,2012958.27,1539913.08,473045.19,285840.07,187205.12,93,126341.35
FIN0001333,20250401,S001,B004,P007,R003,C001,1244632.35,952143.75,292488.6,176737.79,115750.81,71,84573.89
FIN0001334,20250401,S001,B004,P007,R003,C002,1213909.24,928640.57,285268.67,172375.11,112893.56,60,78176.68
FIN0001335,20250401,S001,B004,P007,R003,C003,1064260.17,814159.03,250101.14,151124.94,98976.2,49,76329.06
FIN0001336,20250401,S001,B004,P007,R003,C004,945160.68,723047.92,222112.76,134212.82,87899.94,53,61594.67
FIN0001337,20250401,S001,B004,P007,R003,C005,906965.92,693828.93,213136.99,128789.16,84347.83,54,58956.26
FIN0001338,20250401,S001,B004,P007,R003,C006,857380.74,655896.27,201484.47,121748.07,79736.41,41,60547.38
FIN0001339,20250401,S001,B004,P007,R003,C007,765162.48,585349.3,179813.18,108653.07,71160.11,45,47688.92
FIN0001340,20250401,S001,B004,P007,R003,C008,710100.31,543226.74,166873.57,100834.24,66039.33,34,41881.73
FIN0001341,20250401,S001,B004,P007,R003,C009,696915.48,533140.34,163775.14,98962.0,64813.14,36,49826.09
FIN0001342,20250401,S001,B004,P007,R003,C010,512602.14,392140.63,120461.5,72789.5,47672.0,31,31181.94
FIN0001343,20250401,S001,B004,P007,R003,C011,475202.1,363529.61,111672.49,67478.7,44193.8,22,27554.02
FIN0001344,20250401,S001,B004,P007,R003,C012,1337134.49,1022907.89,314226.61,189873.1,124353.51,73,85434.54
FIN0001345,20250401,S001,B004,P008,R002,C001,1771138.13,1284075.14,487062.99,226705.68,260357.31,88,207931.1
FIN0001346,20250401,S001,B004,P008,R002,C002,1720520.31,1247377.23,473143.09,220226.6,252916.49,102,193847.23
FIN0001347,20250401,S001,B004,P008,R002,C003,1475972.57,1070080.11,405892.46,188924.49,216967.97,66,172822.37
FIN0001348,20250401,S001,B004,P008,R002,C004,1450396.26,1051537.29,398858.97,185650.72,213208.25,85,182581.8
FIN0001349,20250401,S001,B004,P008,R002,C005,1332012.8,965709.28,366303.52,170497.64,195805.88,72,160304.65
FIN0001350,20250401,S001,B004,P008,R002,C006,1156122.06,838188.49,317933.57,147983.62,169949.94,55,136748.05
FIN0001351,20250401,S001,B004,P008,R002,C007,1210880.85,877888.62,332992.23,154992.75,177999.48,67,142388.78
FIN0001352,20250401,S001,B004,P008,R002,C008,1024720.93,742922.67,281798.26,131164.28,150633.98,56,121050.31
FIN0001353,20250401,S001,B004,P008,R002,C009,928601.91,673236.38,255365.52,118861.04,136504.48,48,113761.31
FIN0001354,20250401,S001,B004,P008,R002,C010,747578.25,541994.23,205584.02,95690.02,109894.0,41,94039.8
FIN0001355,20250401,S001,B004,P008,R002,C011,733900.77,532078.06,201822.71,93939.3,107883.41,43,86743.29
FIN0001356,20250401,S001,B004,P008,R002,C012,2028876.65,1470935.57,557941.08,259696.21,298244.87,95,251352.92
FIN0001357,20250401,S001,B004,P008,R001,C001,1250734.59,906782.58,343952.01,160094.03,183857.99,73,142789.74
FIN0001358,20250401,S001,B004,P008,R001,C002,1123385.42,814454.43,308930.99,143793.33,165137.66,69,142195.37
FIN0001359,20250401,S001,B004,P008,R001,C003,1064590.53,771828.13,292762.4,136267.59,156494.81,59,118395.03
FIN0001360,20250401,S001,B004,P008,R001,C004,944633.91,684859.59,259774.33,120913.14,138861.18,53,116567.71
FIN0001361,20250401,S001,B004,P008,R001,C005,880290.96,638210.95,242080.01,112677.24,129402.77,48,111255.31
FIN0001362,20250401,S001,B004,P008,R001,C006,817109.39,592404.3,224705.08,104590.0,120115.08,46,94791.23
FIN0001363,20250401,S001,B004,P008,R001,C007,764262.57,554090.36,210172.21,97825.61,112346.6,33,86589.44
FIN0001364,20250401,S001,B004,P008,R001,C008,708564.11,513708.98,194855.13,90696.21,104158.92,43,87772.29
FIN0001365,20250401,S001,B004,P008,R001,C009,634974.77,460356.71,174618.06,81276.77,93341.29,38,81392.81
FIN0001366,20250401,S001,B004,P008,R001,C010,515485.6,373727.06,141758.54,65982.16,75776.38,27,63948.67
FIN0001367,20250401,S001,B004,P008,R001,C011,484280.46,351103.33,133177.13,61987.9,71189.23,22,60069.11
FIN0001368,20250401,S001,B004,P008,R001,C012,1281189.73,928862.55,352327.18,163992.29,188334.89,68,158753.84
FIN0001369,20250401,S001,B004,P008,R004,C001,2431061.43,1762519.54,668541.89,311175.86,357366.03,111,285122.28
FIN0001370,20250401,S001,B004,P008,R004,C002,2155358.11,1562634.63,592723.48,275885.84,316837.64,108,263187.96
FIN0001371,20250401,S001,B004,P008,R004,C003,2018914.95,1463713.34,555201.61,258421.11,296780.5,113,246193.88
FIN0001372,20250401,S001,B004,P008,R004,C004,1807987.11,1310790.65,497196.45,231422.35,265774.1,113,221260.06
FIN0001373,20250401,S001,B004,P008,R004,C005,1642735.26,1190983.06,451752.2,210270.11,241482.08,91,188984.49
FIN0001374,20250401,S001,B004,P008,R004,C006,1610123.16,1167339.29,442783.87,206095.76,236688.1,100,207479.34
FIN0001375,20250401,S001,B004,P008,R004,C007,1424087.88,1032463.71,391624.17,182283.25,209340.92,70,169926.71
FIN0001376,20250401,S001,B004,P008,R004,C008,1306314.77,947078.21,359236.56,167208.29,192028.27,80,166940.12
FIN0001377,20250401,S001,B004,P008,R004,C009,1261571.78,914639.54,346932.24,161481.19,185451.05,72,144599.22
FIN0001378,20250401,S001,B004,P008,R004,C010,980863.27,711125.87,269737.4,125550.5,144186.9,45,121204.09
FIN0001379,20250401,S001,B004,P008,R004,C011,900993.56,653220.33,247773.23,115327.18,132446.05,42,109642.94
FIN0001380,20250401,S001,B004,P008,R004,C012,2582943.43,1872633.99,710309.44,330616.76,379692.68,125,296328.72
FIN0001381,20250401,S001,B004,P008,R003,C001,1490102.0,1080323.95,409778.05,190733.06,219044.99,86,167013.76
FIN0001382,20250401,S001,B004,P008,R003,C002,1499321.2,1087007.87,412313.33,191913.11,220400.22,72,180836.77
FIN0001383,20250401,S001,B004,P008,R003,C003,1248022.46,904816.28,343206.18,159746.87,183459.3,72,157590.16
FIN0001384,20250401,S001,B004,P008,R003,C004,1173719.9,850946.93,322772.97,150236.15,172536.83,63,132120.46
FIN0001385,20250401,S001,B004,P008,R003,C005,1062562.18,770357.58,292204.6,136007.96,156196.64,60,125269.61
FIN0001386,20250401,S001,B004,P008,R003,C006,1062982.65,770662.42,292320.23,136061.78,156258.45,59,132370.97
FIN0001387,20250401,S001,B004,P008,R003,C007,945626.8,685579.43,260047.37,121040.23,139007.14,42,106863.51
FIN0001388,20250401,S001,B004,P008,R003,C008,876653.52,635573.8,241079.72,112211.65,128868.07,54,105835.96
FIN0001389,20250401,S001,B004,P008,R003,C009,839047.77,608309.63,230738.14,107398.11,123340.02,46,102911.62
FIN0001390,20250401,S001,B004,P008,R003,C010,641331.18,464965.11,176366.07,82090.39,94275.68,38,77064.97
FIN0001391,20250401,S001,B004,P008,R003,C011,624398.96,452689.25,171709.71,79923.07,91786.65,36,76204.39
FIN0001392,20250401,S001,B004,P008,R003,C012,1577584.08,1143748.46,433835.62,201930.76,231904.86,83,199596.39
FIN0001393,20250401,S001,B004,P009,R002,C001,938367.9,741310.64,197057.26,146385.39,50671.87,43,26394.38
FIN0001394,20250401,S001,B004,P009,R002,C002,871565.46,688536.72,183028.75,135964.21,47064.53,45,19611.11
FIN0001395,20250401,S001,B004,P009,R002,C003,733982.39,579846.09,154136.3,114501.25,39635.05,42,24088.83
FIN0001396,20250401,S001,B004,P009,R002,C004,688413.45,543846.63,144566.82,107392.5,37174.33,40,14217.84
FIN0001397,20250401,S001,B004,P009,R002,C005,683780.48,540186.58,143593.9,106669.76,36924.15,37,13282.03
FIN0001398,20250401,S001,B004,P009,R002,C006,629895.16,497617.18,132277.98,98263.65,34014.34,29,13202.02
FIN0001399,20250401,S001,B004,P009,R002,C007,590294.18,466332.41,123961.78,92085.89,31875.89,27,20971.4
FIN0001400,20250401,S001,B004,P009,R002,C008,554877.42,438353.16,116524.26,86560.88,29963.38,31,19638.88
FIN0001401,20250401,S001,B004,P009,R002,C009,467004.14,368933.27,98070.87,72852.65,25218.22,23,11069.82
FIN0001402,20250401,S001,B004,P009,R002,C010,367286.83,290156.6,77130.23,57296.75,19833.49,18,10498.82
FIN0001403,20250401,S001,B004,P009,R002,C011,339387.88,268116.42,71271.45,52944.51,18326.95,16,8678.14
FIN0001404,20250401,S001,B004,P009,R002,C012,961507.81,759591.17,201916.64,149995.22,51921.42,57,31415.75
FIN0001405,20250401,S001,B004,P009,R001,C001,593915.07,469192.9,124722.16,92650.75,32071.41,32,15031.02
FIN0001406,20250401,S001,B004,P009,R001,C002,584050.93,461400.23,122650.69,91111.94,31538.75,35,19299.82
FIN0001407,20250401,S001,B004,P009,R001,C003,486159.94,384066.36,102093.59,75840.95,26252.64,28,12532.96
FIN0001408,20250401,S001,B004,P009,R001,C004,498519.7,393830.56,104689.14,77769.07,26920.06,23,15375.43
FIN0001409,20250401,S001,B004,P009,R001,C005,446972.76,353108.48,93864.28,69727.75,24136.53,21,15670.06
FIN0001410,20250401,S001,B004,P009,R001,C006,427323.64,337585.68,89737.97,66662.49,23075.48,19,9882.97
FIN0001411,20250401,S001,B004,P009,R001,C007,403286.1,318596.02,84690.08,62912.63,21777.45,20,13295.91
FIN0001412,20250401,S001,B004,P009,R001,C008,364744.49,288148.15,76596.34,56900.14,19696.2,22,12351.64
FIN0001413,20250401,S001,B004,P009,R001,C009,326080.0,257603.2,68476.8,50868.48,17608.32,15,8591.11
FIN0001414,20250401,S001,B004,P009,R001,C010,252705.93,199637.69,53068.25,39422.13,13646.12,13,6745.48
FIN0001415,20250401,S001,B004,P009,R001,C011,241880.54,191085.63,50794.91,37733.36,13061.55,14,8289.38
FIN0001416,20250401,S001,B004,P009,R001,C012,635904.57,502364.61,133539.96,99201.11,34338.85,32,15386.05
FIN0001417,20250401,S001,B004,P009,R004,C001,1199606.89,947689.44,251917.45,187138.67,64778.77,74,28600.7
FIN0001418,20250401,S001,B004,P009,R004,C002,1127241.59,890520.85,236720.73,175849.69,60871.05,54,22440.44
FIN0001419,20250401,S001,B004,P009,R004,C003,982729.69,776356.45,206373.23,153305.83,53067.4,58,30461.42
FIN0001420,20250401,S001,B004,P009,R004,C004,917521.86,724842.27,192679.59,143133.41,49546.18,42,31828.91
FIN0001421,20250401,S001,B004,P009,R004,C005,858805.11,678456.04,180349.07,133973.6,46375.48,42,30724.18
FIN0001422,20250401,S001,B004,P009,R004,C006,750207.76,592664.13,157543.63,117032.41,40511.22,40,21732.19
FIN0001423,20250401,S001,B004,P009,R004,C007,734424.87,580195.65,154229.22,114570.28,39658.94,42,17770.73
FIN0001424,20250401,S001,B004,P009,R004,C008,661458.43,522552.16,138906.27,103187.52,35718.76,37,22533.57
FIN0001425,20250401,S001,B004,P009,R004,C009,617690.1,487975.18,129714.92,96359.66,33355.27,27,12964.42
FIN0001426,20250401,S001,B004,P009,R004,C010,486337.77,384206.84,102130.93,75868.69,26262.24,23,12152.98
FIN0001427,20250401,S001,B004,P009,R004,C011,447937.71,353870.79,94066.92,69878.28,24188.64,26,13824.25
FIN0001428,20250401,S001,B004,P009,R004,C012,1248353.61,986199.35,262154.26,194743.16,67411.09,75,44742.65
FIN0001429,20250401,S001,B004,P009,R003,C001,735138.55,580759.46,154379.1,114681.61,39697.48,35,26009.56
FIN0001430,20250401,S001,B004,P009,R003,C002,747572.68,590582.41,156990.26,116621.34,40368.92,43,25390.53
FIN0001431,20250401,S001,B004,P009,R003,C003,607752.36,480124.36,127628.0,94809.37,32818.63,37,13106.19
FIN0001432,20250401,S001,B004,P009,R003,C004,563184.07,444915.42,118268.65,87856.71,30411.94,29,11351.03
FIN0001433,20250401,S001,B004,P009,R003,C005,522646.03,412890.37,109755.67,81532.78,28222.89,27,11832.45
FIN0001434,20250401,S001,B004,P009,R003,C006,511496.97,404082.61,107414.36,79793.53,27620.84,25,9603.05
FIN0001435,20250401,S001,B004,P009,R003,C007,479522.7,378822.94,100699.77,74805.54,25894.23,29,10995.15
FIN0001436,20250401,S001,B004,P009,R003,C008,444654.74,351277.25,93377.5,69366.14,24011.36,25,11756.8
FIN0001437,20250401,S001,B004,P009,R003,C009,390400.76,308416.6,81984.16,60902.52,21081.64,22,13006.83
FIN0001438,20250401,S001,B004,P009,R003,C010,323991.48,255953.27,68038.21,50542.67,17495.54,18,10630.08
FIN0001439,20250401,S001,B004,P009,R003,C011,298944.93,236166.49,62778.43,46635.41,16143.03,17,6507.92
FIN0001440,20250401,S001,B004,P009,R003,C012,828558.94,654561.57,173997.38,129255.2,44742.18,39,23735.6
FIN0001441,20250401,S001,B001,P002,R002,C001,1160599.72,771798.81,388800.91,218192.75,170608.16,59,144053.74
FIN0001442,20250401,S001,B001,P002,R002,C002,1039418.88,691213.55,348205.32,195410.75,152794.57,48,125644.53
FIN0001443,20250401,S001,B001,P002,R002,C003,980811.43,652239.6,328571.83,184392.55,144179.28,44,116122.62
FIN0001444,20250401,S001,B001,P002,R002,C004,924179.94,614579.66,309600.28,173745.83,135854.45,49,113276.9
FIN0001445,20250401,S001,B001,P002,R002,C005,874409.52,581482.33,292927.19,164388.99,128538.2,50,97377.25
FIN0001446,20250401,S001,B001,P002,R002,C006,802988.63,533987.44,269001.19,150961.86,118039.33,44,94491.21
FIN0001447,20250401,S001,B001,P002,R002,C007,764470.92,508373.16,256097.76,143720.53,112377.22,38,90064.61
FIN0001448,20250401,S001,B001,P002,R002,C008,661600.71,439964.47,221636.24,124380.93,97255.3,38,85159.03
FIN0001449,20250401,S001,B001,P002,R002,C009,655040.23,435601.75,219438.48,123147.56,96290.91,31,76642.95
FIN0001450,20250401,S001,B001,P002,R002,C010,523371.9,348042.31,175329.59,98393.92,76935.67,29,58839.71
FIN0001451,20250401,S001,B001,P002,R002,C011,447239.02,297413.95,149825.07,84080.94,65744.14,20,50220.36
FIN0001452,20250401,S001,B001,P002,R002,C012,1232066.64,819324.32,412742.33,231628.53,181113.8,66,153136.48
FIN0001453,20250401,S001,B001,P002,R001,C001,788516.72,524363.62,264153.1,148241.14,115911.96,41,100096.76
FIN0001454,20250401,S001,B001,P002,R001,C002,769485.15,511707.62,257777.52,144663.21,113114.32,41,99179.32
FIN0001455,20250401,S001,B001,P002,R001,C003,627950.77,417587.26,210363.51,118054.74,92308.76,38,76648.96
FIN0001456,20250401,S001,B001,P002,R001,C004,599210.43,398474.94,200735.49,112651.56,88083.93,36,67031.86
FIN0001457,20250401,S001,B001,P002,R001,C005,577378.2,383956.51,193421.7,108547.1,84874.6,27,69480.46
FIN0001458,20250401,S001,B001,P002,R001,C006,514511.8,342150.35,172361.45,96728.22,75633.23,27,60295.79
FIN0001459,20250401,S001,B001,P002,R001,C007,491218.91,326660.58,164558.34,92349.16,72209.18,27,61741.76
FIN0001460,20250401,S001,B001,P002,R001,C008,473631.87,314965.19,158666.68,89042.79,69623.89,24,55528.28
FIN0001461,20250401,S001,B001,P002,R001,C009,402199.48,267462.65,134736.83,75613.5,59123.32,24,48376.37
FIN0001462,20250401,S001,B001,P002,R001,C010,348432.36,231707.52,116724.84,65505.28,51219.56,18,41994.96
FIN0001463,20250401,S001,B001,P002,R001,C011,316168.58,210252.1,105916.47,59439.69,46476.78,17,37201.07
FIN0001464,20250401,S001,B001,P002,R001,C012,823947.82,547925.3,276022.52,154902.19,121120.33,39,105973.42
FIN0001465,20250401,S001,B001,P002,R004,C001,1611376.66,1071565.48,539811.18,302938.81,236872.37,74,196089.36
FIN0001466,20250401,S001,B001,P002,R004,C002,1485430.19,987811.07,497619.11,279260.87,218358.24,74,166107.59
FIN0001467,20250401,S001,B001,P002,R004,C003,1312842.05,873039.96,439802.09,246814.31,192987.78,78,147102.99
FIN0001468,20250401,S001,B001,P002,R004,C004,1173385.1,780301.09,393084.01,220596.4,172487.61,73,150375.75
FIN0001469,20250401,S001,B001,P002,R004,C005,1067996.28,710217.52,357778.75,200783.3,156995.45,63,127190.8
FIN0001470,20250401,S001,B001,P002,R004,C006,1043016.69,693606.1,349410.59,196087.14,153323.45,60,125895.91
FIN0001471,20250401,S001,B001,P002,R004,C007,940859.65,625671.67,315187.98,176881.61,138306.37,55,109784.12
FIN0001472,20250401,S001,B001,P002,R004,C008,926695.4,616252.44,310442.96,174218.73,136224.22,43,116762.95
FIN0001473,20250401,S001,B001,P002,R004,C009,845067.87,561970.13,283097.74,158872.76,124224.98,40,93972.93
FIN0001474,20250401,S001,B001,P002,R004,C010,666024.85,442906.52,223118.32,125212.67,97905.65,37,83824.15
FIN0001475,20250401,S001,B001,P002,R004,C011,600526.16,399349.9,201176.26,112898.92,88277.35,37,71494.29
FIN0001476,20250401,S001,B001,P002,R004,C012,1563807.9,1039932.25,523875.65,293995.88,229879.76,77,183642.18
FIN0001477,20250401,S001,B001,P002,R003,C001,1012475.14,673295.97,339179.17,190345.33,148833.85,46,120582.78
FIN0001478,20250401,S001,B001,P002,R003,C002,874549.58,581575.47,292974.11,164415.32,128558.79,54,98612.71
FIN0001479,20250401,S001,B001,P002,R003,C003,786434.19,522978.74,263455.45,147849.63,115605.83,36,96563.54
FIN0001480,20250401,S001,B001,P002,R003,C004,724327.82,481678.0,242649.82,136173.63,106476.19,43,86232.77
FIN0001481,20250401,S001,B001,P002,R003,C005,715988.46,476132.33,239856.13,134605.83,105250.3,39,88802.84
FIN0001482,20250401,S001,B001,P002,R003,C006,669860.43,445457.19,224403.24,125933.76,98469.48,37,86289.75
FIN0001483,20250401,S001,B001,P002,R003,C007,617234.56,410460.98,206773.58,116040.1,90733.48,32,71159.39
FIN0001484,20250401,S001,B001,P002,R003,C008,571414.92,379990.92,191424.0,107426.01,83997.99,29,64475.62
FIN0001485,20250401,S001,B001,P002,R003,C009,553607.97,368149.3,185458.67,104078.3,81380.37,26,70526.81
FIN0001486,20250401,S001,B001,P002,R003,C010,413016.08,274655.69,138360.39,77647.02,60713.36,21,49117.91
FIN0001487,20250401,S001,B001,P002,R003,C011,398041.99,264697.93,133344.07,74831.89,58512.17,24,49673.48
FIN0001488,20250401,S001,B001,P002,R003,C012,1074233.23,714365.1,359868.13,201955.85,157912.28,62,120142.3
FIN0001489,20250401,S001,B001,P001,R002,C001,756901.41,465494.37,291407.04,152894.09,138512.96,39,123014.22
FIN0001490,20250401,S001,B001,P001,R002,C002,660333.18,406104.91,254228.27,133387.3,120840.97,30,101344.85
FIN0001491,20250401,S001,B001,P001,R002,C003,633408.35,389546.13,243862.21,127948.49,115913.73,29,98264.12
FIN0001492,20250401,S001,B001,P001,R002,C004,560172.06,344505.81,215666.24,113154.76,102511.49,31,87838.5
FIN0001493,20250401,S001,B001,P001,R002,C005,522668.74,321441.27,201227.46,105579.09,95648.38,25,78796.38
FIN0001494,20250401,S001,B001,P001,R002,C006,471462.06,289949.17,181512.89,95235.34,86277.56,21,70502.87
FIN0001495,20250401,S001,B001,P001,R002,C007,471038.25,289688.52,181349.73,95149.73,86200.0,21,72199.28
FIN0001496,20250401,S001,B001,P001,R002,C008,444731.94,273510.14,171221.8,89835.85,81385.95,21,68616.01
FIN0001497,20250401,S001,B001,P001,R002,C009,400462.06,246284.17,154177.89,80893.34,73284.56,18,61129.59
FIN0001498,20250401,S001,B001,P001,R002,C010,318745.27,196028.34,122716.93,64386.54,58330.38,16,50824.28
FIN0001499,20250401,S001,B001,P001,R002,C011,301144.6,185203.93,115940.67,60831.21,55109.46,18,48183.7
FIN0001500,20250401,S001,B001,P001,R002,C012,780720.17,480142.91,300577.27,157705.47,142871.79,37,115151.34
FIN0001501,20250401,S001,B001,P001,R001,C001,499154.26,306979.87,192174.39,100829.16,91345.23,30,79145.01
FIN0001502,20250401,S001,B001,P001,R001,C002,490929.4,301921.58,189007.82,99167.74,89840.08,25,75444.68
FIN0001503,20250401,S001,B001,P001,R001,C003,396499.8,243847.37,152652.42,80092.96,72559.46,20,60243.2
FIN0001504,20250401,S001,B001,P001,R001,C004,396647.63,243938.29,152709.34,80122.82,72586.52,24,63526.01
FIN0001505,20250401,S001,B001,P001,R001,C005,350053.39,215282.84,134770.56,70710.79,64059.77,18,53341.17
FIN0001506,20250401,S001,B001,P001,R001,C006,327981.59,201708.68,126272.91,66252.28,60020.63,15,48537.3
FIN0001507,20250401,S001,B001,P001,R001,C007,315882.36,194267.65,121614.71,63808.24,57806.47,15,48927.91
FIN0001508,20250401,S001,B001,P001,R001,C008,278884.89,171514.21,107370.68,56334.75,51035.93,14,44780.36
