date_key,month_start_date,year_month,month_index,plant_id,line_id,product_id,budget_units,produced_units,good_units,scrap_units,rework_units,capacity_units,available_hours,run_hours,downtime_hours,actual_revenue,budget_revenue,standard_material_cost,standard_labor_cost,standard_overhead_cost,standard_cogs,actual_material_cost,actual_labor_cost,actual_overhead_cost,scrap_cost,rework_cost,actual_cogs,material_variance,labor_variance,overhead_variance,yield_loss_cost,gross_margin,inventory_units,inventory_value,slow_moving_inventory_value
20240101,2024-01-01,2024-01,1,P02,L03,SKU020,4968.0,5612.0,5445.0,167.0,62.0,7551.0,412.8,179.2,21.03,359486.32,329729.31,131999.29,12667.89,51969.11,196636.29,134740.18,14306.18,52828.03,4146.77,81.1,206102.26,2740.89,1638.29,858.93,4227.86,153384.06,7449.0,269311.14,23630.39
20240101,2024-01-01,2024-01,1,P02,L03,SKU021,5824.0,5722.0,5586.0,136.0,46.0,9304.0,412.8,165.74,17.24,389572.97,403558.34,132523.92,14399.1,48065.67,194988.69,131636.45,14213.9,46510.02,3340.15,57.96,195758.48,-887.47,-185.2,-1555.65,3398.11,193814.49,3948.0,135684.1,18158.74
20240101,2024-01-01,2024-01,1,P02,L03,SKU022,5229.0,5138.0,4973.0,165.0,46.0,8075.0,412.8,204.46,15.89,492554.62,524846.86,199873.84,15842.96,59294.19,275010.99,211562.22,17595.92,60000.31,6713.64,74.98,295947.07,11688.38,1752.97,706.11,6788.62,196607.55,2857.0,160740.54,32001.25
20240101,2024-01-01,2024-01,1,P02,L03,SKU023,5188.0,5380.0,5272.0,107.0,29.0,7432.0,412.8,232.62,17.48,480125.58,477358.98,221589.08,19637.99,67461.21,308688.27,222923.79,20229.89,71392.98,4643.15,49.01,319238.82,1334.71,591.9,3931.77,4692.17,160886.76,3642.0,221959.95,28437.17
20240101,2024-01-01,2024-01,1,P02,L03,SKU024,2286.0,2400.0,2330.0,70.0,23.0,3503.0,412.8,106.08,16.28,251779.73,250825.63,93844.98,8953.55,30761.77,133560.29,97159.36,8857.12,31301.69,2861.47,50.8,140230.44,3314.38,-96.42,539.92,2912.27,111549.29,3404.0,190790.62,28817.69
20240201,2024-02-01,2024-02,2,P02,L03,SKU019,4516.0,5241.0,5118.0,123.0,47.0,6706.0,412.8,163.0,11.6,373943.54,329889.45,124412.87,12140.47,47270.6,183823.95,130384.4,11994.64,48376.46,3065.58,69.7,193890.79,5971.53,-145.83,1105.86,3135.29,180052.75,3530.0,128740.48,15137.88
20240201,2024-02-01,2024-02,2,P02,L03,SKU020,5242.0,5361.0,5169.0,192.0,53.0,7098.0,412.8,171.18,22.13,347107.36,347924.84,126091.51,12100.92,49643.17,187835.6,139317.7,11974.11,52818.39,4758.99,88.08,208957.27,13226.19,-126.81,3175.22,4847.07,138150.09,3278.0,121009.79,8443.72
20240201,2024-02-01,2024-02,2,P02,L03,SKU021,5463.0,5635.0,5433.0,203.0,69.0,8745.0,412.8,163.23,12.94,378050.45,378510.16,130516.8,14181.02,47337.7,192035.52,132241.76,14499.22,46559.1,4979.58,94.62,198374.28,1724.97,318.19,-778.6,5074.21,179676.17,5300.0,174151.03,24613.34
20240201,2024-02-01,2024-02,2,P02,L03,SKU022,4630.0,4514.0,4340.0,175.0,46.0,7591.0,412.8,179.64,17.25,434176.62,464749.62,175609.87,13919.68,52096.09,241625.63,180221.75,14620.77,48765.04,7096.65,84.16,250788.38,4611.89,701.09,-3331.04,7180.81,183388.24,4073.0,207910.45,42691.79
20240201,2024-02-01,2024-02,2,P02,L03,SKU023,4591.0,4437.0,4241.0,195.0,50.0,6986.0,412.8,191.84,21.2,394018.22,422500.15,182742.81,16195.3,55634.74,254572.84,182399.94,16815.28,53848.48,8441.56,110.17,261615.43,-342.87,619.98,-1786.25,8551.73,132402.8,2730.0,161114.2,14827.76
20240201,2024-02-01,2024-02,2,P02,L03,SKU024,2357.0,2130.0,2062.0,68.0,20.0,3293.0,412.8,94.15,24.91,222328.96,258534.9,83294.13,7946.91,27303.26,118544.3,84431.2,7589.53,27609.32,2790.02,51.32,122471.4,1137.08,-357.38,306.06,2841.34,99857.56,1803.0,101806.13,16526.31
20240301,2024-03-01,2024-03,3,P02,L03,SKU019,5325.0,5746.0,5541.0,205.0,52.0,7134.0,412.8,178.73,18.59,404215.88,388982.68,136415.17,13311.68,51830.87,201557.72,140868.86,13600.41,53400.08,5133.77,59.6,213062.72,4453.69,288.73,1569.21,5193.37,191153.16,6964.0,238270.5,19570.47
20240301,2024-03-01,2024-03,3,P02,L03,SKU020,5179.0,5009.0,4877.0,133.0,39.0,7551.0,412.8,159.95,14.41,321773.11,343722.36,117814.51,11306.59,46384.45,175505.55,121325.29,11726.21,46092.36,3282.62,58.83,182485.32,3510.78,419.62,-292.09,3341.46,139287.8,4218.0,148790.2,21822.32
20240301,2024-03-01,2024-03,3,P02,L03,SKU021,7175.0,6230.0,6064.0,166.0,55.0,9304.0,412.8,180.46,26.93,421128.1,497161.55,144288.87,15677.4,52332.75,212299.02,148232.56,16715.51,52875.65,4075.11,78.37,221977.2,3943.69,1038.11,542.9,4153.49,199150.9,3944.0,134838.12,25057.63
20240301,2024-03-01,2024-03,3,P02,L03,SKU022,5486.0,5741.0,5552.0,189.0,73.0,8075.0,412.8,228.46,16.34,564366.1,550683.46,223336.01,17702.68,66254.44,307293.13,228615.48,18275.93,69194.45,7664.7,133.11,323883.66,5279.47,573.25,2940.01,7797.81,240482.43,7382.0,387324.45,76088.12
20240301,2024-03-01,2024-03,3,P02,L03,SKU023,5591.0,5093.0,4899.0,194.0,62.0,7432.0,412.8,220.21,16.79,456200.06,514501.7,209760.58,18589.71,63860.1,292210.39,212786.24,18572.54,63699.54,8369.75,166.33,303594.4,3025.67,-17.17,-160.56,8536.08,152605.66,3403.0,184031.38,9966.23
20240301,2024-03-01,2024-03,3,P02,L03,SKU024,2480.0,2426.0,2332.0,94.0,32.0,3503.0,412.8,107.26,29.42,257607.66,272108.68,94893.65,9053.6,31105.51,135052.76,99141.48,8904.6,30012.83,3882.01,83.64,142024.56,4247.84,-149.0,-1092.68,3965.65,115583.1,2496.0,145673.51,26241.91
20240401,2024-04-01,2024-04,4,P02,L03,SKU019,5639.0,5208.0,5038.0,170.0,44.0,7134.0,412.8,161.99,20.58,370248.76,411931.39,123636.78,12064.74,46975.73,182677.25,125914.24,12009.08,46322.68,4250.21,68.52,188564.74,2277.47,-55.67,-653.04,4318.74,181684.02,6200.0,221204.43,12677.95
20240401,2024-04-01,2024-04,4,P02,L03,SKU020,5505.0,5419.0,5307.0,112.0,44.0,7551.0,412.8,173.05,22.82,352690.45,365377.09,127466.14,12232.85,50184.37,189883.36,128267.86,12778.45,51282.45,2777.09,59.64,195165.48,801.72,545.6,1098.08,2836.72,157524.97,6568.0,231274.11,47641.5
20240401,2024-04-01,2024-04,4,P02,L03,SKU021,6876.0,5997.0,5827.0,170.0,58.0,9304.0,412.8,173.72,18.35,396640.07,476437.3,138900.32,15091.92,50378.35,204370.59,137497.31,15302.26,49352.86,4171.61,103.16,206427.2,-1403.01,210.35,-1025.5,4274.77,190212.87,5376.0,191610.46,37963.36
20240401,2024-04-01,2024-04,4,P02,L03,SKU022,6630.0,7250.0,7061.0,189.0,49.0,8075.0,412.8,288.52,18.7,707801.73,665542.0,282041.09,22355.93,83669.77,388066.79,280635.1,22849.68,85966.61,7681.83,88.76,397221.98,-1405.99,493.76,2296.84,7770.59,310579.75,6882.0,353697.33,64726.94
20240401,2024-04-01,2024-04,4,P02,L03,SKU023,5542.0,4223.0,4154.0,69.0,27.0,7432.0,412.8,182.61,18.76,371900.07,509983.73,173948.18,15415.89,52957.27,242321.34,180189.31,16265.41,54656.67,2989.12,45.18,254145.7,6241.14,849.52,1699.4,3034.3,117754.37,6164.0,326906.47,14980.33
20240401,2024-04-01,2024-04,4,P02,L03,SKU024,2507.0,2364.0,2257.0,107.0,28.0,3503.0,412.8,104.52,19.39,243230.59,275053.99,92470.85,8822.44,30311.33,131604.63,94935.73,8866.3,30090.25,4424.34,51.26,138367.88,2464.88,43.86,-221.09,4475.6,104862.71,1369.0,77553.6,13699.47
20240501,2024-05-01,2024-05,5,P02,L03,SKU019,5420.0,5261.0,5119.0,143.0,43.0,7134.0,412.8,163.65,24.9,364811.09,395961.59,124904.89,12188.49,47457.55,184550.92,129903.49,12921.45,46974.02,3572.52,62.41,193433.9,4998.6,732.96,-483.52,3634.94,171377.19,6456.0,219202.03,16164.93
20240501,2024-05-01,2024-05,5,P02,L03,SKU020,5782.0,5402.0,5269.0,133.0,48.0,7551.0,412.8,172.5,20.29,348264.85,383772.73,127058.08,12193.69,50023.72,189275.48,119161.71,11930.43,49507.08,3295.99,80.48,183975.69,-7896.37,-263.25,-516.64,3376.47,164289.17,6529.0,214614.14,50157.7
20240501,2024-05-01,2024-05,5,P02,L03,SKU021,8021.0,7397.0,7139.0,258.0,84.0,9304.0,412.8,214.25,19.13,503177.66,555796.81,171310.33,18613.36,62133.28,252056.97,179347.09,19002.01,64418.57,6324.39,143.74,269235.8,8036.76,388.65,2285.29,6468.13,233941.86,6960.0,224505.26,35539.54
20240501,2024-05-01,2024-05,5,P02,L03,SKU022,6292.0,6152.0,5959.0,192.0,74.0,8075.0,412.8,244.8,20.07,601566.13,631602.47,239310.09,18968.86,70993.27,329272.22,244259.19,20016.23,68537.97,7812.58,130.01,340755.98,4949.11,1047.37,-2455.31,7942.59,260810.15,6571.0,360028.22,62315.91
20240501,2024-05-01,2024-05,5,P02,L03,SKU023,5900.0,5870.0,5674.0,196.0,77.0,7432.0,412.8,253.83,19.53,517087.88,542920.07,241790.93,21428.35,73611.51,336830.79,239190.63,22401.5,75276.8,8458.16,198.37,345525.46,-2600.3,973.15,1665.28,8656.54,171562.42,5109.0,287432.56,13332.14
20240501,2024-05-01,2024-05,5,P02,L03,SKU024,2500.0,2333.0,2258.0,75.0,24.0,3503.0,412.8,103.14,20.89,248642.99,274307.7,91246.61,8705.64,29910.04,129862.28,90700.55,9070.16,30424.29,3075.31,61.32,133331.63,-546.05,364.52,514.25,3136.63,115311.35,2607.0,135983.07,28150.21
20240601,2024-06-01,2024-06,6,P02,L03,SKU019,5784.0,6202.0,5968.0,235.0,61.0,7134.0,412.8,192.91,19.38,424123.82,422513.77,147242.73,14368.26,55944.79,217555.79,158000.84,14678.1,57725.04,5869.93,73.14,236347.05,10758.11,309.84,1780.24,5943.07,187776.77,4383.0,164313.37,21406.08
20240601,2024-06-01,2024-06,6,P02,L03,SKU020,5629.0,6035.0,5789.0,246.0,87.0,7551.0,412.8,192.71,14.45,384716.7,373609.24,141944.75,13622.35,55884.71,211451.81,149678.11,13460.05,58648.94,6082.52,103.32,227972.95,7733.36,-162.3,2764.23,6185.84,156743.75,3502.0,117885.93,24911.73
20240601,2024-06-01,2024-06,6,P02,L03,SKU021,7659.0,8084.0,7904.0,181.0,65.0,9304.0,412.8,234.17,12.86,548341.17,530669.07,187234.97,20343.61,67909.06,275487.64,191262.36,21647.88,63991.61,4439.46,86.06,281427.38,4027.39,1304.27,-3917.44,4525.52,266913.79,6384.0,223440.52,42934.21
20240601,2024-06-01,2024-06,6,P02,L03,SKU022,6608.0,5994.0,5834.0,160.0,56.0,8075.0,412.8,238.52,16.68,586748.21,663323.1,233165.07,18481.78,69170.31,320817.15,233429.27,19532.16,68135.08,6477.49,123.6,327697.59,264.2,1050.38,-1035.23,6601.09,259050.62,4986.0,274091.86,44991.44
20240601,2024-06-01,2024-06,6,P02,L03,SKU023,6523.0,6323.0,6152.0,171.0,61.0,7432.0,412.8,273.4,19.13,570447.97,600265.66,260425.28,23079.79,79284.61,362789.68,269457.35,26337.62,79016.59,7371.51,152.69,382335.77,9032.07,3257.83,-268.02,7524.2,188112.21,7230.0,440893.02,30671.04
20240601,2024-06-01,2024-06,6,P02,L03,SKU024,2886.0,2694.0,2601.0,94.0,26.0,3503.0,412.8,119.11,24.54,281481.82,316636.12,105381.12,10054.18,34543.24,149978.54,106841.25,10725.84,33632.11,3857.63,45.66,155102.51,1460.13,671.66,-911.12,3903.3,126379.32,2936.0,163013.82,25647.87
20240701,2024-07-01,2024-07,7,P02,L03,SKU019,5578.0,5504.0,5360.0,144.0,43.0,7134.0,412.8,171.2,22.34,398051.72,407495.88,130673.75,12751.42,49649.42,193074.59,128470.17,13182.46,49963.81,3599.39,57.71,195273.54,-2203.58,431.04,314.39,3657.11,202778.18,2607.0,90512.84,2902.63
20240701,2024-07-01,2024-07,7,P02,L03,SKU020,6799.0,7061.0,6809.0,251.0,68.0,7551.0,412.8,225.45,24.32,448489.88,451246.73,166063.53,15937.02,65380.45,247381.0,175037.46,18874.55,64927.67,6221.04,82.45,265143.17,8973.93,2937.54,-452.78,6303.49,183346.71,8641.0,283120.07,44199.07
20240701,2024-07-01,2024-07,7,P02,L03,SKU021,8239.0,8739.0,8459.0,280.0,77.0,9304.0,412.8,253.14,24.19,591368.87,570847.29,202403.34,21991.7,73410.54,297805.58,213260.8,22635.62,74098.85,6874.86,100.66,316970.78,10857.45,643.92,688.31,6975.52,274398.09,6183.0,217572.65,44459.86
20240701,2024-07-01,2024-07,7,P02,L03,SKU022,6894.0,6522.0,6356.0,165.0,43.0,8075.0,412.8,259.52,19.13,648079.31,692054.79,253697.78,20109.3,75261.5,349068.58,267085.65,20404.57,73255.2,6713.43,83.21,367542.07,13387.87,295.27,-2006.3,6796.64,280537.25,7634.0,430349.9,54436.23
20240701,2024-07-01,2024-07,7,P02,L03,SKU023,6787.0,7060.0,6809.0,251.0,89.0,7432.0,412.8,305.29,15.46,633120.28,624545.42,290809.13,25772.51,88534.75,405116.39,306239.13,27516.47,89476.39,10830.85,198.31,434261.15,15430.0,1743.96,941.63,11029.16,198859.13,8153.0,492553.57,20516.09
20240701,2024-07-01,2024-07,7,P02,L03,SKU024,2635.0,2928.0,2854.0,74.0,22.0,3503.0,412.8,129.44,16.42,312660.25,289100.64,114515.36,10925.66,37537.38,162978.4,113831.3,10945.32,35297.32,3049.18,40.98,163164.12,-684.06,19.66,-2240.06,3090.17,149496.13,3909.0,202023.07,36226.07
20240801,2024-08-01,2024-08,8,P02,L03,SKU019,5731.0,5602.0,5436.0,167.0,62.0,7134.0,412.8,174.25,11.29,396294.83,418635.26,132996.29,12978.06,50531.87,196506.22,134534.31,13041.63,50099.8,4169.17,93.72,201938.63,1538.02,63.57,-432.06,4262.89,194356.19,7026.0,262638.26,8102.14
20240801,2024-08-01,2024-08,8,P02,L03,SKU020,6724.0,6167.0,5941.0,226.0,84.0,7551.0,412.8,196.92,16.15,398655.32,446290.77,145047.42,13920.11,57106.26,216073.79,150881.61,14754.46,58433.77,5598.85,137.29,229805.97,5834.19,834.35,1327.52,5736.14,168849.35,8218.0,310077.94,65156.62
20240801,2024-08-01,2024-08,8,P02,L03,SKU021,7227.0,7418.0,7183.0,234.0,95.0,9304.0,412.8,214.86,18.79,502033.49,500775.81,171796.13,18666.14,62309.48,252771.75,181997.41,20247.32,60982.61,5751.66,158.53,269137.53,10201.28,1581.19,-1326.87,5910.19,232895.95,7175.0,250799.07,45475.94
20240801,2024-08-01,2024-08,8,P02,L03,SKU022,5939.0,6250.0,5989.0,261.0,100.0,8075.0,412.8,248.7,19.6,601077.16,596144.98,243115.55,19270.5,72122.2,334508.25,257697.52,18862.79,70715.55,10588.42,174.84,358039.12,14581.96,-407.71,-1406.65,10763.26,243038.05,7691.0,424376.99,99428.86
20240801,2024-08-01,2024-08,8,P02,L03,SKU023,5670.0,5402.0,5158.0,244.0,87.0,7432.0,412.8,233.6,14.01,482143.56,521799.21,222517.81,19720.3,67743.95,309982.06,222845.03,21258.78,69550.55,10546.43,200.69,324401.48,327.21,1538.48,1806.6,10747.12,157742.08,6467.0,387304.28,31662.99
20240801,2024-08-01,2024-08,8,P02,L03,SKU024,3099.0,3350.0,3246.0,104.0,28.0,3503.0,412.8,148.08,17.48,355022.74,340028.99,131005.82,12498.98,42942.84,186447.64,129691.78,12793.79,46579.24,4268.98,71.75,193405.54,-1314.04,294.81,3636.4,4340.73,161617.2,4415.0,263576.77,37780.52
20240901,2024-09-01,2024-09,9,P02,L03,SKU019,5608.0,6285.0,6084.0,202.0,55.0,7134.0,412.8,195.49,12.53,459284.0,409656.44,149210.94,14560.32,56692.61,220463.88,160794.64,14787.08,57974.1,5044.87,69.94,238670.63,11583.7,226.76,1281.48,5114.81,220613.37,6390.0,208117.33,11683.9
20240901,2024-09-01,2024-09,9,P02,L03,SKU020,6137.0,5883.0,5721.0,162.0,66.0,7551.0,412.8,187.85,21.34,377717.98,407309.44,138365.99,13278.9,54475.73,206120.62,141431.42,14184.13,52347.73,4009.06,102.21,212074.55,3065.42,905.23,-2128.0,4111.28,165643.44,5056.0,171105.18,25599.55
20240901,2024-09-01,2024-09,9,P02,L03,SKU021,8201.0,8810.0,8492.0,318.0,110.0,9304.0,412.8,255.19,18.68,590383.85,568227.76,204044.74,22170.04,74005.86,300220.65,206126.36,22519.35,74653.75,7803.43,157.1,311260.0,2081.62,349.31,647.89,7960.54,279123.85,4679.0,154077.22,23133.95
20240901,2024-09-01,2024-09,9,P02,L03,SKU022,7191.0,7030.0,6912.0,118.0,35.0,8075.0,412.8,279.73,11.47,687684.38,721820.64,273449.78,21674.94,81121.09,376245.81,283021.0,23604.68,84866.13,4788.29,68.46,396348.56,9571.22,1929.74,3745.03,4856.75,291335.81,3588.0,207269.22,42272.96
20240901,2024-09-01,2024-09,9,P02,L03,SKU023,6077.0,5843.0,5610.0,233.0,59.0,7432.0,412.8,252.66,16.71,518617.59,559170.05,240669.45,21328.96,73270.09,335268.49,237614.64,21161.21,72050.79,10054.01,100.14,340980.79,-3054.8,-167.75,-1219.3,10154.15,177636.8,4881.0,288654.24,37758.96
20240901,2024-09-01,2024-09,9,P02,L03,SKU024,2825.0,2746.0,2654.0,93.0,30.0,3503.0,412.8,121.4,14.33,293984.76,309903.08,107404.82,10247.26,35206.59,152858.67,107098.23,10674.81,36179.41,3816.34,52.29,157821.08,-306.59,427.55,972.82,3868.63,136163.69,1669.0,91368.66,15316.06
20241001,2024-10-01,2024-10,10,P02,L03,SKU019,5992.0,5958.0,5699.0,259.0,86.0,7134.0,412.8,185.31,13.97,416191.31,437712.86,141440.39,13802.06,53740.2,208982.65,151546.25,13947.85,57388.8,6469.14,91.89,229443.94,10105.86,145.79,3648.6,6561.03,186747.38,3037.0,102928.07,12036.65
20241001,2024-10-01,2024-10,10,P02,L03,SKU020,6842.0,7549.0,7362.0,187.0,47.0,7551.0,412.8,241.04,22.24,493541.22,454070.42,177545.98,17038.98,69901.18,264486.13,181832.27,19130.41,69878.81,4621.0,66.14,275528.63,4286.3,2091.43,-22.37,4687.14,218012.58,4657.0,159538.71,26543.41
20241001,2024-10-01,2024-10,10,P02,L03,SKU021,8949.0,9108.0,8799.0,308.0,119.0,9304.0,412.8,263.81,24.3,608082.4,620091.78,210931.89,22918.35,76503.79,310354.03,219551.3,24782.56,79251.33,7569.91,207.42,331362.53,8619.42,1864.21,2747.54,7777.34,276719.86,5631.0,186096.24,35436.86
20241001,2024-10-01,2024-10,10,P02,L03,SKU022,7536.0,8439.0,8109.0,330.0,125.0,8075.0,412.8,335.83,26.72,809806.49,756501.74,328292.02,26022.0,97390.49,451704.5,327114.19,27540.87,100401.38,13397.88,185.68,468640.0,-1177.83,1518.87,3010.9,13583.56,341166.5,5518.0,302219.33,62012.86
20241001,2024-10-01,2024-10,10,P02,L03,SKU023,6639.0,6284.0,6147.0,138.0,52.0,7432.0,412.8,271.75,16.59,571006.53,610901.8,258857.48,22940.84,78807.3,360605.62,252476.17,23882.1,80531.99,5948.63,100.74,362939.62,-6381.3,941.25,1724.68,6049.37,208066.9,7471.0,459823.88,17586.38
20241001,2024-10-01,2024-10,10,P02,L03,SKU024,2987.0,2705.0,2619.0,87.0,28.0,3503.0,412.8,119.6,19.99,281923.24,327682.23,105811.97,10095.29,34684.47,150591.73,112702.27,9976.17,35280.12,3571.55,74.79,161604.91,6890.3,-119.12,595.66,3646.34,120318.33,2775.0,160214.77,31775.58
20241101,2024-11-01,2024-11,11,P02,L03,SKU019,5911.0,5334.0,5128.0,206.0,54.0,7134.0,412.8,165.92,22.36,376412.16,431766.83,126636.69,12357.48,48115.54,187109.72,131561.2,13524.11,48957.5,5163.01,79.07,199284.89,4924.51,1166.63,841.96,5242.08,177127.27,5378.0,196491.57,6885.19
20241101,2024-11-01,2024-11,11,P02,L03,SKU020,6604.0,7200.0,6967.0,233.0,71.0,7551.0,412.8,229.91,23.85,459476.71,438317.13,169346.71,16252.1,66673.07,252271.88,172424.99,18153.34,67990.1,5765.06,75.07,264408.56,3078.28,1901.24,1317.03,5840.13,195068.14,7399.0,272295.29,36288.2
20241101,2024-11-01,2024-11,11,P02,L03,SKU021,8917.0,8914.0,8655.0,260.0,68.0,9304.0,412.8,258.21,17.5,594560.75,617886.35,206456.9,22432.13,74880.74,303769.77,231285.98,24453.61,76245.2,6377.58,101.36,338463.74,24829.08,2021.48,1364.46,6478.95,256097.01,11159.0,410117.6,66274.17
20241101,2024-11-01,2024-11,11,P02,L03,SKU022,7211.0,7474.0,7178.0,296.0,116.0,8075.0,412.8,297.43,18.83,712413.39,723878.56,290756.03,23046.71,86255.13,400057.87,290585.51,24019.41,87857.4,12025.68,176.59,414664.6,-170.51,972.7,1602.27,12202.28,297748.8,6700.0,341221.06,75052.53
20241101,2024-11-01,2024-11,11,P02,L03,SKU023,6245.0,6204.0,5955.0,249.0,100.0,7432.0,412.8,268.25,18.14,548319.71,574657.32,255525.97,22645.59,77793.05,355964.62,257119.82,22711.81,76747.11,10759.23,249.62,367587.6,1593.85,66.22,-1045.94,11008.85,180732.11,7466.0,394425.38,42731.83
20241101,2024-11-01,2024-11,11,P02,L03,SKU024,3404.0,3511.0,3362.0,149.0,47.0,3503.0,412.8,155.22,23.77,361537.87,373400.29,137321.15,13101.51,45012.97,195435.63,141964.23,14648.83,45579.12,6139.86,130.23,208462.25,4643.08,1547.31,566.15,6270.08,153075.61,2894.0,165648.41,26273.65
20241201,2024-12-01,2024-12,12,P02,L03,SKU019,6740.0,6611.0,6374.0,237.0,86.0,7134.0,412.8,205.62,22.46,473807.22,492361.96,156943.39,15314.87,59630.56,231888.82,156903.35,16241.17,57936.14,5924.83,142.84,237148.34,-40.04,926.3,-1694.41,6067.67,236658.88,8494.0,301015.53,15278.15
20241201,2024-12-01,2024-12,12,P02,L03,SKU020,7605.0,7912.0,7651.0,261.0,68.0,7551.0,412.8,252.63,33.83,500959.36,504767.25,186085.53,17858.51,73263.27,277207.31,190297.55,19495.12,74192.27,6459.19,75.99,290520.12,4212.02,1636.6,929.01,6535.18,210439.24,4330.0,142295.15,28537.12
20241201,2024-12-01,2024-12,12,P02,L03,SKU021,7914.0,7881.0,7695.0,186.0,73.0,9304.0,412.8,228.29,17.29,536823.55,548353.33,182533.91,19832.83,66204.01,268570.75,196018.68,20526.37,65704.79,4573.77,88.84,286912.44,13484.77,693.54,-499.22,4662.61,249911.11,10012.0,368339.52,66256.16
20241201,2024-12-01,2024-12,12,P02,L03,SKU022,6906.0,7471.0,7189.0,282.0,114.0,8075.0,412.8,297.29,16.63,707647.31,693215.68,290617.16,23035.71,86213.93,399866.8,294456.01,25365.94,86208.77,11436.07,248.07,417714.86,3838.85,2330.23,-5.16,11684.14,289932.45,10303.0,574226.33,91809.69
20241201,2024-12-01,2024-12,12,P02,L03,SKU023,7360.0,7003.0,6667.0,337.0,103.0,7432.0,412.8,302.84,17.3,593723.4,677261.43,288468.46,25565.07,87822.15,401855.69,288391.08,25501.32,90059.49,14543.59,267.63,418763.11,-77.38,-63.76,2237.34,14811.22,174960.29,3847.0,223144.65,27251.56
20241201,2024-12-01,2024-12,12,P02,L03,SKU024,3253.0,3077.0,2962.0,114.0,42.0,3503.0,412.8,136.01,11.88,325624.33,356850.78,120326.06,11480.05,39442.09,171248.2,122243.14,12009.78,39388.12,4699.44,81.92,178422.41,1917.08,529.74,-53.97,4781.36,147201.92,3423.0,180034.1,32431.36
20250101,2025-01-01,2025-01,13,P02,L03,SKU019,4515.0,4687.0,4541.0,146.0,48.0,7134.0,412.8,145.79,19.21,327199.81,329831.65,111273.86,10858.34,42278.44,164410.64,106533.96,10494.18,42112.29,3655.45,60.15,162856.02,-4739.9,-364.16,-166.16,3715.6,164343.79,4688.0,164022.49,12033.89
20250101,2025-01-01,2025-01,13,P02,L03,SKU020,5222.0,5685.0,5470.0,214.0,63.0,7551.0,412.8,181.52,11.97,370139.8,346564.15,133703.76,12831.47,52640.17,199175.4,139011.07,13161.56,55174.64,5307.47,82.09,212736.82,5307.31,330.09,2534.46,5389.56,157402.98,3015.0,104698.99,16648.94
20250101,2025-01-01,2025-01,13,P02,L03,SKU021,6347.0,6614.0,6349.0,264.0,77.0,9304.0,412.8,191.57,27.04,439681.93,439775.14,153173.46,16642.73,55555.14,225371.33,161201.47,17047.94,56100.4,6488.48,104.62,240942.91,8028.01,405.21,545.26,6593.1,198739.02,4111.0,146973.12,40826.24
20250101,2025-01-01,2025-01,13,P02,L03,SKU022,5511.0,5739.0,5535.0,204.0,62.0,8075.0,412.8,228.37,13.9,562241.13,553230.36,223245.92,17695.54,66227.71,307169.17,215252.89,19060.63,66918.3,8284.3,124.75,309640.87,-7993.03,1365.09,690.59,8409.05,252600.26,6467.0,358007.9,74433.98
20250101,2025-01-01,2025-01,13,P02,L03,SKU023,5581.0,5010.0,4871.0,139.0,41.0,7432.0,412.8,216.62,19.65,446626.01,513609.03,206342.44,18286.78,62819.47,287448.69,208239.35,18100.83,65820.82,5985.01,72.28,298218.29,1896.92,-185.95,3001.34,6057.29,148407.72,6317.0,384459.06,31308.18
20250101,2025-01-01,2025-01,13,P02,L03,SKU024,2566.0,2716.0,2622.0,94.0,35.0,3503.0,412.8,120.07,18.07,288411.47,281490.13,106222.34,10134.44,34818.98,151175.76,114961.91,9949.57,33198.39,3862.17,77.64,162049.68,8739.57,-184.87,-1620.59,3939.81,126361.78,2301.0,127686.36,15059.28
20250201,2025-02-01,2025-02,14,P02,L03,SKU019,4908.0,5505.0,5351.0,154.0,39.0,6706.0,412.8,171.24,15.04,388862.28,358540.46,130698.4,12753.83,49658.79,193111.02,126531.25,13515.26,51080.26,3859.12,60.48,195046.37,-4167.15,761.43,1421.48,3919.59,193815.91,6886.0,257583.28,34019.68
20250201,2025-02-01,2025-02,14,P02,L03,SKU020,5313.0,5608.0,5401.0,207.0,75.0,7098.0,412.8,179.08,14.37,353121.58,352601.85,131904.55,12658.8,51931.81,196495.16,131365.51,13110.93,51263.21,5120.11,93.74,200953.49,-539.04,452.13,-668.6,5213.85,152168.09,5274.0,186454.61,33207.83
20250201,2025-02-01,2025-02,14,P02,L03,SKU021,6190.0,6137.0,5934.0,203.0,75.0,8745.0,412.8,177.77,19.77,413456.13,428895.99,142143.48,15444.29,51554.63,209142.4,149194.88,15275.39,48638.71,4983.94,121.58,218214.49,7051.4,-168.91,-2915.92,5105.52,195241.64,7389.0,259851.41,43164.19
20250201,2025-02-01,2025-02,14,P02,L03,SKU022,5923.0,5455.0,5251.0,204.0,84.0,7591.0,412.8,217.07,24.06,536657.45,594524.69,212199.66,16819.96,62950.75,291970.37,214329.44,17273.33,62269.93,8263.86,159.53,302296.08,2129.78,453.37,-680.82,8423.39,234361.36,4332.0,244023.34,40508.23
20250201,2025-02-01,2025-02,14,P02,L03,SKU023,5089.0,5536.0,5281.0,255.0,74.0,6986.0,412.8,239.38,14.78,481856.57,468278.78,228027.36,20208.57,69421.3,317657.23,226404.89,20821.75,68004.05,11023.54,191.14,326445.36,-1622.48,613.18,-1417.25,11214.68,155411.21,2885.0,167489.85,18270.21
