order_key,order_id,order_date,customer_id,product_id,category,subcategory,region,channel,device,customer_segment,customer_home_region,status,quantity,unit_price,discount_amount,shipping_fee,tax_amount,gmv,net_revenue,refund_amount,contribution_margin,payment_method,is_first_order,order_month,completed_order_flag,refund_order_flag,cancel_order_flag
4137,O00004137,2025-04-22,U20111,SKU_1028,Home,Bedding,South,Organic Search,Desktop,Returning,South,Completed,2,83.76,5.8,0.0,0.0,167.52,161.72,0.0,44.53,Card,0,2025-04,1,0,0
4138,O00004138,2025-04-22,U60859,SKU_1025,Home,Kitchen,West,Paid Search,Desktop,Returning,West,Completed,1,87.29,9.62,0.0,0.0,87.29,77.67,0.0,34.45,Card,0,2025-04,1,0,0
4139,O00004139,2025-04-22,U77796,SKU_1013,Beauty,Fragrance,West,Organic Search,Mobile,Returning,West,Completed,1,50.45,4.47,0.0,0.0,50.45,45.98,0.0,12.52,Card,0,2025-04,1,0,0
4140,O00004140,2025-04-22,U95986,SKU_1002,Apparel,Outerwear,Midwest,Email,Mobile,Returning,Midwest,Completed,1,68.86,8.75,0.0,0.0,68.86,60.11,0.0,19.1,Card,0,2025-04,1,0,0
4141,O00004141,2025-04-22,U76311,SKU_1004,Apparel,Footwear,Northeast,Email,Desktop,Returning,Northeast,Completed,1,58.25,7.06,0.0,0.0,58.25,51.19,0.0,22.64,Card,0,2025-04,1,0,0
4142,O00004142,2025-04-22,U22678,SKU_1011,Beauty,Makeup,International,Email,Mobile,Returning,International,Completed,1,35.96,5.12,0.0,0.0,35.96,30.84,0.0,9.59,Card,0,2025-04,1,0,0
4143,O00004143,2025-04-22,U88662,SKU_1027,Home,Bedding,West,Referral,Desktop,Returning,West,Completed,1,102.06,3.7,0.0,0.0,102.06,98.36,0.0,27.82,Card,0,2025-04,1,0,0
4144,O00004144,2025-04-22,U17405,SKU_1017,Electronics,Audio,Northeast,Paid Search,Tablet,Returning,Northeast,Completed,1,214.0,17.4,0.0,0.0,214.0,196.6,0.0,83.28,Card,0,2025-04,1,0,0
4145,O00004145,2025-04-22,U55664,SKU_1005,Apparel,Basics,South,Email,Desktop,Returning,South,Completed,1,59.14,7.46,0.0,0.0,59.14,51.68,0.0,22.11,Card,0,2025-04,1,0,0
4146,O00004146,2025-04-22,U35406,SKU_1025,Home,Kitchen,International,Direct,Mobile,Returning,International,Completed,1,87.29,0.0,0.0,0.0,87.29,87.29,0.0,38.71,Card,0,2025-04,1,0,0
4147,O00004147,2025-04-22,U41877,SKU_1010,Beauty,Skincare,International,Email,Desktop,Returning,International,Completed,1,37.2,3.98,0.0,0.0,37.2,33.22,0.0,11.14,Card,0,2025-04,1,0,0
4148,O00004148,2025-04-22,U25030,SKU_1013,Beauty,Fragrance,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,2,50.45,3.55,0.0,0.0,100.9,97.35,0.0,26.51,Card,0,2025-04,1,0,0
4149,O00004149,2025-04-22,U56239,SKU_1042,Books,Business,International,Paid Search,Desktop,Returning,International,Completed,1,25.86,1.23,0.0,0.0,25.86,24.63,0.0,13.28,Card,0,2025-04,1,0,0
4150,O00004150,2025-04-22,U69588,SKU_1027,Home,Bedding,Northeast,Affiliate,Mobile,Returning,Northeast,Completed,2,102.06,11.95,0.0,0.0,204.12,192.17,0.0,54.36,Card,0,2025-04,1,0,0
4151,O00004151,2025-04-22,U85791,SKU_1009,Beauty,Skincare,Midwest,Email,Mobile,Returning,Midwest,Completed,1,46.75,6.73,0.0,0.0,46.75,40.02,0.0,16.77,Card,0,2025-04,1,0,0
4152,O00004152,2025-04-22,U74545,SKU_1008,Apparel,Accessories,West,Email,Mobile,Returning,West,Completed,1,59.11,11.63,0.0,0.0,59.11,47.48,0.0,15.67,Card,0,2025-04,1,0,0
4153,O00004153,2025-04-22,U23283,SKU_1026,Home,Kitchen,West,Paid Social,Desktop,Returning,West,Completed,2,95.4,20.27,0.0,0.0,190.8,170.53,0.0,90.72,Card,0,2025-04,1,0,0
4154,O00004154,2025-04-22,U45530,SKU_1020,Electronics,Smart Home,West,Direct,Desktop,Returning,West,Completed,2,218.82,31.79,0.0,0.0,437.64,405.85,0.0,183.03,Card,0,2025-04,1,0,0
4155,O00004155,2025-04-22,U48682,SKU_1040,Sports,Team Sports,South,Referral,Desktop,Returning,South,Completed,1,78.28,6.14,0.0,0.0,78.28,72.14,0.0,30.69,Card,0,2025-04,1,0,0
4156,O00004156,2025-04-22,U93263,SKU_1032,Home,Storage,Midwest,Paid Social,Mobile,Returning,Midwest,Completed,1,111.87,7.21,0.0,0.0,111.87,104.66,0.0,23.86,Card,0,2025-04,1,0,0
4157,O00004157,2025-04-22,U53690,SKU_1013,Beauty,Fragrance,Midwest,Direct,Desktop,Returning,Midwest,Completed,1,50.45,3.4,0.0,0.0,50.45,47.05,0.0,12.81,Card,0,2025-04,1,0,0
4158,O00004158,2025-04-22,U40535,SKU_1022,Electronics,Wearables,Midwest,Paid Social,Mobile,Returning,Midwest,Completed,1,208.98,31.4,0.0,0.0,208.98,177.58,0.0,57.59,Card,0,2025-04,1,0,0
4159,O00004159,2025-04-23,U87184,SKU_1012,Beauty,Makeup,South,Paid Search,Desktop,Returning,South,Completed,1,30.42,2.47,0.0,0.0,30.42,27.95,0.0,9.61,Card,0,2025-04,1,0,0
4160,O00004160,2025-04-23,U35345,SKU_1019,Electronics,Smart Home,South,Paid Search,Desktop,Returning,South,Completed,1,206.64,12.57,0.0,0.0,206.64,194.07,0.0,84.32,Card,0,2025-04,1,0,0
4161,O00004161,2025-04-23,U44127,SKU_1005,Apparel,Basics,South,Organic Search,Desktop,Returning,South,Completed,1,59.14,6.6,0.0,0.0,59.14,52.54,0.0,22.48,Card,0,2025-04,1,0,0
4162,O00004162,2025-04-23,U65676,SKU_1039,Sports,Team Sports,South,Email,Desktop,Returning,South,Completed,1,89.83,13.59,0.0,0.0,89.83,76.24,0.0,33.21,Card,0,2025-04,1,0,0
4163,O00004163,2025-04-23,U40195,SKU_1010,Beauty,Skincare,South,Email,Desktop,Returning,South,Completed,1,37.2,7.19,0.0,0.0,37.2,30.01,0.0,10.06,Card,0,2025-04,1,0,0
4164,O00004164,2025-04-23,U42412,SKU_1011,Beauty,Makeup,International,Paid Social,Mobile,Returning,International,Completed,1,35.96,3.31,0.0,0.0,35.96,32.65,0.0,10.15,Card,0,2025-04,1,0,0
4165,O00004165,2025-04-23,U84251,SKU_1012,Beauty,Makeup,Midwest,Paid Search,Mobile,Returning,Midwest,Completed,1,30.42,4.77,0.0,0.0,30.42,25.65,0.0,8.82,Card,0,2025-04,1,0,0
4166,O00004166,2025-04-23,U14873,SKU_1012,Beauty,Makeup,International,Email,Mobile,Returning,International,Completed,2,30.42,11.08,0.0,0.0,60.84,49.76,0.0,17.11,Card,0,2025-04,1,0,0
4167,O00004167,2025-04-23,U45853,SKU_1044,Books,Fiction,Northeast,Organic Search,Desktop,Returning,Northeast,Completed,1,26.55,1.51,0.0,0.0,26.55,25.04,0.0,13.73,Card,0,2025-04,1,0,0
4168,O00004168,2025-04-23,U51957,SKU_1016,Beauty,Haircare,International,Affiliate,Mobile,Returning,International,Completed,1,27.61,3.69,0.0,0.0,27.61,23.92,0.0,11.58,Card,0,2025-04,1,0,0
4169,O00004169,2025-04-23,U86873,SKU_1011,Beauty,Makeup,International,Affiliate,Desktop,Returning,International,Completed,1,35.96,4.57,0.0,0.0,35.96,31.39,0.0,9.76,Card,0,2025-04,1,0,0
4170,O00004170,2025-04-23,U94067,SKU_1008,Apparel,Accessories,South,Paid Search,Mobile,Returning,South,Completed,1,59.11,4.24,0.0,0.0,59.11,54.87,0.0,18.11,Card,0,2025-04,1,0,0
4171,O00004171,2025-04-23,U79163,SKU_1007,Apparel,Accessories,International,Email,Mobile,Returning,International,Completed,2,49.81,15.33,0.0,0.0,99.62,84.29,0.0,32.12,Card,0,2025-04,1,0,0
4172,O00004172,2025-04-23,U78244,SKU_1047,Books,Wellness,South,Paid Search,Desktop,Returning,South,Completed,1,24.09,3.2,0.0,0.0,24.09,20.89,0.0,7.93,Card,0,2025-04,1,0,0
4173,O00004173,2025-04-23,U81117,SKU_1009,Beauty,Skincare,Midwest,Referral,Desktop,Returning,Midwest,Completed,1,46.75,5.23,0.0,0.0,46.75,41.52,0.0,17.4,Card,0,2025-04,1,0,0
4174,O00004174,2025-04-23,U33689,SKU_1014,Beauty,Fragrance,Northeast,Direct,Desktop,Returning,Northeast,Completed,2,35.24,5.46,0.0,0.0,70.48,65.02,0.0,38.95,Card,0,2025-04,1,0,0
4175,O00004175,2025-04-23,U53948,SKU_1035,Sports,Outdoor,West,Paid Search,Desktop,Returning,West,Completed,1,83.01,12.32,0.0,0.0,83.01,70.69,0.0,27.78,Card,0,2025-04,1,0,0
4176,O00004176,2025-04-23,U82088,SKU_1002,Apparel,Outerwear,South,Paid Search,Mobile,Returning,South,Completed,1,68.86,5.16,0.0,0.0,68.86,63.7,0.0,20.24,Card,0,2025-04,1,0,0
4177,O00004177,2025-04-23,U73812,SKU_1002,Apparel,Outerwear,West,Organic Search,Desktop,Returning,West,Completed,2,68.86,3.7,0.0,0.0,137.72,134.02,0.0,42.59,Card,0,2025-04,1,0,0
4178,O00004178,2025-04-23,U43891,SKU_1002,Apparel,Outerwear,International,Paid Search,Desktop,Returning,International,Completed,3,68.86,0.0,0.0,0.0,206.58,206.58,0.0,65.64,Card,0,2025-04,1,0,0
4179,O00004179,2025-04-23,U30730,SKU_1047,Books,Wellness,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,24.09,1.66,0.0,0.0,24.09,22.43,0.0,8.52,Card,0,2025-04,1,0,0
4180,O00004180,2025-04-23,U12832,SKU_1039,Sports,Team Sports,Northeast,Organic Search,Mobile,Returning,Northeast,Completed,1,89.83,0.0,0.0,0.0,89.83,89.83,0.0,39.13,Card,0,2025-04,1,0,0
4181,O00004181,2025-04-23,U80360,SKU_1040,Sports,Team Sports,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,78.28,7.08,0.0,0.0,78.28,71.2,0.0,30.29,Card,0,2025-04,1,0,0
4182,O00004182,2025-04-23,U25193,SKU_1014,Beauty,Fragrance,West,Organic Search,Desktop,Returning,West,Completed,1,35.24,2.66,0.0,0.0,35.24,32.58,0.0,19.52,Card,0,2025-04,1,0,0
4183,O00004183,2025-04-23,U58640,SKU_1011,Beauty,Makeup,International,Paid Search,Mobile,Returning,International,Completed,1,35.96,2.6,0.0,0.0,35.96,33.36,0.0,10.37,Card,0,2025-04,1,0,0
4184,O00004184,2025-04-23,U88801,SKU_1021,Electronics,Wearables,Midwest,Paid Search,Mobile,Returning,Midwest,Completed,1,231.2,14.43,0.0,0.0,231.2,216.77,0.0,83.47,Card,0,2025-04,1,0,0
4185,O00004185,2025-04-23,U73372,SKU_1012,Beauty,Makeup,West,Organic Search,Desktop,Returning,West,Completed,1,30.42,3.12,0.0,0.0,30.42,27.3,0.0,9.39,Card,0,2025-04,1,0,0
4186,O00004186,2025-04-23,U24022,SKU_1009,Beauty,Skincare,Northeast,Paid Social,Mobile,Returning,Northeast,Completed,1,46.75,4.26,0.0,0.0,46.75,42.49,0.0,17.81,Card,0,2025-04,1,0,0
4187,O00004187,2025-04-23,U93569,SKU_1009,Beauty,Skincare,Northeast,Organic Search,Desktop,Returning,Northeast,Completed,1,46.75,3.81,0.0,0.0,46.75,42.94,0.0,18.0,Card,0,2025-04,1,0,0
4188,O00004188,2025-04-23,U93331,SKU_1013,Beauty,Fragrance,International,Organic Search,Desktop,Returning,International,Completed,1,50.45,2.15,0.0,0.0,50.45,48.3,0.0,13.15,Card,0,2025-04,1,0,0
4189,O00004189,2025-04-23,U29175,SKU_1035,Sports,Outdoor,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,1,83.01,8.1,0.0,0.0,83.01,74.91,0.0,29.44,Card,0,2025-04,1,0,0
4190,O00004190,2025-04-23,U18715,SKU_1009,Beauty,Skincare,South,Direct,Tablet,Returning,South,Completed,1,46.75,4.94,0.0,0.0,46.75,41.81,0.0,17.52,Card,0,2025-04,1,0,0
4191,O00004191,2025-04-23,U37094,SKU_1001,Apparel,Outerwear,South,Paid Social,Desktop,Returning,South,Completed,1,55.32,4.95,0.0,0.0,55.32,50.37,0.0,17.52,Card,0,2025-04,1,0,0
4192,O00004192,2025-04-23,U40279,SKU_1008,Apparel,Accessories,South,Email,Desktop,Returning,South,Completed,2,59.11,13.48,0.0,0.0,118.22,104.74,0.0,34.57,Card,0,2025-04,1,0,0
4193,O00004193,2025-04-23,U21298,SKU_1010,Beauty,Skincare,South,Paid Search,Mobile,Returning,South,Completed,1,37.2,3.53,0.0,0.0,37.2,33.67,0.0,11.29,Card,0,2025-04,1,0,0
4194,O00004194,2025-04-23,U63480,SKU_1010,Beauty,Skincare,International,Direct,Desktop,Returning,International,Completed,1,37.2,3.5,0.0,0.0,37.2,33.7,0.0,11.3,Card,0,2025-04,1,0,0
4195,O00004195,2025-04-23,U73529,SKU_1033,Sports,Training,South,Organic Search,Mobile,Returning,South,Completed,1,78.25,9.18,0.0,0.0,78.25,69.07,0.0,23.93,Card,0,2025-04,1,0,0
4196,O00004196,2025-04-23,U13699,SKU_1028,Home,Bedding,West,Email,Mobile,Returning,West,Completed,2,83.76,16.08,0.0,0.0,167.52,151.44,0.0,41.7,Card,0,2025-04,1,0,0
4197,O00004197,2025-04-23,U48506,SKU_1019,Electronics,Smart Home,Northeast,Organic Search,Desktop,Returning,Northeast,Completed,1,206.64,16.95,0.0,0.0,206.64,189.69,0.0,82.41,Card,0,2025-04,1,0,0
4198,O00004198,2025-04-23,U79920,SKU_1039,Sports,Team Sports,International,Referral,Mobile,Returning,International,Completed,1,89.83,4.48,0.0,0.0,89.83,85.35,0.0,37.18,Card,0,2025-04,1,0,0
4199,O00004199,2025-04-23,U30741,SKU_1009,Beauty,Skincare,International,Paid Search,Mobile,Returning,International,Completed,1,46.75,5.99,0.0,0.0,46.75,40.76,0.0,17.08,Card,0,2025-04,1,0,0
4200,O00004200,2025-04-23,U84941,SKU_1015,Beauty,Haircare,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,46.32,5.45,0.0,0.0,46.32,40.87,0.0,14.47,Card,0,2025-04,1,0,0
4201,O00004201,2025-04-23,U68546,SKU_1024,Electronics,Accessories,West,Direct,Desktop,Returning,West,Completed,1,205.32,11.93,0.0,0.0,205.32,193.39,0.0,100.22,Card,0,2025-04,1,0,0
4202,O00004202,2025-04-23,U94064,SKU_1016,Beauty,Haircare,Northeast,Email,Mobile,Returning,Northeast,Completed,3,27.61,10.78,0.0,0.0,82.83,72.05,0.0,34.88,Card,0,2025-04,1,0,0
4203,O00004203,2025-04-24,U94979,SKU_1027,Home,Bedding,International,Paid Search,Mobile,Returning,International,Completed,1,102.06,7.98,0.0,0.0,102.06,94.08,0.0,26.61,Card,0,2025-04,1,0,0
4204,O00004204,2025-04-24,U57125,SKU_1040,Sports,Team Sports,South,Email,Desktop,Returning,South,Completed,1,78.28,14.33,0.0,0.0,78.28,63.95,0.0,27.21,Card,0,2025-04,1,0,0
4205,O00004205,2025-04-24,U58281,SKU_1047,Books,Wellness,Northeast,Affiliate,Desktop,Returning,Northeast,Completed,2,24.09,4.0,0.0,0.0,48.18,44.18,0.0,16.78,Card,0,2025-04,1,0,0
4206,O00004206,2025-04-24,U80081,SKU_1015,Beauty,Haircare,West,Direct,Desktop,Returning,West,Completed,3,46.32,3.77,0.0,0.0,138.96,135.19,0.0,47.87,Card,0,2025-04,1,0,0
4207,O00004207,2025-04-24,U81943,SKU_1044,Books,Fiction,International,Referral,Mobile,Returning,International,Completed,1,26.55,4.33,0.0,0.0,26.55,22.22,0.0,12.18,Card,0,2025-04,1,0,0
4208,O00004208,2025-04-24,U53806,SKU_1020,Electronics,Smart Home,South,Paid Social,Tablet,Returning,South,Completed,1,218.82,24.15,0.0,0.0,218.82,194.67,0.0,87.79,Card,0,2025-04,1,0,0
4209,O00004209,2025-04-24,U54485,SKU_1038,Sports,Recovery,Northeast,Organic Search,Desktop,Returning,Northeast,Completed,1,91.48,9.72,0.0,0.0,91.48,81.76,0.0,32.61,Card,0,2025-04,1,0,0
4210,O00004210,2025-04-24,U57199,SKU_1007,Apparel,Accessories,Midwest,Email,Mobile,Returning,Midwest,Completed,1,49.81,8.98,0.0,0.0,49.81,40.83,0.0,15.56,Card,0,2025-04,1,0,0
4211,O00004211,2025-04-24,U45283,SKU_1002,Apparel,Outerwear,South,Direct,Desktop,Returning,South,Completed,1,68.86,1.93,0.0,0.0,68.86,66.93,0.0,21.27,Card,0,2025-04,1,0,0
4212,O00004212,2025-04-24,U38266,SKU_1048,Books,Wellness,Northeast,Referral,Desktop,Returning,Northeast,Completed,1,28.96,0.84,0.0,0.0,28.96,28.12,0.0,11.67,Card,0,2025-04,1,0,0
4213,O00004213,2025-04-24,U93405,SKU_1022,Electronics,Wearables,West,Affiliate,Mobile,Returning,West,Completed,1,208.98,10.98,0.0,0.0,208.98,198.0,0.0,64.21,Card,0,2025-04,1,0,0
4214,O00004214,2025-04-24,U62253,SKU_1014,Beauty,Fragrance,South,Email,Mobile,Returning,South,Completed,1,35.24,6.08,0.0,0.0,35.24,29.16,0.0,17.47,Card,0,2025-04,1,0,0
4215,O00004215,2025-04-24,U80213,SKU_1004,Apparel,Footwear,Midwest,Affiliate,Desktop,Returning,Midwest,Completed,1,58.25,3.82,0.0,0.0,58.25,54.43,0.0,24.08,Card,0,2025-04,1,0,0
4216,O00004216,2025-04-24,U58637,SKU_1028,Home,Bedding,South,Email,Desktop,Returning,South,Completed,1,83.76,10.12,0.0,0.0,83.76,73.64,0.0,20.28,Card,0,2025-04,1,0,0
4217,O00004217,2025-04-24,U68703,SKU_1016,Beauty,Haircare,Northeast,Paid Search,Mobile,Returning,Northeast,Completed,1,27.61,2.62,0.0,0.0,27.61,24.99,0.0,12.1,Card,0,2025-04,1,0,0
4218,O00004218,2025-04-24,U89419,SKU_1001,Apparel,Outerwear,International,Paid Search,Mobile,Returning,International,Completed,1,55.32,4.22,0.0,0.0,55.32,51.1,0.0,17.77,Card,0,2025-04,1,0,0
4219,O00004219,2025-04-24,U46434,SKU_1027,Home,Bedding,Midwest,Paid Social,Mobile,Returning,Midwest,Completed,1,102.06,11.78,0.0,0.0,102.06,90.28,0.0,25.54,Card,0,2025-04,1,0,0
4220,O00004220,2025-04-24,U34260,SKU_1038,Sports,Recovery,West,Organic Search,Mobile,Returning,West,Completed,2,91.48,11.33,0.0,0.0,182.96,171.63,0.0,68.46,Card,0,2025-04,1,0,0
4221,O00004221,2025-04-24,U71955,SKU_1016,Beauty,Haircare,South,Direct,Mobile,Returning,South,Completed,1,27.61,1.76,0.0,0.0,27.61,25.85,0.0,12.51,Card,0,2025-04,1,0,0
4222,O00004222,2025-04-24,U17399,SKU_1020,Electronics,Smart Home,Northeast,Organic Search,Desktop,Returning,Northeast,Completed,2,218.82,31.81,0.0,0.0,437.64,405.83,0.0,183.02,Card,0,2025-04,1,0,0
4223,O00004223,2025-04-24,U62476,SKU_1008,Apparel,Accessories,Midwest,Paid Search,Mobile,Returning,Midwest,Completed,1,59.11,4.36,0.0,0.0,59.11,54.75,0.0,18.07,Card,0,2025-04,1,0,0
4224,O00004224,2025-04-24,U17254,SKU_1033,Sports,Training,Midwest,Affiliate,Desktop,Returning,Midwest,Completed,1,78.25,3.9,0.0,0.0,78.25,74.35,0.0,25.76,Card,0,2025-04,1,0,0
4225,O00004225,2025-04-24,U78636,SKU_1007,Apparel,Accessories,Midwest,Email,Tablet,Returning,Midwest,Completed,1,49.81,7.07,0.0,0.0,49.81,42.74,0.0,16.29,Card,0,2025-04,1,0,0
4226,O00004226,2025-04-24,U93541,SKU_1008,Apparel,Accessories,Midwest,Direct,Desktop,Returning,Midwest,Completed,2,59.11,6.96,0.0,0.0,118.22,111.26,0.0,36.72,Card,0,2025-04,1,0,0
4227,O00004227,2025-04-24,U19029,SKU_1012,Beauty,Makeup,Midwest,Referral,Tablet,Returning,Midwest,Completed,1,30.42,4.74,0.0,0.0,30.42,25.68,0.0,8.83,Card,0,2025-04,1,0,0
4228,O00004228,2025-04-24,U77468,SKU_1006,Apparel,Basics,West,Paid Search,Mobile,Returning,West,Completed,1,56.56,5.85,0.0,0.0,56.56,50.71,0.0,20.19,Card,0,2025-04,1,0,0
4229,O00004229,2025-04-24,U24409,SKU_1002,Apparel,Outerwear,South,Paid Search,Desktop,Returning,South,Refunded,1,68.86,4.96,0.0,0.0,68.86,0.0,63.9,0.0,Card,0,2025-04,0,1,0
4230,O00004230,2025-04-24,U73489,SKU_1015,Beauty,Haircare,West,Paid Search,Desktop,Returning,West,Completed,1,46.32,3.24,0.0,0.0,46.32,43.08,0.0,15.26,Card,0,2025-04,1,0,0
4231,O00004231,2025-04-24,U90619,SKU_1015,Beauty,Haircare,West,Email,Mobile,Returning,West,Completed,1,46.32,5.08,0.0,0.0,46.32,41.24,0.0,14.6,Card,0,2025-04,1,0,0
4232,O00004232,2025-04-24,U12268,SKU_1043,Books,Fiction,Northeast,Affiliate,Desktop,Returning,Northeast,Completed,1,20.68,1.85,0.0,0.0,20.68,18.83,0.0,7.55,Card,0,2025-04,1,0,0
4233,O00004233,2025-04-24,U65182,SKU_1004,Apparel,Footwear,Midwest,Direct,Mobile,Returning,Midwest,Completed,1,58.25,3.45,0.0,0.0,58.25,54.8,0.0,24.24,Card,0,2025-04,1,0,0
4234,O00004234,2025-04-24,U52164,SKU_1032,Home,Storage,West,Referral,Mobile,Returning,West,Completed,1,111.87,3.77,0.0,0.0,111.87,108.1,0.0,24.65,Card,0,2025-04,1,0,0
4235,O00004235,2025-04-24,U75030,SKU_1012,Beauty,Makeup,South,Email,Desktop,Returning,South,Completed,1,30.42,5.54,0.0,0.0,30.42,24.88,0.0,8.56,Card,0,2025-04,1,0,0
4236,O00004236,2025-04-24,U33203,SKU_1043,Books,Fiction,West,Referral,Desktop,Returning,West,Completed,2,20.68,4.95,0.0,0.0,41.36,36.41,0.0,14.6,Card,0,2025-04,1,0,0
4237,O00004237,2025-04-24,U89449,SKU_1018,Electronics,Audio,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,258.83,0.0,0.0,0.0,258.83,258.83,0.0,117.6,Card,0,2025-04,1,0,0
4238,O00004238,2025-04-24,U83974,SKU_1009,Beauty,Skincare,Northeast,Email,Mobile,Returning,Northeast,Completed,1,46.75,7.57,0.0,0.0,46.75,39.18,0.0,16.42,Card,0,2025-04,1,0,0
4239,O00004239,2025-04-24,U96149,SKU_1002,Apparel,Outerwear,South,Paid Search,Desktop,Returning,South,Completed,2,68.86,0.0,0.0,0.0,137.72,137.72,0.0,43.76,Card,0,2025-04,1,0,0
4240,O00004240,2025-04-24,U61671,SKU_1002,Apparel,Outerwear,South,Direct,Desktop,Returning,South,Completed,1,68.86,8.21,0.0,0.0,68.86,60.65,0.0,19.27,Card,0,2025-04,1,0,0
4241,O00004241,2025-04-24,U84906,SKU_1007,Apparel,Accessories,Northeast,Direct,Mobile,Returning,Northeast,Completed,1,49.81,3.18,0.0,0.0,49.81,46.63,0.0,17.77,Card,0,2025-04,1,0,0
4242,O00004242,2025-04-24,U35696,SKU_1009,Beauty,Skincare,International,Organic Search,Mobile,Returning,International,Completed,1,46.75,4.6,0.0,0.0,46.75,42.15,0.0,17.67,Card,0,2025-04,1,0,0
4243,O00004243,2025-04-24,U67952,SKU_1005,Apparel,Basics,Northeast,Organic Search,Tablet,Returning,Northeast,Refunded,1,59.14,4.61,0.0,0.0,59.14,0.0,54.53,0.0,Card,0,2025-04,0,1,0
4244,O00004244,2025-04-24,U54811,SKU_1042,Books,Business,Midwest,Organic Search,Mobile,Returning,Midwest,Completed,2,25.86,2.37,0.0,0.0,51.72,49.35,0.0,26.62,Card,0,2025-04,1,0,0
4245,O00004245,2025-04-24,U69049,SKU_1015,Beauty,Haircare,International,Direct,Desktop,Returning,International,Refunded,1,46.32,6.62,0.0,0.0,46.32,0.0,39.7,0.0,Card,0,2025-04,0,1,0
4246,O00004246,2025-04-24,U84475,SKU_1006,Apparel,Basics,Northeast,Email,Desktop,Returning,Northeast,Completed,1,56.56,3.36,0.0,0.0,56.56,53.2,0.0,21.19,Card,0,2025-04,1,0,0
4247,O00004247,2025-04-24,U44936,SKU_1031,Home,Storage,Midwest,Referral,Desktop,Returning,Midwest,Completed,3,87.53,30.95,0.0,0.0,262.59,231.64,0.0,101.68,Card,0,2025-04,1,0,0
4248,O00004248,2025-04-25,U63142,SKU_1034,Sports,Training,West,Referral,Desktop,Returning,West,Completed,1,82.03,6.5,0.0,0.0,82.03,75.53,0.0,37.67,Card,0,2025-04,1,0,0
4249,O00004249,2025-04-25,U15378,SKU_1011,Beauty,Makeup,West,Paid Search,Desktop,Returning,West,Completed,1,35.96,2.62,0.0,0.0,35.96,33.34,0.0,10.36,Card,0,2025-04,1,0,0
4250,O00004250,2025-04-25,U87110,SKU_1031,Home,Storage,West,Paid Search,Mobile,Returning,West,Completed,1,87.53,5.0,0.0,0.0,87.53,82.53,0.0,36.23,Card,0,2025-04,1,0,0
4251,O00004251,2025-04-25,U26095,SKU_1004,Apparel,Footwear,South,Paid Search,Desktop,Returning,South,Completed,2,58.25,5.88,0.0,0.0,116.5,110.62,0.0,48.93,Card,0,2025-04,1,0,0
4252,O00004252,2025-04-25,U20076,SKU_1027,Home,Bedding,International,Direct,Tablet,Returning,International,Completed,2,102.06,9.31,0.0,0.0,204.12,194.81,0.0,55.11,Card,0,2025-04,1,0,0
4253,O00004253,2025-04-25,U33767,SKU_1013,Beauty,Fragrance,Northeast,Email,Mobile,Returning,Northeast,Completed,1,50.45,6.65,0.0,0.0,50.45,43.8,0.0,11.93,Card,0,2025-04,1,0,0
4254,O00004254,2025-04-25,U97349,SKU_1009,Beauty,Skincare,South,Paid Search,Desktop,Returning,South,Completed,1,46.75,2.09,0.0,0.0,46.75,44.66,0.0,18.72,Card,0,2025-04,1,0,0
4255,O00004255,2025-04-25,U96104,SKU_1025,Home,Kitchen,West,Organic Search,Desktop,Returning,West,Completed,1,87.29,8.35,0.0,0.0,87.29,78.94,0.0,35.01,Card,0,2025-04,1,0,0
4256,O00004256,2025-04-25,U66592,SKU_1023,Electronics,Accessories,Northeast,Email,Desktop,Returning,Northeast,Completed,1,262.59,36.33,0.0,0.0,262.59,226.26,0.0,92.77,Card,0,2025-04,1,0,0
4257,O00004257,2025-04-25,U89187,SKU_1023,Electronics,Accessories,Midwest,Direct,Desktop,Returning,Midwest,Completed,2,262.59,35.18,0.0,0.0,525.18,490.0,0.0,200.91,Card,0,2025-04,1,0,0
4258,O00004258,2025-04-25,U89819,SKU_1037,Sports,Recovery,South,Affiliate,Mobile,Returning,South,Completed,1,67.21,6.59,0.0,0.0,67.21,60.62,0.0,25.7,Card,0,2025-04,1,0,0
4259,O00004259,2025-04-25,U73327,SKU_1039,Sports,Team Sports,Midwest,Email,Mobile,Returning,Midwest,Completed,2,89.83,20.91,0.0,0.0,179.66,158.75,0.0,69.16,Card,0,2025-04,1,0,0
4260,O00004260,2025-04-25,U91119,SKU_1004,Apparel,Footwear,West,Direct,Desktop,Returning,West,Completed,1,58.25,8.58,0.0,0.0,58.25,49.67,0.0,21.97,Card,0,2025-04,1,0,0
4261,O00004261,2025-04-25,U24604,SKU_1038,Sports,Recovery,Northeast,Email,Desktop,Returning,Northeast,Completed,1,91.48,5.72,0.0,0.0,91.48,85.76,0.0,34.21,Card,0,2025-04,1,0,0
4262,O00004262,2025-04-25,U26564,SKU_1007,Apparel,Accessories,West,Paid Social,Desktop,Returning,West,Completed,1,49.81,8.57,0.0,0.0,49.81,41.24,0.0,15.72,Card,0,2025-04,1,0,0
