session_key,session_date,channel,device,region,session_month,sessions,visitors,add_to_cart,checkout_starts
1567,2025-01-20,Direct,Tablet,West,2025-01,1,1,0,0
1568,2025-01-20,Email,Desktop,International,2025-01,3,3,2,1
1569,2025-01-20,Email,Desktop,Midwest,2025-01,3,3,1,0
1570,2025-01-20,Email,Desktop,South,2025-01,2,2,1,1
1571,2025-01-20,Email,Desktop,West,2025-01,5,5,2,2
1572,2025-01-20,Email,Mobile,International,2025-01,5,5,1,0
1573,2025-01-20,Email,Mobile,Midwest,2025-01,6,6,3,2
1574,2025-01-20,Email,Mobile,Northeast,2025-01,3,3,2,2
1575,2025-01-20,Email,Mobile,South,2025-01,2,2,0,0
1576,2025-01-20,Email,Mobile,West,2025-01,6,6,3,1
1577,2025-01-20,Email,Tablet,Midwest,2025-01,1,1,0,0
1578,2025-01-20,Email,Tablet,Northeast,2025-01,1,1,0,0
1579,2025-01-20,Email,Tablet,South,2025-01,1,1,0,0
1580,2025-01-20,Email,Tablet,West,2025-01,1,1,0,0
1581,2025-01-20,Organic Search,Desktop,International,2025-01,8,8,1,0
1582,2025-01-20,Organic Search,Desktop,Midwest,2025-01,11,11,3,3
1583,2025-01-20,Organic Search,Desktop,Northeast,2025-01,6,6,2,2
1584,2025-01-20,Organic Search,Desktop,South,2025-01,4,4,0,0
1585,2025-01-20,Organic Search,Desktop,West,2025-01,7,7,3,3
1586,2025-01-20,Organic Search,Mobile,International,2025-01,3,3,1,1
1587,2025-01-20,Organic Search,Mobile,Midwest,2025-01,2,2,1,0
1588,2025-01-20,Organic Search,Mobile,Northeast,2025-01,7,7,1,1
1589,2025-01-20,Organic Search,Mobile,South,2025-01,8,8,0,0
1590,2025-01-20,Organic Search,Mobile,West,2025-01,10,10,2,2
1591,2025-01-20,Organic Search,Tablet,International,2025-01,1,1,0,0
1592,2025-01-20,Organic Search,Tablet,West,2025-01,3,3,2,0
1593,2025-01-20,Paid Search,Desktop,International,2025-01,2,2,0,0
1594,2025-01-20,Paid Search,Desktop,Midwest,2025-01,2,2,1,1
1595,2025-01-20,Paid Search,Desktop,Northeast,2025-01,3,3,1,1
1596,2025-01-20,Paid Search,Desktop,South,2025-01,2,2,0,0
1597,2025-01-20,Paid Search,Desktop,West,2025-01,6,6,3,2
1598,2025-01-20,Paid Search,Mobile,International,2025-01,2,2,0,0
1599,2025-01-20,Paid Search,Mobile,Midwest,2025-01,4,4,1,1
1600,2025-01-20,Paid Search,Mobile,Northeast,2025-01,5,5,1,0
1601,2025-01-20,Paid Search,Mobile,South,2025-01,6,6,0,0
1602,2025-01-20,Paid Search,Mobile,West,2025-01,8,8,2,0
1603,2025-01-20,Paid Search,Tablet,International,2025-01,1,1,0,0
1604,2025-01-20,Paid Search,Tablet,Midwest,2025-01,1,1,0,0
1605,2025-01-20,Paid Search,Tablet,Northeast,2025-01,3,3,1,0
1606,2025-01-20,Paid Search,Tablet,South,2025-01,2,2,2,1
1607,2025-01-20,Paid Search,Tablet,West,2025-01,1,1,0,0
1608,2025-01-20,Paid Social,Desktop,International,2025-01,1,1,0,0
1609,2025-01-20,Paid Social,Desktop,Midwest,2025-01,3,3,1,1
1610,2025-01-20,Paid Social,Desktop,Northeast,2025-01,1,1,0,0
1611,2025-01-20,Paid Social,Desktop,South,2025-01,2,2,1,1
1612,2025-01-20,Paid Social,Desktop,West,2025-01,4,4,1,0
1613,2025-01-20,Paid Social,Mobile,International,2025-01,4,4,1,0
1614,2025-01-20,Paid Social,Mobile,Midwest,2025-01,3,3,0,0
1615,2025-01-20,Paid Social,Mobile,Northeast,2025-01,5,5,4,1
1616,2025-01-20,Paid Social,Mobile,South,2025-01,9,9,3,1
1617,2025-01-20,Paid Social,Mobile,West,2025-01,8,8,2,0
1618,2025-01-20,Paid Social,Tablet,International,2025-01,1,1,0,0
1619,2025-01-20,Paid Social,Tablet,South,2025-01,1,1,0,0
1620,2025-01-20,Referral,Desktop,International,2025-01,3,3,0,0
1621,2025-01-20,Referral,Desktop,Midwest,2025-01,1,1,0,0
1622,2025-01-20,Referral,Desktop,Northeast,2025-01,2,2,0,0
1623,2025-01-20,Referral,Desktop,South,2025-01,2,2,0,0
1624,2025-01-20,Referral,Desktop,West,2025-01,1,1,1,1
1625,2025-01-20,Referral,Mobile,Northeast,2025-01,2,2,0,0
1626,2025-01-20,Referral,Mobile,South,2025-01,1,1,0,0
1627,2025-01-20,Referral,Mobile,West,2025-01,1,1,0,0
1628,2025-01-20,Referral,Tablet,Midwest,2025-01,2,2,0,0
1629,2025-01-20,Referral,Tablet,West,2025-01,4,4,0,0
1630,2025-01-21,Affiliate,Desktop,Midwest,2025-01,2,2,1,1
1631,2025-01-21,Affiliate,Desktop,Northeast,2025-01,2,2,1,1
1632,2025-01-21,Affiliate,Desktop,West,2025-01,1,1,1,0
1633,2025-01-21,Affiliate,Mobile,International,2025-01,3,3,1,0
1634,2025-01-21,Affiliate,Mobile,Northeast,2025-01,2,2,1,0
1635,2025-01-21,Affiliate,Mobile,South,2025-01,3,3,1,0
1636,2025-01-21,Affiliate,Mobile,West,2025-01,9,9,1,1
1637,2025-01-21,Affiliate,Tablet,South,2025-01,1,1,0,0
1638,2025-01-21,Affiliate,Tablet,West,2025-01,1,1,1,1
1639,2025-01-21,Direct,Desktop,International,2025-01,5,5,2,2
1640,2025-01-21,Direct,Desktop,Midwest,2025-01,3,3,0,0
1641,2025-01-21,Direct,Desktop,Northeast,2025-01,3,3,0,0
1642,2025-01-21,Direct,Desktop,South,2025-01,5,5,4,3
1643,2025-01-21,Direct,Desktop,West,2025-01,3,3,3,1
1644,2025-01-21,Direct,Mobile,International,2025-01,1,1,1,0
1645,2025-01-21,Direct,Mobile,Midwest,2025-01,4,4,2,2
1646,2025-01-21,Direct,Mobile,Northeast,2025-01,4,4,1,1
1647,2025-01-21,Direct,Mobile,South,2025-01,10,10,4,2
1648,2025-01-21,Direct,Mobile,West,2025-01,2,2,0,0
1649,2025-01-21,Direct,Tablet,Northeast,2025-01,2,2,1,1
1650,2025-01-21,Direct,Tablet,South,2025-01,2,2,2,0
1651,2025-01-21,Email,Desktop,International,2025-01,3,3,0,0
1652,2025-01-21,Email,Desktop,Northeast,2025-01,1,1,0,0
1653,2025-01-21,Email,Desktop,South,2025-01,4,4,2,1
1654,2025-01-21,Email,Desktop,West,2025-01,4,4,0,0
1655,2025-01-21,Email,Mobile,International,2025-01,6,6,3,0
1656,2025-01-21,Email,Mobile,Midwest,2025-01,3,3,2,2
1657,2025-01-21,Email,Mobile,Northeast,2025-01,3,3,2,0
1658,2025-01-21,Email,Mobile,South,2025-01,3,3,3,1
1659,2025-01-21,Email,Mobile,West,2025-01,5,5,2,1
1660,2025-01-21,Email,Tablet,Midwest,2025-01,1,1,0,0
1661,2025-01-21,Email,Tablet,Northeast,2025-01,2,2,0,0
1662,2025-01-21,Email,Tablet,South,2025-01,1,1,0,0
1663,2025-01-21,Email,Tablet,West,2025-01,2,2,1,0
1664,2025-01-21,Organic Search,Desktop,International,2025-01,3,3,2,2
1665,2025-01-21,Organic Search,Desktop,Midwest,2025-01,6,6,2,2
1666,2025-01-21,Organic Search,Desktop,Northeast,2025-01,2,2,0,0
1667,2025-01-21,Organic Search,Desktop,South,2025-01,11,11,3,2
1668,2025-01-21,Organic Search,Desktop,West,2025-01,10,10,4,3
1669,2025-01-21,Organic Search,Mobile,International,2025-01,5,5,2,2
1670,2025-01-21,Organic Search,Mobile,Midwest,2025-01,3,3,1,0
1671,2025-01-21,Organic Search,Mobile,Northeast,2025-01,2,2,2,1
1672,2025-01-21,Organic Search,Mobile,South,2025-01,3,3,0,0
1673,2025-01-21,Organic Search,Mobile,West,2025-01,8,8,2,1
1674,2025-01-21,Organic Search,Tablet,Midwest,2025-01,1,1,0,0
1675,2025-01-21,Organic Search,Tablet,Northeast,2025-01,1,1,1,1
1676,2025-01-21,Organic Search,Tablet,West,2025-01,2,2,1,0
1677,2025-01-21,Paid Search,Desktop,International,2025-01,5,5,3,2
1678,2025-01-21,Paid Search,Desktop,Midwest,2025-01,5,5,1,1
1679,2025-01-21,Paid Search,Desktop,Northeast,2025-01,5,5,2,1
1680,2025-01-21,Paid Search,Desktop,South,2025-01,5,5,4,3
1681,2025-01-21,Paid Search,Desktop,West,2025-01,7,7,3,2
1682,2025-01-21,Paid Search,Mobile,International,2025-01,6,6,1,1
1683,2025-01-21,Paid Search,Mobile,Midwest,2025-01,5,5,0,0
1684,2025-01-21,Paid Search,Mobile,Northeast,2025-01,4,4,1,0
1685,2025-01-21,Paid Search,Mobile,South,2025-01,7,7,3,3
1686,2025-01-21,Paid Search,Mobile,West,2025-01,8,8,1,1
1687,2025-01-21,Paid Search,Tablet,International,2025-01,1,1,0,0
1688,2025-01-21,Paid Search,Tablet,West,2025-01,2,2,1,1
1689,2025-01-21,Paid Social,Desktop,Midwest,2025-01,3,3,1,0
1690,2025-01-21,Paid Social,Desktop,South,2025-01,6,6,1,1
1691,2025-01-21,Paid Social,Desktop,West,2025-01,1,1,0,0
1692,2025-01-21,Paid Social,Mobile,International,2025-01,6,6,3,2
1693,2025-01-21,Paid Social,Mobile,Midwest,2025-01,3,3,0,0
1694,2025-01-21,Paid Social,Mobile,Northeast,2025-01,6,6,1,0
1695,2025-01-21,Paid Social,Mobile,South,2025-01,6,6,1,0
1696,2025-01-21,Paid Social,Mobile,West,2025-01,7,7,2,1
1697,2025-01-21,Paid Social,Tablet,Midwest,2025-01,2,2,0,0
1698,2025-01-21,Paid Social,Tablet,South,2025-01,1,1,0,0
1699,2025-01-21,Referral,Desktop,International,2025-01,2,2,1,1
1700,2025-01-21,Referral,Desktop,Midwest,2025-01,2,2,0,0
1701,2025-01-21,Referral,Desktop,Northeast,2025-01,1,1,1,0
1702,2025-01-21,Referral,Desktop,South,2025-01,6,6,3,3
1703,2025-01-21,Referral,Desktop,West,2025-01,1,1,1,1
1704,2025-01-21,Referral,Mobile,International,2025-01,1,1,1,1
1705,2025-01-21,Referral,Mobile,Midwest,2025-01,3,3,2,1
1706,2025-01-21,Referral,Mobile,South,2025-01,4,4,0,0
1707,2025-01-21,Referral,Mobile,West,2025-01,2,2,0,0
1708,2025-01-21,Referral,Tablet,International,2025-01,1,1,0,0
1709,2025-01-21,Referral,Tablet,Midwest,2025-01,1,1,1,1
1710,2025-01-21,Referral,Tablet,West,2025-01,1,1,0,0
1711,2025-01-22,Affiliate,Desktop,Northeast,2025-01,1,1,0,0
1712,2025-01-22,Affiliate,Desktop,West,2025-01,1,1,0,0
1713,2025-01-22,Affiliate,Mobile,International,2025-01,1,1,0,0
1714,2025-01-22,Affiliate,Mobile,Midwest,2025-01,2,2,0,0
1715,2025-01-22,Affiliate,Mobile,Northeast,2025-01,4,4,1,0
1716,2025-01-22,Affiliate,Mobile,South,2025-01,2,2,0,0
1717,2025-01-22,Affiliate,Mobile,West,2025-01,5,5,2,0
1718,2025-01-22,Affiliate,Tablet,International,2025-01,1,1,0,0
1719,2025-01-22,Affiliate,Tablet,Northeast,2025-01,1,1,0,0
1720,2025-01-22,Affiliate,Tablet,West,2025-01,1,1,0,0
1721,2025-01-22,Direct,Desktop,International,2025-01,4,4,2,1
1722,2025-01-22,Direct,Desktop,Midwest,2025-01,8,8,3,2
1723,2025-01-22,Direct,Desktop,Northeast,2025-01,3,3,1,1
1724,2025-01-22,Direct,Desktop,South,2025-01,6,6,1,0
1725,2025-01-22,Direct,Desktop,West,2025-01,4,4,3,3
1726,2025-01-22,Direct,Mobile,International,2025-01,1,1,0,0
1727,2025-01-22,Direct,Mobile,Midwest,2025-01,5,5,1,1
1728,2025-01-22,Direct,Mobile,Northeast,2025-01,1,1,0,0
1729,2025-01-22,Direct,Mobile,South,2025-01,6,6,2,1
1730,2025-01-22,Direct,Mobile,West,2025-01,7,7,1,0
1731,2025-01-22,Direct,Tablet,South,2025-01,1,1,0,0
1732,2025-01-22,Email,Desktop,Midwest,2025-01,2,2,1,1
1733,2025-01-22,Email,Desktop,Northeast,2025-01,1,1,0,0
1734,2025-01-22,Email,Desktop,South,2025-01,2,2,1,1
1735,2025-01-22,Email,Desktop,West,2025-01,3,3,0,0
1736,2025-01-22,Email,Mobile,International,2025-01,1,1,0,0
1737,2025-01-22,Email,Mobile,Midwest,2025-01,6,6,4,2
1738,2025-01-22,Email,Mobile,Northeast,2025-01,1,1,0,0
1739,2025-01-22,Email,Mobile,South,2025-01,4,4,2,2
1740,2025-01-22,Email,Mobile,West,2025-01,7,7,3,2
1741,2025-01-22,Email,Tablet,Midwest,2025-01,1,1,0,0
1742,2025-01-22,Email,Tablet,Northeast,2025-01,1,1,1,0
1743,2025-01-22,Email,Tablet,South,2025-01,3,3,1,1
1744,2025-01-22,Email,Tablet,West,2025-01,1,1,0,0
1745,2025-01-22,Organic Search,Desktop,International,2025-01,4,4,2,1
1746,2025-01-22,Organic Search,Desktop,Midwest,2025-01,6,6,2,2
1747,2025-01-22,Organic Search,Desktop,Northeast,2025-01,5,5,1,1
1748,2025-01-22,Organic Search,Desktop,South,2025-01,3,3,2,2
1749,2025-01-22,Organic Search,Desktop,West,2025-01,6,6,0,0
1750,2025-01-22,Organic Search,Mobile,International,2025-01,3,3,0,0
1751,2025-01-22,Organic Search,Mobile,Midwest,2025-01,2,2,0,0
1752,2025-01-22,Organic Search,Mobile,Northeast,2025-01,6,6,1,1
1753,2025-01-22,Organic Search,Mobile,South,2025-01,12,12,2,0
1754,2025-01-22,Organic Search,Mobile,West,2025-01,4,4,2,1
1755,2025-01-22,Organic Search,Tablet,International,2025-01,1,1,0,0
1756,2025-01-22,Organic Search,Tablet,Midwest,2025-01,1,1,0,0
1757,2025-01-22,Organic Search,Tablet,Northeast,2025-01,1,1,0,0
1758,2025-01-22,Organic Search,Tablet,South,2025-01,2,2,1,1
1759,2025-01-22,Organic Search,Tablet,West,2025-01,1,1,0,0
1760,2025-01-22,Paid Search,Desktop,International,2025-01,4,4,3,2
1761,2025-01-22,Paid Search,Desktop,Midwest,2025-01,3,3,0,0
1762,2025-01-22,Paid Search,Desktop,Northeast,2025-01,9,9,4,4
1763,2025-01-22,Paid Search,Desktop,South,2025-01,5,5,1,1
1764,2025-01-22,Paid Search,Desktop,West,2025-01,3,3,1,0
1765,2025-01-22,Paid Search,Mobile,International,2025-01,5,5,3,1
1766,2025-01-22,Paid Search,Mobile,Midwest,2025-01,2,2,0,0
1767,2025-01-22,Paid Search,Mobile,Northeast,2025-01,4,4,1,1
1768,2025-01-22,Paid Search,Mobile,South,2025-01,6,6,3,1
1769,2025-01-22,Paid Search,Mobile,West,2025-01,5,5,1,0
1770,2025-01-22,Paid Search,Tablet,International,2025-01,2,2,2,1
1771,2025-01-22,Paid Search,Tablet,Midwest,2025-01,1,1,0,0
1772,2025-01-22,Paid Search,Tablet,South,2025-01,3,3,0,0
1773,2025-01-22,Paid Social,Desktop,International,2025-01,2,2,1,0
1774,2025-01-22,Paid Social,Desktop,Midwest,2025-01,1,1,0,0
1775,2025-01-22,Paid Social,Desktop,Northeast,2025-01,1,1,0,0
1776,2025-01-22,Paid Social,Desktop,South,2025-01,2,2,0,0
1777,2025-01-22,Paid Social,Desktop,West,2025-01,1,1,0,0
1778,2025-01-22,Paid Social,Mobile,International,2025-01,2,2,1,1
1779,2025-01-22,Paid Social,Mobile,Midwest,2025-01,5,5,2,0
1780,2025-01-22,Paid Social,Mobile,Northeast,2025-01,6,6,1,0
1781,2025-01-22,Paid Social,Mobile,South,2025-01,7,7,2,2
1782,2025-01-22,Paid Social,Mobile,West,2025-01,9,9,1,1
1783,2025-01-22,Paid Social,Tablet,Northeast,2025-01,1,1,0,0
1784,2025-01-22,Paid Social,Tablet,West,2025-01,2,2,1,1
1785,2025-01-22,Referral,Desktop,International,2025-01,3,3,2,2
1786,2025-01-22,Referral,Desktop,Midwest,2025-01,3,3,0,0
1787,2025-01-22,Referral,Desktop,Northeast,2025-01,4,4,2,2
1788,2025-01-22,Referral,Desktop,South,2025-01,4,4,1,0
1789,2025-01-22,Referral,Desktop,West,2025-01,3,3,0,0
1790,2025-01-22,Referral,Mobile,International,2025-01,2,2,0,0
1791,2025-01-22,Referral,Mobile,Midwest,2025-01,1,1,1,0
1792,2025-01-22,Referral,Mobile,Northeast,2025-01,1,1,1,1
1793,2025-01-22,Referral,Mobile,South,2025-01,2,2,0,0
1794,2025-01-22,Referral,Tablet,South,2025-01,1,1,0,0
1795,2025-01-23,Affiliate,Desktop,International,2025-01,2,2,0,0
1796,2025-01-23,Affiliate,Desktop,Northeast,2025-01,2,2,0,0
1797,2025-01-23,Affiliate,Desktop,South,2025-01,3,3,1,1
1798,2025-01-23,Affiliate,Mobile,International,2025-01,3,3,1,1
1799,2025-01-23,Affiliate,Mobile,Northeast,2025-01,2,2,0,0
1800,2025-01-23,Affiliate,Mobile,South,2025-01,4,4,2,0
1801,2025-01-23,Affiliate,Mobile,West,2025-01,5,5,1,1
1802,2025-01-23,Affiliate,Tablet,Midwest,2025-01,2,2,0,0
1803,2025-01-23,Affiliate,Tablet,Northeast,2025-01,1,1,0,0
1804,2025-01-23,Affiliate,Tablet,South,2025-01,1,1,0,0
1805,2025-01-23,Affiliate,Tablet,West,2025-01,1,1,0,0
1806,2025-01-23,Direct,Desktop,International,2025-01,1,1,0,0
1807,2025-01-23,Direct,Desktop,Midwest,2025-01,4,4,3,2
1808,2025-01-23,Direct,Desktop,Northeast,2025-01,3,3,1,1
1809,2025-01-23,Direct,Desktop,South,2025-01,6,6,2,2
1810,2025-01-23,Direct,Desktop,West,2025-01,5,5,3,1
1811,2025-01-23,Direct,Mobile,International,2025-01,1,1,0,0
1812,2025-01-23,Direct,Mobile,Midwest,2025-01,4,4,3,1
1813,2025-01-23,Direct,Mobile,Northeast,2025-01,5,5,2,1
1814,2025-01-23,Direct,Mobile,South,2025-01,6,6,4,2
1815,2025-01-23,Direct,Mobile,West,2025-01,3,3,0,0
1816,2025-01-23,Direct,Tablet,International,2025-01,1,1,0,0
1817,2025-01-23,Direct,Tablet,Midwest,2025-01,1,1,0,0
1818,2025-01-23,Direct,Tablet,Northeast,2025-01,1,1,1,0
1819,2025-01-23,Direct,Tablet,South,2025-01,2,2,1,1
1820,2025-01-23,Direct,Tablet,West,2025-01,1,1,0,0
1821,2025-01-23,Email,Desktop,International,2025-01,2,2,1,1
1822,2025-01-23,Email,Desktop,Midwest,2025-01,1,1,1,1
1823,2025-01-23,Email,Desktop,Northeast,2025-01,2,2,0,0
1824,2025-01-23,Email,Desktop,South,2025-01,7,7,3,3
1825,2025-01-23,Email,Desktop,West,2025-01,1,1,1,0
1826,2025-01-23,Email,Mobile,Midwest,2025-01,3,3,1,1
1827,2025-01-23,Email,Mobile,Northeast,2025-01,5,5,3,1
1828,2025-01-23,Email,Mobile,South,2025-01,3,3,1,1
1829,2025-01-23,Email,Mobile,West,2025-01,9,9,3,2
1830,2025-01-23,Email,Tablet,International,2025-01,1,1,1,1
1831,2025-01-23,Email,Tablet,Midwest,2025-01,2,2,0,0
1832,2025-01-23,Organic Search,Desktop,International,2025-01,4,4,3,2
1833,2025-01-23,Organic Search,Desktop,Midwest,2025-01,7,7,2,1
1834,2025-01-23,Organic Search,Desktop,Northeast,2025-01,7,7,1,1
1835,2025-01-23,Organic Search,Desktop,South,2025-01,2,2,0,0
1836,2025-01-23,Organic Search,Desktop,West,2025-01,6,6,1,0
1837,2025-01-23,Organic Search,Mobile,International,2025-01,1,1,1,1
1838,2025-01-23,Organic Search,Mobile,Midwest,2025-01,3,3,0,0
1839,2025-01-23,Organic Search,Mobile,Northeast,2025-01,5,5,2,1
1840,2025-01-23,Organic Search,Mobile,South,2025-01,4,4,0,0
1841,2025-01-23,Organic Search,Mobile,West,2025-01,8,8,1,1
1842,2025-01-23,Organic Search,Tablet,International,2025-01,1,1,0,0
1843,2025-01-23,Organic Search,Tablet,Midwest,2025-01,1,1,0,0
1844,2025-01-23,Organic Search,Tablet,Northeast,2025-01,1,1,0,0
1845,2025-01-23,Organic Search,Tablet,South,2025-01,1,1,0,0
1846,2025-01-23,Organic Search,Tablet,West,2025-01,5,5,1,1
1847,2025-01-23,Paid Search,Desktop,International,2025-01,4,4,2,2
1848,2025-01-23,Paid Search,Desktop,Midwest,2025-01,3,3,2,1
1849,2025-01-23,Paid Search,Desktop,Northeast,2025-01,5,5,3,2
1850,2025-01-23,Paid Search,Desktop,South,2025-01,6,6,4,4
1851,2025-01-23,Paid Search,Desktop,West,2025-01,5,5,3,1
1852,2025-01-23,Paid Search,Mobile,International,2025-01,2,2,1,1
1853,2025-01-23,Paid Search,Mobile,Midwest,2025-01,3,3,0,0
1854,2025-01-23,Paid Search,Mobile,Northeast,2025-01,4,4,1,1
1855,2025-01-23,Paid Search,Mobile,South,2025-01,4,4,3,1
1856,2025-01-23,Paid Search,Mobile,West,2025-01,9,9,4,3
1857,2025-01-23,Paid Search,Tablet,West,2025-01,3,3,2,0
1858,2025-01-23,Paid Social,Desktop,Midwest,2025-01,4,4,1,1
1859,2025-01-23,Paid Social,Desktop,Northeast,2025-01,2,2,1,0
1860,2025-01-23,Paid Social,Desktop,South,2025-01,2,2,0,0
1861,2025-01-23,Paid Social,Desktop,West,2025-01,2,2,1,1
1862,2025-01-23,Paid Social,Mobile,International,2025-01,9,9,0,0
1863,2025-01-23,Paid Social,Mobile,Midwest,2025-01,4,4,2,1
1864,2025-01-23,Paid Social,Mobile,Northeast,2025-01,6,6,1,0
1865,2025-01-23,Paid Social,Mobile,South,2025-01,3,3,1,0
1866,2025-01-23,Paid Social,Mobile,West,2025-01,14,14,4,2
1867,2025-01-23,Paid Social,Tablet,International,2025-01,1,1,0,0
1868,2025-01-23,Paid Social,Tablet,Northeast,2025-01,1,1,1,1
1869,2025-01-23,Paid Social,Tablet,South,2025-01,1,1,1,1
1870,2025-01-23,Referral,Desktop,International,2025-01,1,1,0,0
1871,2025-01-23,Referral,Desktop,Midwest,2025-01,5,5,2,1
1872,2025-01-23,Referral,Desktop,South,2025-01,2,2,0,0
1873,2025-01-23,Referral,Desktop,West,2025-01,2,2,0,0
1874,2025-01-23,Referral,Mobile,International,2025-01,1,1,0,0
1875,2025-01-23,Referral,Mobile,Northeast,2025-01,3,3,0,0
1876,2025-01-23,Referral,Mobile,South,2025-01,1,1,0,0
1877,2025-01-23,Referral,Mobile,West,2025-01,2,2,1,0
1878,2025-01-23,Referral,Tablet,Midwest,2025-01,2,2,1,0
1879,2025-01-23,Referral,Tablet,West,2025-01,1,1,1,1
1880,2025-01-24,Affiliate,Desktop,International,2025-01,1,1,1,1
1881,2025-01-24,Affiliate,Desktop,South,2025-01,2,2,2,1
1882,2025-01-24,Affiliate,Mobile,International,2025-01,3,3,1,0
1883,2025-01-24,Affiliate,Mobile,Midwest,2025-01,4,4,1,0
1884,2025-01-24,Affiliate,Mobile,Northeast,2025-01,4,4,0,0
1885,2025-01-24,Affiliate,Mobile,South,2025-01,3,3,2,2
1886,2025-01-24,Affiliate,Mobile,West,2025-01,4,4,1,1
1887,2025-01-24,Affiliate,Tablet,South,2025-01,2,2,0,0
1888,2025-01-24,Affiliate,Tablet,West,2025-01,2,2,1,0
1889,2025-01-24,Direct,Desktop,International,2025-01,3,3,2,2
1890,2025-01-24,Direct,Desktop,Midwest,2025-01,3,3,2,2
1891,2025-01-24,Direct,Desktop,Northeast,2025-01,2,2,2,2
1892,2025-01-24,Direct,Desktop,South,2025-01,6,6,0,0
1893,2025-01-24,Direct,Desktop,West,2025-01,2,2,2,0
1894,2025-01-24,Direct,Mobile,International,2025-01,3,3,2,1
1895,2025-01-24,Direct,Mobile,Midwest,2025-01,3,3,1,1
1896,2025-01-24,Direct,Mobile,Northeast,2025-01,3,3,1,0
1897,2025-01-24,Direct,Mobile,South,2025-01,2,2,1,1
1898,2025-01-24,Direct,Mobile,West,2025-01,5,5,0,0
1899,2025-01-24,Direct,Tablet,Midwest,2025-01,2,2,0,0
1900,2025-01-24,Direct,Tablet,Northeast,2025-01,1,1,0,0
1901,2025-01-24,Direct,Tablet,West,2025-01,3,3,0,0
1902,2025-01-24,Email,Desktop,International,2025-01,1,1,1,1
1903,2025-01-24,Email,Desktop,Midwest,2025-01,2,2,1,1
1904,2025-01-24,Email,Desktop,Northeast,2025-01,1,1,1,1
1905,2025-01-24,Email,Desktop,South,2025-01,3,3,2,2
1906,2025-01-24,Email,Mobile,International,2025-01,3,3,0,0
1907,2025-01-24,Email,Mobile,Midwest,2025-01,1,1,1,1
1908,2025-01-24,Email,Mobile,Northeast,2025-01,4,4,1,0
1909,2025-01-24,Email,Mobile,South,2025-01,2,2,1,0
1910,2025-01-24,Email,Mobile,West,2025-01,5,5,2,1
1911,2025-01-24,Email,Tablet,West,2025-01,1,1,0,0
1912,2025-01-24,Organic Search,Desktop,International,2025-01,2,2,0,0
1913,2025-01-24,Organic Search,Desktop,Midwest,2025-01,3,3,1,0
1914,2025-01-24,Organic Search,Desktop,Northeast,2025-01,6,6,0,0
1915,2025-01-24,Organic Search,Desktop,South,2025-01,4,4,2,1
1916,2025-01-24,Organic Search,Desktop,West,2025-01,6,6,3,2
1917,2025-01-24,Organic Search,Mobile,International,2025-01,2,2,0,0
1918,2025-01-24,Organic Search,Mobile,Midwest,2025-01,6,6,1,0
1919,2025-01-24,Organic Search,Mobile,Northeast,2025-01,5,5,1,1
1920,2025-01-24,Organic Search,Mobile,South,2025-01,7,7,2,1
1921,2025-01-24,Organic Search,Mobile,West,2025-01,4,4,2,2
1922,2025-01-24,Organic Search,Tablet,Midwest,2025-01,3,3,1,1
1923,2025-01-24,Organic Search,Tablet,Northeast,2025-01,4,4,1,0
1924,2025-01-24,Organic Search,Tablet,South,2025-01,1,1,1,0
1925,2025-01-24,Organic Search,Tablet,West,2025-01,1,1,1,0
1926,2025-01-24,Paid Search,Desktop,International,2025-01,3,3,0,0
1927,2025-01-24,Paid Search,Desktop,Midwest,2025-01,4,4,1,1
1928,2025-01-24,Paid Search,Desktop,Northeast,2025-01,4,4,1,1
1929,2025-01-24,Paid Search,Desktop,South,2025-01,5,5,2,1
1930,2025-01-24,Paid Search,Desktop,West,2025-01,3,3,1,1
1931,2025-01-24,Paid Search,Mobile,International,2025-01,3,3,1,0
1932,2025-01-24,Paid Search,Mobile,Midwest,2025-01,2,2,1,1
1933,2025-01-24,Paid Search,Mobile,Northeast,2025-01,4,4,1,0
1934,2025-01-24,Paid Search,Mobile,South,2025-01,6,6,2,1
1935,2025-01-24,Paid Search,Mobile,West,2025-01,2,2,1,1
1936,2025-01-24,Paid Search,Tablet,Midwest,2025-01,3,3,2,2
1937,2025-01-24,Paid Search,Tablet,Northeast,2025-01,2,2,1,1
1938,2025-01-24,Paid Search,Tablet,South,2025-01,2,2,0,0
1939,2025-01-24,Paid Social,Desktop,International,2025-01,1,1,0,0
1940,2025-01-24,Paid Social,Desktop,Midwest,2025-01,2,2,0,0
1941,2025-01-24,Paid Social,Desktop,South,2025-01,3,3,2,2
1942,2025-01-24,Paid Social,Desktop,West,2025-01,1,1,1,1
1943,2025-01-24,Paid Social,Mobile,International,2025-01,4,4,2,1
1944,2025-01-24,Paid Social,Mobile,Midwest,2025-01,4,4,1,1
1945,2025-01-24,Paid Social,Mobile,Northeast,2025-01,2,2,0,0
1946,2025-01-24,Paid Social,Mobile,South,2025-01,8,8,2,0
1947,2025-01-24,Paid Social,Mobile,West,2025-01,1,1,1,1
1948,2025-01-24,Paid Social,Tablet,South,2025-01,1,1,1,1
1949,2025-01-24,Paid Social,Tablet,West,2025-01,1,1,0,0
1950,2025-01-24,Referral,Desktop,International,2025-01,1,1,0,0
1951,2025-01-24,Referral,Desktop,Midwest,2025-01,4,4,1,1
