customer_id,region,customer_segment,signup_date,country,marketing_opt_in
U66904,South,Returning,2024-01-01,United States,1
U43401,South,Returning,2024-01-01,United States,1
U68721,West,Returning,2024-01-01,United States,1
U38913,West,Returning,2024-01-01,United States,1
U20073,Northeast,Returning,2024-01-01,United States,1
U30016,West,Returning,2024-01-01,United States,1
U37662,West,Returning,2024-01-01,United States,1
U67359,South,Returning,2024-01-01,United States,1
U21976,Northeast,Returning,2024-01-01,United States,1
U59882,Northeast,Returning,2024-01-01,United States,1
U40876,International,Returning,2024-01-01,United States,1
U55919,West,New,2024-01-01,United States,1
U44422,International,Returning,2024-01-01,United States,1
U51216,West,Returning,2024-01-01,United States,1
U31262,West,New,2024-01-01,United States,1
U99464,Northeast,New,2024-01-01,United States,1
U92485,Northeast,New,2024-01-01,United States,1
U39793,Northeast,Returning,2024-01-01,United States,1
U47276,South,New,2024-01-01,United States,1
U15195,West,Returning,2024-01-01,United States,1
U59776,West,New,2024-01-01,United States,1
U24203,West,Returning,2024-01-01,United States,1
U21469,South,New,2024-01-01,United States,1
U32622,Northeast,Returning,2024-01-01,United States,1
U14044,South,New,2024-01-01,United States,1
U85881,International,New,2024-01-01,United States,1
U61156,International,New,2024-01-01,United States,1
U88313,International,New,2024-01-01,United States,1
U83452,West,Returning,2024-01-01,United States,1
U42879,Northeast,Returning,2024-01-01,United States,1
U60323,West,New,2024-01-01,United States,1
U60529,Northeast,Returning,2024-01-01,United States,1
U80949,Midwest,Returning,2024-01-01,United States,1
U18344,West,Returning,2024-01-01,United States,1
U33456,West,Returning,2024-01-01,United States,1
U11938,South,New,2024-01-01,United States,1
U31561,West,Returning,2024-01-01,United States,1
U64195,West,New,2024-01-01,United States,1
U47546,West,Returning,2024-01-01,United States,1
U31571,International,New,2024-01-01,United States,1
U22310,Northeast,Returning,2024-01-01,United States,1
U11643,South,Returning,2024-01-01,United States,1
U52766,Midwest,Returning,2024-01-01,United States,1
U77303,West,Returning,2024-01-01,United States,1
U78475,International,New,2024-01-01,United States,1
U14191,Northeast,New,2024-01-01,United States,1
U87282,South,New,2024-01-01,United States,1
U60408,West,Returning,2024-01-01,United States,1
U94417,Northeast,Returning,2024-01-01,United States,1
U88447,South,New,2024-01-01,United States,1
U39420,Midwest,Returning,2024-01-01,United States,1
U49885,West,Returning,2024-01-01,United States,1
U11968,Midwest,Returning,2024-01-01,United States,1
U35725,West,Returning,2024-01-01,United States,1
U24886,Midwest,New,2024-01-01,United States,1
U75779,West,New,2024-01-01,United States,1
U51622,West,New,2024-01-01,United States,1
U43625,Midwest,New,2024-01-01,United States,1
U88468,South,Returning,2024-01-01,United States,1
U18880,West,Returning,2024-01-01,United States,1
U42863,West,Returning,2024-01-01,United States,1
U27531,Midwest,Returning,2024-01-01,United States,1
U58632,South,New,2024-01-01,United States,1
U48131,West,Returning,2024-01-01,United States,1
U75218,West,Returning,2024-01-01,United States,1
U20176,South,New,2024-01-01,United States,1
U75946,Midwest,Returning,2024-01-01,United States,1
U43833,Northeast,Returning,2024-01-01,United States,1
U56154,South,Returning,2024-01-01,United States,1
U93222,Northeast,New,2024-01-01,United States,1
U96046,International,Returning,2024-01-01,United States,1
U34409,Northeast,New,2024-01-01,United States,1
U53142,Northeast,Returning,2024-01-01,United States,1
U21722,South,Returning,2024-01-01,United States,1
U32462,South,New,2024-01-01,United States,1
U19010,International,New,2024-01-01,United States,1
U76266,West,Returning,2024-01-01,United States,1
U98925,Northeast,New,2024-01-01,United States,1
U49291,International,New,2024-01-01,United States,1
U72488,International,New,2024-01-01,United States,1
U88223,Northeast,Returning,2024-01-01,United States,1
U13295,Northeast,Returning,2024-01-01,United States,1
U83109,West,Returning,2024-01-01,United States,1
U99032,International,New,2024-01-01,United States,1
U10972,Northeast,Returning,2024-01-01,United States,1
U54276,West,New,2024-01-01,United States,1
U19226,International,New,2024-01-01,United States,1
U28638,Northeast,Returning,2024-01-01,United States,1
U98840,International,Returning,2024-01-01,United States,1
U70065,Midwest,New,2024-01-01,United States,1
U11096,South,New,2024-01-01,United States,1
U83093,Northeast,Returning,2024-01-01,United States,1
U79895,Northeast,New,2024-01-01,United States,1
U36032,International,New,2024-01-01,United States,1
U96482,Northeast,Returning,2024-01-01,United States,1
U35296,West,New,2024-01-01,United States,1
U72591,Northeast,Returning,2024-01-01,United States,1
U57495,South,New,2024-01-01,United States,1
U27236,South,New,2024-01-01,United States,1
U26685,International,Returning,2024-01-01,United States,1
U10758,International,New,2024-01-01,United States,1
U35570,South,Returning,2024-01-01,United States,1
U84327,Northeast,New,2024-01-01,United States,1
U82709,West,Returning,2024-01-01,United States,1
U36991,West,New,2024-01-01,United States,1
U37909,International,New,2024-01-01,United States,1
U19882,South,Returning,2024-01-01,United States,1
U31819,Midwest,New,2024-01-01,United States,1
U58412,South,Returning,2024-01-01,United States,1
U12071,West,Returning,2024-01-01,United States,1
U61119,West,Returning,2024-01-01,United States,1
U26335,Midwest,Returning,2024-01-01,United States,1
U80764,West,Returning,2024-01-01,United States,1
U76468,South,Returning,2024-01-01,United States,1
U54370,Midwest,New,2024-01-01,United States,1
U56980,South,New,2024-01-01,United States,1
U91048,West,New,2024-01-01,United States,1
U61014,International,Returning,2024-01-01,United States,1
U63235,International,Returning,2024-01-01,United States,1
U64205,International,Returning,2024-01-01,United States,1
U98361,South,Returning,2024-01-01,United States,1
U81808,West,Returning,2024-01-01,United States,1
U54910,Midwest,Returning,2024-01-01,United States,1
U19572,Midwest,New,2024-01-01,United States,1
U77128,South,Returning,2024-01-01,United States,1
U39213,Northeast,Returning,2024-01-01,United States,1
U56672,South,Returning,2024-01-01,United States,1
U76792,West,Returning,2024-01-01,United States,1
U23777,West,New,2024-01-01,United States,1
U16871,Midwest,New,2024-01-01,United States,1
U26876,Northeast,Returning,2024-01-01,United States,1
U64694,Midwest,Returning,2024-01-01,United States,1
U30425,Northeast,Returning,2024-01-01,United States,1
U85050,West,Returning,2024-01-01,United States,1
U55429,South,New,2024-01-01,United States,1
U97686,South,New,2024-01-01,United States,1
U64842,Northeast,Returning,2024-01-01,United States,1
U66231,International,New,2024-01-01,United States,1
U95273,South,Returning,2024-01-01,United States,1
U25810,Northeast,New,2024-01-01,United States,1
U46977,West,Returning,2024-01-01,United States,1
U20263,Midwest,Returning,2024-01-01,United States,1
U98282,Northeast,Returning,2024-01-01,United States,1
U23168,International,Returning,2024-01-01,United States,1
U36314,Midwest,Returning,2024-01-01,United States,1
U75484,International,New,2024-01-01,United States,1
U74960,Midwest,New,2024-01-01,United States,1
U81843,South,New,2024-01-01,United States,1
U28810,West,Returning,2024-01-01,United States,1
U54922,West,Returning,2024-01-01,United States,1
U50484,Northeast,Returning,2024-01-01,United States,1
U70483,Midwest,Returning,2024-01-01,United States,1
U18379,South,Returning,2024-01-01,United States,1
U39484,South,Returning,2024-01-01,United States,1
U56549,Northeast,New,2024-01-01,United States,1
U93262,Midwest,Returning,2024-01-01,United States,1
U19617,International,Returning,2024-01-01,United States,1
U72722,International,New,2024-01-01,United States,1
U18942,International,New,2024-01-01,United States,1
U46427,Northeast,Returning,2024-01-01,United States,1
U25217,West,Returning,2024-01-01,United States,1
U78827,Northeast,Returning,2024-01-01,United States,1
U56885,South,New,2024-01-01,United States,1
U89507,West,Returning,2024-01-01,United States,1
U44088,Midwest,Returning,2024-01-01,United States,1
U38149,South,Returning,2024-01-01,United States,1
U67639,Midwest,New,2024-01-01,United States,1
U52892,West,Returning,2024-01-01,United States,1
U34654,West,New,2024-01-01,United States,1
U15985,Midwest,Returning,2024-01-01,United States,1
U90215,Midwest,Returning,2024-01-01,United States,1
U64349,West,New,2024-01-01,United States,1
U62406,International,New,2024-01-01,United States,1
U45489,Midwest,Returning,2024-01-01,United States,1
U52585,West,Returning,2024-01-01,United States,1
U43382,West,New,2024-01-01,United States,1
U78771,Midwest,Returning,2024-01-01,United States,1
U31814,South,Returning,2024-01-01,United States,1
U48226,Midwest,Returning,2024-01-01,United States,1
U76405,Midwest,New,2024-01-01,United States,1
U85163,West,New,2024-01-01,United States,1
U87348,West,New,2024-01-01,United States,1
U13051,International,New,2024-01-01,United States,1
U31338,Northeast,Returning,2024-01-01,United States,1
U67672,West,New,2024-01-01,United States,1
U67894,International,Returning,2024-01-01,United States,1
U29319,Midwest,New,2024-01-01,United States,1
U52286,South,Returning,2024-01-01,United States,1
U96436,South,New,2024-01-01,United States,1
U62029,Northeast,Returning,2024-01-01,United States,1
U64914,Midwest,Returning,2024-01-01,United States,1
U66248,South,New,2024-01-01,United States,1
U72533,South,Returning,2024-01-01,United States,1
U65331,West,Returning,2024-01-01,United States,1
U98658,Northeast,Returning,2024-01-01,United States,1
U54881,Northeast,New,2024-01-01,United States,1
U37046,Northeast,New,2024-01-01,United States,1
U83188,International,Returning,2024-01-01,United States,1
U30505,Northeast,New,2024-01-01,United States,1
U92871,South,Returning,2024-01-01,United States,1
U69055,West,Returning,2024-01-01,United States,1
U69064,West,Returning,2024-01-01,United States,1
U97747,Northeast,New,2024-01-01,United States,1
U85145,West,New,2024-01-01,United States,1
U38616,West,New,2024-01-01,United States,1
U88819,Midwest,Returning,2024-01-01,United States,1
U59857,South,New,2024-01-01,United States,1
U38003,International,Returning,2024-01-01,United States,1
U33622,South,Returning,2024-01-01,United States,1
U75345,International,Returning,2024-01-01,United States,1
U98211,South,New,2024-01-01,United States,1
U77433,International,Returning,2024-01-01,United States,1
U57351,Northeast,Returning,2024-01-01,United States,1
U65873,West,New,2024-01-01,United States,1
U39772,South,Returning,2024-01-01,United States,1
U88435,South,New,2024-01-01,United States,1
U11753,West,New,2024-01-01,United States,1
U98856,West,New,2024-01-01,United States,1
U27199,Midwest,Returning,2024-01-01,United States,1
U40202,West,Returning,2024-01-01,United States,1
U74896,South,Returning,2024-01-01,United States,1
U87039,Northeast,New,2024-01-01,United States,1
U43952,South,Returning,2024-01-01,United States,1
U54704,West,New,2024-01-01,United States,1
U32610,Northeast,Returning,2024-01-01,United States,1
U61715,South,New,2024-01-01,United States,1
U92451,South,Returning,2024-01-01,United States,1
U92181,Northeast,New,2024-01-01,United States,1
U82165,Northeast,Returning,2024-01-01,United States,1
U19639,South,New,2024-01-01,United States,1
U10162,Midwest,New,2024-01-01,United States,1
U87424,South,New,2024-01-01,United States,1
U84604,Northeast,New,2024-01-01,United States,1
U35001,Northeast,Returning,2024-01-01,United States,1
U71732,West,New,2024-01-01,United States,1
U79909,Northeast,Returning,2024-01-01,United States,1
U58688,West,Returning,2024-01-01,United States,1
U53169,Midwest,Returning,2024-01-01,United States,1
U68115,International,Returning,2024-01-01,United States,1
U55443,Midwest,New,2024-01-01,United States,1
U90977,Northeast,Returning,2024-01-01,United States,1
U48117,South,New,2024-01-01,United States,1
U89939,South,Returning,2024-01-01,United States,1
U83170,International,Returning,2024-01-01,United States,1
U60844,Northeast,Returning,2024-01-01,United States,1
U16532,Midwest,Returning,2024-01-01,United States,1
U11057,Midwest,Returning,2024-01-01,United States,1
U43309,South,Returning,2024-01-01,United States,1
U93462,South,New,2024-01-01,United States,1
U20100,Northeast,Returning,2024-01-01,United States,1
U79199,Northeast,Returning,2024-01-01,United States,1
U64628,South,Returning,2024-01-01,United States,1
U19191,Northeast,New,2024-01-01,United States,1
U16055,Northeast,Returning,2024-01-01,United States,1
U28591,South,New,2024-01-01,United States,1
U19510,West,Returning,2024-01-01,United States,1
U75495,West,Returning,2024-01-01,United States,1
U46283,West,Returning,2024-01-01,United States,1
U28011,Northeast,Returning,2024-01-01,United States,1
U25722,Northeast,New,2024-01-01,United States,1
U81281,Midwest,New,2024-01-01,United States,1
U99895,West,Returning,2024-01-01,United States,1
U84106,Midwest,New,2024-01-01,United States,1
U64172,Northeast,New,2024-01-01,United States,1
U45906,Midwest,Returning,2024-01-01,United States,1
U48609,Midwest,Returning,2024-01-01,United States,1
U83009,International,New,2024-01-01,United States,1
U61614,South,New,2024-01-01,United States,1
U75221,Midwest,Returning,2024-01-01,United States,1
U91120,International,New,2024-01-01,United States,1
U20836,Midwest,Returning,2024-01-01,United States,1
U35870,South,Returning,2024-01-01,United States,1
U92961,South,New,2024-01-01,United States,1
U66148,International,Returning,2024-01-01,United States,1
U82988,West,Returning,2024-01-01,United States,1
U85382,Midwest,New,2024-01-01,United States,1
U43883,Northeast,Returning,2024-01-01,United States,1
U59640,South,Returning,2024-01-01,United States,1
U97456,International,New,2024-01-01,United States,1
U38931,West,Returning,2024-01-01,United States,1
U12383,South,New,2024-01-01,United States,1
U42669,Midwest,New,2024-01-01,United States,1
U11346,International,Returning,2024-01-01,United States,1
U97701,International,New,2024-01-01,United States,1
U30463,Midwest,Returning,2024-01-01,United States,1
U45010,Midwest,Returning,2024-01-01,United States,1
U33863,West,Returning,2024-01-01,United States,1
U32701,International,New,2024-01-01,United States,1
U66523,Northeast,New,2024-01-01,United States,1
U52813,Midwest,New,2024-01-01,United States,1
U21218,West,Returning,2024-01-01,United States,1
U45091,Northeast,Returning,2024-01-01,United States,1
U33566,West,Returning,2024-01-01,United States,1
U92803,International,Returning,2024-01-01,United States,1
U67993,Midwest,New,2024-01-01,United States,1
U99989,West,Returning,2024-01-01,United States,1
U38211,West,New,2024-01-01,United States,1
U96591,South,Returning,2024-01-01,United States,1
U49986,Midwest,Returning,2024-01-01,United States,1
U27738,Northeast,New,2024-01-01,United States,1
U86503,Midwest,Returning,2024-01-01,United States,1
U31840,International,Returning,2024-01-01,United States,1
U64076,Northeast,Returning,2024-01-01,United States,1
U94263,West,Returning,2024-01-01,United States,1
U89471,West,Returning,2024-01-01,United States,1
U33593,West,Returning,2024-01-01,United States,1
U47439,Northeast,New,2024-01-01,United States,1
U52710,International,Returning,2024-01-01,United States,1
U41140,West,New,2024-01-01,United States,1
U88166,West,Returning,2024-01-01,United States,1
U96999,South,New,2024-01-01,United States,1
U26095,Northeast,Returning,2024-01-01,United States,1
U80080,Midwest,Returning,2024-01-01,United States,1
U56085,Midwest,Returning,2024-01-01,United States,1
U23431,Northeast,Returning,2024-01-01,United States,1
U33278,International,Returning,2024-01-01,United States,1
U78196,South,Returning,2024-01-01,United States,1
U33731,West,Returning,2024-01-01,United States,1
U41134,West,New,2024-01-01,United States,1
U29542,South,Returning,2024-01-01,United States,1
U15218,International,Returning,2024-01-01,United States,1
U31416,South,Returning,2024-01-01,United States,1
U43355,West,New,2024-01-01,United States,1
U16656,South,New,2024-01-01,United States,1
U51739,South,Returning,2024-01-01,United States,1
U74628,West,Returning,2024-01-01,United States,1
U24367,Northeast,Returning,2024-01-01,United States,1
U93962,South,Returning,2024-01-01,United States,1
U10708,West,Returning,2024-01-01,United States,1
U58029,Midwest,New,2024-01-01,United States,1
U35823,South,New,2024-01-01,United States,1
U74869,West,New,2024-01-01,United States,1
U46124,South,Returning,2024-01-01,United States,1
U53742,Northeast,New,2024-01-01,United States,1
U25015,Northeast,New,2024-01-01,United States,1
U72075,South,New,2024-01-01,United States,1
U43291,Midwest,New,2024-01-01,United States,1
U42465,Northeast,Returning,2024-01-01,United States,1
U43822,South,New,2024-01-01,United States,1
U33329,South,New,2024-01-01,United States,1
U37847,Northeast,New,2024-01-01,United States,1
U35171,South,Returning,2024-01-01,United States,1
U93471,Northeast,Returning,2024-01-01,United States,1
U52769,Northeast,Returning,2024-01-01,United States,1
U21304,South,Returning,2024-01-01,United States,1
U39810,Northeast,Returning,2024-01-01,United States,1
U55389,International,Returning,2024-01-01,United States,1
U87546,Northeast,Returning,2024-01-01,United States,1
U26537,South,Returning,2024-01-01,United States,1
U38286,Midwest,New,2024-01-01,United States,1
U28355,International,Returning,2024-01-01,United States,1
U17207,Midwest,Returning,2024-01-01,United States,1
U16424,West,Returning,2024-01-01,United States,1
U52480,West,Returning,2024-01-01,United States,1
U90230,South,New,2024-01-01,United States,1
U74309,Midwest,New,2024-01-01,United States,1
U30795,International,New,2024-01-01,United States,1
U86882,International,Returning,2024-01-01,United States,1
U45577,International,Returning,2024-01-01,United States,1
U13341,International,Returning,2024-01-01,United States,1
U78357,Northeast,New,2024-01-01,United States,1
U17726,Midwest,New,2024-01-01,United States,1
U25370,Northeast,Returning,2024-01-01,United States,1
U54775,Midwest,New,2024-01-01,United States,1
U61075,South,Returning,2024-01-01,United States,1
U23751,South,New,2024-01-01,United States,1
U19594,Midwest,Returning,2024-01-01,United States,1
U73416,South,Returning,2024-01-01,United States,1
U27829,South,New,2024-01-01,United States,1
U59295,Midwest,New,2024-01-01,United States,1
U52049,West,Returning,2024-01-01,United States,1
U11338,West,Returning,2024-01-01,United States,1
U82160,South,New,2024-01-01,United States,1
U88707,International,New,2024-01-01,United States,1
U45007,South,New,2024-01-01,United States,1
U60638,West,Returning,2024-01-01,United States,1
U35376,West,Returning,2024-01-01,United States,1
U61673,West,Returning,2024-01-01,United States,1
U74861,South,Returning,2024-01-01,United States,1
U42115,South,New,2024-01-01,United States,1
U57573,South,Returning,2024-01-01,United States,1
U83214,International,Returning,2024-01-01,United States,1
U28036,South,Returning,2024-01-01,United States,1
U78293,Midwest,Returning,2024-01-01,United States,1
U19300,West,Returning,2024-01-01,United States,1
U49188,Midwest,New,2024-01-01,United States,1
U15672,West,New,2024-01-01,United States,1
U31825,South,Returning,2024-01-01,United States,1
U74517,West,Returning,2024-01-01,United States,1
U79485,Northeast,Returning,2024-01-01,United States,1
U38594,South,Returning,2024-01-01,United States,1
U10286,West,Returning,2024-01-01,United States,1
U34395,South,Returning,2024-01-01,United States,1
U13910,Midwest,Returning,2024-01-01,United States,1
U97107,South,New,2024-01-01,United States,1
U22488,West,Returning,2024-01-01,United States,1
U80089,International,New,2024-01-01,United States,1
U57210,International,New,2024-01-01,United States,1
U20899,Midwest,Returning,2024-01-01,United States,1
U78264,Northeast,Returning,2024-01-01,United States,1
U61035,West,Returning,2024-01-01,United States,1
U28101,Midwest,New,2024-01-01,United States,1
U63813,Midwest,New,2024-01-01,United States,1
U87671,West,Returning,2024-01-01,United States,1
U79508,International,New,2024-01-01,United States,1
U33699,West,New,2024-01-01,United States,1
U58595,West,Returning,2024-01-01,United States,1
U25538,International,Returning,2024-01-01,United States,1
U97572,Midwest,Returning,2024-01-01,United States,1
U29405,South,New,2024-01-01,United States,1
U93107,International,New,2024-01-01,United States,1
U70566,South,New,2024-01-01,United States,1
U68781,Midwest,New,2024-01-01,United States,1
U95233,Northeast,Returning,2024-01-01,United States,1
U44718,West,Returning,2024-01-01,United States,1
U24036,South,Returning,2024-01-01,United States,1
U82025,International,Returning,2024-01-01,United States,1
U14807,International,Returning,2024-01-01,United States,1
U35811,South,New,2024-01-01,United States,1
U89721,West,New,2024-01-01,United States,1
U89291,Northeast,New,2024-01-01,United States,1
U67559,Northeast,New,2024-01-01,United States,1
U29900,Midwest,Returning,2024-01-01,United States,1
U60485,International,Returning,2024-01-01,United States,1
U19242,South,Returning,2024-01-01,United States,1
U40449,West,New,2024-01-01,United States,1
U46647,South,New,2024-01-01,United States,1
U93800,International,Returning,2024-01-01,United States,1
U56101,West,New,2024-01-01,United States,1
U52469,Northeast,Returning,2024-01-01,United States,1
U30662,South,Returning,2024-01-01,United States,1
U37931,South,Returning,2024-01-01,United States,1
U61698,South,Returning,2024-01-01,United States,1
U53819,Northeast,Returning,2024-01-01,United States,1
U57472,Northeast,New,2024-01-01,United States,1
U24492,West,New,2024-01-01,United States,1
U52569,South,Returning,2024-01-01,United States,1
U86792,South,New,2024-01-01,United States,1
U42400,Northeast,New,2024-01-01,United States,1
U11771,International,Returning,2024-01-01,United States,1
U24561,West,New,2024-01-01,United States,1
U76731,West,New,2024-01-01,United States,1
U63469,West,Returning,2024-01-01,United States,1
U32819,International,Returning,2024-01-01,United States,1
U91934,Northeast,Returning,2024-01-01,United States,1
U91389,West,Returning,2024-01-01,United States,1
U82284,Midwest,New,2024-01-01,United States,1
U31515,Midwest,Returning,2024-01-01,United States,1
U12582,Northeast,Returning,2024-01-01,United States,1
U99979,West,New,2024-01-01,United States,1
U45217,Northeast,Returning,2024-01-01,United States,1
U52109,West,New,2024-01-01,United States,1
U12913,South,Returning,2024-01-01,United States,1
U33019,West,New,2024-01-01,United States,1
U63215,West,New,2024-01-01,United States,1
U61091,West,Returning,2024-01-01,United States,1
U35981,Northeast,New,2024-01-01,United States,1
U97724,West,Returning,2024-01-01,United States,1
U65609,International,Returning,2024-01-01,United States,1
U44195,South,New,2024-01-01,United States,1
U66501,Northeast,New,2024-01-01,United States,1
U87581,International,Returning,2024-01-01,United States,1
U92781,International,Returning,2024-01-01,United States,1
U52407,West,Returning,2024-01-01,United States,1
U69021,Midwest,Returning,2024-01-01,United States,1
U53431,West,New,2024-01-01,United States,1
U84436,South,New,2024-01-01,United States,1
U94431,West,New,2024-01-01,United States,1
U68332,Northeast,Returning,2024-01-01,United States,1
U27986,West,Returning,2024-01-01,United States,1
U71731,West,New,2024-01-01,United States,1
U82942,West,Returning,2024-01-01,United States,1
U97742,West,New,2024-01-01,United States,1
U74565,South,New,2024-01-01,United States,1
U10066,South,New,2024-01-01,United States,1
U52678,South,Returning,2024-01-01,United States,1
U96271,Midwest,Returning,2024-01-01,United States,1
U62906,International,Returning,2024-01-01,United States,1
U45900,Midwest,New,2024-01-01,United States,1
U34573,South,Returning,2024-01-01,United States,1
U43488,Northeast,Returning,2024-01-01,United States,1
U15867,West,New,2024-01-01,United States,1
U53560,West,New,2024-01-01,United States,1
U83762,Midwest,Returning,2024-01-01,United States,1
U44274,International,Returning,2024-01-01,United States,1
U31748,Midwest,New,2024-01-01,United States,1
U42820,West,Returning,2024-01-01,United States,1
U97741,International,New,2024-01-01,United States,1
U74668,Midwest,New,2024-01-01,United States,1
U35528,Northeast,Returning,2024-01-01,United States,1
U98436,West,New,2024-01-01,United States,1
U16879,Northeast,New,2024-01-01,United States,1
U52652,Midwest,Returning,2024-01-01,United States,1
U81313,International,New,2024-01-01,United States,1
U70453,West,New,2024-01-01,United States,1
U43331,Midwest,Returning,2024-01-01,United States,1
U20575,West,New,2024-01-01,United States,1
U31777,South,Returning,2024-01-01,United States,1
U89879,Midwest,New,2024-01-01,United States,1
U88216,Northeast,New,2024-01-01,United States,1
U95986,West,Returning,2024-01-01,United States,1
U55909,International,New,2024-01-01,United States,1
U47397,West,New,2024-01-01,United States,1
U10253,Midwest,Returning,2024-01-01,United States,1
U96637,International,Returning,2024-01-01,United States,1
U22414,West,Returning,2024-01-01,United States,1
U49546,West,New,2024-01-01,United States,1
U13446,Northeast,New,2024-01-01,United States,1
U76572,International,Returning,2024-01-01,United States,1
U29247,West,Returning,2024-01-01,United States,1
U29892,South,New,2024-01-01,United States,1
U36017,International,New,2024-01-01,United States,1
U15027,South,New,2024-01-01,United States,1
U20269,West,Returning,2024-01-01,United States,1
U76769,Northeast,New,2024-01-01,United States,1
U15897,Midwest,New,2024-01-01,United States,1
U65432,South,New,2024-01-01,United States,1
U42692,International,Returning,2024-01-01,United States,1
U17236,Midwest,New,2024-01-01,United States,1
U94010,South,Returning,2024-01-01,United States,1
U70981,West,Returning,2024-01-01,United States,1
U48054,West,Returning,2024-01-01,United States,1
U66534,International,Returning,2024-01-01,United States,1
U33878,Midwest,Returning,2024-01-01,United States,1
U26297,Midwest,New,2024-01-01,United States,1
U45281,Midwest,Returning,2024-01-01,United States,1
U64126,International,New,2024-01-01,United States,1
U35891,International,Returning,2024-01-01,United States,1
U25464,International,Returning,2024-01-01,United States,1
U98383,West,New,2024-01-01,United States,1
U70372,South,Returning,2024-01-01,United States,1
U73739,International,Returning,2024-01-01,United States,1
U18111,West,Returning,2024-01-01,United States,1
U87389,Midwest,Returning,2024-01-01,United States,1
U78810,West,New,2024-01-01,United States,1
U72961,Midwest,New,2024-01-01,United States,1
U24347,South,New,2024-01-01,United States,1
U69164,Midwest,Returning,2024-01-01,United States,1
U24379,West,New,2024-01-01,United States,1
U16235,West,Returning,2024-01-01,United States,1
U12518,West,Returning,2024-01-01,United States,1
U64896,Northeast,Returning,2024-01-01,United States,1
U12013,Midwest,New,2024-01-01,United States,1
U79836,International,New,2024-01-01,United States,1
U75550,Northeast,Returning,2024-01-01,United States,1
U20674,International,Returning,2024-01-01,United States,1
U52985,Northeast,Returning,2024-01-01,United States,1
U63775,West,Returning,2024-01-01,United States,1
U52034,International,Returning,2024-01-01,United States,1
U51951,West,Returning,2024-01-01,United States,1
U74110,International,Returning,2024-01-01,United States,1
U86853,Northeast,New,2024-01-01,United States,1
U61481,West,Returning,2024-01-01,United States,1
U14215,Midwest,New,2024-01-01,United States,1
U24524,West,New,2024-01-01,United States,1
U59644,Midwest,New,2024-01-01,United States,1
U53904,Midwest,Returning,2024-01-01,United States,1
U62893,South,Returning,2024-01-01,United States,1
U40269,West,Returning,2024-01-01,United States,1
U59832,South,Returning,2024-01-01,United States,1
U92056,International,Returning,2024-01-01,United States,1
U23844,South,Returning,2024-01-01,United States,1
U32579,West,Returning,2024-01-01,United States,1
U86684,Northeast,Returning,2024-01-01,United States,1
U42892,South,New,2024-01-01,United States,1
U93221,Midwest,New,2024-01-01,United States,1
U22919,International,Returning,2024-01-01,United States,1
U11168,West,Returning,2024-01-01,United States,1
U93942,South,New,2024-01-01,United States,1
U69651,Midwest,New,2024-01-01,United States,1
U24296,International,New,2024-01-01,United States,1
U47502,International,New,2024-01-01,United States,1
U88407,International,Returning,2024-01-01,United States,1
U60041,West,Returning,2024-01-01,United States,1
U85105,South,New,2024-01-01,United States,1
U63730,Northeast,New,2024-01-01,United States,1
U74469,West,New,2024-01-01,United States,1
U32383,West,Returning,2024-01-01,United States,1
U41738,West,Returning,2024-01-01,United States,1
U70662,Midwest,New,2024-01-01,United States,1
U35818,Midwest,Returning,2024-01-01,United States,1
U32615,International,New,2024-01-01,United States,1
U48568,South,New,2024-01-01,United States,1
U40258,West,New,2024-01-01,United States,1
U74752,Northeast,New,2024-01-01,United States,1
U59737,South,New,2024-01-01,United States,1
U90250,International,Returning,2024-01-01,United States,1
U75846,Northeast,Returning,2024-01-01,United States,1
U99437,Northeast,New,2024-01-01,United States,1
U47474,Midwest,Returning,2024-01-01,United States,1
U31407,West,Returning,2024-01-01,United States,1
U15026,West,New,2024-01-01,United States,1
U58427,South,New,2024-01-01,United States,1
U83959,International,New,2024-01-01,United States,1
U68708,International,Returning,2024-01-01,United States,1
U49630,Midwest,New,2024-01-01,United States,1
U26492,Midwest,New,2024-01-01,United States,1
U65859,West,New,2024-01-01,United States,1
U16104,West,New,2024-01-01,United States,1
U97865,West,Returning,2024-01-01,United States,1
U80794,West,Returning,2024-01-01,United States,1
U97136,Northeast,New,2024-01-01,United States,1
U84279,International,New,2024-01-01,United States,1
U23786,Midwest,Returning,2024-01-01,United States,1
U55535,International,Returning,2024-01-01,United States,1
U24598,South,New,2024-01-01,United States,1
U15496,Midwest,Returning,2024-01-01,United States,1
U19249,West,New,2024-01-01,United States,1
U85599,Midwest,New,2024-01-01,United States,1
U28287,Northeast,Returning,2024-01-01,United States,1
U73042,West,New,2024-01-01,United States,1
U32187,International,Returning,2024-01-01,United States,1
U85978,West,Returning,2024-01-01,United States,1
U21534,Midwest,New,2024-01-01,United States,1
U99035,Midwest,New,2024-01-01,United States,1
U83146,West,Returning,2024-01-01,United States,1
U84306,West,Returning,2024-01-01,United States,1
U31771,International,Returning,2024-01-01,United States,1
U35767,Midwest,Returning,2024-01-01,United States,1
U88529,West,Returning,2024-01-01,United States,1
U88712,Midwest,Returning,2024-01-01,United States,1
U44416,South,Returning,2024-01-01,United States,1
U41122,South,Returning,2024-01-01,United States,1
U59360,Northeast,Returning,2024-01-01,United States,1
U57884,Midwest,New,2024-01-01,United States,1
U81032,Northeast,Returning,2024-01-01,United States,1
U39863,South,Returning,2024-01-01,United States,1
U85754,South,New,2024-01-01,United States,1
