MonthStart,SegmentType,SegmentName,ActiveCustomers,RepeatPurchaseRate,RetentionM3,NetRevenue,ChurnSignalCustomers,LTVToDate
2025-09-01,Plan,Growth,145,0.8759,0.3133,22862.03,216,557.68
2025-09-01,Plan,Pro,73,0.9041,0.3133,23442.32,106,1016.93
2025-09-01,Plan,Starter,159,0.8805,0.3133,13759.79,290,331.34
2025-09-01,Region,APAC,154,0.8506,0.3133,18903.75,212,443.78
2025-09-01,Region,Europe,123,0.8699,0.3133,13668.38,185,468.28
2025-09-01,Region,LATAM,43,0.8605,0.3133,6160.76,61,467.63
2025-09-01,Region,North America,188,0.9202,0.3133,27064.3,342,452.47
2025-09-01,Segment,Consumer,208,0.8606,0.3133,13714.12,360,226.87
2025-09-01,Segment,Enterprise,44,0.9091,0.3133,19854.97,43,1237.61
2025-09-01,Segment,Mid-Market,80,0.875,0.3133,15059.71,144,790.92
2025-09-01,Segment,SMB,176,0.9034,0.3133,17168.39,253,389.89
2025-10-01,Channel,Lifecycle Email,38,0.8947,0.2632,4990.39,64,406.42
2025-10-01,Channel,Organic,152,0.8487,0.2632,17384.47,264,441.65
2025-10-01,Channel,Paid Search,129,0.8682,0.2632,12052.54,204,416.17
2025-10-01,Channel,Paid Social,57,0.9825,0.2632,6637.33,124,411.26
2025-10-01,Channel,Partner,76,0.8289,0.2632,10062.83,105,556.05
2025-10-01,Channel,Referral,97,0.8969,0.2632,15251.37,131,536.28
2025-10-01,Plan,Free,128,0.8672,0.2632,5840.95,216,174.15
2025-10-01,Plan,Growth,152,0.9013,0.2632,24445.06,241,568.06
2025-10-01,Plan,Pro,87,0.931,0.2632,20577.45,122,1037.65
2025-10-01,Plan,Starter,182,0.8352,0.2632,15515.47,313,330.32
2025-10-01,Region,APAC,136,0.9044,0.2632,17776.18,238,454.74
2025-10-01,Region,Europe,136,0.875,0.2632,17983.27,205,472.32
2025-10-01,Region,LATAM,39,0.8462,0.2632,5186.04,79,467.87
2025-10-01,Region,North America,238,0.8655,0.2632,25433.44,370,452.58
2025-10-01,Segment,Consumer,242,0.8719,0.2632,15588.16,401,230.02
2025-10-01,Segment,Enterprise,42,0.881,0.2632,16963.88,62,1243.01
2025-10-01,Segment,Mid-Market,106,0.8962,0.2632,18443.22,155,795.76
2025-10-01,Segment,SMB,159,0.8679,0.2632,15383.67,274,391.34
2025-11-01,Channel,Lifecycle Email,38,0.9737,0.3047,4653.42,71,425.34
2025-11-01,Channel,Organic,183,0.8907,0.3047,24626.91,275,453.11
2025-11-01,Channel,Paid Search,123,0.935,0.3047,12138.43,224,419.61
2025-11-01,Channel,Paid Social,75,0.8533,0.3047,6858.16,133,406.5
2025-11-01,Channel,Partner,89,0.8876,0.3047,13652.41,112,564.84
2025-11-01,Channel,Referral,86,0.8837,0.3047,10386.98,156,536.82
2025-11-01,Plan,Free,137,0.8905,0.3047,5499.88,239,174.33
2025-11-01,Plan,Growth,181,0.9006,0.3047,28289.17,267,579.81
2025-11-01,Plan,Pro,94,0.8511,0.3047,21928.42,137,1016.31
2025-11-01,Plan,Starter,182,0.9286,0.3047,16598.84,328,338.97
2025-11-01,Region,APAC,159,0.9119,0.3047,20417.8,264,466.83
2025-11-01,Region,Europe,162,0.8889,0.3047,22469.32,222,479.68
2025-11-01,Region,LATAM,49,0.9592,0.3047,5019.16,83,462.21
2025-11-01,Region,North America,224,0.8839,0.3047,24410.03,402,456.54
2025-11-01,Segment,Consumer,271,0.8708,0.3047,15915.36,432,231.01
2025-11-01,Segment,Enterprise,48,0.8958,0.3047,17506.47,74,1250.71
2025-11-01,Segment,Mid-Market,87,0.9425,0.3047,18173.26,184,807.49
2025-11-01,Segment,SMB,188,0.9202,0.3047,20721.22,281,403.17
2025-12-01,Channel,Lifecycle Email,49,0.9184,0.2992,7297.45,75,438.09
2025-12-01,Channel,Organic,192,0.8958,0.2992,20917.3,295,457.84
2025-12-01,Channel,Paid Search,135,0.8519,0.2992,16109.8,237,423.83
2025-12-01,Channel,Paid Social,96,0.8542,0.2992,8067.65,141,398.5
2025-12-01,Channel,Partner,81,0.8765,0.2992,11569.19,124,571.28
2025-12-01,Channel,Referral,98,0.9082,0.2992,14383.96,161,549.31
2025-12-01,Plan,Free,156,0.891,0.2992,6787.51,266,175.19
2025-12-01,Plan,Growth,194,0.8866,0.2992,26985.66,273,582.91
2025-12-01,Plan,Pro,102,0.8824,0.2992,25434.53,142,1039.55
2025-12-01,Plan,Starter,199,0.8693,0.2992,19137.65,352,342.2
2025-12-01,Region,APAC,157,0.9045,0.2992,19710.14,292,477.44
2025-12-01,Region,Europe,166,0.8675,0.2992,17318.61,242,474.9
2025-12-01,Region,LATAM,67,0.8806,0.2992,10539.22,80,484.75
2025-12-01,Region,North America,261,0.8774,0.2992,30777.38,419,459.09
2025-12-01,Segment,Consumer,287,0.8955,0.2992,18419.93,443,234.71
2025-12-01,Segment,Enterprise,54,0.8889,0.2992,17174.89,80,1269.08
2025-12-01,Segment,Mid-Market,113,0.8496,0.2992,21614.84,192,799.48
2025-12-01,Segment,SMB,197,0.8782,0.2992,21135.69,318,410.0
2026-01-01,Channel,Lifecycle Email,42,0.881,0.3465,5024.17,79,441.63
2026-01-01,Channel,Organic,205,0.8927,0.3465,24786.18,303,466.77
2026-01-01,Channel,Paid Search,144,0.9306,0.3465,15404.18,254,430.11
2026-01-01,Channel,Paid Social,94,0.8617,0.3465,11973.27,139,408.08
2026-01-01,Channel,Partner,100,0.84,0.3465,16594.32,131,573.08
2026-01-01,Channel,Referral,113,0.9469,0.3465,15187.64,169,568.44
2026-01-01,Plan,Free,167,0.8862,0.3465,7432.35,278,176.42
2026-01-01,Plan,Growth,199,0.9045,0.3465,29300.12,280,593.97
2026-01-01,Plan,Pro,110,0.9,0.3465,30705.81,156,1049.31
2026-01-01,Plan,Starter,222,0.8964,0.3465,21531.48,361,351.29
2026-01-01,Region,APAC,175,0.88,0.3465,22145.26,301,485.66
2026-01-01,Region,Europe,189,0.8783,0.3465,22925.17,248,482.65
2026-01-01,Region,LATAM,53,0.9434,0.3465,6195.1,80,488.82
2026-01-01,Region,North America,281,0.911,0.3465,37704.23,446,469.86
2026-01-01,Segment,Consumer,311,0.8939,0.3465,20269.3,465,238.59
2026-01-01,Segment,Enterprise,59,0.9322,0.3465,21619.8,73,1335.07
2026-01-01,Segment,Mid-Market,122,0.9262,0.3465,26570.46,202,825.0
2026-01-01,Segment,SMB,206,0.8738,0.3465,20510.2,335,411.06
2026-02-01,Channel,Lifecycle Email,52,0.9038,0.3543,4874.09,83,446.34
2026-02-01,Channel,Organic,209,0.9282,0.3543,24978.62,305,483.87
2026-02-01,Channel,Paid Search,159,0.9182,0.3543,16323.92,261,438.82
2026-02-01,Channel,Paid Social,87,0.908,0.3543,8670.18,140,411.83
2026-02-01,Channel,Partner,111,0.9099,0.3543,13701.89,137,582.73
2026-02-01,Channel,Referral,122,0.9262,0.3543,14730.67,169,573.81
2026-02-01,Plan,Free,183,0.918,0.3543,7209.12,277,179.33
2026-02-01,Plan,Growth,193,0.9171,0.3543,27149.51,308,601.82
2026-02-01,Plan,Pro,118,0.9576,0.3543,29197.72,151,1097.64
2026-02-01,Plan,Starter,246,0.9024,0.3543,19723.02,359,356.61
2026-02-01,Region,APAC,182,0.9286,0.3543,19573.71,295,492.19
2026-02-01,Region,Europe,184,0.9076,0.3543,21769.36,264,488.51
2026-02-01,Region,LATAM,62,0.9194,0.3543,6099.71,92,494.28
2026-02-01,Region,North America,312,0.9199,0.3543,35836.59,444,485.36
2026-02-01,Segment,Consumer,321,0.9128,0.3543,19907.17,475,244.83
2026-02-01,Segment,Enterprise,48,0.9375,0.3543,14121.24,77,1372.68
2026-02-01,Segment,Mid-Market,130,0.9231,0.3543,24542.48,193,842.26
2026-02-01,Segment,SMB,241,0.9212,0.3543,24708.48,350,420.62
2026-03-01,Channel,Lifecycle Email,53,0.9245,0.4,6458.49,89,465.53
2026-03-01,Channel,Organic,194,0.9124,0.4,27207.74,330,498.85
2026-03-01,Channel,Paid Search,182,0.9011,0.4,19606.22,260,449.21
2026-03-01,Channel,Paid Social,108,0.8981,0.4,9273.36,148,416.84
2026-03-01,Channel,Partner,118,0.9237,0.4,14460.67,138,600.0
2026-03-01,Channel,Referral,138,0.913,0.4,22738.69,161,598.39
2026-03-01,Plan,Free,203,0.8966,0.4,8803.32,283,184.29
2026-03-01,Plan,Growth,245,0.9265,0.4,38998.21,314,630.02
2026-03-01,Plan,Pro,114,0.9035,0.4,30140.9,152,1109.58
2026-03-01,Plan,Starter,231,0.9091,0.4,21802.74,377,365.31
2026-03-01,Region,APAC,193,0.9016,0.4,25376.85,296,509.71
2026-03-01,Region,Europe,199,0.9347,0.4,20825.32,273,498.79
2026-03-01,Region,LATAM,66,0.8636,0.4,10565.14,99,514.08
2026-03-01,Region,North America,335,0.9104,0.4,42977.86,458,499.85
2026-03-01,Segment,Consumer,336,0.9137,0.4,21329.02,493,252.52
2026-03-01,Segment,Enterprise,68,0.9412,0.4,21861.22,80,1405.03
2026-03-01,Segment,Mid-Market,137,0.927,0.4,30005.28,201,874.74
2026-03-01,Segment,SMB,252,0.8889,0.4,26549.65,352,429.91
2026-04-01,Channel,Lifecycle Email,69,0.913,0.3944,7909.74,82,478.93
2026-04-01,Channel,Organic,229,0.9214,0.3944,27463.72,332,510.45
2026-04-01,Channel,Paid Search,164,0.9085,0.3944,18044.86,264,460.49
2026-04-01,Channel,Paid Social,115,0.887,0.3944,12642.34,154,427.85
2026-04-01,Channel,Partner,101,0.9604,0.3944,14440.59,138,625.84
2026-04-01,Channel,Referral,131,0.9542,0.3944,16215.29,165,618.6
2026-04-01,Plan,Free,187,0.9198,0.3944,6686.9,283,186.42
2026-04-01,Plan,Growth,250,0.9,0.3944,37943.55,306,641.87
2026-04-01,Plan,Pro,122,0.959,0.3944,29034.58,158,1155.04
2026-04-01,Plan,Starter,250,0.932,0.3944,23051.51,388,378.62
2026-04-01,Region,APAC,203,0.936,0.3944,20333.64,306,518.53
2026-04-01,Region,Europe,224,0.9286,0.3944,26684.64,273,514.96
2026-04-01,Region,LATAM,76,0.8947,0.3944,10608.15,94,525.72
2026-04-01,Region,North America,306,0.9183,0.3944,39090.11,462,516.7
2026-04-01,Segment,Consumer,359,0.922,0.3944,20677.54,497,258.9
2026-04-01,Segment,Enterprise,58,0.931,0.3944,16467.46,82,1435.74
2026-04-01,Segment,Mid-Market,153,0.8954,0.3944,33228.46,204,898.87
2026-04-01,Segment,SMB,239,0.9414,0.3944,26343.08,352,444.91
2026-05-01,Channel,Lifecycle Email,66,0.9242,0.4034,8538.9,80,503.06
2026-05-01,Channel,Organic,223,0.9327,0.4034,24956.89,360,521.81
2026-05-01,Channel,Paid Search,171,0.8947,0.4034,19738.61,302,467.89
2026-05-01,Channel,Paid Social,119,0.916,0.4034,13167.06,161,446.68
2026-05-01,Channel,Partner,114,0.9211,0.4034,16057.35,156,633.24
2026-05-01,Channel,Referral,119,0.9664,0.4034,16191.34,182,640.49
2026-05-01,Plan,Free,213,0.9296,0.4034,8682.92,315,191.57
2026-05-01,Plan,Growth,216,0.9306,0.4034,30169.16,318,654.88
2026-05-01,Plan,Pro,126,0.9127,0.4034,35693.65,187,1181.04
2026-05-01,Plan,Starter,257,0.9222,0.4034,24104.42,421,389.4
2026-05-01,Region,APAC,228,0.9386,0.4034,29409.17,319,537.79
2026-05-01,Region,Europe,197,0.9086,0.4034,27869.31,311,532.82
2026-05-01,Region,LATAM,76,0.9342,0.4034,7175.76,100,537.27
2026-05-01,Region,North America,311,0.9228,0.4034,34195.91,511,524.02
2026-05-01,Segment,Consumer,342,0.9211,0.4034,20920.33,554,264.77
2026-05-01,Segment,Enterprise,67,0.9104,0.4034,25553.14,86,1478.73
2026-05-01,Segment,Mid-Market,137,0.9416,0.4034,25302.9,213,923.28
2026-05-01,Segment,SMB,266,0.9248,0.4034,26873.78,388,456.07
