CohortMonth,CohortMonthLabel,ActivityMonth,MonthsSinceCohort,CohortSize,RetainedCustomers,RepeatCustomers,NetRevenue,CumulativeRevenue,RetentionRate,RepeatPurchaseRate,CumulativeLTV,IsCompleteCohort
2024-11-01,Nov 2024,2025-07-01,8,94,31,93,3545.95,44990.7,0.3298,0.9894,478.62,1
2024-11-01,Nov 2024,2025-08-01,9,94,17,93,1806.57,46797.27,0.1809,0.9894,497.84,1
2024-11-01,Nov 2024,2025-09-01,10,94,25,93,3343.85,50141.12,0.266,0.9894,533.42,1
2024-11-01,Nov 2024,2025-10-01,11,94,17,93,1467.33,51608.45,0.1809,0.9894,549.03,1
2024-11-01,Nov 2024,2025-11-01,12,94,19,93,2431.64,54040.09,0.2021,0.9894,574.89,1
2024-11-01,Nov 2024,2025-12-01,13,94,15,94,2068.33,56108.42,0.1596,1.0,596.9,1
2024-11-01,Nov 2024,2026-01-01,14,94,20,94,2041.47,58149.89,0.2128,1.0,618.62,1
2024-11-01,Nov 2024,2026-02-01,15,94,17,94,2495.73,60645.62,0.1809,1.0,645.17,1
2024-11-01,Nov 2024,2026-03-01,16,94,15,94,1794.74,62440.36,0.1596,1.0,664.26,1
2024-11-01,Nov 2024,2026-04-01,17,94,18,94,2018.25,64458.61,0.1915,1.0,685.73,1
2024-11-01,Nov 2024,2026-05-01,18,94,20,94,4132.35,68590.96,0.2128,1.0,729.69,1
2024-12-01,Dec 2024,2024-12-01,0,75,75,33,7450.77,7450.77,1.0,0.44,99.34,1
2024-12-01,Dec 2024,2025-01-01,1,75,31,50,4296.68,11747.45,0.4133,0.6667,156.63,1
2024-12-01,Dec 2024,2025-02-01,2,75,34,59,3145.29,14892.74,0.4533,0.7867,198.57,1
2024-12-01,Dec 2024,2025-03-01,3,75,23,64,2391.92,17284.66,0.3067,0.8533,230.46,1
2024-12-01,Dec 2024,2025-04-01,4,75,30,68,3047.56,20332.22,0.4,0.9067,271.1,1
2024-12-01,Dec 2024,2025-05-01,5,75,33,71,4629.16,24961.38,0.44,0.9467,332.82,1
2024-12-01,Dec 2024,2025-06-01,6,75,26,73,4927.74,29889.12,0.3467,0.9733,398.52,1
2024-12-01,Dec 2024,2025-07-01,7,75,17,74,3112.91,33002.03,0.2267,0.9867,440.03,1
2024-12-01,Dec 2024,2025-08-01,8,75,12,74,1974.1,34976.13,0.16,0.9867,466.35,1
2024-12-01,Dec 2024,2025-09-01,9,75,13,74,1001.56,35977.69,0.1733,0.9867,479.7,1
2024-12-01,Dec 2024,2025-10-01,10,75,18,74,2009.02,37986.71,0.24,0.9867,506.49,1
2024-12-01,Dec 2024,2025-11-01,11,75,15,74,1294.59,39281.3,0.2,0.9867,523.75,1
2024-12-01,Dec 2024,2025-12-01,12,75,12,74,1776.45,41057.75,0.16,0.9867,547.44,1
2024-12-01,Dec 2024,2026-01-01,13,75,18,74,2393.18,43450.93,0.24,0.9867,579.35,1
2024-12-01,Dec 2024,2026-02-01,14,75,11,74,2024.64,45475.57,0.1467,0.9867,606.34,1
2024-12-01,Dec 2024,2026-03-01,15,75,9,74,1227.96,46703.53,0.12,0.9867,622.71,1
2024-12-01,Dec 2024,2026-04-01,16,75,13,74,756.48,47460.01,0.1733,0.9867,632.8,1
2024-12-01,Dec 2024,2026-05-01,17,75,13,74,1827.82,49287.83,0.1733,0.9867,657.17,1
2025-01-01,Jan 2025,2025-01-01,0,88,88,47,8982.14,8982.14,1.0,0.5341,102.07,1
2025-01-01,Jan 2025,2025-02-01,1,88,39,65,3036.7,12018.84,0.4432,0.7386,136.58,1
2025-01-01,Jan 2025,2025-03-01,2,88,35,72,3846.27,15865.11,0.3977,0.8182,180.29,1
2025-01-01,Jan 2025,2025-04-01,3,88,34,74,3167.1,19032.21,0.3864,0.8409,216.28,1
2025-01-01,Jan 2025,2025-05-01,4,88,29,78,3251.76,22283.97,0.3295,0.8864,253.23,1
2025-01-01,Jan 2025,2025-06-01,5,88,29,79,2235.77,24519.74,0.3295,0.8977,278.63,1
2025-01-01,Jan 2025,2025-07-01,6,88,28,81,3104.6,27624.34,0.3182,0.9205,313.91,1
2025-01-01,Jan 2025,2025-08-01,7,88,27,83,3216.73,30841.07,0.3068,0.9432,350.47,1
2025-01-01,Jan 2025,2025-09-01,8,88,20,85,1545.65,32386.72,0.2273,0.9659,368.03,1
2025-01-01,Jan 2025,2025-10-01,9,88,16,85,1936.92,34323.64,0.1818,0.9659,390.04,1
2025-01-01,Jan 2025,2025-11-01,10,88,19,85,1818.3,36141.94,0.2159,0.9659,410.7,1
2025-01-01,Jan 2025,2025-12-01,11,88,21,85,1632.56,37774.5,0.2386,0.9659,429.26,1
2025-01-01,Jan 2025,2026-01-01,12,88,17,85,2109.3,39883.8,0.1932,0.9659,453.23,1
2025-01-01,Jan 2025,2026-02-01,13,88,16,86,1419.71,41303.51,0.1818,0.9773,469.36,1
2025-01-01,Jan 2025,2026-03-01,14,88,21,87,2253.5,43557.01,0.2386,0.9886,494.97,1
2025-01-01,Jan 2025,2026-04-01,15,88,14,87,1234.69,44791.7,0.1591,0.9886,509.0,1
2025-01-01,Jan 2025,2026-05-01,16,88,15,87,1596.29,46387.99,0.1705,0.9886,527.14,1
2025-02-01,Feb 2025,2025-02-01,0,78,78,30,7104.83,7104.83,1.0,0.3846,91.09,1
2025-02-01,Feb 2025,2025-03-01,1,78,30,48,2876.56,9981.39,0.3846,0.6154,127.97,1
2025-02-01,Feb 2025,2025-04-01,2,78,27,60,3623.16,13604.55,0.3462,0.7692,174.42,1
2025-02-01,Feb 2025,2025-05-01,3,78,29,64,2784.0,16388.55,0.3718,0.8205,210.11,1
2025-02-01,Feb 2025,2025-06-01,4,78,29,67,4090.48,20479.03,0.3718,0.859,262.55,1
2025-02-01,Feb 2025,2025-07-01,5,78,27,73,2388.13,22867.16,0.3462,0.9359,293.17,1
2025-02-01,Feb 2025,2025-08-01,6,78,22,73,2727.54,25594.7,0.2821,0.9359,328.14,1
2025-02-01,Feb 2025,2025-09-01,7,78,25,74,2703.98,28298.68,0.3205,0.9487,362.8,1
2025-02-01,Feb 2025,2025-10-01,8,78,18,75,1852.53,30151.21,0.2308,0.9615,386.55,1
2025-02-01,Feb 2025,2025-11-01,9,78,16,75,1335.7,31486.91,0.2051,0.9615,403.68,1
2025-02-01,Feb 2025,2025-12-01,10,78,19,75,2212.0,33698.91,0.2436,0.9615,432.04,1
2025-02-01,Feb 2025,2026-01-01,11,78,15,76,1561.73,35260.64,0.1923,0.9744,452.06,1
2025-02-01,Feb 2025,2026-02-01,12,78,20,76,1893.7,37154.34,0.2564,0.9744,476.34,1
2025-02-01,Feb 2025,2026-03-01,13,78,20,76,2472.8,39627.14,0.2564,0.9744,508.04,1
2025-02-01,Feb 2025,2026-04-01,14,78,17,76,2097.59,41724.73,0.2179,0.9744,534.93,1
2025-02-01,Feb 2025,2026-05-01,15,78,12,76,1459.0,43183.73,0.1538,0.9744,553.64,1
2025-03-01,Mar 2025,2025-03-01,0,87,87,40,11156.96,11156.96,1.0,0.4598,128.24,1
2025-03-01,Mar 2025,2025-04-01,1,87,38,59,4133.31,15290.27,0.4368,0.6782,175.75,1
2025-03-01,Mar 2025,2025-05-01,2,87,38,68,5438.45,20728.72,0.4368,0.7816,238.26,1
2025-03-01,Mar 2025,2025-06-01,3,87,31,72,4139.77,24868.49,0.3563,0.8276,285.84,1
2025-03-01,Mar 2025,2025-07-01,4,87,34,79,4861.16,29729.65,0.3908,0.908,341.72,1
2025-03-01,Mar 2025,2025-08-01,5,87,24,81,3642.01,33371.66,0.2759,0.931,383.58,1
2025-03-01,Mar 2025,2025-09-01,6,87,21,81,3836.88,37208.54,0.2414,0.931,427.68,1
2025-03-01,Mar 2025,2025-10-01,7,87,22,81,2458.54,39667.08,0.2529,0.931,455.94,1
2025-03-01,Mar 2025,2025-11-01,8,87,22,81,4116.67,43783.75,0.2529,0.931,503.26,1
2025-03-01,Mar 2025,2025-12-01,9,87,17,82,2364.67,46148.42,0.1954,0.9425,530.44,1
2025-03-01,Mar 2025,2026-01-01,10,87,20,82,3099.2,49247.62,0.2299,0.9425,566.06,1
2025-03-01,Mar 2025,2026-02-01,11,87,16,83,1666.78,50914.4,0.1839,0.954,585.22,1
2025-03-01,Mar 2025,2026-03-01,12,87,15,83,3370.9,54285.3,0.1724,0.954,623.97,1
2025-03-01,Mar 2025,2026-04-01,13,87,19,83,1388.97,55674.27,0.2184,0.954,639.93,1
2025-03-01,Mar 2025,2026-05-01,14,87,26,83,3495.59,59169.86,0.2989,0.954,680.11,1
2025-04-01,Apr 2025,2025-04-01,0,82,82,48,11906.15,11906.15,1.0,0.5854,145.2,1
2025-04-01,Apr 2025,2025-05-01,1,82,35,64,4779.22,16685.37,0.4268,0.7805,203.48,1
2025-04-01,Apr 2025,2025-06-01,2,82,22,69,1622.41,18307.78,0.2683,0.8415,223.27,1
2025-04-01,Apr 2025,2025-07-01,3,82,29,71,4481.31,22789.09,0.3537,0.8659,277.92,1
2025-04-01,Apr 2025,2025-08-01,4,82,20,72,2049.69,24838.78,0.2439,0.878,302.91,1
2025-04-01,Apr 2025,2025-09-01,5,82,18,77,2681.13,27519.91,0.2195,0.939,335.61,1
2025-04-01,Apr 2025,2025-10-01,6,82,23,78,4068.49,31588.4,0.2805,0.9512,385.22,1
2025-04-01,Apr 2025,2025-11-01,7,82,23,80,3765.3,35353.7,0.2805,0.9756,431.14,1
2025-04-01,Apr 2025,2025-12-01,8,82,18,80,1469.66,36823.36,0.2195,0.9756,449.07,1
2025-04-01,Apr 2025,2026-01-01,9,82,20,81,2400.54,39223.9,0.2439,0.9878,478.34,1
2025-04-01,Apr 2025,2026-02-01,10,82,22,81,1619.64,40843.54,0.2683,0.9878,498.09,1
2025-04-01,Apr 2025,2026-03-01,11,82,15,81,1379.43,42222.97,0.1829,0.9878,514.91,1
2025-04-01,Apr 2025,2026-04-01,12,82,21,81,1582.69,43805.66,0.2561,0.9878,534.22,1
2025-04-01,Apr 2025,2026-05-01,13,82,10,82,591.94,44397.6,0.122,1.0,541.43,1
2025-05-01,May 2025,2025-05-01,0,103,103,54,9041.33,9041.33,1.0,0.5243,87.78,1
2025-05-01,May 2025,2025-06-01,1,103,43,74,3976.63,13017.96,0.4175,0.7184,126.39,1
2025-05-01,May 2025,2025-07-01,2,103,48,85,5313.18,18331.14,0.466,0.8252,177.97,1
2025-05-01,May 2025,2025-08-01,3,103,43,90,3612.54,21943.68,0.4175,0.8738,213.05,1
2025-05-01,May 2025,2025-09-01,4,103,34,94,4138.78,26082.46,0.3301,0.9126,253.23,1
2025-05-01,May 2025,2025-10-01,5,103,35,96,2746.55,28829.01,0.3398,0.932,279.89,1
2025-05-01,May 2025,2025-11-01,6,103,30,100,2317.6,31146.61,0.2913,0.9709,302.39,1
2025-05-01,May 2025,2025-12-01,7,103,32,101,2405.09,33551.7,0.3107,0.9806,325.74,1
2025-05-01,May 2025,2026-01-01,8,103,28,102,3722.66,37274.36,0.2718,0.9903,361.89,1
2025-05-01,May 2025,2026-02-01,9,103,25,103,4173.66,41448.02,0.2427,1.0,402.41,1
2025-05-01,May 2025,2026-03-01,10,103,30,103,2245.68,43693.7,0.2913,1.0,424.21,1
2025-05-01,May 2025,2026-04-01,11,103,35,103,5097.4,48791.1,0.3398,1.0,473.7,1
2025-05-01,May 2025,2026-05-01,12,103,27,103,3167.84,51958.94,0.2621,1.0,504.46,1
2025-06-01,Jun 2025,2025-06-01,0,83,83,37,8654.98,8654.98,1.0,0.4458,104.28,1
2025-06-01,Jun 2025,2025-07-01,1,83,35,56,3588.19,12243.17,0.4217,0.6747,147.51,1
2025-06-01,Jun 2025,2025-08-01,2,83,26,61,2633.05,14876.22,0.3133,0.7349,179.23,1
2025-06-01,Jun 2025,2025-09-01,3,83,26,66,2225.56,17101.78,0.3133,0.7952,206.05,1
2025-06-01,Jun 2025,2025-10-01,4,83,27,69,3532.03,20633.81,0.3253,0.8313,248.6,1
2025-06-01,Jun 2025,2025-11-01,5,83,28,72,3052.36,23686.17,0.3373,0.8675,285.38,1
2025-06-01,Jun 2025,2025-12-01,6,83,26,74,3607.41,27293.58,0.3133,0.8916,328.84,1
2025-06-01,Jun 2025,2026-01-01,7,83,27,77,2929.1,30222.68,0.3253,0.9277,364.13,1
2025-06-01,Jun 2025,2026-02-01,8,83,27,79,2410.58,32633.26,0.3253,0.9518,393.17,1
2025-06-01,Jun 2025,2026-03-01,9,83,23,79,4162.91,36796.17,0.2771,0.9518,443.33,1
2025-06-01,Jun 2025,2026-04-01,10,83,22,79,3065.1,39861.27,0.2651,0.9518,480.26,1
2025-06-01,Jun 2025,2026-05-01,11,83,20,79,3041.63,42902.9,0.241,0.9518,516.9,1
2025-07-01,Jul 2025,2025-07-01,0,95,95,49,10346.98,10346.98,1.0,0.5158,108.92,1
2025-07-01,Jul 2025,2025-08-01,1,95,39,67,3990.47,14337.45,0.4105,0.7053,150.92,1
2025-07-01,Jul 2025,2025-09-01,2,95,28,74,3224.28,17561.73,0.2947,0.7789,184.86,1
2025-07-01,Jul 2025,2025-10-01,3,95,25,78,5234.6,22796.33,0.2632,0.8211,239.96,1
2025-07-01,Jul 2025,2025-11-01,4,95,29,86,3579.58,26375.91,0.3053,0.9053,277.64,1
2025-07-01,Jul 2025,2025-12-01,5,95,35,87,4334.78,30710.69,0.3684,0.9158,323.27,1
2025-07-01,Jul 2025,2026-01-01,6,95,30,90,4096.2,34806.89,0.3158,0.9474,366.39,1
2025-07-01,Jul 2025,2026-02-01,7,95,30,90,2251.38,37058.27,0.3158,0.9474,390.09,1
2025-07-01,Jul 2025,2026-03-01,8,95,39,93,4550.35,41608.62,0.4105,0.9789,437.99,1
2025-07-01,Jul 2025,2026-04-01,9,95,24,93,3050.92,44659.54,0.2526,0.9789,470.1,1
2025-07-01,Jul 2025,2026-05-01,10,95,30,93,4007.52,48667.06,0.3158,0.9789,512.28,1
2025-08-01,Aug 2025,2025-08-01,0,128,128,60,15784.86,15784.86,1.0,0.4688,123.32,1
2025-08-01,Aug 2025,2025-09-01,1,128,43,80,5330.26,21115.12,0.3359,0.625,164.96,1
2025-08-01,Aug 2025,2025-10-01,2,128,37,92,5124.28,26239.4,0.2891,0.7188,205.0,1
2025-08-01,Aug 2025,2025-11-01,3,128,39,102,5767.84,32007.24,0.3047,0.7969,250.06,1
2025-08-01,Aug 2025,2025-12-01,4,128,47,112,6002.79,38010.03,0.3672,0.875,296.95,1
2025-08-01,Aug 2025,2026-01-01,5,128,34,117,4930.51,42940.54,0.2656,0.9141,335.47,1
2025-08-01,Aug 2025,2026-02-01,6,128,47,121,6352.53,49293.07,0.3672,0.9453,385.1,1
2025-08-01,Aug 2025,2026-03-01,7,128,38,122,5828.22,55121.29,0.2969,0.9531,430.64,1
2025-08-01,Aug 2025,2026-04-01,8,128,31,123,5590.49,60711.78,0.2422,0.9609,474.31,1
2025-08-01,Aug 2025,2026-05-01,9,128,28,124,3160.04,63871.82,0.2188,0.9688,499.0,1
2025-09-01,Sep 2025,2025-09-01,0,127,127,67,20089.66,20089.66,1.0,0.5276,158.19,1
2025-09-01,Sep 2025,2025-10-01,1,127,41,87,4305.07,24394.73,0.3228,0.685,192.08,1
2025-09-01,Sep 2025,2025-11-01,2,127,43,97,5956.89,30351.62,0.3386,0.7638,238.99,1
2025-09-01,Sep 2025,2025-12-01,3,127,38,107,5860.24,36211.86,0.2992,0.8425,285.13,1
2025-09-01,Sep 2025,2026-01-01,4,127,36,113,5161.0,41372.86,0.2835,0.8898,325.77,1
2025-09-01,Sep 2025,2026-02-01,5,127,44,118,5079.32,46452.18,0.3465,0.9291,365.77,1
2025-09-01,Sep 2025,2026-03-01,6,127,41,121,5012.35,51464.53,0.3228,0.9528,405.23,1
2025-09-01,Sep 2025,2026-04-01,7,127,43,121,4581.84,56046.37,0.3386,0.9528,441.31,1
2025-09-01,Sep 2025,2026-05-01,8,127,39,122,3228.4,59274.77,0.3071,0.9606,466.73,1
2025-10-01,Oct 2025,2025-10-01,0,127,127,59,15461.6,15461.6,1.0,0.4646,121.74,1
2025-10-01,Oct 2025,2025-11-01,1,127,47,86,5382.95,20844.55,0.3701,0.6772,164.13,1
2025-10-01,Oct 2025,2025-12-01,2,127,47,98,5660.83,26505.38,0.3701,0.7717,208.7,1
2025-10-01,Oct 2025,2026-01-01,3,127,44,109,5797.51,32302.89,0.3465,0.8583,254.35,1
2025-10-01,Oct 2025,2026-02-01,4,127,48,113,5758.33,38061.22,0.378,0.8898,299.69,1
2025-10-01,Oct 2025,2026-03-01,5,127,37,116,3640.07,41701.29,0.2913,0.9134,328.36,1
2025-10-01,Oct 2025,2026-04-01,6,127,52,120,4872.83,46574.12,0.4094,0.9449,366.73,1
2025-10-01,Oct 2025,2026-05-01,7,127,39,121,6901.43,53475.55,0.3071,0.9528,421.07,1
2025-11-01,Nov 2025,2025-11-01,0,127,127,67,17254.69,17254.69,1.0,0.5276,135.86,1
2025-11-01,Nov 2025,2025-12-01,1,127,45,91,5435.79,22690.48,0.3543,0.7165,178.67,1
2025-11-01,Nov 2025,2026-01-01,2,127,45,101,5526.29,28216.77,0.3543,0.7953,222.18,1
2025-11-01,Nov 2025,2026-02-01,3,127,45,109,6051.45,34268.22,0.3543,0.8583,269.83,1
2025-11-01,Nov 2025,2026-03-01,4,127,42,115,5142.48,39410.7,0.3307,0.9055,310.32,1
2025-11-01,Nov 2025,2026-04-01,5,127,44,118,5546.61,44957.31,0.3465,0.9291,353.99,1
2025-11-01,Nov 2025,2026-05-01,6,127,34,119,3937.95,48895.26,0.2677,0.937,385.0,1
2025-12-01,Dec 2025,2025-12-01,0,145,145,68,15566.34,15566.34,1.0,0.469,107.35,1
2025-12-01,Dec 2025,2026-01-01,1,145,61,99,7228.71,22795.05,0.4207,0.6828,157.21,1
2025-12-01,Dec 2025,2026-02-01,2,145,61,113,5799.83,28594.88,0.4207,0.7793,197.21,1
2025-12-01,Dec 2025,2026-03-01,3,145,58,121,7586.99,36181.87,0.4,0.8345,249.53,1
2025-12-01,Dec 2025,2026-04-01,4,145,51,127,6732.38,42914.25,0.3517,0.8759,295.96,1
2025-12-01,Dec 2025,2026-05-01,5,145,48,131,4626.33,47540.58,0.331,0.9034,327.87,1
2026-01-01,Jan 2026,2026-01-01,0,142,142,70,15557.5,15557.5,1.0,0.493,109.56,1
2026-01-01,Jan 2026,2026-02-01,1,142,57,95,7699.05,23256.55,0.4014,0.669,163.78,1
2026-01-01,Jan 2026,2026-03-01,2,142,57,113,7004.74,30261.29,0.4014,0.7958,213.11,1
2026-01-01,Jan 2026,2026-04-01,3,142,56,123,8088.42,38349.71,0.3944,0.8662,270.07,1
2026-01-01,Jan 2026,2026-05-01,4,142,50,130,7841.2,46190.91,0.3521,0.9155,325.29,1
2026-02-01,Feb 2026,2026-02-01,0,119,119,59,11141.81,11141.81,1.0,0.4958,93.63,1
2026-02-01,Feb 2026,2026-03-01,1,119,49,79,5072.72,16214.53,0.4118,0.6639,136.26,1
2026-02-01,Feb 2026,2026-04-01,2,119,44,94,5583.26,21797.79,0.3697,0.7899,183.17,1
2026-02-01,Feb 2026,2026-05-01,3,119,48,100,4540.52,26338.31,0.4034,0.8403,221.33,1
2026-03-01,Mar 2026,2026-03-01,0,121,121,50,14109.99,14109.99,1.0,0.4132,116.61,1
2026-03-01,Mar 2026,2026-04-01,1,121,47,75,6009.37,20119.36,0.3884,0.6198,166.28,1
2026-03-01,Mar 2026,2026-05-01,2,121,50,92,6732.38,26851.74,0.4132,0.7603,221.92,1
2026-04-01,Apr 2026,2026-04-01,0,111,111,49,10452.77,10452.77,1.0,0.4414,94.17,1
2026-04-01,Apr 2026,2026-05-01,1,111,54,81,4644.38,15097.15,0.4865,0.7297,136.01,1
2026-05-01,May 2026,2026-05-01,0,113,113,52,13729.4,13729.4,1.0,0.4602,121.5,1
