UserID,LastOrderDate,DaysSinceLastPurchase,LifetimeOrders,LifetimeNetRevenue,AcquisitionChannel,Region,PlanTier,CustomerSegment,RiskScore,RiskBand,ChurnSignal,RecommendedAction
U001239,2025-10-26,217,13,431.19,Lifecycle Email,North America,Starter,Consumer,100.0,High,1,Winback offer
U001240,,9999,0,0.0,Organic,North America,Starter,Consumer,100.0,High,0,Winback offer
U001242,,9999,0,0.0,Partner,North America,Free,Consumer,100.0,High,0,Winback offer
U001244,2026-03-31,61,3,160.85,Paid Social,North America,Growth,Consumer,12.6,Low,0,Monitor
U001245,,9999,0,0.0,Lifecycle Email,Europe,Growth,Mid-Market,100.0,High,0,Winback offer
U001246,2026-05-12,19,7,134.16,Paid Social,APAC,Free,SMB,0.0,Low,0,Cross-sell
U001247,,9999,0,0.0,Paid Social,North America,Starter,SMB,100.0,High,0,Winback offer
U001248,,9999,0,0.0,Partner,North America,Pro,Consumer,100.0,High,0,Winback offer
U001249,2026-04-26,35,11,124.8,Paid Search,North America,Free,Consumer,2.8,Low,0,Monitor
U001250,,9999,0,0.0,Paid Social,APAC,Pro,Consumer,100.0,High,0,Winback offer
U001251,,9999,0,0.0,Organic,APAC,Starter,Consumer,100.0,High,0,Winback offer
U001252,2025-06-21,344,15,828.05,Partner,APAC,Growth,Consumer,100.0,High,1,Winback offer
U001253,2026-01-26,125,4,179.83,Referral,North America,Growth,Consumer,52.3,Medium,1,Lifecycle email
U001254,2026-05-19,12,7,187.75,Referral,North America,Starter,Consumer,0.0,Low,0,Cross-sell
U001255,,9999,0,0.0,Partner,Europe,Growth,Mid-Market,100.0,High,0,Winback offer
U001256,,9999,0,0.0,Paid Search,APAC,Growth,Consumer,100.0,High,0,Winback offer
U001257,2026-01-21,130,9,282.74,Referral,North America,Starter,Consumer,49.0,Medium,1,Lifecycle email
U001258,,9999,0,0.0,Paid Social,Europe,Starter,SMB,100.0,High,0,Winback offer
U001259,,9999,0,0.0,Organic,North America,Free,Consumer,100.0,High,0,Winback offer
U001260,,9999,0,0.0,Organic,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001261,2026-01-28,123,17,453.1,Lifecycle Email,North America,Free,SMB,49.7,Medium,1,Lifecycle email
U001262,,9999,0,0.0,Organic,North America,Starter,SMB,100.0,High,0,Winback offer
U001263,,9999,0,0.0,Paid Social,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001264,,9999,0,0.0,Paid Social,Europe,Starter,Mid-Market,100.0,High,0,Winback offer
U001265,,9999,0,0.0,Paid Search,North America,Growth,Consumer,100.0,High,0,Winback offer
U001266,2025-12-15,167,4,70.6,Paid Search,North America,Starter,Consumer,73.9,High,1,Winback offer
U001267,2026-05-18,13,12,563.88,Organic,Europe,Starter,SMB,0.0,Low,0,Cross-sell
U001268,2026-04-02,59,12,675.76,Lifecycle Email,APAC,Starter,SMB,16.0,Low,0,Monitor
U001269,,9999,0,0.0,Paid Search,North America,Growth,Consumer,100.0,High,0,Winback offer
U001270,2025-11-20,192,6,382.63,Partner,APAC,Starter,SMB,84.6,High,1,Winback offer
U001271,,9999,0,0.0,Paid Search,APAC,Starter,Consumer,100.0,High,0,Winback offer
U001272,,9999,0,0.0,Lifecycle Email,North America,Free,Consumer,100.0,High,0,Winback offer
U001273,,9999,0,0.0,Paid Search,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U001274,2026-03-10,82,14,642.03,Partner,APAC,Growth,Consumer,28.6,Low,0,Monitor
U001275,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U001276,2025-11-09,203,5,484.38,Partner,North America,Growth,SMB,98.2,High,1,Winback offer
U001277,2026-02-02,118,3,28.5,Paid Search,APAC,Free,Consumer,48.4,Medium,1,Lifecycle email
U001278,2026-02-04,116,1,71.21,Paid Social,Europe,Growth,Consumer,47.3,Medium,1,Lifecycle email
U001279,,9999,0,0.0,Lifecycle Email,North America,Free,Enterprise,100.0,High,0,Winback offer
U001280,2026-05-08,23,8,552.27,Paid Search,North America,Growth,SMB,0.0,Low,0,Cross-sell
U001281,2025-10-02,241,6,220.82,Organic,APAC,Growth,Consumer,100.0,High,1,Winback offer
U001282,,9999,0,0.0,Paid Search,Europe,Free,Consumer,100.0,High,0,Winback offer
U001283,2026-01-23,128,4,111.46,Referral,APAC,Growth,Consumer,53.9,Medium,1,Lifecycle email
U001284,2026-03-02,90,1,167.47,Referral,Europe,Growth,Enterprise,33.0,Low,0,Monitor
U001285,,9999,0,0.0,Paid Social,Europe,Starter,SMB,100.0,High,0,Winback offer
U001286,2026-02-12,108,25,1430.19,Paid Search,North America,Free,Enterprise,42.9,Medium,1,Lifecycle email
U001287,2026-04-28,33,8,124.95,Partner,APAC,Free,Consumer,0.0,Low,0,Monitor
U001289,,9999,0,0.0,Paid Social,North America,Free,Consumer,100.0,High,0,Winback offer
U001290,,9999,0,0.0,Paid Social,North America,Growth,Mid-Market,100.0,High,0,Winback offer
U001291,2026-03-21,71,3,243.44,Paid Social,North America,Free,Enterprise,16.6,Low,0,Monitor
U001292,,9999,0,0.0,Organic,APAC,Starter,SMB,100.0,High,0,Winback offer
U001293,2026-05-24,7,23,923.89,Paid Search,Europe,Growth,Consumer,0.0,Low,0,Cross-sell
U001294,2026-02-19,101,10,902.63,Organic,North America,Growth,SMB,33.1,Low,1,Monitor
U001295,,9999,0,0.0,Paid Social,Europe,Pro,Consumer,100.0,High,0,Winback offer
U001296,2026-05-26,5,9,115.43,Paid Search,APAC,Free,SMB,0.0,Low,0,Cross-sell
U001297,,9999,0,0.0,Partner,North America,Free,Consumer,100.0,High,0,Winback offer
U001298,,9999,0,0.0,Lifecycle Email,North America,Starter,SMB,100.0,High,0,Winback offer
U001299,2025-12-26,156,1,142.05,Partner,APAC,Growth,SMB,69.3,High,1,Winback offer
U001300,2026-04-13,48,14,553.32,Organic,LATAM,Starter,SMB,9.9,Low,0,Monitor
U001301,,9999,0,0.0,Lifecycle Email,North America,Starter,Consumer,100.0,High,0,Winback offer
U001302,2026-02-08,112,7,215.27,Paid Search,APAC,Starter,SMB,45.1,Medium,1,Lifecycle email
U001303,,9999,0,0.0,Organic,North America,Free,Consumer,100.0,High,0,Winback offer
U001304,2025-12-14,168,13,710.95,Organic,Europe,Free,Enterprise,75.9,High,1,Winback offer
U001305,,9999,0,0.0,Organic,LATAM,Starter,SMB,100.0,High,0,Winback offer
U001306,,9999,0,0.0,Referral,Europe,Free,Consumer,100.0,High,0,Winback offer
U001308,,9999,0,0.0,Paid Social,North America,Growth,Consumer,100.0,High,0,Winback offer
U001309,,9999,0,0.0,Organic,North America,Growth,Consumer,100.0,High,0,Winback offer
U001310,,9999,0,0.0,Paid Search,LATAM,Free,Mid-Market,100.0,High,0,Winback offer
U001311,,9999,0,0.0,Paid Social,North America,Free,Consumer,100.0,High,0,Winback offer
U001312,2026-04-12,49,3,142.38,Lifecycle Email,North America,Growth,SMB,13.5,Low,0,Monitor
U001313,2025-04-20,406,7,220.74,Organic,APAC,Growth,Consumer,100.0,High,1,Winback offer
U001314,,9999,0,0.0,Paid Social,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001315,,9999,0,0.0,Paid Social,LATAM,Pro,Consumer,100.0,High,0,Winback offer
U001316,,9999,0,0.0,Lifecycle Email,North America,Pro,Consumer,100.0,High,0,Winback offer
U001317,,9999,0,0.0,Paid Social,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001318,,9999,0,0.0,Organic,Europe,Free,Consumer,100.0,High,0,Winback offer
U001319,2024-10-05,603,2,110.02,Partner,APAC,Starter,SMB,100.0,High,1,Winback offer
U001320,2026-05-27,4,3,58.18,Paid Social,North America,Starter,Consumer,0.0,Low,0,Cross-sell
U001321,,9999,0,0.0,Organic,North America,Growth,Consumer,100.0,High,0,Winback offer
U001322,,9999,0,0.0,Organic,APAC,Growth,Consumer,100.0,High,0,Winback offer
U001323,2026-05-29,2,7,139.31,Paid Search,North America,Starter,Consumer,0.0,Low,0,Cross-sell
U001324,2026-05-07,24,3,87.79,Organic,APAC,Free,Mid-Market,0.0,Low,0,Cross-sell
U001325,,9999,0,0.0,Paid Social,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001326,,9999,0,0.0,Paid Search,North America,Free,SMB,100.0,High,0,Winback offer
U001327,,9999,0,0.0,Paid Social,North America,Starter,Consumer,100.0,High,0,Winback offer
U001328,2026-03-13,79,9,111.77,Referral,North America,Free,Consumer,27.0,Low,0,Monitor
U001329,,9999,0,0.0,Organic,Europe,Starter,Enterprise,100.0,High,0,Winback offer
U001330,2026-05-09,22,4,174.53,Paid Social,Europe,Starter,Mid-Market,0.0,Low,0,Cross-sell
U001331,,9999,0,0.0,Organic,Europe,Growth,Consumer,100.0,High,0,Winback offer
U001332,,9999,0,0.0,Referral,North America,Growth,Consumer,100.0,High,0,Winback offer
U001333,2026-04-26,35,7,145.8,Organic,Europe,Free,SMB,1.2,Low,0,Monitor
U001334,2025-05-04,392,5,331.68,Referral,North America,Growth,Consumer,100.0,High,1,Winback offer
U001335,2026-05-07,24,9,899.7,Organic,North America,Growth,SMB,0.0,Low,0,Cross-sell
U001336,,9999,0,0.0,Organic,APAC,Starter,SMB,100.0,High,0,Winback offer
U001337,2026-05-09,22,6,127.99,Lifecycle Email,Europe,Free,SMB,0.0,Low,0,Cross-sell
U001338,2025-12-23,159,6,983.13,Lifecycle Email,APAC,Growth,Mid-Market,68.0,High,1,Winback offer
U001339,2025-10-30,213,8,1011.18,Partner,Europe,Pro,SMB,100.0,High,1,Winback offer
U001340,2026-04-30,31,1,84.08,Partner,Europe,Growth,Mid-Market,0.6,Low,0,Monitor
U001341,,9999,0,0.0,Partner,North America,Growth,SMB,100.0,High,0,Winback offer
U001342,,9999,0,0.0,Paid Search,North America,Starter,Consumer,100.0,High,0,Winback offer
U001343,2026-04-19,42,13,377.01,Lifecycle Email,APAC,Starter,Consumer,5.1,Low,0,Monitor
U001344,,9999,0,0.0,Paid Social,North America,Growth,Mid-Market,100.0,High,0,Winback offer
U001345,2026-03-10,82,7,308.58,Organic,North America,Starter,Consumer,28.6,Low,0,Monitor
U001346,2025-12-11,171,10,1198.09,Paid Search,North America,Growth,Mid-Market,77.6,High,1,Winback offer
U001347,,9999,0,0.0,Partner,North America,Pro,Consumer,100.0,High,0,Winback offer
U001348,2025-12-22,160,7,441.43,Paid Social,North America,Pro,Consumer,68.5,High,1,Winback offer
U001349,2026-04-21,40,6,1256.91,Organic,Europe,Pro,Mid-Market,2.5,Low,0,Monitor
U001350,2026-02-22,98,14,694.76,Partner,North America,Starter,SMB,37.4,Medium,1,Lifecycle email
U001351,2026-04-12,49,20,1858.83,Referral,North America,Pro,Consumer,6.0,Low,0,Monitor
U001352,2026-04-29,32,4,326.99,Referral,APAC,Growth,SMB,1.1,Low,0,Monitor
U001353,,9999,0,0.0,Paid Social,Europe,Growth,Consumer,100.0,High,0,Winback offer
U001354,,9999,0,0.0,Paid Search,Europe,Free,Consumer,100.0,High,0,Winback offer
U001355,2025-07-06,329,3,17.01,Paid Social,Europe,Free,Consumer,100.0,High,1,Winback offer
U001356,,9999,0,0.0,Paid Social,North America,Growth,Consumer,100.0,High,0,Winback offer
U001357,2026-01-13,138,4,627.18,Lifecycle Email,North America,Pro,SMB,59.4,Medium,1,Lifecycle email
U001358,,9999,0,0.0,Organic,APAC,Free,Consumer,100.0,High,0,Winback offer
U001359,2026-04-30,31,9,2438.3,Partner,APAC,Growth,Enterprise,0.6,Low,0,Monitor
U001360,2025-07-06,329,6,664.47,Referral,North America,Pro,SMB,100.0,High,1,Winback offer
U001361,,9999,0,0.0,Organic,Europe,Growth,Consumer,100.0,High,0,Winback offer
U001362,2026-03-13,79,5,129.15,Paid Social,LATAM,Starter,SMB,27.0,Low,0,Monitor
U001363,,9999,0,0.0,Organic,North America,Free,Consumer,100.0,High,0,Winback offer
U001364,2026-05-29,2,29,1035.22,Paid Social,APAC,Free,Mid-Market,0.0,Low,0,Cross-sell
U001365,2025-07-16,319,12,388.54,Paid Search,APAC,Starter,SMB,100.0,High,1,Winback offer
U001366,2026-03-29,63,3,69.61,Paid Search,Europe,Free,SMB,15.2,Low,0,Monitor
U001367,2026-05-19,12,3,56.7,Referral,Europe,Starter,Consumer,0.0,Low,0,Cross-sell
U001368,2025-12-21,161,3,30.61,Paid Social,North America,Free,SMB,72.1,High,1,Winback offer
U001369,2026-05-22,9,5,60.59,Lifecycle Email,APAC,Free,Consumer,0.0,Low,0,Cross-sell
U001370,2026-05-18,13,6,266.77,Paid Search,Europe,Growth,Consumer,0.0,Low,0,Cross-sell
U001371,,9999,0,0.0,Paid Search,APAC,Starter,Mid-Market,100.0,High,0,Winback offer
U001372,2025-12-10,172,13,325.87,Organic,North America,Free,SMB,78.1,High,1,Winback offer
U001373,,9999,0,0.0,Paid Search,APAC,Free,Consumer,100.0,High,0,Winback offer
U001374,2026-02-15,105,2,28.03,Referral,APAC,Free,SMB,33.8,Low,1,Monitor
U001375,,9999,0,0.0,Organic,North America,Free,SMB,100.0,High,0,Winback offer
U001376,2025-10-13,230,13,481.74,Referral,APAC,Growth,Consumer,100.0,High,1,Winback offer
U001377,,9999,0,0.0,Organic,APAC,Pro,Consumer,100.0,High,0,Winback offer
U001378,,9999,0,0.0,Organic,LATAM,Starter,Enterprise,100.0,High,0,Winback offer
U001379,,9999,0,0.0,Paid Social,APAC,Growth,Consumer,100.0,High,0,Winback offer
U001380,2026-03-09,83,1,23.49,Paid Search,North America,Starter,Consumer,29.2,Low,0,Monitor
U001381,,9999,0,0.0,Paid Search,North America,Pro,Consumer,100.0,High,0,Winback offer
U001382,,9999,0,0.0,Organic,North America,Free,Consumer,100.0,High,0,Winback offer
U001383,2026-02-21,99,1,22.26,Referral,North America,Starter,Consumer,38.0,Medium,1,Lifecycle email
U001384,,9999,0,0.0,Organic,APAC,Free,Consumer,100.0,High,0,Winback offer
U001385,2026-05-29,2,8,109.39,Organic,APAC,Free,Consumer,0.0,Low,0,Cross-sell
U001386,2026-01-27,124,4,255.54,Organic,North America,Pro,Consumer,51.7,Medium,1,Lifecycle email
U001387,,9999,0,0.0,Paid Search,APAC,Starter,Enterprise,100.0,High,0,Winback offer
U001388,,9999,0,0.0,Organic,North America,Pro,Mid-Market,100.0,High,0,Winback offer
U001389,2026-05-29,2,12,1239.1,Organic,North America,Starter,Mid-Market,0.0,Low,0,Cross-sell
U001390,,9999,0,0.0,Paid Social,APAC,Starter,SMB,100.0,High,0,Winback offer
U001391,2026-04-15,46,2,20.52,Paid Search,APAC,Starter,Consumer,8.8,Low,0,Monitor
U001393,2025-06-05,360,5,279.9,Paid Search,Europe,Growth,SMB,100.0,High,1,Winback offer
U001394,,9999,0,0.0,Organic,APAC,Starter,Consumer,100.0,High,0,Winback offer
U001395,,9999,0,0.0,Paid Social,APAC,Pro,Mid-Market,100.0,High,0,Winback offer
U001396,,9999,0,0.0,Referral,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001397,,9999,0,0.0,Paid Search,Europe,Starter,Mid-Market,100.0,High,0,Winback offer
U001398,2025-12-26,156,18,1278.75,Paid Search,North America,Starter,Mid-Market,67.8,High,1,Winback offer
U001399,2025-07-30,305,5,349.0,Partner,Europe,Pro,Consumer,100.0,High,1,Winback offer
U001400,2025-08-02,302,12,325.42,Organic,LATAM,Starter,Consumer,100.0,High,1,Winback offer
U001401,2026-02-14,106,11,586.2,Organic,LATAM,Growth,Consumer,41.8,Medium,1,Lifecycle email
U001402,2026-03-03,89,18,1205.11,Referral,Europe,Pro,Consumer,32.5,Low,0,Monitor
U001403,2026-03-19,73,7,365.0,Lifecycle Email,North America,Growth,Consumer,23.7,Low,0,Monitor
U001404,2026-05-12,19,5,403.77,Paid Social,Europe,Free,Enterprise,0.0,Low,0,Cross-sell
U001405,,9999,0,0.0,Paid Search,Europe,Free,SMB,100.0,High,0,Winback offer
U001406,2025-06-21,344,2,54.56,Organic,North America,Free,Mid-Market,100.0,High,1,Winback offer
U001407,2026-04-25,36,3,60.63,Partner,North America,Free,Consumer,3.3,Low,0,Monitor
U001408,2026-05-19,12,6,358.65,Organic,Europe,Growth,SMB,0.0,Low,0,Cross-sell
U001409,,9999,0,0.0,Referral,North America,Growth,SMB,100.0,High,0,Winback offer
U001410,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U001411,2026-05-30,1,5,283.68,Paid Social,APAC,Growth,SMB,0.0,Low,0,Cross-sell
U001412,,9999,0,0.0,Paid Search,APAC,Free,SMB,100.0,High,0,Winback offer
U001413,2026-02-05,115,8,568.33,Organic,North America,Growth,SMB,46.8,Medium,1,Lifecycle email
U001414,,9999,0,0.0,Referral,APAC,Free,SMB,100.0,High,0,Winback offer
U001415,,9999,0,0.0,Partner,North America,Free,Enterprise,100.0,High,0,Winback offer
U001416,,9999,0,0.0,Paid Social,North America,Growth,Mid-Market,100.0,High,0,Winback offer
U001417,2026-01-23,128,13,216.06,Referral,North America,Free,Consumer,46.4,Medium,1,Lifecycle email
U001418,,9999,0,0.0,Organic,APAC,Starter,Consumer,100.0,High,0,Winback offer
U001419,,9999,0,0.0,Organic,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001420,,9999,0,0.0,Paid Search,LATAM,Growth,Enterprise,100.0,High,0,Winback offer
U001421,,9999,0,0.0,Paid Search,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001422,,9999,0,0.0,Paid Search,Europe,Starter,Enterprise,100.0,High,0,Winback offer
U001423,,9999,0,0.0,Organic,North America,Pro,Consumer,100.0,High,0,Winback offer
U001424,2026-04-09,52,7,1810.8,Referral,Europe,Pro,Mid-Market,12.1,Low,0,Monitor
U001425,2026-05-14,17,9,935.53,Paid Social,North America,Pro,SMB,0.0,Low,0,Cross-sell
U001426,,9999,0,0.0,Referral,LATAM,Growth,Mid-Market,100.0,High,0,Winback offer
U001427,2026-05-29,2,4,58.41,Referral,Europe,Free,Consumer,0.0,Low,0,Cross-sell
U001428,,9999,0,0.0,Paid Search,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U001429,2026-05-25,6,1,17.41,Partner,North America,Free,Consumer,0.0,Low,0,Monitor
U001430,,9999,0,0.0,Partner,APAC,Free,Mid-Market,100.0,High,0,Winback offer
U001431,,9999,0,0.0,Paid Social,North America,Growth,Consumer,100.0,High,0,Winback offer
U001432,,9999,0,0.0,Referral,Europe,Starter,SMB,100.0,High,0,Winback offer
U001433,2026-02-20,100,4,337.31,Partner,Europe,Pro,Consumer,38.5,Medium,1,Lifecycle email
U001434,2026-03-18,74,5,68.71,Paid Social,North America,Free,Consumer,24.2,Low,0,Monitor
U001435,2026-03-26,66,14,441.42,Paid Social,Europe,Growth,Consumer,10.8,Low,0,Monitor
U001436,,9999,0,0.0,Paid Search,LATAM,Starter,Consumer,100.0,High,0,Winback offer
U001437,,9999,0,0.0,Organic,North America,Growth,Consumer,100.0,High,0,Winback offer
U001438,2026-04-09,52,6,2906.48,Organic,North America,Pro,Enterprise,15.1,Low,0,Monitor
U001439,2026-04-15,46,19,2924.73,Lifecycle Email,North America,Starter,Enterprise,8.8,Low,0,Monitor
U001440,,9999,0,0.0,Organic,APAC,Starter,SMB,100.0,High,0,Winback offer
U001441,2025-12-18,164,12,616.11,Organic,North America,Growth,Consumer,69.2,High,1,Winback offer
U001442,,9999,0,0.0,Organic,APAC,Pro,Consumer,100.0,High,0,Winback offer
U001443,2025-05-28,368,4,64.15,Organic,Europe,Free,SMB,100.0,High,1,Winback offer
U001444,2026-03-26,66,8,172.81,Lifecycle Email,North America,Starter,Consumer,19.8,Low,0,Monitor
U001445,2026-02-14,106,3,34.87,Organic,Europe,Free,SMB,41.8,Medium,1,Lifecycle email
U001446,2026-03-12,80,2,59.33,Partner,North America,Free,SMB,21.5,Low,0,Monitor
U001447,,9999,0,0.0,Paid Search,LATAM,Pro,Consumer,100.0,High,0,Winback offer
U001448,,9999,0,0.0,Paid Social,North America,Free,Consumer,100.0,High,0,Winback offer
U001449,2026-05-23,8,6,147.48,Paid Search,Europe,Starter,Consumer,0.0,Low,0,Cross-sell
U001450,2025-02-24,461,6,136.47,Referral,North America,Free,SMB,100.0,High,1,Winback offer
U001451,,9999,0,0.0,Partner,Europe,Free,Consumer,100.0,High,0,Winback offer
U001452,,9999,0,0.0,Organic,North America,Starter,Consumer,100.0,High,0,Winback offer
U001453,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U001454,,9999,0,0.0,Paid Search,Europe,Starter,SMB,100.0,High,0,Winback offer
U001455,2026-03-05,87,8,113.08,Lifecycle Email,North America,Free,Consumer,31.4,Low,0,Monitor
U001456,2025-11-09,203,6,337.58,Organic,Europe,Growth,Consumer,95.2,High,1,Winback offer
U001457,2026-05-24,7,10,690.8,Organic,North America,Pro,Consumer,0.0,Low,0,Cross-sell
U001458,2026-05-17,14,1,66.79,Referral,North America,Growth,Consumer,0.0,Low,0,Monitor
U001459,2025-02-26,459,6,113.58,Paid Search,North America,Free,SMB,100.0,High,1,Winback offer
U001460,2025-09-04,269,13,621.9,Paid Search,APAC,Starter,SMB,100.0,High,1,Winback offer
U001461,2026-04-28,33,12,1583.56,Paid Search,LATAM,Growth,Mid-Market,0.2,Low,0,Monitor
U001462,2026-04-24,37,2,135.23,Organic,LATAM,Starter,Mid-Market,2.4,Low,0,Monitor
U001463,2026-05-30,1,6,265.71,Referral,LATAM,Starter,SMB,0.0,Low,0,Cross-sell
U001464,,9999,0,0.0,Organic,North America,Starter,Enterprise,100.0,High,0,Winback offer
U001465,,9999,0,0.0,Paid Search,APAC,Starter,Consumer,100.0,High,0,Winback offer
U001466,,9999,0,0.0,Paid Social,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001467,2026-05-11,20,4,291.34,Organic,Europe,Growth,SMB,0.0,Low,0,Cross-sell
U001468,,9999,0,0.0,Organic,North America,Starter,Consumer,100.0,High,0,Winback offer
U001469,,9999,0,0.0,Referral,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U001470,,9999,0,0.0,Paid Search,APAC,Starter,SMB,100.0,High,0,Winback offer
U001471,,9999,0,0.0,Partner,Europe,Growth,Consumer,100.0,High,0,Winback offer
U001472,,9999,0,0.0,Paid Search,APAC,Free,Consumer,100.0,High,0,Winback offer
U001473,,9999,0,0.0,Referral,Europe,Free,SMB,100.0,High,0,Winback offer
U001474,,9999,0,0.0,Lifecycle Email,North America,Growth,Mid-Market,100.0,High,0,Winback offer
U001475,,9999,0,0.0,Paid Search,APAC,Free,SMB,100.0,High,0,Winback offer
U001476,,9999,0,0.0,Paid Search,North America,Growth,Consumer,100.0,High,0,Winback offer
U001477,,9999,0,0.0,Paid Social,Europe,Starter,SMB,100.0,High,0,Winback offer
U001478,,9999,0,0.0,Referral,North America,Starter,Consumer,100.0,High,0,Winback offer
U001479,,9999,0,0.0,Paid Search,North America,Pro,Consumer,100.0,High,0,Winback offer
U001480,2026-04-25,36,4,76.85,Partner,North America,Starter,Consumer,6.3,Low,0,Monitor
U001481,,9999,0,0.0,Partner,North America,Free,SMB,100.0,High,0,Winback offer
U001482,,9999,0,0.0,Organic,North America,Growth,Consumer,100.0,High,0,Winback offer
U001483,,9999,0,0.0,Organic,APAC,Free,SMB,100.0,High,0,Winback offer
U001484,,9999,0,0.0,Organic,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001485,2025-11-22,190,7,343.16,Paid Search,North America,Starter,Mid-Market,88.0,High,1,Winback offer
U001486,2026-04-30,31,21,592.79,Partner,North America,Starter,Consumer,0.6,Low,0,Monitor
U001487,2026-04-19,42,18,2249.63,Paid Search,Europe,Starter,Enterprise,0.0,Low,0,Monitor
U001488,,9999,0,0.0,Organic,APAC,Starter,Consumer,100.0,High,0,Winback offer
U001489,,9999,0,0.0,Paid Search,Europe,Free,Consumer,100.0,High,0,Winback offer
U001490,2026-05-25,6,11,1290.97,Organic,Europe,Pro,SMB,0.0,Low,0,Cross-sell
U001491,,9999,0,0.0,Paid Search,Europe,Starter,SMB,100.0,High,0,Winback offer
U001492,,9999,0,0.0,Organic,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U001493,2026-03-29,63,7,335.22,Organic,APAC,Starter,SMB,18.2,Low,0,Monitor
U001494,,9999,0,0.0,Paid Search,APAC,Starter,SMB,100.0,High,0,Winback offer
U001495,2026-05-21,10,1,9.87,Lifecycle Email,Europe,Starter,Consumer,0.0,Low,0,Monitor
U001496,2025-11-15,197,14,385.75,Partner,North America,Starter,Consumer,91.9,High,1,Winback offer
U001497,2026-02-16,104,4,144.84,Organic,North America,Free,Mid-Market,40.7,Medium,1,Lifecycle email
U001498,2025-06-12,353,8,166.19,Paid Social,North America,Starter,Consumer,100.0,High,1,Winback offer
U001499,,9999,0,0.0,Paid Search,Europe,Growth,Consumer,100.0,High,0,Winback offer
U001500,,9999,0,0.0,Partner,Europe,Free,Mid-Market,100.0,High,0,Winback offer
U001501,,9999,0,0.0,Paid Social,North America,Growth,Consumer,100.0,High,0,Winback offer
U001502,,9999,0,0.0,Organic,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001503,2026-04-28,33,17,1391.21,Paid Search,Europe,Starter,Mid-Market,0.0,Low,0,Monitor
U001504,,9999,0,0.0,Referral,APAC,Pro,Consumer,100.0,High,0,Winback offer
U001505,,9999,0,0.0,Partner,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001506,2026-01-26,125,5,145.5,Partner,Europe,Starter,Consumer,52.3,Medium,1,Lifecycle email
U001507,,9999,0,0.0,Paid Search,Europe,Free,Consumer,100.0,High,0,Winback offer
U001508,,9999,0,0.0,Paid Search,APAC,Growth,Consumer,100.0,High,0,Winback offer
U001509,2026-01-26,125,9,911.77,Partner,APAC,Growth,SMB,52.3,Medium,1,Lifecycle email
U001510,2025-12-23,159,12,363.69,Partner,North America,Free,SMB,71.0,High,1,Winback offer
U001511,,9999,0,0.0,Paid Search,Europe,Starter,Consumer,100.0,High,0,Winback offer
U001512,2025-01-28,488,6,413.54,Partner,North America,Growth,Consumer,100.0,High,1,Winback offer
U001513,2026-04-27,34,12,554.82,Organic,North America,Growth,Consumer,2.2,Low,0,Monitor
U001514,,9999,0,0.0,Paid Search,North America,Starter,Consumer,100.0,High,0,Winback offer
U001515,,9999,0,0.0,Organic,Europe,Starter,SMB,100.0,High,0,Winback offer
U001516,,9999,0,0.0,Paid Social,North America,Starter,SMB,100.0,High,0,Winback offer
U001517,,9999,0,0.0,Referral,North America,Starter,Consumer,100.0,High,0,Winback offer
U001518,,9999,0,0.0,Organic,LATAM,Free,Mid-Market,100.0,High,0,Winback offer
U001519,2026-03-31,61,7,348.09,Partner,APAC,Growth,Consumer,17.1,Low,0,Monitor
U001520,,9999,0,0.0,Paid Search,APAC,Free,Mid-Market,100.0,High,0,Winback offer
U001521,,9999,0,0.0,Referral,North America,Starter,SMB,100.0,High,0,Winback offer
U001522,,9999,0,0.0,Referral,Europe,Free,Consumer,100.0,High,0,Winback offer
U001523,,9999,0,0.0,Paid Search,APAC,Growth,Consumer,100.0,High,0,Winback offer
U001524,,9999,0,0.0,Lifecycle Email,North America,Growth,Consumer,100.0,High,0,Winback offer
U001525,2026-03-29,63,4,206.81,Paid Search,North America,Starter,SMB,15.2,Low,0,Monitor
U001526,2026-05-12,19,8,205.15,Partner,APAC,Starter,Consumer,0.0,Low,0,Cross-sell
U001527,2026-03-22,70,19,740.44,Organic,North America,Growth,Consumer,19.0,Low,0,Monitor
U001528,2026-05-17,14,5,700.11,Partner,Europe,Starter,Mid-Market,0.0,Low,0,Cross-sell
U001529,,9999,0,0.0,Referral,North America,Free,Consumer,100.0,High,0,Winback offer
