date_id,entity_id,business_unit_id,country,region,business_unit,driver,driver_sort,amount_usd,variance_sign
2025-03,VNM01,WH,Vietnam,SEA South,Warehousing,Intercompany Eliminations,5,-599.42,Unfavorable
2025-03,VNM01,WH,Vietnam,SEA South,Warehousing,OPEX Discipline,6,-2894.1,Unfavorable
2025-03,VNM01,WH,Vietnam,SEA South,Warehousing,Other / Rounding,7,-9549.44,Unfavorable
2025-03,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Volume,1,-549.49,Unfavorable
2025-03,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Price / Yield,2,96.39,Favorable
2025-03,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Business Mix,3,-684.1,Unfavorable
2025-03,VNM01,CB,Vietnam,SEA South,Customs Brokerage,FX Translation,4,35.16,Favorable
2025-03,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Intercompany Eliminations,5,320.48,Favorable
2025-03,VNM01,CB,Vietnam,SEA South,Customs Brokerage,OPEX Discipline,6,-767.73,Unfavorable
2025-03,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Other / Rounding,7,-3113.49,Unfavorable
2025-03,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Volume,1,499.6,Favorable
2025-03,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Price / Yield,2,827.31,Favorable
2025-03,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Business Mix,3,-3.67,Unfavorable
2025-03,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,FX Translation,4,22.08,Favorable
2025-03,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Intercompany Eliminations,5,-547.59,Unfavorable
2025-03,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,OPEX Discipline,6,-373.8,Unfavorable
2025-03,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Other / Rounding,7,-1629.22,Unfavorable
2025-03,THA01,FF,Thailand,SEA North,Freight Forwarding,Volume,1,-1917.32,Unfavorable
2025-03,THA01,FF,Thailand,SEA North,Freight Forwarding,Price / Yield,2,-711.43,Unfavorable
2025-03,THA01,FF,Thailand,SEA North,Freight Forwarding,Business Mix,3,-1670.5,Unfavorable
2025-03,THA01,FF,Thailand,SEA North,Freight Forwarding,FX Translation,4,-14.51,Unfavorable
2025-03,THA01,FF,Thailand,SEA North,Freight Forwarding,Intercompany Eliminations,5,124.62,Favorable
2025-03,THA01,FF,Thailand,SEA North,Freight Forwarding,OPEX Discipline,6,2688.58,Favorable
2025-03,THA01,FF,Thailand,SEA North,Freight Forwarding,Other / Rounding,7,-4393.94,Unfavorable
2025-03,THA01,CL,Thailand,SEA North,Contract Logistics,Volume,1,-3133.94,Unfavorable
2025-03,THA01,CL,Thailand,SEA North,Contract Logistics,Price / Yield,2,-2810.9,Unfavorable
2025-03,THA01,CL,Thailand,SEA North,Contract Logistics,Business Mix,3,-1603.52,Unfavorable
2025-03,THA01,CL,Thailand,SEA North,Contract Logistics,FX Translation,4,-10.29,Unfavorable
2025-03,THA01,CL,Thailand,SEA North,Contract Logistics,Intercompany Eliminations,5,15.25,Favorable
2025-03,THA01,CL,Thailand,SEA North,Contract Logistics,OPEX Discipline,6,1562.7,Favorable
2025-03,THA01,CL,Thailand,SEA North,Contract Logistics,Other / Rounding,7,1390.74,Favorable
2025-03,THA01,WH,Thailand,SEA North,Warehousing,Volume,1,1433.67,Favorable
2025-03,THA01,WH,Thailand,SEA North,Warehousing,Price / Yield,2,2446.4,Favorable
2025-03,THA01,WH,Thailand,SEA North,Warehousing,Business Mix,3,-60.03,Unfavorable
2025-03,THA01,WH,Thailand,SEA North,Warehousing,FX Translation,4,-6.76,Unfavorable
2025-03,THA01,WH,Thailand,SEA North,Warehousing,Intercompany Eliminations,5,-227.64,Unfavorable
2025-03,THA01,WH,Thailand,SEA North,Warehousing,OPEX Discipline,6,-1755.54,Unfavorable
2025-03,THA01,WH,Thailand,SEA North,Warehousing,Other / Rounding,7,-6317.56,Unfavorable
2025-03,THA01,CB,Thailand,SEA North,Customs Brokerage,Volume,1,-1845.87,Unfavorable
2025-03,THA01,CB,Thailand,SEA North,Customs Brokerage,Price / Yield,2,-1968.65,Unfavorable
2025-03,THA01,CB,Thailand,SEA North,Customs Brokerage,Business Mix,3,-730.39,Unfavorable
2025-03,THA01,CB,Thailand,SEA North,Customs Brokerage,FX Translation,4,-4.73,Unfavorable
2025-03,THA01,CB,Thailand,SEA North,Customs Brokerage,Intercompany Eliminations,5,141.65,Favorable
2025-03,THA01,CB,Thailand,SEA North,Customs Brokerage,OPEX Discipline,6,211.92,Favorable
2025-03,THA01,CB,Thailand,SEA North,Customs Brokerage,Other / Rounding,7,2280.31,Favorable
2025-03,THA01,CORP,Thailand,SEA North,Corporate Shared Services,Volume,1,1319.77,Favorable
2025-03,THA01,CORP,Thailand,SEA North,Corporate Shared Services,Price / Yield,2,1902.67,Favorable
2025-03,THA01,CORP,Thailand,SEA North,Corporate Shared Services,Business Mix,3,183.64,Favorable
2025-03,THA01,CORP,Thailand,SEA North,Corporate Shared Services,FX Translation,4,-3.14,Unfavorable
2025-03,THA01,CORP,Thailand,SEA North,Corporate Shared Services,Intercompany Eliminations,5,-196.36,Unfavorable
2025-03,THA01,CORP,Thailand,SEA North,Corporate Shared Services,OPEX Discipline,6,-1557.03,Unfavorable
2025-03,THA01,CORP,Thailand,SEA North,Corporate Shared Services,Other / Rounding,7,-4051.71,Unfavorable
2025-03,MYS01,FF,Malaysia,SEA South,Freight Forwarding,Volume,1,6839.76,Favorable
2025-03,MYS01,FF,Malaysia,SEA South,Freight Forwarding,Price / Yield,2,9401.41,Favorable
2025-03,MYS01,FF,Malaysia,SEA South,Freight Forwarding,Business Mix,3,1265.82,Favorable
2025-03,MYS01,FF,Malaysia,SEA South,Freight Forwarding,FX Translation,4,75.26,Favorable
2025-03,MYS01,FF,Malaysia,SEA South,Freight Forwarding,Intercompany Eliminations,5,-707.97,Unfavorable
2025-03,MYS01,FF,Malaysia,SEA South,Freight Forwarding,OPEX Discipline,6,-4129.37,Unfavorable
2025-03,MYS01,FF,Malaysia,SEA South,Freight Forwarding,Other / Rounding,7,-19058.99,Unfavorable
2025-03,MYS01,CL,Malaysia,SEA South,Contract Logistics,Volume,1,3100.99,Favorable
2025-03,MYS01,CL,Malaysia,SEA South,Contract Logistics,Price / Yield,2,3026.89,Favorable
2025-03,MYS01,CL,Malaysia,SEA South,Contract Logistics,Business Mix,3,1418.75,Favorable
2025-03,MYS01,CL,Malaysia,SEA South,Contract Logistics,FX Translation,4,46.07,Favorable
2025-03,MYS01,CL,Malaysia,SEA South,Contract Logistics,Intercompany Eliminations,5,-741.94,Unfavorable
2025-03,MYS01,CL,Malaysia,SEA South,Contract Logistics,OPEX Discipline,6,-3641.31,Unfavorable
2025-03,MYS01,CL,Malaysia,SEA South,Contract Logistics,Other / Rounding,7,-1936.34,Unfavorable
2025-03,MYS01,WH,Malaysia,SEA South,Warehousing,Volume,1,-1796.09,Unfavorable
2025-03,MYS01,WH,Malaysia,SEA South,Warehousing,Price / Yield,2,-1364.16,Unfavorable
2025-03,MYS01,WH,Malaysia,SEA South,Warehousing,Business Mix,3,-1087.76,Unfavorable
2025-03,MYS01,WH,Malaysia,SEA South,Warehousing,FX Translation,4,36.27,Favorable
2025-03,MYS01,WH,Malaysia,SEA South,Warehousing,Intercompany Eliminations,5,241.95,Favorable
2025-03,MYS01,WH,Malaysia,SEA South,Warehousing,OPEX Discipline,6,104.01,Favorable
2025-03,MYS01,WH,Malaysia,SEA South,Warehousing,Other / Rounding,7,-735.9,Unfavorable
2025-03,MYS01,CB,Malaysia,SEA South,Customs Brokerage,Volume,1,2846.49,Favorable
2025-03,MYS01,CB,Malaysia,SEA South,Customs Brokerage,Price / Yield,2,3236.13,Favorable
2025-03,MYS01,CB,Malaysia,SEA South,Customs Brokerage,Business Mix,3,989.36,Favorable
2025-03,MYS01,CB,Malaysia,SEA South,Customs Brokerage,FX Translation,4,22.93,Favorable
2025-03,MYS01,CB,Malaysia,SEA South,Customs Brokerage,Intercompany Eliminations,5,-266.96,Unfavorable
2025-03,MYS01,CB,Malaysia,SEA South,Customs Brokerage,OPEX Discipline,6,-2011.63,Unfavorable
2025-03,MYS01,CB,Malaysia,SEA South,Customs Brokerage,Other / Rounding,7,-4504.21,Unfavorable
2025-03,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,Volume,1,741.9,Favorable
2025-03,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,Price / Yield,2,1008.6,Favorable
2025-03,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,Business Mix,3,144.93,Favorable
2025-03,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,FX Translation,4,15.89,Favorable
2025-03,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,Intercompany Eliminations,5,-50.72,Unfavorable
2025-03,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,OPEX Discipline,6,-1841.64,Unfavorable
2025-03,MYS01,CORP,Malaysia,SEA South,Corporate Shared Services,Other / Rounding,7,-2044.25,Unfavorable
2025-03,IDN01,FF,Indonesia,SEA South,Freight Forwarding,Volume,1,986.43,Favorable
2025-03,IDN01,FF,Indonesia,SEA South,Freight Forwarding,Price / Yield,2,3138.6,Favorable
2025-03,IDN01,FF,Indonesia,SEA South,Freight Forwarding,Business Mix,3,-1036.52,Unfavorable
2025-03,IDN01,FF,Indonesia,SEA South,Freight Forwarding,FX Translation,4,90.15,Favorable
2025-03,IDN01,FF,Indonesia,SEA South,Freight Forwarding,Intercompany Eliminations,5,-636.94,Unfavorable
2025-03,IDN01,FF,Indonesia,SEA South,Freight Forwarding,OPEX Discipline,6,-382.65,Unfavorable
2025-03,IDN01,FF,Indonesia,SEA South,Freight Forwarding,Other / Rounding,7,-11377.21,Unfavorable
2025-03,IDN01,CL,Indonesia,SEA South,Contract Logistics,Volume,1,6477.49,Favorable
2025-03,IDN01,CL,Indonesia,SEA South,Contract Logistics,Price / Yield,2,7815.43,Favorable
2025-03,IDN01,CL,Indonesia,SEA South,Contract Logistics,Business Mix,3,1942.79,Favorable
2025-03,IDN01,CL,Indonesia,SEA South,Contract Logistics,FX Translation,4,64.42,Favorable
2025-03,IDN01,CL,Indonesia,SEA South,Contract Logistics,Intercompany Eliminations,5,-630.64,Unfavorable
2025-03,IDN01,CL,Indonesia,SEA South,Contract Logistics,OPEX Discipline,6,-4758.95,Unfavorable
2025-03,IDN01,CL,Indonesia,SEA South,Contract Logistics,Other / Rounding,7,-12538.39,Unfavorable
2025-03,IDN01,WH,Indonesia,SEA South,Warehousing,Volume,1,-541.95,Unfavorable
2025-03,IDN01,WH,Indonesia,SEA South,Warehousing,Price / Yield,2,-113.55,Unfavorable
2025-03,IDN01,WH,Indonesia,SEA South,Warehousing,Business Mix,3,-532.05,Unfavorable
2025-03,IDN01,WH,Indonesia,SEA South,Warehousing,FX Translation,4,44.58,Favorable
2025-03,IDN01,WH,Indonesia,SEA South,Warehousing,Intercompany Eliminations,5,-188.09,Unfavorable
2025-03,IDN01,WH,Indonesia,SEA South,Warehousing,OPEX Discipline,6,-124.25,Unfavorable
2025-03,IDN01,WH,Indonesia,SEA South,Warehousing,Other / Rounding,7,-1513.42,Unfavorable
2025-03,IDN01,CB,Indonesia,SEA South,Customs Brokerage,Volume,1,1884.85,Favorable
2025-03,IDN01,CB,Indonesia,SEA South,Customs Brokerage,Price / Yield,2,2853.21,Favorable
2025-03,IDN01,CB,Indonesia,SEA South,Customs Brokerage,Business Mix,3,169.36,Favorable
2025-03,IDN01,CB,Indonesia,SEA South,Customs Brokerage,FX Translation,4,31.05,Favorable
2025-03,IDN01,CB,Indonesia,SEA South,Customs Brokerage,Intercompany Eliminations,5,178.62,Favorable
2025-03,IDN01,CB,Indonesia,SEA South,Customs Brokerage,OPEX Discipline,6,-1431.68,Unfavorable
2025-03,IDN01,CB,Indonesia,SEA South,Customs Brokerage,Other / Rounding,7,-6973.44,Unfavorable
2025-03,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,Volume,1,472.92,Favorable
2025-03,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,Price / Yield,2,943.99,Favorable
2025-03,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,Business Mix,3,-113.49,Unfavorable
2025-03,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,FX Translation,4,21.21,Favorable
2025-03,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,Intercompany Eliminations,5,-239.49,Unfavorable
2025-03,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,OPEX Discipline,6,-575.37,Unfavorable
2025-03,IDN01,CORP,Indonesia,SEA South,Corporate Shared Services,Other / Rounding,7,-2641.13,Unfavorable
2025-03,PHL01,FF,Philippines,SEA North,Freight Forwarding,Volume,1,-2052.31,Unfavorable
2025-03,PHL01,FF,Philippines,SEA North,Freight Forwarding,Price / Yield,2,-926.8,Unfavorable
2025-03,PHL01,FF,Philippines,SEA North,Freight Forwarding,Business Mix,3,-1675.08,Unfavorable
2025-03,PHL01,FF,Philippines,SEA North,Freight Forwarding,FX Translation,4,20.89,Favorable
2025-03,PHL01,FF,Philippines,SEA North,Freight Forwarding,Intercompany Eliminations,5,-389.27,Unfavorable
2025-03,PHL01,FF,Philippines,SEA North,Freight Forwarding,OPEX Discipline,6,479.17,Favorable
2025-03,PHL01,FF,Philippines,SEA North,Freight Forwarding,Other / Rounding,7,-3374.81,Unfavorable
2025-03,PHL01,CL,Philippines,SEA North,Contract Logistics,Volume,1,-76.4,Unfavorable
2025-03,PHL01,CL,Philippines,SEA North,Contract Logistics,Price / Yield,2,-296.43,Unfavorable
2025-03,PHL01,CL,Philippines,SEA North,Contract Logistics,Business Mix,3,116.75,Favorable
2025-03,PHL01,CL,Philippines,SEA North,Contract Logistics,FX Translation,4,13.75,Favorable
2025-03,PHL01,CL,Philippines,SEA North,Contract Logistics,Intercompany Eliminations,5,-87.13,Unfavorable
2025-03,PHL01,CL,Philippines,SEA North,Contract Logistics,OPEX Discipline,6,-651.46,Unfavorable
2025-03,PHL01,CL,Philippines,SEA North,Contract Logistics,Other / Rounding,7,1268.69,Favorable
2025-03,PHL01,WH,Philippines,SEA North,Warehousing,Volume,1,1450.37,Favorable
2025-03,PHL01,WH,Philippines,SEA North,Warehousing,Price / Yield,2,2280.92,Favorable
2025-03,PHL01,WH,Philippines,SEA North,Warehousing,Business Mix,3,71.92,Favorable
2025-03,PHL01,WH,Philippines,SEA North,Warehousing,FX Translation,4,10.06,Favorable
2025-03,PHL01,WH,Philippines,SEA North,Warehousing,Intercompany Eliminations,5,-310.14,Unfavorable
2025-03,PHL01,WH,Philippines,SEA North,Warehousing,OPEX Discipline,6,-1688.54,Unfavorable
2025-03,PHL01,WH,Philippines,SEA North,Warehousing,Other / Rounding,7,-5339.77,Unfavorable
2025-03,PHL01,CB,Philippines,SEA North,Customs Brokerage,Volume,1,-601.32,Unfavorable
2025-03,PHL01,CB,Philippines,SEA North,Customs Brokerage,Price / Yield,2,-811.19,Unfavorable
2025-03,PHL01,CB,Philippines,SEA North,Customs Brokerage,Business Mix,3,-121.78,Unfavorable
2025-03,PHL01,CB,Philippines,SEA North,Customs Brokerage,FX Translation,4,7.05,Favorable
2025-03,PHL01,CB,Philippines,SEA North,Customs Brokerage,Intercompany Eliminations,5,-304.98,Unfavorable
2025-03,PHL01,CB,Philippines,SEA North,Customs Brokerage,OPEX Discipline,6,785.16,Favorable
2025-03,PHL01,CB,Philippines,SEA North,Customs Brokerage,Other / Rounding,7,1950.93,Favorable
2025-03,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,Volume,1,677.34,Favorable
2025-03,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,Price / Yield,2,796.62,Favorable
2025-03,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,Business Mix,3,217.26,Favorable
2025-03,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,FX Translation,4,4.45,Favorable
2025-03,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,Intercompany Eliminations,5,135.56,Favorable
2025-03,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,OPEX Discipline,6,59.7,Favorable
2025-03,PHL01,CORP,Philippines,SEA North,Corporate Shared Services,Other / Rounding,7,-1405.24,Unfavorable
2025-03,AUS01,FF,Australia,ANZ,Freight Forwarding,Volume,1,7796.58,Favorable
2025-03,AUS01,FF,Australia,ANZ,Freight Forwarding,Price / Yield,2,8598.6,Favorable
2025-03,AUS01,FF,Australia,ANZ,Freight Forwarding,Business Mix,3,2891.22,Favorable
2025-03,AUS01,FF,Australia,ANZ,Freight Forwarding,FX Translation,4,14.77,Favorable
2025-03,AUS01,FF,Australia,ANZ,Freight Forwarding,Intercompany Eliminations,5,-124.0,Unfavorable
2025-03,AUS01,FF,Australia,ANZ,Freight Forwarding,OPEX Discipline,6,-4042.53,Unfavorable
2025-03,AUS01,FF,Australia,ANZ,Freight Forwarding,Other / Rounding,7,-11544.82,Unfavorable
2025-03,AUS01,CL,Australia,ANZ,Contract Logistics,Volume,1,3818.67,Favorable
2025-03,AUS01,CL,Australia,ANZ,Contract Logistics,Price / Yield,2,6106.51,Favorable
2025-03,AUS01,CL,Australia,ANZ,Contract Logistics,Business Mix,3,120.23,Favorable
2025-03,AUS01,CL,Australia,ANZ,Contract Logistics,FX Translation,4,9.7,Favorable
2025-03,AUS01,CL,Australia,ANZ,Contract Logistics,Intercompany Eliminations,5,494.54,Favorable
2025-03,AUS01,CL,Australia,ANZ,Contract Logistics,OPEX Discipline,6,-3185.02,Unfavorable
2025-03,AUS01,CL,Australia,ANZ,Contract Logistics,Other / Rounding,7,-15868.44,Unfavorable
2025-03,AUS01,WH,Australia,ANZ,Warehousing,Volume,1,830.14,Favorable
2025-03,AUS01,WH,Australia,ANZ,Warehousing,Price / Yield,2,1363.85,Favorable
2025-03,AUS01,WH,Australia,ANZ,Warehousing,Business Mix,3,1.27,Favorable
2025-03,AUS01,WH,Australia,ANZ,Warehousing,FX Translation,4,7.79,Favorable
2025-03,AUS01,WH,Australia,ANZ,Warehousing,Intercompany Eliminations,5,-219.93,Unfavorable
2025-03,AUS01,WH,Australia,ANZ,Warehousing,OPEX Discipline,6,-2073.35,Unfavorable
2025-03,AUS01,WH,Australia,ANZ,Warehousing,Other / Rounding,7,-3313.14,Unfavorable
2025-03,AUS01,CB,Australia,ANZ,Customs Brokerage,Volume,1,-1186.38,Unfavorable
2025-03,AUS01,CB,Australia,ANZ,Customs Brokerage,Price / Yield,2,-1277.39,Unfavorable
2025-03,AUS01,CB,Australia,ANZ,Customs Brokerage,Business Mix,3,-461.16,Unfavorable
2025-03,AUS01,CB,Australia,ANZ,Customs Brokerage,FX Translation,4,5.07,Favorable
2025-03,AUS01,CB,Australia,ANZ,Customs Brokerage,Intercompany Eliminations,5,-18.34,Unfavorable
2025-03,AUS01,CB,Australia,ANZ,Customs Brokerage,OPEX Discipline,6,511.14,Favorable
2025-03,AUS01,CB,Australia,ANZ,Customs Brokerage,Other / Rounding,7,1628.55,Favorable
2025-03,AUS01,CORP,Australia,ANZ,Corporate Shared Services,Volume,1,-103.71,Unfavorable
2025-03,AUS01,CORP,Australia,ANZ,Corporate Shared Services,Price / Yield,2,-4.37,Unfavorable
2025-03,AUS01,CORP,Australia,ANZ,Corporate Shared Services,Business Mix,3,-113.69,Unfavorable
2025-03,AUS01,CORP,Australia,ANZ,Corporate Shared Services,FX Translation,4,3.19,Favorable
2025-03,AUS01,CORP,Australia,ANZ,Corporate Shared Services,Intercompany Eliminations,5,-285.84,Unfavorable
2025-03,AUS01,CORP,Australia,ANZ,Corporate Shared Services,OPEX Discipline,6,418.64,Favorable
2025-03,AUS01,CORP,Australia,ANZ,Corporate Shared Services,Other / Rounding,7,-122.89,Unfavorable
2025-04,SGP01,FF,Singapore,SEA North,Freight Forwarding,Volume,1,4004.19,Favorable
2025-04,SGP01,FF,Singapore,SEA North,Freight Forwarding,Price / Yield,2,6809.87,Favorable
2025-04,SGP01,FF,Singapore,SEA North,Freight Forwarding,Business Mix,3,-152.04,Unfavorable
2025-04,SGP01,FF,Singapore,SEA North,Freight Forwarding,FX Translation,4,99.39,Favorable
2025-04,SGP01,FF,Singapore,SEA North,Freight Forwarding,Intercompany Eliminations,5,-420.6,Unfavorable
2025-04,SGP01,FF,Singapore,SEA North,Freight Forwarding,OPEX Discipline,6,-3240.67,Unfavorable
2025-04,SGP01,FF,Singapore,SEA North,Freight Forwarding,Other / Rounding,7,-17861.81,Unfavorable
2025-04,SGP01,CL,Singapore,SEA North,Contract Logistics,Volume,1,4217.38,Favorable
2025-04,SGP01,CL,Singapore,SEA North,Contract Logistics,Price / Yield,2,5796.67,Favorable
2025-04,SGP01,CL,Singapore,SEA North,Contract Logistics,Business Mix,3,780.65,Favorable
2025-04,SGP01,CL,Singapore,SEA North,Contract Logistics,FX Translation,4,72.74,Favorable
2025-04,SGP01,CL,Singapore,SEA North,Contract Logistics,Intercompany Eliminations,5,-68.11,Unfavorable
2025-04,SGP01,CL,Singapore,SEA North,Contract Logistics,OPEX Discipline,6,-752.89,Unfavorable
2025-04,SGP01,CL,Singapore,SEA North,Contract Logistics,Other / Rounding,7,-12145.38,Unfavorable
2025-04,SGP01,WH,Singapore,SEA North,Warehousing,Volume,1,3987.69,Favorable
2025-04,SGP01,WH,Singapore,SEA North,Warehousing,Price / Yield,2,4388.25,Favorable
2025-04,SGP01,WH,Singapore,SEA North,Warehousing,Business Mix,3,1485.37,Favorable
2025-04,SGP01,WH,Singapore,SEA North,Warehousing,FX Translation,4,53.38,Favorable
2025-04,SGP01,WH,Singapore,SEA North,Warehousing,Intercompany Eliminations,5,75.03,Favorable
2025-04,SGP01,WH,Singapore,SEA North,Warehousing,OPEX Discipline,6,-2333.84,Unfavorable
2025-04,SGP01,WH,Singapore,SEA North,Warehousing,Other / Rounding,7,-6039.9,Unfavorable
2025-04,SGP01,CB,Singapore,SEA North,Customs Brokerage,Volume,1,2645.54,Favorable
2025-04,SGP01,CB,Singapore,SEA North,Customs Brokerage,Price / Yield,2,3679.31,Favorable
2025-04,SGP01,CB,Singapore,SEA North,Customs Brokerage,Business Mix,3,460.23,Favorable
2025-04,SGP01,CB,Singapore,SEA North,Customs Brokerage,FX Translation,4,35.59,Favorable
2025-04,SGP01,CB,Singapore,SEA North,Customs Brokerage,Intercompany Eliminations,5,-125.11,Unfavorable
2025-04,SGP01,CB,Singapore,SEA North,Customs Brokerage,OPEX Discipline,6,-352.81,Unfavorable
2025-04,SGP01,CB,Singapore,SEA North,Customs Brokerage,Other / Rounding,7,-7745.87,Unfavorable
2025-04,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,Volume,1,228.03,Favorable
2025-04,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,Price / Yield,2,604.16,Favorable
2025-04,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,Business Mix,3,-156.61,Unfavorable
2025-04,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,FX Translation,4,23.68,Favorable
2025-04,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,Intercompany Eliminations,5,-266.25,Unfavorable
2025-04,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,OPEX Discipline,6,-1191.15,Unfavorable
2025-04,SGP01,CORP,Singapore,SEA North,Corporate Shared Services,Other / Rounding,7,-1895.38,Unfavorable
2025-04,VNM01,FF,Vietnam,SEA South,Freight Forwarding,Volume,1,-518.1,Unfavorable
2025-04,VNM01,FF,Vietnam,SEA South,Freight Forwarding,Price / Yield,2,-283.31,Unfavorable
2025-04,VNM01,FF,Vietnam,SEA South,Freight Forwarding,Business Mix,3,-389.13,Unfavorable
2025-04,VNM01,FF,Vietnam,SEA South,Freight Forwarding,FX Translation,4,161.99,Favorable
2025-04,VNM01,FF,Vietnam,SEA South,Freight Forwarding,Intercompany Eliminations,5,792.85,Favorable
2025-04,VNM01,FF,Vietnam,SEA South,Freight Forwarding,OPEX Discipline,6,-2040.53,Unfavorable
2025-04,VNM01,FF,Vietnam,SEA South,Freight Forwarding,Other / Rounding,7,-1648.37,Unfavorable
2025-04,VNM01,CL,Vietnam,SEA South,Contract Logistics,Volume,1,1078.4,Favorable
2025-04,VNM01,CL,Vietnam,SEA South,Contract Logistics,Price / Yield,2,711.28,Favorable
2025-04,VNM01,CL,Vietnam,SEA South,Contract Logistics,Business Mix,3,726.81,Favorable
2025-04,VNM01,CL,Vietnam,SEA South,Contract Logistics,FX Translation,4,111.02,Favorable
2025-04,VNM01,CL,Vietnam,SEA South,Contract Logistics,Intercompany Eliminations,5,741.14,Favorable
2025-04,VNM01,CL,Vietnam,SEA South,Contract Logistics,OPEX Discipline,6,-554.15,Unfavorable
2025-04,VNM01,CL,Vietnam,SEA South,Contract Logistics,Other / Rounding,7,-28.15,Unfavorable
2025-04,VNM01,WH,Vietnam,SEA South,Warehousing,Volume,1,4583.65,Favorable
2025-04,VNM01,WH,Vietnam,SEA South,Warehousing,Price / Yield,2,5377.44,Favorable
2025-04,VNM01,WH,Vietnam,SEA South,Warehousing,Business Mix,3,1479.38,Favorable
2025-04,VNM01,WH,Vietnam,SEA South,Warehousing,FX Translation,4,81.23,Favorable
2025-04,VNM01,WH,Vietnam,SEA South,Warehousing,Intercompany Eliminations,5,-351.77,Unfavorable
2025-04,VNM01,WH,Vietnam,SEA South,Warehousing,OPEX Discipline,6,-2323.51,Unfavorable
2025-04,VNM01,WH,Vietnam,SEA South,Warehousing,Other / Rounding,7,-8223.17,Unfavorable
2025-04,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Volume,1,-2486.58,Unfavorable
2025-04,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Price / Yield,2,-2078.26,Unfavorable
2025-04,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Business Mix,3,-1376.24,Unfavorable
2025-04,VNM01,CB,Vietnam,SEA South,Customs Brokerage,FX Translation,4,54.2,Favorable
2025-04,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Intercompany Eliminations,5,263.02,Favorable
2025-04,VNM01,CB,Vietnam,SEA South,Customs Brokerage,OPEX Discipline,6,-464.9,Unfavorable
2025-04,VNM01,CB,Vietnam,SEA South,Customs Brokerage,Other / Rounding,7,15.58,Favorable
2025-04,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Volume,1,1472.17,Favorable
2025-04,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Price / Yield,2,2276.51,Favorable
2025-04,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Business Mix,3,99.46,Favorable
2025-04,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,FX Translation,4,34.57,Favorable
2025-04,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Intercompany Eliminations,5,454.43,Favorable
2025-04,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,OPEX Discipline,6,-1841.62,Unfavorable
2025-04,VNM01,CORP,Vietnam,SEA South,Corporate Shared Services,Other / Rounding,7,-6016.46,Unfavorable
2025-04,THA01,FF,Thailand,SEA North,Freight Forwarding,Volume,1,-2492.42,Unfavorable
2025-04,THA01,FF,Thailand,SEA North,Freight Forwarding,Price / Yield,2,-1988.13,Unfavorable
2025-04,THA01,FF,Thailand,SEA North,Freight Forwarding,Business Mix,3,-1444.45,Unfavorable
2025-04,THA01,FF,Thailand,SEA North,Freight Forwarding,FX Translation,4,33.8,Favorable
2025-04,THA01,FF,Thailand,SEA North,Freight Forwarding,Intercompany Eliminations,5,-59.25,Unfavorable
