RevenueDriverKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,ServiceKey,SegmentKey,VolumeJobs,TEU,CBM,ChargeableKg,AvgRateUSD,SurchargeUSD,DiscountUSD,RevenueUSD,DataSource,DateKey,YearMonth
202407_ACTUAL_VN_NORTH_FCL_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,FCL,ENT,174,224.51,0.0,0.0,992.22,9322.93,6042.64,175927.15,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_FCL_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,FCL,MM,134,214.84,0.0,0.0,979.08,7084.65,2886.34,135395.53,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_FCL_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,FCL,SME,104,152.26,0.0,0.0,927.32,5207.82,964.41,100684.49,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_FCL_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,FCL,SKA,196,271.64,0.0,0.0,1000.94,10593.94,9416.84,197361.23,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_LCL_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,LCL,ENT,131,0.0,978.42,0.0,554.76,3343.0,2543.58,73473.23,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_LCL_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,LCL,MM,110,0.0,755.05,0.0,561.26,2839.98,1358.25,63220.49,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_LCL_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,LCL,SME,96,0.0,574.03,0.0,575.04,2539.36,552.04,57190.89,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_LCL_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,LCL,SKA,162,0.0,1257.07,0.0,535.32,3989.19,4162.63,86548.09,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_CLS_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,CLS,ENT,88,0.0,0.0,0.0,1416.46,5733.81,4362.68,126019.24,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_CLS_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,CLS,MM,74,0.0,0.0,0.0,1384.39,4712.46,2253.79,104903.54,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_CLS_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,CLS,SME,53,0.0,0.0,0.0,1393.32,3396.91,738.46,76504.23,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_CLS_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,CLS,SKA,101,0.0,0.0,0.0,1397.63,6493.41,6775.73,140878.72,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_CUS_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,CUS,ENT,196,0.0,0.0,0.0,209.31,1887.17,1435.89,41476.8,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_CUS_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,CUS,MM,164,0.0,0.0,0.0,210.16,1585.41,758.24,35292.62,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_CUS_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,CUS,SME,125,0.0,0.0,0.0,200.79,1154.53,250.98,26001.98,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_CUS_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,CUS,SKA,219,0.0,0.0,0.0,200.84,2023.28,2111.25,43896.43,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_TRK_ENT,2024-07-01,Actual,ACTUAL,VN_NORTH,TRK,ENT,239,0.0,0.0,0.0,326.38,4212.26,2730.17,79486.99,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_TRK_MM,2024-07-01,Actual,ACTUAL,VN_NORTH,TRK,MM,195,0.0,0.0,0.0,326.69,3440.04,1401.5,65742.91,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_TRK_SME,2024-07-01,Actual,ACTUAL,VN_NORTH,TRK,SME,142,0.0,0.0,0.0,310.85,2383.58,441.4,46082.57,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_NORTH_TRK_SKA,2024-07-01,Actual,ACTUAL,VN_NORTH,TRK,SKA,283,0.0,0.0,0.0,334.42,5110.64,4542.79,95209.25,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_AIR_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,AIR,ENT,120,0.0,0.0,92152.9,1507.82,9770.65,6332.83,184375.84,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_AIR_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,AIR,MM,96,0.0,0.0,119605.77,1450.71,7520.47,3063.9,143724.56,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_AIR_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,AIR,SME,73,0.0,0.0,53424.13,1496.57,5899.47,1092.49,114056.41,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_AIR_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,AIR,SKA,133,0.0,0.0,91768.39,1463.65,10511.92,9343.92,195833.09,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_FCL_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,FCL,ENT,192,225.9,0.0,0.0,985.95,10222.34,6625.59,192899.3,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_FCL_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,FCL,MM,152,204.42,0.0,0.0,999.97,8207.72,3343.88,156858.57,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_FCL_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,FCL,SME,109,159.99,0.0,0.0,1022.83,6020.37,1114.88,116393.75,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_FCL_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,FCL,SKA,209,284.22,0.0,0.0,1061.67,11981.99,10650.66,223220.12,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_LCL_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,LCL,ENT,169,0.0,1239.87,0.0,537.8,4180.87,3181.1,91888.34,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_LCL_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,LCL,MM,140,0.0,735.83,0.0,542.59,3494.3,1671.18,77786.05,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_LCL_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,LCL,SME,99,0.0,528.57,0.0,533.7,2430.47,528.36,54738.33,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_LCL_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,LCL,SKA,176,0.0,1013.0,0.0,573.01,4639.12,4840.82,100648.81,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_CLS_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,CLS,ENT,104,0.0,0.0,0.0,1353.96,6477.36,4928.43,142361.15,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_CLS_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,CLS,MM,74,0.0,0.0,0.0,1451.91,4942.3,2363.71,110019.84,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_CLS_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,CLS,SME,62,0.0,0.0,0.0,1343.94,3832.91,833.24,86323.73,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_CLS_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,CLS,SKA,107,0.0,0.0,0.0,1315.18,6473.32,6754.77,140442.86,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_CUS_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,CUS,ENT,216,0.0,0.0,0.0,212.19,2108.34,1604.17,46337.71,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_CUS_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,CUS,MM,168,0.0,0.0,0.0,210.78,1628.95,779.06,36261.76,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_CUS_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,CUS,SME,146,0.0,0.0,0.0,211.81,1422.49,309.24,32037.0,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_CUS_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,CUS,SKA,264,0.0,0.0,0.0,209.79,2547.67,2658.44,55273.33,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_TRK_ENT,2024-07-01,Actual,ACTUAL,VN_SOUTH,TRK,ENT,262,0.0,0.0,0.0,302.06,4273.5,2769.86,80642.62,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_TRK_MM,2024-07-01,Actual,ACTUAL,VN_SOUTH,TRK,MM,222,0.0,0.0,0.0,310.23,3719.03,1515.16,71074.85,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_TRK_SME,2024-07-01,Actual,ACTUAL,VN_SOUTH,TRK,SME,160,0.0,0.0,0.0,304.21,2628.34,486.73,50814.62,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_SOUTH_TRK_SKA,2024-07-01,Actual,ACTUAL,VN_SOUTH,TRK,SKA,280,0.0,0.0,0.0,326.87,4942.22,4393.08,92071.67,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_AIR_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,AIR,ENT,74,0.0,0.0,100591.59,1472.82,5885.38,3814.6,111059.3,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_AIR_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,AIR,MM,57,0.0,0.0,77816.14,1435.12,4417.31,1799.64,84419.64,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_AIR_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,AIR,SME,45,0.0,0.0,58833.25,1457.99,3542.91,656.09,68496.2,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_AIR_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,AIR,SKA,78,0.0,0.0,86898.55,1534.38,6462.79,5744.7,120399.34,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_FCL_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,FCL,ENT,111,176.7,0.0,0.0,990.46,5936.79,3847.92,112029.41,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_FCL_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,FCL,MM,97,147.33,0.0,0.0,983.95,5153.91,2099.74,98497.04,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_FCL_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,FCL,SME,75,116.17,0.0,0.0,1005.72,4073.15,754.29,78747.54,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_FCL_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,FCL,SKA,129,154.34,0.0,0.0,1049.65,7311.86,6499.43,136217.31,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_LCL_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,LCL,ENT,105,0.0,543.34,0.0,578.45,2793.91,2125.8,61405.33,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_LCL_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,LCL,MM,88,0.0,636.83,0.0,548.78,2221.45,1062.43,49451.41,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_LCL_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,LCL,SME,69,0.0,450.78,0.0,578.29,1835.49,399.02,41338.32,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_LCL_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,LCL,SKA,114,0.0,757.2,0.0,538.74,2825.13,2947.96,61293.04,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_CLS_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CLS,ENT,56,0.0,0.0,0.0,1362.76,3510.46,2671.0,77153.78,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_CLS_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CLS,MM,53,0.0,0.0,0.0,1368.42,3336.21,1595.58,74266.89,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_CLS_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CLS,SME,39,0.0,0.0,0.0,1316.32,2361.49,513.37,53184.79,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_CLS_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CLS,SKA,67,0.0,0.0,0.0,1346.51,4149.96,4330.39,90036.02,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_CUS_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CUS,ENT,132,0.0,0.0,0.0,214.43,1301.99,990.65,28615.58,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_CUS_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CUS,MM,119,0.0,0.0,0.0,196.63,1076.36,514.78,23960.8,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_CUS_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CUS,SME,88,0.0,0.0,0.0,212.71,861.04,187.18,19392.05,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_CUS_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,CUS,SKA,155,0.0,0.0,0.0,213.77,1524.18,1590.45,33068.19,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_TRK_ENT,2024-07-01,Actual,ACTUAL,VN_CENTRAL,TRK,ENT,176,0.0,0.0,0.0,308.2,2929.1,1898.49,55273.25,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_TRK_MM,2024-07-01,Actual,ACTUAL,VN_CENTRAL,TRK,MM,133,0.0,0.0,0.0,304.19,2184.73,890.07,41752.55,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_TRK_SME,2024-07-01,Actual,ACTUAL,VN_CENTRAL,TRK,SME,110,0.0,0.0,0.0,316.45,1879.72,348.1,36341.31,Synthetic planning model,20240701,2024-07
202407_ACTUAL_VN_CENTRAL_TRK_SKA,2024-07-01,Actual,ACTUAL,VN_CENTRAL,TRK,SKA,183,0.0,0.0,0.0,316.3,3125.68,2778.39,58230.34,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_AIR_ENT,2024-07-01,Actual,ACTUAL,TH,AIR,ENT,60,0.0,0.0,50216.02,1547.22,5013.0,3249.17,94597.26,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_AIR_MM,2024-07-01,Actual,ACTUAL,TH,AIR,MM,52,0.0,0.0,63198.01,1443.5,4053.36,1651.37,77464.17,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_AIR_SME,2024-07-01,Actual,ACTUAL,TH,AIR,SME,37,0.0,0.0,37732.96,1494.73,2986.47,553.05,57738.45,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_AIR_SKA,2024-07-01,Actual,ACTUAL,TH,AIR,SKA,63,0.0,0.0,41710.19,1507.68,5129.13,4559.22,95553.71,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_FCL_ENT,2024-07-01,Actual,ACTUAL,TH,FCL,ENT,108,169.49,0.0,0.0,977.41,5700.25,3694.6,107565.76,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_FCL_MM,2024-07-01,Actual,ACTUAL,TH,FCL,MM,78,127.98,0.0,0.0,1019.93,4295.95,1750.2,82100.3,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_FCL_SME,2024-07-01,Actual,ACTUAL,TH,FCL,SME,61,75.11,0.0,0.0,1022.3,3367.47,623.61,65104.43,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_FCL_SKA,2024-07-01,Actual,ACTUAL,TH,FCL,SKA,112,176.06,0.0,0.0,1050.16,6351.34,5645.64,118323.12,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_LCL_ENT,2024-07-01,Actual,ACTUAL,TH,LCL,ENT,88,0.0,431.12,0.0,548.63,2220.84,1689.77,48810.24,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_LCL_MM,2024-07-01,Actual,ACTUAL,TH,LCL,MM,64,0.0,458.71,0.0,562.0,1654.52,791.29,36831.0,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_LCL_SME,2024-07-01,Actual,ACTUAL,TH,LCL,SME,57,0.0,310.93,0.0,553.97,1452.5,315.76,32712.87,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_LCL_SKA,2024-07-01,Actual,ACTUAL,TH,LCL,SKA,97,0.0,468.91,0.0,537.64,2398.93,2503.24,52046.43,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_CLS_ENT,2024-07-01,Actual,ACTUAL,TH,CLS,ENT,48,0.0,0.0,0.0,1294.83,2858.99,2175.32,62835.71,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_CLS_MM,2024-07-01,Actual,ACTUAL,TH,CLS,MM,42,0.0,0.0,0.0,1334.52,2578.3,1233.1,57395.19,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_CLS_SME,2024-07-01,Actual,ACTUAL,TH,CLS,SME,33,0.0,0.0,0.0,1408.22,2137.68,464.71,48144.21,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_CLS_SKA,2024-07-01,Actual,ACTUAL,TH,CLS,SKA,52,0.0,0.0,0.0,1323.26,3165.23,3302.85,68671.74,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_CUS_ENT,2024-07-01,Actual,ACTUAL,TH,CUS,ENT,127,0.0,0.0,0.0,206.45,1206.08,917.67,26507.45,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_CUS_MM,2024-07-01,Actual,ACTUAL,TH,CUS,MM,89,0.0,0.0,0.0,219.96,900.52,430.68,20046.26,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_CUS_SME,2024-07-01,Actual,ACTUAL,TH,CUS,SME,68,0.0,0.0,0.0,210.5,658.46,143.14,14829.56,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_CUS_SKA,2024-07-01,Actual,ACTUAL,TH,CUS,SKA,127,0.0,0.0,0.0,213.59,1247.77,1302.02,27071.16,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_TRK_ENT,2024-07-01,Actual,ACTUAL,TH,TRK,ENT,132,0.0,0.0,0.0,331.27,2361.28,1530.46,44558.17,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_TRK_MM,2024-07-01,Actual,ACTUAL,TH,TRK,MM,114,0.0,0.0,0.0,319.07,1964.17,800.22,37537.44,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_TRK_SME,2024-07-01,Actual,ACTUAL,TH,TRK,SME,81,0.0,0.0,0.0,322.28,1409.66,261.05,27253.43,Synthetic planning model,20240701,2024-07
202407_ACTUAL_TH_TRK_SKA,2024-07-01,Actual,ACTUAL,TH,TRK,SKA,163,0.0,0.0,0.0,299.23,2633.84,2341.19,49067.38,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_AIR_ENT,2024-07-01,Actual,ACTUAL,CN,AIR,ENT,77,0.0,0.0,61614.62,1445.68,6011.14,3896.11,113432.53,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_AIR_MM,2024-07-01,Actual,ACTUAL,CN,AIR,MM,64,0.0,0.0,81914.35,1499.73,5183.08,2111.63,99054.42,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_AIR_SME,2024-07-01,Actual,ACTUAL,CN,AIR,SME,51,0.0,0.0,43047.67,1505.58,4146.38,767.85,80163.29,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_AIR_SKA,2024-07-01,Actual,ACTUAL,CN,AIR,SKA,86,0.0,0.0,111480.62,1532.42,7116.57,6325.84,132579.03,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_FCL_ENT,2024-07-01,Actual,ACTUAL,CN,FCL,ENT,130,191.36,0.0,0.0,1031.7,7242.55,4694.24,136669.52,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_FCL_MM,2024-07-01,Actual,ACTUAL,CN,FCL,MM,98,118.57,0.0,0.0,1012.01,5355.56,2181.89,102350.62,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_FCL_SME,2024-07-01,Actual,ACTUAL,CN,FCL,SME,73,101.76,0.0,0.0,1020.95,4024.57,745.29,77808.34,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_FCL_SKA,2024-07-01,Actual,ACTUAL,CN,FCL,SKA,151,229.69,0.0,0.0,1012.97,8259.72,7341.98,153875.61,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_LCL_ENT,2024-07-01,Actual,ACTUAL,CN,LCL,ENT,120,0.0,553.6,0.0,568.33,3137.18,2386.99,68949.87,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_LCL_MM,2024-07-01,Actual,ACTUAL,CN,LCL,MM,93,0.0,683.82,0.0,533.8,2283.59,1092.15,50834.79,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_LCL_SME,2024-07-01,Actual,ACTUAL,CN,LCL,SME,72,0.0,393.78,0.0,533.9,1768.27,384.41,39824.42,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_LCL_SKA,2024-07-01,Actual,ACTUAL,CN,LCL,SKA,127,0.0,939.47,0.0,540.05,3154.95,3292.12,68448.75,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_CLS_ENT,2024-07-01,Actual,ACTUAL,CN,CLS,ENT,66,0.0,0.0,0.0,1319.9,4007.22,3048.97,88071.77,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_CLS_MM,2024-07-01,Actual,ACTUAL,CN,CLS,MM,55,0.0,0.0,0.0,1347.37,3408.84,1630.32,75883.76,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_CLS_SME,2024-07-01,Actual,ACTUAL,CN,CLS,SME,41,0.0,0.0,0.0,1344.71,2536.12,551.33,57117.76,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_CLS_SKA,2024-07-01,Actual,ACTUAL,CN,CLS,SKA,72,0.0,0.0,0.0,1373.25,4548.21,4745.96,98676.47,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_CUS_ENT,2024-07-01,Actual,ACTUAL,CN,CUS,ENT,154,0.0,0.0,0.0,215.9,1529.46,1163.72,33614.84,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_CUS_MM,2024-07-01,Actual,ACTUAL,CN,CUS,MM,123,0.0,0.0,0.0,215.05,1216.76,581.93,27086.05,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_CUS_SME,2024-07-01,Actual,ACTUAL,CN,CUS,SME,92,0.0,0.0,0.0,200.82,849.88,184.76,19140.8,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_CUS_SKA,2024-07-01,Actual,ACTUAL,CN,CUS,SKA,162,0.0,0.0,0.0,195.19,1454.59,1517.83,31558.29,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_TRK_ENT,2024-07-01,Actual,ACTUAL,CN,TRK,ENT,183,0.0,0.0,0.0,319.4,3156.29,2045.75,59560.42,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_TRK_MM,2024-07-01,Actual,ACTUAL,CN,TRK,MM,147,0.0,0.0,0.0,321.75,2554.08,1040.55,48811.27,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_TRK_SME,2024-07-01,Actual,ACTUAL,CN,TRK,SME,109,0.0,0.0,0.0,316.2,1861.16,344.66,35982.36,Synthetic planning model,20240701,2024-07
202407_ACTUAL_CN_TRK_SKA,2024-07-01,Actual,ACTUAL,CN,TRK,SKA,213,0.0,0.0,0.0,318.04,3658.09,3251.63,68148.82,Synthetic planning model,20240701,2024-07
202408_ACTUAL_VN_NORTH_AIR_ENT,2024-08-01,Actual,ACTUAL,VN_NORTH,AIR,ENT,113,0.0,0.0,78474.43,1545.65,9175.85,6113.06,177721.55,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_AIR_MM,2024-08-01,Actual,ACTUAL,VN_NORTH,AIR,MM,92,0.0,0.0,114721.18,1597.77,7722.5,3233.88,151483.32,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_AIR_SME,2024-08-01,Actual,ACTUAL,VN_NORTH,AIR,SME,67,0.0,0.0,58440.38,1435.55,5053.0,961.82,100273.0,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_AIR_SKA,2024-08-01,Actual,ACTUAL,VN_NORTH,AIR,SKA,128,0.0,0.0,138383.62,1465.1,9852.21,9001.58,188383.47,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_FCL_ENT,2024-08-01,Actual,ACTUAL,VN_NORTH,FCL,ENT,175,202.18,0.0,0.0,1008.63,9273.12,6177.86,179605.5,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_FCL_MM,2024-08-01,Actual,ACTUAL,VN_NORTH,FCL,MM,151,236.82,0.0,0.0,1053.96,8361.01,3501.27,164008.29,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_FCL_SME,2024-08-01,Actual,ACTUAL,VN_NORTH,FCL,SME,122,198.53,0.0,0.0,1003.46,6431.57,1224.22,127629.67,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_FCL_SKA,2024-08-01,Actual,ACTUAL,VN_NORTH,FCL,SKA,210,254.81,0.0,0.0,964.86,10644.87,9725.8,203539.86,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_LCL_ENT,2024-08-01,Actual,ACTUAL,VN_NORTH,LCL,ENT,153,0.0,1220.35,0.0,579.47,3948.53,3103.08,89505.01,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_LCL_MM,2024-08-01,Actual,ACTUAL,VN_NORTH,LCL,MM,129,0.0,631.29,0.0,546.68,3140.76,1551.48,72111.22,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_LCL_SME,2024-08-01,Actual,ACTUAL,VN_NORTH,LCL,SME,95,0.0,716.39,0.0,533.27,2256.2,506.6,52409.93,Synthetic planning model,20240801,2024-08
202408_ACTUAL_VN_NORTH_LCL_SKA,2024-08-01,Actual,ACTUAL,VN_NORTH,LCL,SKA,171,0.0,1330.22,0.0,555.53,4230.71,4559.78,94666.44,Synthetic planning model,20240801,2024-08
