ForecastAccuracyKey,MonthStart,ForecastHorizonMonths,RegionKey,ServiceKey,ScenarioKey,ActualRevenueUSD,ForecastRevenueUSD,ForecastErrorUSD,AbsoluteErrorUSD,AbsolutePctError,ForecastBiasPct,DateKey,YearMonth
FA_202505_1M_TH_AIR,2025-05-01,1,TH,AIR,BASE,388846.95,380728.08,-8118.87,8118.87,0.02088,-0.0209,20250501,2025-05
FA_202505_2M_TH_AIR,2025-05-01,2,TH,AIR,BASE,388846.95,447659.39,58812.44,58812.44,0.15125,0.1512,20250501,2025-05
FA_202505_3M_TH_AIR,2025-05-01,3,TH,AIR,BASE,388846.95,376970.47,-11876.48,11876.48,0.03054,-0.0305,20250501,2025-05
FA_202505_1M_TH_CLS,2025-05-01,1,TH,CLS,BASE,296761.6,266734.75,-30026.85,30026.85,0.10118,-0.1012,20250501,2025-05
FA_202505_2M_TH_CLS,2025-05-01,2,TH,CLS,BASE,296761.6,341467.52,44705.92,44705.92,0.15065,0.1506,20250501,2025-05
FA_202505_3M_TH_CLS,2025-05-01,3,TH,CLS,BASE,296761.6,330180.3,33418.7,33418.7,0.11261,0.1126,20250501,2025-05
FA_202505_1M_TH_CUS,2025-05-01,1,TH,CUS,BASE,107099.63,107227.65,128.02,128.02,0.0012,0.0012,20250501,2025-05
FA_202505_2M_TH_CUS,2025-05-01,2,TH,CUS,BASE,107099.63,113839.56,6739.93,6739.93,0.06293,0.0629,20250501,2025-05
FA_202505_3M_TH_CUS,2025-05-01,3,TH,CUS,BASE,107099.63,99994.1,-7105.53,7105.53,0.06635,-0.0664,20250501,2025-05
FA_202505_1M_TH_FCL,2025-05-01,1,TH,FCL,BASE,428415.91,412747.25,-15668.66,15668.66,0.03657,-0.0366,20250501,2025-05
FA_202505_2M_TH_FCL,2025-05-01,2,TH,FCL,BASE,428415.91,350928.76,-77487.15,77487.15,0.18087,-0.1809,20250501,2025-05
FA_202505_3M_TH_FCL,2025-05-01,3,TH,FCL,BASE,428415.91,410894.27,-17521.64,17521.64,0.0409,-0.0409,20250501,2025-05
FA_202505_1M_TH_LCL,2025-05-01,1,TH,LCL,BASE,205343.28,183999.16,-21344.12,21344.12,0.10394,-0.1039,20250501,2025-05
FA_202505_2M_TH_LCL,2025-05-01,2,TH,LCL,BASE,205343.28,219920.34,14577.06,14577.06,0.07099,0.071,20250501,2025-05
FA_202505_3M_TH_LCL,2025-05-01,3,TH,LCL,BASE,205343.28,235005.77,29662.49,29662.49,0.14445,0.1444,20250501,2025-05
FA_202505_1M_TH_TRK,2025-05-01,1,TH,TRK,BASE,191058.86,204021.46,12962.6,12962.6,0.06785,0.0678,20250501,2025-05
FA_202505_2M_TH_TRK,2025-05-01,2,TH,TRK,BASE,191058.86,168605.76,-22453.1,22453.1,0.11752,-0.1175,20250501,2025-05
FA_202505_3M_TH_TRK,2025-05-01,3,TH,TRK,BASE,191058.86,188465.8,-2593.06,2593.06,0.01357,-0.0136,20250501,2025-05
FA_202505_1M_VN_CENTRAL_AIR,2025-05-01,1,VN_CENTRAL,AIR,BASE,472407.35,479954.41,7547.06,7547.06,0.01598,0.016,20250501,2025-05
FA_202505_2M_VN_CENTRAL_AIR,2025-05-01,2,VN_CENTRAL,AIR,BASE,472407.35,437878.03,-34529.32,34529.32,0.07309,-0.0731,20250501,2025-05
FA_202505_3M_VN_CENTRAL_AIR,2025-05-01,3,VN_CENTRAL,AIR,BASE,472407.35,523451.08,51043.73,51043.73,0.10805,0.108,20250501,2025-05
FA_202505_1M_VN_CENTRAL_CLS,2025-05-01,1,VN_CENTRAL,CLS,BASE,370193.99,351910.63,-18283.36,18283.36,0.04939,-0.0494,20250501,2025-05
FA_202505_2M_VN_CENTRAL_CLS,2025-05-01,2,VN_CENTRAL,CLS,BASE,370193.99,356650.68,-13543.31,13543.31,0.03658,-0.0366,20250501,2025-05
FA_202505_3M_VN_CENTRAL_CLS,2025-05-01,3,VN_CENTRAL,CLS,BASE,370193.99,367387.34,-2806.65,2806.65,0.00758,-0.0076,20250501,2025-05
FA_202505_1M_VN_CENTRAL_CUS,2025-05-01,1,VN_CENTRAL,CUS,BASE,128218.95,120528.24,-7690.71,7690.71,0.05998,-0.06,20250501,2025-05
FA_202505_2M_VN_CENTRAL_CUS,2025-05-01,2,VN_CENTRAL,CUS,BASE,128218.95,128942.24,723.29,723.29,0.00564,0.0056,20250501,2025-05
FA_202505_3M_VN_CENTRAL_CUS,2025-05-01,3,VN_CENTRAL,CUS,BASE,128218.95,125068.16,-3150.79,3150.79,0.02457,-0.0246,20250501,2025-05
FA_202505_1M_VN_CENTRAL_FCL,2025-05-01,1,VN_CENTRAL,FCL,BASE,513170.39,517469.08,4298.69,4298.69,0.00838,0.0084,20250501,2025-05
FA_202505_2M_VN_CENTRAL_FCL,2025-05-01,2,VN_CENTRAL,FCL,BASE,513170.39,495492.97,-17677.42,17677.42,0.03445,-0.0344,20250501,2025-05
FA_202505_3M_VN_CENTRAL_FCL,2025-05-01,3,VN_CENTRAL,FCL,BASE,513170.39,478826.16,-34344.23,34344.23,0.06693,-0.0669,20250501,2025-05
FA_202505_1M_VN_CENTRAL_LCL,2025-05-01,1,VN_CENTRAL,LCL,BASE,233439.03,243283.82,9844.79,9844.79,0.04217,0.0422,20250501,2025-05
FA_202505_2M_VN_CENTRAL_LCL,2025-05-01,2,VN_CENTRAL,LCL,BASE,233439.03,255377.91,21938.88,21938.88,0.09398,0.094,20250501,2025-05
FA_202505_3M_VN_CENTRAL_LCL,2025-05-01,3,VN_CENTRAL,LCL,BASE,233439.03,224745.29,-8693.74,8693.74,0.03724,-0.0372,20250501,2025-05
FA_202505_1M_VN_CENTRAL_TRK,2025-05-01,1,VN_CENTRAL,TRK,BASE,225179.93,254553.49,29373.56,29373.56,0.13044,0.1304,20250501,2025-05
FA_202505_2M_VN_CENTRAL_TRK,2025-05-01,2,VN_CENTRAL,TRK,BASE,225179.93,231953.67,6773.74,6773.74,0.03008,0.0301,20250501,2025-05
FA_202505_3M_VN_CENTRAL_TRK,2025-05-01,3,VN_CENTRAL,TRK,BASE,225179.93,253797.6,28617.67,28617.67,0.12709,0.1271,20250501,2025-05
FA_202505_1M_VN_NORTH_AIR,2025-05-01,1,VN_NORTH,AIR,BASE,687951.35,688496.6,545.25,545.25,0.00079,0.0008,20250501,2025-05
FA_202505_2M_VN_NORTH_AIR,2025-05-01,2,VN_NORTH,AIR,BASE,687951.35,728894.02,40942.67,40942.67,0.05951,0.0595,20250501,2025-05
FA_202505_3M_VN_NORTH_AIR,2025-05-01,3,VN_NORTH,AIR,BASE,687951.35,711471.82,23520.47,23520.47,0.03419,0.0342,20250501,2025-05
FA_202505_1M_VN_NORTH_CLS,2025-05-01,1,VN_NORTH,CLS,BASE,494078.44,475327.17,-18751.27,18751.27,0.03795,-0.038,20250501,2025-05
FA_202505_2M_VN_NORTH_CLS,2025-05-01,2,VN_NORTH,CLS,BASE,494078.44,512270.66,18192.22,18192.22,0.03682,0.0368,20250501,2025-05
FA_202505_3M_VN_NORTH_CLS,2025-05-01,3,VN_NORTH,CLS,BASE,494078.44,502520.58,8442.14,8442.14,0.01709,0.0171,20250501,2025-05
FA_202505_1M_VN_NORTH_CUS,2025-05-01,1,VN_NORTH,CUS,BASE,172761.99,158520.8,-14241.19,14241.19,0.08243,-0.0824,20250501,2025-05
FA_202505_2M_VN_NORTH_CUS,2025-05-01,2,VN_NORTH,CUS,BASE,172761.99,182421.36,9659.37,9659.37,0.05591,0.0559,20250501,2025-05
FA_202505_3M_VN_NORTH_CUS,2025-05-01,3,VN_NORTH,CUS,BASE,172761.99,165867.79,-6894.2,6894.2,0.03991,-0.0399,20250501,2025-05
FA_202505_1M_VN_NORTH_FCL,2025-05-01,1,VN_NORTH,FCL,BASE,717954.93,678402.03,-39552.9,39552.9,0.05509,-0.0551,20250501,2025-05
FA_202505_2M_VN_NORTH_FCL,2025-05-01,2,VN_NORTH,FCL,BASE,717954.93,685020.2,-32934.73,32934.73,0.04587,-0.0459,20250501,2025-05
FA_202505_3M_VN_NORTH_FCL,2025-05-01,3,VN_NORTH,FCL,BASE,717954.93,735252.87,17297.94,17297.94,0.02409,0.0241,20250501,2025-05
FA_202505_1M_VN_NORTH_LCL,2025-05-01,1,VN_NORTH,LCL,BASE,348653.83,385148.78,36494.95,36494.95,0.10467,0.1047,20250501,2025-05
FA_202505_2M_VN_NORTH_LCL,2025-05-01,2,VN_NORTH,LCL,BASE,348653.83,356787.3,8133.47,8133.47,0.02333,0.0233,20250501,2025-05
FA_202505_3M_VN_NORTH_LCL,2025-05-01,3,VN_NORTH,LCL,BASE,348653.83,368688.16,20034.33,20034.33,0.05746,0.0575,20250501,2025-05
FA_202505_1M_VN_NORTH_TRK,2025-05-01,1,VN_NORTH,TRK,BASE,313729.74,326810.04,13080.3,13080.3,0.04169,0.0417,20250501,2025-05
FA_202505_2M_VN_NORTH_TRK,2025-05-01,2,VN_NORTH,TRK,BASE,313729.74,316634.23,2904.49,2904.49,0.00926,0.0093,20250501,2025-05
FA_202505_3M_VN_NORTH_TRK,2025-05-01,3,VN_NORTH,TRK,BASE,313729.74,323634.28,9904.54,9904.54,0.03157,0.0316,20250501,2025-05
FA_202505_1M_VN_SOUTH_AIR,2025-05-01,1,VN_SOUTH,AIR,BASE,746840.16,728808.86,-18031.3,18031.3,0.02414,-0.0241,20250501,2025-05
FA_202505_2M_VN_SOUTH_AIR,2025-05-01,2,VN_SOUTH,AIR,BASE,746840.16,827959.69,81119.53,81119.53,0.10862,0.1086,20250501,2025-05
FA_202505_3M_VN_SOUTH_AIR,2025-05-01,3,VN_SOUTH,AIR,BASE,746840.16,852553.24,105713.08,105713.08,0.14155,0.1416,20250501,2025-05
FA_202505_1M_VN_SOUTH_CLS,2025-05-01,1,VN_SOUTH,CLS,BASE,582433.34,558718.01,-23715.33,23715.33,0.04072,-0.0407,20250501,2025-05
FA_202505_2M_VN_SOUTH_CLS,2025-05-01,2,VN_SOUTH,CLS,BASE,582433.34,664208.23,81774.89,81774.89,0.1404,0.1404,20250501,2025-05
FA_202505_3M_VN_SOUTH_CLS,2025-05-01,3,VN_SOUTH,CLS,BASE,582433.34,515018.87,-67414.47,67414.47,0.11575,-0.1158,20250501,2025-05
FA_202505_1M_VN_SOUTH_CUS,2025-05-01,1,VN_SOUTH,CUS,BASE,197724.2,198680.37,956.17,956.17,0.00484,0.0048,20250501,2025-05
FA_202505_2M_VN_SOUTH_CUS,2025-05-01,2,VN_SOUTH,CUS,BASE,197724.2,211289.36,13565.16,13565.16,0.06861,0.0686,20250501,2025-05
FA_202505_3M_VN_SOUTH_CUS,2025-05-01,3,VN_SOUTH,CUS,BASE,197724.2,212102.66,14378.46,14378.46,0.07272,0.0727,20250501,2025-05
FA_202505_1M_VN_SOUTH_FCL,2025-05-01,1,VN_SOUTH,FCL,BASE,818593.94,778666.61,-39927.33,39927.33,0.04878,-0.0488,20250501,2025-05
FA_202505_2M_VN_SOUTH_FCL,2025-05-01,2,VN_SOUTH,FCL,BASE,818593.94,798712.6,-19881.34,19881.34,0.02429,-0.0243,20250501,2025-05
FA_202505_3M_VN_SOUTH_FCL,2025-05-01,3,VN_SOUTH,FCL,BASE,818593.94,785631.89,-32962.05,32962.05,0.04027,-0.0403,20250501,2025-05
FA_202505_1M_VN_SOUTH_LCL,2025-05-01,1,VN_SOUTH,LCL,BASE,398512.86,407442.94,8930.08,8930.08,0.02241,0.0224,20250501,2025-05
FA_202505_2M_VN_SOUTH_LCL,2025-05-01,2,VN_SOUTH,LCL,BASE,398512.86,406966.89,8454.03,8454.03,0.02121,0.0212,20250501,2025-05
FA_202505_3M_VN_SOUTH_LCL,2025-05-01,3,VN_SOUTH,LCL,BASE,398512.86,400972.62,2459.76,2459.76,0.00617,0.0062,20250501,2025-05
FA_202505_1M_VN_SOUTH_TRK,2025-05-01,1,VN_SOUTH,TRK,BASE,363439.92,377708.0,14268.08,14268.08,0.03926,0.0393,20250501,2025-05
FA_202505_2M_VN_SOUTH_TRK,2025-05-01,2,VN_SOUTH,TRK,BASE,363439.92,361905.69,-1534.23,1534.23,0.00422,-0.0042,20250501,2025-05
FA_202505_3M_VN_SOUTH_TRK,2025-05-01,3,VN_SOUTH,TRK,BASE,363439.92,375899.68,12459.76,12459.76,0.03428,0.0343,20250501,2025-05
FA_202506_1M_CN_AIR,2025-06-01,1,CN,AIR,BASE,470424.03,525595.8,55171.77,55171.77,0.11728,0.1173,20250601,2025-06
FA_202506_2M_CN_AIR,2025-06-01,2,CN,AIR,BASE,470424.03,432804.07,-37619.96,37619.96,0.07997,-0.08,20250601,2025-06
FA_202506_3M_CN_AIR,2025-06-01,3,CN,AIR,BASE,470424.03,524497.74,54073.71,54073.71,0.11495,0.115,20250601,2025-06
FA_202506_1M_CN_CLS,2025-06-01,1,CN,CLS,BASE,405993.0,395211.74,-10781.26,10781.26,0.02656,-0.0266,20250601,2025-06
FA_202506_2M_CN_CLS,2025-06-01,2,CN,CLS,BASE,405993.0,344082.89,-61910.11,61910.11,0.15249,-0.1525,20250601,2025-06
FA_202506_3M_CN_CLS,2025-06-01,3,CN,CLS,BASE,405993.0,439333.63,33340.63,33340.63,0.08212,0.0821,20250601,2025-06
FA_202506_1M_CN_CUS,2025-06-01,1,CN,CUS,BASE,133905.16,135435.04,1529.88,1529.88,0.01143,0.0114,20250601,2025-06
FA_202506_2M_CN_CUS,2025-06-01,2,CN,CUS,BASE,133905.16,130611.06,-3294.1,3294.1,0.0246,-0.0246,20250601,2025-06
FA_202506_3M_CN_CUS,2025-06-01,3,CN,CUS,BASE,133905.16,139782.29,5877.13,5877.13,0.04389,0.0439,20250601,2025-06
FA_202506_1M_CN_FCL,2025-06-01,1,CN,FCL,BASE,558614.13,502685.33,-55928.8,55928.8,0.10012,-0.1001,20250601,2025-06
FA_202506_2M_CN_FCL,2025-06-01,2,CN,FCL,BASE,558614.13,561498.2,2884.07,2884.07,0.00516,0.0052,20250601,2025-06
FA_202506_3M_CN_FCL,2025-06-01,3,CN,FCL,BASE,558614.13,565832.43,7218.3,7218.3,0.01292,0.0129,20250601,2025-06
FA_202506_1M_CN_LCL,2025-06-01,1,CN,LCL,BASE,271597.87,273579.68,1981.81,1981.81,0.0073,0.0073,20250601,2025-06
FA_202506_2M_CN_LCL,2025-06-01,2,CN,LCL,BASE,271597.87,275521.48,3923.61,3923.61,0.01445,0.0144,20250601,2025-06
FA_202506_3M_CN_LCL,2025-06-01,3,CN,LCL,BASE,271597.87,302740.9,31143.03,31143.03,0.11467,0.1147,20250601,2025-06
FA_202506_1M_CN_TRK,2025-06-01,1,CN,TRK,BASE,242798.64,224080.34,-18718.3,18718.3,0.07709,-0.0771,20250601,2025-06
FA_202506_2M_CN_TRK,2025-06-01,2,CN,TRK,BASE,242798.64,245555.22,2756.58,2756.58,0.01135,0.0114,20250601,2025-06
FA_202506_3M_CN_TRK,2025-06-01,3,CN,TRK,BASE,242798.64,245032.69,2234.05,2234.05,0.0092,0.0092,20250601,2025-06
FA_202506_1M_TH_AIR,2025-06-01,1,TH,AIR,BASE,394148.69,434587.09,40438.4,40438.4,0.1026,0.1026,20250601,2025-06
FA_202506_2M_TH_AIR,2025-06-01,2,TH,AIR,BASE,394148.69,401078.41,6929.72,6929.72,0.01758,0.0176,20250601,2025-06
FA_202506_3M_TH_AIR,2025-06-01,3,TH,AIR,BASE,394148.69,427274.6,33125.91,33125.91,0.08404,0.084,20250601,2025-06
FA_202506_1M_TH_CLS,2025-06-01,1,TH,CLS,BASE,289371.45,297791.78,8420.33,8420.33,0.0291,0.0291,20250601,2025-06
FA_202506_2M_TH_CLS,2025-06-01,2,TH,CLS,BASE,289371.45,247062.25,-42309.2,42309.2,0.14621,-0.1462,20250601,2025-06
FA_202506_3M_TH_CLS,2025-06-01,3,TH,CLS,BASE,289371.45,269518.31,-19853.14,19853.14,0.06861,-0.0686,20250601,2025-06
FA_202506_1M_TH_CUS,2025-06-01,1,TH,CUS,BASE,108354.73,111891.55,3536.82,3536.82,0.03264,0.0326,20250601,2025-06
FA_202506_2M_TH_CUS,2025-06-01,2,TH,CUS,BASE,108354.73,116105.24,7750.51,7750.51,0.07153,0.0715,20250601,2025-06
FA_202506_3M_TH_CUS,2025-06-01,3,TH,CUS,BASE,108354.73,113351.49,4996.76,4996.76,0.04611,0.0461,20250601,2025-06
FA_202506_1M_TH_FCL,2025-06-01,1,TH,FCL,BASE,428174.41,394882.4,-33292.01,33292.01,0.07775,-0.0778,20250601,2025-06
FA_202506_2M_TH_FCL,2025-06-01,2,TH,FCL,BASE,428174.41,424180.4,-3994.01,3994.01,0.00933,-0.0093,20250601,2025-06
FA_202506_3M_TH_FCL,2025-06-01,3,TH,FCL,BASE,428174.41,454372.91,26198.5,26198.5,0.06119,0.0612,20250601,2025-06
FA_202506_1M_TH_LCL,2025-06-01,1,TH,LCL,BASE,199801.16,168989.46,-30811.7,30811.7,0.15421,-0.1542,20250601,2025-06
FA_202506_2M_TH_LCL,2025-06-01,2,TH,LCL,BASE,199801.16,192043.48,-7757.68,7757.68,0.03883,-0.0388,20250601,2025-06
FA_202506_3M_TH_LCL,2025-06-01,3,TH,LCL,BASE,199801.16,187907.26,-11893.9,11893.9,0.05953,-0.0595,20250601,2025-06
FA_202506_1M_TH_TRK,2025-06-01,1,TH,TRK,BASE,187339.47,177567.44,-9772.03,9772.03,0.05216,-0.0522,20250601,2025-06
FA_202506_2M_TH_TRK,2025-06-01,2,TH,TRK,BASE,187339.47,189606.41,2266.94,2266.94,0.0121,0.0121,20250601,2025-06
FA_202506_3M_TH_TRK,2025-06-01,3,TH,TRK,BASE,187339.47,191938.7,4599.23,4599.23,0.02455,0.0246,20250601,2025-06
FA_202506_1M_VN_CENTRAL_AIR,2025-06-01,1,VN_CENTRAL,AIR,BASE,447314.81,455802.02,8487.21,8487.21,0.01897,0.019,20250601,2025-06
FA_202506_2M_VN_CENTRAL_AIR,2025-06-01,2,VN_CENTRAL,AIR,BASE,447314.81,422082.37,-25232.44,25232.44,0.05641,-0.0564,20250601,2025-06
FA_202506_3M_VN_CENTRAL_AIR,2025-06-01,3,VN_CENTRAL,AIR,BASE,447314.81,502386.86,55072.05,55072.05,0.12312,0.1231,20250601,2025-06
FA_202506_1M_VN_CENTRAL_CLS,2025-06-01,1,VN_CENTRAL,CLS,BASE,338886.66,336974.19,-1912.47,1912.47,0.00564,-0.0056,20250601,2025-06
FA_202506_2M_VN_CENTRAL_CLS,2025-06-01,2,VN_CENTRAL,CLS,BASE,338886.66,313743.16,-25143.5,25143.5,0.07419,-0.0742,20250601,2025-06
FA_202506_3M_VN_CENTRAL_CLS,2025-06-01,3,VN_CENTRAL,CLS,BASE,338886.66,412680.7,73794.04,73794.04,0.21775,0.2178,20250601,2025-06
FA_202506_1M_VN_CENTRAL_CUS,2025-06-01,1,VN_CENTRAL,CUS,BASE,132771.12,125026.74,-7744.38,7744.38,0.05833,-0.0583,20250601,2025-06
FA_202506_2M_VN_CENTRAL_CUS,2025-06-01,2,VN_CENTRAL,CUS,BASE,132771.12,148074.89,15303.77,15303.77,0.11526,0.1153,20250601,2025-06
FA_202506_3M_VN_CENTRAL_CUS,2025-06-01,3,VN_CENTRAL,CUS,BASE,132771.12,145180.93,12409.81,12409.81,0.09347,0.0935,20250601,2025-06
FA_202506_1M_VN_CENTRAL_FCL,2025-06-01,1,VN_CENTRAL,FCL,BASE,511776.54,547532.74,35756.2,35756.2,0.06987,0.0699,20250601,2025-06
FA_202506_2M_VN_CENTRAL_FCL,2025-06-01,2,VN_CENTRAL,FCL,BASE,511776.54,555259.54,43483.0,43483.0,0.08496,0.085,20250601,2025-06
FA_202506_3M_VN_CENTRAL_FCL,2025-06-01,3,VN_CENTRAL,FCL,BASE,511776.54,525432.62,13656.08,13656.08,0.02668,0.0267,20250601,2025-06
FA_202506_1M_VN_CENTRAL_LCL,2025-06-01,1,VN_CENTRAL,LCL,BASE,243580.27,226740.37,-16839.9,16839.9,0.06913,-0.0691,20250601,2025-06
FA_202506_2M_VN_CENTRAL_LCL,2025-06-01,2,VN_CENTRAL,LCL,BASE,243580.27,271163.81,27583.54,27583.54,0.11324,0.1132,20250601,2025-06
FA_202506_3M_VN_CENTRAL_LCL,2025-06-01,3,VN_CENTRAL,LCL,BASE,243580.27,242508.64,-1071.63,1071.63,0.0044,-0.0044,20250601,2025-06
FA_202506_1M_VN_CENTRAL_TRK,2025-06-01,1,VN_CENTRAL,TRK,BASE,226471.04,200050.01,-26421.03,26421.03,0.11666,-0.1167,20250601,2025-06
FA_202506_2M_VN_CENTRAL_TRK,2025-06-01,2,VN_CENTRAL,TRK,BASE,226471.04,237361.98,10890.94,10890.94,0.04809,0.0481,20250601,2025-06
FA_202506_3M_VN_CENTRAL_TRK,2025-06-01,3,VN_CENTRAL,TRK,BASE,226471.04,224628.62,-1842.42,1842.42,0.00814,-0.0081,20250601,2025-06
FA_202506_1M_VN_NORTH_AIR,2025-06-01,1,VN_NORTH,AIR,BASE,626525.09,568351.67,-58173.42,58173.42,0.09285,-0.0928,20250601,2025-06
FA_202506_2M_VN_NORTH_AIR,2025-06-01,2,VN_NORTH,AIR,BASE,626525.09,662048.18,35523.09,35523.09,0.0567,0.0567,20250601,2025-06
FA_202506_3M_VN_NORTH_AIR,2025-06-01,3,VN_NORTH,AIR,BASE,626525.09,637129.08,10603.99,10603.99,0.01693,0.0169,20250601,2025-06
FA_202506_1M_VN_NORTH_CLS,2025-06-01,1,VN_NORTH,CLS,BASE,498853.46,514412.53,15559.07,15559.07,0.03119,0.0312,20250601,2025-06
FA_202506_2M_VN_NORTH_CLS,2025-06-01,2,VN_NORTH,CLS,BASE,498853.46,454127.75,-44725.71,44725.71,0.08966,-0.0897,20250601,2025-06
FA_202506_3M_VN_NORTH_CLS,2025-06-01,3,VN_NORTH,CLS,BASE,498853.46,551850.43,52996.97,52996.97,0.10624,0.1062,20250601,2025-06
FA_202506_1M_VN_NORTH_CUS,2025-06-01,1,VN_NORTH,CUS,BASE,189318.96,184919.69,-4399.27,4399.27,0.02324,-0.0232,20250601,2025-06
FA_202506_2M_VN_NORTH_CUS,2025-06-01,2,VN_NORTH,CUS,BASE,189318.96,173646.05,-15672.91,15672.91,0.08279,-0.0828,20250601,2025-06
FA_202506_3M_VN_NORTH_CUS,2025-06-01,3,VN_NORTH,CUS,BASE,189318.96,180792.99,-8525.97,8525.97,0.04503,-0.045,20250601,2025-06
FA_202506_1M_VN_NORTH_FCL,2025-06-01,1,VN_NORTH,FCL,BASE,733292.04,814558.85,81266.81,81266.81,0.11082,0.1108,20250601,2025-06
FA_202506_2M_VN_NORTH_FCL,2025-06-01,2,VN_NORTH,FCL,BASE,733292.04,675195.71,-58096.33,58096.33,0.07923,-0.0792,20250601,2025-06
FA_202506_3M_VN_NORTH_FCL,2025-06-01,3,VN_NORTH,FCL,BASE,733292.04,785698.44,52406.4,52406.4,0.07147,0.0715,20250601,2025-06
FA_202506_1M_VN_NORTH_LCL,2025-06-01,1,VN_NORTH,LCL,BASE,344892.11,374606.46,29714.35,29714.35,0.08616,0.0862,20250601,2025-06
FA_202506_2M_VN_NORTH_LCL,2025-06-01,2,VN_NORTH,LCL,BASE,344892.11,370217.14,25325.03,25325.03,0.07343,0.0734,20250601,2025-06
FA_202506_3M_VN_NORTH_LCL,2025-06-01,3,VN_NORTH,LCL,BASE,344892.11,339588.07,-5304.04,5304.04,0.01538,-0.0154,20250601,2025-06
FA_202506_1M_VN_NORTH_TRK,2025-06-01,1,VN_NORTH,TRK,BASE,303382.0,264345.93,-39036.07,39036.07,0.12867,-0.1287,20250601,2025-06
FA_202506_2M_VN_NORTH_TRK,2025-06-01,2,VN_NORTH,TRK,BASE,303382.0,327309.47,23927.47,23927.47,0.07887,0.0789,20250601,2025-06
FA_202506_3M_VN_NORTH_TRK,2025-06-01,3,VN_NORTH,TRK,BASE,303382.0,309908.66,6526.66,6526.66,0.02151,0.0215,20250601,2025-06
FA_202506_1M_VN_SOUTH_AIR,2025-06-01,1,VN_SOUTH,AIR,BASE,714604.64,692259.42,-22345.22,22345.22,0.03127,-0.0313,20250601,2025-06
FA_202506_2M_VN_SOUTH_AIR,2025-06-01,2,VN_SOUTH,AIR,BASE,714604.64,680036.56,-34568.08,34568.08,0.04837,-0.0484,20250601,2025-06
FA_202506_3M_VN_SOUTH_AIR,2025-06-01,3,VN_SOUTH,AIR,BASE,714604.64,577380.51,-137224.13,137224.13,0.19203,-0.192,20250601,2025-06
FA_202506_1M_VN_SOUTH_CLS,2025-06-01,1,VN_SOUTH,CLS,BASE,576622.67,585588.3,8965.63,8965.63,0.01555,0.0156,20250601,2025-06
FA_202506_2M_VN_SOUTH_CLS,2025-06-01,2,VN_SOUTH,CLS,BASE,576622.67,586541.32,9918.65,9918.65,0.0172,0.0172,20250601,2025-06
FA_202506_3M_VN_SOUTH_CLS,2025-06-01,3,VN_SOUTH,CLS,BASE,576622.67,565234.7,-11387.97,11387.97,0.01975,-0.0198,20250601,2025-06
FA_202506_1M_VN_SOUTH_CUS,2025-06-01,1,VN_SOUTH,CUS,BASE,201435.92,203974.16,2538.24,2538.24,0.0126,0.0126,20250601,2025-06
FA_202506_2M_VN_SOUTH_CUS,2025-06-01,2,VN_SOUTH,CUS,BASE,201435.92,206988.92,5553.0,5553.0,0.02757,0.0276,20250601,2025-06
FA_202506_3M_VN_SOUTH_CUS,2025-06-01,3,VN_SOUTH,CUS,BASE,201435.92,231432.29,29996.37,29996.37,0.14891,0.1489,20250601,2025-06
FA_202506_1M_VN_SOUTH_FCL,2025-06-01,1,VN_SOUTH,FCL,BASE,791296.51,789038.31,-2258.2,2258.2,0.00285,-0.0028,20250601,2025-06
FA_202506_2M_VN_SOUTH_FCL,2025-06-01,2,VN_SOUTH,FCL,BASE,791296.51,902974.69,111678.18,111678.18,0.14113,0.1411,20250601,2025-06
FA_202506_3M_VN_SOUTH_FCL,2025-06-01,3,VN_SOUTH,FCL,BASE,791296.51,851413.53,60117.02,60117.02,0.07597,0.076,20250601,2025-06
FA_202506_1M_VN_SOUTH_LCL,2025-06-01,1,VN_SOUTH,LCL,BASE,374699.44,386560.17,11860.73,11860.73,0.03165,0.0316,20250601,2025-06
FA_202506_2M_VN_SOUTH_LCL,2025-06-01,2,VN_SOUTH,LCL,BASE,374699.44,365092.52,-9606.92,9606.92,0.02564,-0.0256,20250601,2025-06
FA_202506_3M_VN_SOUTH_LCL,2025-06-01,3,VN_SOUTH,LCL,BASE,374699.44,354175.38,-20524.06,20524.06,0.05477,-0.0548,20250601,2025-06
FA_202506_1M_VN_SOUTH_TRK,2025-06-01,1,VN_SOUTH,TRK,BASE,358649.54,369676.29,11026.75,11026.75,0.03075,0.0308,20250601,2025-06
FA_202506_2M_VN_SOUTH_TRK,2025-06-01,2,VN_SOUTH,TRK,BASE,358649.54,376440.31,17790.77,17790.77,0.0496,0.0496,20250601,2025-06
FA_202506_3M_VN_SOUTH_TRK,2025-06-01,3,VN_SOUTH,TRK,BASE,358649.54,376199.16,17549.62,17549.62,0.04893,0.0489,20250601,2025-06
FA_202507_1M_CN_AIR,2025-07-01,1,CN,AIR,BASE,472703.5,454321.37,-18382.13,18382.13,0.03889,-0.0389,20250701,2025-07
FA_202507_2M_CN_AIR,2025-07-01,2,CN,AIR,BASE,472703.5,508579.24,35875.74,35875.74,0.07589,0.0759,20250701,2025-07
FA_202507_3M_CN_AIR,2025-07-01,3,CN,AIR,BASE,472703.5,469729.81,-2973.69,2973.69,0.00629,-0.0063,20250701,2025-07
FA_202507_1M_CN_CLS,2025-07-01,1,CN,CLS,BASE,357630.75,338968.98,-18661.77,18661.77,0.05218,-0.0522,20250701,2025-07
