OpexDriverKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,DepartmentKey,RentUSD,SoftwareUSD,MarketingUSD,TravelUSD,GAUSD,NonPayrollOpexUSD,DateKey,YearMonth
OPEX_202504_ACTUAL_VN_NORTH_OPS,2025-04-01,Actual,ACTUAL,VN_NORTH,OPS,3355.67,1115.92,419.57,7393.31,3574.79,15859.27,20250401,2025-04
OPEX_202504_ACTUAL_VN_NORTH_CS,2025-04-01,Actual,ACTUAL,VN_NORTH,CS,3291.38,365.19,491.84,747.85,1098.88,5995.14,20250401,2025-04
OPEX_202504_ACTUAL_VN_NORTH_FIN,2025-04-01,Actual,ACTUAL,VN_NORTH,FIN,3349.84,392.0,414.63,282.44,502.14,4941.04,20250401,2025-04
OPEX_202504_ACTUAL_VN_NORTH_IT,2025-04-01,Actual,ACTUAL,VN_NORTH,IT,3484.13,262.19,421.65,212.22,329.49,4709.68,20250401,2025-04
OPEX_202504_ACTUAL_VN_NORTH_MGT,2025-04-01,Actual,ACTUAL,VN_NORTH,MGT,3301.22,93.83,451.44,181.27,277.74,4305.51,20250401,2025-04
OPEX_202504_ACTUAL_VN_SOUTH_SALES,2025-04-01,Actual,ACTUAL,VN_SOUTH,SALES,4847.8,910.72,5647.22,2327.46,1158.36,14891.56,20250401,2025-04
OPEX_202504_ACTUAL_VN_SOUTH_OPS,2025-04-01,Actual,ACTUAL,VN_SOUTH,OPS,4747.51,1376.94,490.57,7817.38,3589.59,18021.99,20250401,2025-04
OPEX_202504_ACTUAL_VN_SOUTH_CS,2025-04-01,Actual,ACTUAL,VN_SOUTH,CS,4797.01,435.23,449.49,836.38,1282.71,7800.82,20250401,2025-04
OPEX_202504_ACTUAL_VN_SOUTH_FIN,2025-04-01,Actual,ACTUAL,VN_SOUTH,FIN,4600.43,451.23,461.94,349.51,537.32,6400.43,20250401,2025-04
OPEX_202504_ACTUAL_VN_SOUTH_IT,2025-04-01,Actual,ACTUAL,VN_SOUTH,IT,4953.4,284.96,406.7,235.6,398.93,6279.59,20250401,2025-04
OPEX_202504_ACTUAL_VN_SOUTH_MGT,2025-04-01,Actual,ACTUAL,VN_SOUTH,MGT,4445.01,107.79,405.55,213.71,326.41,5498.47,20250401,2025-04
OPEX_202505_ACTUAL_CN_SALES,2025-05-01,Actual,ACTUAL,CN,SALES,4654.75,695.07,5908.67,1737.45,903.08,13899.02,20250501,2025-05
OPEX_202505_ACTUAL_CN_OPS,2025-05-01,Actual,ACTUAL,CN,OPS,4833.96,864.19,431.43,5360.12,2626.94,14116.64,20250501,2025-05
OPEX_202505_ACTUAL_CN_CS,2025-05-01,Actual,ACTUAL,CN,CS,4899.3,287.53,506.43,618.34,908.63,7220.23,20250501,2025-05
OPEX_202505_ACTUAL_CN_FIN,2025-05-01,Actual,ACTUAL,CN,FIN,4722.69,312.79,453.56,265.05,363.77,6117.87,20250501,2025-05
OPEX_202505_ACTUAL_CN_IT,2025-05-01,Actual,ACTUAL,CN,IT,4843.96,188.54,440.43,147.22,245.95,5866.09,20250501,2025-05
OPEX_202505_ACTUAL_CN_MGT,2025-05-01,Actual,ACTUAL,CN,MGT,4695.28,73.4,474.16,131.38,211.9,5586.11,20250501,2025-05
OPEX_202505_ACTUAL_TH_SALES,2025-05-01,Actual,ACTUAL,TH,SALES,3390.35,498.39,5525.23,1425.92,632.03,11471.93,20250501,2025-05
OPEX_202505_ACTUAL_TH_OPS,2025-05-01,Actual,ACTUAL,TH,OPS,3441.78,628.25,484.38,4232.18,2122.6,10909.2,20250501,2025-05
OPEX_202505_ACTUAL_TH_CS,2025-05-01,Actual,ACTUAL,TH,CS,3326.45,232.34,468.75,410.48,730.43,5168.45,20250501,2025-05
OPEX_202505_ACTUAL_TH_FIN,2025-05-01,Actual,ACTUAL,TH,FIN,3417.24,239.87,494.46,176.98,307.02,4635.57,20250501,2025-05
OPEX_202505_ACTUAL_TH_IT,2025-05-01,Actual,ACTUAL,TH,IT,3306.62,149.07,428.24,119.17,195.4,4198.5,20250501,2025-05
OPEX_202505_ACTUAL_TH_MGT,2025-05-01,Actual,ACTUAL,TH,MGT,3353.41,56.25,400.09,106.58,174.62,4090.96,20250501,2025-05
OPEX_202505_ACTUAL_VN_CENTRAL_SALES,2025-05-01,Actual,ACTUAL,VN_CENTRAL,SALES,3379.12,591.21,4662.94,1708.23,777.58,11119.08,20250501,2025-05
OPEX_202505_ACTUAL_VN_CENTRAL_OPS,2025-05-01,Actual,ACTUAL,VN_CENTRAL,OPS,3504.67,821.53,478.15,6000.04,2642.41,13446.8,20250501,2025-05
OPEX_202505_ACTUAL_VN_CENTRAL_CS,2025-05-01,Actual,ACTUAL,VN_CENTRAL,CS,3414.98,301.91,490.44,540.88,888.93,5637.14,20250501,2025-05
OPEX_202505_ACTUAL_VN_CENTRAL_FIN,2025-05-01,Actual,ACTUAL,VN_CENTRAL,FIN,3440.7,264.65,477.25,241.56,352.58,4776.75,20250501,2025-05
OPEX_202505_ACTUAL_VN_CENTRAL_IT,2025-05-01,Actual,ACTUAL,VN_CENTRAL,IT,3370.51,202.28,464.04,154.8,227.72,4419.36,20250501,2025-05
OPEX_202505_ACTUAL_VN_CENTRAL_MGT,2025-05-01,Actual,ACTUAL,VN_CENTRAL,MGT,3289.21,63.77,461.83,119.98,191.72,4126.51,20250501,2025-05
OPEX_202505_ACTUAL_VN_NORTH_SALES,2025-05-01,Actual,ACTUAL,VN_NORTH,SALES,3290.45,859.56,4946.82,2177.21,1114.15,12388.19,20250501,2025-05
OPEX_202505_ACTUAL_VN_NORTH_OPS,2025-05-01,Actual,ACTUAL,VN_NORTH,OPS,3163.81,1058.22,544.29,7465.52,3595.5,15827.34,20250501,2025-05
OPEX_202505_ACTUAL_VN_NORTH_CS,2025-05-01,Actual,ACTUAL,VN_NORTH,CS,3216.99,374.6,430.05,675.56,1200.63,5897.84,20250501,2025-05
OPEX_202505_ACTUAL_VN_NORTH_FIN,2025-05-01,Actual,ACTUAL,VN_NORTH,FIN,3247.82,357.59,422.72,302.38,506.1,4836.61,20250501,2025-05
OPEX_202505_ACTUAL_VN_NORTH_IT,2025-05-01,Actual,ACTUAL,VN_NORTH,IT,3365.79,264.84,475.4,201.68,326.6,4634.31,20250501,2025-05
OPEX_202505_ACTUAL_VN_NORTH_MGT,2025-05-01,Actual,ACTUAL,VN_NORTH,MGT,3334.72,92.38,507.5,164.3,282.66,4381.56,20250501,2025-05
OPEX_202505_ACTUAL_VN_SOUTH_SALES,2025-05-01,Actual,ACTUAL,VN_SOUTH,SALES,4735.94,941.96,5054.3,2741.49,1205.1,14678.79,20250501,2025-05
OPEX_202505_ACTUAL_VN_SOUTH_OPS,2025-05-01,Actual,ACTUAL,VN_SOUTH,OPS,4866.2,1159.57,508.91,8081.47,3579.21,18195.36,20250501,2025-05
OPEX_202505_ACTUAL_VN_SOUTH_CS,2025-05-01,Actual,ACTUAL,VN_SOUTH,CS,4638.35,471.05,472.05,930.11,1449.97,7961.53,20250501,2025-05
OPEX_202505_ACTUAL_VN_SOUTH_FIN,2025-05-01,Actual,ACTUAL,VN_SOUTH,FIN,4657.31,425.16,552.03,348.57,562.29,6545.36,20250501,2025-05
OPEX_202505_ACTUAL_VN_SOUTH_IT,2025-05-01,Actual,ACTUAL,VN_SOUTH,IT,4694.93,313.16,467.8,249.65,428.77,6154.31,20250501,2025-05
OPEX_202505_ACTUAL_VN_SOUTH_MGT,2025-05-01,Actual,ACTUAL,VN_SOUTH,MGT,4761.02,112.19,393.07,233.1,335.33,5834.71,20250501,2025-05
OPEX_202506_ACTUAL_CN_SALES,2025-06-01,Actual,ACTUAL,CN,SALES,4616.93,665.19,5437.38,1790.13,920.61,13430.24,20250601,2025-06
OPEX_202506_ACTUAL_CN_OPS,2025-06-01,Actual,ACTUAL,CN,OPS,4773.67,885.61,421.56,5731.79,2863.54,14676.18,20250601,2025-06
OPEX_202506_ACTUAL_CN_CS,2025-06-01,Actual,ACTUAL,CN,CS,4840.13,306.64,529.5,512.58,997.91,7186.77,20250601,2025-06
OPEX_202506_ACTUAL_CN_FIN,2025-06-01,Actual,ACTUAL,CN,FIN,5014.98,277.13,449.41,246.86,359.05,6347.43,20250601,2025-06
OPEX_202506_ACTUAL_CN_IT,2025-06-01,Actual,ACTUAL,CN,IT,4735.93,202.24,502.94,145.06,271.01,5857.18,20250601,2025-06
OPEX_202506_ACTUAL_CN_MGT,2025-06-01,Actual,ACTUAL,CN,MGT,4670.95,69.0,489.78,144.35,210.19,5584.28,20250601,2025-06
OPEX_202506_ACTUAL_TH_SALES,2025-06-01,Actual,ACTUAL,TH,SALES,3259.7,519.32,5825.46,1351.59,684.83,11640.89,20250601,2025-06
OPEX_202506_ACTUAL_TH_OPS,2025-06-01,Actual,ACTUAL,TH,OPS,3317.49,641.21,510.77,3957.8,1985.45,10412.72,20250601,2025-06
OPEX_202506_ACTUAL_TH_CS,2025-06-01,Actual,ACTUAL,TH,CS,3285.15,236.0,460.22,407.05,727.52,5115.93,20250601,2025-06
OPEX_202506_ACTUAL_TH_FIN,2025-06-01,Actual,ACTUAL,TH,FIN,3361.67,249.3,436.03,214.27,298.31,4559.58,20250601,2025-06
OPEX_202506_ACTUAL_TH_IT,2025-06-01,Actual,ACTUAL,TH,IT,3420.75,157.47,526.85,115.63,192.72,4413.41,20250601,2025-06
OPEX_202506_ACTUAL_TH_MGT,2025-06-01,Actual,ACTUAL,TH,MGT,3433.8,49.47,499.68,93.1,164.76,4240.81,20250601,2025-06
OPEX_202506_ACTUAL_VN_CENTRAL_SALES,2025-06-01,Actual,ACTUAL,VN_CENTRAL,SALES,3234.38,627.14,4990.36,1850.17,894.09,11596.15,20250601,2025-06
OPEX_202506_ACTUAL_VN_CENTRAL_OPS,2025-06-01,Actual,ACTUAL,VN_CENTRAL,OPS,3458.39,752.23,501.5,4520.52,2325.93,11558.55,20250601,2025-06
OPEX_202506_ACTUAL_VN_CENTRAL_CS,2025-06-01,Actual,ACTUAL,VN_CENTRAL,CS,3192.62,280.27,434.15,498.6,844.18,5249.81,20250601,2025-06
OPEX_202506_ACTUAL_VN_CENTRAL_FIN,2025-06-01,Actual,ACTUAL,VN_CENTRAL,FIN,3360.25,252.55,497.06,224.49,366.11,4700.45,20250601,2025-06
OPEX_202506_ACTUAL_VN_CENTRAL_IT,2025-06-01,Actual,ACTUAL,VN_CENTRAL,IT,3374.5,176.2,450.35,155.35,221.97,4378.37,20250601,2025-06
OPEX_202506_ACTUAL_VN_CENTRAL_MGT,2025-06-01,Actual,ACTUAL,VN_CENTRAL,MGT,3212.58,64.55,517.41,137.79,219.11,4151.44,20250601,2025-06
OPEX_202506_ACTUAL_VN_NORTH_SALES,2025-06-01,Actual,ACTUAL,VN_NORTH,SALES,3415.87,802.94,5176.47,2144.07,1061.82,12601.16,20250601,2025-06
OPEX_202506_ACTUAL_VN_NORTH_OPS,2025-06-01,Actual,ACTUAL,VN_NORTH,OPS,3445.44,1065.77,420.19,6461.76,3359.96,14753.13,20250601,2025-06
OPEX_202506_ACTUAL_VN_NORTH_CS,2025-06-01,Actual,ACTUAL,VN_NORTH,CS,3448.08,387.86,461.55,747.85,1195.24,6240.58,20250601,2025-06
OPEX_202506_ACTUAL_VN_NORTH_FIN,2025-06-01,Actual,ACTUAL,VN_NORTH,FIN,3351.95,414.56,458.17,354.78,525.7,5105.16,20250601,2025-06
OPEX_202506_ACTUAL_VN_NORTH_IT,2025-06-01,Actual,ACTUAL,VN_NORTH,IT,3295.31,270.32,493.39,221.89,324.42,4605.33,20250601,2025-06
OPEX_202506_ACTUAL_VN_NORTH_MGT,2025-06-01,Actual,ACTUAL,VN_NORTH,MGT,3304.64,94.13,489.5,155.0,290.23,4333.49,20250601,2025-06
OPEX_202506_ACTUAL_VN_SOUTH_SALES,2025-06-01,Actual,ACTUAL,VN_SOUTH,SALES,4836.65,1019.37,5075.77,2661.15,1352.88,14945.81,20250601,2025-06
OPEX_202506_ACTUAL_VN_SOUTH_OPS,2025-06-01,Actual,ACTUAL,VN_SOUTH,OPS,4832.65,1292.45,417.66,9306.12,3636.51,19485.4,20250601,2025-06
OPEX_202506_ACTUAL_VN_SOUTH_CS,2025-06-01,Actual,ACTUAL,VN_SOUTH,CS,4924.92,430.3,493.92,842.23,1279.21,7970.57,20250601,2025-06
OPEX_202506_ACTUAL_VN_SOUTH_FIN,2025-06-01,Actual,ACTUAL,VN_SOUTH,FIN,4688.27,451.76,470.06,374.91,627.27,6612.26,20250601,2025-06
OPEX_202506_ACTUAL_VN_SOUTH_IT,2025-06-01,Actual,ACTUAL,VN_SOUTH,IT,4875.0,296.73,500.86,256.66,369.43,6298.68,20250601,2025-06
OPEX_202506_ACTUAL_VN_SOUTH_MGT,2025-06-01,Actual,ACTUAL,VN_SOUTH,MGT,4787.31,100.21,498.19,221.95,311.09,5918.76,20250601,2025-06
OPEX_202507_ACTUAL_CN_SALES,2025-07-01,Actual,ACTUAL,CN,SALES,4636.61,686.37,5592.84,1732.21,926.24,13574.26,20250701,2025-07
OPEX_202507_ACTUAL_CN_OPS,2025-07-01,Actual,ACTUAL,CN,OPS,4954.8,908.84,492.06,6248.43,2900.31,15504.44,20250701,2025-07
OPEX_202507_ACTUAL_CN_CS,2025-07-01,Actual,ACTUAL,CN,CS,4684.92,289.69,421.24,541.11,944.23,6881.19,20250701,2025-07
OPEX_202507_ACTUAL_CN_FIN,2025-07-01,Actual,ACTUAL,CN,FIN,4957.8,311.55,497.69,245.7,377.49,6390.22,20250701,2025-07
OPEX_202507_ACTUAL_CN_IT,2025-07-01,Actual,ACTUAL,CN,IT,4715.06,206.74,446.8,163.39,289.15,5821.14,20250701,2025-07
OPEX_202507_ACTUAL_CN_MGT,2025-07-01,Actual,ACTUAL,CN,MGT,4749.39,69.52,521.2,130.2,225.77,5696.07,20250701,2025-07
OPEX_202507_ACTUAL_TH_SALES,2025-07-01,Actual,ACTUAL,TH,SALES,3352.01,478.36,5724.87,1434.57,726.93,11716.75,20250701,2025-07
OPEX_202507_ACTUAL_TH_OPS,2025-07-01,Actual,ACTUAL,TH,OPS,3279.96,621.97,511.39,3962.75,1946.94,10323.01,20250701,2025-07
OPEX_202507_ACTUAL_TH_CS,2025-07-01,Actual,ACTUAL,TH,CS,3126.35,217.65,458.52,439.32,633.57,4875.43,20250701,2025-07
OPEX_202507_ACTUAL_TH_FIN,2025-07-01,Actual,ACTUAL,TH,FIN,3407.0,241.6,490.21,179.43,293.74,4611.97,20250701,2025-07
OPEX_202507_ACTUAL_TH_IT,2025-07-01,Actual,ACTUAL,TH,IT,3136.64,156.85,515.88,122.73,194.31,4126.41,20250701,2025-07
OPEX_202507_ACTUAL_TH_MGT,2025-07-01,Actual,ACTUAL,TH,MGT,3367.98,54.77,418.19,100.67,171.28,4112.9,20250701,2025-07
OPEX_202507_ACTUAL_VN_CENTRAL_SALES,2025-07-01,Actual,ACTUAL,VN_CENTRAL,SALES,3440.8,631.28,4855.63,1788.4,845.89,11562.0,20250701,2025-07
OPEX_202507_ACTUAL_VN_CENTRAL_OPS,2025-07-01,Actual,ACTUAL,VN_CENTRAL,OPS,3361.54,825.98,488.39,5163.74,2502.18,12341.83,20250701,2025-07
OPEX_202507_ACTUAL_VN_CENTRAL_CS,2025-07-01,Actual,ACTUAL,VN_CENTRAL,CS,3369.03,271.72,484.49,473.6,782.17,5381.03,20250701,2025-07
OPEX_202507_ACTUAL_VN_CENTRAL_FIN,2025-07-01,Actual,ACTUAL,VN_CENTRAL,FIN,3454.94,277.19,462.09,249.41,367.62,4811.25,20250701,2025-07
OPEX_202507_ACTUAL_VN_CENTRAL_IT,2025-07-01,Actual,ACTUAL,VN_CENTRAL,IT,3475.12,172.87,490.79,130.83,245.14,4514.75,20250701,2025-07
OPEX_202507_ACTUAL_VN_CENTRAL_MGT,2025-07-01,Actual,ACTUAL,VN_CENTRAL,MGT,3408.29,64.94,504.59,124.82,219.13,4321.76,20250701,2025-07
OPEX_202507_ACTUAL_VN_NORTH_SALES,2025-07-01,Actual,ACTUAL,VN_NORTH,SALES,3382.73,819.65,5553.41,2581.63,1108.18,13445.59,20250701,2025-07
OPEX_202507_ACTUAL_VN_NORTH_OPS,2025-07-01,Actual,ACTUAL,VN_NORTH,OPS,3283.69,1160.45,447.27,6859.02,3666.02,15416.45,20250701,2025-07
OPEX_202507_ACTUAL_VN_NORTH_CS,2025-07-01,Actual,ACTUAL,VN_NORTH,CS,3318.65,345.34,510.55,722.63,1162.93,6060.09,20250701,2025-07
OPEX_202507_ACTUAL_VN_NORTH_FIN,2025-07-01,Actual,ACTUAL,VN_NORTH,FIN,3361.41,394.64,483.31,290.83,516.34,5046.52,20250701,2025-07
OPEX_202507_ACTUAL_VN_NORTH_IT,2025-07-01,Actual,ACTUAL,VN_NORTH,IT,3317.69,250.06,518.27,200.79,332.92,4619.73,20250701,2025-07
OPEX_202507_ACTUAL_VN_NORTH_MGT,2025-07-01,Actual,ACTUAL,VN_NORTH,MGT,3382.29,101.0,505.9,171.97,274.4,4435.56,20250701,2025-07
OPEX_202507_ACTUAL_VN_SOUTH_SALES,2025-07-01,Actual,ACTUAL,VN_SOUTH,SALES,4844.09,885.46,4788.92,2630.41,1233.81,14382.7,20250701,2025-07
OPEX_202507_ACTUAL_VN_SOUTH_OPS,2025-07-01,Actual,ACTUAL,VN_SOUTH,OPS,4810.0,1172.82,470.76,8257.51,3628.37,18339.46,20250701,2025-07
OPEX_202507_ACTUAL_VN_SOUTH_CS,2025-07-01,Actual,ACTUAL,VN_SOUTH,CS,4833.97,393.31,419.2,802.67,1293.92,7743.07,20250701,2025-07
OPEX_202507_ACTUAL_VN_SOUTH_FIN,2025-07-01,Actual,ACTUAL,VN_SOUTH,FIN,4685.85,445.44,411.26,348.82,607.07,6498.44,20250701,2025-07
OPEX_202507_ACTUAL_VN_SOUTH_IT,2025-07-01,Actual,ACTUAL,VN_SOUTH,IT,4712.17,309.27,449.97,267.11,382.74,6121.26,20250701,2025-07
OPEX_202507_ACTUAL_VN_SOUTH_MGT,2025-07-01,Actual,ACTUAL,VN_SOUTH,MGT,4615.8,113.13,493.66,201.22,325.55,5749.36,20250701,2025-07
OPEX_202508_ACTUAL_CN_SALES,2025-08-01,Actual,ACTUAL,CN,SALES,4803.32,628.34,4615.24,2052.18,807.56,12906.64,20250801,2025-08
OPEX_202508_ACTUAL_CN_OPS,2025-08-01,Actual,ACTUAL,CN,OPS,4813.89,940.76,416.3,6312.44,2856.31,15339.69,20250801,2025-08
OPEX_202508_ACTUAL_CN_CS,2025-08-01,Actual,ACTUAL,CN,CS,4829.06,312.87,527.82,643.95,884.8,7198.49,20250801,2025-08
OPEX_202508_ACTUAL_CN_FIN,2025-08-01,Actual,ACTUAL,CN,FIN,4894.75,294.6,444.21,296.8,405.35,6335.71,20250801,2025-08
OPEX_202508_ACTUAL_CN_IT,2025-08-01,Actual,ACTUAL,CN,IT,4942.91,207.02,469.44,163.66,289.67,6072.69,20250801,2025-08
OPEX_202508_ACTUAL_CN_MGT,2025-08-01,Actual,ACTUAL,CN,MGT,4901.37,73.2,452.59,144.6,224.01,5795.77,20250801,2025-08
OPEX_202508_ACTUAL_TH_SALES,2025-08-01,Actual,ACTUAL,TH,SALES,3370.63,501.77,6025.63,1359.43,632.77,11890.23,20250801,2025-08
OPEX_202508_ACTUAL_TH_OPS,2025-08-01,Actual,ACTUAL,TH,OPS,3389.16,650.45,497.32,4313.43,1996.14,10846.49,20250801,2025-08
OPEX_202508_ACTUAL_TH_CS,2025-08-01,Actual,ACTUAL,TH,CS,3470.51,226.78,547.69,391.4,695.69,5332.07,20250801,2025-08
OPEX_202508_ACTUAL_TH_FIN,2025-08-01,Actual,ACTUAL,TH,FIN,3351.74,227.1,467.78,182.58,316.66,4545.86,20250801,2025-08
OPEX_202508_ACTUAL_TH_IT,2025-08-01,Actual,ACTUAL,TH,IT,3411.22,154.33,414.89,132.89,202.07,4315.39,20250801,2025-08
OPEX_202508_ACTUAL_TH_MGT,2025-08-01,Actual,ACTUAL,TH,MGT,3473.57,54.23,429.93,100.91,170.74,4229.38,20250801,2025-08
OPEX_202508_ACTUAL_VN_CENTRAL_SALES,2025-08-01,Actual,ACTUAL,VN_CENTRAL,SALES,3365.76,598.09,5292.26,1727.2,767.01,11750.32,20250801,2025-08
OPEX_202508_ACTUAL_VN_CENTRAL_OPS,2025-08-01,Actual,ACTUAL,VN_CENTRAL,OPS,3346.37,691.87,458.45,5001.8,2074.11,11572.6,20250801,2025-08
OPEX_202508_ACTUAL_VN_CENTRAL_CS,2025-08-01,Actual,ACTUAL,VN_CENTRAL,CS,3327.02,287.62,519.94,519.66,781.23,5435.46,20250801,2025-08
OPEX_202508_ACTUAL_VN_CENTRAL_FIN,2025-08-01,Actual,ACTUAL,VN_CENTRAL,FIN,3394.91,281.57,449.7,227.71,345.84,4699.73,20250801,2025-08
OPEX_202508_ACTUAL_VN_CENTRAL_IT,2025-08-01,Actual,ACTUAL,VN_CENTRAL,IT,3449.06,204.08,469.52,147.87,246.43,4516.96,20250801,2025-08
OPEX_202508_ACTUAL_VN_CENTRAL_MGT,2025-08-01,Actual,ACTUAL,VN_CENTRAL,MGT,3589.75,70.08,499.14,138.94,217.1,4515.02,20250801,2025-08
OPEX_202508_ACTUAL_VN_NORTH_SALES,2025-08-01,Actual,ACTUAL,VN_NORTH,SALES,3325.13,851.17,5686.5,2378.03,1105.92,13346.75,20250801,2025-08
OPEX_202508_ACTUAL_VN_NORTH_OPS,2025-08-01,Actual,ACTUAL,VN_NORTH,OPS,3401.79,1165.04,514.35,7758.31,3612.77,16452.27,20250801,2025-08
OPEX_202508_ACTUAL_VN_NORTH_CS,2025-08-01,Actual,ACTUAL,VN_NORTH,CS,3343.9,401.13,507.37,822.27,1229.55,6304.22,20250801,2025-08
OPEX_202508_ACTUAL_VN_NORTH_FIN,2025-08-01,Actual,ACTUAL,VN_NORTH,FIN,3412.0,402.58,471.81,323.28,530.72,5140.39,20250801,2025-08
OPEX_202508_ACTUAL_VN_NORTH_IT,2025-08-01,Actual,ACTUAL,VN_NORTH,IT,3366.35,264.82,511.23,255.57,356.81,4754.78,20250801,2025-08
OPEX_202508_ACTUAL_VN_NORTH_MGT,2025-08-01,Actual,ACTUAL,VN_NORTH,MGT,3444.39,98.52,462.91,189.21,284.05,4479.08,20250801,2025-08
OPEX_202508_ACTUAL_VN_SOUTH_SALES,2025-08-01,Actual,ACTUAL,VN_SOUTH,SALES,4671.69,936.47,5831.43,2664.81,1284.86,15389.25,20250801,2025-08
OPEX_202508_ACTUAL_VN_SOUTH_OPS,2025-08-01,Actual,ACTUAL,VN_SOUTH,OPS,5068.6,1399.02,401.88,9269.29,4079.29,20218.09,20250801,2025-08
OPEX_202508_ACTUAL_VN_SOUTH_CS,2025-08-01,Actual,ACTUAL,VN_SOUTH,CS,4860.44,444.98,461.43,822.65,1367.88,7957.38,20250801,2025-08
OPEX_202508_ACTUAL_VN_SOUTH_FIN,2025-08-01,Actual,ACTUAL,VN_SOUTH,FIN,4809.42,486.03,479.8,397.43,655.58,6828.27,20250801,2025-08
OPEX_202508_ACTUAL_VN_SOUTH_IT,2025-08-01,Actual,ACTUAL,VN_SOUTH,IT,4839.66,297.9,509.14,246.68,385.56,6278.94,20250801,2025-08
OPEX_202508_ACTUAL_VN_SOUTH_MGT,2025-08-01,Actual,ACTUAL,VN_SOUTH,MGT,4847.27,104.5,427.56,187.94,319.89,5887.16,20250801,2025-08
OPEX_202509_ACTUAL_CN_SALES,2025-09-01,Actual,ACTUAL,CN,SALES,4840.86,636.73,5104.15,1759.41,828.69,13169.85,20250901,2025-09
OPEX_202509_ACTUAL_CN_OPS,2025-09-01,Actual,ACTUAL,CN,OPS,4631.49,887.15,435.09,5613.17,2663.14,14230.05,20250901,2025-09
OPEX_202509_ACTUAL_CN_CS,2025-09-01,Actual,ACTUAL,CN,CS,4890.95,305.38,459.16,521.33,942.27,7119.09,20250901,2025-09
OPEX_202509_ACTUAL_CN_FIN,2025-09-01,Actual,ACTUAL,CN,FIN,4643.47,299.97,466.81,277.25,438.58,6126.08,20250901,2025-09
OPEX_202509_ACTUAL_CN_IT,2025-09-01,Actual,ACTUAL,CN,IT,4757.09,196.71,418.73,182.01,261.9,5816.44,20250901,2025-09
OPEX_202509_ACTUAL_CN_MGT,2025-09-01,Actual,ACTUAL,CN,MGT,4843.98,76.49,473.98,179.84,233.61,5807.91,20250901,2025-09
OPEX_202509_ACTUAL_TH_SALES,2025-09-01,Actual,ACTUAL,TH,SALES,3404.35,532.8,4718.37,1247.55,652.51,10555.58,20250901,2025-09
OPEX_202509_ACTUAL_TH_OPS,2025-09-01,Actual,ACTUAL,TH,OPS,3389.68,708.27,484.92,4477.42,2262.31,11322.59,20250901,2025-09
OPEX_202509_ACTUAL_TH_CS,2025-09-01,Actual,ACTUAL,TH,CS,3356.79,221.77,514.13,451.45,730.78,5274.91,20250901,2025-09
OPEX_202509_ACTUAL_TH_FIN,2025-09-01,Actual,ACTUAL,TH,FIN,3440.54,227.76,535.09,178.72,305.72,4687.83,20250901,2025-09
OPEX_202509_ACTUAL_TH_IT,2025-09-01,Actual,ACTUAL,TH,IT,3444.55,156.84,408.55,127.02,201.22,4338.18,20250901,2025-09
OPEX_202509_ACTUAL_TH_MGT,2025-09-01,Actual,ACTUAL,TH,MGT,3360.22,54.91,475.46,97.84,144.13,4132.55,20250901,2025-09
OPEX_202509_ACTUAL_VN_CENTRAL_SALES,2025-09-01,Actual,ACTUAL,VN_CENTRAL,SALES,3427.65,554.68,5691.67,1693.76,812.35,12180.1,20250901,2025-09
OPEX_202509_ACTUAL_VN_CENTRAL_OPS,2025-09-01,Actual,ACTUAL,VN_CENTRAL,OPS,3429.13,789.45,504.69,5026.08,2529.39,12278.74,20250901,2025-09
OPEX_202509_ACTUAL_VN_CENTRAL_CS,2025-09-01,Actual,ACTUAL,VN_CENTRAL,CS,3440.1,289.08,511.1,549.36,924.84,5714.48,20250901,2025-09
OPEX_202509_ACTUAL_VN_CENTRAL_FIN,2025-09-01,Actual,ACTUAL,VN_CENTRAL,FIN,3363.63,268.07,417.61,251.87,367.8,4668.99,20250901,2025-09
OPEX_202509_ACTUAL_VN_CENTRAL_IT,2025-09-01,Actual,ACTUAL,VN_CENTRAL,IT,3386.23,186.33,423.28,155.7,237.02,4388.57,20250901,2025-09
OPEX_202509_ACTUAL_VN_CENTRAL_MGT,2025-09-01,Actual,ACTUAL,VN_CENTRAL,MGT,3309.25,67.63,516.82,142.23,207.37,4243.3,20250901,2025-09
OPEX_202509_ACTUAL_VN_NORTH_SALES,2025-09-01,Actual,ACTUAL,VN_NORTH,SALES,3341.45,878.17,5652.98,2674.89,1157.06,13704.55,20250901,2025-09
OPEX_202509_ACTUAL_VN_NORTH_OPS,2025-09-01,Actual,ACTUAL,VN_NORTH,OPS,3426.06,1077.8,561.97,6809.59,3565.27,15440.68,20250901,2025-09
OPEX_202509_ACTUAL_VN_NORTH_CS,2025-09-01,Actual,ACTUAL,VN_NORTH,CS,3430.13,366.56,475.84,788.2,1188.27,6249.0,20250901,2025-09
OPEX_202509_ACTUAL_VN_NORTH_FIN,2025-09-01,Actual,ACTUAL,VN_NORTH,FIN,3439.53,398.75,472.81,330.23,546.9,5188.22,20250901,2025-09
OPEX_202509_ACTUAL_VN_NORTH_IT,2025-09-01,Actual,ACTUAL,VN_NORTH,IT,3246.85,254.96,460.89,189.98,324.43,4477.11,20250901,2025-09
OPEX_202509_ACTUAL_VN_NORTH_MGT,2025-09-01,Actual,ACTUAL,VN_NORTH,MGT,3536.95,100.73,453.4,203.76,318.95,4613.79,20250901,2025-09
