HeadcountPlanKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,DepartmentKey,FTE,NewHires,Attrition,AvgSalaryUSD,PayrollCostUSD,JobsPerFTE,DateKey,YearMonth
HC_202511_ACTUAL_TH_SALES,2025-11-01,Actual,ACTUAL,TH,SALES,11.5,0.2,0.1,2129.87,24493.48,183.13,20251101,2025-11
HC_202511_ACTUAL_TH_OPS,2025-11-01,Actual,ACTUAL,TH,OPS,35.9,0.6,0.4,1519.69,54556.86,58.66,20251101,2025-11
HC_202511_ACTUAL_TH_CS,2025-11-01,Actual,ACTUAL,TH,CS,12.5,0.2,0.1,1358.51,16981.38,168.48,20251101,2025-11
HC_202511_ACTUAL_TH_FIN,2025-11-01,Actual,ACTUAL,TH,FIN,5.2,0.1,0.1,1784.48,9279.32,405.0,20251101,2025-11
HC_202511_ACTUAL_TH_IT,2025-11-01,Actual,ACTUAL,TH,IT,3.7,0.1,0.0,1957.18,7241.55,569.19,20251101,2025-11
HC_202511_ACTUAL_TH_MGT,2025-11-01,Actual,ACTUAL,TH,MGT,3.1,0.1,0.0,3568.97,11063.8,679.35,20251101,2025-11
HC_202511_ACTUAL_VN_CENTRAL_SALES,2025-11-01,Actual,ACTUAL,VN_CENTRAL,SALES,13.1,0.2,0.2,1972.1,25834.51,194.43,20251101,2025-11
HC_202511_ACTUAL_VN_CENTRAL_OPS,2025-11-01,Actual,ACTUAL,VN_CENTRAL,OPS,42.3,0.8,0.4,1407.12,59521.18,60.21,20251101,2025-11
HC_202511_ACTUAL_VN_CENTRAL_CS,2025-11-01,Actual,ACTUAL,VN_CENTRAL,CS,14.4,0.3,0.1,1257.88,18113.47,176.88,20251101,2025-11
HC_202511_ACTUAL_VN_CENTRAL_FIN,2025-11-01,Actual,ACTUAL,VN_CENTRAL,FIN,6.3,0.1,0.1,1652.3,10409.49,404.29,20251101,2025-11
HC_202511_ACTUAL_VN_CENTRAL_IT,2025-11-01,Actual,ACTUAL,VN_CENTRAL,IT,4.2,0.1,0.0,1812.2,7611.24,606.43,20251101,2025-11
HC_202511_ACTUAL_VN_CENTRAL_MGT,2025-11-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.6,0.1,0.0,3304.6,11896.56,707.5,20251101,2025-11
HC_202511_ACTUAL_VN_NORTH_SALES,2025-11-01,Actual,ACTUAL,VN_NORTH,SALES,21.1,0.4,0.3,1972.1,41611.31,168.72,20251101,2025-11
HC_202511_ACTUAL_VN_NORTH_OPS,2025-11-01,Actual,ACTUAL,VN_NORTH,OPS,62.3,1.1,0.6,1407.12,87663.58,57.14,20251101,2025-11
HC_202511_ACTUAL_VN_NORTH_CS,2025-11-01,Actual,ACTUAL,VN_NORTH,CS,21.1,0.4,0.2,1257.88,26541.27,168.72,20251101,2025-11
HC_202511_ACTUAL_VN_NORTH_FIN,2025-11-01,Actual,ACTUAL,VN_NORTH,FIN,8.7,0.2,0.1,1652.3,14375.01,409.2,20251101,2025-11
HC_202511_ACTUAL_VN_NORTH_IT,2025-11-01,Actual,ACTUAL,VN_NORTH,IT,5.7,0.1,0.1,1812.2,10329.54,624.56,20251101,2025-11
HC_202511_ACTUAL_VN_NORTH_MGT,2025-11-01,Actual,ACTUAL,VN_NORTH,MGT,4.7,0.1,0.0,3304.6,15531.62,757.45,20251101,2025-11
HC_202511_ACTUAL_VN_SOUTH_SALES,2025-11-01,Actual,ACTUAL,VN_SOUTH,SALES,22.7,0.4,0.3,1972.1,44766.67,177.58,20251101,2025-11
HC_202511_ACTUAL_VN_SOUTH_OPS,2025-11-01,Actual,ACTUAL,VN_SOUTH,OPS,68.6,1.2,0.7,1407.12,96528.43,58.76,20251101,2025-11
HC_202511_ACTUAL_VN_SOUTH_CS,2025-11-01,Actual,ACTUAL,VN_SOUTH,CS,22.6,0.4,0.2,1257.88,28428.09,178.36,20251101,2025-11
HC_202511_ACTUAL_VN_SOUTH_FIN,2025-11-01,Actual,ACTUAL,VN_SOUTH,FIN,10.0,0.2,0.1,1652.3,16523.0,403.1,20251101,2025-11
HC_202511_ACTUAL_VN_SOUTH_IT,2025-11-01,Actual,ACTUAL,VN_SOUTH,IT,6.6,0.1,0.1,1812.2,11960.52,610.76,20251101,2025-11
HC_202511_ACTUAL_VN_SOUTH_MGT,2025-11-01,Actual,ACTUAL,VN_SOUTH,MGT,5.5,0.1,0.1,3304.6,18175.3,732.91,20251101,2025-11
HC_202512_ACTUAL_CN_SALES,2025-12-01,Actual,ACTUAL,CN,SALES,15.9,0.3,0.2,2135.86,33960.21,179.31,20251201,2025-12
HC_202512_ACTUAL_CN_OPS,2025-12-01,Actual,ACTUAL,CN,OPS,51.2,0.9,0.5,1523.97,78027.08,55.68,20251201,2025-12
HC_202512_ACTUAL_CN_CS,2025-12-01,Actual,ACTUAL,CN,CS,15.8,0.3,0.2,1362.33,21524.87,180.44,20251201,2025-12
HC_202512_ACTUAL_CN_FIN,2025-12-01,Actual,ACTUAL,CN,FIN,7.5,0.1,0.1,1789.51,13421.29,380.13,20251201,2025-12
HC_202512_ACTUAL_CN_IT,2025-12-01,Actual,ACTUAL,CN,IT,4.8,0.1,0.0,1962.68,9420.88,593.96,20251201,2025-12
HC_202512_ACTUAL_CN_MGT,2025-12-01,Actual,ACTUAL,CN,MGT,4.2,0.1,0.0,3579.01,15031.85,678.81,20251201,2025-12
HC_202512_ACTUAL_TH_SALES,2025-12-01,Actual,ACTUAL,TH,SALES,11.5,0.2,0.1,2135.86,24562.41,188.35,20251201,2025-12
HC_202512_ACTUAL_TH_OPS,2025-12-01,Actual,ACTUAL,TH,OPS,37.9,0.7,0.4,1523.97,57758.33,57.15,20251201,2025-12
HC_202512_ACTUAL_TH_CS,2025-12-01,Actual,ACTUAL,TH,CS,11.9,0.2,0.1,1362.33,16211.77,182.02,20251201,2025-12
HC_202512_ACTUAL_TH_FIN,2025-12-01,Actual,ACTUAL,TH,FIN,5.7,0.1,0.1,1789.51,10200.18,380.0,20251201,2025-12
HC_202512_ACTUAL_TH_IT,2025-12-01,Actual,ACTUAL,TH,IT,3.7,0.1,0.0,1962.68,7261.93,585.41,20251201,2025-12
HC_202512_ACTUAL_TH_MGT,2025-12-01,Actual,ACTUAL,TH,MGT,3.1,0.1,0.0,3579.01,11094.94,698.71,20251201,2025-12
HC_202512_ACTUAL_VN_CENTRAL_SALES,2025-12-01,Actual,ACTUAL,VN_CENTRAL,SALES,14.0,0.3,0.2,1977.65,27687.1,183.57,20251201,2025-12
HC_202512_ACTUAL_VN_CENTRAL_OPS,2025-12-01,Actual,ACTUAL,VN_CENTRAL,OPS,46.5,0.8,0.5,1411.08,65615.22,55.27,20251201,2025-12
HC_202512_ACTUAL_VN_CENTRAL_CS,2025-12-01,Actual,ACTUAL,VN_CENTRAL,CS,14.7,0.3,0.1,1261.42,18542.87,174.83,20251201,2025-12
HC_202512_ACTUAL_VN_CENTRAL_FIN,2025-12-01,Actual,ACTUAL,VN_CENTRAL,FIN,6.2,0.1,0.1,1656.95,10273.09,414.52,20251201,2025-12
HC_202512_ACTUAL_VN_CENTRAL_IT,2025-12-01,Actual,ACTUAL,VN_CENTRAL,IT,4.4,0.1,0.0,1817.3,7996.12,584.09,20251201,2025-12
HC_202512_ACTUAL_VN_CENTRAL_MGT,2025-12-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.4,0.1,0.0,3313.9,11267.26,755.88,20251201,2025-12
HC_202512_ACTUAL_VN_NORTH_SALES,2025-12-01,Actual,ACTUAL,VN_NORTH,SALES,19.5,0.4,0.3,1977.65,38564.17,188.15,20251201,2025-12
HC_202512_ACTUAL_VN_NORTH_OPS,2025-12-01,Actual,ACTUAL,VN_NORTH,OPS,66.2,1.2,0.7,1411.08,93413.5,55.42,20251201,2025-12
HC_202512_ACTUAL_VN_NORTH_CS,2025-12-01,Actual,ACTUAL,VN_NORTH,CS,20.5,0.4,0.2,1261.42,25859.11,178.98,20251201,2025-12
HC_202512_ACTUAL_VN_NORTH_FIN,2025-12-01,Actual,ACTUAL,VN_NORTH,FIN,9.4,0.2,0.1,1656.95,15575.33,390.32,20251201,2025-12
HC_202512_ACTUAL_VN_NORTH_IT,2025-12-01,Actual,ACTUAL,VN_NORTH,IT,6.1,0.1,0.1,1817.3,11085.53,601.48,20251201,2025-12
HC_202512_ACTUAL_VN_NORTH_MGT,2025-12-01,Actual,ACTUAL,VN_NORTH,MGT,5.3,0.1,0.1,3313.9,17563.67,692.26,20251201,2025-12
HC_202512_ACTUAL_VN_SOUTH_SALES,2025-12-01,Actual,ACTUAL,VN_SOUTH,SALES,22.5,0.4,0.3,1977.65,44497.12,182.13,20251201,2025-12
HC_202512_ACTUAL_VN_SOUTH_OPS,2025-12-01,Actual,ACTUAL,VN_SOUTH,OPS,67.6,1.2,0.7,1411.08,95389.01,60.62,20251201,2025-12
HC_202512_ACTUAL_VN_SOUTH_CS,2025-12-01,Actual,ACTUAL,VN_SOUTH,CS,23.3,0.4,0.2,1261.42,29391.09,175.88,20251201,2025-12
HC_202512_ACTUAL_VN_SOUTH_FIN,2025-12-01,Actual,ACTUAL,VN_SOUTH,FIN,11.1,0.2,0.1,1656.95,18392.14,369.19,20251201,2025-12
HC_202512_ACTUAL_VN_SOUTH_IT,2025-12-01,Actual,ACTUAL,VN_SOUTH,IT,6.7,0.1,0.1,1817.3,12175.91,611.64,20251201,2025-12
HC_202512_ACTUAL_VN_SOUTH_MGT,2025-12-01,Actual,ACTUAL,VN_SOUTH,MGT,5.8,0.1,0.1,3313.9,19220.62,706.55,20251201,2025-12
HC_202601_ACTUAL_CN_SALES,2026-01-01,Actual,ACTUAL,CN,SALES,15.5,0.3,0.2,2141.86,33198.77,194.32,20260101,2026-01
HC_202601_ACTUAL_CN_OPS,2026-01-01,Actual,ACTUAL,CN,OPS,49.6,0.9,0.5,1528.24,75800.86,60.73,20260101,2026-01
HC_202601_ACTUAL_CN_CS,2026-01-01,Actual,ACTUAL,CN,CS,16.5,0.3,0.2,1366.16,22541.59,182.55,20260101,2026-01
HC_202601_ACTUAL_CN_FIN,2026-01-01,Actual,ACTUAL,CN,FIN,7.4,0.1,0.1,1794.53,13279.51,407.03,20260101,2026-01
HC_202601_ACTUAL_CN_IT,2026-01-01,Actual,ACTUAL,CN,IT,5.0,0.1,0.1,1968.19,9840.96,602.4,20260101,2026-01
HC_202601_ACTUAL_CN_MGT,2026-01-01,Actual,ACTUAL,CN,MGT,4.1,0.1,0.0,3589.06,14715.13,734.63,20260101,2026-01
HC_202601_ACTUAL_TH_SALES,2026-01-01,Actual,ACTUAL,TH,SALES,12.1,0.2,0.2,2141.86,25916.46,188.26,20260101,2026-01
HC_202601_ACTUAL_TH_OPS,2026-01-01,Actual,ACTUAL,TH,OPS,37.0,0.7,0.4,1528.24,56545.0,61.57,20260101,2026-01
HC_202601_ACTUAL_TH_CS,2026-01-01,Actual,ACTUAL,TH,CS,11.9,0.2,0.1,1366.16,16257.27,191.43,20260101,2026-01
HC_202601_ACTUAL_TH_FIN,2026-01-01,Actual,ACTUAL,TH,FIN,5.6,0.1,0.1,1794.53,10049.36,406.79,20260101,2026-01
HC_202601_ACTUAL_TH_IT,2026-01-01,Actual,ACTUAL,TH,IT,3.6,0.1,0.0,1968.19,7085.49,632.78,20260101,2026-01
HC_202601_ACTUAL_TH_MGT,2026-01-01,Actual,ACTUAL,TH,MGT,3.1,0.1,0.0,3589.06,11126.07,734.84,20260101,2026-01
HC_202601_ACTUAL_VN_CENTRAL_SALES,2026-01-01,Actual,ACTUAL,VN_CENTRAL,SALES,14.2,0.3,0.2,1983.2,28161.44,188.03,20260101,2026-01
HC_202601_ACTUAL_VN_CENTRAL_OPS,2026-01-01,Actual,ACTUAL,VN_CENTRAL,OPS,42.1,0.8,0.4,1415.04,59573.18,63.42,20260101,2026-01
HC_202601_ACTUAL_VN_CENTRAL_CS,2026-01-01,Actual,ACTUAL,VN_CENTRAL,CS,15.4,0.3,0.2,1264.96,19480.38,173.38,20260101,2026-01
HC_202601_ACTUAL_VN_CENTRAL_FIN,2026-01-01,Actual,ACTUAL,VN_CENTRAL,FIN,6.6,0.1,0.1,1661.6,10966.56,404.55,20260101,2026-01
HC_202601_ACTUAL_VN_CENTRAL_IT,2026-01-01,Actual,ACTUAL,VN_CENTRAL,IT,4.5,0.1,0.0,1822.4,8200.8,593.33,20260101,2026-01
HC_202601_ACTUAL_VN_CENTRAL_MGT,2026-01-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.8,0.1,0.0,3323.2,12628.16,702.63,20260101,2026-01
HC_202601_ACTUAL_VN_NORTH_SALES,2026-01-01,Actual,ACTUAL,VN_NORTH,SALES,20.0,0.4,0.3,1983.2,39664.0,188.95,20260101,2026-01
HC_202601_ACTUAL_VN_NORTH_OPS,2026-01-01,Actual,ACTUAL,VN_NORTH,OPS,61.8,1.1,0.6,1415.04,87449.47,61.15,20260101,2026-01
HC_202601_ACTUAL_VN_NORTH_CS,2026-01-01,Actual,ACTUAL,VN_NORTH,CS,20.7,0.4,0.2,1264.96,26184.67,182.56,20260101,2026-01
HC_202601_ACTUAL_VN_NORTH_FIN,2026-01-01,Actual,ACTUAL,VN_NORTH,FIN,9.3,0.2,0.1,1661.6,15452.88,406.34,20260101,2026-01
HC_202601_ACTUAL_VN_NORTH_IT,2026-01-01,Actual,ACTUAL,VN_NORTH,IT,6.3,0.1,0.1,1822.4,11481.12,599.84,20260101,2026-01
HC_202601_ACTUAL_VN_NORTH_MGT,2026-01-01,Actual,ACTUAL,VN_NORTH,MGT,5.0,0.1,0.1,3323.2,16616.0,755.8,20260101,2026-01
HC_202601_ACTUAL_VN_SOUTH_SALES,2026-01-01,Actual,ACTUAL,VN_SOUTH,SALES,23.0,0.4,0.3,1983.2,45613.6,184.04,20260101,2026-01
HC_202601_ACTUAL_VN_SOUTH_OPS,2026-01-01,Actual,ACTUAL,VN_SOUTH,OPS,70.3,1.3,0.7,1415.04,99477.31,60.21,20260101,2026-01
HC_202601_ACTUAL_VN_SOUTH_CS,2026-01-01,Actual,ACTUAL,VN_SOUTH,CS,23.8,0.4,0.2,1264.96,30106.05,177.86,20260101,2026-01
HC_202601_ACTUAL_VN_SOUTH_FIN,2026-01-01,Actual,ACTUAL,VN_SOUTH,FIN,10.7,0.2,0.1,1661.6,17779.12,395.61,20260101,2026-01
HC_202601_ACTUAL_VN_SOUTH_IT,2026-01-01,Actual,ACTUAL,VN_SOUTH,IT,6.8,0.1,0.1,1822.4,12392.32,622.5,20260101,2026-01
HC_202601_ACTUAL_VN_SOUTH_MGT,2026-01-01,Actual,ACTUAL,VN_SOUTH,MGT,5.8,0.1,0.1,3323.2,19274.56,729.83,20260101,2026-01
HC_202602_ACTUAL_CN_SALES,2026-02-01,Actual,ACTUAL,CN,SALES,16.7,0.3,0.2,2147.85,35869.1,180.18,20260201,2026-02
HC_202602_ACTUAL_CN_OPS,2026-02-01,Actual,ACTUAL,CN,OPS,50.0,0.9,0.5,1532.52,76626.0,60.18,20260201,2026-02
HC_202602_ACTUAL_CN_CS,2026-02-01,Actual,ACTUAL,CN,CS,16.6,0.3,0.2,1369.98,22741.67,181.27,20260201,2026-02
HC_202602_ACTUAL_CN_FIN,2026-02-01,Actual,ACTUAL,CN,FIN,7.3,0.1,0.1,1799.55,13136.72,412.19,20260201,2026-02
HC_202602_ACTUAL_CN_IT,2026-02-01,Actual,ACTUAL,CN,IT,4.7,0.1,0.0,1973.7,9276.39,640.21,20260201,2026-02
HC_202602_ACTUAL_CN_MGT,2026-02-01,Actual,ACTUAL,CN,MGT,4.3,0.1,0.0,3599.1,15476.13,699.77,20260201,2026-02
HC_202602_ACTUAL_TH_SALES,2026-02-01,Actual,ACTUAL,TH,SALES,12.3,0.2,0.2,2147.85,26418.56,187.07,20260201,2026-02
HC_202602_ACTUAL_TH_OPS,2026-02-01,Actual,ACTUAL,TH,OPS,39.3,0.7,0.4,1532.52,60228.04,58.55,20260201,2026-02
HC_202602_ACTUAL_TH_CS,2026-02-01,Actual,ACTUAL,TH,CS,12.9,0.2,0.1,1369.98,17672.74,178.37,20260201,2026-02
HC_202602_ACTUAL_TH_FIN,2026-02-01,Actual,ACTUAL,TH,FIN,5.4,0.1,0.1,1799.55,9717.57,426.11,20260201,2026-02
HC_202602_ACTUAL_TH_IT,2026-02-01,Actual,ACTUAL,TH,IT,3.4,0.1,0.0,1973.7,6710.58,676.76,20260201,2026-02
HC_202602_ACTUAL_TH_MGT,2026-02-01,Actual,ACTUAL,TH,MGT,3.2,0.1,0.0,3599.1,11517.12,719.06,20260201,2026-02
HC_202602_ACTUAL_VN_CENTRAL_SALES,2026-02-01,Actual,ACTUAL,VN_CENTRAL,SALES,13.8,0.2,0.2,1988.75,27444.75,198.91,20260201,2026-02
HC_202602_ACTUAL_VN_CENTRAL_OPS,2026-02-01,Actual,ACTUAL,VN_CENTRAL,OPS,43.8,0.8,0.4,1419.0,62152.2,62.67,20260201,2026-02
HC_202602_ACTUAL_VN_CENTRAL_CS,2026-02-01,Actual,ACTUAL,VN_CENTRAL,CS,16.0,0.3,0.2,1268.5,20296.0,171.56,20260201,2026-02
HC_202602_ACTUAL_VN_CENTRAL_FIN,2026-02-01,Actual,ACTUAL,VN_CENTRAL,FIN,6.4,0.1,0.1,1666.25,10664.0,428.91,20260201,2026-02
HC_202602_ACTUAL_VN_CENTRAL_IT,2026-02-01,Actual,ACTUAL,VN_CENTRAL,IT,4.4,0.1,0.0,1827.5,8041.0,623.86,20260201,2026-02
HC_202602_ACTUAL_VN_CENTRAL_MGT,2026-02-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.7,0.1,0.0,3332.5,12330.25,741.89,20260201,2026-02
HC_202602_ACTUAL_VN_NORTH_SALES,2026-02-01,Actual,ACTUAL,VN_NORTH,SALES,21.4,0.4,0.3,1988.75,42559.25,181.87,20260201,2026-02
HC_202602_ACTUAL_VN_NORTH_OPS,2026-02-01,Actual,ACTUAL,VN_NORTH,OPS,68.1,1.2,0.7,1419.0,96633.9,57.15,20260201,2026-02
HC_202602_ACTUAL_VN_NORTH_CS,2026-02-01,Actual,ACTUAL,VN_NORTH,CS,21.8,0.4,0.2,1268.5,27653.3,178.53,20260201,2026-02
HC_202602_ACTUAL_VN_NORTH_FIN,2026-02-01,Actual,ACTUAL,VN_NORTH,FIN,8.9,0.2,0.1,1666.25,14829.62,437.3,20260201,2026-02
HC_202602_ACTUAL_VN_NORTH_IT,2026-02-01,Actual,ACTUAL,VN_NORTH,IT,6.5,0.1,0.1,1827.5,11878.75,598.77,20260201,2026-02
HC_202602_ACTUAL_VN_NORTH_MGT,2026-02-01,Actual,ACTUAL,VN_NORTH,MGT,5.5,0.1,0.1,3332.5,18328.75,707.64,20260201,2026-02
HC_202602_ACTUAL_VN_SOUTH_SALES,2026-02-01,Actual,ACTUAL,VN_SOUTH,SALES,23.2,0.4,0.3,1988.75,46139.0,187.63,20260201,2026-02
HC_202602_ACTUAL_VN_SOUTH_OPS,2026-02-01,Actual,ACTUAL,VN_SOUTH,OPS,71.8,1.3,0.7,1419.0,101884.2,60.63,20260201,2026-02
HC_202602_ACTUAL_VN_SOUTH_CS,2026-02-01,Actual,ACTUAL,VN_SOUTH,CS,24.9,0.4,0.2,1268.5,31585.65,174.82,20260201,2026-02
HC_202602_ACTUAL_VN_SOUTH_FIN,2026-02-01,Actual,ACTUAL,VN_SOUTH,FIN,10.6,0.2,0.1,1666.25,17662.25,410.66,20260201,2026-02
HC_202602_ACTUAL_VN_SOUTH_IT,2026-02-01,Actual,ACTUAL,VN_SOUTH,IT,7.4,0.1,0.1,1827.5,13523.5,588.24,20260201,2026-02
HC_202602_ACTUAL_VN_SOUTH_MGT,2026-02-01,Actual,ACTUAL,VN_SOUTH,MGT,6.2,0.1,0.1,3332.5,20661.5,702.1,20260201,2026-02
HC_202603_ACTUAL_CN_SALES,2026-03-01,Actual,ACTUAL,CN,SALES,16.0,0.3,0.2,2153.84,34461.5,196.5,20260301,2026-03
HC_202603_ACTUAL_CN_OPS,2026-03-01,Actual,ACTUAL,CN,OPS,51.2,0.9,0.5,1536.8,78684.0,61.41,20260301,2026-03
HC_202603_ACTUAL_CN_CS,2026-03-01,Actual,ACTUAL,CN,CS,17.2,0.3,0.2,1373.8,23629.42,182.79,20260301,2026-03
HC_202603_ACTUAL_CN_FIN,2026-03-01,Actual,ACTUAL,CN,FIN,7.4,0.1,0.1,1804.57,13353.83,424.86,20260301,2026-03
HC_202603_ACTUAL_CN_IT,2026-03-01,Actual,ACTUAL,CN,IT,5.0,0.1,0.1,1979.21,9896.04,628.8,20260301,2026-03
HC_202603_ACTUAL_CN_MGT,2026-03-01,Actual,ACTUAL,CN,MGT,3.9,0.1,0.0,3609.14,14075.66,806.15,20260301,2026-03
HC_202603_ACTUAL_TH_SALES,2026-03-01,Actual,ACTUAL,TH,SALES,12.5,0.2,0.2,2153.84,26923.05,191.92,20260301,2026-03
HC_202603_ACTUAL_TH_OPS,2026-03-01,Actual,ACTUAL,TH,OPS,38.2,0.7,0.4,1536.8,58705.64,62.8,20260301,2026-03
HC_202603_ACTUAL_TH_CS,2026-03-01,Actual,ACTUAL,TH,CS,13.2,0.2,0.1,1373.8,18134.2,181.74,20260301,2026-03
HC_202603_ACTUAL_TH_FIN,2026-03-01,Actual,ACTUAL,TH,FIN,5.9,0.1,0.1,1804.57,10646.97,406.61,20260301,2026-03
HC_202603_ACTUAL_TH_IT,2026-03-01,Actual,ACTUAL,TH,IT,3.8,0.1,0.0,1979.21,7520.99,631.32,20260301,2026-03
HC_202603_ACTUAL_TH_MGT,2026-03-01,Actual,ACTUAL,TH,MGT,3.1,0.1,0.0,3609.14,11188.35,773.87,20260301,2026-03
HC_202603_ACTUAL_VN_CENTRAL_SALES,2026-03-01,Actual,ACTUAL,VN_CENTRAL,SALES,14.8,0.3,0.2,1994.3,29515.64,187.7,20260301,2026-03
HC_202603_ACTUAL_VN_CENTRAL_OPS,2026-03-01,Actual,ACTUAL,VN_CENTRAL,OPS,44.6,0.8,0.4,1422.96,63464.02,62.29,20260301,2026-03
HC_202603_ACTUAL_VN_CENTRAL_CS,2026-03-01,Actual,ACTUAL,VN_CENTRAL,CS,15.6,0.3,0.2,1272.04,19843.82,178.08,20260301,2026-03
HC_202603_ACTUAL_VN_CENTRAL_FIN,2026-03-01,Actual,ACTUAL,VN_CENTRAL,FIN,6.8,0.1,0.1,1670.9,11362.12,408.53,20260301,2026-03
HC_202603_ACTUAL_VN_CENTRAL_IT,2026-03-01,Actual,ACTUAL,VN_CENTRAL,IT,4.5,0.1,0.0,1832.6,8246.7,617.33,20260301,2026-03
HC_202603_ACTUAL_VN_CENTRAL_MGT,2026-03-01,Actual,ACTUAL,VN_CENTRAL,MGT,3.6,0.1,0.0,3341.8,12030.48,771.67,20260301,2026-03
HC_202603_ACTUAL_VN_NORTH_SALES,2026-03-01,Actual,ACTUAL,VN_NORTH,SALES,21.0,0.4,0.3,1994.3,41880.3,190.95,20260301,2026-03
HC_202603_ACTUAL_VN_NORTH_OPS,2026-03-01,Actual,ACTUAL,VN_NORTH,OPS,66.3,1.2,0.7,1422.96,94342.25,60.48,20260301,2026-03
HC_202603_ACTUAL_VN_NORTH_CS,2026-03-01,Actual,ACTUAL,VN_NORTH,CS,21.9,0.4,0.2,1272.04,27857.68,183.11,20260301,2026-03
HC_202603_ACTUAL_VN_NORTH_FIN,2026-03-01,Actual,ACTUAL,VN_NORTH,FIN,9.5,0.2,0.1,1670.9,15873.55,422.11,20260301,2026-03
HC_202603_ACTUAL_VN_NORTH_IT,2026-03-01,Actual,ACTUAL,VN_NORTH,IT,6.0,0.1,0.1,1832.6,10995.6,668.33,20260301,2026-03
HC_202603_ACTUAL_VN_NORTH_MGT,2026-03-01,Actual,ACTUAL,VN_NORTH,MGT,5.2,0.1,0.1,3341.8,17377.36,771.15,20260301,2026-03
HC_202603_ACTUAL_VN_SOUTH_SALES,2026-03-01,Actual,ACTUAL,VN_SOUTH,SALES,22.9,0.4,0.3,1994.3,45669.47,193.89,20260301,2026-03
HC_202603_ACTUAL_VN_SOUTH_OPS,2026-03-01,Actual,ACTUAL,VN_SOUTH,OPS,73.1,1.3,0.7,1422.96,104018.38,60.74,20260301,2026-03
HC_202603_ACTUAL_VN_SOUTH_CS,2026-03-01,Actual,ACTUAL,VN_SOUTH,CS,24.7,0.4,0.2,1272.04,31419.39,179.76,20260301,2026-03
HC_202603_ACTUAL_VN_SOUTH_FIN,2026-03-01,Actual,ACTUAL,VN_SOUTH,FIN,10.7,0.2,0.1,1670.9,17878.63,414.95,20260301,2026-03
HC_202603_ACTUAL_VN_SOUTH_IT,2026-03-01,Actual,ACTUAL,VN_SOUTH,IT,7.0,0.1,0.1,1832.6,12828.2,634.29,20260301,2026-03
HC_202603_ACTUAL_VN_SOUTH_MGT,2026-03-01,Actual,ACTUAL,VN_SOUTH,MGT,6.1,0.1,0.1,3341.8,20384.98,727.87,20260301,2026-03
HC_202604_ACTUAL_CN_SALES,2026-04-01,Actual,ACTUAL,CN,SALES,16.8,0.3,0.2,2159.84,36285.28,192.5,20260401,2026-04
HC_202604_ACTUAL_CN_OPS,2026-04-01,Actual,ACTUAL,CN,OPS,47.9,0.9,0.5,1541.07,73817.43,67.52,20260401,2026-04
HC_202604_ACTUAL_CN_CS,2026-04-01,Actual,ACTUAL,CN,CS,18.1,0.3,0.2,1377.63,24935.04,178.67,20260401,2026-04
HC_202604_ACTUAL_CN_FIN,2026-04-01,Actual,ACTUAL,CN,FIN,7.3,0.1,0.1,1809.59,13210.04,443.01,20260401,2026-04
HC_202604_ACTUAL_CN_IT,2026-04-01,Actual,ACTUAL,CN,IT,4.9,0.1,0.0,1984.72,9725.11,660.0,20260401,2026-04
HC_202604_ACTUAL_CN_MGT,2026-04-01,Actual,ACTUAL,CN,MGT,4.4,0.1,0.0,3619.19,15924.43,735.0,20260401,2026-04
HC_202604_ACTUAL_TH_SALES,2026-04-01,Actual,ACTUAL,TH,SALES,12.6,0.2,0.2,2159.84,27213.96,190.56,20260401,2026-04
HC_202604_ACTUAL_TH_OPS,2026-04-01,Actual,ACTUAL,TH,OPS,38.4,0.7,0.4,1541.07,59177.23,62.53,20260401,2026-04
HC_202604_ACTUAL_TH_CS,2026-04-01,Actual,ACTUAL,TH,CS,13.6,0.2,0.1,1377.63,18735.72,176.54,20260401,2026-04
HC_202604_ACTUAL_TH_FIN,2026-04-01,Actual,ACTUAL,TH,FIN,5.8,0.1,0.1,1809.59,10495.65,413.97,20260401,2026-04
HC_202604_ACTUAL_TH_IT,2026-04-01,Actual,ACTUAL,TH,IT,4.0,0.1,0.0,1984.72,7938.86,600.25,20260401,2026-04
HC_202604_ACTUAL_TH_MGT,2026-04-01,Actual,ACTUAL,TH,MGT,3.2,0.1,0.0,3619.19,11581.4,750.31,20260401,2026-04
HC_202604_ACTUAL_VN_CENTRAL_SALES,2026-04-01,Actual,ACTUAL,VN_CENTRAL,SALES,15.5,0.3,0.2,1999.85,30997.67,187.35,20260401,2026-04
HC_202604_ACTUAL_VN_CENTRAL_OPS,2026-04-01,Actual,ACTUAL,VN_CENTRAL,OPS,47.8,0.9,0.5,1426.92,68206.78,60.75,20260401,2026-04
HC_202604_ACTUAL_VN_CENTRAL_CS,2026-04-01,Actual,ACTUAL,VN_CENTRAL,CS,15.8,0.3,0.2,1275.58,20154.16,183.8,20260401,2026-04
HC_202604_ACTUAL_VN_CENTRAL_FIN,2026-04-01,Actual,ACTUAL,VN_CENTRAL,FIN,6.8,0.1,0.1,1675.55,11393.74,427.06,20260401,2026-04
