month_start,device_key,channel_key,campaign_key,category_key,visits,product_views,add_to_carts,checkouts,purchases,orders,revenue,gross_revenue,refund_amount,overall_conversion_rate,cart_to_purchase_rate
2025-04-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_HOME,52,47,21,16,11,11.0,1049.8,1129.1000000000001,0.0,0.211538,0.52381
2025-04-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_SPORTS,51,48,21,13,10,10.0,706.44,749.74,0.0,0.196078,0.47619
2025-04-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_APPAREL,103,93,45,35,22,22.0,1600.9,1690.87,0.0,0.213592,0.488889
2025-04-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,96,88,41,32,24,24.0,1057.23,1157.25,0.0,0.25,0.585366
2025-04-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BOOKS,47,42,18,12,6,6.0,242.64,263.76,0.0,0.12766,0.333333
2025-04-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_ELECTRONICS,81,70,15,13,10,10.0,2740.08,2961.41,0.0,0.123457,0.666667
2025-04-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_HOME,104,81,29,22,13,13.0,1492.34,1611.8000000000002,0.0,0.125,0.448276
2025-04-01,DEV_DESKTOP,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_SPORTS,70,58,26,18,10,10.0,1056.34,1158.24,0.0,0.142857,0.384615
2025-04-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_APPAREL,64,54,22,14,9,9.0,728.66,779.23,0.0,0.140625,0.409091
2025-04-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BEAUTY,70,54,27,21,17,17.0,776.63,849.64,0.0,0.242857,0.62963
2025-04-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BOOKS,25,23,10,10,7,7.0,169.63,186.5,0.0,0.28,0.7
2025-04-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_ELECTRONICS,48,37,9,5,2,2.0,565.3199999999999,631.96,0.0,0.041667,0.222222
2025-04-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_HOME,48,41,17,11,9,9.0,1102.19,1212.0,0.0,0.1875,0.529412
2025-04-01,DEV_DESKTOP,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_SPORTS,35,31,14,10,5,5.0,377.46000000000004,402.01,0.0,0.142857,0.357143
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_APPAREL,30,28,8,7,4,4.0,272.33000000000004,303.8,0.0,0.133333,0.5
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BEAUTY,28,19,5,3,3,3.0,117.97999999999999,132.01,0.0,0.107143,0.6
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BOOKS,20,13,6,4,3,3.0,66.99000000000001,76.52,0.0,0.15,0.5
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_ELECTRONICS,29,22,7,5,1,1.0,388.17,417.96,0.0,0.034483,0.142857
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_HOME,17,11,3,2,1,1.0,170.53,190.8,0.0,0.058824,0.333333
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_SPORTS,25,21,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_APPAREL,48,41,23,17,4,4.0,204.82999999999998,239.15,0.0,0.083333,0.173913
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_BEAUTY,29,22,10,6,5,5.0,194.52,226.47000000000003,0.0,0.172414,0.5
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_BOOKS,16,15,8,6,4,4.0,89.57,106.57,0.0,0.25,0.5
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_ELECTRONICS,36,24,12,6,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_HOME,39,29,8,3,2,2.0,164.64,188.81,0.0,0.051282,0.25
2025-04-01,DEV_DESKTOP,CH_SOCIAL,CMP_SPRING_SALE,CAT_SPORTS,14,9,3,1,1,1.0,68.86,78.25,0.0,0.071429,0.333333
2025-04-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_APPAREL,173,146,47,26,7,7.0,543.33,589.6,0.0,0.040462,0.148936
2025-04-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_BEAUTY,120,102,39,24,9,9.0,387.71,428.71000000000004,0.0,0.075,0.230769
2025-04-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_BOOKS,57,47,13,8,3,3.0,70.06,74.73,0.0,0.052632,0.230769
2025-04-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_ELECTRONICS,113,85,23,13,6,6.0,1635.69,1820.4699999999998,0.0,0.053097,0.26087
2025-04-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_HOME,121,101,30,14,5,5.0,530.61,578.99,0.0,0.041322,0.166667
2025-04-01,DEV_MOBILE,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_SPORTS,94,71,21,9,6,6.0,585.59,643.0699999999999,0.0,0.06383,0.285714
2025-04-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_APPAREL,168,156,55,33,16,16.0,1078.1399999999999,1403.89,205.5,0.095238,0.290909
2025-04-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_BEAUTY,143,134,45,25,11,11.0,385.92,426.94,0.0,0.076923,0.244444
2025-04-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_BOOKS,75,73,24,13,8,8.0,200.22,244.6,25.74,0.106667,0.333333
2025-04-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_ELECTRONICS,110,81,22,13,6,6.0,1741.77,1872.37,0.0,0.054545,0.272727
2025-04-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_HOME,130,117,34,19,9,9.0,860.78,917.2900000000001,0.0,0.069231,0.264706
2025-04-01,DEV_MOBILE,CH_DIRECT,CMP_DIRECT_NONE,CAT_SPORTS,111,95,32,15,10,10.0,831.39,895.78,0.0,0.09009,0.3125
2025-04-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,176,170,62,44,30,30.0,1743.91,2085.52,49.19,0.170455,0.483871
2025-04-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_BEAUTY,131,128,62,40,24,24.0,1039.34,1214.99,0.0,0.183206,0.387097
2025-04-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_BOOKS,62,61,26,13,9,9.0,217.1,239.74,0.0,0.145161,0.346154
2025-04-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_ELECTRONICS,136,122,42,20,9,9.0,2418.92,2716.72,0.0,0.066176,0.214286
2025-04-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,126,121,36,23,12,12.0,1466.2,1662.69,0.0,0.095238,0.333333
2025-04-01,DEV_MOBILE,CH_EMAIL,CMP_CART_RECOVERY,CAT_SPORTS,103,98,44,25,14,14.0,1371.79,1581.42,0.0,0.135922,0.318182
2025-04-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_APPAREL,279,247,76,37,18,18.0,1268.8999999999999,1389.43,0.0,0.064516,0.236842
2025-04-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,188,167,56,35,21,21.0,844.78,917.39,0.0,0.111702,0.375
2025-04-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BOOKS,111,99,27,17,11,11.0,309.64,338.48,0.0,0.099099,0.407407
2025-04-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_ELECTRONICS,179,148,37,18,9,9.0,3564.17,3875.64,0.0,0.050279,0.243243
2025-04-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_HOME,215,183,64,30,11,11.0,1394.2,1502.8500000000001,0.0,0.051163,0.171875
2025-04-01,DEV_MOBILE,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_SPORTS,146,120,45,24,14,14.0,1074.85,1158.2,0.0,0.09589,0.311111
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_APPAREL,98,91,33,15,10,10.0,702.41,772.09,0.0,0.102041,0.30303
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BEAUTY,77,69,29,17,13,13.0,568.02,626.03,0.0,0.168831,0.448276
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BOOKS,46,42,18,9,5,5.0,166.57,180.61,0.0,0.108696,0.277778
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_ELECTRONICS,81,71,30,13,7,7.0,1709.22,2081.25,190.39,0.08642,0.233333
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_HOME,69,64,23,16,8,8.0,1010.8399999999999,1070.22,0.0,0.115942,0.347826
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_SPORTS,51,47,17,9,7,7.0,628.74,686.28,0.0,0.137255,0.411765
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_APPAREL,120,109,43,20,10,10.0,567.37,621.16,0.0,0.083333,0.232558
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,119,111,30,20,13,13.0,529.02,574.44,0.0,0.109244,0.433333
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BOOKS,57,53,14,11,4,4.0,93.74000000000001,103.47,0.0,0.070175,0.285714
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_ELECTRONICS,90,72,25,12,7,7.0,1711.96,1836.02,0.0,0.077778,0.28
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_HOME,106,92,24,9,4,4.0,562.23,609.63,0.0,0.037736,0.166667
2025-04-01,DEV_MOBILE,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_SPORTS,90,82,28,15,3,3.0,357.86,406.73,0.0,0.033333,0.107143
2025-04-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_APPAREL,61,51,20,10,7,7.0,581.9100000000001,621.44,0.0,0.114754,0.35
2025-04-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BEAUTY,65,58,22,9,5,5.0,176.82,191.23000000000002,0.0,0.076923,0.227273
2025-04-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BOOKS,34,30,12,10,8,8.0,242.91,266.7,0.0,0.235294,0.666667
2025-04-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_ELECTRONICS,40,28,11,5,5,5.0,1214.36,1342.03,0.0,0.125,0.454545
2025-04-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_HOME,51,47,12,6,2,2.0,184.24,195.63,0.0,0.039216,0.166667
2025-04-01,DEV_MOBILE,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_SPORTS,41,34,18,9,2,2.0,236.23,246.32999999999998,0.0,0.04878,0.111111
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_APPAREL,99,74,19,6,2,2.0,116.87,127.11,0.0,0.020202,0.105263
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BEAUTY,113,87,39,24,8,8.0,286.8,313.11,0.0,0.070796,0.205128
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BOOKS,41,38,9,5,2,2.0,41.83,45.29,0.0,0.04878,0.222222
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_ELECTRONICS,88,63,12,7,3,3.0,398.72,1060.1,549.11,0.034091,0.25
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_HOME,96,78,28,10,2,2.0,194.94,213.93,0.0,0.020833,0.071429
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_SPORTS,92,66,16,10,4,4.0,417.45,452.75,0.0,0.043478,0.25
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_APPAREL,138,118,39,18,4,4.0,146.66,241.22,63.73,0.028986,0.102564
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_BEAUTY,122,102,27,12,8,8.0,323.61,365.36,0.0,0.065574,0.296296
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_BOOKS,49,41,17,9,6,6.0,113.25,129.57,0.0,0.122449,0.352941
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_ELECTRONICS,120,94,17,9,2,2.0,370.16,437.84,0.0,0.016667,0.117647
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_HOME,118,83,28,10,1,1.0,82.46,98.15,0.0,0.008475,0.035714
2025-04-01,DEV_MOBILE,CH_SOCIAL,CMP_SPRING_SALE,CAT_SPORTS,83,71,20,9,8,8.0,800.86,934.4000000000001,0.0,0.096386,0.4
2025-04-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_APPAREL,28,24,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_BEAUTY,18,15,7,3,2,2.0,78.14,80.87,0.0,0.111111,0.285714
2025-04-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_BOOKS,9,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_ELECTRONICS,16,14,8,4,1,1.0,186.71,208.98,0.0,0.0625,0.125
2025-04-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_HOME,18,12,5,3,1,1.0,74.25,83.76,0.0,0.055556,0.2
2025-04-01,DEV_TABLET,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_SPORTS,9,4,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_APPAREL,36,32,11,4,3,3.0,205.22,228.03,0.0,0.083333,0.272727
2025-04-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_BEAUTY,28,23,13,8,5,5.0,213.79000000000002,233.98000000000002,0.0,0.178571,0.384615
2025-04-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_BOOKS,10,10,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_ELECTRONICS,26,16,4,4,2,2.0,873.98,943.1399999999999,0.0,0.076923,0.5
2025-04-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_HOME,28,19,10,7,3,3.0,373.05,393.47,0.0,0.107143,0.3
2025-04-01,DEV_TABLET,CH_DIRECT,CMP_DIRECT_NONE,CAT_SPORTS,28,23,10,7,3,3.0,165.35,263.34000000000003,82.03,0.107143,0.3
2025-04-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,43,40,17,9,6,6.0,344.5,407.53000000000003,0.0,0.139535,0.352941
2025-04-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_BEAUTY,30,28,16,11,6,6.0,257.39,300.41,0.0,0.2,0.375
2025-04-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_BOOKS,14,14,8,3,1,1.0,17.21,21.2,0.0,0.071429,0.125
2025-04-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_ELECTRONICS,16,15,5,1,1,1.0,423.49,525.18,0.0,0.0625,0.2
2025-04-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,21,20,9,6,5,5.0,510.97,586.6400000000001,0.0,0.238095,0.555556
2025-04-01,DEV_TABLET,CH_EMAIL,CMP_CART_RECOVERY,CAT_SPORTS,14,14,7,4,2,2.0,321.03,362.62,0.0,0.142857,0.285714
2025-04-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_APPAREL,59,44,17,6,3,3.0,115.5,183.32,54.53,0.050847,0.176471
2025-04-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BEAUTY,49,39,12,8,4,4.0,179.15,199.25,0.0,0.081633,0.333333
2025-04-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_BOOKS,26,18,8,5,5,5.0,118.7,128.25,0.0,0.192308,0.625
2025-04-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_ELECTRONICS,39,32,16,9,5,5.0,979.48,1045.28,0.0,0.128205,0.3125
2025-04-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_HOME,36,30,10,4,2,2.0,175.45,185.82,0.0,0.055556,0.2
2025-04-01,DEV_TABLET,CH_ORGANIC,CMP_ORG_EVERGREEN,CAT_SPORTS,30,25,7,3,2,2.0,135.69,145.45999999999998,0.0,0.066667,0.285714
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_APPAREL,20,14,4,2,2,2.0,112.28999999999999,125.42,0.0,0.1,0.5
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BEAUTY,20,16,7,6,6,6.0,323.94,357.31,0.0,0.3,0.857143
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_BOOKS,5,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_ELECTRONICS,13,12,6,2,1,1.0,206.42,206.64,0.0,0.076923,0.166667
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_HOME,11,10,3,2,1,1.0,101.12,102.06,0.0,0.090909,0.333333
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_BRAND_SEARCH,CAT_SPORTS,10,8,5,3,1,1.0,57.8,67.21,0.0,0.1,0.2
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_APPAREL,19,13,4,3,1,1.0,58.67,68.86,0.0,0.052632,0.25
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BEAUTY,18,17,8,5,3,3.0,125.02,133.97,0.0,0.166667,0.375
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_BOOKS,9,7,2,1,1,1.0,23.71,26.55,0.0,0.111111,0.5
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_ELECTRONICS,20,15,5,1,1,1.0,196.6,214.0,0.0,0.05,0.2
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_HOME,23,17,8,6,1,1.0,72.51,83.76,0.0,0.043478,0.125
2025-04-01,DEV_TABLET,CH_PAID_SEARCH,CMP_GENERIC_SEARCH,CAT_SPORTS,12,9,4,3,1,1.0,76.0,83.01,0.0,0.083333,0.25
2025-04-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_APPAREL,14,14,4,4,2,2.0,99.93,108.92,0.0,0.142857,0.5
2025-04-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BEAUTY,14,9,6,5,1,1.0,25.68,30.42,0.0,0.071429,0.166667
2025-04-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_BOOKS,5,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_ELECTRONICS,14,10,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_HOME,6,6,4,4,1,1.0,80.67,87.53,0.0,0.166667,0.25
2025-04-01,DEV_TABLET,CH_REFERRAL,CMP_REVIEW_PARTNERS,CAT_SPORTS,5,4,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_APPAREL,17,7,3,2,1,1.0,89.54,99.62,0.0,0.058824,0.333333
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BEAUTY,16,9,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_BOOKS,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_ELECTRONICS,17,12,5,5,1,1.0,194.67,218.82,0.0,0.058824,0.2
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_HOME,9,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_CREATOR_SOCIAL,CAT_SPORTS,13,10,2,2,2,2.0,215.99,246.09,0.0,0.153846,1.0
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_SPRING_SALE,CAT_APPAREL,27,17,9,7,3,3.0,163.13,183.67000000000002,0.0,0.111111,0.333333
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_SPRING_SALE,CAT_BEAUTY,23,20,4,2,1,1.0,25.06,30.42,0.0,0.043478,0.25
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_SPRING_SALE,CAT_BOOKS,9,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_SPRING_SALE,CAT_ELECTRONICS,17,12,4,4,2,2.0,385.76,436.52,0.0,0.117647,0.5
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_SPRING_SALE,CAT_HOME,24,19,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,DEV_TABLET,CH_SOCIAL,CMP_SPRING_SALE,CAT_SPORTS,15,10,2,1,1,1.0,72.44,82.03,0.0,0.066667,0.5
2025-05-01,DEV_DESKTOP,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_APPAREL,45,32,8,6,4,4.0,228.4,245.87,0.0,0.088889,0.5
2025-05-01,DEV_DESKTOP,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_BEAUTY,44,38,14,5,2,2.0,90.25999999999999,96.77000000000001,0.0,0.045455,0.142857
2025-05-01,DEV_DESKTOP,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_BOOKS,16,13,6,2,2,2.0,75.01,79.65,0.0,0.125,0.333333
2025-05-01,DEV_DESKTOP,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_ELECTRONICS,29,22,7,3,1,1.0,200.66,214.0,0.0,0.034483,0.142857
2025-05-01,DEV_DESKTOP,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_HOME,25,19,11,8,4,4.0,446.21999999999997,480.0,0.0,0.16,0.363636
2025-05-01,DEV_DESKTOP,CH_AFFILIATE,CMP_AFF_MARKETPLACE,CAT_SPORTS,23,15,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_APPAREL,178,157,70,53,26,26.0,1837.42,1992.58,0.0,0.146067,0.371429
2025-05-01,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_BEAUTY,152,134,63,55,32,32.0,1299.84,1415.49,0.0,0.210526,0.507937
2025-05-01,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_BOOKS,65,62,34,20,19,19.0,502.61,546.25,0.0,0.292308,0.558824
2025-05-01,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_ELECTRONICS,115,95,30,20,14,14.0,3261.4,3561.5899999999997,0.0,0.121739,0.466667
2025-05-01,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_HOME,120,100,38,22,12,12.0,1210.34,1423.7,99.74,0.1,0.315789
2025-05-01,DEV_DESKTOP,CH_DIRECT,CMP_DIRECT_NONE,CAT_SPORTS,94,82,27,15,8,8.0,597.5,660.12,0.0,0.085106,0.296296
2025-05-01,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_APPAREL,33,29,13,12,12,12.0,729.66,848.96,0.0,0.363636,0.923077
2025-05-01,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_BEAUTY,33,31,19,12,10,10.0,355.32,399.94,0.0,0.30303,0.526316
2025-05-01,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_BOOKS,17,15,8,6,4,4.0,158.82,181.1,0.0,0.235294,0.5
2025-05-01,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_ELECTRONICS,34,28,11,9,7,7.0,931.5699999999999,1505.1399999999999,371.27,0.205882,0.636364
2025-05-01,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_HOME,26,23,10,7,4,4.0,332.7,374.25,0.0,0.153846,0.4
2025-05-01,DEV_DESKTOP,CH_EMAIL,CMP_CART_RECOVERY,CAT_SPORTS,31,29,12,7,5,5.0,344.5,387.23,0.0,0.16129,0.416667
2025-05-01,DEV_DESKTOP,CH_EMAIL,CMP_VIP_DROP,CAT_APPAREL,41,39,25,21,19,19.0,1165.1399999999999,1327.31,54.58,0.463415,0.76
2025-05-01,DEV_DESKTOP,CH_EMAIL,CMP_VIP_DROP,CAT_BEAUTY,40,39,18,14,10,10.0,340.21,372.75,0.0,0.25,0.555556
