MonthStart,ClientID,ModelPortfolio,BeginningAUM,Inflows,Outflows,NetNewMoney,MarketEffect,EndingAUM,AdvisoryRevenue,PortfolioReturnPct,BenchmarkReturnPct,RiskScore,TargetRiskScore,RiskMismatchFlag,RebalanceNeededFlag,ChurnRiskScore,OutflowRiskScore,ActiveClientFlag,ClientStatus
2025-04-01,CL00841,Income Shield,313031.16,8386.4,6368.15,2018.25,-3892.63,311156.78,98.53,-0.012395,-0.010898,21.09,25,0,0,0.1564,0.1845,1,Active
2025-04-01,CL00842,Balanced Core,118014.31,0.0,2075.95,-2075.95,-2020.58,113917.78,27.53,-0.017273,-0.017454,41.71,48,0,0,0.2406,0.2816,1,Active
2025-04-01,CL00843,Income Shield,830522.82,135846.86,964.64,134882.22,-25451.82,939953.21,454.31,-0.028344,-0.010898,26.72,25,0,0,0.1534,0.2452,1,Active
2025-04-01,CL00845,Income Shield,657685.03,132108.7,0.0,132108.7,-6031.22,783762.51,274.32,-0.008333,-0.010898,12.25,25,0,0,0.2765,0.3159,1,Active
2025-04-01,CL00848,Growth Builder,4761361.37,26002.99,125220.38,-99217.39,-142886.76,4519257.22,2786.88,-0.030326,-0.022433,75.51,68,0,0,0.1894,0.3,1,Active
2025-04-01,CL00852,Balanced Core,48213.07,391.39,0.0,391.39,-393.01,48211.45,11.65,-0.008119,-0.017454,51.91,48,0,0,0.229,0.2261,1,Active
2025-04-01,CL00855,Income Shield,589097.52,23980.87,10523.82,13457.05,434.41,602988.97,190.95,0.000729,-0.010898,36.82,25,0,0,0.2282,0.2828,1,Active
2025-04-01,CL00856,Balanced Core,1130758.97,13249.96,23201.79,-9951.83,-13790.16,1107016.99,535.06,-0.012249,-0.017454,32.21,48,0,0,0.257,0.2634,1,Active
2025-04-01,CL00858,Income Shield,8684187.47,94697.38,97689.83,-2992.45,-41556.69,8639638.33,5327.78,-0.004786,-0.010898,8.52,25,0,0,0.1961,0.2192,1,Active
2025-04-01,CL00859,Growth Builder,1774030.47,262014.81,43963.44,218051.38,-43383.85,1948698.0,941.87,-0.023039,-0.022433,74.65,68,0,0,0.1913,0.1262,1,Active
2025-05-01,CL00001,Income Shield,4577609.13,0.0,171844.88,-171844.88,20057.0,4425821.26,2729.26,0.004465,0.006488,5.63,25,1,1,0.5608,0.3901,1,Active
2025-05-01,CL00003,Equity Edge,79884.76,0.0,1844.09,-1844.09,506.17,78546.84,18.98,0.00641,0.006522,88.26,84,0,0,0.3559,0.2923,1,Active
2025-05-01,CL00004,Balanced Core,471631.13,7190.63,11736.68,-4546.05,2407.83,469492.91,148.67,0.00513,0.006832,42.52,48,0,0,0.1794,0.2211,1,Active
2025-05-01,CL00005,Balanced Core,248481.25,3732.53,2648.3,1084.23,3635.02,253200.5,88.62,0.014597,0.006832,60.96,48,0,0,0.3238,0.3153,1,Active
2025-05-01,CL00008,Income Shield,256828.45,0.0,383.4,-383.4,-1369.26,255075.79,89.28,-0.005335,0.006488,35.0,25,0,0,0.2707,0.187,1,Active
2025-05-01,CL00011,Growth Builder,1376204.1,194532.17,17239.59,177292.58,5476.49,1558973.16,753.5,0.003739,0.00714,56.99,68,0,0,0.2379,0.1514,1,Active
2025-05-01,CL00012,Growth Builder,166658.15,1027.55,8464.84,-7437.29,2334.3,161555.16,56.54,0.014326,0.00714,73.34,68,0,0,0.2269,0.3856,1,Active
2025-05-01,CL00014,Growth Builder,46900.26,0.0,1592.77,-1592.77,81.48,45388.98,10.97,0.001767,0.00714,57.35,68,0,0,0.3791,0.2592,1,Active
2025-05-01,CL00015,Balanced Core,1157984.61,7302.09,17799.37,-10497.27,18357.27,1165844.6,563.49,0.015925,0.006832,64.13,48,0,0,0.2538,0.3161,1,Active
2025-05-01,CL00016,Balanced Core,528499.75,0.0,7382.23,-7382.23,4405.87,525523.39,183.93,0.008395,0.006832,50.92,48,0,0,0.2356,0.2637,1,Active
2025-05-01,CL00017,Growth Builder,66053.61,0.0,3161.6,-3161.6,1218.48,64110.49,15.49,0.018899,0.00714,70.79,68,0,0,0.2247,0.247,1,Active
2025-05-01,CL00019,Equity Edge,153025.19,2105.22,1608.04,497.18,737.79,154260.16,37.28,0.004814,0.006522,91.09,84,0,1,0.2329,0.2619,1,Active
2025-05-01,CL00021,Growth Builder,8913553.75,67564.72,69219.97,-1655.25,151422.54,9063321.05,5589.05,0.016989,0.00714,59.16,68,0,0,0.1771,0.2253,1,Active
2025-05-01,CL00023,Growth Builder,163938.9,1464.51,4781.91,-3317.4,451.99,161073.48,56.38,0.002785,0.00714,72.44,68,0,0,0.1542,0.1434,1,Active
2025-05-01,CL00027,Growth Builder,445135.83,0.0,15886.05,-15886.05,6478.6,435728.38,152.5,0.014819,0.00714,55.93,68,0,0,0.1498,0.3816,1,Active
2025-05-01,CL00028,Income Shield,430723.0,0.0,0.0,0.0,1191.57,431914.56,151.17,0.002766,0.006488,27.16,25,0,0,0.2232,0.3145,1,Active
2025-05-01,CL00037,Income Shield,57966.37,0.0,2748.71,-2748.71,266.76,55484.41,13.41,0.004714,0.006488,34.29,25,0,0,0.193,0.3699,1,Active
2025-05-01,CL00039,Balanced Core,1563918.84,0.0,38940.53,-38940.53,6773.89,1531752.2,740.35,0.004386,0.006832,56.9,48,0,0,0.275,0.2719,1,Active
2025-05-01,CL00040,Income Shield,447668.88,1619.29,4160.25,-2540.96,7876.95,453004.87,143.45,0.017646,0.006488,27.02,25,1,1,0.4297,0.291,1,Active
2025-05-01,CL00041,Income Shield,499872.27,10472.3,17274.5,-6802.2,6975.72,500045.79,175.02,0.014051,0.006488,35.04,25,0,0,0.1739,0.201,1,Active
2025-05-01,CL00043,Income Shield,626300.5,581.14,27449.05,-26867.91,4087.59,603520.18,211.23,0.00667,0.006488,41.63,25,0,0,0.2421,0.2262,1,Active
2025-05-01,CL00044,Balanced Core,939720.49,7439.14,10454.28,-3015.13,10172.85,946878.21,299.84,0.010843,0.006832,55.86,48,0,0,0.2201,0.204,1,Active
2025-05-01,CL00045,Income Shield,278283.34,0.0,8107.38,-8107.38,2276.84,272452.81,95.36,0.008303,0.006488,25.59,25,0,0,0.2936,0.2741,1,Active
2025-05-01,CL00046,Balanced Core,320848.67,14043.65,12094.65,1949.01,899.56,323697.23,113.29,0.002795,0.006832,43.21,48,0,0,0.2499,0.3876,1,Active
2025-05-01,CL00047,Balanced Core,8894494.58,52970.72,210444.79,-157474.06,3711.65,8740732.17,4224.69,0.000421,0.006832,46.91,48,0,0,0.2799,0.194,1,Active
2025-05-01,CL00048,Growth Builder,369492.38,5856.95,17442.66,-11585.71,6601.67,364508.34,127.58,0.018151,0.00714,81.23,68,0,0,0.2479,0.3391,1,Active
2025-05-01,CL00053,Balanced Core,717917.61,929.15,9693.44,-8764.28,7329.08,716482.4,226.89,0.010272,0.006832,57.43,48,0,0,0.114,0.2737,1,Active
2025-05-01,CL00054,Balanced Core,307481.01,0.0,3519.36,-3519.36,3476.46,307438.12,107.6,0.011371,0.006832,51.37,48,0,0,0.1422,0.336,1,Active
2025-05-01,CL00061,Balanced Core,2603336.65,131789.76,74258.21,57531.55,40596.27,2701464.47,1305.71,0.015424,0.006832,46.08,48,0,0,0.1849,0.2915,1,Active
2025-05-01,CL00062,Balanced Core,2340706.93,0.0,26549.01,-26549.01,28423.79,2342581.7,1132.25,0.012213,0.006832,59.28,48,0,0,0.2404,0.2584,1,Active
2025-05-01,CL00063,Balanced Core,6712953.43,105499.75,221002.72,-115502.97,46272.99,6643723.45,4096.96,0.006953,0.006832,46.6,48,0,0,0.2463,0.3213,1,Active
2025-05-01,CL00069,Balanced Core,115691.65,760.65,924.12,-163.47,502.45,116030.63,28.04,0.004346,0.006832,59.7,48,0,0,0.2285,0.1262,1,Active
2025-05-01,CL00072,Balanced Core,2003663.53,278390.23,8271.21,270119.01,11011.36,2284793.9,1104.32,0.005149,0.006832,48.87,48,0,0,0.2861,0.2285,1,Active
2025-05-01,CL00073,Growth Builder,278285.76,316.21,7552.47,-7236.26,3717.31,274766.81,96.17,0.013534,0.00714,71.4,68,0,0,0.179,0.2719,1,Active
2025-05-01,CL00074,Income Shield,191017.83,7404.36,6681.9,722.46,2581.25,194321.54,68.01,0.013488,0.006488,20.49,25,0,0,0.1702,0.3036,1,Active
2025-05-01,CL00076,Balanced Core,302010.82,78850.32,6795.96,72054.36,2899.57,376964.75,131.94,0.008578,0.006832,54.65,48,0,0,0.2356,0.1757,1,Active
2025-05-01,CL00077,Income Shield,450955.73,4451.83,22949.25,-18497.42,-1177.04,431281.28,150.95,-0.002665,0.006488,14.57,25,0,0,0.3734,0.3232,1,Active
2025-05-01,CL00079,Growth Builder,2935041.93,64394.39,89618.86,-25224.47,-1977.21,2907840.26,1405.46,-0.000677,0.00714,75.28,68,0,0,0.3545,0.4368,1,Active
2025-05-01,CL00080,Balanced Core,2180827.35,28575.68,44288.02,-15712.33,9505.8,2174620.82,1051.07,0.004375,0.006832,32.65,48,0,0,0.2677,0.2079,1,Active
2025-05-01,CL00081,Growth Builder,327867.71,0.0,11432.61,-11432.61,2138.68,318573.78,111.5,0.006639,0.00714,63.03,68,0,0,0.2332,0.3722,1,Active
2025-05-01,CL00082,Equity Edge,1552103.58,25976.4,10952.81,15023.59,17666.1,1584793.27,765.98,0.011327,0.006522,86.12,84,0,0,0.211,0.2826,1,Active
2025-05-01,CL00083,Income Shield,1413894.13,4668.08,42349.15,-37681.07,1797.05,1378010.11,666.04,0.001288,0.006488,1.0,25,1,1,0.4052,0.3345,1,Active
2025-05-01,CL00086,Balanced Core,2052206.76,170104.31,39315.18,130789.13,698.68,2183694.57,1055.45,0.00033,0.006832,58.67,48,0,0,0.2024,0.3348,1,Active
2025-05-01,CL00088,Balanced Core,4992374.93,0.0,122441.98,-122441.98,14964.69,4884897.65,3012.35,0.003035,0.006832,74.06,48,1,1,0.4553,0.3719,1,Active
2025-05-01,CL00091,Growth Builder,1909725.53,54306.89,45579.73,8727.17,33857.2,1952309.9,1203.92,0.017688,0.00714,73.59,68,0,0,0.2441,0.3316,1,Active
2025-05-01,CL00093,Income Shield,698812.03,153386.45,6852.42,146534.02,2711.55,848057.6,296.82,0.003512,0.006488,27.42,25,1,1,0.4551,0.3277,1,Active
2025-05-01,CL00094,Income Shield,393482.11,8836.08,5198.74,3637.34,5252.04,402371.49,140.83,0.013286,0.006488,18.99,25,0,0,0.1811,0.1959,1,Active
2025-05-01,CL00097,Income Shield,114432.03,1371.6,1691.35,-319.74,1017.41,115129.7,27.82,0.008903,0.006488,12.38,25,0,0,0.1449,0.2933,1,Active
2025-05-01,CL00099,Growth Builder,601284.95,0.0,1248.13,-1248.13,8933.23,608970.05,192.84,0.014872,0.00714,83.94,68,0,0,0.3423,0.3524,1,Active
2025-05-01,CL00100,Income Shield,451765.33,126195.09,3564.08,122631.01,2585.03,576981.37,201.94,0.005038,0.006488,44.25,25,1,1,0.4366,0.2564,1,Active
2025-05-01,CL00101,Growth Builder,1602378.78,8129.57,43996.24,-35866.67,13257.72,1579769.83,763.56,0.008367,0.00714,61.67,68,0,0,0.2936,0.3531,1,Active
2025-05-01,CL00105,Growth Builder,352388.4,0.0,11398.13,-11398.13,6897.66,347887.93,121.76,0.019896,0.00714,81.73,68,0,0,0.1901,0.3029,1,Active
2025-05-01,CL00106,Growth Builder,2696197.25,24870.25,57687.97,-32817.72,16670.78,2680050.3,1295.36,0.006221,0.00714,64.11,68,0,0,0.2727,0.2892,1,Active
2025-05-01,CL00109,Growth Builder,463965.22,0.0,0.0,0.0,2505.72,466470.94,147.72,0.005401,0.00714,60.75,68,0,0,0.2639,0.2256,1,Active
2025-05-01,CL00111,Growth Builder,2152472.02,0.0,49780.64,-49780.64,8399.57,2111090.94,1020.36,0.003948,0.00714,60.78,68,0,0,0.1392,0.1932,1,Active
2025-05-01,CL00114,Income Shield,3281260.36,34816.72,39880.53,-5063.81,28384.95,3304581.5,1597.21,0.008657,0.006488,4.16,25,1,1,0.4546,0.3385,1,Active
2025-05-01,CL00115,Income Shield,54497.5,10025.88,282.22,9743.66,926.93,65168.09,15.75,0.015613,0.006488,33.68,25,0,0,0.2168,0.275,1,Active
2025-05-01,CL00120,Growth Builder,6536442.84,81782.86,178436.25,-96653.39,42431.28,6482220.73,3997.37,0.00654,0.00714,50.52,68,0,0,0.1825,0.3256,1,Active
2025-05-01,CL00121,Equity Edge,70332.42,2432.43,1779.77,652.65,761.49,71746.56,17.34,0.010777,0.006522,81.35,84,0,0,0.3222,0.3689,1,Active
2025-05-01,CL00123,Growth Builder,704496.67,118324.67,12871.42,105453.24,4759.45,814709.35,393.78,0.006285,0.00714,54.09,68,0,0,0.2236,0.2686,1,Active
2025-05-01,CL00124,Balanced Core,286382.39,7132.46,7163.58,-31.12,2037.48,288388.74,100.94,0.007115,0.006832,47.01,48,0,0,0.3177,0.4122,1,Active
2025-05-01,CL00125,Growth Builder,699091.03,0.0,22814.84,-22814.84,509.12,676785.3,214.32,0.00074,0.00714,80.58,68,0,0,0.2512,0.2785,1,Active
2025-05-01,CL00126,Income Shield,475272.14,11958.98,18696.42,-6737.44,4634.14,473168.84,165.61,0.00982,0.006488,16.73,25,0,0,0.3615,0.3152,1,Active
2025-05-01,CL00127,Balanced Core,100037.46,2046.58,1724.84,321.74,1071.96,101431.16,24.51,0.010698,0.006832,41.84,48,0,0,0.2562,0.2682,1,Active
2025-05-01,CL00130,Balanced Core,58851.35,0.0,1107.17,-1107.17,764.71,58508.89,14.14,0.013117,0.006832,53.41,48,0,0,0.1406,0.2206,1,Active
2025-05-01,CL00131,Balanced Core,322459.22,3089.05,493.97,2595.08,664.58,325718.88,114.0,0.002053,0.006832,48.45,48,0,0,0.2401,0.2275,1,Active
2025-05-01,CL00132,Growth Builder,29604.07,287.66,1040.92,-753.26,287.18,29137.99,7.04,0.009826,0.00714,55.27,68,0,0,0.2432,0.2847,1,Active
2025-05-01,CL00133,Growth Builder,603135.24,5686.18,113186.24,-107500.06,7142.7,502777.89,243.01,0.013001,0.00714,78.81,68,0,0,0.5949,0.7087,1,Active
2025-05-01,CL00134,Income Shield,1083912.11,23272.66,22790.93,481.73,16750.09,1101143.94,532.22,0.01545,0.006488,40.35,25,0,0,0.1713,0.2268,1,Active
2025-05-01,CL00135,Growth Builder,734788.45,174573.75,10818.7,163755.05,4261.7,902805.2,285.89,0.005218,0.00714,71.16,68,0,1,0.1168,0.2203,1,Active
2025-05-01,CL00136,Equity Edge,1224263.75,0.0,49409.08,-49409.08,14325.68,1189180.35,416.21,0.011942,0.006522,92.8,84,0,0,0.2795,0.3049,1,Active
2025-05-01,CL00137,Growth Builder,4682213.63,105717.49,117913.66,-12196.17,30286.98,4700304.44,2271.81,0.006477,0.00714,56.85,68,0,0,0.109,0.2594,1,Active
2025-05-01,CL00139,Growth Builder,56450.88,8399.02,1256.78,7142.25,-217.5,63375.62,15.32,-0.003624,0.00714,56.31,68,0,0,0.213,0.1603,1,Active
2025-05-01,CL00143,Growth Builder,204167.11,1564.51,3788.13,-2223.62,742.48,202685.97,70.94,0.003657,0.00714,72.26,68,0,0,0.241,0.2678,1,Active
2025-05-01,CL00145,Income Shield,7514780.42,78878.16,127425.34,-48547.18,59129.56,7525362.8,4640.64,0.007894,0.006488,7.38,25,0,0,0.1774,0.2237,1,Active
2025-05-01,CL00146,Balanced Core,2450486.63,30153.24,16564.61,13588.63,14696.07,2478771.33,1198.07,0.005981,0.006832,31.46,48,0,0,0.1301,0.2136,1,Active
2025-05-01,CL00147,Growth Builder,452104.89,0.0,12934.78,-12934.78,5256.27,444426.39,155.55,0.011795,0.00714,67.16,68,0,0,0.2327,0.3666,1,Active
2025-05-01,CL00150,Income Shield,646469.03,7544.37,12937.02,-5392.65,3285.38,644361.76,225.53,0.005103,0.006488,13.11,25,0,0,0.232,0.2861,1,Active
2025-05-01,CL00154,Balanced Core,553030.93,10763.22,18842.68,-8079.46,2715.86,547667.33,191.68,0.004947,0.006832,31.9,48,0,0,0.282,0.3489,1,Active
2025-05-01,CL00155,Balanced Core,1215424.09,14220.05,45604.2,-31384.15,12615.84,1196655.79,578.38,0.010516,0.006832,37.99,48,0,0,0.2889,0.3341,1,Active
2025-05-01,CL00159,Growth Builder,296320.47,863.21,12140.58,-11277.37,2175.16,287218.26,100.53,0.007483,0.00714,45.24,68,1,1,0.3706,0.2506,1,Active
2025-05-01,CL00160,Equity Edge,293390.33,10248.87,6971.26,3277.61,1832.1,298500.05,104.48,0.00621,0.006522,83.8,84,0,0,0.4072,0.3538,1,Active
2025-05-01,CL00161,Balanced Core,529268.81,0.0,6285.71,-6285.71,944.53,523927.63,183.37,0.001795,0.006832,44.55,48,0,0,0.2137,0.2815,1,Active
2025-05-01,CL00164,Balanced Core,127091.05,2751.89,988.48,1763.41,1890.02,130744.48,45.76,0.014769,0.006832,58.29,48,0,0,0.2974,0.2407,1,Active
2025-05-01,CL00168,Balanced Core,44708.85,10926.39,297.42,10628.98,11.06,55348.89,13.38,0.000221,0.006832,51.42,48,0,0,0.1447,0.2154,1,Active
2025-05-01,CL00169,Balanced Core,1407846.26,22711.76,39543.89,-16832.13,8005.03,1399019.16,676.19,0.00572,0.006832,50.17,48,0,0,0.169,0.2352,1,Active
2025-05-01,CL00174,Growth Builder,62913.07,11617.44,114.76,11502.68,1072.47,75488.22,18.24,0.015619,0.00714,60.7,68,0,0,0.1577,0.2216,1,Active
2025-05-01,CL00175,Growth Builder,46904.32,995.84,1760.14,-764.31,261.04,46401.06,11.21,0.005611,0.00714,64.36,68,0,0,0.3671,0.2869,1,Active
2025-05-01,CL00178,Balanced Core,79303.18,2771.47,2298.84,472.63,125.2,79901.01,19.31,0.001574,0.006832,49.9,48,0,0,0.0616,0.1713,1,Active
2025-05-01,CL00180,Income Shield,1697467.09,10434.81,52798.45,-42363.64,2898.47,1658001.92,801.37,0.001729,0.006488,15.92,25,0,0,0.2458,0.3335,1,Active
2025-05-01,CL00182,Balanced Core,4242057.32,0.0,154203.3,-154203.3,40739.57,4128593.58,1995.49,0.009782,0.006832,51.82,48,0,0,0.318,0.3867,1,Active
2025-05-01,CL00185,Income Shield,179653.14,0.0,4870.4,-4870.4,1149.65,175932.39,42.52,0.006487,0.006488,28.95,25,0,0,0.2889,0.3547,1,Active
2025-05-01,CL00187,Growth Builder,1198798.72,42108.47,0.0,42108.47,13367.12,1254274.3,606.23,0.010958,0.00714,61.35,68,0,0,0.2933,0.2301,1,Active
2025-05-01,CL00190,Growth Builder,465158.27,5925.61,5180.61,744.99,6799.05,472702.31,149.69,0.014605,0.00714,73.63,68,0,0,0.127,0.2463,1,Active
2025-05-01,CL00195,Balanced Core,115386.02,243.63,2182.38,-1938.76,648.3,114095.56,27.57,0.005666,0.006832,47.16,48,0,0,0.0945,0.3137,1,Active
2025-05-01,CL00197,Equity Edge,343271.4,5162.83,6848.55,-1685.71,2482.96,344068.64,120.42,0.007251,0.006522,95.44,84,0,0,0.206,0.2261,1,Active
2025-05-01,CL00198,Balanced Core,89172.96,787.75,1231.13,-443.38,1083.14,89812.73,21.7,0.012177,0.006832,57.49,48,0,0,0.217,0.285,1,Active
2025-05-01,CL00199,Growth Builder,76563.7,9764.79,368.28,9396.5,1353.3,87313.51,21.1,0.016654,0.00714,57.67,68,0,0,0.0,0.0807,1,Active
2025-05-01,CL00200,Growth Builder,275392.51,0.0,1985.98,-1985.98,59.8,273466.33,95.71,0.000218,0.00714,63.4,68,0,0,0.1785,0.2023,1,Active
2025-05-01,CL00201,Balanced Core,18279.64,3912.8,283.84,3628.96,323.48,22232.09,5.37,0.016098,0.006832,38.39,48,0,0,0.1278,0.1812,1,Active
2025-05-01,CL00205,Income Shield,32693.17,3953.31,0.0,3953.31,646.34,37292.82,9.01,0.018643,0.006488,37.86,25,0,0,0.2063,0.2095,1,Active
2025-05-01,CL00206,Balanced Core,201467.88,7228.47,3131.34,4097.13,1084.31,206649.32,72.33,0.005328,0.006832,59.73,48,0,0,0.1999,0.1918,1,Active
2025-05-01,CL00207,Growth Builder,65609.32,1373.92,2513.97,-1140.06,268.83,64738.1,15.65,0.004133,0.00714,77.31,68,0,0,0.251,0.1906,1,Active
2025-05-01,CL00208,Income Shield,2592823.51,62067.84,23800.7,38267.14,2286.63,2633377.28,1272.8,0.000875,0.006488,23.86,25,0,0,0.2533,0.3519,1,Active
2025-05-01,CL00209,Balanced Core,70194.17,17118.91,1045.69,16073.21,553.46,86820.84,20.98,0.007075,0.006832,44.26,48,0,0,0.2363,0.2175,1,Active
2025-05-01,CL00210,Balanced Core,767205.37,0.0,15138.92,-15138.92,9532.86,761599.31,368.11,0.012549,0.006832,35.35,48,0,0,0.1914,0.2752,1,Active
2025-05-01,CL00211,Income Shield,362813.89,0.0,8341.17,-8341.17,1804.08,356276.79,124.7,0.00503,0.006488,35.62,25,0,0,0.1814,0.1892,1,Active
2025-05-01,CL00213,Income Shield,3372582.33,79675.45,0.0,79675.45,-8159.34,3444098.44,1664.65,-0.002391,0.006488,22.55,25,0,0,0.2019,0.0797,1,Active
2025-05-01,CL00218,Balanced Core,451228.45,0.0,341.59,-341.59,6300.72,457187.58,160.02,0.013969,0.006832,49.1,48,0,0,0.1573,0.3056,1,Active
2025-05-01,CL00219,Balanced Core,265295.36,2024.1,1860.46,163.64,783.39,266242.39,93.18,0.002952,0.006832,47.05,48,0,0,0.3115,0.2561,1,Active
2025-05-01,CL00221,Equity Edge,4384130.82,81585.47,48567.4,33018.07,12266.15,4429415.04,2731.47,0.002787,0.006522,86.37,84,0,0,0.2601,0.2597,1,Active
2025-05-01,CL00225,Balanced Core,310116.83,20725.22,9845.74,10879.48,2918.31,323914.63,113.37,0.009248,0.006832,45.12,48,0,0,0.3471,0.3565,1,Active
2025-05-01,CL00226,Balanced Core,124667.39,0.0,3970.65,-3970.65,664.72,121361.46,29.33,0.005418,0.006832,48.57,48,0,0,0.19,0.1677,1,Active
2025-05-01,CL00227,Growth Builder,481822.8,18535.02,18844.44,-309.41,3193.81,484707.2,169.65,0.006631,0.00714,71.37,68,0,0,0.2918,0.3169,1,Active
2025-05-01,CL00229,Balanced Core,10027024.64,324484.35,55200.92,269283.43,50015.04,10346323.1,6380.23,0.004922,0.006832,41.42,48,0,0,0.1148,0.3184,1,Active
2025-05-01,CL00230,Balanced Core,46010.55,0.0,739.86,-739.86,776.95,46047.64,11.13,0.017023,0.006832,38.5,48,0,0,0.1598,0.2922,1,Active
2025-05-01,CL00232,Growth Builder,211109.2,27744.01,3328.68,24415.33,3037.84,238562.37,57.65,0.013603,0.00714,60.97,68,0,0,0.2268,0.2267,1,Active
2025-05-01,CL00234,Balanced Core,234761.48,5163.51,9463.27,-4299.76,931.1,231392.82,55.92,0.004003,0.006832,55.23,48,1,1,0.439,0.4047,1,Active
2025-05-01,CL00239,Balanced Core,2675519.63,347288.56,43637.72,303650.83,20455.87,2999626.33,1449.82,0.007235,0.006832,39.22,48,0,0,0.1788,0.1993,1,Active
2025-05-01,CL00240,Income Shield,856767.98,0.0,12670.63,-12670.63,2687.06,846784.41,268.15,0.00316,0.006488,21.06,25,0,0,0.2196,0.3416,1,Active
2025-05-01,CL00242,Income Shield,668937.84,14740.96,7410.59,7330.38,3510.98,679779.2,237.92,0.00522,0.006488,37.19,25,0,0,0.1742,0.2739,1,Active
2025-05-01,CL00243,Balanced Core,99022.45,1696.51,2138.85,-442.34,-221.92,98358.19,23.77,-0.002246,0.006832,30.21,48,0,0,0.331,0.2165,1,Active
2025-05-01,CL00245,Equity Edge,746689.65,3695.4,19240.65,-15545.24,3880.82,735025.22,355.26,0.005252,0.006522,96.11,84,0,0,0.1181,0.2692,1,Active
2025-05-01,CL00250,Growth Builder,202161.44,0.0,5328.81,-5328.81,158.62,196991.25,47.61,0.000795,0.00714,75.44,68,1,1,0.5527,0.3469,1,Active
2025-05-01,CL00251,Income Shield,92405.37,0.0,672.35,-672.35,499.23,92232.25,22.29,0.005422,0.006488,16.73,25,0,0,0.3808,0.316,1,Active
2025-05-01,CL00252,Balanced Core,451637.06,0.0,13770.63,-13770.63,3964.33,441830.77,154.64,0.008914,0.006832,31.97,48,0,0,0.2447,0.331,1,Active
2025-05-01,CL00253,Balanced Core,334016.07,6389.9,4199.08,2190.82,4016.04,340222.93,119.08,0.011984,0.006832,49.43,48,0,0,0.3224,0.3672,1,Active
2025-05-01,CL00254,Balanced Core,930393.83,20511.3,26666.47,-6155.17,10412.22,934650.89,327.13,0.011228,0.006832,46.42,48,0,0,0.1746,0.2833,1,Active
2025-05-01,CL00256,Growth Builder,1221488.94,0.0,18742.78,-18742.78,5527.54,1208273.7,584.0,0.00456,0.00714,67.93,68,0,0,0.3191,0.2656,1,Active
2025-05-01,CL00258,Balanced Core,733464.21,5832.7,17759.05,-11926.35,10778.32,732316.18,353.95,0.014816,0.006832,44.1,48,0,0,0.1684,0.2326,1,Active
2025-05-01,CL00259,Growth Builder,2106635.69,15053.53,75574.01,-60520.48,11917.81,2058033.03,994.72,0.00574,0.00714,63.16,68,0,0,0.2579,0.231,1,Active
2025-05-01,CL00265,Growth Builder,47592.22,345.71,1643.15,-1297.43,756.28,47051.08,11.37,0.016111,0.00714,81.58,68,0,0,0.2942,0.2887,1,Active
2025-05-01,CL00267,Growth Builder,452310.67,0.0,8339.94,-8339.94,617.52,444588.25,155.61,0.001378,0.00714,83.42,68,1,1,0.4961,0.331,1,Active
2025-05-01,CL00269,Balanced Core,72347.82,0.0,954.55,-954.55,1253.78,72647.04,17.56,0.017445,0.006832,53.65,48,0,0,0.196,0.3012,1,Active
2025-05-01,CL00272,Income Shield,1208697.53,23380.14,10993.99,12386.15,6325.83,1227409.51,593.25,0.005207,0.006488,35.19,25,0,0,0.2106,0.1559,1,Active
2025-05-01,CL00274,Balanced Core,408344.76,0.0,254.34,-254.34,4145.45,412235.87,144.28,0.010155,0.006832,50.44,48,0,0,0.1672,0.202,1,Active
2025-05-01,CL00275,Income Shield,670691.5,34236.94,7515.45,26721.49,475.79,697888.78,244.26,0.000696,0.006488,3.24,25,1,1,0.3524,0.2861,1,Active
2025-05-01,CL00278,Balanced Core,212033.23,8659.2,4706.23,3952.98,2798.8,218785.0,76.57,0.013078,0.006832,41.84,48,0,0,0.2493,0.3226,1,Active
2025-05-01,CL00280,Growth Builder,357911.15,5937.56,9288.33,-3350.77,2759.47,357319.85,125.06,0.007746,0.00714,78.63,68,0,0,0.204,0.261,1,Active
2025-05-01,CL00281,Balanced Core,371045.49,8542.63,5723.78,2818.85,2757.08,376621.41,91.02,0.007402,0.006832,52.59,48,0,0,0.104,0.2106,1,Active
2025-05-01,CL00283,Growth Builder,46879.43,1960.4,1268.78,691.62,581.66,48152.71,11.64,0.012317,0.00714,75.45,68,0,0,0.288,0.2765,1,Active
2025-05-01,CL00284,Equity Edge,414826.29,0.0,3252.93,-3252.93,2156.96,413730.32,144.81,0.00522,0.006522,82.73,84,0,0,0.0747,0.2711,1,Active
2025-05-01,CL00287,Balanced Core,3164386.36,590.31,44374.04,-43783.73,-5209.5,3115393.13,986.54,-0.001658,0.006832,61.27,48,0,0,0.2785,0.2663,1,Active
2025-05-01,CL00288,Income Shield,2764240.84,43663.64,54656.97,-10993.33,18026.17,2771273.69,1339.45,0.006534,0.006488,15.64,25,1,1,0.4572,0.3055,1,Active
2025-05-01,CL00289,Balanced Core,65229.14,1248.06,895.55,352.51,70.01,65651.67,15.87,0.00107,0.006832,52.0,48,0,0,0.1843,0.2142,1,Active
2025-05-01,CL00291,Balanced Core,117856.14,16285.58,975.49,15310.09,1139.68,134305.91,47.01,0.00908,0.006832,45.63,48,0,0,0.2661,0.238,1,Active
