origination_month,mob,loan_count,originated_amount,outstanding_balance,dpd30_balance,dpd60_balance,npl_balance,chargeoff_amount,dpd30_rate,dpd60_rate,npl_rate,cumulative_loss_rate
2025-03-01,1,1203,508102.11,362277.43,104759.73,43811.5,21713.43,6293.93,0.2892,0.1209,0.0599,0.0152
2025-03-01,2,1203,508102.11,231922.44,60390.76,22662.91,9000.73,6066.62,0.2604,0.0977,0.0388,0.0272
2025-03-01,3,1203,508102.11,157684.97,51532.75,17384.55,3962.63,4999.5,0.3268,0.1102,0.0251,0.037
2025-03-01,4,1203,508102.11,124909.14,39687.28,19889.27,5986.17,3227.7999999999997,0.3177,0.1592,0.0479,0.0434
2025-03-01,5,1203,508102.11,87423.6,23811.260000000002,9673.91,4597.42,4373.25,0.2724,0.1107,0.0526,0.052
2025-03-01,6,579,401122.1,55560.9,11328.76,4164.46,1046.98,3173.19,0.2039,0.075,0.0188,0.0582
2025-03-01,7,266,263669.66,44885.77,11675.44,4699.53,1699.18,1483.42,0.2601,0.1047,0.0379,0.0611
2025-03-01,8,266,263669.66,36242.8,5483.62,1203.83,491.87,1795.05,0.1513,0.0332,0.0136,0.0647
2025-03-01,9,266,263669.66,29211.2,2895.73,951.26,499.57,1116.53,0.0991,0.0326,0.0171,0.0669
2025-03-01,10,67,97273.75,15376.06,1664.22,617.63,218.61,540.8399999999999,0.1082,0.0402,0.0142,0.0679
2025-03-01,11,67,97273.75,7688.12,1233.3,375.78,240.91,270.43,0.1604,0.0489,0.0313,0.0685
2025-03-01,12,67,97273.75,3690.32,711.39,242.73000000000002,63.17,129.81,0.1928,0.0658,0.0171,0.0687
2025-03-01,13,67,97273.75,3690.32,799.94,132.34,132.34,129.81,0.2168,0.0359,0.0359,0.069
2025-03-01,14,67,97273.75,3621.15,735.86,206.89,142.15,175.75,0.2032,0.0571,0.0393,0.0693
2025-04-01,0,1091,484727.35,483358.97,129922.29,68760.31,11943.119999999999,727.44,0.2688,0.1423,0.0247,0.0015
2025-04-01,1,1091,484727.35,349862.44,107650.65,59903.22,15278.14,6984.31,0.3077,0.1712,0.0437,0.0159
2025-04-01,2,1091,484727.35,236383.59,68236.73,30224.36,12442.55,4041.6200000000003,0.2887,0.1279,0.0526,0.0242
2025-04-01,3,1091,484727.35,165003.1,41311.9,17306.329999999998,2820.41,6355.84,0.2504,0.1049,0.0171,0.0374
2025-04-01,4,1091,484727.35,130855.75,41250.88,21910.61,7155.950000000001,4390.0,0.3152,0.1674,0.0547,0.0464
2025-04-01,5,1091,484727.35,94342.42,24364.32,13653.03,6270.03,4057.58,0.2583,0.1447,0.0665,0.0548
2025-04-01,6,527,383449.22,61173.64,16548.7,3546.5,1086.3799999999999,3337.06,0.2705,0.058,0.0178,0.0617
2025-04-01,7,274,277786.51,49402.51,9308.28,2379.73,360.43,2284.72,0.1884,0.0482,0.0073,0.0664
2025-04-01,8,274,277786.51,40837.51,7041.75,2473.95,560.73,1830.27,0.1724,0.0606,0.0137,0.0702
2025-04-01,9,274,277786.51,31919.74,3608.94,1471.92,300.55,1604.14,0.1131,0.0461,0.0094,0.0735
2025-04-01,10,69,111646.95,16902.16,4015.82,760.1,543.82,1056.1399999999999,0.2376,0.045,0.0322,0.0756
2025-04-01,11,69,111646.95,8655.77,2538.69,733.24,203.61,392.74,0.2933,0.0847,0.0235,0.0765
2025-04-01,12,69,111646.95,4154.77,677.91,285.94,203.57,188.51,0.1632,0.0688,0.049,0.0768
2025-04-01,13,69,111646.95,4038.03,914.9300000000001,419.53000000000003,108.97,261.47,0.2266,0.1039,0.027,0.0774
2025-05-01,0,1162,487572.34,484118.02,128765.46,64885.51,8611.54,2013.9499999999998,0.266,0.134,0.0178,0.0041
2025-05-01,1,1162,487572.34,348153.81,94728.76,48996.77,18310.2,6787.24,0.2721,0.1407,0.0526,0.0181
2025-05-01,2,1162,487572.34,225885.3,65811.49,31628.48,9751.06,6213.5599999999995,0.2913,0.14,0.0432,0.0308
2025-05-01,3,1162,487572.34,157376.63,41831.35,23118.24,6159.24,5540.66,0.2658,0.1469,0.0391,0.0422
2025-05-01,4,1162,487572.34,125119.11,40478.39,18051.75,5634.48,4429.3,0.3235,0.1443,0.045,0.0512
2025-05-01,5,1162,487572.34,92818.1,29249.95,15227.85,4361.93,3476.97,0.3151,0.1641,0.047,0.0584
2025-05-01,6,552,380778.87,63276.44,20002.48,9112.460000000001,4342.53,1748.68,0.3161,0.144,0.0686,0.062
2025-05-01,7,259,260260.29,48251.97,9571.21,2257.0299999999997,258.84999999999997,2507.5299999999997,0.1984,0.0468,0.0054,0.0671
2025-05-01,8,259,260260.29,40381.78,3998.71,1075.34,513.34,1561.22,0.099,0.0266,0.0127,0.0703
2025-05-01,9,259,260260.29,31859.19,5139.39,2730.67,1158.47,1115.27,0.1613,0.0857,0.0364,0.0726
2025-05-01,10,76,111145.05,17636.89,2742.7200000000003,517.03,331.59000000000003,521.38,0.1555,0.0293,0.0188,0.0737
2025-05-01,11,76,111145.05,8522.15,1599.97,712.52,532.6800000000001,453.43,0.1877,0.0836,0.0625,0.0746
2025-05-01,12,76,111145.05,4095.08,1188.95,434.18,96.49,211.23,0.2903,0.106,0.0236,0.075
2025-06-01,0,1109,475926.31,474062.04,121207.51,64439.92,8839.18,1036.93,0.2557,0.1359,0.0186,0.0022
2025-06-01,1,1109,475926.31,343831.99,116616.27,59514.58,21361.53,5391.91,0.3392,0.1731,0.0621,0.0135
2025-06-01,2,1109,475926.31,223322.84,58240.2,32863.27,8203.44,6244.53,0.2608,0.1472,0.0367,0.0266
2025-06-01,3,1109,475926.31,151678.91,40566.44,24547.61,9253.11,7313.05,0.2674,0.1618,0.061,0.042
2025-06-01,4,1109,475926.31,117718.25,37435.31,22012.7,5858.42,6146.3099999999995,0.318,0.187,0.0498,0.0549
2025-06-01,5,1109,475926.31,81176.56,25370.0,14422.82,8225.62,6745.7300000000005,0.3125,0.1777,0.1013,0.0691
2025-06-01,6,538,378423.89,52691.11,11025.5,7164.28,3400.78,3975.48,0.2092,0.136,0.0645,0.0774
2025-06-01,7,267,263735.74,40627.07,8052.580000000001,4234.61,2871.23,3638.06,0.1982,0.1042,0.0707,0.0851
2025-06-01,8,267,263735.74,33912.83,5054.33,2408.88,770.33,2851.08,0.149,0.071,0.0227,0.0911
2025-06-01,9,267,263735.74,26936.44,5484.93,1743.4299999999998,268.6,2256.88,0.2036,0.0647,0.01,0.0958
2025-06-01,10,67,95952.82,14226.26,3039.62,973.65,0.0,1075.19,0.2137,0.0684,0.0,0.0981
2025-06-01,11,67,95952.82,7000.08,1633.57,371.28000000000003,82.9,602.75,0.2334,0.053,0.0118,0.0993
2025-07-01,0,1117,461953.93,457510.59,136176.78,61274.49,9595.46,2672.58,0.2976,0.1339,0.021,0.0058
2025-07-01,1,1117,461953.93,330207.83,99853.98,53430.08,19056.75,5442.67,0.3024,0.1618,0.0577,0.0176
2025-07-01,2,1117,461953.93,210642.89,76702.31999999999,32896.3,13105.64,6456.46,0.3641,0.1562,0.0622,0.0315
2025-07-01,3,1117,461953.93,143780.81,40322.92,23861.33,9805.119999999999,6098.28,0.2804,0.166,0.0682,0.0447
2025-07-01,4,1117,461953.93,106001.68,32581.0,18315.25,7150.46,7729.7,0.3074,0.1728,0.0675,0.0615
2025-07-01,5,1117,461953.93,75787.51,19301.39,8884.42,4730.929999999999,5004.66,0.2547,0.1172,0.0624,0.0723
2025-07-01,6,535,361092.75,46987.45,12226.5,7292.91,1986.82,3071.61,0.2602,0.1552,0.0423,0.079
2025-07-01,7,268,250081.81,36157.76,7894.29,2833.31,2579.5,2837.33,0.2183,0.0784,0.0713,0.0851
2025-07-01,8,268,250081.81,30037.87,7948.849999999999,2348.99,652.4499999999999,2388.19,0.2646,0.0782,0.0217,0.0903
2025-07-01,9,268,250081.81,24050.38,5473.75,1904.3,774.87,1881.48,0.2276,0.0792,0.0322,0.0943
2025-07-01,10,62,82030.18,12049.65,3591.5,1051.1599999999999,0.0,960.65,0.2981,0.0872,0.0,0.0964
2025-08-01,0,1179,507316.68,505277.0,150074.36,69345.56,14904.95,1126.52,0.297,0.1372,0.0295,0.0022
2025-08-01,1,1179,507316.68,363467.09,95687.23,55858.3,24397.16,5055.85,0.2633,0.1537,0.0671,0.0122
2025-08-01,2,1179,507316.68,234549.13,65799.7,35635.91,14552.7,4180.2,0.2805,0.1519,0.062,0.0204
2025-08-01,3,1179,507316.68,160802.52,39329.17,21630.11,9960.45,3957.6,0.2446,0.1345,0.0619,0.0282
2025-08-01,4,1179,507316.68,125420.95,35976.28,20509.28,9097.37,2725.27,0.2868,0.1635,0.0725,0.0336
2025-08-01,5,1179,507316.68,88217.0,20120.01,4882.59,3128.75,2711.04,0.2281,0.0553,0.0355,0.0389
2025-08-01,6,567,396122.21,55645.8,5673.88,3555.2500000000005,486.33000000000004,1457.1499999999999,0.102,0.0639,0.0087,0.0418
2025-08-01,7,281,270963.79,43621.979999999996,2647.63,451.55,27.49,1085.0,0.0607,0.0104,0.0006,0.044
2025-08-01,8,281,270963.79,36254.14,5419.37,1951.2,317.97,910.02,0.1495,0.0538,0.0088,0.0457
2025-08-01,9,281,270963.79,28594.86,5362.6900000000005,2208.43,1180.52,917.7299999999999,0.1875,0.0772,0.0413,0.0476
2025-09-01,0,1077,462909.56,461005.42,119745.73,57866.92,24160.26,1050.61,0.2597,0.1255,0.0524,0.0023
2025-09-01,1,1077,462909.56,332181.57,95578.14,60545.69,17628.43,5915.95,0.2877,0.1823,0.0531,0.015
2025-09-01,2,1077,462909.56,216695.68,59799.93,30777.11,11805.36,5648.84,0.276,0.142,0.0545,0.0273
2025-09-01,3,1077,462909.56,147695.55,36745.94,22745.0,5129.21,6046.4400000000005,0.2488,0.154,0.0347,0.0403
2025-09-01,4,1077,462909.56,114400.95999999999,20286.17,4021.72,1517.96,5353.14,0.1773,0.0352,0.0133,0.0519
2025-09-01,5,1077,462909.56,84451.92,16167.81,5427.64,1086.97,2832.1800000000003,0.1914,0.0643,0.0129,0.058
2025-09-01,6,534,368812.24,54304.09,11465.970000000001,4185.51,791.7900000000001,1930.73,0.2111,0.0771,0.0146,0.0622
2025-09-01,7,258,253149.15,42720.55,10819.28,4030.24,1520.67,1458.92,0.2533,0.0943,0.0356,0.0653
2025-09-01,8,258,253149.15,34821.93,6167.54,2270.08,728.3,1588.29,0.1771,0.0652,0.0209,0.0688
2025-10-01,0,1216,518539.89,514603.03,127678.28,66628.4,11570.63,2120.28,0.2481,0.1295,0.0225,0.0041
2025-10-01,1,1216,518539.89,366306.02,110341.65,57963.78,27094.739999999998,9968.34,0.3012,0.1582,0.074,0.0233
2025-10-01,2,1216,518539.89,241357.99,65536.04,37377.28,14357.33,6942.97,0.2715,0.1549,0.0595,0.0367
2025-10-01,3,1216,518539.89,165668.71,38982.8,13610.09,6400.36,6612.49,0.2353,0.0822,0.0386,0.0495
2025-10-01,4,1216,518539.89,132065.76,27516.26,8685.09,3228.23,3286.85,0.2084,0.0658,0.0244,0.0558
2025-10-01,5,1216,518539.89,91816.45,17517.34,6182.66,1077.01,4228.389999999999,0.1908,0.0673,0.0117,0.0639
2025-10-01,6,608,413681.46,59379.67,11890.699999999999,3486.06,209.13,2120.95,0.2002,0.0587,0.0035,0.068
2025-10-01,7,289,284081.59,46591.68,12904.68,3176.71,1012.9699999999999,1650.46,0.277,0.0682,0.0217,0.0712
2025-11-01,0,1154,527656.0,523430.33,111396.29,62077.81,15924.11,2367.0,0.2128,0.1186,0.0304,0.0045
2025-11-01,1,1154,527656.0,382681.61,103242.48,66440.93,23758.06,8357.2,0.2698,0.1736,0.0621,0.0203
2025-11-01,2,1154,527656.0,257340.88,70353.91,28222.239999999998,14196.11,7678.88,0.2734,0.1097,0.0552,0.0349
2025-11-01,3,1154,527656.0,179885.17,39554.31,14368.05,3809.78,7001.67,0.2199,0.0799,0.0212,0.0481
2025-11-01,4,1154,527656.0,137896.84,32325.649999999998,11163.53,3531.72,7357.1900000000005,0.2344,0.081,0.0256,0.0621
2025-11-01,5,1154,527656.0,100236.42,20854.07,6381.8,2327.83,4802.22,0.208,0.0637,0.0232,0.0712
2025-11-01,6,612,433676.24,62536.56,12082.36,3411.22,1113.07,5006.37,0.1932,0.0545,0.0178,0.0807
2025-12-01,0,1176,513830.74,509800.78,122205.01,67979.65,19519.91,2223.76,0.2397,0.1333,0.0383,0.0043
2025-12-01,1,1176,513830.74,374444.16,105875.3,50501.18,19229.15,5071.42,0.2828,0.1349,0.0514,0.0142
2025-12-01,2,1176,513830.74,249195.45,64035.56,27911.11,11118.44,4540.4,0.257,0.112,0.0446,0.023
2025-12-01,3,1176,513830.74,174454.22,40238.75,16726.43,5861.87,4338.28,0.2307,0.0959,0.0336,0.0315
2025-12-01,4,1176,513830.74,138547.26,41557.93,10767.36,2600.6,3540.89,0.3,0.0777,0.0188,0.0384
2025-12-01,5,1176,513830.74,101079.72,29835.67,10191.16,3891.04,3591.11,0.2952,0.1008,0.0385,0.0454
2026-01-01,0,1143,493848.2,486834.19,140861.6,76790.1,25592.510000000002,4065.19,0.2893,0.1577,0.0526,0.0082
2026-01-01,1,1143,493848.2,357709.7,95936.46,46694.91,19772.93,6347.94,0.2682,0.1305,0.0553,0.0211
2026-01-01,2,1143,493848.2,235947.49,63612.67,25617.45,12390.37,6999.18,0.2696,0.1086,0.0525,0.0353
2026-01-01,3,1143,493848.2,163361.12,37116.89,11886.77,3567.84,7452.01,0.2272,0.0728,0.0218,0.0503
2026-01-01,4,1143,493848.2,128845.33,25962.170000000002,12184.03,4235.4,6203.05,0.2015,0.0946,0.0329,0.0629
2026-02-01,0,1093,457756.71,453266.7,133038.58,66292.25,17308.65,2540.74,0.2935,0.1463,0.0382,0.0056
2026-02-01,1,1093,457756.71,319888.73,93050.96,40451.29,15891.83,9199.78,0.2909,0.1265,0.0497,0.0256
2026-02-01,2,1093,457756.71,210140.25,48923.11,12398.84,5321.4800000000005,4408.17,0.2328,0.059,0.0253,0.0353
2026-02-01,3,1093,457756.71,145685.14,34957.9,12664.88,1112.43,3774.59,0.24,0.0869,0.0076,0.0435
2026-03-01,0,1100,468142.14,465058.23,128282.31999999999,64499.98,22025.72,1751.75,0.2758,0.1387,0.0474,0.0037
2026-03-01,1,1100,468142.14,335837.25,82553.54,40294.0,17488.08,5066.36,0.2458,0.12,0.0521,0.0146
2026-03-01,2,1100,468142.14,222304.38,59665.79,22778.97,8640.92,2008.6200000000001,0.2684,0.1025,0.0389,0.0189
2026-04-01,0,1107,460415.82,456605.22000000003,133159.31,68183.01,13470.92,2205.98,0.2916,0.1493,0.0295,0.0048
2026-04-01,1,1107,460415.82,328387.47,83021.13,44494.59,12920.04,7252.28,0.2528,0.1355,0.0393,0.0205
2026-05-01,0,1150,480836.93,478633.45,124746.18,55824.4,12248.07,1328.44,0.2606,0.1166,0.0256,0.0028
