MonthStart,ChannelKey,StageName,StageOrder,UserCount
2025-10-01,paid_social,KYC Approved,3,1014
2025-10-01,paid_social,Activated,4,602
2025-10-01,paid_social,Funded Account,5,283
2025-10-01,partner,Signup Started,1,1258
2025-10-01,partner,KYC Submitted,2,1003
2025-10-01,partner,KYC Approved,3,829
2025-10-01,partner,Activated,4,517
2025-10-01,partner,Funded Account,5,265
2025-10-01,referral,Signup Started,1,1107
2025-10-01,referral,KYC Submitted,2,877
2025-10-01,referral,KYC Approved,3,714
2025-10-01,referral,Activated,4,453
2025-10-01,referral,Funded Account,5,233
2025-11-01,lifecycle,Signup Started,1,1007
2025-11-01,lifecycle,KYC Submitted,2,777
2025-11-01,lifecycle,KYC Approved,3,637
2025-11-01,lifecycle,Activated,4,395
2025-11-01,lifecycle,Funded Account,5,204
2025-11-01,organic,Signup Started,1,1211
2025-11-01,organic,KYC Submitted,2,916
2025-11-01,organic,KYC Approved,3,766
2025-11-01,organic,Activated,4,485
2025-11-01,organic,Funded Account,5,254
2025-11-01,paid_search,Signup Started,1,1538
2025-11-01,paid_search,KYC Submitted,2,1187
2025-11-01,paid_search,KYC Approved,3,958
2025-11-01,paid_search,Activated,4,591
2025-11-01,paid_search,Funded Account,5,291
2025-11-01,paid_social,Signup Started,1,1694
2025-11-01,paid_social,KYC Submitted,2,1265
2025-11-01,paid_social,KYC Approved,3,1027
2025-11-01,paid_social,Activated,4,594
2025-11-01,paid_social,Funded Account,5,274
2025-11-01,partner,Signup Started,1,1290
2025-11-01,partner,KYC Submitted,2,1008
2025-11-01,partner,KYC Approved,3,824
2025-11-01,partner,Activated,4,530
2025-11-01,partner,Funded Account,5,278
2025-11-01,referral,Signup Started,1,1147
2025-11-01,referral,KYC Submitted,2,919
2025-11-01,referral,KYC Approved,3,788
2025-11-01,referral,Activated,4,507
2025-11-01,referral,Funded Account,5,268
2025-12-01,lifecycle,Signup Started,1,996
2025-12-01,lifecycle,KYC Submitted,2,776
2025-12-01,lifecycle,KYC Approved,3,630
2025-12-01,lifecycle,Activated,4,396
2025-12-01,lifecycle,Funded Account,5,208
2025-12-01,organic,Signup Started,1,1288
2025-12-01,organic,KYC Submitted,2,979
2025-12-01,organic,KYC Approved,3,808
2025-12-01,organic,Activated,4,502
2025-12-01,organic,Funded Account,5,259
2025-12-01,paid_search,Signup Started,1,1629
2025-12-01,paid_search,KYC Submitted,2,1256
2025-12-01,paid_search,KYC Approved,3,1037
2025-12-01,paid_search,Activated,4,610
2025-12-01,paid_search,Funded Account,5,302
2025-12-01,paid_social,Signup Started,1,1817
2025-12-01,paid_social,KYC Submitted,2,1333
2025-12-01,paid_social,KYC Approved,3,1072
2025-12-01,paid_social,Activated,4,624
2025-12-01,paid_social,Funded Account,5,308
2025-12-01,partner,Signup Started,1,1348
2025-12-01,partner,KYC Submitted,2,1057
2025-12-01,partner,KYC Approved,3,863
2025-12-01,partner,Activated,4,548
2025-12-01,partner,Funded Account,5,285
2025-12-01,referral,Signup Started,1,1200
2025-12-01,referral,KYC Submitted,2,933
2025-12-01,referral,KYC Approved,3,776
2025-12-01,referral,Activated,4,479
2025-12-01,referral,Funded Account,5,253
2026-01-01,lifecycle,Signup Started,1,1076
2026-01-01,lifecycle,KYC Submitted,2,851
2026-01-01,lifecycle,KYC Approved,3,689
2026-01-01,lifecycle,Activated,4,432
2026-01-01,lifecycle,Funded Account,5,222
2026-01-01,organic,Signup Started,1,1314
2026-01-01,organic,KYC Submitted,2,1020
2026-01-01,organic,KYC Approved,3,860
2026-01-01,organic,Activated,4,521
2026-01-01,organic,Funded Account,5,270
2026-01-01,paid_search,Signup Started,1,1739
2026-01-01,paid_search,KYC Submitted,2,1303
2026-01-01,paid_search,KYC Approved,3,1068
2026-01-01,paid_search,Activated,4,644
2026-01-01,paid_search,Funded Account,5,323
2026-01-01,paid_social,Signup Started,1,2115
2026-01-01,paid_social,KYC Submitted,2,1589
2026-01-01,paid_social,KYC Approved,3,1245
2026-01-01,paid_social,Activated,4,716
2026-01-01,paid_social,Funded Account,5,347
2026-01-01,partner,Signup Started,1,1530
2026-01-01,partner,KYC Submitted,2,1209
2026-01-01,partner,KYC Approved,3,1007
2026-01-01,partner,Activated,4,620
2026-01-01,partner,Funded Account,5,322
2026-01-01,referral,Signup Started,1,1312
2026-01-01,referral,KYC Submitted,2,1032
2026-01-01,referral,KYC Approved,3,860
2026-01-01,referral,Activated,4,535
2026-01-01,referral,Funded Account,5,286
2026-02-01,lifecycle,Signup Started,1,1223
2026-02-01,lifecycle,KYC Submitted,2,938
2026-02-01,lifecycle,KYC Approved,3,773
2026-02-01,lifecycle,Activated,4,472
2026-02-01,lifecycle,Funded Account,5,254
2026-02-01,organic,Signup Started,1,1491
2026-02-01,organic,KYC Submitted,2,1201
2026-02-01,organic,KYC Approved,3,1010
2026-02-01,organic,Activated,4,628
2026-02-01,organic,Funded Account,5,337
2026-02-01,paid_search,Signup Started,1,1904
2026-02-01,paid_search,KYC Submitted,2,1463
2026-02-01,paid_search,KYC Approved,3,1195
2026-02-01,paid_search,Activated,4,705
2026-02-01,paid_search,Funded Account,5,363
2026-02-01,paid_social,Signup Started,1,2043
2026-02-01,paid_social,KYC Submitted,2,1555
2026-02-01,paid_social,KYC Approved,3,1237
2026-02-01,paid_social,Activated,4,710
2026-02-01,paid_social,Funded Account,5,344
2026-02-01,partner,Signup Started,1,1779
2026-02-01,partner,KYC Submitted,2,1370
2026-02-01,partner,KYC Approved,3,1149
2026-02-01,partner,Activated,4,706
2026-02-01,partner,Funded Account,5,380
2026-02-01,referral,Signup Started,1,1338
2026-02-01,referral,KYC Submitted,2,1075
2026-02-01,referral,KYC Approved,3,873
2026-02-01,referral,Activated,4,558
2026-02-01,referral,Funded Account,5,298
2026-03-01,lifecycle,Signup Started,1,1286
2026-03-01,lifecycle,KYC Submitted,2,945
2026-03-01,lifecycle,KYC Approved,3,771
2026-03-01,lifecycle,Activated,4,473
2026-03-01,lifecycle,Funded Account,5,239
2026-03-01,organic,Signup Started,1,1534
2026-03-01,organic,KYC Submitted,2,1216
2026-03-01,organic,KYC Approved,3,1031
2026-03-01,organic,Activated,4,646
2026-03-01,organic,Funded Account,5,338
2026-03-01,paid_search,Signup Started,1,2009
2026-03-01,paid_search,KYC Submitted,2,1585
2026-03-01,paid_search,KYC Approved,3,1264
2026-03-01,paid_search,Activated,4,759
2026-03-01,paid_search,Funded Account,5,362
2026-03-01,paid_social,Signup Started,1,2086
2026-03-01,paid_social,KYC Submitted,2,1504
2026-03-01,paid_social,KYC Approved,3,1217
2026-03-01,paid_social,Activated,4,715
2026-03-01,paid_social,Funded Account,5,336
2026-03-01,partner,Signup Started,1,1827
2026-03-01,partner,KYC Submitted,2,1392
2026-03-01,partner,KYC Approved,3,1120
2026-03-01,partner,Activated,4,711
2026-03-01,partner,Funded Account,5,370
2026-03-01,referral,Signup Started,1,1501
2026-03-01,referral,KYC Submitted,2,1193
2026-03-01,referral,KYC Approved,3,1013
2026-03-01,referral,Activated,4,650
2026-03-01,referral,Funded Account,5,344
2026-04-01,lifecycle,Signup Started,1,1201
2026-04-01,lifecycle,KYC Submitted,2,943
2026-04-01,lifecycle,KYC Approved,3,772
2026-04-01,lifecycle,Activated,4,478
2026-04-01,lifecycle,Funded Account,5,235
2026-04-01,organic,Signup Started,1,1617
2026-04-01,organic,KYC Submitted,2,1313
2026-04-01,organic,KYC Approved,3,1102
2026-04-01,organic,Activated,4,705
2026-04-01,organic,Funded Account,5,359
2026-04-01,paid_search,Signup Started,1,1941
2026-04-01,paid_search,KYC Submitted,2,1473
2026-04-01,paid_search,KYC Approved,3,1181
2026-04-01,paid_search,Activated,4,691
2026-04-01,paid_search,Funded Account,5,342
2026-04-01,paid_social,Signup Started,1,2127
2026-04-01,paid_social,KYC Submitted,2,1614
2026-04-01,paid_social,KYC Approved,3,1256
2026-04-01,paid_social,Activated,4,734
2026-04-01,paid_social,Funded Account,5,357
2026-04-01,partner,Signup Started,1,1650
2026-04-01,partner,KYC Submitted,2,1277
2026-04-01,partner,KYC Approved,3,1072
2026-04-01,partner,Activated,4,662
2026-04-01,partner,Funded Account,5,342
2026-04-01,referral,Signup Started,1,1401
2026-04-01,referral,KYC Submitted,2,1120
2026-04-01,referral,KYC Approved,3,935
2026-04-01,referral,Activated,4,596
2026-04-01,referral,Funded Account,5,321
2026-05-01,lifecycle,Signup Started,1,1240
2026-05-01,lifecycle,KYC Submitted,2,943
2026-05-01,lifecycle,KYC Approved,3,771
2026-05-01,lifecycle,Activated,4,468
2026-05-01,lifecycle,Funded Account,5,244
2026-05-01,organic,Signup Started,1,1541
2026-05-01,organic,KYC Submitted,2,1196
2026-05-01,organic,KYC Approved,3,973
2026-05-01,organic,Activated,4,595
2026-05-01,organic,Funded Account,5,308
2026-05-01,paid_search,Signup Started,1,2099
2026-05-01,paid_search,KYC Submitted,2,1602
2026-05-01,paid_search,KYC Approved,3,1324
2026-05-01,paid_search,Activated,4,793
2026-05-01,paid_search,Funded Account,5,398
2026-05-01,paid_social,Signup Started,1,2256
2026-05-01,paid_social,KYC Submitted,2,1728
2026-05-01,paid_social,KYC Approved,3,1383
2026-05-01,paid_social,Activated,4,827
2026-05-01,paid_social,Funded Account,5,377
2026-05-01,partner,Signup Started,1,1780
2026-05-01,partner,KYC Submitted,2,1362
2026-05-01,partner,KYC Approved,3,1107
2026-05-01,partner,Activated,4,685
2026-05-01,partner,Funded Account,5,354
2026-05-01,referral,Signup Started,1,1527
2026-05-01,referral,KYC Submitted,2,1249
2026-05-01,referral,KYC Approved,3,1035
2026-05-01,referral,Activated,4,669
2026-05-01,referral,Funded Account,5,343
