CohortMonth,CohortLabel,ActivityMonth,MonthsSinceCohort,ChannelKey,SegmentKey,CohortSize,RetainedUsers,RetentionRate,Revenue,CumulativeRevenue,CumulativeLTV
2024-03-01,Mar 2024,2025-04-01,13,paid_search,mass,95,40,0.4211,525.07,10785.45,113.53
2024-03-01,Mar 2024,2025-05-01,14,paid_search,mass,95,38,0.4,428.17,11213.62,118.04
2024-03-01,Mar 2024,2025-06-01,15,paid_search,mass,95,36,0.3789,511.72,11725.34,123.42
2024-03-01,Mar 2024,2025-07-01,16,paid_search,mass,95,33,0.3474,469.03,12194.37,128.36
2024-03-01,Mar 2024,2025-08-01,17,paid_search,mass,95,27,0.2842,384.27,12578.64,132.41
2024-03-01,Mar 2024,2025-09-01,18,paid_search,mass,95,25,0.2632,385.71,12964.34,136.47
2024-03-01,Mar 2024,2025-10-01,19,paid_search,mass,95,23,0.2421,351.04,13315.39,140.16
2024-03-01,Mar 2024,2025-11-01,20,paid_search,mass,95,19,0.2,260.07,13575.46,142.9
2024-03-01,Mar 2024,2025-12-01,21,paid_search,mass,95,17,0.1789,222.51,13797.97,145.24
2024-03-01,Mar 2024,2026-01-01,22,paid_search,mass,95,12,0.1263,161.24,13959.2,146.94
2024-03-01,Mar 2024,2026-02-01,23,paid_search,mass,95,11,0.1158,151.89,14111.09,148.54
2024-03-01,Mar 2024,2026-03-01,24,paid_search,mass,95,11,0.1158,165.71,14276.8,150.28
2024-03-01,Mar 2024,2026-04-01,25,paid_search,mass,95,11,0.1158,165.26,14442.06,152.02
2024-03-01,Mar 2024,2026-05-01,26,paid_search,mass,95,11,0.1158,163.58,14605.63,153.74
2024-03-01,Mar 2024,2024-03-01,0,paid_search,affluent,46,40,0.8696,464.51,464.51,10.1
2024-03-01,Mar 2024,2024-04-01,1,paid_search,affluent,46,39,0.8478,462.95,927.45,20.16
2024-03-01,Mar 2024,2024-05-01,2,paid_search,affluent,46,37,0.8043,408.86,1336.32,29.05
2024-03-01,Mar 2024,2024-06-01,3,paid_search,affluent,46,35,0.7609,438.45,1774.77,38.58
2024-03-01,Mar 2024,2024-07-01,4,paid_search,affluent,46,33,0.7174,345.46,2120.23,46.09
2024-03-01,Mar 2024,2024-08-01,5,paid_search,affluent,46,32,0.6957,391.35,2511.58,54.6
2024-03-01,Mar 2024,2024-09-01,6,paid_search,affluent,46,30,0.6522,353.54,2865.12,62.29
2024-03-01,Mar 2024,2024-10-01,7,paid_search,affluent,46,29,0.6304,391.03,3256.16,70.79
2024-03-01,Mar 2024,2024-11-01,8,paid_search,affluent,46,28,0.6087,361.86,3618.02,78.65
2024-03-01,Mar 2024,2024-12-01,9,paid_search,affluent,46,26,0.5652,273.1,3891.12,84.59
2024-03-01,Mar 2024,2025-01-01,10,paid_search,affluent,46,25,0.5435,338.07,4229.19,91.94
2024-03-01,Mar 2024,2025-02-01,11,paid_search,affluent,46,23,0.5,297.27,4526.46,98.4
2024-03-01,Mar 2024,2025-03-01,12,paid_search,affluent,46,22,0.4783,235.63,4762.08,103.52
2024-03-01,Mar 2024,2025-04-01,13,paid_search,affluent,46,20,0.4348,305.96,5068.05,110.17
2024-03-01,Mar 2024,2025-05-01,14,paid_search,affluent,46,17,0.3696,260.49,5328.54,115.84
2024-03-01,Mar 2024,2025-06-01,15,paid_search,affluent,46,16,0.3478,213.44,5541.98,120.48
2024-03-01,Mar 2024,2025-07-01,16,paid_search,affluent,46,15,0.3261,225.06,5767.04,125.37
2024-03-01,Mar 2024,2025-08-01,17,paid_search,affluent,46,13,0.2826,173.21,5940.26,129.14
2024-03-01,Mar 2024,2025-09-01,18,paid_search,affluent,46,12,0.2609,144.06,6084.31,132.27
2024-03-01,Mar 2024,2025-10-01,19,paid_search,affluent,46,10,0.2174,167.18,6251.5,135.9
2024-03-01,Mar 2024,2025-11-01,20,paid_search,affluent,46,10,0.2174,138.72,6390.21,138.92
2024-03-01,Mar 2024,2025-12-01,21,paid_search,affluent,46,7,0.1522,93.23,6483.44,140.94
2024-03-01,Mar 2024,2026-01-01,22,paid_search,affluent,46,5,0.1087,67.95,6551.39,142.42
2024-03-01,Mar 2024,2026-02-01,23,paid_search,affluent,46,5,0.1087,66.39,6617.77,143.86
2024-03-01,Mar 2024,2026-03-01,24,paid_search,affluent,46,5,0.1087,75.14,6692.91,145.5
2024-03-01,Mar 2024,2026-04-01,25,paid_search,affluent,46,5,0.1087,76.43,6769.34,147.16
2024-03-01,Mar 2024,2026-05-01,26,paid_search,affluent,46,5,0.1087,63.15,6832.49,148.53
2024-03-01,Mar 2024,2024-03-01,0,paid_search,freelancer,29,25,0.8621,286.09,286.09,9.87
2024-03-01,Mar 2024,2024-04-01,1,paid_search,freelancer,29,24,0.8276,301.1,587.19,20.25
2024-03-01,Mar 2024,2024-05-01,2,paid_search,freelancer,29,23,0.7931,285.75,872.94,30.1
2024-03-01,Mar 2024,2024-06-01,3,paid_search,freelancer,29,21,0.7241,296.15,1169.09,40.31
2024-03-01,Mar 2024,2024-07-01,4,paid_search,freelancer,29,21,0.7241,294.56,1463.65,50.47
2024-03-01,Mar 2024,2024-08-01,5,paid_search,freelancer,29,20,0.6897,262.18,1725.83,59.51
2024-03-01,Mar 2024,2024-09-01,6,paid_search,freelancer,29,19,0.6552,239.02,1964.85,67.75
2024-03-01,Mar 2024,2024-10-01,7,paid_search,freelancer,29,18,0.6207,227.68,2192.53,75.6
2024-03-01,Mar 2024,2024-11-01,8,paid_search,freelancer,29,17,0.5862,233.54,2426.07,83.66
2024-03-01,Mar 2024,2024-12-01,9,paid_search,freelancer,29,17,0.5862,268.79,2694.86,92.93
2024-03-01,Mar 2024,2025-01-01,10,paid_search,freelancer,29,15,0.5172,193.43,2888.29,99.6
2024-03-01,Mar 2024,2025-02-01,11,paid_search,freelancer,29,15,0.5172,185.39,3073.68,105.99
2024-03-01,Mar 2024,2025-03-01,12,paid_search,freelancer,29,13,0.4483,145.98,3219.66,111.02
2024-03-01,Mar 2024,2025-04-01,13,paid_search,freelancer,29,12,0.4138,175.47,3395.13,117.07
2024-03-01,Mar 2024,2025-05-01,14,paid_search,freelancer,29,12,0.4138,152.74,3547.87,122.34
2024-03-01,Mar 2024,2025-06-01,15,paid_search,freelancer,29,10,0.3448,119.8,3667.67,126.47
2024-03-01,Mar 2024,2025-07-01,16,paid_search,freelancer,29,9,0.3103,108.62,3776.29,130.22
2024-03-01,Mar 2024,2025-08-01,17,paid_search,freelancer,29,9,0.3103,113.38,3889.68,134.13
2024-03-01,Mar 2024,2025-09-01,18,paid_search,freelancer,29,7,0.2414,99.71,3989.39,137.57
2024-03-01,Mar 2024,2025-10-01,19,paid_search,freelancer,29,7,0.2414,102.05,4091.44,141.08
2024-03-01,Mar 2024,2025-11-01,20,paid_search,freelancer,29,6,0.2069,98.23,4189.67,144.47
2024-03-01,Mar 2024,2025-12-01,21,paid_search,freelancer,29,4,0.1379,62.82,4252.5,146.64
2024-03-01,Mar 2024,2026-01-01,22,paid_search,freelancer,29,3,0.1034,50.06,4302.56,148.36
2024-03-01,Mar 2024,2026-02-01,23,paid_search,freelancer,29,3,0.1034,49.93,4352.49,150.09
2024-03-01,Mar 2024,2026-03-01,24,paid_search,freelancer,29,3,0.1034,47.37,4399.86,151.72
2024-03-01,Mar 2024,2026-04-01,25,paid_search,freelancer,29,3,0.1034,49.07,4448.92,153.41
2024-03-01,Mar 2024,2026-05-01,26,paid_search,freelancer,29,3,0.1034,37.68,4486.61,154.71
2024-03-01,Mar 2024,2024-03-01,0,paid_search,smb,17,14,0.8235,160.83,160.83,9.46
2024-03-01,Mar 2024,2024-04-01,1,paid_search,smb,17,13,0.7647,183.96,344.79,20.28
2024-03-01,Mar 2024,2024-05-01,2,paid_search,smb,17,13,0.7647,170.48,515.27,30.31
2024-03-01,Mar 2024,2024-06-01,3,paid_search,smb,17,12,0.7059,152.34,667.61,39.27
2024-03-01,Mar 2024,2024-07-01,4,paid_search,smb,17,12,0.7059,140.89,808.5,47.56
2024-03-01,Mar 2024,2024-08-01,5,paid_search,smb,17,11,0.6471,134.14,942.64,55.45
2024-03-01,Mar 2024,2024-09-01,6,paid_search,smb,17,11,0.6471,138.98,1081.62,63.62
2024-03-01,Mar 2024,2024-10-01,7,paid_search,smb,17,10,0.5882,136.69,1218.31,71.67
2024-03-01,Mar 2024,2024-11-01,8,paid_search,smb,17,10,0.5882,135.89,1354.2,79.66
2024-03-01,Mar 2024,2024-12-01,9,paid_search,smb,17,9,0.5294,99.06,1453.25,85.49
2024-03-01,Mar 2024,2025-01-01,10,paid_search,smb,17,8,0.4706,87.78,1541.03,90.65
2024-03-01,Mar 2024,2025-02-01,11,paid_search,smb,17,8,0.4706,102.27,1643.3,96.66
2024-03-01,Mar 2024,2025-03-01,12,paid_search,smb,17,7,0.4118,104.81,1748.11,102.83
2024-03-01,Mar 2024,2025-04-01,13,paid_search,smb,17,7,0.4118,108.9,1857.01,109.24
2024-03-01,Mar 2024,2025-05-01,14,paid_search,smb,17,6,0.3529,90.31,1947.31,114.55
2024-03-01,Mar 2024,2025-06-01,15,paid_search,smb,17,5,0.2941,74.37,2021.68,118.92
2024-03-01,Mar 2024,2025-07-01,16,paid_search,smb,17,5,0.2941,59.15,2080.83,122.4
2024-03-01,Mar 2024,2025-08-01,17,paid_search,smb,17,5,0.2941,64.83,2145.66,126.22
2024-03-01,Mar 2024,2025-09-01,18,paid_search,smb,17,4,0.2353,60.06,2205.73,129.75
2024-03-01,Mar 2024,2025-10-01,19,paid_search,smb,17,3,0.1765,43.46,2249.19,132.31
2024-03-01,Mar 2024,2025-11-01,20,paid_search,smb,17,3,0.1765,40.86,2290.05,134.71
2024-03-01,Mar 2024,2025-12-01,21,paid_search,smb,17,2,0.1176,28.94,2318.99,136.41
2024-03-01,Mar 2024,2026-01-01,22,paid_search,smb,17,2,0.1176,31.23,2350.22,138.25
2024-03-01,Mar 2024,2026-02-01,23,paid_search,smb,17,2,0.1176,28.48,2378.7,139.92
2024-03-01,Mar 2024,2026-03-01,24,paid_search,smb,17,2,0.1176,29.45,2408.16,141.66
2024-03-01,Mar 2024,2026-04-01,25,paid_search,smb,17,2,0.1176,30.79,2438.94,143.47
2024-03-01,Mar 2024,2026-05-01,26,paid_search,smb,17,2,0.1176,32.85,2471.8,145.4
2024-03-01,Mar 2024,2024-03-01,0,paid_social,mass,91,76,0.8352,983.27,983.27,10.81
2024-03-01,Mar 2024,2024-04-01,1,paid_social,mass,91,74,0.8132,790.2,1773.47,19.49
2024-03-01,Mar 2024,2024-05-01,2,paid_social,mass,91,70,0.7692,968.8,2742.27,30.13
2024-03-01,Mar 2024,2024-06-01,3,paid_social,mass,91,70,0.7692,744.76,3487.03,38.32
2024-03-01,Mar 2024,2024-07-01,4,paid_social,mass,91,63,0.6923,837.01,4324.04,47.52
2024-03-01,Mar 2024,2024-08-01,5,paid_social,mass,91,61,0.6703,861.92,5185.96,56.99
2024-03-01,Mar 2024,2024-09-01,6,paid_social,mass,91,59,0.6484,733.1,5919.06,65.04
2024-03-01,Mar 2024,2024-10-01,7,paid_social,mass,91,55,0.6044,645.87,6564.93,72.14
2024-03-01,Mar 2024,2024-11-01,8,paid_social,mass,91,52,0.5714,686.59,7251.52,79.69
2024-03-01,Mar 2024,2024-12-01,9,paid_social,mass,91,52,0.5714,589.11,7840.62,86.16
2024-03-01,Mar 2024,2025-01-01,10,paid_social,mass,91,47,0.5165,591.81,8432.44,92.66
2024-03-01,Mar 2024,2025-02-01,11,paid_social,mass,91,44,0.4835,484.9,8917.34,97.99
2024-03-01,Mar 2024,2025-03-01,12,paid_social,mass,91,41,0.4505,518.78,9436.12,103.69
2024-03-01,Mar 2024,2025-04-01,13,paid_social,mass,91,39,0.4286,515.81,9951.93,109.36
2024-03-01,Mar 2024,2025-05-01,14,paid_social,mass,91,34,0.3736,419.63,10371.56,113.97
2024-03-01,Mar 2024,2025-06-01,15,paid_social,mass,91,32,0.3516,430.39,10801.95,118.7
2024-03-01,Mar 2024,2025-07-01,16,paid_social,mass,91,31,0.3407,448.5,11250.44,123.63
2024-03-01,Mar 2024,2025-08-01,17,paid_social,mass,91,24,0.2637,302.32,11552.76,126.95
2024-03-01,Mar 2024,2025-09-01,18,paid_social,mass,91,24,0.2637,285.44,11838.21,130.09
2024-03-01,Mar 2024,2025-10-01,19,paid_social,mass,91,19,0.2088,246.1,12084.31,132.79
2024-03-01,Mar 2024,2025-11-01,20,paid_social,mass,91,18,0.1978,248.01,12332.32,135.52
2024-03-01,Mar 2024,2025-12-01,21,paid_social,mass,91,16,0.1758,209.11,12541.43,137.82
2024-03-01,Mar 2024,2026-01-01,22,paid_social,mass,91,10,0.1099,135.49,12676.92,139.31
2024-03-01,Mar 2024,2026-02-01,23,paid_social,mass,91,10,0.1099,159.32,12836.23,141.06
2024-03-01,Mar 2024,2026-03-01,24,paid_social,mass,91,10,0.1099,143.7,12979.93,142.64
2024-03-01,Mar 2024,2026-04-01,25,paid_social,mass,91,10,0.1099,140.69,13120.62,144.18
2024-03-01,Mar 2024,2026-05-01,26,paid_social,mass,91,10,0.1099,138.47,13259.09,145.7
2024-03-01,Mar 2024,2024-03-01,0,paid_social,affluent,46,40,0.8696,458.23,458.23,9.96
2024-03-01,Mar 2024,2024-04-01,1,paid_social,affluent,46,37,0.8043,452.22,910.45,19.79
2024-03-01,Mar 2024,2024-05-01,2,paid_social,affluent,46,36,0.7826,375.3,1285.75,27.95
2024-03-01,Mar 2024,2024-06-01,3,paid_social,affluent,46,35,0.7609,351.79,1637.54,35.6
2024-03-01,Mar 2024,2024-07-01,4,paid_social,affluent,46,33,0.7174,454.47,2092.01,45.48
2024-03-01,Mar 2024,2024-08-01,5,paid_social,affluent,46,30,0.6522,338.8,2430.81,52.84
2024-03-01,Mar 2024,2024-09-01,6,paid_social,affluent,46,29,0.6304,355.21,2786.02,60.57
2024-03-01,Mar 2024,2024-10-01,7,paid_social,affluent,46,28,0.6087,325.54,3111.56,67.64
2024-03-01,Mar 2024,2024-11-01,8,paid_social,affluent,46,26,0.5652,367.63,3479.19,75.63
2024-03-01,Mar 2024,2024-12-01,9,paid_social,affluent,46,26,0.5652,354.37,3833.56,83.34
2024-03-01,Mar 2024,2025-01-01,10,paid_social,affluent,46,24,0.5217,289.25,4122.81,89.63
2024-03-01,Mar 2024,2025-02-01,11,paid_social,affluent,46,23,0.5,325.97,4448.78,96.71
2024-03-01,Mar 2024,2025-03-01,12,paid_social,affluent,46,21,0.4565,294.33,4743.11,103.11
2024-03-01,Mar 2024,2025-04-01,13,paid_social,affluent,46,19,0.413,196.98,4940.08,107.39
2024-03-01,Mar 2024,2025-05-01,14,paid_social,affluent,46,18,0.3913,257.61,5197.69,112.99
2024-03-01,Mar 2024,2025-06-01,15,paid_social,affluent,46,16,0.3478,194.42,5392.1,117.22
2024-03-01,Mar 2024,2025-07-01,16,paid_social,affluent,46,14,0.3043,198.97,5591.08,121.55
2024-03-01,Mar 2024,2025-08-01,17,paid_social,affluent,46,13,0.2826,170.82,5761.9,125.26
2024-03-01,Mar 2024,2025-09-01,18,paid_social,affluent,46,13,0.2826,175.09,5936.98,129.06
2024-03-01,Mar 2024,2025-10-01,19,paid_social,affluent,46,11,0.2391,153.58,6090.56,132.4
2024-03-01,Mar 2024,2025-11-01,20,paid_social,affluent,46,9,0.1957,133.14,6223.7,135.3
2024-03-01,Mar 2024,2025-12-01,21,paid_social,affluent,46,8,0.1739,110.78,6334.47,137.71
2024-03-01,Mar 2024,2026-01-01,22,paid_social,affluent,46,7,0.1522,114.2,6448.67,140.19
2024-03-01,Mar 2024,2026-02-01,23,paid_social,affluent,46,5,0.1087,87.15,6535.82,142.08
2024-03-01,Mar 2024,2026-03-01,24,paid_social,affluent,46,5,0.1087,79.22,6615.04,143.81
2024-03-01,Mar 2024,2026-04-01,25,paid_social,affluent,46,5,0.1087,72.85,6687.89,145.39
2024-03-01,Mar 2024,2026-05-01,26,paid_social,affluent,46,5,0.1087,75.82,6763.71,147.04
2024-03-01,Mar 2024,2024-03-01,0,paid_social,freelancer,39,33,0.8462,421.57,421.57,10.81
2024-03-01,Mar 2024,2024-04-01,1,paid_social,freelancer,39,30,0.7692,369.11,790.68,20.27
2024-03-01,Mar 2024,2024-05-01,2,paid_social,freelancer,39,29,0.7436,365.75,1156.42,29.65
2024-03-01,Mar 2024,2024-06-01,3,paid_social,freelancer,39,28,0.7179,340.16,1496.58,38.37
2024-03-01,Mar 2024,2024-07-01,4,paid_social,freelancer,39,27,0.6923,347.2,1843.78,47.28
2024-03-01,Mar 2024,2024-08-01,5,paid_social,freelancer,39,27,0.6923,349.87,2193.65,56.25
2024-03-01,Mar 2024,2024-09-01,6,paid_social,freelancer,39,26,0.6667,305.72,2499.38,64.09
2024-03-01,Mar 2024,2024-10-01,7,paid_social,freelancer,39,22,0.5641,260.39,2759.77,70.76
2024-03-01,Mar 2024,2024-11-01,8,paid_social,freelancer,39,23,0.5897,286.41,3046.18,78.11
2024-03-01,Mar 2024,2024-12-01,9,paid_social,freelancer,39,21,0.5385,303.73,3349.91,85.9
2024-03-01,Mar 2024,2025-01-01,10,paid_social,freelancer,39,21,0.5385,270.09,3620.0,92.82
2024-03-01,Mar 2024,2025-02-01,11,paid_social,freelancer,39,19,0.4872,257.36,3877.36,99.42
2024-03-01,Mar 2024,2025-03-01,12,paid_social,freelancer,39,17,0.4359,230.55,4107.91,105.33
2024-03-01,Mar 2024,2025-04-01,13,paid_social,freelancer,39,16,0.4103,201.64,4309.55,110.5
2024-03-01,Mar 2024,2025-05-01,14,paid_social,freelancer,39,15,0.3846,184.17,4493.72,115.22
2024-03-01,Mar 2024,2025-06-01,15,paid_social,freelancer,39,14,0.359,191.12,4684.83,120.12
2024-03-01,Mar 2024,2025-07-01,16,paid_social,freelancer,39,12,0.3077,152.23,4837.07,124.03
2024-03-01,Mar 2024,2025-08-01,17,paid_social,freelancer,39,12,0.3077,161.18,4998.25,128.16
2024-03-01,Mar 2024,2025-09-01,18,paid_social,freelancer,39,10,0.2564,143.19,5141.43,131.83
2024-03-01,Mar 2024,2025-10-01,19,paid_social,freelancer,39,9,0.2308,146.12,5287.55,135.58
2024-03-01,Mar 2024,2025-11-01,20,paid_social,freelancer,39,8,0.2051,139.23,5426.78,139.15
2024-03-01,Mar 2024,2025-12-01,21,paid_social,freelancer,39,6,0.1538,80.93,5507.71,141.22
2024-03-01,Mar 2024,2026-01-01,22,paid_social,freelancer,39,5,0.1282,85.46,5593.16,143.41
2024-03-01,Mar 2024,2026-02-01,23,paid_social,freelancer,39,4,0.1026,60.36,5653.52,144.96
2024-03-01,Mar 2024,2026-03-01,24,paid_social,freelancer,39,4,0.1026,70.02,5723.54,146.76
2024-03-01,Mar 2024,2026-04-01,25,paid_social,freelancer,39,4,0.1026,55.79,5779.33,148.19
2024-03-01,Mar 2024,2026-05-01,26,paid_social,freelancer,39,4,0.1026,66.56,5845.89,149.89
2024-03-01,Mar 2024,2024-03-01,0,paid_social,smb,17,14,0.8235,172.38,172.38,10.14
2024-03-01,Mar 2024,2024-04-01,1,paid_social,smb,17,13,0.7647,147.5,319.87,18.82
2024-03-01,Mar 2024,2024-05-01,2,paid_social,smb,17,13,0.7647,145.89,465.76,27.4
2024-03-01,Mar 2024,2024-06-01,3,paid_social,smb,17,12,0.7059,134.57,600.33,35.31
2024-03-01,Mar 2024,2024-07-01,4,paid_social,smb,17,12,0.7059,143.32,743.65,43.74
2024-03-01,Mar 2024,2024-08-01,5,paid_social,smb,17,11,0.6471,149.91,893.56,52.56
2024-03-01,Mar 2024,2024-09-01,6,paid_social,smb,17,11,0.6471,163.92,1057.48,62.2
2024-03-01,Mar 2024,2024-10-01,7,paid_social,smb,17,10,0.5882,111.3,1168.78,68.75
2024-03-01,Mar 2024,2024-11-01,8,paid_social,smb,17,10,0.5882,136.69,1305.48,76.79
2024-03-01,Mar 2024,2024-12-01,9,paid_social,smb,17,9,0.5294,129.07,1434.54,84.38
2024-03-01,Mar 2024,2025-01-01,10,paid_social,smb,17,8,0.4706,102.94,1537.49,90.44
2024-03-01,Mar 2024,2025-02-01,11,paid_social,smb,17,8,0.4706,113.03,1650.52,97.09
2024-03-01,Mar 2024,2025-03-01,12,paid_social,smb,17,7,0.4118,83.57,1734.09,102.01
2024-03-01,Mar 2024,2025-04-01,13,paid_social,smb,17,7,0.4118,98.76,1832.85,107.81
2024-03-01,Mar 2024,2025-05-01,14,paid_social,smb,17,6,0.3529,88.09,1920.94,113.0
2024-03-01,Mar 2024,2025-06-01,15,paid_social,smb,17,6,0.3529,79.64,2000.59,117.68
2024-03-01,Mar 2024,2025-07-01,16,paid_social,smb,17,5,0.2941,62.26,2062.85,121.34
2024-03-01,Mar 2024,2025-08-01,17,paid_social,smb,17,5,0.2941,67.39,2130.24,125.31
2024-03-01,Mar 2024,2025-09-01,18,paid_social,smb,17,4,0.2353,45.73,2175.98,128.0
2024-03-01,Mar 2024,2025-10-01,19,paid_social,smb,17,3,0.1765,44.57,2220.55,130.62
2024-03-01,Mar 2024,2025-11-01,20,paid_social,smb,17,3,0.1765,41.83,2262.38,133.08
2024-03-01,Mar 2024,2025-12-01,21,paid_social,smb,17,2,0.1176,28.98,2291.36,134.79
2024-03-01,Mar 2024,2026-01-01,22,paid_social,smb,17,2,0.1176,24.29,2315.65,136.21
2024-03-01,Mar 2024,2026-02-01,23,paid_social,smb,17,2,0.1176,29.79,2345.44,137.97
2024-03-01,Mar 2024,2026-03-01,24,paid_social,smb,17,2,0.1176,32.65,2378.09,139.89
2024-03-01,Mar 2024,2026-04-01,25,paid_social,smb,17,2,0.1176,30.39,2408.48,141.68
2024-03-01,Mar 2024,2026-05-01,26,paid_social,smb,17,2,0.1176,28.48,2436.96,143.35
2024-03-01,Mar 2024,2024-03-01,0,referral,mass,77,69,0.8961,765.19,765.19,9.94
2024-03-01,Mar 2024,2024-04-01,1,referral,mass,77,67,0.8701,674.1,1439.28,18.69
2024-03-01,Mar 2024,2024-05-01,2,referral,mass,77,63,0.8182,735.67,2174.95,28.25
2024-03-01,Mar 2024,2024-06-01,3,referral,mass,77,62,0.8052,913.35,3088.3,40.11
2024-03-01,Mar 2024,2024-07-01,4,referral,mass,77,60,0.7792,745.92,3834.22,49.8
2024-03-01,Mar 2024,2024-08-01,5,referral,mass,77,56,0.7273,647.07,4481.29,58.2
2024-03-01,Mar 2024,2024-09-01,6,referral,mass,77,54,0.7013,743.26,5224.55,67.85
2024-03-01,Mar 2024,2024-10-01,7,referral,mass,77,50,0.6494,663.61,5888.16,76.47
2024-03-01,Mar 2024,2024-11-01,8,referral,mass,77,48,0.6234,594.26,6482.42,84.19
2024-03-01,Mar 2024,2024-12-01,9,referral,mass,77,44,0.5714,600.65,7083.06,91.99
2024-03-01,Mar 2024,2025-01-01,10,referral,mass,77,42,0.5455,628.01,7711.08,100.14
2024-03-01,Mar 2024,2025-02-01,11,referral,mass,77,39,0.5065,504.15,8215.23,106.69
2024-03-01,Mar 2024,2025-03-01,12,referral,mass,77,38,0.4935,450.74,8665.96,112.54
2024-03-01,Mar 2024,2025-04-01,13,referral,mass,77,33,0.4286,488.59,9154.55,118.89
2024-03-01,Mar 2024,2025-05-01,14,referral,mass,77,32,0.4156,487.27,9641.82,125.22
2024-03-01,Mar 2024,2025-06-01,15,referral,mass,77,29,0.3766,415.76,10057.58,130.62
2024-03-01,Mar 2024,2025-07-01,16,referral,mass,77,27,0.3506,405.36,10462.94,135.88
2024-03-01,Mar 2024,2025-08-01,17,referral,mass,77,24,0.3117,328.1,10791.04,140.14
2024-03-01,Mar 2024,2025-09-01,18,referral,mass,77,20,0.2597,283.63,11074.67,143.83
2024-03-01,Mar 2024,2025-10-01,19,referral,mass,77,19,0.2468,290.37,11365.05,147.6
2024-03-01,Mar 2024,2025-11-01,20,referral,mass,77,16,0.2078,267.94,11632.98,151.08
2024-03-01,Mar 2024,2025-12-01,21,referral,mass,77,13,0.1688,182.6,11815.58,153.45
2024-03-01,Mar 2024,2026-01-01,22,referral,mass,77,11,0.1429,166.93,11982.51,155.62
2024-03-01,Mar 2024,2026-02-01,23,referral,mass,77,9,0.1169,124.46,12106.98,157.23
2024-03-01,Mar 2024,2026-03-01,24,referral,mass,77,9,0.1169,129.37,12236.35,158.91
2024-03-01,Mar 2024,2026-04-01,25,referral,mass,77,9,0.1169,142.96,12379.3,160.77
2024-03-01,Mar 2024,2026-05-01,26,referral,mass,77,9,0.1169,129.38,12508.68,162.45
2024-03-01,Mar 2024,2024-03-01,0,referral,affluent,38,34,0.8947,369.35,369.35,9.72
2024-03-01,Mar 2024,2024-04-01,1,referral,affluent,38,33,0.8684,436.33,805.68,21.2
2024-03-01,Mar 2024,2024-05-01,2,referral,affluent,38,31,0.8158,350.28,1155.97,30.42
2024-03-01,Mar 2024,2024-06-01,3,referral,affluent,38,30,0.7895,354.59,1510.55,39.75
2024-03-01,Mar 2024,2024-07-01,4,referral,affluent,38,29,0.7632,315.84,1826.4,48.06
2024-03-01,Mar 2024,2024-08-01,5,referral,affluent,38,28,0.7368,365.7,2192.09,57.69
2024-03-01,Mar 2024,2024-09-01,6,referral,affluent,38,26,0.6842,270.46,2462.55,64.8
2024-03-01,Mar 2024,2024-10-01,7,referral,affluent,38,25,0.6579,369.05,2831.59,74.52
2024-03-01,Mar 2024,2024-11-01,8,referral,affluent,38,24,0.6316,306.17,3137.76,82.57
2024-03-01,Mar 2024,2024-12-01,9,referral,affluent,38,22,0.5789,293.09,3430.86,90.29
2024-03-01,Mar 2024,2025-01-01,10,referral,affluent,38,20,0.5263,260.6,3691.45,97.14
2024-03-01,Mar 2024,2025-02-01,11,referral,affluent,38,19,0.5,218.46,3909.91,102.89
2024-03-01,Mar 2024,2025-03-01,12,referral,affluent,38,18,0.4737,242.3,4152.21,109.27
2024-03-01,Mar 2024,2025-04-01,13,referral,affluent,38,17,0.4474,209.35,4361.56,114.78
2024-03-01,Mar 2024,2025-05-01,14,referral,affluent,38,15,0.3947,230.42,4591.99,120.84
2024-03-01,Mar 2024,2025-06-01,15,referral,affluent,38,14,0.3684,165.74,4757.72,125.2
2024-03-01,Mar 2024,2025-07-01,16,referral,affluent,38,14,0.3684,198.63,4956.35,130.43
2024-03-01,Mar 2024,2025-08-01,17,referral,affluent,38,11,0.2895,143.84,5100.19,134.22
2024-03-01,Mar 2024,2025-09-01,18,referral,affluent,38,10,0.2632,129.65,5229.84,137.63
2024-03-01,Mar 2024,2025-10-01,19,referral,affluent,38,10,0.2632,152.19,5382.03,141.63
2024-03-01,Mar 2024,2025-11-01,20,referral,affluent,38,7,0.1842,100.58,5482.61,144.28
2024-03-01,Mar 2024,2025-12-01,21,referral,affluent,38,6,0.1579,92.29,5574.89,146.71
2024-03-01,Mar 2024,2026-01-01,22,referral,affluent,38,5,0.1316,76.99,5651.88,148.73
2024-03-01,Mar 2024,2026-02-01,23,referral,affluent,38,4,0.1053,56.4,5708.28,150.22
2024-03-01,Mar 2024,2026-03-01,24,referral,affluent,38,4,0.1053,61.72,5770.0,151.84
2024-03-01,Mar 2024,2026-04-01,25,referral,affluent,38,4,0.1053,56.42,5826.42,153.33
2024-03-01,Mar 2024,2026-05-01,26,referral,affluent,38,4,0.1053,59.76,5886.18,154.9
2024-03-01,Mar 2024,2024-03-01,0,referral,freelancer,40,36,0.9,401.31,401.31,10.03
2024-03-01,Mar 2024,2024-04-01,1,referral,freelancer,40,34,0.85,349.62,750.93,18.77
2024-03-01,Mar 2024,2024-05-01,2,referral,freelancer,40,33,0.825,409.12,1160.05,29.0
2024-03-01,Mar 2024,2024-06-01,3,referral,freelancer,40,32,0.8,455.05,1615.1,40.38
