customer_id,signup_date,customer_segment,region,country,marketing_opt_in
C004612,2023-11-09,New,North America,United States,Y
C004613,2024-07-24,New,Middle East,United Arab Emirates,N
C004614,2024-04-23,Loyal,North America,United States,N
C004615,2025-10-12,New,East Asia,Japan,N
C004616,2024-11-19,New,North America,United States,N
C004617,2023-12-07,Active,North America,United States,Y
C004618,2026-02-14,New,Southeast Asia,Vietnam,Y
C004619,2024-04-28,Active,Europe,United Kingdom,N
C004620,2025-06-27,Active,East Asia,Japan,Y
C004621,2023-01-20,Active,Europe,United Kingdom,Y
C004622,2025-04-27,Loyal,Europe,United Kingdom,Y
C004623,2025-05-26,Active,East Asia,Japan,Y
C004624,2023-07-09,New,Europe,United Kingdom,Y
C004625,2024-08-24,Loyal,Europe,United Kingdom,Y
C004626,2026-04-18,Active,North America,United States,N
C004627,2023-08-09,New,North America,United States,Y
C004628,2025-05-30,New,North America,United States,Y
C004629,2023-01-21,New,North America,United States,Y
C004630,2023-06-10,New,North America,United States,N
C004631,2024-12-23,Active,North America,United States,N
C004632,2025-06-10,Active,Middle East,United Arab Emirates,N
C004633,2024-08-04,Active,North America,United States,Y
C004634,2024-04-07,Active,North America,United States,Y
C004635,2022-08-23,Loyal,Europe,United Kingdom,Y
C004636,2024-09-11,New,North America,United States,Y
C004637,2024-06-03,Active,North America,United States,Y
C004638,2025-09-16,Loyal,North America,United States,Y
C004639,2026-04-24,Active,Southeast Asia,Vietnam,N
C004640,2025-04-05,Active,North America,United States,N
C004641,2025-05-10,Active,East Asia,Japan,Y
C004642,2025-04-28,Active,North America,United States,N
C004643,2025-01-06,Active,Europe,United Kingdom,N
C004644,2022-10-09,Active,North America,United States,Y
C004645,2025-08-09,New,Southeast Asia,Vietnam,N
C004646,2024-10-25,Loyal,Middle East,United Arab Emirates,Y
C004647,2024-06-14,Active,Southeast Asia,Vietnam,Y
C004648,2024-01-09,VIP,East Asia,Japan,N
C004649,2025-02-10,Active,Europe,United Kingdom,Y
C004650,2022-10-06,Active,East Asia,Japan,Y
C004651,2022-11-20,Active,Southeast Asia,Vietnam,Y
C004652,2025-05-24,Loyal,Europe,United Kingdom,Y
C004653,2025-07-05,New,Europe,United Kingdom,N
C004654,2023-03-02,New,Europe,United Kingdom,N
C004655,2025-09-11,New,North America,United States,Y
C004656,2025-03-17,Active,East Asia,Japan,N
C004657,2023-07-17,Loyal,Southeast Asia,Vietnam,Y
C004658,2025-10-06,Loyal,North America,United States,Y
C004659,2024-01-23,Active,North America,United States,Y
C004660,2025-05-26,Loyal,North America,United States,N
C004661,2023-05-30,Active,North America,United States,Y
C004662,2024-11-10,Active,North America,United States,Y
C004663,2026-05-11,Loyal,North America,United States,Y
C004664,2022-12-30,New,North America,United States,Y
C004665,2023-04-21,New,North America,United States,Y
C004666,2026-02-20,Active,North America,United States,Y
C004667,2024-07-08,Active,Oceania,Australia,Y
C004668,2025-05-10,Active,North America,United States,Y
C004669,2023-02-17,Active,North America,United States,Y
C004670,2022-10-07,Active,East Asia,Japan,Y
C004671,2022-10-05,Active,Oceania,Australia,N
C004672,2022-08-30,At Risk,East Asia,Japan,Y
C004673,2025-07-31,Active,East Asia,Japan,Y
C004674,2022-09-04,Loyal,North America,United States,Y
C004675,2022-12-05,Active,North America,United States,Y
C004676,2024-07-24,New,North America,United States,N
C004677,2024-05-15,Active,Southeast Asia,Vietnam,Y
C004678,2022-12-11,New,Southeast Asia,Vietnam,Y
C004679,2023-09-15,New,North America,United States,N
C004680,2025-01-22,New,Oceania,Australia,Y
C004681,2022-09-16,New,Middle East,United Arab Emirates,Y
C004682,2023-05-25,Loyal,North America,United States,Y
C004683,2023-09-06,Active,Europe,United Kingdom,Y
C004684,2024-05-29,Loyal,North America,United States,Y
C004685,2025-01-20,New,North America,United States,N
C004686,2025-08-22,At Risk,Europe,United Kingdom,Y
C004687,2023-05-28,Active,North America,United States,N
C004688,2022-12-08,New,Southeast Asia,Vietnam,Y
C004689,2025-08-28,VIP,North America,United States,Y
C004690,2025-10-10,Active,North America,United States,N
C004691,2022-12-30,Loyal,East Asia,Japan,N
C004692,2022-12-03,VIP,North America,United States,N
C004693,2022-09-01,VIP,North America,United States,N
C004694,2026-05-04,New,North America,United States,N
C004695,2026-05-27,New,Middle East,United Arab Emirates,N
C004696,2023-01-11,Active,Europe,United Kingdom,Y
C004697,2026-01-23,Loyal,North America,United States,N
C004698,2025-08-22,Active,North America,United States,Y
C004699,2024-07-03,Active,North America,United States,Y
C004700,2023-06-07,Loyal,North America,United States,Y
C004701,2022-07-17,VIP,North America,United States,Y
C004702,2024-07-22,Active,North America,United States,N
C004703,2022-11-12,New,Middle East,United Arab Emirates,Y
C004704,2025-01-07,Active,Europe,United Kingdom,N
C004705,2023-04-21,Loyal,North America,United States,Y
C004706,2023-07-11,New,Europe,United Kingdom,Y
C004707,2025-11-20,Loyal,North America,United States,N
C004708,2023-05-23,Active,Europe,United Kingdom,Y
C004709,2024-11-05,At Risk,Southeast Asia,Vietnam,Y
C004710,2025-05-05,Active,Southeast Asia,Vietnam,N
C004711,2025-08-26,Loyal,North America,United States,Y
C004712,2024-03-21,Loyal,Europe,United Kingdom,Y
C004713,2023-11-06,Active,North America,United States,N
C004714,2026-03-08,New,Oceania,Australia,N
C004715,2022-11-06,New,Southeast Asia,Vietnam,Y
C004716,2023-02-14,At Risk,North America,United States,Y
C004717,2024-08-23,Loyal,North America,United States,Y
C004718,2025-06-08,New,Southeast Asia,Vietnam,Y
C004719,2026-05-30,New,Europe,United Kingdom,N
C004720,2024-03-22,VIP,Europe,United Kingdom,Y
C004721,2023-10-30,Loyal,North America,United States,N
C004722,2025-04-03,Active,Europe,United Kingdom,N
C004723,2024-08-30,Active,North America,United States,N
C004724,2024-09-15,Active,East Asia,Japan,Y
C004725,2024-05-26,Loyal,Oceania,Australia,N
C004726,2022-10-30,Active,Southeast Asia,Vietnam,Y
C004727,2023-11-23,New,Middle East,United Arab Emirates,Y
C004728,2024-08-02,Loyal,Southeast Asia,Vietnam,N
C004729,2025-11-11,Active,North America,United States,N
C004730,2025-02-08,New,Europe,United Kingdom,Y
C004731,2025-03-11,Active,Southeast Asia,Vietnam,Y
C004732,2025-09-30,Loyal,Europe,United Kingdom,Y
C004733,2025-06-19,Active,Europe,United Kingdom,N
C004734,2026-02-28,Active,Middle East,United Arab Emirates,N
C004735,2025-08-10,Active,Oceania,Australia,N
C004736,2024-12-10,Active,Europe,United Kingdom,N
C004737,2026-03-02,New,Europe,United Kingdom,Y
C004738,2026-02-27,VIP,North America,United States,Y
C004739,2023-10-07,New,Europe,United Kingdom,Y
C004740,2023-01-04,New,Southeast Asia,Vietnam,N
C004741,2023-11-27,New,East Asia,Japan,Y
C004742,2025-02-09,Active,East Asia,Japan,N
C004743,2024-02-15,Loyal,North America,United States,N
C004744,2025-12-04,At Risk,North America,United States,Y
C004745,2023-07-23,New,Europe,United Kingdom,Y
C004746,2024-04-01,New,East Asia,Japan,Y
C004747,2023-01-15,Loyal,North America,United States,Y
C004748,2023-03-29,VIP,Southeast Asia,Vietnam,N
C004749,2024-10-28,Active,Oceania,Australia,N
C004750,2026-02-13,New,North America,United States,Y
C004751,2023-08-28,Active,East Asia,Japan,Y
C004752,2025-02-08,Loyal,North America,United States,Y
C004753,2025-03-19,New,North America,United States,N
C004754,2024-10-02,New,Middle East,United Arab Emirates,Y
C004755,2025-04-01,New,North America,United States,Y
C004756,2024-06-13,Loyal,East Asia,Japan,N
C004757,2022-07-30,Active,North America,United States,N
C004758,2026-02-16,Active,North America,United States,Y
C004759,2025-06-24,New,East Asia,Japan,Y
C004760,2023-02-10,Active,Europe,United Kingdom,Y
C004761,2026-05-23,VIP,Europe,United Kingdom,Y
C004762,2023-11-15,Active,East Asia,Japan,Y
C004763,2025-06-10,Loyal,East Asia,Japan,Y
C004764,2025-07-14,Active,East Asia,Japan,Y
C004765,2026-02-19,Active,Europe,United Kingdom,Y
C004766,2022-09-07,At Risk,Europe,United Kingdom,N
C004767,2025-04-15,Active,North America,United States,N
C004768,2024-09-23,New,Southeast Asia,Vietnam,N
C004769,2026-05-10,New,Europe,United Kingdom,N
C004770,2023-02-05,Active,East Asia,Japan,N
C004771,2025-05-20,Active,Europe,United Kingdom,Y
C004772,2023-07-02,Active,East Asia,Japan,Y
C004773,2024-11-20,New,North America,United States,N
C004774,2024-12-18,New,Europe,United Kingdom,Y
C004775,2026-04-20,At Risk,North America,United States,Y
C004776,2023-09-20,Loyal,North America,United States,N
C004777,2023-12-08,New,Europe,United Kingdom,Y
C004778,2023-02-12,New,Southeast Asia,Vietnam,N
C004779,2023-10-24,Active,East Asia,Japan,Y
C004780,2024-04-28,VIP,Europe,United Kingdom,N
C004781,2026-02-28,Active,North America,United States,N
C004782,2025-03-29,VIP,North America,United States,Y
C004783,2025-06-07,New,Europe,United Kingdom,N
C004784,2022-07-31,Active,Middle East,United Arab Emirates,Y
C004785,2026-02-26,At Risk,East Asia,Japan,Y
C004786,2025-07-26,Active,North America,United States,Y
C004787,2022-07-17,Active,North America,United States,Y
C004788,2024-04-15,Loyal,Oceania,Australia,Y
C004789,2023-10-19,Active,Southeast Asia,Vietnam,Y
C004790,2023-05-16,Loyal,Oceania,Australia,Y
C004791,2023-03-30,Loyal,East Asia,Japan,N
C004792,2023-01-28,New,North America,United States,Y
C004793,2026-04-16,New,North America,United States,Y
C004794,2023-08-23,Active,East Asia,Japan,Y
C004795,2023-04-24,New,East Asia,Japan,N
C004796,2025-07-19,New,East Asia,Japan,N
C004797,2026-05-19,New,North America,United States,Y
C004798,2025-06-15,Active,Southeast Asia,Vietnam,N
C004799,2024-01-08,New,North America,United States,N
C004800,2026-05-17,Loyal,Oceania,Australia,Y
C004801,2023-09-29,Loyal,Southeast Asia,Vietnam,Y
C004802,2022-09-09,New,Southeast Asia,Vietnam,Y
C004803,2024-02-04,Active,North America,United States,N
C004804,2024-04-04,Active,Europe,United Kingdom,Y
C004805,2024-04-03,New,Southeast Asia,Vietnam,Y
C004806,2023-01-29,New,East Asia,Japan,Y
C004807,2024-12-29,New,North America,United States,Y
C004808,2024-05-25,At Risk,North America,United States,Y
C004809,2025-10-14,Active,North America,United States,N
C004810,2026-02-01,Active,North America,United States,Y
C004811,2023-07-08,New,North America,United States,N
C004812,2024-04-19,Loyal,North America,United States,Y
C004813,2023-07-21,New,Europe,United Kingdom,N
C004814,2025-05-09,Loyal,Europe,United Kingdom,Y
C004815,2022-10-24,New,North America,United States,Y
C004816,2024-11-05,Active,North America,United States,Y
C004817,2023-07-28,Loyal,East Asia,Japan,Y
C004818,2024-02-23,Loyal,Southeast Asia,Vietnam,N
C004819,2023-07-31,Active,Oceania,Australia,N
C004820,2024-02-03,New,North America,United States,Y
C004821,2025-05-24,Loyal,Oceania,Australia,Y
C004822,2024-02-14,Active,East Asia,Japan,N
C004823,2023-08-17,New,Europe,United Kingdom,Y
C004824,2022-09-06,VIP,Europe,United Kingdom,N
C004825,2025-06-04,Active,North America,United States,N
C004826,2024-08-11,Active,East Asia,Japan,Y
C004827,2025-06-07,New,North America,United States,Y
C004828,2023-07-31,Loyal,Southeast Asia,Vietnam,Y
C004829,2024-06-21,Active,North America,United States,Y
C004830,2025-09-25,Active,Southeast Asia,Vietnam,Y
C004831,2026-05-15,Loyal,North America,United States,N
C004832,2025-03-17,New,North America,United States,N
C004833,2026-03-24,Active,Southeast Asia,Vietnam,Y
C004834,2025-10-30,Active,Europe,United Kingdom,Y
C004835,2025-10-22,New,East Asia,Japan,N
C004836,2022-08-23,Active,North America,United States,Y
C004837,2024-01-01,VIP,Southeast Asia,Vietnam,Y
C004838,2025-08-15,Active,Southeast Asia,Vietnam,N
C004839,2023-04-28,New,Southeast Asia,Vietnam,N
C004840,2025-12-22,Loyal,Southeast Asia,Vietnam,Y
C004841,2025-08-21,Active,North America,United States,Y
C004842,2025-08-11,At Risk,Europe,United Kingdom,Y
C004843,2023-03-08,Active,North America,United States,N
C004844,2023-09-28,New,Southeast Asia,Vietnam,Y
C004845,2022-11-25,Loyal,North America,United States,N
C004846,2022-10-22,Active,North America,United States,N
C004847,2024-10-13,Active,North America,United States,N
C004848,2026-03-07,Active,Southeast Asia,Vietnam,Y
C004849,2024-04-02,New,Oceania,Australia,N
C004850,2024-12-06,New,North America,United States,N
C004851,2024-02-07,Active,Southeast Asia,Vietnam,Y
C004852,2025-10-17,New,North America,United States,Y
C004853,2023-06-04,Active,Middle East,United Arab Emirates,Y
C004854,2026-05-11,New,North America,United States,Y
C004855,2024-09-15,New,Middle East,United Arab Emirates,Y
C004856,2025-06-16,New,North America,United States,Y
C004857,2023-04-23,Loyal,Europe,United Kingdom,Y
C004858,2026-01-30,New,Southeast Asia,Vietnam,N
C004859,2024-07-05,Active,Middle East,United Arab Emirates,Y
C004860,2026-03-05,At Risk,Oceania,Australia,N
C004861,2023-06-04,New,North America,United States,Y
C004862,2025-04-27,Active,North America,United States,N
C004863,2024-11-05,New,East Asia,Japan,N
C004864,2024-10-20,Active,Southeast Asia,Vietnam,Y
C004865,2024-08-17,Loyal,Europe,United Kingdom,Y
C004866,2022-12-18,Active,Europe,United Kingdom,Y
C004867,2025-06-30,VIP,North America,United States,N
C004868,2024-08-12,Active,East Asia,Japan,Y
C004869,2025-02-03,At Risk,North America,United States,Y
C004870,2023-04-02,Loyal,East Asia,Japan,N
C004871,2025-03-07,VIP,North America,United States,Y
C004872,2025-12-24,Loyal,North America,United States,Y
C004873,2025-02-23,Active,North America,United States,Y
C004874,2025-03-03,New,Europe,United Kingdom,Y
C004875,2024-05-24,Active,Europe,United Kingdom,Y
C004876,2025-12-25,Active,North America,United States,Y
C004877,2024-01-03,VIP,North America,United States,Y
C004878,2026-02-27,Active,North America,United States,Y
C004879,2022-08-10,Active,Europe,United Kingdom,N
C004880,2026-04-02,Active,Europe,United Kingdom,N
C004881,2026-03-25,New,Southeast Asia,Vietnam,Y
C004882,2023-06-18,New,North America,United States,Y
C004883,2025-02-28,Active,Southeast Asia,Vietnam,N
C004884,2022-10-09,New,Europe,United Kingdom,N
C004885,2024-12-08,New,North America,United States,Y
C004886,2023-12-27,Loyal,North America,United States,Y
C004887,2024-11-23,Active,North America,United States,N
C004888,2024-01-11,Loyal,Southeast Asia,Vietnam,Y
C004889,2025-05-20,At Risk,North America,United States,Y
C004890,2024-11-29,Loyal,North America,United States,Y
C004891,2024-01-15,New,Europe,United Kingdom,Y
C004892,2026-02-07,Loyal,Southeast Asia,Vietnam,N
C004893,2024-11-07,Active,Europe,United Kingdom,Y
C004894,2023-04-05,Loyal,Oceania,Australia,N
C004895,2024-06-28,Active,Europe,United Kingdom,N
C004896,2023-09-28,Loyal,North America,United States,N
C004897,2025-03-14,New,North America,United States,N
C004898,2023-02-19,New,Europe,United Kingdom,Y
C004899,2023-08-22,Loyal,East Asia,Japan,N
C004900,2025-09-30,VIP,Middle East,United Arab Emirates,Y
C004901,2024-03-28,VIP,Southeast Asia,Vietnam,Y
C004902,2023-12-15,Loyal,Southeast Asia,Vietnam,Y
C004903,2024-08-22,Active,Europe,United Kingdom,N
C004904,2024-06-04,New,North America,United States,N
C004905,2025-03-24,Active,North America,United States,Y
C004906,2025-09-02,VIP,North America,United States,N
C004907,2023-11-19,Active,North America,United States,Y
C004908,2024-06-10,Active,Europe,United Kingdom,Y
C004909,2023-10-20,New,North America,United States,N
C004910,2025-10-11,Active,Europe,United Kingdom,Y
C004911,2024-10-17,Active,Southeast Asia,Vietnam,N
C004912,2026-02-02,At Risk,Europe,United Kingdom,N
C004913,2025-09-18,New,North America,United States,Y
C004914,2023-01-30,Active,Southeast Asia,Vietnam,Y
C004915,2023-11-16,New,East Asia,Japan,Y
C004916,2026-01-24,Active,North America,United States,N
C004917,2026-04-06,At Risk,North America,United States,Y
C004918,2023-10-12,Active,North America,United States,Y
C004919,2026-01-24,Active,Oceania,Australia,N
C004920,2025-01-18,Active,East Asia,Japan,Y
C004921,2024-07-15,New,North America,United States,N
C004922,2026-05-01,Loyal,Europe,United Kingdom,Y
C004923,2022-10-14,Loyal,North America,United States,Y
C004924,2024-02-12,VIP,Europe,United Kingdom,N
C004925,2023-11-16,Active,Europe,United Kingdom,N
C004926,2024-05-15,Loyal,Europe,United Kingdom,Y
C004927,2024-03-16,Active,North America,United States,N
C004928,2025-02-14,Loyal,Oceania,Australia,Y
C004929,2024-05-19,Active,East Asia,Japan,N
C004930,2024-02-28,New,Europe,United Kingdom,Y
C004931,2026-02-10,Active,Europe,United Kingdom,Y
C004932,2024-04-30,New,Southeast Asia,Vietnam,Y
C004933,2025-12-03,Active,Southeast Asia,Vietnam,Y
C004934,2023-01-06,New,Oceania,Australia,Y
C004935,2023-10-08,Active,Southeast Asia,Vietnam,N
C004936,2025-05-11,Active,East Asia,Japan,Y
C004937,2025-05-10,Loyal,Middle East,United Arab Emirates,Y
C004938,2025-05-24,New,Europe,United Kingdom,N
C004939,2024-11-20,Loyal,North America,United States,Y
C004940,2024-08-31,Loyal,Europe,United Kingdom,Y
C004941,2025-10-01,At Risk,North America,United States,N
C004942,2025-01-03,Loyal,North America,United States,Y
C004943,2022-07-16,Active,Europe,United Kingdom,Y
C004944,2022-10-19,Active,North America,United States,N
C004945,2023-07-03,Active,Europe,United Kingdom,N
C004946,2024-01-11,New,East Asia,Japan,Y
C004947,2024-01-01,Loyal,Europe,United Kingdom,Y
C004948,2025-08-26,New,North America,United States,N
C004949,2023-02-01,Active,North America,United States,N
C004950,2024-11-05,Loyal,Europe,United Kingdom,N
C004951,2025-11-07,New,Europe,United Kingdom,Y
C004952,2023-04-18,Active,Oceania,Australia,Y
C004953,2025-03-12,New,East Asia,Japan,Y
C004954,2023-12-20,Active,North America,United States,N
C004955,2025-01-09,New,North America,United States,Y
C004956,2024-11-26,New,North America,United States,N
C004957,2022-10-03,Active,Southeast Asia,Vietnam,Y
C004958,2024-04-20,Active,North America,United States,N
C004959,2022-07-31,Loyal,Europe,United Kingdom,N
C004960,2024-01-19,New,Southeast Asia,Vietnam,Y
C004961,2025-07-17,Loyal,Europe,United Kingdom,N
C004962,2025-03-04,New,Southeast Asia,Vietnam,N
C004963,2023-03-09,New,Middle East,United Arab Emirates,N
C004964,2024-06-20,Active,North America,United States,N
C004965,2025-06-16,At Risk,North America,United States,N
C004966,2025-03-13,New,North America,United States,N
C004967,2023-08-30,Active,North America,United States,Y
C004968,2024-10-07,Loyal,North America,United States,N
C004969,2023-03-28,Active,Southeast Asia,Vietnam,Y
C004970,2024-03-17,Active,East Asia,Japan,N
C004971,2025-07-06,Loyal,Europe,United Kingdom,Y
C004972,2025-11-19,Active,North America,United States,Y
C004973,2023-11-09,Loyal,North America,United States,N
C004974,2025-11-27,Loyal,Europe,United Kingdom,Y
C004975,2022-10-20,Active,Southeast Asia,Vietnam,N
C004976,2026-05-31,VIP,North America,United States,Y
C004977,2024-12-13,VIP,Southeast Asia,Vietnam,N
C004978,2025-12-04,New,Europe,United Kingdom,Y
C004979,2024-02-19,New,Europe,United Kingdom,Y
C004980,2025-08-02,Loyal,Europe,United Kingdom,Y
C004981,2023-07-14,Active,Oceania,Australia,Y
C004982,2024-10-16,Loyal,Southeast Asia,Vietnam,N
C004983,2024-06-10,New,North America,United States,N
C004984,2025-06-11,Active,North America,United States,N
C004985,2026-02-18,Active,Europe,United Kingdom,Y
C004986,2025-05-31,Active,North America,United States,Y
C004987,2023-08-07,Active,East Asia,Japan,Y
C004988,2023-05-07,Active,North America,United States,Y
C004989,2025-08-01,Active,North America,United States,Y
C004990,2023-08-10,Active,North America,United States,N
C004991,2024-03-20,Active,North America,United States,Y
C004992,2026-01-17,New,Europe,United Kingdom,Y
C004993,2026-05-05,Loyal,Europe,United Kingdom,Y
C004994,2022-10-26,Active,East Asia,Japan,N
C004995,2025-06-17,At Risk,North America,United States,Y
C004996,2024-04-24,VIP,Europe,United Kingdom,N
C004997,2023-05-06,Active,North America,United States,Y
C004998,2022-07-21,Active,North America,United States,Y
C004999,2024-09-04,Active,Europe,United Kingdom,Y
C005000,2025-05-28,Active,Southeast Asia,Vietnam,N
C005001,2024-12-03,Active,Europe,United Kingdom,Y
C005002,2025-03-16,Active,North America,United States,N
C005003,2023-07-06,New,East Asia,Japan,Y
C005004,2023-12-06,Active,Middle East,United Arab Emirates,Y
C005005,2025-12-10,Active,North America,United States,N
C005006,2026-02-13,New,Europe,United Kingdom,N
C005007,2026-05-30,Active,North America,United States,Y
C005008,2025-09-28,New,North America,United States,Y
C005009,2023-07-26,Loyal,North America,United States,N
C005010,2022-10-15,At Risk,Middle East,United Arab Emirates,Y
C005011,2025-06-02,VIP,North America,United States,Y
C005012,2022-08-22,New,Southeast Asia,Vietnam,Y
C005013,2026-01-26,VIP,Oceania,Australia,Y
C005014,2025-06-16,Loyal,North America,United States,Y
C005015,2023-10-15,Active,North America,United States,N
C005016,2026-05-22,New,North America,United States,Y
C005017,2026-03-29,New,East Asia,Japan,Y
C005018,2024-08-23,Active,East Asia,Japan,Y
C005019,2023-08-18,Active,Southeast Asia,Vietnam,Y
C005020,2022-07-29,New,Europe,United Kingdom,Y
C005021,2025-03-11,New,Europe,United Kingdom,Y
C005022,2025-12-14,VIP,North America,United States,Y
C005023,2023-02-25,Active,North America,United States,Y
C005024,2023-07-17,New,Oceania,Australia,Y
C005025,2024-08-02,Active,Europe,United Kingdom,Y
C005026,2024-04-23,Loyal,North America,United States,Y
C005027,2026-02-19,At Risk,Middle East,United Arab Emirates,N
C005028,2025-07-14,VIP,North America,United States,Y
C005029,2024-09-04,Active,Southeast Asia,Vietnam,Y
C005030,2025-06-26,Loyal,North America,United States,Y
C005031,2025-01-17,Loyal,North America,United States,Y
C005032,2022-08-14,VIP,North America,United States,N
C005033,2023-01-29,VIP,North America,United States,N
C005034,2024-01-10,VIP,North America,United States,N
C005035,2024-03-23,Active,Oceania,Australia,Y
C005036,2022-12-10,New,North America,United States,Y
C005037,2026-01-18,New,North America,United States,Y
C005038,2024-07-25,Active,Southeast Asia,Vietnam,Y
C005039,2026-01-23,Loyal,North America,United States,Y
C005040,2022-09-24,New,North America,United States,N
C005041,2022-09-29,New,Europe,United Kingdom,Y
C005042,2024-06-30,Active,East Asia,Japan,Y
C005043,2025-04-02,Loyal,North America,United States,N
C005044,2023-07-11,Active,North America,United States,N
C005045,2025-06-28,New,Southeast Asia,Vietnam,N
C005046,2022-10-26,New,North America,United States,Y
C005047,2025-04-20,Active,Southeast Asia,Vietnam,Y
C005048,2024-02-16,Loyal,Southeast Asia,Vietnam,Y
C005049,2024-03-21,Loyal,North America,United States,Y
C005050,2023-07-21,Active,North America,United States,N
C005051,2026-01-09,Active,North America,United States,Y
C005052,2023-03-02,Active,Southeast Asia,Vietnam,N
C005053,2025-08-13,Active,North America,United States,N
C005054,2024-10-22,Active,Europe,United Kingdom,Y
C005055,2025-11-12,Loyal,Europe,United Kingdom,N
C005056,2025-05-13,Active,North America,United States,N
C005057,2025-11-09,Active,North America,United States,Y
C005058,2022-10-27,Active,Southeast Asia,Vietnam,Y
C005059,2025-08-23,New,Europe,United Kingdom,N
C005060,2022-12-07,Active,Europe,United Kingdom,N
C005061,2025-04-04,Active,East Asia,Japan,Y
C005062,2022-11-12,Active,North America,United States,Y
C005063,2025-06-17,New,North America,United States,Y
C005064,2022-09-24,Active,North America,United States,N
C005065,2025-06-16,Active,East Asia,Japan,Y
C005066,2024-05-21,Active,North America,United States,Y
C005067,2025-11-07,Active,North America,United States,Y
C005068,2023-09-11,Active,North America,United States,Y
C005069,2026-01-19,Loyal,North America,United States,Y
C005070,2024-10-30,At Risk,Europe,United Kingdom,N
C005071,2023-04-15,Loyal,North America,United States,Y
C005072,2025-06-11,Loyal,North America,United States,N
C005073,2025-12-27,Active,Europe,United Kingdom,Y
C005074,2024-03-18,Loyal,North America,United States,N
C005075,2024-02-27,New,East Asia,Japan,Y
C005076,2025-10-11,Active,Southeast Asia,Vietnam,N
C005077,2025-09-14,New,Europe,United Kingdom,Y
C005078,2023-01-29,New,North America,United States,Y
C005079,2026-05-16,New,Oceania,Australia,Y
C005080,2025-05-14,New,Southeast Asia,Vietnam,N
C005081,2023-05-20,New,North America,United States,N
C005082,2024-08-03,Active,North America,United States,Y
C005083,2022-12-08,New,Europe,United Kingdom,Y
C005084,2023-05-28,Active,Southeast Asia,Vietnam,N
C005085,2023-09-18,Active,Europe,United Kingdom,N
C005086,2024-11-21,Active,Southeast Asia,Vietnam,Y
C005087,2023-07-17,Active,Oceania,Australia,N
C005088,2023-09-13,Loyal,Europe,United Kingdom,N
C005089,2024-04-22,At Risk,North America,United States,Y
C005090,2022-08-31,At Risk,Europe,United Kingdom,N
C005091,2023-04-10,Loyal,Oceania,Australia,Y
C005092,2023-12-02,Loyal,Southeast Asia,Vietnam,Y
C005093,2024-04-05,New,North America,United States,Y
C005094,2023-05-31,New,Middle East,United Arab Emirates,Y
C005095,2025-05-09,Active,North America,United States,Y
C005096,2024-01-14,Active,Europe,United Kingdom,Y
C005097,2025-05-12,Active,North America,United States,Y
C005098,2023-02-11,Active,Oceania,Australia,Y
C005099,2025-03-07,Active,North America,United States,Y
C005100,2023-02-27,New,Europe,United Kingdom,N
C005101,2023-07-25,Active,Southeast Asia,Vietnam,N
C005102,2022-10-12,New,North America,United States,Y
C005103,2024-06-27,New,North America,United States,Y
C005104,2024-07-01,Loyal,North America,United States,N
C005105,2025-07-29,Loyal,North America,United States,Y
C005106,2025-04-10,Active,North America,United States,N
C005107,2024-12-28,At Risk,Europe,United Kingdom,N
C005108,2022-07-20,Loyal,Europe,United Kingdom,N
C005109,2022-08-30,Active,East Asia,Japan,Y
C005110,2024-10-29,Active,Europe,United Kingdom,Y
C005111,2026-03-04,New,North America,United States,Y
C005112,2023-07-08,Loyal,North America,United States,N
C005113,2024-09-03,Active,Europe,United Kingdom,Y
C005114,2024-02-05,Active,North America,United States,Y
C005115,2022-11-07,Active,Southeast Asia,Vietnam,Y
C005116,2023-09-01,Active,East Asia,Japan,Y
C005117,2026-02-21,New,East Asia,Japan,Y
C005118,2022-08-15,VIP,East Asia,Japan,Y
C005119,2024-07-10,At Risk,Southeast Asia,Vietnam,N
C005120,2025-02-01,Active,North America,United States,Y
C005121,2023-05-23,New,North America,United States,Y
C005122,2025-12-16,Active,North America,United States,Y
C005123,2024-02-03,At Risk,Southeast Asia,Vietnam,Y
C005124,2025-02-27,Loyal,Southeast Asia,Vietnam,N
C005125,2023-12-13,Active,East Asia,Japan,Y
C005126,2023-01-01,New,Southeast Asia,Vietnam,Y
C005127,2026-03-17,New,Oceania,Australia,Y
C005128,2022-08-18,Loyal,North America,United States,N
C005129,2023-10-18,Loyal,North America,United States,N
C005130,2024-05-15,New,North America,United States,Y
C005131,2026-04-12,Active,Southeast Asia,Vietnam,N
C005132,2025-03-13,Active,North America,United States,Y
C005133,2024-06-01,VIP,Europe,United Kingdom,Y
C005134,2023-07-12,New,Southeast Asia,Vietnam,Y
C005135,2025-07-12,Loyal,North America,United States,Y
C005136,2024-05-03,Active,Europe,United Kingdom,N
C005137,2024-06-07,Active,North America,United States,Y
C005138,2024-06-26,Active,Oceania,Australia,N
C005139,2023-05-30,Active,North America,United States,Y
C005140,2025-02-19,Active,East Asia,Japan,N
C005141,2022-08-15,New,North America,United States,N
C005142,2022-10-04,New,Europe,United Kingdom,Y
C005143,2022-11-26,VIP,Southeast Asia,Vietnam,Y
C005144,2026-05-30,Active,East Asia,Japan,N
C005145,2024-04-23,Active,Southeast Asia,Vietnam,Y
C005146,2026-03-27,VIP,North America,United States,Y
C005147,2026-04-10,Loyal,Europe,United Kingdom,Y
C005148,2025-08-30,Loyal,North America,United States,Y
C005149,2025-08-05,New,North America,United States,Y
