MonthStart,ScenarioID,BusinessUnitID,RegionID,Revenue,PlanRevenue,ForecastRevenue,COGS,GrossProfit,OperatingExpense,EBITDA,PlanEBITDA,ForecastEBITDA,NetIncome,IsSynthetic
2025-11-01,Base,enterprise,emea,2520925.28,3179305.73,2515942.8,492776.47,2028148.81,996385.41,1031763.4,1271722.29,1017763.16,807610.45,TRUE
2025-11-01,Base,enterprise,apac,2051424.32,1979117.82,2102590.23,341088.77,1710335.55,839537.02,870798.53,791647.13,911958.05,682777.55,TRUE
2025-11-01,Base,enterprise,latam,507070.09,574924.45,511470.58,108057.34,399012.76,207516.36,191496.39,229969.78,197887.26,149295.95,TRUE
2025-11-01,Base,smb,americas,4408607.28,5155297.06,4428006.62,1051798.28,3356809.0,1802315.1,1554493.91,1804353.97,1600377.43,1207468.73,TRUE
2025-11-01,Base,smb,emea,1832517.23,2170651.39,1851396.28,485640.69,1346876.54,767489.99,579386.55,759727.99,620193.88,447157.31,TRUE
2025-11-01,Base,smb,apac,1463103.74,1351230.49,1483266.84,359409.68,1103694.05,633256.67,470437.39,472930.67,525597.38,363451.3,TRUE
2025-11-01,Base,smb,latam,471336.76,392526.13,476359.51,134801.89,336534.87,204002.72,132532.15,137384.14,149577.31,101490.08,TRUE
2025-11-01,Base,data,americas,3375866.7,3282903.34,3403284.26,368612.51,3007254.19,1300538.84,1706715.35,1444477.47,1670364.31,1348036.1,TRUE
2025-11-01,Base,data,emea,1213668.35,1382275.09,1222936.43,146893.63,1066774.73,479697.45,587077.27,608201.04,585746.49,462899.05,TRUE
2025-11-01,Base,data,apac,999031.05,860466.24,1009004.53,94501.67,904529.38,408849.37,495680.01,378605.15,509957.62,391225.78,TRUE
2025-11-01,Base,data,latam,471336.76,249961.41,469327.01,63835.97,407500.79,192892.64,214608.15,109983.02,218032.43,168792.4,TRUE
2025-11-01,Base,services,americas,1547472.63,2089750.94,1580392.37,906669.22,640803.41,663030.43,-22227.01,125385.06,22278.42,-50999.81,TRUE
2025-11-01,Base,services,emea,615478.61,879895.13,614512.69,376732.4,238746.21,269862.87,-31116.66,52793.71,-7433.55,-42560.51,TRUE
2025-11-01,Base,services,apac,488947.36,547734.72,498090.2,286862.27,202085.09,221229.22,-19144.12,32864.08,6627.81,-28235.33,TRUE
2025-11-01,Base,services,latam,471336.76,159114.37,463665.73,301016.8,170319.97,213261.12,-42941.16,9546.86,-17918.29,-51704.92,TRUE
2025-12-01,Base,enterprise,americas,6456027.8,7689717.33,6275869.21,1089478.5,5366549.3,2465040.53,2901508.77,3075886.93,2706445.46,2280948.39,TRUE
2025-12-01,Base,enterprise,emea,2700376.66,3237775.72,2662973.47,464661.56,2235715.1,1058061.58,1177653.52,1295110.29,1139558.6,924564.42,TRUE
2025-12-01,Base,enterprise,apac,2010081.22,2015515.38,1991329.42,375583.67,1634497.55,815731.16,818766.39,806206.15,822717.76,640786.27,TRUE
2025-12-01,Base,enterprise,latam,497177.78,585497.78,484014.62,105848.84,391328.94,201764.68,189564.25,234199.11,187362.36,147873.48,TRUE
2025-12-01,Base,smb,americas,4899465.68,5250107.12,4749243.02,1162463.76,3737001.92,1991450.82,1745551.11,1837537.49,1722724.39,1356760.75,TRUE
2025-12-01,Base,smb,emea,1953615.52,2210571.42,1927010.21,500557.87,1453057.65,813608.3,639449.35,773700.0,662465.1,494605.94,TRUE
2025-12-01,Base,smb,apac,1705766.03,1376080.71,1658156.57,376432.02,1329334.0,734268.92,595065.09,481628.25,628968.47,461984.2,TRUE
2025-12-01,Base,smb,latam,484977.15,399745.0,478188.81,139941.46,345035.7,208764.65,136271.04,139910.75,148930.62,104358.8,TRUE
2025-12-01,Base,data,americas,3344808.27,3343278.57,3220665.95,343013.42,3001794.86,1277114.69,1724680.16,1471042.57,1602117.07,1363315.21,TRUE
2025-12-01,Base,data,emea,1349631.26,1407696.24,1325791.65,162359.58,1187271.68,528812.52,658459.16,619386.35,635983.3,519389.26,TRUE
2025-12-01,Base,data,apac,986764.5,876290.91,965664.0,97168.36,889596.14,400448.77,489147.37,385568.0,484307.84,386078.0,TRUE
2025-12-01,Base,data,latam,484977.15,254558.4,477559.95,76790.79,408186.36,196813.43,211372.93,112005.7,210919.61,165942.35,TRUE
2025-12-01,Base,services,americas,1556440.8,2128183.14,1509297.21,903311.34,653129.46,664598.0,-11468.54,127690.99,29627.7,-40365.85,TRUE
2025-12-01,Base,services,emea,620640.4,896077.11,611540.18,366156.1,254484.3,271218.97,-16734.67,53764.63,6136.82,-28257.65,TRUE
2025-12-01,Base,services,apac,484977.15,557808.0,476192.48,278455.13,206522.02,218724.0,-12201.98,33468.48,12304.18,-21206.2,TRUE
2025-12-01,Base,services,latam,484977.15,162040.61,478476.8,301978.82,182998.33,218724.0,-35725.67,9722.44,-10845.19,-44729.89,TRUE
2026-01-01,Base,enterprise,americas,6832660.21,7828583.56,7062630.28,988821.68,5843838.52,2584556.26,3259282.27,3131433.42,3215475.25,2568761.92,TRUE
2026-01-01,Base,enterprise,emea,2546600.79,3296245.71,2661353.02,480175.68,2066425.12,988755.97,1077669.14,1318498.28,1094998.96,844982.94,TRUE
2026-01-01,Base,enterprise,apac,2250616.87,2051912.95,2340022.8,371842.61,1878774.26,905344.41,973429.85,820765.18,1017399.59,764005.37,TRUE
2026-01-01,Base,enterprise,latam,520531.43,596071.1,541899.15,108423.67,412107.76,209391.58,202716.18,238428.44,212265.05,158315.72,TRUE
2026-01-01,Base,smb,americas,5190547.8,5344917.18,5352671.77,1248103.71,3942444.1,2096873.83,1845570.27,1870721.01,1924515.51,1434476.54,TRUE
2026-01-01,Base,smb,emea,2075906.41,2250491.44,2148354.07,501352.51,1574553.91,859382.27,715171.64,787672.01,770163.09,554889.06,TRUE
2026-01-01,Base,smb,apac,1868102.34,1400930.92,1937942.95,473270.66,1394831.68,799509.12,595322.56,490325.82,671801.48,459771.23,TRUE
2026-01-01,Base,smb,latam,520531.43,406963.87,537305.33,144604.95,375926.48,222776.67,153149.81,142437.35,173118.42,117671.29,TRUE
2026-01-01,Base,data,americas,3497720.45,3403653.81,3687669.51,319237.92,3178482.53,1323065.25,1855417.28,1497607.68,1876027.09,1468280.35,TRUE
2026-01-01,Base,data,emea,1444958.91,1433117.39,1501523.97,189955.58,1255003.33,561026.98,693976.35,630571.65,703522.71,547098.69,TRUE
2026-01-01,Base,data,apac,1154743.4,892115.58,1189384.9,103926.91,1050816.49,464512.86,586303.63,392530.85,606586.3,463218.04,TRUE
2026-01-01,Base,data,latam,520531.43,259155.4,542291.7,79927.37,440604.06,209391.58,231212.48,114028.37,242106.38,181682.69,TRUE
2026-01-01,Base,services,americas,1607474.11,2166615.34,1680638.72,937596.55,669877.56,683832.13,-13954.57,129996.92,28111.72,-43749.67,TRUE
2026-01-01,Base,services,emea,626197.35,912259.09,655641.82,365184.35,261013.01,272651.25,-11638.25,54735.55,11029.39,-23245.03,TRUE
2026-01-01,Base,services,apac,577056.16,567881.28,594154.83,346533.05,230523.11,259333.58,-28810.47,34072.88,-308.23,-39506.41,TRUE
2026-01-01,Base,services,latam,520531.43,164966.85,532386.42,333140.12,187391.31,233930.92,-46539.6,9898.01,-21295.46,-56187.84,TRUE
2026-02-01,Base,enterprise,americas,6998033.75,7967449.79,7222402.35,1248247.24,5749786.51,2628985.32,3120801.19,3186979.91,3045173.28,2452709.09,TRUE
2026-02-01,Base,enterprise,emea,2597670.33,3354715.7,2702441.21,463240.69,2134429.64,1001856.13,1132573.51,1341886.28,1139540.33,889233.94,TRUE
2026-02-01,Base,enterprise,apac,2249730.29,2088310.52,2327496.57,406196.55,1843533.74,899160.63,944373.11,835324.21,976260.42,740197.19,TRUE
2026-02-01,Base,enterprise,latam,551861.2,606644.42,562050.3,107364.11,444497.09,220565.04,223932.04,242657.77,227883.79,175237.74,TRUE
2026-02-01,Base,smb,americas,5167225.85,5439727.24,5377326.17,1208086.95,3959138.9,2079604.66,1879534.24,1903904.53,1969187.72,1462692.66,TRUE
2026-02-01,Base,smb,emea,2142017.99,2290411.47,2200001.53,541507.23,1600510.77,883497.96,717012.8,801644.01,763835.31,555398.63,TRUE
2026-02-01,Base,smb,apac,1668037.84,1425781.14,1707795.47,424475.52,1243562.32,711352.37,532209.95,499023.4,590084.4,411063.28,TRUE
2026-02-01,Base,smb,latam,517252.59,414182.74,537811.93,153407.02,363845.58,220587.84,143257.74,144963.96,163182.64,109610.75,TRUE
2026-02-01,Base,data,americas,3656158.23,3464029.04,3747305.09,329054.24,3327103.99,1373526.72,1953577.28,1524172.78,1911125.6,1546371.38,TRUE
2026-02-01,Base,data,emea,1388785.05,1458538.54,1427966.77,192646.29,1196138.76,535619.47,660519.29,641756.96,658698.65,520520.7,TRUE
2026-02-01,Base,data,apac,1227481.87,907940.24,1260543.98,136221.21,1091260.66,490593.64,600667.02,399493.71,616436.08,473893.13,TRUE
2026-02-01,Base,data,latam,517252.59,263752.39,529501.9,73208.82,444043.78,206732.86,237310.92,116051.05,242758.63,186734.36,TRUE
2026-02-01,Base,services,americas,1584655.57,2205047.54,1609661.64,922940.48,661715.09,673133.16,-11418.07,132302.85,28292.38,-40786.04,TRUE
2026-02-01,Base,services,emea,611552.13,928441.07,631607.66,370820.41,240731.72,265891.86,-25160.14,55706.46,-4016.67,-36493.85,TRUE
2026-02-01,Base,services,apac,517252.59,577954.57,537771.64,298803.88,218448.71,232133.65,-13684.94,34677.27,12005.76,-23271.03,TRUE
2026-02-01,Base,services,latam,517252.59,167893.09,533412.51,325113.7,192138.9,232133.65,-39994.76,10073.59,-15223.34,-49580.85,TRUE
2026-03-01,Base,enterprise,americas,7515791.18,8106316.01,7883490.52,1137248.13,6378543.04,2795202.96,3583340.08,3242526.41,3537207.94,2824351.08,TRUE
2026-03-01,Base,enterprise,emea,2702255.49,3413185.69,2812940.86,460431.42,2241824.07,1032020.22,1209803.85,1365274.28,1208473.66,951055.57,TRUE
2026-03-01,Base,enterprise,apac,2290595.84,2124708.09,2372261.07,414075.53,1876520.32,906871.34,969648.97,849883.24,994518.33,760371.97,TRUE
2026-03-01,Base,enterprise,latam,661548.39,617217.75,681411.88,138947.15,522601.24,261914.07,260687.17,246887.1,265727.98,203730.15,TRUE
2026-03-01,Base,smb,americas,5873912.1,5534537.3,6048855.34,1386761.0,4487151.1,2348201.01,2138950.09,1937088.05,2201250.18,1664852.74,TRUE
2026-03-01,Base,smb,emea,2173645.78,2330331.49,2226761.45,560427.28,1613218.49,890690.08,722528.41,815616.02,761934.86,559506.83,TRUE
2026-03-01,Base,smb,apac,1783788.09,1450631.36,1870664.26,434610.58,1349177.51,755911.98,593265.53,507720.97,666621.05,459424.02,TRUE
2026-03-01,Base,smb,latam,552870.12,421401.61,571641.25,157555.4,395314.72,234288.56,161026.16,147490.56,180080.01,123656.38,TRUE
2026-03-01,Base,data,americas,4061702.82,3524404.27,4235591.87,439134.31,3622568.51,1510590.63,2111977.88,1550737.88,2083420.65,1670220.29,TRUE
2026-03-01,Base,data,emea,1499963.47,1483959.69,1558083.84,191853.8,1308109.66,572852.06,735257.61,652942.27,735562.58,580162.13,TRUE
2026-03-01,Base,data,apac,1203504.15,923764.91,1255538.05,118087.2,1085416.96,476480.14,608936.82,406456.56,630130.1,481075.32,TRUE
2026-03-01,Base,data,latam,552870.12,268349.38,570859.85,77377.03,475493.09,218887.18,256605.91,118073.73,262621.13,202031.77,TRUE
2026-03-01,Base,services,americas,1689809.66,2243479.74,1739425.32,970753.33,719056.33,714759.24,4297.09,134608.78,44398.91,-26957.06,TRUE
2026-03-01,Base,services,emea,629867.66,944623.05,657099.93,378219.01,251648.65,272721.42,-21072.77,56677.38,-311.32,-32722.59,TRUE
2026-03-01,Base,services,apac,552870.12,588027.85,572462.27,320905.62,231964.5,247123.05,-15158.55,35281.67,11199.76,-25384.25,TRUE
2026-03-01,Base,services,latam,552870.12,170819.33,563639.09,353836.87,199033.24,247123.05,-48089.8,10249.16,-22545.56,-58315.5,TRUE
2026-04-01,Base,enterprise,americas,7782637.52,8245182.24,7834925.65,1111989.54,6670647.98,2868717.92,3801930.05,3298072.9,3581494.88,2999698.48,TRUE
2026-04-01,Base,enterprise,emea,2919037.86,3471655.68,2916814.75,577530.74,2341507.12,1105161.89,1236345.24,1388662.27,1172997.95,969588.22,TRUE
2026-04-01,Base,enterprise,apac,2457829.61,2161105.66,2469979.01,371439.13,2086390.48,964955.82,1121434.66,864442.26,1108712.2,882347.5,TRUE
2026-04-01,Base,enterprise,latam,645846.52,627791.07,640103.61,124921.5,520925.02,253562.48,267362.55,251116.43,260251.48,209454.6,TRUE
2026-04-01,Base,smb,americas,5843858.8,5629347.36,5836321.16,1380796.47,4463062.33,2323129.17,2139933.16,1970271.58,2122777.23,1666227.84,TRUE
2026-04-01,Base,smb,emea,2363652.42,2370251.52,2351851.05,636129.81,1727522.61,963267.36,764255.26,829588.03,778156.93,590886.9,TRUE
2026-04-01,Base,smb,apac,1881314.32,1475481.57,1864512.53,510079.29,1371235.03,793036.86,578198.17,516418.55,613183.68,445626.1,TRUE
2026-04-01,Base,smb,latam,584947.94,428620.48,583132.41,168715.25,416232.69,246575.11,169657.59,150017.17,181687.85,130258.97,TRUE
2026-04-01,Base,data,americas,4329688.39,3584779.51,4271099.61,409897.16,3919791.22,1595944.13,2323847.09,1577302.98,2158309.28,1839972.52,TRUE
2026-04-01,Base,data,emea,1517738.87,1509380.85,1496328.18,195009.53,1322729.34,574623.3,748106.05,664127.57,705538.37,590457.66,TRUE
2026-04-01,Base,data,apac,1323847.27,939589.58,1300825.51,119384.39,1204462.87,519748.86,684714.02,413419.41,663187.01,541413.09,TRUE
2026-04-01,Base,data,latam,584947.94,272946.37,585368.6,91675.27,493272.67,229653.4,263619.27,120096.4,259479.96,207307.55,TRUE
2026-04-01,Base,services,americas,1838312.26,2281911.94,1837105.04,1070849.67,767462.59,775107.02,-7644.42,136914.72,32116.58,-41601.8,TRUE
2026-04-01,Base,services,emea,730353.9,960805.03,731643.24,448687.56,281666.34,315250.37,-33584.02,57648.3,-10493.71,-47075.15,TRUE
2026-04-01,Base,services,apac,625037.47,598101.13,633732.67,354028.17,271009.3,278542.05,-7532.75,35886.07,21286.37,-19078.47,TRUE
2026-04-01,Base,services,latam,584947.94,173745.58,590025.1,368559.01,216388.93,260676.53,-44287.6,10424.73,-17742.92,-55092.78,TRUE
2026-05-01,Base,enterprise,americas,7639392.02,8384048.47,7839738.42,1192441.87,6446950.15,2794532.8,3652417.35,3353619.39,3480128.88,2879322.74,TRUE
2026-05-01,Base,enterprise,emea,2924454.91,3530125.67,2983330.98,520657.93,2403796.98,1099026.69,1304770.29,1412050.27,1258858.6,1025635.74,TRUE
2026-05-01,Base,enterprise,apac,2584119.19,2197503.23,2662591.18,403506.7,2180612.49,1007304.27,1173308.21,879001.29,1181794.71,922989.48,TRUE
2026-05-01,Base,enterprise,latam,681539.86,638364.39,678289.37,135098.1,546441.76,265668.09,280773.67,255345.76,272519.85,219915.98,TRUE
2026-05-01,Base,smb,americas,6136338.24,5724157.42,6216063.17,1467355.92,4668982.32,2428797.38,2240184.94,2003455.1,2243217.7,1744048.22,TRUE
2026-05-01,Base,smb,emea,2356338.51,2410171.55,2446523.5,629555.45,1726783.06,956215.49,770567.56,843560.04,814263.44,596190.72,TRUE
2026-05-01,Base,smb,apac,2063692.35,1500331.79,2163394.4,486476.12,1577216.22,866349.72,710866.51,525116.13,788057.66,551666.48,TRUE
2026-05-01,Base,smb,latam,591697.51,435839.35,602364.77,167039.54,424657.97,248397.96,176260.01,152543.77,191367.9,135574.98,TRUE
2026-05-01,Base,data,americas,4151733.74,3645154.74,4263061.9,380036.05,3771697.7,1518727.68,2252970.02,1603868.09,2167610.48,1784578.66,TRUE
2026-05-01,Base,data,emea,1611552.52,1534802.0,1631659.05,205663.65,1405888.87,605630.55,800258.32,675312.88,770765.82,631813.11,TRUE
2026-05-01,Base,data,apac,1464819.43,955414.24,1494093.19,183151.37,1281668.06,570994.9,710673.16,420382.27,709644.35,560574.8,TRUE
2026-05-01,Base,data,latam,591697.51,277543.36,612608.32,94316.94,497380.57,230647.04,266733.53,122119.08,269914.85,209763.27,TRUE
2026-05-01,Base,services,americas,1955914.86,2320344.14,1977986.38,1133347.44,822567.42,823060.03,-492.61,139220.65,40655.13,-36605.2,TRUE
2026-05-01,Base,services,emea,738214.62,976987.01,763705.83,443143.55,295071.08,318027.03,-22955.96,58619.22,-222.19,-36585.81,TRUE
2026-05-01,Base,services,apac,612523.4,608174.41,630941.34,358950.3,253573.1,272453.87,-18880.77,36490.46,8821.24,-30189.96,TRUE
2026-05-01,Base,services,latam,591697.51,176671.82,604676.8,364056.41,227641.1,263190.4,-35549.3,10600.31,-9236.15,-46473.97,TRUE
2024-01-01,Upside,enterprise,americas,4373393.03,4495794.11,4338948.91,487589.62,3885803.41,1815910.96,2069892.46,1798317.64,2258466.27,1629998.7,TRUE
2024-01-01,Upside,enterprise,emea,2004043.38,1892965.94,1963557.9,291986.56,1712056.82,852155.07,859901.75,757186.38,954880.71,674274.19,TRUE
2024-01-01,Upside,enterprise,apac,1320246.36,1178371.3,1285447.5,166927.82,1153318.54,579875.8,573442.74,471348.52,649874.86,449902.46,TRUE
2024-01-01,Upside,enterprise,latam,354195.31,342311.34,353648.06,56290.62,297904.69,155568.91,142335.78,136924.54,167301.93,111263.74,TRUE
2024-01-01,Upside,smb,americas,3079995.44,3069475.72,3036689.58,596965.89,2483029.54,1278869.16,1204160.39,1074316.5,1330615.48,940005.74,TRUE
2024-01-01,Upside,smb,emea,1346775.73,1292410.83,1316983.18,302469.92,1044305.81,572673.11,471632.7,452343.79,536554.51,366009.9,TRUE
2024-01-01,Upside,smb,apac,911176.16,804525.74,894275.25,185946.07,725230.09,400204.85,325025.23,281584.01,382684.9,252496.32,TRUE
2024-01-01,Upside,smb,latam,351008.61,233710.96,344945.21,88481.22,262527.39,154169.26,108358.14,81798.84,131052.6,83451.12,TRUE
2024-01-01,Upside,data,americas,1902174.5,1954648.2,1907239.87,171195.71,1730978.8,789816.85,941161.94,860045.21,1033724.01,742475.46,TRUE
2024-01-01,Upside,data,emea,932297.45,823009.77,917452.4,83906.77,848390.68,396429.54,451961.14,362124.3,497259.2,356258.67,TRUE
2024-01-01,Upside,data,apac,592309.14,512323.58,586219.37,53307.82,539001.32,260152.76,278848.56,225422.38,317730.9,219539.28,TRUE
2024-01-01,Upside,data,latam,351008.61,148827.6,348566.58,38453.57,312555.04,154169.26,158385.79,65484.14,182108.04,124473.79,TRUE
2024-01-01,Upside,services,americas,1334594.1,1244242.51,1316404.0,768162.82,566431.28,554147.33,12283.95,74654.55,74274.32,-12766.56,TRUE
2024-01-01,Upside,services,emea,552875.41,523891.58,546153.43,312053.43,240821.98,235092.51,5729.48,31433.5,36909.55,-4648.07,TRUE
2024-01-01,Upside,services,apac,369295.97,326122.51,360847.96,204117.35,165178.61,162201.39,2977.22,19567.35,28607.94,-3954.51,TRUE
2024-01-01,Upside,services,latam,351008.61,94737.06,345846.87,215027.52,135981.1,154169.26,-18188.16,5684.22,6709.78,-24776.64,TRUE
2024-02-01,Upside,enterprise,americas,4619071.6,4634660.33,4624833.99,475461.86,4143609.75,1895211.0,2248398.75,1853864.13,2451795.26,1772723.23,TRUE
2024-02-01,Upside,enterprise,emea,1865361.1,1951435.93,1912255.85,266805.1,1598556.0,784013.66,814542.34,780574.37,937082.02,639266.79,TRUE
2024-02-01,Upside,enterprise,apac,1217321.3,1214768.87,1230821.47,153590.41,1063730.89,528684.2,535046.69,485907.55,623904.17,420036.33,TRUE
2024-02-01,Upside,enterprise,latam,408949.78,352884.66,417312.58,70302.99,338646.79,177607.42,161039.37,141153.87,192448.02,125769.51,TRUE
2024-02-01,Upside,smb,americas,3488814.96,3164285.78,3546819.12,679268.46,2809546.5,1435203.27,1374343.24,1107500.02,1554828.04,1073362.07,TRUE
2024-02-01,Upside,smb,emea,1416881.21,1332330.85,1446344.64,301367.85,1115513.36,597035.07,518478.28,466315.8,608004.8,403384.35,TRUE
2024-02-01,Upside,smb,apac,875723.2,829375.96,899906.22,167398.15,708325.05,381265.98,327059.07,290281.58,397684.08,254734.52,TRUE
2024-02-01,Upside,smb,latam,363420.87,240929.83,371168.16,93800.59,269620.28,158223.53,111396.75,84325.44,139175.76,85762.03,TRUE
2024-02-01,Upside,data,americas,2125793.24,2015023.43,2135518.32,191321.39,1934471.85,872215.69,1062256.16,886610.31,1159738.98,838391.05,TRUE
2024-02-01,Upside,data,emea,1015644.48,848430.92,1024990.94,91408.0,924236.48,426876.68,497359.8,373309.6,556643.3,392231.48,TRUE
2024-02-01,Upside,data,apac,629361.39,528148.25,641175.73,56642.52,572718.86,273332.46,299386.4,232385.23,348204.22,235827.84,TRUE
2024-02-01,Upside,data,latam,363420.87,153424.59,376379.82,42502.43,320918.43,157834.15,163084.29,67506.82,194257.31,128145.8,TRUE
2024-02-01,Upside,services,americas,1355709.72,1282674.71,1364517.56,731444.93,624264.78,558912.44,65352.35,76960.48,127640.06,32760.88,TRUE
2024-02-01,Upside,services,emea,598456.45,540073.56,614628.92,349286.54,249169.91,252707.55,-3537.64,32404.41,30378.48,-14750.09,TRUE
2024-02-01,Upside,services,apac,363420.87,336195.79,366578.89,207392.51,156028.35,158548.01,-2519.66,20171.75,22875.93,-9328.57,TRUE
2024-02-01,Upside,services,latam,363420.87,97663.3,364774.38,215797.74,147623.13,158548.01,-10924.88,5859.8,14326.79,-17733.8,TRUE
2024-03-01,Upside,enterprise,americas,5071056.39,4773526.56,5267835.4,567836.5,4503219.89,2053149.1,2450070.79,1909410.62,2750689.17,1931350.42,TRUE
2024-03-01,Upside,enterprise,emea,2133408.99,2009905.92,2220462.08,275333.35,1858075.64,885100.22,972975.42,803962.37,1121521.92,765148.01,TRUE
2024-03-01,Upside,enterprise,apac,1393224.23,1251166.44,1419781.97,153146.86,1240077.37,597520.45,642556.92,500466.57,744278.44,505547.25,TRUE
2024-03-01,Upside,enterprise,latam,390991.76,363457.99,411122.99,64080.72,326911.04,167686.99,159224.05,145383.19,193330.62,124572.26,TRUE
2024-03-01,Upside,smb,americas,3516684.63,3259095.84,3633483.53,720511.31,2796173.32,1431357.01,1364816.31,1140683.54,1559706.13,1065260.57,TRUE
2024-03-01,Upside,smb,emea,1586274.76,1372250.88,1632158.8,337640.48,1248634.27,661506.51,587127.76,480287.81,687614.89,457137.08,TRUE
2024-03-01,Upside,smb,apac,1052398.25,854226.17,1082229.5,215020.89,837377.36,453603.51,383773.85,298979.16,465172.24,298567.87,TRUE
2024-03-01,Upside,smb,latam,381952.98,248148.7,388094.48,100521.96,281431.03,164628.94,116802.08,86852.05,143969.07,89924.75,TRUE
2024-03-01,Upside,data,americas,2191408.01,2075398.66,2274272.14,197226.72,1994181.29,887248.54,1106932.75,913175.41,1237528.94,874104.26,TRUE
2024-03-01,Upside,data,emea,1039571.03,873852.07,1085345.41,93561.39,946009.64,431293.09,514716.55,384494.91,590582.95,406137.44,TRUE
2024-03-01,Upside,data,apac,650485.79,543972.91,666429.84,58543.72,591942.07,278977.75,312964.32,239348.08,362633.04,246662.85,TRUE
2024-03-01,Upside,data,latam,381952.98,158021.58,398236.45,45462.05,336490.93,163810.47,172680.46,69529.5,205138.61,135745.02,TRUE
2024-03-01,Upside,services,americas,1325189.83,1321106.91,1358999.28,748209.59,576980.24,541743.68,35236.56,79266.41,94501.09,8587.09,TRUE
2024-03-01,Upside,services,emea,632893.05,556255.54,656270.14,362117.96,270775.09,265058.51,5716.57,33375.33,40675.55,-6110.62,TRUE
2024-03-01,Upside,services,apac,415826.94,346269.08,422612.35,233234.1,182592.84,179971.81,2621.03,20776.14,30956.62,-5149.74,TRUE
2024-03-01,Upside,services,latam,381952.98,100589.54,390583.42,226928.43,155024.55,165311.0,-10286.45,6035.37,15629.69,-17424.2,TRUE
2024-04-01,Upside,enterprise,americas,5289169.73,4912392.79,5305880.84,661364.21,4627805.52,2111528.44,2516277.08,1964957.11,2706917.52,1982532.97,TRUE
2024-04-01,Upside,enterprise,emea,2361507.8,2068375.91,2351741.0,296352.27,2065155.53,966370.01,1098785.51,827350.36,1198732.87,864922.2,TRUE
2024-04-01,Upside,enterprise,apac,1576516.7,1287564.0,1586361.93,170328.63,1406188.07,667209.26,738978.81,515025.6,836287.44,581874.73,TRUE
2024-04-01,Upside,enterprise,latam,431515.43,374031.31,429071.42,67482.71,364032.72,182624.83,181407.9,149612.52,205451.79,142161.27,TRUE
2024-04-01,Upside,smb,americas,3650329.49,3353905.9,3600190.93,686882.8,2963446.7,1469008.15,1494438.55,1173867.07,1609444.49,1169665.53,TRUE
2024-04-01,Upside,smb,emea,1671473.16,1412170.91,1669722.21,358520.58,1312952.58,689368.45,623584.13,494259.82,702486.39,485800.23,TRUE
2024-04-01,Upside,smb,apac,1120742.31,879076.39,1125265.25,232852.0,887890.31,477920.0,409970.31,307676.74,480992.85,319051.62,TRUE
2024-04-01,Upside,smb,latam,429441.67,255367.57,425645.52,110305.03,319136.64,183127.52,136009.12,89378.65,161046.15,104965.95,TRUE
2024-04-01,Upside,data,americas,2574506.35,2135773.9,2513780.69,231705.57,2342800.77,1027787.66,1315013.12,939740.51,1370549.15,1038974.38,TRUE
2024-04-01,Upside,data,emea,1155132.95,899273.22,1159850.44,103961.97,1051170.98,472700.47,578470.51,395680.22,632367.03,456696.33,TRUE
2024-04-01,Upside,data,apac,767779.47,559797.58,754861.11,69100.15,698679.32,324937.61,373741.71,246310.93,411561.06,294737.15,TRUE
2024-04-01,Upside,data,latam,429441.67,162618.57,422074.22,45818.3,383623.37,181747.17,201876.19,71552.17,223075.32,158976.96,TRUE
2024-04-01,Upside,services,americas,1514136.21,1359539.12,1486147.69,820521.12,693615.09,613392.07,80223.02,81572.35,138668.3,42648.1,TRUE
2024-04-01,Upside,services,emea,625540.1,572437.52,629813.04,357702.92,267837.18,259668.09,8169.09,34346.25,39919.92,-3486.7,TRUE
2024-04-01,Upside,services,apac,453778.3,356342.36,451051.98,249851.09,203927.21,194720.91,9206.3,21380.54,38164.69,615.8,TRUE
2024-04-01,Upside,services,latam,429441.67,103515.79,422640.19,259227.28,170214.39,184277.81,-14063.43,6210.95,13345.43,-22065.28,TRUE
2024-05-01,Upside,enterprise,americas,5581422.24,5051259.01,5725892.96,648676.46,4932745.77,2203431.11,2729314.67,2020503.61,2977836.95,2152857.84,TRUE
2024-05-01,Upside,enterprise,emea,2342109.84,2126845.9,2412004.8,319804.71,2022305.13,948038.06,1074267.07,850738.36,1205375.64,845155.17,TRUE
2024-05-01,Upside,enterprise,apac,1524734.85,1323961.57,1552612.02,183063.65,1341671.2,638527.7,703143.5,529584.63,801494.2,553308.11,TRUE
2024-05-01,Upside,enterprise,latam,456768.74,384604.63,467274.71,70637.6,386131.14,191285.39,194845.75,153841.85,225057.91,152802.59,TRUE
2024-05-01,Upside,smb,americas,4296267.86,3448715.96,4377376.3,842240.78,3454027.07,1714491.07,1739536.0,1207050.59,1927120.72,1360852.56,TRUE
2024-05-01,Upside,smb,emea,1756088.93,1452090.93,1764957.82,371117.15,1384971.78,718354.9,666616.88,508231.83,750026.02,519825.51,TRUE
2024-05-01,Upside,smb,apac,997868.54,903926.6,1010962.21,185421.7,812446.85,422163.47,390283.37,316374.31,455406.08,304803.52,TRUE
2024-05-01,Upside,smb,latam,440182.22,262586.44,452858.57,107535.37,332646.84,186225.79,146421.06,91905.26,177515.27,113347.48,TRUE
2024-05-01,Upside,data,americas,2695241.41,2196149.13,2736044.74,242571.73,2452669.68,1064026.07,1388643.61,966305.62,1494662.15,1097554.67,TRUE
