MonthStart,ScenarioID,Statement,LineItem,LineSort,ValueActual,ValuePlan,ValueForecast
2024-01-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-01-01,Upside,Cash Flow,Operating Cash Flow,210,8137862.93,3396600.0,8381998.82
2024-01-01,Upside,Cash Flow,Capex,220,-865435.11,-660450.0,-882743.81
2024-01-01,Upside,Cash Flow,Free Cash Flow,230,7272427.82,2453100.0,7563324.94
2024-01-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-02-01,Upside,Income Statement,Revenue,10,21070771.89,19452857.14,21395836.14
2024-02-01,Upside,Income Statement,Gross Profit,20,16976980.41,14784171.43,16474793.83
2024-02-01,Upside,Income Statement,EBITDA,30,8160761.3,4279628.57,4921042.31
2024-02-01,Upside,Income Statement,Net Income,40,6360583.43,2139814.29,2567500.34
2024-02-01,Upside,Balance Sheet,Cash,110,127102904.77,64000000.0,129644962.87
2024-02-01,Upside,Balance Sheet,Working Capital,120,2254572.59,2334342.86,2209481.14
2024-02-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-02-01,Upside,Cash Flow,Operating Cash Flow,210,8736520.14,3501514.29,8998615.75
2024-02-01,Upside,Cash Flow,Capex,220,-906043.19,-680850.0,-924164.06
2024-02-01,Upside,Cash Flow,Free Cash Flow,230,7830476.95,2528871.43,8143696.03
2024-02-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-03-01,Upside,Income Statement,Revenue,10,22545272.61,20035714.29,23266520.32
2024-03-01,Upside,Income Statement,Gross Profit,20,18145896.57,15227142.86,17915220.65
2024-03-01,Upside,Income Statement,EBITDA,30,8817928.99,4407857.14,5351299.67
2024-03-01,Upside,Income Statement,Net Income,40,6880060.33,2203928.57,2791982.44
2024-03-01,Upside,Balance Sheet,Cash,110,135567436.62,64000000.0,138278785.35
2024-03-01,Upside,Balance Sheet,Working Capital,120,2412344.17,2404285.71,2364097.29
2024-03-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-03-01,Upside,Cash Flow,Operating Cash Flow,210,9433978.57,3606428.57,9716997.92
2024-03-01,Upside,Cash Flow,Capex,220,-969446.72,-701250.0,-988835.66
2024-03-01,Upside,Cash Flow,Free Cash Flow,230,8464531.84,2604642.86,8803113.12
2024-03-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-04-01,Upside,Income Statement,Revenue,10,24480453.01,20618571.43,24261755.37
2024-04-01,Upside,Income Statement,Gross Profit,20,19758476.37,15670114.29,18681551.63
2024-04-01,Upside,Income Statement,EBITDA,30,9752087.92,4536085.71,5580203.73
2024-04-01,Upside,Income Statement,Net Income,40,7618071.25,2268042.86,2911410.64
2024-04-01,Upside,Balance Sheet,Cash,110,144935793.43,64000000.0,147834509.3
2024-04-01,Upside,Balance Sheet,Working Capital,120,2619408.47,2474228.57,2567020.3
2024-04-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-04-01,Upside,Cash Flow,Operating Cash Flow,210,10421016.3,3711342.86,10733646.78
2024-04-01,Upside,Cash Flow,Capex,220,-1052659.48,-721650.0,-1073712.67
2024-04-01,Upside,Cash Flow,Free Cash Flow,230,9368356.82,2680414.29,9743091.09
2024-04-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-05-01,Upside,Income Statement,Revenue,10,25350199.5,21201428.57,25851408.88
2024-05-01,Upside,Income Statement,Gross Profit,20,20520446.96,16113085.71,19905584.84
2024-05-01,Upside,Income Statement,EBITDA,30,10267223.34,4664314.29,5945824.04
2024-05-01,Upside,Income Statement,Net Income,40,8028973.59,2332157.14,3102169.07
2024-05-01,Upside,Balance Sheet,Cash,110,154805652.4,64000000.0,157901765.44
2024-05-01,Upside,Balance Sheet,Working Capital,120,2712471.35,2544171.43,2658221.92
2024-05-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-05-01,Upside,Cash Flow,Operating Cash Flow,210,10959917.54,3816257.14,11288715.07
2024-05-01,Upside,Cash Flow,Capex,220,-1090058.58,-742050.0,-1111859.75
2024-05-01,Upside,Cash Flow,Free Cash Flow,230,9869858.96,2756185.71,10264653.32
2024-05-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-06-01,Upside,Income Statement,Revenue,10,25623816.07,21784285.71,25346963.86
2024-06-01,Upside,Income Statement,Gross Profit,20,20720048.78,16556057.14,19517162.17
2024-06-01,Upside,Income Statement,EBITDA,30,10436599.28,4792542.86,5829801.69
2024-06-01,Upside,Income Statement,Net Income,40,8161673.11,2396271.43,3041635.66
2024-06-01,Upside,Balance Sheet,Cash,110,164840598.36,64000000.0,168137410.33
2024-06-01,Upside,Balance Sheet,Working Capital,120,2741748.32,2614114.29,2686913.35
2024-06-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-06-01,Upside,Cash Flow,Operating Cash Flow,210,11136770.06,3921171.43,11470873.16
2024-06-01,Upside,Cash Flow,Capex,220,-1101824.09,-762450.0,-1123860.57
2024-06-01,Upside,Cash Flow,Free Cash Flow,230,10034945.97,2831957.14,10436343.81
2024-06-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-07-01,Upside,Income Statement,Revenue,10,26115109.62,22367142.86,26204879.47
2024-07-01,Upside,Income Statement,Gross Profit,20,21049612.73,16999028.57,20177757.19
2024-07-01,Upside,Income Statement,EBITDA,30,10663053.04,4920771.43,6027122.28
2024-07-01,Upside,Income Statement,Net Income,40,8342278.17,2460385.71,3144585.54
2024-07-01,Upside,Balance Sheet,Cash,110,175094297.06,64000000.0,178596183.0
2024-07-01,Upside,Balance Sheet,Working Capital,120,2794316.73,2684057.14,2738430.4
2024-07-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-07-01,Upside,Cash Flow,Operating Cash Flow,210,11376648.41,4026085.71,11717947.87
2024-07-01,Upside,Cash Flow,Capex,220,-1122949.71,-782850.0,-1145408.71
2024-07-01,Upside,Cash Flow,Free Cash Flow,230,10253698.7,2907728.57,10663846.65
2024-07-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-08-01,Upside,Income Statement,Revenue,10,25962251.45,22950000.0,26929789.52
2024-08-01,Upside,Income Statement,Gross Profit,20,21127533.48,17442000.0,20735937.93
2024-08-01,Upside,Income Statement,EBITDA,30,10877957.2,5049000.0,6193851.59
2024-08-01,Upside,Income Statement,Net Income,40,8519969.81,2524500.0,3231574.74
2024-08-01,Upside,Balance Sheet,Cash,110,185565295.97,64000000.0,189276601.89
2024-08-01,Upside,Balance Sheet,Working Capital,120,2777960.9,2754000.0,2722401.69
2024-08-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-08-01,Upside,Cash Flow,Operating Cash Flow,210,11587375.72,4131000.0,11934996.99
2024-08-01,Upside,Cash Flow,Capex,220,-1116376.81,-803250.0,-1138704.35
2024-08-01,Upside,Cash Flow,Free Cash Flow,230,10470998.91,2983500.0,10889838.86
2024-08-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-09-01,Upside,Income Statement,Revenue,10,25750939.61,23532857.14,25180396.61
2024-09-01,Upside,Income Statement,Gross Profit,20,20931879.51,17884971.43,19388905.39
2024-09-01,Upside,Income Statement,EBITDA,30,10846120.5,5177228.57,5791491.22
2024-09-01,Upside,Income Statement,Net Income,40,8498488.43,2588614.29,3021647.59
2024-09-01,Upside,Balance Sheet,Cash,110,196007770.49,64000000.0,199927925.9
2024-09-01,Upside,Balance Sheet,Working Capital,120,2755350.54,2823942.86,2700243.53
2024-09-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-09-01,Upside,Cash Flow,Operating Cash Flow,210,11549764.93,4235914.29,11896257.88
2024-09-01,Upside,Cash Flow,Capex,220,-1107290.4,-823650.0,-1129436.21
2024-09-01,Upside,Cash Flow,Free Cash Flow,230,10442474.52,3059271.43,10860173.51
2024-09-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-10-01,Upside,Income Statement,Revenue,10,26298454.08,24115714.29,25723017.31
2024-10-01,Upside,Income Statement,Gross Profit,20,21403455.22,18327942.86,19806723.33
2024-10-01,Upside,Income Statement,EBITDA,30,11197451.96,5305457.14,5916293.98
2024-10-01,Upside,Income Statement,Net Income,40,8779258.1,2652728.57,3086762.08
2024-10-01,Upside,Balance Sheet,Cash,110,206792994.19,64000000.0,210928854.07
2024-10-01,Upside,Balance Sheet,Working Capital,120,2813934.59,2893885.71,2757655.89
2024-10-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-10-01,Upside,Cash Flow,Operating Cash Flow,210,11916057.22,4340828.57,12273538.93
2024-10-01,Upside,Cash Flow,Capex,220,-1130833.53,-844050.0,-1153450.2
2024-10-01,Upside,Cash Flow,Free Cash Flow,230,10785223.69,3135042.86,11216632.64
2024-10-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-11-01,Upside,Income Statement,Revenue,10,26121599.18,24698571.43,26482242.92
2024-11-01,Upside,Income Statement,Gross Profit,20,21272587.05,18770914.29,20391327.05
2024-11-01,Upside,Income Statement,EBITDA,30,11206157.06,5433685.71,6090915.87
2024-11-01,Upside,Income Statement,Net Income,40,8786910.88,2716842.86,3177869.15
2024-11-01,Upside,Balance Sheet,Cash,110,217589695.18,64000000.0,221941489.08
2024-11-01,Upside,Balance Sheet,Working Capital,120,2795011.11,2963828.57,2739110.89
2024-11-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-11-01,Upside,Cash Flow,Operating Cash Flow,210,11919929.76,4445742.86,12277527.65
2024-11-01,Upside,Cash Flow,Capex,220,-1123228.76,-864450.0,-1145693.34
2024-11-01,Upside,Cash Flow,Free Cash Flow,230,10796700.99,3210814.29,11228569.03
2024-11-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-12-01,Upside,Income Statement,Revenue,10,27315400.75,25281428.57,27159633.35
2024-12-01,Upside,Income Statement,Gross Profit,20,22069168.06,19213885.71,20912917.68
2024-12-01,Upside,Income Statement,EBITDA,30,11655309.98,5561914.29,6246715.67
2024-12-01,Upside,Income Statement,Net Income,40,9138949.81,2780957.14,3259156.0
2024-12-01,Upside,Balance Sheet,Cash,110,228816836.26,64000000.0,233393172.98
2024-12-01,Upside,Balance Sheet,Working Capital,120,2922747.88,3033771.43,2864292.92
2024-12-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2024-12-01,Upside,Cash Flow,Operating Cash Flow,210,12401703.31,4550657.14,12773754.41
2024-12-01,Upside,Cash Flow,Capex,220,-1174562.23,-884850.0,-1198053.48
2024-12-01,Upside,Cash Flow,Free Cash Flow,230,11227141.08,3286585.71,11676226.72
2024-12-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-01-01,Upside,Income Statement,Revenue,10,28204797.71,25864285.71,27115355.76
2025-01-01,Upside,Income Statement,Gross Profit,20,22952292.65,19656857.14,20878823.94
2025-01-01,Upside,Income Statement,EBITDA,30,12302113.38,5690142.86,6236531.83
2025-01-01,Upside,Income Statement,Net Income,40,9658253.39,2845071.43,3253842.69
2025-01-01,Upside,Balance Sheet,Cash,110,240676839.44,64000000.0,245490376.22
2025-01-01,Upside,Balance Sheet,Working Capital,120,3017913.36,3103714.29,2957555.09
2025-01-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-01-01,Upside,Cash Flow,Operating Cash Flow,210,13072809.48,4655571.43,13464993.76
2025-01-01,Upside,Cash Flow,Capex,220,-1212806.3,-905250.0,-1237062.43
2025-01-01,Upside,Cash Flow,Free Cash Flow,230,11860003.18,3362357.14,12334403.3
2025-01-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-02-01,Upside,Income Statement,Revenue,10,29537505.63,26447142.86,29213330.19
2025-02-01,Upside,Income Statement,Gross Profit,20,24275334.07,20099828.57,22494264.24
2025-02-01,Upside,Income Statement,EBITDA,30,13242741.81,5818371.43,6719065.94
2025-02-01,Upside,Income Statement,Net Income,40,10408517.46,2909185.71,3505599.62
2025-02-01,Upside,Balance Sheet,Cash,110,253456580.85,64000000.0,258525712.47
2025-02-01,Upside,Balance Sheet,Working Capital,120,3160513.1,3173657.14,3097302.84
2025-02-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-02-01,Upside,Cash Flow,Operating Cash Flow,210,14049854.16,4760485.71,14471349.78
2025-02-01,Upside,Cash Flow,Capex,220,-1270112.74,-925650.0,-1295515.0
2025-02-01,Upside,Cash Flow,Free Cash Flow,230,12779741.41,3438128.57,13290931.07
2025-02-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-03-01,Upside,Income Statement,Revenue,10,31237620.3,27030000.0,31514119.13
2025-03-01,Upside,Income Statement,Gross Profit,20,25538800.21,20542800.0,24265871.73
2025-03-01,Upside,Income Statement,EBITDA,30,13996939.81,5946600.0,7248247.4
2025-03-01,Upside,Income Statement,Net Income,40,11001086.36,2973300.0,3781694.3
2025-03-01,Upside,Balance Sheet,Cash,110,266963870.96,64000000.0,272303148.38
2025-03-01,Upside,Balance Sheet,Working Capital,120,3342425.37,3243600.0,3275576.87
2025-03-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-03-01,Upside,Cash Flow,Operating Cash Flow,210,14850507.78,4865400.0,15296023.01
2025-03-01,Upside,Cash Flow,Capex,220,-1343217.67,-946050.0,-1370082.03
2025-03-01,Upside,Cash Flow,Free Cash Flow,230,13507290.11,3513900.0,14047581.71
2025-03-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-04-01,Upside,Income Statement,Revenue,10,32380558.92,27612857.14,31755423.91
2025-04-01,Upside,Income Statement,Gross Profit,20,26571833.3,20985771.43,24451676.41
2025-04-01,Upside,Income Statement,EBITDA,30,14736290.68,6074828.57,7303747.5
2025-04-01,Upside,Income Statement,Net Income,40,11590923.46,3037414.29,3810650.87
2025-04-01,Upside,Balance Sheet,Cash,110,281192596.38,64000000.0,286816448.3
2025-04-01,Upside,Balance Sheet,Working Capital,120,3464719.8,3313542.86,3395425.41
2025-04-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-04-01,Upside,Cash Flow,Operating Cash Flow,210,15621089.45,4970314.29,16089722.14
2025-04-01,Upside,Cash Flow,Capex,220,-1392364.03,-966450.0,-1420211.31
2025-04-01,Upside,Cash Flow,Free Cash Flow,230,14228725.42,3589671.43,14797874.44
2025-04-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-05-01,Upside,Income Statement,Revenue,10,33772076.52,28195714.29,33262158.93
2025-05-01,Upside,Income Statement,Gross Profit,20,27721383.46,21428742.86,25611862.37
2025-05-01,Upside,Income Statement,EBITDA,30,15498556.89,6203057.14,7650296.55
2025-05-01,Upside,Income Statement,Net Income,40,12196957.84,3101528.57,3991459.07
2025-05-01,Upside,Balance Sheet,Cash,110,296161775.97,64000000.0,302085011.49
2025-05-01,Upside,Balance Sheet,Working Capital,120,3613612.19,3383485.71,3541339.94
2025-05-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-05-01,Upside,Cash Flow,Operating Cash Flow,210,16421378.88,5075228.57,16914020.25
2025-05-01,Upside,Cash Flow,Capex,220,-1452199.29,-986850.0,-1481243.28
2025-05-01,Upside,Cash Flow,Free Cash Flow,230,14969179.59,3665442.86,15567946.77
2025-05-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-06-01,Upside,Income Statement,Revenue,10,34936447.07,28778571.43,34421990.21
2025-06-01,Upside,Income Statement,Gross Profit,20,28633033.83,21871714.29,26504932.46
2025-06-01,Upside,Income Statement,EBITDA,30,16116739.68,6331285.71,7917057.75
2025-06-01,Upside,Income Statement,Net Income,40,12685331.56,3165642.86,4130638.82
2025-06-01,Upside,Balance Sheet,Cash,110,311730886.83,64000000.0,317965504.57
2025-06-01,Upside,Balance Sheet,Working Capital,120,3738199.84,3453428.57,3663435.84
2025-06-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-06-01,Upside,Cash Flow,Operating Cash Flow,210,17071378.09,5180142.86,17583519.43
2025-06-01,Upside,Cash Flow,Capex,220,-1502267.22,-1007250.0,-1532312.57
2025-06-01,Upside,Cash Flow,Free Cash Flow,230,15569110.87,3741214.29,16191875.3
2025-06-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-07-01,Upside,Income Statement,Revenue,10,35802403.08,29361428.57,35640842.52
2025-07-01,Upside,Income Statement,Gross Profit,20,29263840.39,22314685.71,27443448.74
2025-07-01,Upside,Income Statement,EBITDA,30,16557958.37,6459514.29,8197393.78
2025-07-01,Upside,Income Statement,Net Income,40,13034373.79,3229757.14,4276901.1
2025-07-01,Upside,Balance Sheet,Cash,110,327727642.54,64000000.0,334282195.39
2025-07-01,Upside,Balance Sheet,Working Capital,120,3830857.13,3523371.43,3754239.99
2025-07-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-07-01,Upside,Cash Flow,Operating Cash Flow,210,17536259.03,5285057.14,18062346.8
2025-07-01,Upside,Cash Flow,Capex,220,-1539503.33,-1027650.0,-1570293.4
2025-07-01,Upside,Cash Flow,Free Cash Flow,230,15996755.7,3816985.71,16636625.93
2025-07-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-08-01,Upside,Income Statement,Revenue,10,35552316.01,29944285.71,36474343.14
2025-08-01,Upside,Income Statement,Gross Profit,20,29113426.15,22757657.14,28085244.22
2025-08-01,Upside,Income Statement,EBITDA,30,16612092.27,6587742.86,8389098.92
2025-08-01,Upside,Income Statement,Net Income,40,13084453.48,3293871.43,4376921.18
2025-08-01,Upside,Balance Sheet,Cash,110,343782452.26,64000000.0,350658101.3
2025-08-01,Upside,Balance Sheet,Working Capital,120,3804097.81,3593314.29,3728015.86
2025-08-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-08-01,Upside,Cash Flow,Operating Cash Flow,210,17583559.31,5389971.43,18111066.09
2025-08-01,Upside,Cash Flow,Capex,220,-1528749.59,-1048050.0,-1559324.58
2025-08-01,Upside,Cash Flow,Free Cash Flow,230,16054809.72,3892757.14,16697002.11
2025-08-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-09-01,Upside,Income Statement,Revenue,10,35872768.32,30527142.86,35268953.59
2025-09-01,Upside,Income Statement,Gross Profit,20,29580984.35,23200628.57,27157094.27
2025-09-01,Upside,Income Statement,EBITDA,30,17071027.67,6715971.43,8111859.33
2025-09-01,Upside,Income Statement,Net Income,40,13456050.63,3357985.71,4232274.43
2025-09-01,Upside,Balance Sheet,Cash,110,360291174.28,64000000.0,367496997.77
2025-09-01,Upside,Balance Sheet,Working Capital,120,3838386.21,3663257.14,3761618.49
2025-09-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-09-01,Upside,Cash Flow,Operating Cash Flow,210,18051251.06,5494885.71,18592788.6
2025-09-01,Upside,Cash Flow,Capex,220,-1542529.04,-1068450.0,-1573379.62
2025-09-01,Upside,Cash Flow,Free Cash Flow,230,16508722.03,3968528.57,17169070.91
2025-09-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-10-01,Upside,Income Statement,Revenue,10,35711280.22,31110000.0,35579327.77
2025-10-01,Upside,Income Statement,Gross Profit,20,29395491.21,23643600.0,27396082.38
2025-10-01,Upside,Income Statement,EBITDA,30,17044095.33,6844200.0,8183245.39
2025-10-01,Upside,Income Statement,Net Income,40,13434985.1,3422100.0,4269519.33
2025-10-01,Upside,Balance Sheet,Cash,110,376775495.3,64000000.0,384311005.2
2025-10-01,Upside,Balance Sheet,Working Capital,120,3821106.98,3733200.0,3744684.84
2025-10-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-10-01,Upside,Cash Flow,Operating Cash Flow,210,18019906.06,5599800.0,18560503.24
2025-10-01,Upside,Cash Flow,Capex,220,-1535585.05,-1088850.0,-1566296.75
2025-10-01,Upside,Cash Flow,Free Cash Flow,230,16484321.01,4044300.0,17143693.85
2025-10-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-11-01,Upside,Income Statement,Revenue,10,35615482.73,31692857.14,35068621.38
2025-11-01,Upside,Income Statement,Gross Profit,20,29337875.53,24086571.43,27002838.46
2025-11-01,Upside,Income Statement,EBITDA,30,17137915.83,6972428.57,8065782.92
2025-11-01,Upside,Income Statement,Net Income,40,13514586.18,3486214.29,4208234.57
2025-11-01,Upside,Balance Sheet,Cash,110,393355138.44,64000000.0,401222241.21
2025-11-01,Upside,Balance Sheet,Working Capital,120,3810856.65,3803142.86,3734639.52
2025-11-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-11-01,Upside,Cash Flow,Operating Cash Flow,210,18111108.9,5704714.29,18654442.17
2025-11-01,Upside,Cash Flow,Capex,220,-1531465.76,-1109250.0,-1562095.07
2025-11-01,Upside,Cash Flow,Free Cash Flow,230,16579643.14,4120071.43,17242828.87
2025-11-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-12-01,Upside,Income Statement,Revenue,10,38209231.68,32275714.29,37787485.1
2025-12-01,Upside,Income Statement,Gross Profit,20,31475591.68,24529542.86,29096363.53
2025-12-01,Upside,Income Statement,EBITDA,30,18534830.75,7100657.14,8691121.57
2025-12-01,Upside,Income Statement,Net Income,40,14621882.96,3550328.57,4534498.21
2025-12-01,Upside,Balance Sheet,Cash,110,411291039.49,64000000.0,419516860.28
2025-12-01,Upside,Balance Sheet,Working Capital,120,4088387.79,3873085.71,4006620.03
2025-12-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2025-12-01,Upside,Cash Flow,Operating Cash Flow,210,19578898.01,5809628.57,20166264.95
2025-12-01,Upside,Cash Flow,Capex,220,-1642996.96,-1129650.0,-1675856.9
2025-12-01,Upside,Cash Flow,Free Cash Flow,230,17935901.05,4195842.86,18653337.09
2025-12-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2026-01-01,Upside,Income Statement,Revenue,10,37371742.32,32858571.43,37111015.69
2026-01-01,Upside,Income Statement,Gross Profit,20,31013020.98,24972514.29,28575482.08
2026-01-01,Upside,Income Statement,EBITDA,30,18472963.39,7228885.71,8535533.61
2026-01-01,Upside,Income Statement,Net Income,40,14583513.06,3614442.86,4453321.88
2026-01-01,Upside,Balance Sheet,Cash,110,429178200.82,64000000.0,437761764.83
2026-01-01,Upside,Balance Sheet,Working Capital,120,3998776.43,3943028.57,3918800.9
2026-01-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2026-01-01,Upside,Cash Flow,Operating Cash Flow,210,19494146.25,5914542.86,20078970.64
2026-01-01,Upside,Cash Flow,Capex,220,-1606984.92,-1150050.0,-1639124.62
2026-01-01,Upside,Cash Flow,Free Cash Flow,230,17887161.33,4271614.29,18602647.78
2026-01-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2026-02-01,Upside,Income Statement,Revenue,10,41555937.14,33441428.57,42184452.46
2026-02-01,Upside,Income Statement,Gross Profit,20,34124013.4,25415485.71,32482028.4
2026-02-01,Upside,Income Statement,EBITDA,30,20382462.38,7357114.29,9702424.07
2026-02-01,Upside,Income Statement,Net Income,40,16087543.52,3678557.14,5062134.3
2026-02-01,Upside,Balance Sheet,Cash,110,448909273.89,64000000.0,457887459.36
2026-02-01,Upside,Balance Sheet,Working Capital,120,4446485.27,4012971.43,4357555.57
2026-02-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2026-02-01,Upside,Cash Flow,Operating Cash Flow,210,21517978.37,6019457.14,22163517.72
2026-02-01,Upside,Cash Flow,Capex,220,-1786905.3,-1170450.0,-1822643.4
2026-02-01,Upside,Cash Flow,Free Cash Flow,230,19731073.07,4347385.71,20520315.99
2026-02-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2026-03-01,Upside,Income Statement,Revenue,10,44095415.89,34024285.71,44669206.9
2026-03-01,Upside,Income Statement,Gross Profit,20,36595410.53,25858457.14,34395289.32
2026-03-01,Upside,Income Statement,EBITDA,30,22163826.37,7485342.86,10273917.59
2026-03-01,Upside,Income Statement,Net Income,40,17510779.28,3742671.43,5360304.83
2026-03-01,Upside,Balance Sheet,Cash,110,470381904.61,64000000.0,479789542.7
2026-03-01,Upside,Balance Sheet,Working Capital,120,4718209.5,4082914.29,4623845.31
2026-03-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2026-03-01,Upside,Cash Flow,Operating Cash Flow,210,23368733.61,6124371.43,24069795.62
2026-03-01,Upside,Cash Flow,Capex,220,-1896102.88,-1190850.0,-1934024.94
2026-03-01,Upside,Cash Flow,Free Cash Flow,230,21472630.73,4423157.14,22331535.95
2026-03-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2026-04-01,Upside,Income Statement,Revenue,10,43713543.71,34607142.86,44435368.27
2026-04-01,Upside,Income Statement,Gross Profit,20,36201411.02,26301428.57,34215233.57
2026-04-01,Upside,Income Statement,EBITDA,30,22061341.43,7613571.43,10220134.7
2026-04-01,Upside,Income Statement,Net Income,40,17432378.07,3806785.71,5332244.19
2026-04-01,Upside,Balance Sheet,Cash,110,491758036.25,64000000.0,501593196.97
2026-04-01,Upside,Balance Sheet,Working Capital,120,4677349.18,4152857.14,4583802.19
2026-04-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2026-04-01,Upside,Cash Flow,Operating Cash Flow,210,23255814.02,6229285.71,23953488.44
2026-04-01,Upside,Cash Flow,Capex,220,-1879682.38,-1211250.0,-1917276.03
2026-04-01,Upside,Cash Flow,Free Cash Flow,230,21376131.64,4498928.57,22231176.9
2026-04-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2026-05-01,Upside,Income Statement,Revenue,10,45656011.5,35190000.0,46395539.74
2026-05-01,Upside,Income Statement,Gross Profit,20,37777041.24,26744400.0,35724565.6
2026-05-01,Upside,Income Statement,EBITDA,30,23192420.44,7741800.0,10670974.14
2026-05-01,Upside,Income Statement,Net Income,40,18331108.12,3870900.0,5567464.77
2026-05-01,Upside,Balance Sheet,Cash,110,514234798.71,64000000.0,524519494.68
2026-05-01,Upside,Balance Sheet,Working Capital,120,4885193.23,4222800.0,4787489.37
2026-05-01,Upside,Balance Sheet,Debt,130,31000000.0,31000000.0,31000000.0
2026-05-01,Upside,Cash Flow,Operating Cash Flow,210,24439970.95,6334200.0,25173170.08
2026-05-01,Upside,Cash Flow,Capex,220,-1963208.49,-1231650.0,-2002472.66
2026-05-01,Upside,Cash Flow,Free Cash Flow,230,22476762.46,4574700.0,23375832.96
2026-05-01,Upside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-01-01,Downside,Income Statement,Revenue,10,15840556.81,18870000.0,15455652.56
2024-01-01,Downside,Income Statement,Gross Profit,20,11335611.6,14341200.0,11900852.47
2024-01-01,Downside,Income Statement,EBITDA,30,3313603.24,4151400.0,3554800.09
2024-01-01,Downside,Income Statement,Net Income,40,2404889.44,2075700.0,1854678.31
2024-01-01,Downside,Balance Sheet,Cash,110,70423623.35,64000000.0,71832095.82
