DateKey,DatasetKey,RowsExpected,RowsLoaded,CompletenessPct,NullCriticalCount,DuplicateKeyCount,SchemaDriftCount,FreshnessMinutes,FreshnessWithinSLAFlag,DataQualityScore,ReconciliationVarianceAmount,OpenIssueCount
20251013,DS004,311985,311985,1.0,115,33,0,162,1,88.39,-5597.12,5
20251014,DS004,372744,367619,0.98625,42,23,0,236,1,90.64,57608.64,3
20251015,DS004,340571,335691,0.98567,92,45,0,193,1,89.87,-3674.17,3
20251016,DS004,369012,364635,0.98814,88,27,0,125,1,89.21,56813.3,5
20251017,DS004,396424,386870,0.9759,68,25,0,206,1,90.88,5253.49,1
20251018,DS004,371679,367430,0.98857,128,23,0,202,1,88.28,-10869.98,3
20251019,DS004,375352,374096,0.99665,96,24,0,196,1,89.88,18374.34,4
20251020,DS004,412800,411424,0.99667,94,42,0,192,1,90.68,-44122.12,3
20251021,DS004,405368,400657,0.98838,99,55,0,104,1,90.58,-9121.83,2
20251022,DS004,338423,336334,0.99383,37,31,0,216,1,91.02,33748.77,3
20251023,DS004,417641,412792,0.98839,86,25,0,200,1,90.75,-3860.85,2
20251024,DS004,425879,422143,0.99123,92,28,0,213,1,90.36,-15351.58,2
20251025,DS004,399730,396240,0.99127,53,12,0,137,1,90.43,-60747.98,2
20251026,DS004,388345,381050,0.98122,128,31,0,178,1,90.52,57181.67,3
20251027,DS004,348029,339239,0.97474,115,35,0,143,1,90.14,22430.08,4
20251028,DS004,368344,366317,0.9945,81,25,0,122,1,90.4,-9246.89,2
20251029,DS004,406354,402414,0.99031,81,14,0,181,1,90.59,32675.6,1
20251030,DS004,386210,381569,0.98799,86,16,0,217,1,90.96,-41273.61,2
20251031,DS004,382445,377583,0.98729,32,26,0,80,1,90.63,54176.5,3
20251101,DS004,381710,375675,0.98419,95,33,0,259,0,88.51,-49652.62,3
20251102,DS004,413712,409672,0.99024,102,34,0,245,0,86.86,60476.45,2
20251103,DS004,346092,342984,0.99102,119,23,0,222,1,87.68,143606.51,3
20251104,DS004,390783,389348,0.99633,134,33,0,215,1,87.83,25174.25,4
20251105,DS004,367994,362650,0.98548,105,24,1,211,1,83.14,52646.69,5
20251106,DS004,362921,360555,0.99348,122,26,0,162,1,90.81,30322.3,4
20251107,DS004,383752,381690,0.99463,59,47,0,136,1,90.16,55151.66,1
20251108,DS004,368762,367116,0.99554,62,20,0,163,1,91.02,34627.03,3
20251109,DS004,385727,385727,1.0,58,40,0,144,1,88.87,-7127.65,3
20251110,DS004,380664,376579,0.98927,106,17,0,196,1,88.57,-29777.07,4
20251111,DS004,343306,342066,0.99639,109,41,0,188,1,90.84,48966.95,3
20251112,DS004,392675,387658,0.98722,62,31,0,259,0,89.7,-13950.93,4
20251113,DS004,378258,375439,0.99255,104,31,0,222,1,90.95,37343.49,3
20251114,DS004,368663,366395,0.99385,131,32,0,124,1,89.8,-13857.63,2
20251115,DS004,339677,335493,0.98769,98,43,0,77,1,89.65,22725.27,0
20251116,DS004,398450,392260,0.98447,87,46,0,181,1,90.98,5782.91,2
20251117,DS004,381450,381400,0.99987,57,22,0,272,0,89.71,3753.04,3
20251118,DS004,403152,398769,0.98913,94,22,0,215,1,90.54,17815.73,4
20251119,DS004,335365,330584,0.98575,83,29,0,82,1,88.56,-84941.49,4
20251120,DS004,374823,369222,0.98506,55,19,0,226,1,90.18,40791.24,2
20251121,DS004,410777,407586,0.99223,75,31,0,189,1,91.2,-36132.95,3
20251122,DS004,376754,374315,0.99353,67,32,0,159,1,90.53,-10109.08,4
20251123,DS004,384591,382852,0.99548,86,12,0,180,1,90.93,-16628.6,4
20251124,DS004,327930,326547,0.99578,60,26,0,154,1,89.28,-26203.89,3
20251125,DS004,370572,364793,0.98441,59,31,0,168,1,89.94,-30932.82,2
20251126,DS004,350021,345107,0.98596,100,28,0,154,1,89.07,-39738.01,4
20251127,DS004,403872,398507,0.98672,122,11,0,141,1,90.0,2621.46,2
20251128,DS004,415818,411886,0.99054,95,47,0,183,1,90.75,-1165.24,4
20251129,DS004,366646,365058,0.99567,75,25,0,99,1,91.34,-55607.07,3
20251130,DS004,388514,382169,0.98367,100,37,0,187,1,91.2,-55762.47,2
20251201,DS004,422755,414908,0.98144,120,26,0,185,1,87.13,41341.71,3
20251202,DS004,373244,369231,0.98925,163,21,0,233,1,88.69,-6967.76,4
20251203,DS004,420115,414297,0.98615,92,44,0,167,1,87.67,128119.46,4
20251204,DS004,352666,348814,0.98908,197,33,0,220,1,88.15,-32220.38,4
20251205,DS004,413047,404132,0.97842,106,30,0,138,1,89.11,72661.47,3
20251206,DS004,429718,423515,0.98557,138,37,0,114,1,90.5,-25369.27,2
20251207,DS004,319936,317064,0.99102,36,69,0,88,1,90.33,-21189.51,3
20251208,DS004,371781,366971,0.98706,63,36,0,124,1,89.69,71438.85,2
20251209,DS004,367048,364886,0.99411,105,17,0,199,1,91.47,24129.3,4
20251210,DS004,397480,395587,0.99524,94,20,0,201,1,91.48,4187.94,3
20251211,DS004,363530,362019,0.99584,98,24,0,229,1,91.5,70346.96,3
20251212,DS004,373304,369822,0.99067,94,36,0,205,1,90.82,-58353.94,2
20251213,DS004,319060,312496,0.97943,70,53,0,235,1,90.3,71661.16,1
20251214,DS004,330628,328937,0.99489,88,35,0,179,1,91.08,37184.8,2
20251215,DS004,373143,372136,0.9973,97,51,0,117,1,90.23,41500.59,2
20251216,DS004,354058,354058,1.0,82,21,0,139,1,91.69,67884.61,3
20251217,DS004,363647,355196,0.97676,116,40,0,160,1,90.23,-42212.7,3
20251218,DS004,350401,349250,0.99672,89,30,0,173,1,91.25,-31325.55,2
20251219,DS004,427118,418526,0.97989,40,29,0,217,1,89.41,60714.32,3
20251220,DS004,363972,358996,0.98633,77,47,0,252,0,89.54,2582.6,3
20251221,DS004,349149,342572,0.98117,104,17,0,160,1,91.72,41067.63,3
20251222,DS004,349207,346845,0.99324,97,38,0,142,1,91.64,30256.84,2
20251223,DS004,420622,418628,0.99526,107,44,0,115,1,91.2,24869.16,3
20251224,DS004,383319,377857,0.98575,23,46,0,176,1,91.96,-92754.93,2
20251225,DS004,367805,362139,0.9846,104,42,0,153,1,90.91,-23012.68,2
20251226,DS004,384257,380406,0.98998,64,13,0,202,1,92.02,-35019.1,3
20251227,DS004,399364,393399,0.98507,109,44,0,104,1,91.46,-52669.99,2
20251228,DS004,406764,396658,0.97516,77,37,0,131,1,91.86,21619.03,3
20251229,DS004,409737,403620,0.98507,128,63,0,152,1,91.48,-20258.29,2
20251230,DS004,355842,352666,0.99108,85,25,0,97,1,91.38,-1015.88,3
20251231,DS004,418571,415979,0.99381,102,31,0,131,1,91.12,-64779.32,3
20260101,DS004,398276,390608,0.98075,127,22,0,218,1,88.24,-19138.34,3
20260102,DS004,397517,390522,0.9824,125,36,0,192,1,88.85,-38352.63,4
20260103,DS004,389219,384045,0.98671,110,43,0,225,1,89.54,-24911.66,2
20260104,DS004,379740,373958,0.98477,136,13,0,182,1,88.36,929.72,4
20260105,DS004,370421,365474,0.98665,149,22,0,208,1,89.59,-23050.1,4
20260106,DS004,370388,370388,1.0,78,39,0,189,1,91.16,47980.93,3
20260107,DS004,337497,333332,0.98766,63,25,0,166,1,91.85,-3172.59,4
20260108,DS004,393485,389943,0.991,180,19,0,171,1,91.36,16888.95,3
20260109,DS004,372404,367661,0.98727,120,15,0,126,1,90.5,-66863.31,3
20260110,DS004,407690,404810,0.99294,97,19,0,244,0,90.86,11833.58,2
20260111,DS004,370001,367899,0.99432,119,24,0,149,1,89.5,-19843.1,3
20260112,DS004,392207,392207,1.0,98,26,0,58,1,91.28,-40820.01,1
20260113,DS004,419231,412446,0.98382,82,34,0,155,1,90.35,16695.55,2
20260114,DS004,327055,324440,0.99201,122,32,0,145,1,90.54,-59593.98,3
20260115,DS004,343885,340904,0.99133,91,30,0,154,1,91.65,-56267.75,3
20260116,DS004,371595,369050,0.99315,77,43,0,182,1,92.11,25822.17,3
20260117,DS004,362772,358540,0.98834,30,53,0,232,1,91.92,1291.58,0
20260118,DS004,370797,364723,0.98362,91,8,0,140,1,92.4,50359.73,2
20260119,DS004,363110,362624,0.99866,78,52,0,227,1,91.87,26727.89,3
20260120,DS004,363898,358372,0.98482,83,46,0,184,1,92.2,8208.56,4
20260121,DS004,415246,408103,0.9828,46,28,0,152,1,92.01,14422.41,2
20260122,DS004,449919,441947,0.98228,114,40,0,179,1,92.01,-16326.04,2
20260123,DS004,380707,380707,1.0,103,24,0,227,1,91.61,23579.74,3
20260124,DS004,400667,392691,0.98009,102,45,0,163,1,91.54,-21106.17,3
20260125,DS004,366558,366558,1.0,120,68,0,230,1,92.03,18809.68,3
20260126,DS004,380213,376744,0.99088,83,29,0,123,1,91.61,-9788.72,3
20260127,DS004,404299,400333,0.99019,91,33,0,213,1,91.08,-50105.92,1
20260128,DS004,375107,373557,0.99587,69,8,0,170,1,92.2,10421.49,2
20260129,DS004,364080,362951,0.9969,17,28,0,182,1,92.82,-35813.63,4
20260130,DS004,344261,340685,0.98961,133,13,0,72,1,90.53,28266.96,3
20260131,DS004,436011,430897,0.98827,50,46,0,164,1,92.11,11956.51,4
20260201,DS004,383676,379326,0.98866,127,32,0,217,1,90.15,37801.42,1
20260202,DS004,347462,341672,0.98334,69,40,0,188,1,88.77,-21835.16,4
20260203,DS004,362911,358785,0.98863,107,28,0,265,0,88.27,53639.74,4
20260204,DS004,365278,361296,0.9891,137,36,0,235,1,88.41,3025.88,4
20260205,DS004,369836,362271,0.97955,144,26,0,146,1,89.94,39973.5,3
20260206,DS004,421545,416209,0.98734,78,25,0,183,1,91.37,30781.27,4
20260207,DS004,384548,384068,0.99875,87,25,0,140,1,92.68,3893.26,2
20260208,DS004,372051,365268,0.98177,89,37,0,184,1,92.61,-75588.12,3
20260209,DS004,376995,374784,0.99414,86,43,0,231,1,91.02,34399.3,2
20260210,DS004,417451,415018,0.99417,60,13,0,306,0,90.6,29856.55,3
20260211,DS004,400398,390310,0.97481,122,46,0,206,1,91.87,5623.13,2
20260212,DS004,342490,339055,0.98997,82,26,0,104,1,92.74,-6986.52,1
20260213,DS004,417652,414559,0.9926,133,16,0,57,1,92.62,33236.44,3
20260214,DS004,379355,374701,0.98773,72,11,0,96,1,91.85,-43569.38,2
20260215,DS004,326603,326603,1.0,100,31,0,48,1,92.71,56718.93,2
20260216,DS004,395854,393213,0.99333,85,21,0,262,0,91.47,-25295.23,2
20260217,DS004,344967,338534,0.98135,127,14,0,214,1,91.61,-70045.99,2
20260218,DS004,400381,394323,0.98487,85,30,0,185,1,92.61,-18939.56,3
20260219,DS004,416309,412611,0.99112,35,33,0,213,1,92.5,34404.75,2
20260220,DS004,385887,379715,0.98401,131,22,0,201,1,91.95,9514.94,2
20260221,DS004,411278,405142,0.98508,96,7,0,142,1,91.46,-45320.03,3
20260222,DS004,376512,373387,0.9917,74,41,0,155,1,91.14,-41966.66,1
20260223,DS004,371910,367572,0.98834,112,39,0,202,1,92.64,-53678.86,1
20260224,DS004,348284,345681,0.99253,68,27,0,317,0,91.4,2885.43,2
20260225,DS004,404255,400919,0.99175,65,38,0,216,1,92.83,8322.51,3
20260226,DS004,346843,342869,0.98854,104,52,0,240,1,91.47,-26777.4,4
20260227,DS004,372256,366121,0.98352,45,31,0,168,1,92.47,-48989.54,3
20260228,DS004,359258,353745,0.98466,83,52,0,103,1,92.57,16756.73,1
20260301,DS004,370253,363874,0.98277,160,56,0,168,1,89.66,-42171.53,3
20260302,DS004,358970,354241,0.98683,192,41,0,221,1,88.59,8483.41,3
20260303,DS004,383246,381727,0.99604,167,22,0,154,1,89.85,-47342.7,3
20260304,DS004,373574,367984,0.98504,118,43,0,46,1,89.3,14500.94,3
20260305,DS004,387020,383505,0.99092,147,11,0,188,1,87.79,44489.56,3
20260306,DS004,413041,411525,0.99633,19,11,1,247,0,87.03,82909.62,3
20260307,DS004,313460,309018,0.98583,134,24,0,84,1,91.44,-14851.86,2
20260308,DS004,368621,366443,0.99409,104,21,0,206,1,91.99,-79367.19,3
20260309,DS004,386847,380948,0.98475,144,37,0,99,1,90.53,28760.6,2
20260310,DS004,362959,362831,0.99965,120,33,0,123,1,92.74,42975.26,4
20260311,DS004,366990,361681,0.98554,67,38,0,250,0,91.06,-40511.0,2
20260312,DS004,374739,371576,0.99156,74,26,0,201,1,91.83,6119.95,2
20260313,DS004,372178,367869,0.98842,96,2,0,208,1,93.19,33710.41,3
20260314,DS004,412269,411021,0.99697,112,27,0,138,1,91.87,24591.63,3
20260315,DS004,411351,407539,0.99073,65,34,0,132,1,92.46,-59465.94,2
20260316,DS004,347857,342153,0.9836,80,29,0,156,1,92.31,-15242.02,2
20260317,DS004,387870,382851,0.98706,129,34,0,120,1,91.3,-8806.02,3
20260318,DS004,365058,358381,0.98171,159,20,0,147,1,91.73,-27460.7,5
20260319,DS004,380996,378289,0.9929,121,46,0,147,1,91.74,-33935.83,1
20260320,DS004,378370,373673,0.98759,129,45,0,267,0,92.0,-24753.46,0
20260321,DS004,383153,379260,0.98984,85,32,0,211,1,92.58,-36013.25,3
20260322,DS004,389483,385839,0.99064,136,21,0,171,1,92.21,-20224.63,4
20260323,DS004,367427,363783,0.99008,129,33,0,144,1,92.89,26798.37,2
20260324,DS004,408056,403287,0.98831,128,35,0,177,1,92.79,19627.88,3
20260325,DS004,395307,391239,0.98971,84,57,0,135,1,91.33,36460.61,4
20260326,DS004,448050,443386,0.98959,89,49,0,164,1,92.98,-9815.44,1
20260327,DS004,376872,371882,0.98676,90,46,0,138,1,93.0,12053.97,1
20260328,DS004,371178,368231,0.99206,38,6,0,83,1,92.66,-2368.04,3
20260329,DS004,385157,384565,0.99846,85,54,0,166,1,92.97,-27243.84,1
20260330,DS004,358977,355000,0.98892,108,0,0,161,1,91.62,37142.31,2
20260331,DS004,432879,428170,0.98912,98,25,0,165,1,93.1,23966.44,2
20260401,DS004,391262,380956,0.97366,147,47,0,220,1,90.49,25365.52,2
20260402,DS004,439502,432826,0.98481,143,20,0,155,1,89.38,14459.13,2
20260403,DS004,416698,412238,0.9893,53,7,0,172,1,89.67,-24212.69,3
20260404,DS004,389790,383169,0.98302,42,25,0,215,1,89.07,-29927.82,2
20260405,DS004,317493,313567,0.98764,86,26,0,223,1,90.14,33677.65,3
20260406,DS004,405475,402360,0.99232,129,14,0,185,1,90.75,-28705.85,1
20260407,DS004,343692,339410,0.98754,21,26,0,247,0,92.29,-2921.94,2
20260408,DS004,377196,373671,0.99066,101,36,0,117,1,91.86,25092.32,3
20260409,DS004,403107,401433,0.99585,89,39,0,177,1,93.04,5173.39,3
20260410,DS004,359497,356719,0.99227,122,27,0,76,1,92.11,-3962.79,1
20260411,DS004,351053,345841,0.98516,109,23,0,187,1,92.36,-9076.99,2
20260412,DS004,421090,418491,0.99383,115,32,0,217,1,92.89,14751.15,2
20260413,DS004,407561,401950,0.98623,39,46,0,117,1,91.88,-46932.25,2
20260414,DS004,387836,383990,0.99008,113,27,0,193,1,92.67,81497.36,3
20260415,DS004,401272,394859,0.98402,97,22,0,156,1,93.09,17830.65,2
20260416,DS004,410712,404234,0.98423,110,34,0,274,0,91.95,-6956.51,3
20260417,DS004,363154,359375,0.9896,47,29,0,217,1,92.3,-35304.24,2
20260418,DS004,400894,397329,0.99111,92,30,0,149,1,92.11,13627.31,2
20260419,DS004,348354,343367,0.98569,63,23,0,175,1,92.48,-22156.36,1
20260420,DS004,348307,344418,0.98884,81,36,0,55,1,93.04,-23022.49,2
20260421,DS004,417940,410473,0.98213,106,31,0,100,1,92.13,16028.77,2
20260422,DS004,365734,357818,0.97836,101,31,0,241,0,92.55,-28728.36,2
20260423,DS004,385720,381990,0.99033,136,35,0,187,1,92.78,-10631.23,3
20260424,DS004,444153,444153,1.0,87,20,0,202,1,91.09,-72946.14,3
20260425,DS004,385916,384655,0.99673,55,36,0,135,1,93.13,48582.28,2
20260426,DS004,376819,376271,0.99855,107,38,0,199,1,90.3,4819.36,2
20260427,DS004,439240,439240,1.0,139,36,0,200,1,92.73,2291.36,2
20260428,DS004,379412,376597,0.99258,90,16,0,199,1,92.16,-59490.03,3
20260429,DS004,397210,397185,0.99994,51,22,0,52,1,93.02,-30856.84,2
20260430,DS004,377008,374022,0.99208,71,14,0,241,0,91.96,-1340.38,1
20260501,DS004,382962,381614,0.99648,131,45,0,122,1,89.68,-104.59,2
20260502,DS004,389304,378973,0.97346,164,35,0,206,1,89.94,19221.56,3
20260503,DS004,377440,370624,0.98194,106,21,0,213,1,89.7,13297.31,3
20260504,DS004,346729,341926,0.98615,179,12,0,117,1,88.33,6105.09,4
20260505,DS004,401320,390054,0.97193,118,31,0,181,1,90.32,11478.51,3
20260506,DS004,415076,408713,0.98467,127,31,0,176,1,92.72,2602.96,3
20260507,DS004,420577,417622,0.99297,66,22,0,121,1,92.38,-6589.23,2
20260508,DS004,372427,368798,0.99026,37,55,0,77,1,92.96,45357.09,3
20260509,DS004,378116,378116,1.0,104,22,0,138,1,92.55,-23879.86,2
20260510,DS004,366816,364396,0.99341,77,16,0,225,1,90.81,-35005.15,3
20260511,DS004,353890,351868,0.99429,79,46,0,141,1,92.78,-78872.47,3
20260512,DS004,351994,346969,0.98573,54,35,0,216,1,91.36,78720.81,2
20260513,DS004,433908,430221,0.9915,89,36,0,211,1,91.62,-34672.56,3
20260514,DS004,399198,393681,0.98618,101,41,0,141,1,91.94,-9890.51,2
20260515,DS004,373301,365790,0.97988,73,43,0,133,1,91.66,29432.47,2
20260516,DS004,411783,408315,0.99158,113,28,0,175,1,92.24,-36137.27,2
20260517,DS004,391433,383418,0.97952,80,42,0,223,1,92.53,-21083.36,2
20260518,DS004,361657,361159,0.99863,101,26,0,197,1,92.71,27425.96,2
20260519,DS004,378129,368476,0.97447,109,18,0,106,1,92.71,52095.59,1
20260520,DS004,362195,360127,0.99429,94,25,0,196,1,92.72,50489.76,2
20260521,DS004,403808,395742,0.98003,44,35,0,129,1,92.87,-22033.15,3
20260522,DS004,375346,367050,0.9779,87,12,0,143,1,91.3,5697.43,2
20260523,DS004,352056,347377,0.98671,107,41,0,156,1,91.75,-49483.2,2
20260524,DS004,391717,389351,0.99396,124,44,0,145,1,91.33,-45740.75,2
20260525,DS004,355683,353796,0.9947,107,28,0,182,1,91.62,-8984.67,3
20260526,DS004,395004,390559,0.98875,51,50,0,177,1,92.66,59631.63,2
20260527,DS004,388278,384197,0.98949,81,26,0,164,1,92.66,-6279.88,1
20260528,DS004,350565,347231,0.99049,110,14,0,104,1,91.35,37221.76,3
20260529,DS004,369881,369881,1.0,113,14,0,142,1,91.4,-40003.4,3
20260530,DS004,391109,385873,0.98661,73,35,0,125,1,92.59,-6466.12,3
20260531,DS004,396172,395024,0.9971,120,35,0,164,1,91.43,12853.59,3
20250101,DS005,380121,377319,0.99263,113,42,0,224,1,87.98,120005.38,4
20250102,DS005,393856,386585,0.98154,135,10,0,149,1,89.67,-19630.51,4
20250103,DS005,348436,345974,0.99293,133,19,0,207,1,87.36,18983.83,4
20250104,DS005,335727,328440,0.9783,163,34,0,231,1,89.26,-40486.27,2
20250105,DS005,329763,321081,0.97367,121,26,0,234,1,87.13,15782.08,3
20250106,DS005,401622,398050,0.99111,51,42,0,189,1,91.2,37251.79,2
20250107,DS005,381064,377251,0.98999,93,23,0,212,1,92.08,-63256.85,1
20250108,DS005,365432,358713,0.98161,102,32,0,180,1,92.0,-7506.64,1
20250109,DS005,401804,399627,0.99458,116,58,0,165,1,91.63,-42337.32,3
20250110,DS005,385172,379902,0.98632,43,48,0,276,0,91.02,-25116.18,2
20250111,DS005,411610,410443,0.99717,77,55,0,201,1,90.27,14356.56,3
20250112,DS005,405614,400942,0.98848,92,12,0,193,1,92.25,-31048.2,1
20250113,DS005,394960,392390,0.99349,87,46,0,170,1,89.98,-32559.4,3
20250114,DS005,386543,383705,0.99266,111,40,0,144,1,92.03,-29380.9,2
20250115,DS005,350534,345166,0.98469,77,10,0,162,1,90.75,-24159.19,2
20250116,DS005,424393,420130,0.98996,69,28,0,203,1,92.34,-9873.96,1
20250117,DS005,363600,357857,0.98421,60,35,0,128,1,91.44,-13859.4,3
20250118,DS005,378072,374929,0.99169,82,28,0,190,1,91.91,39932.7,2
20250119,DS005,389805,386907,0.99257,79,10,0,147,1,90.4,-21817.02,3
20250120,DS005,367313,362958,0.98814,92,53,0,192,1,90.81,8908.36,2
20250121,DS005,334806,331030,0.98872,50,47,0,195,1,91.13,48337.06,3
20250122,DS005,379065,376490,0.99321,61,46,0,127,1,91.01,-46029.14,2
20250123,DS005,352526,350722,0.99488,82,32,0,162,1,91.32,-12193.26,2
20250124,DS005,373774,368770,0.98661,103,27,0,98,1,92.13,-10561.38,2
20250125,DS005,379472,377842,0.9957,100,40,0,73,1,89.44,-5878.94,3
20250126,DS005,349488,345289,0.98799,78,43,0,299,0,92.4,-17570.9,3
20250127,DS005,351188,345943,0.98507,141,38,0,143,1,92.16,74174.19,2
20250128,DS005,410072,404506,0.98643,61,39,0,197,1,92.54,78344.25,4
20250129,DS005,390906,386497,0.98872,117,28,0,137,1,90.98,-13353.2,3
20250130,DS005,355898,352229,0.98969,92,20,0,180,1,91.46,80700.17,2
20250131,DS005,373292,370996,0.99385,48,33,0,236,1,92.69,7673.8,2
20250201,DS005,408792,406105,0.99343,95,38,0,102,1,90.26,19817.47,1
20250202,DS005,377306,375077,0.99409,128,39,0,135,1,89.93,-55912.32,3
20250203,DS005,342281,338204,0.98809,126,39,0,150,1,88.95,-21312.48,5
20250204,DS005,380741,379288,0.99619,165,36,0,112,1,89.45,28794.18,3
20250205,DS005,384253,373612,0.97231,125,45,0,242,0,88.23,-13552.87,5
20250206,DS005,413343,408415,0.98808,93,14,0,103,1,92.64,5653.95,3
20250207,DS005,374599,373233,0.99635,86,42,0,224,1,92.24,46236.21,2
20250208,DS005,407435,402968,0.98904,96,38,0,201,1,91.76,22076.93,2
20250209,DS005,357003,347316,0.97287,107,25,0,167,1,92.62,31383.52,2
20250210,DS005,394008,390986,0.99233,55,26,0,114,1,92.32,-67663.75,3
20250211,DS005,357384,354980,0.99327,64,25,0,174,1,91.94,-11662.47,1
20250212,DS005,401922,397685,0.98946,83,12,0,153,1,92.46,-29299.64,2
20250213,DS005,337295,331834,0.98381,77,20,0,203,1,89.9,-43507.16,4
20250214,DS005,380201,372314,0.97926,111,48,0,179,1,92.18,-35570.02,2
20250215,DS005,392135,388994,0.99199,108,37,0,154,1,92.63,38509.83,1
20250216,DS005,405284,401823,0.99146,79,38,0,247,0,92.77,3943.65,4
20250217,DS005,335322,330857,0.98668,71,35,0,290,0,92.59,-15856.59,2
20250218,DS005,386714,385631,0.9972,53,25,0,133,1,92.21,7905.94,3
20250219,DS005,384281,377871,0.98332,86,24,0,211,1,91.49,10209.4,3
20250220,DS005,352160,348848,0.9906,100,27,0,169,1,91.74,-23796.54,4
20250221,DS005,438508,430450,0.98163,93,32,0,179,1,91.78,11751.82,2
20250222,DS005,402418,402418,1.0,90,36,0,55,1,91.99,-73349.83,4
20250223,DS005,406897,399671,0.98224,87,38,0,121,1,92.77,30190.37,4
20250224,DS005,413058,405489,0.98168,66,46,0,154,1,92.55,-69542.83,2
20250225,DS005,305033,303098,0.99366,89,48,0,162,1,92.78,13718.42,2
20250226,DS005,390890,386200,0.988,140,16,0,232,1,92.55,-31746.05,2
20250227,DS005,400289,395322,0.98759,106,41,0,198,1,91.12,21694.42,0
20250228,DS005,364805,363267,0.99579,68,34,0,120,1,92.75,-45742.49,1
20250301,DS005,396736,390344,0.98389,117,53,0,96,1,89.19,-17343.89,4
20250302,DS005,357287,356203,0.99697,193,42,0,224,1,87.97,-21239.78,5
20250303,DS005,417786,410196,0.98183,95,30,0,181,1,90.43,5899.99,2
20250304,DS005,396021,391588,0.98881,68,43,0,190,1,90.0,124.47,4
20250305,DS005,417548,410494,0.98311,159,28,0,233,1,89.0,30851.13,3
20250306,DS005,375525,369168,0.98307,66,25,0,138,1,92.16,22870.9,1
20250307,DS005,393603,391196,0.99389,101,31,0,190,1,92.16,14761.18,3
20250308,DS005,380311,375100,0.9863,87,5,0,177,1,92.76,-6077.14,3
20250309,DS005,382834,376580,0.98366,88,14,0,202,1,90.79,41954.55,3
20250310,DS005,428679,421126,0.98238,41,36,0,233,1,92.59,-15134.06,3
20250311,DS005,339738,335244,0.98677,60,1,0,135,1,91.41,19345.65,3
20250312,DS005,399331,393864,0.98631,80,19,0,165,1,93.15,9176.99,2
20250313,DS005,405252,401291,0.99023,129,32,0,86,1,91.03,-9710.85,3
20250314,DS005,363900,361166,0.99249,116,35,0,109,1,92.69,-7315.1,3
20250315,DS005,375162,374591,0.99848,92,34,0,258,0,92.48,-52920.9,1
20250316,DS005,381781,376015,0.9849,50,16,0,270,0,93.33,60451.73,3
20250317,DS005,410614,405147,0.98669,90,42,0,164,1,92.03,15566.87,1
20250318,DS005,396267,393715,0.99356,48,49,0,164,1,92.8,79547.02,3
20250319,DS005,386116,383979,0.99447,62,41,0,88,1,91.05,-20471.57,1
20250320,DS005,366718,362072,0.98733,127,31,0,211,1,92.48,-19443.24,2
20250321,DS005,395103,391922,0.99195,117,36,0,175,1,92.59,34264.53,2
20250322,DS005,407372,400640,0.98348,72,20,0,149,1,91.96,-15416.36,3
20250323,DS005,352653,349812,0.99195,88,27,0,113,1,91.74,61891.03,2
20250324,DS005,388096,388096,1.0,34,33,0,155,1,93.33,45864.71,3
20250325,DS005,360365,360365,1.0,136,23,0,188,1,92.93,10086.26,1
20250326,DS005,398090,390617,0.98123,48,37,0,199,1,93.24,-35567.31,1
20250327,DS005,354116,353398,0.99797,74,28,0,102,1,92.29,-32308.26,2
20250328,DS005,342735,340880,0.99459,110,29,0,216,1,91.78,-218.45,2
20250329,DS005,374016,369292,0.98737,53,18,0,164,1,92.23,-15277.98,3
20250330,DS005,379713,375974,0.99016,96,14,0,115,1,92.47,14067.06,3
20250331,DS005,350105,343757,0.98187,72,33,0,191,1,92.59,-14332.96,2
20250401,DS005,358019,350427,0.9788,169,21,0,181,1,90.6,53755.45,3
20250402,DS005,422820,417428,0.98725,127,13,0,162,1,90.84,-20144.81,3
20250403,DS005,419066,412839,0.98514,111,15,0,208,1,90.11,57889.32,4
20250404,DS005,392028,385360,0.98299,131,8,0,216,1,90.74,61215.24,2
20250405,DS005,406562,401454,0.98744,123,9,0,232,1,88.79,43873.34,2
20250406,DS005,431851,424603,0.98322,82,38,0,223,1,92.46,-10778.6,2
20250407,DS005,367743,360834,0.98121,24,22,0,68,1,93.45,33718.78,2
20250408,DS005,366426,364325,0.99427,60,16,0,196,1,92.03,66397.01,3
20250409,DS005,378025,373909,0.98911,29,18,0,213,1,93.0,-13510.76,3
20250410,DS005,357180,355824,0.9962,113,39,0,185,1,92.93,-4154.18,1
20250411,DS005,309756,306968,0.991,46,26,0,231,1,92.14,-20232.94,3
20250412,DS005,355763,353367,0.99327,109,32,0,250,0,91.95,3667.24,2
20250413,DS005,397990,396754,0.99689,93,30,0,192,1,91.13,7132.31,2
20250414,DS005,347944,347944,1.0,46,25,0,93,1,92.75,-63881.61,1
20250415,DS005,390828,388128,0.99309,98,38,0,227,1,92.82,-32312.77,2
20250416,DS005,384475,381571,0.99245,81,28,0,98,1,93.12,1109.96,3
20250417,DS005,381268,377328,0.98967,78,45,0,134,1,92.79,-38351.13,2
20250418,DS005,382227,379427,0.99268,107,41,0,78,1,92.07,-12925.83,2
20250419,DS005,344472,340662,0.98894,61,36,0,173,1,90.98,25596.45,2
20250420,DS005,399450,396274,0.99205,137,47,0,195,1,89.1,-26926.95,2
20250421,DS005,403885,398220,0.98598,76,26,0,175,1,91.93,-19360.51,2
20250422,DS005,343559,339910,0.98938,111,36,0,181,1,92.89,-11890.08,2
