RefreshRunKey,DateKey,DatasetKey,Status,FailureCategory,DurationMinutes,SLACompliantFlag,RetryCount
RR001587,20250208,DS004,Success,None,32,1,0
RR001588,20250209,DS004,Success,None,24,1,0
RR001589,20250210,DS004,Success,None,30,1,0
RR001590,20250211,DS004,Success,None,33,1,0
RR001591,20250212,DS004,Success,None,21,1,0
RR001592,20250213,DS004,Success,None,32,1,0
RR001593,20250214,DS004,Success,None,37,1,0
RR001594,20250215,DS004,Success,None,39,1,0
RR001595,20250216,DS004,Success,None,27,1,0
RR001596,20250217,DS004,Success,None,38,1,0
RR001597,20250218,DS004,Success,None,36,1,0
RR001598,20250219,DS004,Success,None,41,1,0
RR001599,20250220,DS004,Success,None,25,1,0
RR001600,20250221,DS004,Success,None,45,1,0
RR001601,20250222,DS004,Success,None,36,1,0
RR001602,20250223,DS004,Success,None,31,1,0
RR001603,20250224,DS004,Success,None,24,1,0
RR001604,20250225,DS004,Success,None,49,1,0
RR001605,20250226,DS004,Success,None,38,1,0
RR001606,20250227,DS004,Success,None,21,1,0
RR001607,20250228,DS004,Success,None,45,1,0
RR001608,20250301,DS004,Success,None,28,1,0
RR001609,20250302,DS004,Success,None,23,1,0
RR001610,20250303,DS004,Success,None,14,1,0
RR001611,20250304,DS004,Success,None,36,1,0
RR001612,20250305,DS004,Failed,Source unavailable,51,0,0
RR001613,20250306,DS004,Success,None,31,1,0
RR001614,20250307,DS004,Success,None,15,1,0
RR001615,20250308,DS004,Success,None,33,1,0
RR001616,20250309,DS004,Success,None,28,1,0
RR001617,20250310,DS004,Failed,Source unavailable,26,0,1
RR001618,20250311,DS004,Success,None,35,1,0
RR001619,20250312,DS004,Success,None,26,1,0
RR001620,20250313,DS004,Success,None,38,1,0
RR001621,20250314,DS004,Success,None,46,1,0
RR001622,20250315,DS004,Success,None,38,1,0
RR001623,20250316,DS004,Success,None,33,1,1
RR001624,20250317,DS004,Success,None,36,1,0
RR001625,20250318,DS004,Success,None,39,1,0
RR001626,20250319,DS004,Success,None,10,1,0
RR001627,20250320,DS004,Success,None,20,1,0
RR001628,20250321,DS004,Success,None,26,1,0
RR001629,20250322,DS004,Success,None,29,1,0
RR001630,20250323,DS004,Success,None,31,1,0
RR001631,20250324,DS004,Success,None,28,1,0
RR001632,20250325,DS004,Success,None,24,1,1
RR001633,20250326,DS004,Success,None,31,1,0
RR001634,20250327,DS004,Success,None,34,1,0
RR001635,20250328,DS004,Failed,Source unavailable,34,0,3
RR001636,20250329,DS004,Success,None,49,1,0
RR001637,20250330,DS004,Success,None,43,1,0
RR001638,20250331,DS004,Success,None,40,1,0
RR001639,20250401,DS004,Success,None,38,1,0
RR001640,20250402,DS004,Failed,Schema drift,35,0,1
RR001641,20250403,DS004,Success,None,21,1,0
RR001642,20250404,DS004,Success,None,30,1,0
RR001643,20250405,DS004,Success,None,40,1,0
RR001644,20250406,DS004,Success,None,37,1,0
RR001645,20250407,DS004,Success,None,41,1,0
RR001646,20250408,DS004,Success,None,30,1,0
RR001647,20250409,DS004,Success,None,40,1,0
RR001648,20250410,DS004,Success,None,29,1,0
RR001649,20250411,DS004,Success,None,25,1,0
RR001650,20250412,DS004,Success,None,34,1,0
RR001651,20250413,DS004,Success,None,40,1,0
RR001652,20250414,DS004,Success,None,44,1,0
RR001653,20250415,DS004,Success,None,43,1,0
RR001654,20250416,DS004,Success,None,27,1,0
RR001655,20250417,DS004,Success,None,41,1,0
RR001656,20250418,DS004,Success,None,32,1,0
RR001657,20250419,DS004,Success,None,28,1,0
RR001658,20250420,DS004,Success,None,25,1,0
RR001659,20250421,DS004,Success,None,25,1,0
RR001660,20250422,DS004,Success,None,30,1,0
RR001661,20250423,DS004,Success,None,14,1,0
RR001662,20250424,DS004,Success,None,43,1,0
RR001663,20250425,DS004,Success,None,33,1,0
RR001664,20250426,DS004,Success,None,46,1,0
RR001665,20250427,DS004,Success,None,52,1,0
RR001666,20250428,DS004,Success,None,39,1,0
RR001667,20250429,DS004,Success,None,44,1,0
RR001668,20250430,DS004,Success,None,33,1,0
RR001669,20250501,DS004,Success,None,23,1,0
RR001670,20250502,DS004,Success,None,31,1,0
RR001671,20250503,DS004,Success,None,24,1,0
RR001672,20250504,DS004,Success,None,44,1,0
RR001673,20250505,DS004,Success,None,30,1,0
RR001674,20250506,DS004,Success,None,40,1,0
RR001675,20250507,DS004,Success,None,48,1,0
RR001676,20250508,DS004,Success,None,22,1,0
RR001677,20250509,DS004,Success,None,29,1,0
RR001678,20250510,DS004,Success,None,26,1,0
RR001679,20250511,DS004,Success,None,50,1,0
RR001680,20250512,DS004,Success,None,43,1,0
RR001681,20250513,DS004,Success,None,30,1,0
RR001682,20250514,DS004,Success,None,28,1,0
RR001683,20250515,DS004,Success,None,22,1,0
RR001684,20250516,DS004,Success,None,48,1,0
RR001685,20250517,DS004,Success,None,20,1,0
RR001686,20250518,DS004,Success,None,28,1,0
RR001687,20250519,DS004,Success,None,42,1,1
RR001688,20250520,DS004,Success,None,28,1,0
RR001689,20250521,DS004,Success,None,36,1,0
RR001690,20250522,DS004,Success,None,47,1,0
RR001691,20250523,DS004,Success,None,28,1,1
RR001692,20250524,DS004,Success,None,40,1,0
RR001693,20250525,DS004,Success,None,29,1,1
RR001694,20250526,DS004,Success,None,23,1,1
RR001695,20250527,DS004,Success,None,30,1,0
RR001696,20250528,DS004,Success,None,21,1,0
RR001697,20250529,DS004,Success,None,38,1,0
RR001698,20250530,DS004,Success,None,41,1,0
RR001699,20250531,DS004,Success,None,26,1,0
RR001700,20250601,DS004,Success,None,23,1,1
RR001701,20250602,DS004,Success,None,47,1,0
RR001702,20250603,DS004,Success,None,28,1,0
RR001703,20250604,DS004,Success,None,36,1,0
RR001704,20250605,DS004,Success,None,29,1,0
RR001705,20250606,DS004,Success,None,36,1,0
RR001706,20250607,DS004,Success,None,41,1,0
RR001707,20250608,DS004,Success,None,44,1,0
RR001708,20250609,DS004,Success,None,39,1,0
RR001709,20250610,DS004,Success,None,22,1,0
RR001710,20250611,DS004,Success,None,55,1,0
RR001711,20250612,DS004,Success,None,34,1,0
RR001712,20250613,DS004,Success,None,34,1,0
RR001713,20250614,DS004,Success,None,31,1,0
RR001714,20250615,DS004,Success,None,27,1,0
RR001715,20250616,DS004,Success,None,36,1,0
RR001716,20250617,DS004,Failed,Source unavailable,58,0,3
RR001717,20250618,DS004,Success,None,26,1,0
RR001718,20250619,DS004,Failed,Gateway timeout,28,0,0
RR001719,20250620,DS004,Success,None,28,1,0
RR001720,20250621,DS004,Success,None,36,1,0
RR001721,20250622,DS004,Failed,Capacity throttling,48,0,3
RR001722,20250623,DS004,Success,None,34,1,0
RR001723,20250624,DS004,Success,None,45,1,0
RR001724,20250625,DS004,Failed,Source unavailable,27,0,0
RR001725,20250626,DS004,Success,None,33,1,0
RR001726,20250627,DS004,Success,None,30,1,0
RR001727,20250628,DS004,Success,None,28,1,1
RR001728,20250629,DS004,Success,None,20,1,0
RR001729,20250630,DS004,Success,None,36,1,0
RR001730,20250701,DS004,Success,None,51,1,0
RR001731,20250702,DS004,Success,None,45,1,0
RR001732,20250703,DS004,Success,None,42,1,1
RR001733,20250704,DS004,Success,None,31,1,0
RR001734,20250705,DS004,Success,None,36,1,0
RR001735,20250706,DS004,Success,None,23,1,0
RR001736,20250707,DS004,Success,None,7,1,0
RR001737,20250708,DS004,Success,None,15,1,0
RR001738,20250709,DS004,Success,None,30,1,0
RR001739,20250710,DS004,Success,None,37,1,1
RR001740,20250711,DS004,Success,None,26,1,0
RR001741,20250712,DS004,Success,None,34,1,0
RR001742,20250713,DS004,Success,None,8,1,0
RR001743,20250714,DS004,Success,None,32,1,0
RR001744,20250715,DS004,Success,None,41,1,1
RR001745,20250716,DS004,Success,None,28,1,0
RR001746,20250717,DS004,Success,None,40,1,0
RR001747,20250718,DS004,Success,None,27,1,0
RR001748,20250719,DS004,Success,None,35,1,0
RR001749,20250720,DS004,Success,None,35,1,0
RR001750,20250721,DS004,Success,None,36,1,0
RR001751,20250722,DS004,Success,None,37,1,0
RR001752,20250723,DS004,Success,None,37,1,0
RR001753,20250724,DS004,Success,None,30,1,0
RR001754,20250725,DS004,Success,None,29,1,0
RR001755,20250726,DS004,Success,None,37,1,0
RR001756,20250727,DS004,Success,None,36,1,0
RR001757,20250728,DS004,Success,None,50,1,0
RR001758,20250729,DS004,Success,None,29,1,0
RR001759,20250730,DS004,Success,None,33,1,0
RR001760,20250731,DS004,Success,None,45,1,0
RR001761,20250801,DS004,Success,None,42,1,0
RR001762,20250802,DS004,Success,None,22,1,0
RR001763,20250803,DS004,Success,None,24,1,0
RR001764,20250804,DS004,Success,None,20,1,0
RR001765,20250805,DS004,Success,None,16,1,0
RR001766,20250806,DS004,Success,None,42,1,0
RR001767,20250807,DS004,Success,None,33,1,0
RR001768,20250808,DS004,Success,None,37,1,0
RR001769,20250809,DS004,Success,None,32,1,0
RR001770,20250810,DS004,Success,None,25,1,1
RR001771,20250811,DS004,Success,None,29,1,0
RR001772,20250812,DS004,Success,None,32,1,0
RR001773,20250813,DS004,Success,None,34,1,0
RR001774,20250814,DS004,Success,None,14,1,0
RR001775,20250815,DS004,Success,None,35,1,0
RR001776,20250816,DS004,Success,None,33,1,0
RR001777,20250817,DS004,Success,None,34,1,0
RR001778,20250818,DS004,Success,None,15,1,0
RR001779,20250819,DS004,Success,None,44,1,0
RR001780,20250820,DS004,Success,None,25,1,0
RR001781,20250821,DS004,Success,None,55,1,0
RR001782,20250822,DS004,Success,None,35,1,0
RR001783,20250823,DS004,Success,None,33,1,0
RR001784,20250824,DS004,Success,None,22,1,0
RR001785,20250825,DS004,Success,None,28,1,0
RR001786,20250826,DS004,Success,None,33,1,0
RR001787,20250827,DS004,Success,None,35,1,0
RR001788,20250828,DS004,Success,None,36,1,0
RR001789,20250829,DS004,Success,None,23,1,0
RR001790,20250830,DS004,Success,None,45,1,0
RR001791,20250831,DS004,Success,None,52,1,0
RR001792,20250901,DS004,Success,None,21,1,0
RR001793,20250902,DS004,Success,None,44,1,0
RR001794,20250903,DS004,Success,None,40,1,0
RR001795,20250904,DS004,Success,None,34,1,0
RR001796,20250905,DS004,Success,None,38,1,0
RR001797,20250906,DS004,Failed,Capacity throttling,47,0,2
RR001798,20250907,DS004,Success,None,24,1,0
RR001799,20250908,DS004,Success,None,38,1,0
RR001800,20250909,DS004,Success,None,37,1,0
RR001801,20250910,DS004,Success,None,50,1,0
RR001802,20250911,DS004,Success,None,21,1,0
RR001803,20250912,DS004,Success,None,40,1,0
RR001804,20250913,DS004,Success,None,37,1,0
RR001805,20250914,DS004,Success,None,48,1,0
RR001806,20250915,DS004,Success,None,21,1,0
RR001807,20250916,DS004,Success,None,45,1,0
RR001808,20250917,DS004,Success,None,13,1,0
RR001809,20250918,DS004,Success,None,38,1,0
RR001810,20250919,DS004,Success,None,21,1,0
RR001811,20250920,DS004,Success,None,25,1,0
RR001812,20250921,DS004,Success,None,38,1,0
RR001813,20250922,DS004,Success,None,29,1,0
RR001814,20250923,DS004,Success,None,23,1,0
RR001815,20250924,DS004,Success,None,34,1,0
RR001816,20250925,DS004,Success,None,36,1,0
RR001817,20250926,DS004,Success,None,39,1,0
RR001818,20250927,DS004,Success,None,43,1,0
RR001819,20250928,DS004,Success,None,24,1,0
RR001820,20250929,DS004,Success,None,39,1,0
RR001821,20250930,DS004,Success,None,42,1,0
RR001822,20251001,DS004,Success,None,38,1,0
RR001823,20251002,DS004,Success,None,28,1,0
RR001824,20251003,DS004,Success,None,34,1,0
RR001825,20251004,DS004,Success,None,36,1,0
RR001826,20251005,DS004,Success,None,34,1,0
RR001827,20251006,DS004,Success,None,39,1,0
RR001828,20251007,DS004,Success,None,49,1,0
RR001829,20251008,DS004,Success,None,29,1,1
RR001830,20251009,DS004,Success,None,32,1,0
RR001831,20251010,DS004,Success,None,30,1,0
RR001832,20251011,DS004,Success,None,49,1,0
RR001833,20251012,DS004,Success,None,31,1,0
RR001834,20251013,DS004,Success,None,32,1,0
RR001835,20251014,DS004,Success,None,26,1,0
RR001836,20251015,DS004,Success,None,30,1,1
RR001837,20251016,DS004,Success,None,48,1,0
RR001838,20251017,DS004,Success,None,15,1,0
RR001839,20251018,DS004,Success,None,27,1,0
RR001840,20251019,DS004,Success,None,41,1,0
RR001841,20251020,DS004,Failed,Capacity throttling,26,0,1
RR001842,20251021,DS004,Success,None,32,1,0
RR001843,20251022,DS004,Success,None,25,1,0
RR001844,20251023,DS004,Success,None,57,1,0
RR001845,20251024,DS004,Success,None,34,1,0
RR001846,20251025,DS004,Success,None,25,1,0
RR001847,20251026,DS004,Success,None,23,1,0
RR001848,20251027,DS004,Failed,Schema drift,44,0,3
RR001849,20251028,DS004,Success,None,35,1,0
RR001850,20251029,DS004,Success,None,28,1,0
RR001851,20251030,DS004,Success,None,35,1,0
RR001852,20251031,DS004,Success,None,55,1,0
RR001853,20251101,DS004,Success,None,42,1,0
RR001854,20251102,DS004,Success,None,27,1,0
RR001855,20251103,DS004,Success,None,23,1,0
RR001856,20251104,DS004,Success,None,39,1,0
RR001857,20251105,DS004,Success,None,41,1,0
RR001858,20251106,DS004,Success,None,26,1,0
RR001859,20251107,DS004,Success,None,34,1,1
RR001860,20251108,DS004,Success,None,44,1,0
RR001861,20251109,DS004,Success,None,45,1,0
RR001862,20251110,DS004,Success,None,44,1,0
RR001863,20251111,DS004,Success,None,23,1,0
RR001864,20251112,DS004,Success,None,30,1,0
RR001865,20251113,DS004,Success,None,40,1,0
RR001866,20251114,DS004,Success,None,35,1,0
RR001867,20251115,DS004,Success,None,36,1,0
RR001868,20251116,DS004,Success,None,27,1,0
RR001869,20251117,DS004,Success,None,36,1,0
RR001870,20251118,DS004,Success,None,14,1,0
RR001871,20251119,DS004,Success,None,34,1,0
RR001872,20251120,DS004,Success,None,40,1,0
RR001873,20251121,DS004,Success,None,34,1,0
RR001874,20251122,DS004,Success,None,32,1,0
RR001875,20251123,DS004,Success,None,29,1,0
RR001876,20251124,DS004,Success,None,23,1,0
RR001877,20251125,DS004,Success,None,42,1,0
RR001878,20251126,DS004,Success,None,37,1,0
RR001879,20251127,DS004,Success,None,33,1,0
RR001880,20251128,DS004,Success,None,29,1,0
RR001881,20251129,DS004,Success,None,42,1,0
RR001882,20251130,DS004,Success,None,35,1,1
RR001883,20251201,DS004,Success,None,38,1,0
RR001884,20251202,DS004,Success,None,27,1,0
RR001885,20251203,DS004,Success,None,36,1,0
RR001886,20251204,DS004,Success,None,36,1,0
RR001887,20251205,DS004,Success,None,39,1,0
RR001888,20251206,DS004,Success,None,26,1,0
RR001889,20251207,DS004,Success,None,24,1,0
RR001890,20251208,DS004,Success,None,38,1,0
RR001891,20251209,DS004,Success,None,36,1,0
RR001892,20251210,DS004,Success,None,36,1,1
RR001893,20251211,DS004,Success,None,15,1,0
RR001894,20251212,DS004,Success,None,38,1,0
RR001895,20251213,DS004,Success,None,26,1,0
RR001896,20251214,DS004,Success,None,24,1,0
RR001897,20251215,DS004,Success,None,32,1,0
RR001898,20251216,DS004,Success,None,48,1,0
RR001899,20251217,DS004,Success,None,29,1,0
RR001900,20251218,DS004,Success,None,26,1,0
RR001901,20251219,DS004,Success,None,46,1,0
RR001902,20251220,DS004,Success,None,40,1,0
RR001903,20251221,DS004,Success,None,36,1,0
RR001904,20251222,DS004,Success,None,42,1,1
RR001905,20251223,DS004,Success,None,34,1,0
RR001906,20251224,DS004,Success,None,32,1,0
RR001907,20251225,DS004,Success,None,45,1,0
RR001908,20251226,DS004,Success,None,18,1,0
RR001909,20251227,DS004,Success,None,36,1,0
RR001910,20251228,DS004,Success,None,32,1,0
RR001911,20251229,DS004,Success,None,16,1,0
RR001912,20251230,DS004,Success,None,24,1,0
RR001913,20251231,DS004,Success,None,34,1,0
RR001914,20260101,DS004,Failed,Gateway timeout,28,0,3
RR001915,20260102,DS004,Success,None,27,1,0
RR001916,20260103,DS004,Success,None,30,1,0
RR001917,20260104,DS004,Success,None,34,1,0
RR001918,20260105,DS004,Success,None,22,1,0
RR001919,20260106,DS004,Success,None,37,1,0
RR001920,20260107,DS004,Success,None,47,1,0
RR001921,20260108,DS004,Success,None,32,1,0
RR001922,20260109,DS004,Success,None,25,1,0
RR001923,20260110,DS004,Success,None,27,1,0
RR001924,20260111,DS004,Success,None,52,1,0
RR001925,20260112,DS004,Success,None,40,1,0
RR001926,20260113,DS004,Success,None,30,1,0
RR001927,20260114,DS004,Success,None,51,1,0
RR001928,20260115,DS004,Success,None,29,1,0
RR001929,20260116,DS004,Success,None,24,1,0
RR001930,20260117,DS004,Failed,Capacity throttling,34,0,1
RR001931,20260118,DS004,Success,None,21,1,0
RR001932,20260119,DS004,Success,None,42,1,0
RR001933,20260120,DS004,Success,None,33,1,0
RR001934,20260121,DS004,Failed,Capacity throttling,39,0,3
RR001935,20260122,DS004,Success,None,44,1,0
RR001936,20260123,DS004,Success,None,42,1,0
RR001937,20260124,DS004,Success,None,19,1,0
RR001938,20260125,DS004,Success,None,37,1,0
RR001939,20260126,DS004,Failed,Capacity throttling,23,0,3
RR001940,20260127,DS004,Failed,Capacity throttling,38,0,0
RR001941,20260128,DS004,Success,None,37,1,0
RR001942,20260129,DS004,Success,None,41,1,0
RR001943,20260130,DS004,Success,None,35,1,0
RR001944,20260131,DS004,Success,None,20,1,0
RR001945,20260201,DS004,Success,None,31,1,1
RR001946,20260202,DS004,Success,None,40,1,0
RR001947,20260203,DS004,Success,None,35,1,0
RR001948,20260204,DS004,Success,None,54,1,0
RR001949,20260205,DS004,Success,None,27,1,0
RR001950,20260206,DS004,Success,None,31,1,0
RR001951,20260207,DS004,Success,None,43,1,0
RR001952,20260208,DS004,Success,None,33,1,0
RR001953,20260209,DS004,Success,None,32,1,0
RR001954,20260210,DS004,Failed,Capacity throttling,39,0,3
RR001955,20260211,DS004,Success,None,40,1,0
RR001956,20260212,DS004,Success,None,36,1,0
RR001957,20260213,DS004,Success,None,42,1,0
RR001958,20260214,DS004,Success,None,31,1,0
RR001959,20260215,DS004,Success,None,36,1,0
RR001960,20260216,DS004,Success,None,33,1,0
RR001961,20260217,DS004,Success,None,52,1,1
RR001962,20260218,DS004,Success,None,27,1,0
RR001963,20260219,DS004,Success,None,39,1,0
RR001964,20260220,DS004,Success,None,41,1,0
RR001965,20260221,DS004,Failed,Gateway timeout,43,0,3
RR001966,20260222,DS004,Success,None,46,1,0
RR001967,20260223,DS004,Success,None,33,1,0
RR001968,20260224,DS004,Failed,Credential expired,29,0,2
RR001969,20260225,DS004,Success,None,17,1,1
RR001970,20260226,DS004,Success,None,45,1,0
RR001971,20260227,DS004,Success,None,39,1,0
RR001972,20260228,DS004,Success,None,42,1,0
RR001973,20260301,DS004,Success,None,37,1,0
RR001974,20260302,DS004,Failed,Gateway timeout,36,0,3
RR001975,20260303,DS004,Success,None,35,1,0
RR001976,20260304,DS004,Success,None,30,1,0
RR001977,20260305,DS004,Success,None,51,1,0
RR001978,20260306,DS004,Success,None,33,1,0
RR001979,20260307,DS004,Success,None,37,1,0
RR001980,20260308,DS004,Success,None,42,1,0
RR001981,20260309,DS004,Success,None,20,1,0
RR001982,20260310,DS004,Success,None,38,1,1
RR001983,20260311,DS004,Success,None,15,1,0
RR001984,20260312,DS004,Success,None,48,1,1
RR001985,20260313,DS004,Success,None,12,1,0
RR001986,20260314,DS004,Success,None,34,1,0
RR001987,20260315,DS004,Success,None,31,1,0
RR001988,20260316,DS004,Success,None,47,1,0
RR001989,20260317,DS004,Success,None,31,1,0
RR001990,20260318,DS004,Success,None,30,1,0
RR001991,20260319,DS004,Success,None,37,1,1
RR001992,20260320,DS004,Success,None,38,1,0
RR001993,20260321,DS004,Success,None,42,1,0
RR001994,20260322,DS004,Success,None,39,1,0
RR001995,20260323,DS004,Success,None,37,1,0
RR001996,20260324,DS004,Success,None,36,1,0
RR001997,20260325,DS004,Failed,Schema drift,41,0,2
RR001998,20260326,DS004,Success,None,24,1,0
RR001999,20260327,DS004,Success,None,47,1,0
RR002000,20260328,DS004,Success,None,33,1,0
RR002001,20260329,DS004,Success,None,30,1,0
RR002002,20260330,DS004,Success,None,38,1,0
RR002003,20260331,DS004,Success,None,31,1,1
RR002004,20260401,DS004,Success,None,36,1,0
RR002005,20260402,DS004,Success,None,34,1,0
RR002006,20260403,DS004,Success,None,43,1,0
RR002007,20260404,DS004,Success,None,28,1,0
RR002008,20260405,DS004,Success,None,44,1,0
RR002009,20260406,DS004,Failed,Capacity throttling,45,0,1
RR002010,20260407,DS004,Success,None,46,1,0
RR002011,20260408,DS004,Success,None,23,1,0
RR002012,20260409,DS004,Success,None,24,1,0
RR002013,20260410,DS004,Success,None,36,1,0
RR002014,20260411,DS004,Success,None,29,1,0
RR002015,20260412,DS004,Success,None,26,1,0
RR002016,20260413,DS004,Success,None,35,1,1
RR002017,20260414,DS004,Success,None,35,1,0
RR002018,20260415,DS004,Success,None,52,1,0
RR002019,20260416,DS004,Success,None,37,1,0
RR002020,20260417,DS004,Success,None,31,1,0
RR002021,20260418,DS004,Success,None,35,1,0
RR002022,20260419,DS004,Success,None,31,1,0
RR002023,20260420,DS004,Success,None,42,1,0
RR002024,20260421,DS004,Success,None,41,1,0
RR002025,20260422,DS004,Success,None,25,1,0
RR002026,20260423,DS004,Success,None,36,1,0
RR002027,20260424,DS004,Success,None,32,1,0
RR002028,20260425,DS004,Success,None,30,1,0
RR002029,20260426,DS004,Success,None,27,1,0
RR002030,20260427,DS004,Success,None,42,1,0
RR002031,20260428,DS004,Success,None,48,1,1
RR002032,20260429,DS004,Success,None,27,1,0
RR002033,20260430,DS004,Success,None,42,1,0
RR002034,20260501,DS004,Success,None,31,1,0
RR002035,20260502,DS004,Success,None,24,1,0
RR002036,20260503,DS004,Success,None,30,1,0
RR002037,20260504,DS004,Success,None,31,1,0
RR002038,20260505,DS004,Success,None,38,1,0
RR002039,20260506,DS004,Success,None,28,1,0
RR002040,20260507,DS004,Success,None,25,1,0
RR002041,20260508,DS004,Success,None,19,1,0
RR002042,20260509,DS004,Success,None,31,1,0
RR002043,20260510,DS004,Success,None,43,1,1
RR002044,20260511,DS004,Success,None,40,1,0
RR002045,20260512,DS004,Success,None,47,1,0
RR002046,20260513,DS004,Success,None,26,1,0
RR002047,20260514,DS004,Success,None,40,1,0
RR002048,20260515,DS004,Success,None,44,1,0
RR002049,20260516,DS004,Success,None,40,1,0
RR002050,20260517,DS004,Success,None,34,1,0
RR002051,20260518,DS004,Success,None,25,1,0
RR002052,20260519,DS004,Success,None,36,1,0
RR002053,20260520,DS004,Success,None,35,1,0
RR002054,20260521,DS004,Success,None,23,1,0
RR002055,20260522,DS004,Success,None,25,1,0
RR002056,20260523,DS004,Success,None,41,1,0
RR002057,20260524,DS004,Success,None,32,1,1
RR002058,20260525,DS004,Success,None,25,1,0
RR002059,20260526,DS004,Success,None,40,1,0
RR002060,20260527,DS004,Success,None,41,1,0
RR002061,20260528,DS004,Success,None,8,1,0
RR002062,20260529,DS004,Success,None,30,1,0
RR002063,20260530,DS004,Success,None,45,1,0
RR002064,20260531,DS004,Success,None,30,1,0
RR002065,20250101,DS005,Success,None,20,1,1
RR002066,20250102,DS005,Success,None,27,1,0
RR002067,20250103,DS005,Success,None,16,1,0
RR002068,20250104,DS005,Success,None,43,1,0
RR002069,20250105,DS005,Success,None,39,1,0
RR002070,20250106,DS005,Failed,Schema drift,44,0,0
RR002071,20250107,DS005,Success,None,40,1,0
RR002072,20250108,DS005,Success,None,45,1,0
RR002073,20250109,DS005,Success,None,26,1,0
RR002074,20250110,DS005,Success,None,38,1,0
RR002075,20250111,DS005,Success,None,44,1,0
RR002076,20250112,DS005,Success,None,34,1,0
RR002077,20250113,DS005,Success,None,30,1,0
RR002078,20250114,DS005,Success,None,35,1,0
RR002079,20250115,DS005,Success,None,39,1,0
RR002080,20250116,DS005,Failed,Source unavailable,38,0,2
RR002081,20250117,DS005,Success,None,44,1,1
RR002082,20250118,DS005,Success,None,28,1,0
RR002083,20250119,DS005,Success,None,23,1,0
RR002084,20250120,DS005,Success,None,35,1,0
RR002085,20250121,DS005,Success,None,28,1,0
RR002086,20250122,DS005,Success,None,41,1,0
RR002087,20250123,DS005,Success,None,28,1,1
RR002088,20250124,DS005,Success,None,18,1,0
RR002089,20250125,DS005,Success,None,40,1,0
RR002090,20250126,DS005,Success,None,24,1,0
RR002091,20250127,DS005,Success,None,43,1,0
RR002092,20250128,DS005,Success,None,39,1,0
RR002093,20250129,DS005,Success,None,48,1,0
RR002094,20250130,DS005,Success,None,26,1,0
RR002095,20250131,DS005,Success,None,35,1,0
RR002096,20250201,DS005,Success,None,21,1,0
RR002097,20250202,DS005,Success,None,38,1,0
RR002098,20250203,DS005,Success,None,43,1,0
RR002099,20250204,DS005,Success,None,46,1,0
RR002100,20250205,DS005,Success,None,27,1,0
RR002101,20250206,DS005,Success,None,31,1,0
RR002102,20250207,DS005,Success,None,35,1,0
RR002103,20250208,DS005,Success,None,30,1,0
RR002104,20250209,DS005,Success,None,25,1,0
RR002105,20250210,DS005,Success,None,27,1,0
RR002106,20250211,DS005,Success,None,27,1,0
RR002107,20250212,DS005,Success,None,35,1,0
RR002108,20250213,DS005,Success,None,35,1,0
RR002109,20250214,DS005,Success,None,21,1,0
RR002110,20250215,DS005,Success,None,21,1,0
RR002111,20250216,DS005,Success,None,28,1,0
RR002112,20250217,DS005,Success,None,39,1,0
RR002113,20250218,DS005,Success,None,39,1,0
RR002114,20250219,DS005,Success,None,39,1,0
RR002115,20250220,DS005,Success,None,32,1,0
RR002116,20250221,DS005,Success,None,30,1,0
RR002117,20250222,DS005,Success,None,48,1,0
RR002118,20250223,DS005,Success,None,34,1,0
RR002119,20250224,DS005,Success,None,19,1,0
RR002120,20250225,DS005,Success,None,39,1,0
RR002121,20250226,DS005,Success,None,44,1,0
RR002122,20250227,DS005,Success,None,50,1,0
RR002123,20250228,DS005,Success,None,27,1,0
RR002124,20250301,DS005,Success,None,36,1,0
RR002125,20250302,DS005,Success,None,23,1,0
RR002126,20250303,DS005,Success,None,30,1,0
RR002127,20250304,DS005,Success,None,43,1,0
RR002128,20250305,DS005,Success,None,39,1,0
RR002129,20250306,DS005,Success,None,38,1,0
RR002130,20250307,DS005,Success,None,32,1,1
RR002131,20250308,DS005,Success,None,38,1,1
RR002132,20250309,DS005,Success,None,36,1,0
RR002133,20250310,DS005,Success,None,22,1,1
RR002134,20250311,DS005,Success,None,40,1,0
RR002135,20250312,DS005,Success,None,35,1,0
RR002136,20250313,DS005,Success,None,29,1,0
RR002137,20250314,DS005,Success,None,14,1,0
RR002138,20250315,DS005,Success,None,37,1,0
RR002139,20250316,DS005,Success,None,52,1,0
RR002140,20250317,DS005,Success,None,36,1,0
RR002141,20250318,DS005,Success,None,30,1,0
RR002142,20250319,DS005,Success,None,27,1,0
RR002143,20250320,DS005,Success,None,31,1,0
RR002144,20250321,DS005,Failed,Source unavailable,27,0,2
RR002145,20250322,DS005,Success,None,22,1,0
RR002146,20250323,DS005,Success,None,41,1,0
RR002147,20250324,DS005,Success,None,18,1,0
RR002148,20250325,DS005,Success,None,41,1,0
RR002149,20250326,DS005,Success,None,37,1,0
RR002150,20250327,DS005,Success,None,51,1,0
RR002151,20250328,DS005,Success,None,8,1,0
RR002152,20250329,DS005,Success,None,33,1,1
RR002153,20250330,DS005,Success,None,33,1,0
RR002154,20250331,DS005,Success,None,29,1,0
RR002155,20250401,DS005,Success,None,38,1,0
RR002156,20250402,DS005,Success,None,21,1,0
RR002157,20250403,DS005,Success,None,49,1,0
RR002158,20250404,DS005,Success,None,28,1,0
RR002159,20250405,DS005,Success,None,47,1,0
RR002160,20250406,DS005,Success,None,39,1,0
