week_id,entity_id,scenario_id,opening_cash_usd,customer_receipts_usd,other_receipts_usd,supplier_payments_usd,payroll_tax_usd,capex_usd,debt_service_usd,net_cash_flow_usd,closing_cash_usd,minimum_cash_buffer_usd,is_synthetic
W02,SG01,UP,11687299.29,1108634.94,142204.04,743625.47,295644.51,72578.82,49712.91,89277.28,11776576.56,1656000.0,TRUE
W03,SG01,UP,11776576.56,1180486.76,152686.64,677331.37,292804.09,230101.46,52334.14,80602.34,11857178.9,1656000.0,TRUE
W04,SG01,UP,11857178.9,1192433.76,160508.64,660088.08,279665.59,58134.9,173180.06,181873.77,12039052.67,1656000.0,TRUE
W05,SG01,UP,12039052.67,1239929.09,176977.49,767642.73,282872.61,71271.71,48634.12,246485.4,12285538.08,1656000.0,TRUE
W06,SG01,UP,12285538.08,1226754.4,185298.84,608563.36,301939.19,58578.91,52960.49,390011.3,12675549.38,1656000.0,TRUE
W07,SG01,UP,12675549.38,1167958.81,114566.76,612224.93,270904.02,57063.44,46983.17,295350.01,12970899.39,1656000.0,TRUE
W08,SG01,UP,12970899.39,1166192.94,105929.75,720402.82,276656.03,192084.47,53054.44,29924.93,13000824.32,1656000.0,TRUE
W09,SG01,UP,13000824.32,1176913.42,149189.47,669645.91,292503.62,66080.73,172374.08,125498.55,13126322.87,1656000.0,TRUE
W10,SG01,UP,13126322.87,1080048.31,108912.41,647717.48,309225.25,67849.1,53789.52,110379.37,13236702.24,1656000.0,TRUE
W11,SG01,UP,13236702.24,1099776.25,200322.39,776226.06,277408.64,71050.93,50057.64,125355.37,13362057.6,1656000.0,TRUE
W12,SG01,UP,13362057.6,1183137.23,144313.93,772269.64,288618.19,233839.13,51802.2,-19077.99,13342979.61,1656000.0,TRUE
W13,SG01,UP,13342979.61,1186784.64,169893.57,777329.23,277372.15,73945.76,176468.55,51562.52,13394542.13,1656000.0,TRUE
W01,VN01,UP,8715754.01,940756.53,140664.96,598862.28,229188.53,50716.4,43378.66,159275.62,8875029.63,1404000.0,TRUE
W02,VN01,UP,8875029.63,985916.89,84612.25,551818.21,240455.68,47036.34,42382.39,188836.52,9063866.15,1404000.0,TRUE
W03,VN01,UP,9063866.15,1105633.98,83501.73,569199.49,246353.61,175905.8,43626.66,154050.13,9217916.28,1404000.0,TRUE
W04,VN01,UP,9217916.28,1066338.34,153755.23,560195.32,233287.63,55408.13,136536.18,234666.32,9452582.6,1404000.0,TRUE
W05,VN01,UP,9452582.6,1033818.7,158635.78,662775.08,236216.85,57192.57,41085.35,195184.62,9647767.23,1404000.0,TRUE
W06,VN01,UP,9647767.23,1038902.53,112211.1,622302.39,252892.23,55864.64,42633.56,177420.79,9825188.02,1404000.0,TRUE
W07,VN01,UP,9825188.02,1048975.22,108953.96,651703.16,231354.46,52458.61,45983.82,176429.12,10001617.14,1404000.0,TRUE
W08,VN01,UP,10001617.14,934763.07,144152.51,512014.61,231995.93,173459.21,40669.32,120776.51,10122393.65,1404000.0,TRUE
W09,VN01,UP,10122393.65,923450.87,140858.15,527163.96,240060.07,55873.46,148987.45,92224.07,10214617.72,1404000.0,TRUE
W10,VN01,UP,10214617.72,983957.81,112582.54,555701.31,256096.86,44980.63,43633.12,196128.43,10410746.15,1404000.0,TRUE
W11,VN01,UP,10410746.15,1011559.89,106728.9,629353.16,233437.31,60749.42,42743.82,152005.07,10562751.22,1404000.0,TRUE
W12,VN01,UP,10562751.22,964567.54,105335.34,629516.66,230171.19,146618.79,41208.38,22387.86,10585139.08,1404000.0,TRUE
W13,VN01,UP,10585139.08,1018555.55,145081.73,560037.33,244340.38,59108.19,148426.08,151725.31,10736864.39,1404000.0,TRUE
W01,BR01,UP,8395194.32,791905.17,78510.63,546179.06,200292.16,49280.78,34614.17,40049.63,8435243.95,1170000.0,TRUE
W02,BR01,UP,8435243.95,887989.76,125318.33,478223.89,207489.09,41482.98,33814.94,252297.19,8687541.14,1170000.0,TRUE
W03,BR01,UP,8687541.14,814107.74,100423.73,484360.54,199789.93,151489.78,35813.06,43078.16,8730619.3,1170000.0,TRUE
W04,BR01,UP,8730619.3,796999.98,115652.32,423362.12,192862.78,45040.38,112097.29,139289.73,8869909.03,1170000.0,TRUE
W05,BR01,UP,8869909.03,791442.16,80303.74,461959.44,203616.5,49908.76,35699.09,120562.1,8990471.13,1170000.0,TRUE
W06,BR01,UP,8990471.13,876903.1,98233.17,549311.55,214388.91,44374.47,38494.27,128567.06,9119038.19,1170000.0,TRUE
W07,BR01,UP,9119038.19,805706.64,105337.66,484538.95,191177.01,41763.88,33482.04,160082.41,9279120.6,1170000.0,TRUE
W08,BR01,UP,9279120.6,749603.42,99113.51,458081.31,202876.02,125667.82,36462.31,25629.46,9304750.07,1170000.0,TRUE
W09,BR01,UP,9304750.07,774337.13,129930.53,458685.63,194346.1,49506.1,127885.02,73844.81,9378594.88,1170000.0,TRUE
W10,BR01,UP,9378594.88,769665.72,84849.82,495059.42,201403.45,41371.65,36942.48,79738.53,9458333.41,1170000.0,TRUE
W11,BR01,UP,9458333.41,825492.07,74664.64,506078.16,190684.81,44265.26,32949.76,126178.71,9584512.12,1170000.0,TRUE
W12,BR01,UP,9584512.12,782085.09,93974.23,503344.19,193457.97,122801.79,34855.16,21600.2,9606112.33,1170000.0,TRUE
W13,BR01,UP,9606112.33,850554.39,129439.21,504990.93,198000.34,47393.42,118914.64,110694.27,9716806.59,1170000.0,TRUE
